,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.14053828,0.099259675,0.0,0.0,0.10286937,0.33038324,0.0,0.0,0.0,0.0
1,0.0,0.21313097,0.17557062,0.0,0.062200822,0.17020099,0.54208577,0.0,0.050522007,0.0,0.008306103
2,0.0,0.2082873,0.14411588,0.0,0.07080774,0.14975095,0.49520972,0.0,0.027544739,0.0,0.0075494205
3,0.0,0.25798652,0.1835605,0.0,0.1095602,0.18231396,0.62453544,0.0,0.03635538,0.0,0.009343018
4,0.0,0.2580257,0.15191382,0.0,0.12484877,0.15409811,0.5714899,0.0020733369,0.016268302,0.0,0.007925454
5,0.0,0.24759555,0.15127853,0.0,0.101169385,0.1384755,0.52259517,0.008589817,0.009649884,0.0,0.004231957
6,0.0,0.2481936,0.1503803,0.0,0.08720675,0.13651034,0.4990176,0.009152279,0.009771463,0.0,0.0017431646
7,0.0,0.23822156,0.16948512,0.0,0.053759646,0.11631886,0.41499147,0.021537336,0.0047053928,0.028747851,0.0
8,0.0,0.23485418,0.14656775,0.0,0.032047678,0.11364994,0.34889615,0.023218336,0.0018017758,0.068119615,0.0
9,0.0,0.2676979,0.21831992,0.0,0.04263444,0.14597525,0.4159755,0.021170877,0.045102403,0.05682571,0.0
10,0.0,0.2689811,0.22343625,0.0,0.027010364,0.14212608,0.37522146,0.025132962,0.04259726,0.08403238,0.0
11,0.0,0.27589747,0.25849143,0.0,0.03705106,0.1345496,0.4184423,0.027046973,0.051646464,0.04935583,0.0
12,0.0,0.2781112,0.25053588,0.0,0.044978634,0.13381064,0.38377345,0.031104004,0.054013856,0.05860394,0.0
13,0.0,0.28220248,0.25513706,0.0,0.043828353,0.124653235,0.38519195,0.033482205,0.04850447,0.05207919,0.0
14,0.0,0.2829292,0.25593746,0.0,0.046317946,0.1255288,0.35864717,0.038475838,0.054546192,0.062863536,0.0
15,0.0,0.2770005,0.24153522,0.0,0.034021985,0.12561506,0.28501248,0.04816009,0.06406926,0.12847136,0.0
16,0.0,0.27205163,0.26243192,0.0,0.029473037,0.11555321,0.30386487,0.0505851,0.067060016,0.11082427,0.0
17,0.0,0.2748966,0.25165883,0.0,0.03185937,0.11578462,0.27525404,0.057752665,0.06973018,0.13306712,0.0
18,0.0,0.24998607,0.2110172,0.0,0.023125574,0.12158193,0.22316098,0.0591585,0.05642992,0.20472082,0.0
19,0.0,0.23980752,0.22226807,0.0,0.017328206,0.12516075,0.21922356,0.060026195,0.06563053,0.21802446,0.0
20,0.0,0.21628147,0.23137438,0.0,0.009360241,0.14060232,0.17446339,0.07560219,0.079801805,0.287463,0.0
21,0.0,0.16072021,0.03530904,0.0,0.03351324,0.0,0.11111562,0.2529801,0.0,0.33216456,0.0038102674
22,0.0025744583,0.3059994,0.2108511,0.0,0.035284225,0.11731805,0.1889351,0.27445272,0.04393783,0.32034743,0.016567374
23,0.00094863365,0.24030921,0.09264112,0.0,0.0422754,0.048080686,0.12114339,0.36049476,0.00896878,0.34808055,0.0057140826
24,0.0028798098,0.24692582,0.114709124,0.0,0.023302786,0.08154146,0.11377056,0.39974216,0.020439599,0.40315798,0.017908812
25,5.2894036e-05,0.022123117,0.01601872,0.0,0.0060435985,0.0,0.02194941,0.6095598,0.0,0.806773,0.06991815
26,0.18003526,0.24074815,0.08524224,0.002111678,0.014260821,0.014258642,0.007925628,0.7490827,0.22250593,1.6626881,0.62703174
27,0.012867186,0.29513678,0.6289164,0.0,0.033550337,0.19581974,0.22528142,0.04238139,0.07743836,0.20779838,0.004663856
28,0.0,0.24566758,0.16177692,0.0,0.027413974,0.11720369,0.38479942,0.008500495,0.057808805,0.012490508,0.0
29,0.0,0.23522632,0.16492665,0.0,0.021649942,0.11410196,0.3684859,0.009856918,0.06058539,0.024233414,0.0
30,0.0,0.22116572,0.14746271,0.0,0.004495047,0.10677923,0.27664274,0.019748343,0.058572266,0.11460941,0.0
31,0.010132793,0.2510159,0.2537617,0.0,0.010776015,0.14284419,0.33959818,0.01971812,0.12670583,0.08635504,0.0
32,0.008499308,0.24427573,0.24666348,0.0,0.005095182,0.15089706,0.29664683,0.020526487,0.13453527,0.12542884,0.0
33,0.017112385,0.24345356,0.2846396,0.0,0.003929115,0.16435055,0.3063038,0.018917937,0.14675666,0.115022086,0.0
34,0.013640451,0.23869902,0.26344547,0.0,0.0013274554,0.15374887,0.27032664,0.022926813,0.14331135,0.15870418,0.0
35,0.01589518,0.22071746,0.27112076,0.0,0.0,0.15147595,0.20206222,0.032077547,0.16367476,0.27415892,0.0
36,0.0047001783,0.21963598,0.14878654,0.0023509753,0.012396185,0.08376778,0.15295449,0.18364048,0.056226615,0.258468,0.088737935
37,0.0029805745,0.1660442,0.06466311,0.007358884,0.019515641,0.054767903,0.10330545,0.28983477,0.02511467,0.15741423,0.1231562
38,0.0032694656,0.15481417,0.049295112,0.0025502893,0.009188804,0.040443327,0.070243545,0.32978547,0.023091009,0.22014214,0.13020119
39,0.018696962,0.10325459,0.010853053,0.0012830775,0.002823286,0.0031904592,0.025705881,0.49422017,0.023707436,0.24736643,0.15893091
40,0.042251084,0.076919295,0.022959119,0.0014708437,0.0027185562,0.0,0.012729883,0.5838976,0.05691453,0.21673693,0.1687424
41,0.044939026,0.05845715,0.025957141,0.0008895461,0.0018597268,0.0,0.009400656,0.6389477,0.056868453,0.23742314,0.1822198
42,0.037798323,0.05147276,0.0044102278,6.6006025e-05,0.00012685962,0.0,0.0028101853,0.7197576,0.06475955,0.31612012,0.23285899
43,0.054744452,0.041698094,0.05616874,6.2160754e-05,6.997172e-05,0.0,0.0013865894,0.8191027,0.10581109,0.28970346,0.29262093
44,0.2506204,0.245477,0.16850303,0.0021747241,0.0006457605,0.016261203,0.0013346004,0.84742934,0.32519844,1.0662255,0.85774136
45,0.51957065,0.5548053,0.15067671,0.12412069,0.00046936044,0.01114043,3.888725e-05,0.92676985,0.40432724,2.473706,1.9183877
46,0.03226142,0.17697968,0.6015261,3.486222e-06,0.00020101493,0.17270185,0.05526449,0.2861875,0.15250918,0.27837923,0.08518916
47,0.12805367,0.13512665,0.56593394,0.095740534,0.0047716815,0.30723047,0.3984528,0.0056106662,0.67103267,0.0,0.09092603
48,0.14535438,0.14472392,0.594814,0.108342215,0.009449147,0.30301166,0.41018158,0.0062782853,0.6825984,0.0,0.07571777
49,0.1347011,0.1374062,0.5258732,0.057664588,0.0006086434,0.28435582,0.3089096,0.012983549,0.63261193,0.0,0.06668462
50,0.05396618,0.19396232,0.31357133,0.045201715,0.009089333,0.1993479,0.3316285,0.052197106,0.39468712,0.0,0.19860826
51,0.05758292,0.1940112,0.32044187,0.041998077,0.008953082,0.19634384,0.3178642,0.058162346,0.38851944,0.0,0.19098556
52,0.06165106,0.19769883,0.3396502,0.041986205,0.012354661,0.19191292,0.3187807,0.055399045,0.38814217,0.0,0.1767526
53,0.0659125,0.2084512,0.33224687,0.024028936,0.009757696,0.16874567,0.2438992,0.082765505,0.36692598,0.02823805,0.14605106
54,0.08139313,0.24096286,0.3992356,0.035755906,0.025863476,0.15076624,0.2985601,0.0394632,0.38366327,0.007924979,0.10013895
55,0.08328538,0.25663388,0.4108713,0.035122387,0.028425725,0.14702514,0.28533554,0.043693636,0.38512102,0.013104422,0.087448284
56,0.09163521,0.2604958,0.47708833,0.042844445,0.029475857,0.15836802,0.3048957,0.047603484,0.39299622,0.005998359,0.07928643
57,0.09210423,0.2628398,0.43507156,0.032616895,0.029086968,0.14586154,0.25757775,0.051050544,0.3803057,0.020716006,0.073008396
58,0.08585575,0.27097714,0.41032487,0.02032151,0.023856502,0.1376503,0.20876451,0.06481696,0.35523522,0.07945796,0.064019546
59,0.082401745,0.2712358,0.4270622,0.022075713,0.022477616,0.1449839,0.20537207,0.08047049,0.35413048,0.0996362,0.06274908
60,0.098615065,0.2873551,0.4595781,0.022759287,0.025565,0.13232769,0.21487468,0.06967516,0.3630722,0.08334877,0.044478964
61,0.10452507,0.2983278,0.44335628,0.021580318,0.027462583,0.121681854,0.19932346,0.07826089,0.3496656,0.0910716,0.03657955
62,0.12660374,0.33519042,0.46619263,0.022550846,0.037071135,0.098347545,0.195426,0.09455021,0.3613601,0.066894546,0.012490133
63,0.16880468,0.40616062,0.5438897,0.033160713,0.036822278,0.08809415,0.18168736,0.09095645,0.40553284,0.0577578,0.004762894
64,0.13688295,0.15220493,0.09029116,0.009738762,0.023084747,0.02575614,0.021072825,0.14852117,0.19173172,0.14332086,0.04304475
65,0.15198314,0.14949407,0.096140705,0.009562332,0.021660596,0.02250803,0.02446772,0.16748974,0.20090884,0.18162563,0.0505196
66,0.14681582,0.14326675,0.08167626,0.009518566,0.01883561,0.0155914975,0.019225607,0.22362943,0.19995315,0.30627578,0.065411605
67,0.09967009,0.1271263,0.07051418,0.00845904,0.01205652,0.028206117,0.017465247,0.3653326,0.16542198,0.46751478,0.108780004
68,0.12211089,0.0,0.0,0.0,0.003723439,0.0,0.0,0.631528,0.14076352,1.0171632,0.21654844
69,0.226185,0.0,0.0,0.019296158,0.004166607,0.0,0.0,0.7596722,0.22573695,1.4586922,0.5022186
70,0.16844466,0.11794381,0.36804587,0.0,0.0,0.09738059,0.3137331,0.12611182,0.1421715,0.22329141,0.0
71,0.20897022,0.012070104,0.093174435,0.25768444,0.0,0.081473164,0.105191335,0.0,0.32571587,0.0,0.07806712
72,0.21958262,0.011254471,0.10047327,0.2588588,0.0,0.08319694,0.107720524,0.0,0.3247893,0.0,0.07177838
73,0.22798781,0.013035932,0.11307636,0.25644463,0.0,0.0838483,0.113362156,0.0,0.32943216,0.0,0.06312534
74,0.22365683,0.012721313,0.11062132,0.24696848,0.0,0.0840092,0.104183435,0.0,0.3275127,0.0,0.061150413
75,0.22898354,0.004416186,0.10061239,0.25196224,0.0,0.075705305,0.09450734,0.0,0.29851684,0.0,0.048601463
76,0.24770115,0.0055962,0.124597356,0.26213694,0.0,0.08443117,0.098095365,0.0,0.30350372,0.0,0.04285335
77,0.24705875,0.0058698393,0.12346666,0.25053596,0.0,0.0838102,0.089798406,0.0,0.30695727,0.0,0.041064143
78,0.28674886,0.003131617,0.17979093,0.26694205,0.0,0.089234434,0.12000867,0.0,0.31415468,0.0,0.033905614
79,0.32218495,0.065699294,0.31034812,0.17232572,0.0,0.23967814,0.30113032,0.0,0.38370007,0.0,0.009578531
80,0.19955109,0.08697014,0.24016866,0.060329974,0.0,0.29948726,0.2616318,0.0,0.28945497,0.0,0.013441196
81,0.1966357,0.094505906,0.23446734,0.05150286,0.0,0.2749751,0.23834911,0.0,0.29727462,0.0,0.005862315
82,0.212355,0.09699658,0.2209138,0.073852114,0.0,0.24938206,0.25909737,0.0,0.27176183,0.009244107,0.0047087735
83,0.31848425,0.12085416,0.5237083,0.14267662,0.0,0.3389878,0.44232756,0.0,0.41296104,0.0,0.0025849144
84,0.31212035,0.17565052,0.7606948,0.090622574,0.0,0.4335206,0.5771312,0.0,0.42583233,0.0,0.0
85,0.16940543,0.1919049,0.46265587,0.016071592,0.0,0.44361553,0.3990937,0.0,0.220314,0.05778445,0.00033402795
86,0.20869462,0.21211438,0.45400617,0.03445357,0.0,0.3844072,0.47225046,0.0,0.1736293,0.0674337,0.00031075598
87,0.23693933,0.21352515,0.5377465,0.039214518,0.0,0.4225843,0.49618474,0.0,0.18816152,0.05431088,0.00012624604
88,0.2924116,0.21538517,0.6809502,0.057188984,0.0,0.4372376,0.57831806,0.0,0.22797151,0.03170497,0.0
89,0.17189533,0.21753342,0.4865358,0.048310034,0.0,0.5283099,0.8858337,0.0,0.24817017,0.07592267,0.03957712
90,0.14658523,0.23383063,0.38182625,0.039711017,0.0,0.4371501,0.7089789,0.0,0.22348826,0.122727096,0.0424912
91,0.23209313,0.27206263,0.6038662,0.07264964,0.0,0.47948623,1.0168723,0.0,0.29696828,0.052806582,0.008204265
92,0.16512674,0.2545309,0.4548848,0.03574921,0.0,0.500855,0.71732205,0.0,0.24401428,0.1301975,0.03714265
93,0.13098906,0.24190386,0.4332366,0.022260774,0.0,0.47749832,0.61478776,0.0,0.25051743,0.18727654,0.04654609
94,0.16236137,0.25232452,0.40453264,0.020056816,0.0,0.4126912,0.5644065,0.0,0.22288725,0.20613725,0.033276416
95,0.18112169,0.22995254,0.30349803,0.028567014,0.0,0.2728673,0.50830233,0.0034328243,0.1815345,0.20310953,0.014284538
96,0.18556933,0.23736212,0.2468949,0.022483513,0.0,0.22134525,0.4568468,0.0076813186,0.15389176,0.21437445,0.0043729106
97,0.17558773,0.18441162,0.19405214,0.019404054,0.0,0.15118617,0.36452523,0.02529026,0.139589,0.24371596,0.0
98,0.15887365,0.15289533,0.17726426,0.012713656,0.0,0.14496812,0.28933966,0.041618116,0.13676816,0.30079424,0.011162625
99,0.19079909,0.20068191,0.155188,0.006991484,0.0,0.121437415,0.2666465,0.023732644,0.14044453,0.29562813,0.009532886
100,0.19994539,0.17696741,0.17709129,0.0070768436,6.324512e-05,0.16337273,0.2682304,0.017624352,0.13038898,0.31036568,0.0043938677
101,0.25478402,0.19645403,0.26567113,0.0054867226,0.0,0.23350601,0.5674337,0.022259299,0.09473427,0.33247727,0.0
102,0.0,0.08011393,0.09014332,0.0,0.0,0.07773404,0.14137477,0.01482474,0.041786592,0.0,0.026849331
103,0.0,0.08268771,0.07884268,0.0,0.0,0.06916021,0.14258377,0.00886482,0.022880727,0.0018827271,0.012889221
104,0.0,0.10518642,0.07606393,0.0,0.0,0.05564929,0.18720552,0.0,0.0,0.008749362,0.0
105,0.0,0.20688546,0.16056718,0.0,0.0,0.15568076,0.3382684,0.0,0.0011321065,0.0072935605,0.0
106,0.0,0.20328616,0.17379293,0.0,0.0,0.15420955,0.32385206,0.0,0.007827683,0.020294564,0.0
107,0.0,0.22280775,0.18309946,0.0,0.0,0.12554424,0.35682705,0.0,0.007928317,0.019384831,0.0
108,0.0,0.2818153,0.20574857,0.0,0.0,0.18616232,0.4294942,0.0,0.0,0.03831722,0.0
109,0.0,0.29206452,0.16881166,0.0,0.0,0.13115501,0.36683038,0.0,0.0,0.09036958,0.0
110,0.0,0.2539404,0.12455975,0.0,0.0,0.11173674,0.28854173,0.0,0.0,0.12724106,0.0
111,0.0,0.26029915,0.13369071,0.0,0.0,0.09958532,0.313395,0.0,0.0,0.120845996,0.0
112,0.0,0.25032452,0.14805666,0.0,0.0,0.11726173,0.30388507,0.0,0.0,0.11079444,0.0
113,0.0,0.20997189,0.096349284,0.0,0.0,0.06480994,0.25389072,0.012083232,0.0,0.14048067,0.0
114,0.0,0.20226872,0.12989992,0.0,0.0,0.0787596,0.17816716,0.050374277,0.0,0.20976399,0.0
115,0.0,0.19892135,0.09863225,0.0,0.0,0.0371925,0.17891666,0.05123414,0.0,0.22537413,0.0
116,0.0,0.19151935,0.067833066,0.0,0.0,0.018098092,0.17031172,0.055755008,0.0,0.23591657,0.0
117,0.0,0.18782109,0.073669754,0.0,0.0,0.023478499,0.15940677,0.059032943,0.0,0.2512313,0.0
118,0.0,0.18160328,0.07917924,0.0,0.0,0.019864228,0.15614833,0.060778324,0.0,0.259825,0.0
119,0.0,0.20334902,0.095506094,0.0,0.0,0.025940182,0.15004121,0.035476506,0.0,0.28360814,0.0
120,0.0,0.18494691,0.1410302,0.0,0.0,0.030601028,0.21848065,0.0,0.0,0.21519,0.0
121,0.0,0.26848385,0.090079054,0.0,0.0,0.032312725,0.18092771,0.012560842,0.0,0.28450483,0.0
122,0.0,0.15859395,0.012763903,0.0,0.0,0.0,0.17925209,0.059840415,0.0,0.28771934,0.0
123,0.0021725155,0.29003313,0.1768948,0.0,0.0,0.021122068,0.2970497,0.0060273274,0.0,0.23736715,0.0
124,0.15010951,0.40667662,0.9642436,0.0,0.0014820754,0.29554906,1.2141343,0.021622913,0.073898405,0.04448716,0.0
125,0.104985006,0.31867096,0.74754906,0.0,0.0005125048,0.26838285,0.9629417,0.11733851,0.11916193,0.0,0.0011874253
126,0.06380346,0.46223322,0.9814423,0.0,0.0,0.465261,1.1709675,0.0,0.011431642,0.00078969105,0.0
127,0.0,0.36205402,0.6122158,0.0,0.0,0.43178704,0.73143333,0.0,0.015230184,0.005618282,0.0
128,0.0,0.34000105,0.6335122,0.0,0.0,0.42706266,0.67290086,0.0,0.0418169,0.019407533,0.0
129,0.0,0.3137861,0.18392663,0.0,0.0,0.20401159,0.5289444,0.2599609,0.014800002,0.02394459,0.07369816
130,0.0,0.42397675,0.7286832,0.0009250987,0.025255244,0.41039303,0.8630587,0.17050718,0.016518626,0.017006285,0.10942276
131,0.0,0.35926083,0.5104474,0.0007797288,0.048009213,0.35735372,0.78790003,0.27292177,0.0031647799,0.0,0.11809804
132,0.0,0.4038345,0.36485845,0.000827239,0.06421947,0.18958528,0.6043673,0.2131971,0.0,0.017317267,0.046101168
133,0.0,0.36881265,0.25019538,0.0,0.072147675,0.11457489,0.45003822,0.2802692,0.0,0.03187842,0.03616604
134,0.0,0.35536912,0.23160814,0.0,0.064753346,0.10461382,0.404916,0.3130293,0.0,0.04097369,0.039702147
135,0.0,0.33136445,0.21312347,0.0,0.06701548,0.086862355,0.36089122,0.33679336,0.0,0.047915578,0.029447725
136,0.0,0.3281703,0.19609205,0.0,0.06912291,0.07725229,0.34056976,0.3393034,0.0,0.06431293,0.02152481
137,0.0,0.36685103,0.2710016,0.0,0.061192904,0.073068455,0.27508163,0.39230746,0.0,0.0635913,0.03517424
138,0.0,0.36482966,0.2275878,0.0,0.06999651,0.061445557,0.25104755,0.37399867,0.0,0.11046917,0.018280216
139,0.0,0.3104063,0.17296639,0.0,0.055382587,0.041673902,0.17657869,0.4404666,0.0,0.17156173,0.028171
140,0.0,0.31935272,0.1743439,0.0,0.062328525,0.04281142,0.17580566,0.43987554,0.0,0.22365539,0.01956545
141,0.0,0.32973662,0.17704599,0.0,0.09342251,0.035686973,0.14090347,0.46631125,0.0,0.2654843,0.039139982
142,0.0021022868,0.46559024,0.22596587,0.0,0.06260807,0.011526852,0.036851842,0.6639347,0.040677585,0.7541274,0.28629088
143,0.13367099,0.78306586,0.22356915,0.0,0.06371986,0.0,0.011146671,0.8562048,0.16162308,1.4439363,0.85957074
144,0.0,0.4048592,0.61146307,0.0,0.15786064,0.18501869,0.40235385,0.16209793,0.0,0.12158053,0.020236477
145,0.0,0.20642179,0.22358024,0.0,0.039799415,0.17330343,0.5062082,0.0,0.0,0.0,0.0
146,0.0,0.19608949,0.20175783,0.0,0.047961224,0.14776666,0.48529378,0.0,0.0,0.0,0.0
147,0.0,0.18355647,0.17931466,0.0,0.04380337,0.13101931,0.4274701,0.0,0.0,0.0,0.0
148,0.0,0.1693897,0.20609738,0.0,0.045493618,0.12877916,0.44380656,0.0,0.0,0.0,0.0
149,0.0,0.15897624,0.17410769,0.0,0.047674,0.114374295,0.40179983,0.0,0.0,0.0,0.0
150,0.0,0.15500845,0.13817318,0.0,0.026443698,0.0815924,0.27310932,0.0,0.0,0.01684774,0.0
151,0.0,0.14830513,0.11624668,0.0,0.022552535,0.0619834,0.24873741,0.00023022143,0.0,0.035519414,0.0
152,0.0,0.1943665,0.06804444,0.0,0.027234813,0.062027648,0.16031408,0.014480151,0.0,0.1090609,0.0
153,0.0,0.2581486,0.19947773,0.0,0.0692504,0.13000113,0.32527658,0.011247953,0.0,0.06398714,0.0
154,0.0,0.22561377,0.12998687,0.0,0.07229615,0.11640221,0.530517,0.014374257,0.0,0.04983871,0.0
155,0.0,0.25074092,0.15172213,0.0,0.07769694,0.109659605,0.26321018,0.028652078,0.0,0.100660145,0.0
156,0.0,0.25541267,0.14182647,0.0,0.08414341,0.10042731,0.23653191,0.03430874,0.0,0.12761772,0.0
157,0.0,0.2639322,0.17615268,0.0,0.057947062,0.10654803,0.21711925,0.031536113,0.0,0.1388542,0.0
158,0.0,0.27898598,0.20466451,0.0,0.05924015,0.112435214,0.20368077,0.033897303,0.03286214,0.15425505,0.0
159,0.0,0.36451614,0.32453373,0.0,0.07483933,0.16776998,0.24373339,0.027644873,0.09078449,0.13173929,0.0
160,0.00014196176,0.34355515,0.3061484,0.0,0.07306137,0.15288015,0.22497115,0.04526727,0.08648398,0.14894351,0.0
