date,val
20211227,1.778
20211228,1.616
20211229,1.343
20211230,1.276
20211231,2.129
20220104,1.925
20220105,1.777
20220106,1.714
20220107,1.839
20220110,1.878
20220111,1.984
20220112,1.972
20220113,2.218
20220114,2.209
20220117,2.113
20220118,1.921
20220119,2.035
20220120,2.035
20220121,2.063
20220124,1.935
20220125,1.931
20220126,1.74
20220127,1.614
20220128,1.2
20220129,1.255
20220130,2.155
20220207,2.112
20220208,2.044
20220209,1.728
20220210,1.673
20220211,1.812
20220214,1.866
20220215,1.807
20220216,1.942
20220217,1.855
20220218,2.11
20220221,2.195
20220222,2.039
20220223,2.043
20220224,2.197
20220225,2.231
20220228,2.234
20220301,1.801
20220302,1.887
20220303,1.729
20220304,1.902
20220307,2.039
20220308,2.056
20220309,2.024
20220310,2.025
20220311,2.051
20220314,2.063
20220315,2.063
20220316,2.04
20220317,2.009
20220318,1.992
20220321,2.015
20220322,1.946
20220323,2.003
20220324,2.005
20220325,2.001
20220328,1.946
20220329,1.727
20220330,1.557
20220331,2.011
20220401,1.604
20220402,1.308
20220406,1.848
20220407,1.825
20220408,1.751
20220411,1.856
20220412,1.772
20220413,1.665
20220414,1.552
20220415,1.339
20220418,1.403
20220419,1.294
20220420,1.303
20220421,1.294
20220422,1.255
20220424,1.302
20220425,1.303
20220426,1.306
20220427,1.303
20220428,1.301
20220429,1.838
20220505,1.783
20220506,1.351
20220507,1.294
20220509,1.309
20220510,1.305
20220511,1.325
20220512,1.309
20220513,1.31
20220516,1.311
20220517,1.325
20220518,1.326
20220519,1.414
20220520,1.322
20220523,1.323
20220524,1.325
20220525,1.347
20220526,1.364
20220527,1.381
20220530,1.405
20220531,1.588
20220601,1.413
20220602,1.432
20220606,1.454
20220607,1.421
20220608,1.419
20220609,1.414
20220610,1.403
20220613,1.408
20220614,1.413
20220615,1.413
20220616,1.413
20220617,1.414
20220620,1.418
20220621,1.438
20220622,1.444
20220623,1.437
20220624,1.435
20220627,1.438
20220628,1.438
20220629,1.372
20220630,1.901
20220701,1.441
20220704,1.418
20220705,1.367
20220706,1.21
20220707,1.222
20220708,1.216
20220711,1.223
20220712,1.211
20220713,1.219
20220714,1.195
20220715,1.211
20220718,1.218
20220719,1.242
20220720,1.27
20220721,1.254
20220722,1.194
20220725,1.074
20220726,1.018
20220727,1.008
20220728,1.014
20220729,1.254
20220801,1.177
20220802,1.076
20220803,1.026
20220804,1.025
20220805,1.019
20220808,1.013
20220809,1.018
20220810,1.068
20220811,1.03
20220812,1.044
20220815,1.043
20220816,1.075
20220817,1.138
20220818,1.187
20220819,1.211
20220822,1.1433
20220823,1.109
20220824,1.122
20220825,1.153
20220826,1.258
20220829,1.235
20220830,1.124
20220831,1.401
20220901,1.463
20220902,1.175
20220905,1.033
20220906,1.069
20220907,1.113
20220908,1.159
20220909,1.173
20220913,1.171
20220914,1.173
20220915,1.226
20220916,1.294
20220919,1.41
20220920,1.458
20220921,1.468
20220922,1.461
20220923,1.465
20220926,1.429
20220927,1.399
20220928,1.27
20220929,0.964
20220930,2.081
20221008,1.652
20221009,1.178
20221010,1.11
20221011,1.183
20221012,1.155
20221013,1.182
20221014,1.133
20221017,1.167
20221018,1.134
20221019,1.116
20221020,1.154
20221021,1.23
20221024,1.394
20221025,1.763
20221026,1.775
20221027,1.764
20221028,1.327
20221031,1.739
20221101,1.843
20221102,1.755
20221103,1.324
20221104,1.386
20221107,1.62
20221108,1.756
20221109,1.808
20221110,1.826
20221111,1.704
20221114,1.646
20221115,1.853
20221116,1.936
20221117,1.699
20221118,1.364
20221121,1.139
20221122,0.871
20221123,1.039
20221124,1.044
20221125,1.021
20221128,1.033
20221129,1.023
20221130,1.515
20221201,1.458
20221202,1.157
20221205,1.08
20221206,1.043
20221207,1.007
20221208,1.064
20221209,1.071
20221212,1.052
20221213,1.032
20221214,1.199
20221215,1.223
20221216,1.224
20221219,1.217
20221220,1.166
20221221,0.921
20221222,0.783
20221223,0.585
20221226,0.82
20221227,0.632
20221228,0.522
20221229,0.441
20221230,1.957
20230103,1.475
20230104,1.003
20230105,0.574
20230106,0.539
20230109,0.671
20230110,1.116
20230111,1.426
20230112,1.465
20230113,1.242
20230116,1.568
20230117,1.852
20230118,1.933
20230119,1.656
20230120,1.834
20230128,1.432
20230129,1.202
20230130,1.411
20230131,1.988
20230201,2.119
20230202,1.635
20230203,1.262
20230206,1.782
20230207,2.241
20230208,2.365
20230209,2.318
20230210,1.865
20230213,1.412
20230214,1.576
20230215,1.902
20230216,2.005
20230217,2.115
20230220,2.157
20230221,2.195
20230222,1.765
20230223,1.475
20230224,1.433
20230227,1.817
20230228,2.083
20230301,2.087
20230302,1.62
20230303,1.291
20230306,1.231
20230307,1.436
20230308,1.648
20230309,1.373
20230310,1.829
20230313,1.614
20230314,1.829
20230315,2.109
20230316,2.294
