trade_date,per,normcjl,normcje,normccl,q,iv
20161216,-0.125,-0.430197815,-0.039293299,0.181676819,-1.328755615,0.167907715
20161216,-0.1875,-0.412233222,-0.039209577,-0.072483588,0.006749078,0.242492676
20161216,-0.578947368,-0.401974983,-0.039099344,0.151540475,-0.563516977,0.152740479
20161216,-0.794117647,-0.108373025,-0.037370603,0.736819993,2.028333584,0.368835449
20161216,-0.131274131,-0.459147344,-0.037557773,-0.671171136,0.029146074,0.160968781
20161216,-0.125111707,-0.452691582,-0.036083485,-0.720510146,0.026649965,0.153709412
20161219,0,-0.454922369,-0.039328792,0.185948777,-1.718173525,0.203308105
20161219,-0.555555556,-0.43956036,-0.03929527,-0.067556031,0.064361425,0.273803711
20161219,-0.285714286,-0.384855384,-0.03919537,0.121361834,-0.704706775,0.180419922
20161219,-0.32,-0.19513711,-0.038547076,0.657683012,2.786955137,0.417755127
20161219,-0.081081081,-0.429961217,-0.035960346,-0.641288572,0.050548171,0.16299057
20161219,-0.095143707,-0.439847658,-0.035219931,-0.696401071,0.05046943,0.158493042
20161220,-0.666666667,-0.430704812,-0.039314166,-0.10276797,-0.746304612,0.237976074
20161220,0.166666667,-0.393677132,-0.039310248,0.133099147,-0.879362446,0.289123535
20161220,-0.272727273,-0.351325983,-0.039215457,0.055802069,-0.691669884,0.202484131
20161220,-0.315789474,-0.171764549,-0.038799314,0.556467193,3.31454843,0.449462891
20161220,-0.149152542,-0.273552645,-0.028146373,-0.527299173,0.091972413,0.180088043
20161220,-0.14,-0.292142534,-0.023513253,-0.60286209,0.085625219,0.177433014
20161221,-0.666666667,-0.429504919,-0.039325937,-0.156484681,-1.081887164,0.197875977
20161221,-0.25,-0.443565636,-0.03933053,0.106917538,-1.214516308,0.250854492
20161221,-0.3,-0.423150557,-0.039287467,0.016656545,-1.024561364,0.17678833
20161221,0,-0.230035403,-0.038814013,0.454638074,3.499823682,0.438293457
20161221,0.169167804,-0.363561511,-0.031381517,-0.508857846,0.033880823,0.167892456
20161221,0.140366972,-0.325384637,-0.023635128,-0.575707658,0.031548622,0.165630341
20161222,-0.666666667,-0.450663594,-0.039339049,-0.190956429,-1.2696794,0.221618652
20161222,0.25,-0.467343795,-0.03933998,0.095137928,-1.424891418,0.278808594
20161222,-0.333333333,-0.463456818,-0.039333513,0.001408612,-1.1869344,0.183959961
20161222,-2,-0.388404363,-0.039245694,0.391150843,4.126678822,0.405151367
20161222,-0.053623188,-0.396448716,-0.033898511,-0.478446574,0.038011392,0.170005798
20161222,-0.0375,-0.379582616,-0.029565035,-0.559233123,0.034209826,0.168457031
20161223,0,-0.47483045,-0.039342918,-0.195841688,-1.534289561,0.249023438
20161223,0,-0.460617635,-0.039339995,0.075618037,-1.712306177,0.307739258
20161223,-0.5,-0.461057032,-0.039336319,-0.01622908,-1.393498624,0.210571289
20161223,-1,-0.3990682,-0.039303528,0.322588017,4.982627079,0.439941406
20161223,-0.224014337,-0.334865481,-0.031334534,-0.411046905,0.077538125,0.171459198
20161223,-0.182130584,-0.36029983,-0.029018363,-0.509957558,0.074582113,0.168933868
20161226,-1,-0.435132586,-0.039338613,0.071346078,-7.939542427,0.320068359
20161226,-1,-0.452116985,-0.03933873,-0.044969635,4.064000743,0.469482422
20161226,0,-0.450528395,-0.039337997,-0.201234508,-7.231561971,0.256835938
20161226,0.6,-0.403005877,-0.039319052,0.266544992,12.48075715,0.602050781
20161226,0.202380952,-0.098114786,-0.019918269,-0.310994244,0.060178916,0.168785095
20161226,0.184615385,-0.249520987,-0.020467645,-0.493990583,0.050636318,0.166252136
20161227,0,-0.470098479,-0.039342962,-0.049854895,0.008246368,0.493164063
20161227,0,-0.458589647,-0.039342208,-0.19582054,0.008731012,0.624023438
20161227,-4,-0.413450015,-0.039328673,0.216867609,0.007791396,0.366699219
20161227,0,-0.463642717,-0.039343092,0.066947229,0.009275002,0.763671875
20161227,-0.07278481,-0.259948225,-0.025507948,-0.318544191,0.053138215,0.174999237
20161227,-0.076923077,-0.300305186,-0.021973636,-0.440971766,0.048225529,0.170387268
20161228,0,-0.470588576,-0.039343702,-0.043108583,0,0.5
20161228,0,-0.478852627,-0.039344493,-0.195630205,0,0.5
20161228,0,-0.447824411,-0.039341204,0.205172592,0,0.5
20161228,0,-0.479055425,-0.039344533,0.067222157,0,0.5
20161228,-0.134751773,-0.223613441,-0.025333367,-0.194720828,0.042835914,0.172775269
20161228,-0.106502242,-0.305966652,-0.024302332,-0.357435936,0.040619548,0.168670654
20161229,0.031304348,-0.125712322,-0.019917852,-0.09312434,0.00892547,0.165618896
20161229,0.015334064,-0.236930562,-0.018257679,-0.272039054,0.006655444,0.157981873
20161230,0.06514658,-0.213389002,-0.024180729,-0.060703979,0.020709399,0.166225433
20161230,0.053608247,-0.274701838,-0.020922092,-0.254041841,0.018377491,0.160972595
20170103,0.156593407,-0.050710567,-0.009871517,-0.096994481,0.011465666,0.163227081
20170103,0.145998241,-0.293021329,-0.019475906,-0.270135706,0.010267285,0.164802551
20170104,0.112469438,-0.143575516,-0.015145801,-0.119327098,0.044237077,0.158378601
20170104,0.091129032,-0.344971621,-0.024209394,-0.30001827,0.046017593,0.16305542
20170105,-0.179487179,-0.426800935,-0.038702471,-0.686165289,-0.396375525,0.028766632
20170105,-0.058139535,-0.261215718,-0.022985433,-0.150774637,0.000978512,0.110267639
20170105,-0.022167488,-0.371994561,-0.026710663,-0.324867536,1.191592104,0.651077271
20170106,-0.307692308,-0.441993945,-0.038959041,-0.656642246,-0.421761195,0.026584625
20170106,-0.091549296,-0.309431132,-0.02733541,-0.111502223,-0.011019359,0.108840942
20170106,-0.064628821,-0.378146124,-0.027914649,-0.329731648,1.281416214,0.656898499
20170109,-0.084337349,-0.424130751,-0.038883113,-0.615233852,-0.443732437,0.020442963
20170109,0.090909091,-0.263108507,-0.024250997,-0.130472258,-0.021981802,0.103149414
20170109,0.042394015,-0.372805756,-0.027339235,-0.349145798,1.437485131,0.71396637
20170110,-0.261538462,-0.4327497,-0.039020834,-0.579704689,-0.468525249,0.018972397
20170110,-0.115442279,-0.314298303,-0.028273357,-0.128801541,-0.00066016,0.100372314
20170110,-0.069642857,-0.376439234,-0.027976685,-0.354390579,1.608976984,0.731128693
20170111,-0.28,-0.457508053,-0.03921813,-0.570505173,-0.509572349,0.01798439
20170111,-0.130653266,-0.107071733,-0.016894529,-0.092151518,-0.033769676,0.098068237
20170111,-0.070543375,-0.337282167,-0.024570512,-0.374862145,1.801670652,0.753814697
20170112,-0.146341463,-0.463000521,-0.039260624,-0.560079056,-0.545249489,0.017002106
20170112,-0.131021195,-0.046992589,-0.015397359,-0.066688951,-0.027077625,0.092819214
20170112,-0.098532495,-0.332043198,-0.024892134,-0.385034482,2.06159818,0.772186279
20170113,0.05,-0.442754441,-0.039195484,-0.554453605,-0.514386206,0.013031006
20170113,0.149180328,0.239072014,0.000540507,-0.131233597,0.023128689,0.097076416
20170113,0.111317254,-0.283624985,-0.020038689,-0.403814183,2.062174423,0.819168091
20170116,0.20754717,-0.432394802,-0.039176056,-0.52858922,-0.446445909,0.012432098
20170116,0.235368957,0.541208421,0.017577897,-0.214832872,0.036220648,0.142547607
20170116,0.161890008,-0.107156232,-0.002243603,-0.422445845,2.349629368,0.977005005
20170117,-0.214285714,-0.450798793,-0.039205394,-0.521864057,-0.503396921,0.007865906
20170117,-0.003778338,-0.175516326,-0.016953022,-0.302957886,0.023757451,0.124328613
20170117,0.002316602,-0.356041055,-0.0244504,-0.458292233,2.545643499,0.98285675
20170118,0.16,-0.406909753,-0.03896936,-0.497141681,-0.455869009,0.0076828
20170118,0.168443497,-0.094903805,-0.006266948,-0.392098018,0.029023078,0.141357422
20170118,0.105520615,-0.333868387,-0.019837316,-0.502365314,2.596942425,0
20170119,-0.238095238,-0.42103807,-0.039073523,-0.467957011,-0.512867429,0.006298065
20170119,-0.083138173,-0.298277198,-0.023406047,-0.459878356,-0.00588532,0.140686035
20170119,-0.056994819,-0.392544839,-0.027629727,-0.533749408,3.108127797,0
20170120,0.259259259,-0.410053135,-0.039012821,-0.444461237,-0.464922519,0.006187439
20170120,0.134134134,-0.381881002,-0.030633882,-0.507567799,0.001000986,0.166992188
20170120,0.073071719,-0.397766908,-0.028176144,-0.576595887,3.244507683,0
20170123,-0.142857143,-0.40912364,-0.038952932,-0.41762403,-0.519482807,0.004631042
20170123,-0.039795918,-0.386460875,-0.030266899,-0.569997614,0.02861578,0.236572266
20170123,-0.032016349,-0.437937969,-0.033246471,-0.602692903,8.224229472,0
20170124,-0.11627907,-0.387880466,-0.038935198,-0.366339375,-0.503051007,0.004257202
20170124,0.046351085,-0.416137099,-0.033335791,-0.619505811,0.036190646,0.352050781
20170124,0.034323432,-0.429099322,-0.032049634,-0.64268436,15.91420942,0
20170125,-0.022727273,-0.370253871,-0.038880426,-0.289719043,-0.506240219,0.000976563
20170125,0.063868613,-0.397868307,-0.031525375,-0.678721083,0,0.25
20170125,0.043753963,-0.406977353,-0.028991282,-0.713171682,0,0.25
20170126,0.06122449,-0.265474493,-0.038370523,-0.17139424,-0.001830318,0.109672546
20170203,-1.833333333,-0.290148346,-0.038850248,-0.152508798,0.008426568,0.125671387
20170206,-0.266666667,-0.39731061,-0.039215659,-0.140285074,0.00920561,0.130935669
20170207,-0.5,-0.404881766,-0.039269064,-0.158197694,0.01350481,0.133148193
20170208,0.166666667,-0.389688756,-0.039258044,-0.172451656,0.010421245,0.128875732
20170209,0.090909091,-0.359437935,-0.039181508,-0.127342308,0.010518907,0.125030518
20170210,-0.083333333,-0.409917936,-0.03924538,-0.113934278,0.024770041,0.120025635
20170213,-0.3,-0.425432044,-0.039283705,-0.128230537,0.077968212,0.121917725
20170214,-1,-0.475692345,-0.039343156,-0.730153776,-0.934840724,0.108398438
20170214,-0.5,-0.442044645,-0.039319319,-0.144070622,0.98492441,0.185974121
20170215,-0.5,-0.476402141,-0.039343469,-0.724549474,-1.050556979,0.110473633
20170215,-0.2,-0.428592325,-0.039314795,-0.163336734,1.12499625,0.194702148
20170216,-0.5,-0.479139925,-0.039344163,-0.722476939,-1.249937001,0.114379883
20170216,0.25,-0.457068656,-0.039336913,-0.169490892,1.310163217,0.201171875
20170217,0,-0.470284377,-0.0393423,-0.709364986,-1.511398938,0.14074707
20170217,-1,-0.426446038,-0.039317331,-0.159741521,1.574940913,0.234802246
20170220,-1,-0.447114615,-0.039341017,-0.68789945,-3.641624436,0.135864258
20170220,0.5,-0.422423861,-0.039324258,-0.171944097,4.116969254,0.298583984
20170221,0,-0.480779215,-0.039344693,-0.68789945,-7.462647928,0.19140625
20170221,-0.333333333,-0.361415223,-0.03931449,-0.175095195,7.842248288,0.402954102
20170222,0,-0.467259295,-0.039342548,-0.176342945,0,0.5
20170222,0,-0.480813015,-0.039344696,-0.687116963,0,0.5
20170406,-0.176470588,-0.417303192,-0.039130579,-0.698367864,0.031729689,0.097625732
20170407,0.03125,-0.440641953,-0.039221971,-0.683458305,0.035330679,0.09790802
20170410,-0.103448276,-0.421308468,-0.039173256,-0.645116416,0.024985481,0.101348877
20170411,0,-0.389502857,-0.03912188,-0.604850031,0.032480667,0.102470398
20170412,-0.578947368,-0.435977581,-0.039236853,-0.590257696,0.046842244,0.100036621
20170413,-0.05,-0.457322154,-0.039298419,-0.579175981,0.018324162,0.100692749
20170414,-0.266666667,-0.449007404,-0.03929432,-0.570589767,0.020003505,0.107849121
20170417,-0.454545455,-0.446945616,-0.03930034,-0.556653029,0.02134608,0.104125977
20170418,0.090909091,-0.45475337,-0.039315167,-0.549568345,0.021803191,0.114898682
20170419,0.25,-0.422322462,-0.039285232,-0.538592372,0.027726571,0.129058838
20170420,0.090909091,-0.469659081,-0.039331361,-0.54148969,0.030182491,0.123718262
20170420,0.020610687,-0.439830758,-0.034412422,-0.716090149,0.029603664,0.105941772
20170421,0,-0.452809881,-0.039316269,-0.537048545,0.04121291,0.120361328
20170421,0.043258832,-0.423353356,-0.032023012,-0.69316538,0.028374281,0.108093262
20170424,0,-0.4496834,-0.039308704,-0.517803581,0.042647483,0.13168335
20170424,-0.031602709,-0.335220379,-0.021724344,-0.667322143,0.02975043,0.110015869
20170425,-0.181818182,-0.470284377,-0.039332898,-0.51795162,0.042307049,0.127670288
20170425,0.025880661,-0.41258812,-0.030463657,-0.651249426,0.030691649,0.117675781
20170426,-0.333333333,-0.458707946,-0.039320376,-0.518036213,0.023906622,0.127532959
20170426,-0.013669065,-0.399642797,-0.028361302,-0.636614795,0.030975617,0.118209839
20170427,0.272727273,-0.416677896,-0.039284127,-0.471657966,0.034983211,0.127563477
20170427,0.038354254,-0.392544839,-0.028031007,-0.625934898,0.031404743,0.123809814
20170428,-0.222222222,-0.455158967,-0.039322962,-0.463325531,0.024709628,0.129302979
20170428,-0.032142857,-0.420294474,-0.031417232,-0.621472604,0.030709932,0.118286133
20170502,-0.333333333,-0.469033785,-0.0393357,-0.454422092,0.025218165,0.141052246
20170502,-0.040801187,-0.43945896,-0.03385953,-0.61764476,0.012333305,0.127532959
20170503,0,-0.472278566,-0.039339437,-0.450932621,0.02610163,0.146209717
20170503,-0.052302888,-0.424671548,-0.032337291,-0.611680936,0.009708005,0.125366211
20170504,0.285714286,-0.47160257,-0.03933941,-0.451609367,0.025204626,0.157196045
20170504,-0.038174274,-0.419483279,-0.032145267,-0.597765347,0.02781828,0.116516113
20170505,0.166666667,-0.470166078,-0.039339463,-0.449854057,0.025651108,0.16305542
20170505,-0.068688671,-0.320872364,-0.02296422,-0.562807188,0.032784975,0.116363525
20170508,-0.2,-0.464335613,-0.039337006,-0.453597308,0.034336227,0.169555664
20170508,0.05106383,-0.350548588,-0.025840853,-0.560057908,0.031671662,0.124481201
20170509,-0.333333333,-0.470673075,-0.039341284,-0.454866207,0.02624453,0.171508789
20170509,0.001703578,-0.428845823,-0.033606871,-0.563230154,-0.001597413,0.124328613
20170510,-1,-0.463372318,-0.039340063,-0.453681901,0.028202414,0.157958984
20170510,0.031967213,-0.413889412,-0.031458367,-0.565175799,0.020049687,0.132263184
20170511,0.75,-0.459654341,-0.039337863,-0.456684961,0.025315185,0.167114258
20170511,0.089552239,-0.392223741,-0.028637537,-0.558514081,0.030126734,0.14239502
20170512,-0.333333333,-0.4327497,-0.039324372,-0.480667147,0.111771424,0.145507813
20170512,0.1750306,-0.407028053,-0.028846308,-0.568284601,0.029761828,0.180847168
20170515,-2,-0.461716128,-0.039336216,-0.48100552,0.098753263,0.155578613
20170515,0.022511848,-0.417184893,-0.029044906,-0.573698568,0.030297187,0.211914063
20170516,0,-0.438647765,-0.039339068,-0.512072389,0.121063943,0.151733398
20170516,0.032482599,-0.41936498,-0.029822136,-0.599118839,0.02923123,0.219238281
20170517,-1,-0.467445194,-0.039343048,-0.514039182,0.022545791,0.189941406
20170517,-0.103514377,-0.455818063,-0.03539286,-0.609291177,0.030105208,0.211181641
20170518,-4,-0.460837333,-0.039342425,-0.514483297,0.026815897,0.189208984
20170518,-0.01461794,-0.416525796,-0.030211603,-0.600831852,0.015518172,0.201660156
20170519,0.5,-0.466110102,-0.039342962,-0.520848938,0.022620226,0.217285156
20170519,0.001310616,-0.432631401,-0.032362286,-0.599774436,0.028463678,0.226806641
20170522,0,-0.471163172,-0.039343803,-0.520045302,0.320702012,0.28515625
20170522,0.082076041,-0.420750771,-0.030094496,-0.599245729,0.032486957,0.392578125
20170523,0,-0.469185884,-0.03934362,-0.521504536,0.940180952,0.328613281
20170523,0.126745991,-0.415376603,-0.0282142,-0.598843911,0.03948856,0.639648438
20170524,0,-0.480441217,-0.039344661,-0.522287023,0,0.5
20170524,0.03042394,-0.41246982,-0.027424092,-0.623143321,0,0.75
20170601,0.235294118,-0.282610991,-0.037482267,-0.637164651,0.03332196,0.124332428
20170602,-0.203883495,-0.199953581,-0.036012569,-0.488005611,0.030252013,0.131851196
20170605,-0.447761194,-0.361060326,-0.038516714,-0.439131863,0.020581702,0.134414673
20170606,0.157894737,-0.412436021,-0.038874917,-0.429445936,0.026199078,0.131931305
20170607,0.446969697,-0.292243934,-0.037296176,-0.40210117,0.025231352,0.142009735
20170608,0.261111111,-0.24237233,-0.036089081,-0.358028089,0.021385818,0.143535614
20170609,0.275193798,-0.08048819,-0.029963469,-0.311226876,0.021779831,0.157009125
20170612,-0.092511013,-0.094548907,-0.029795801,-0.2683381,0.037885904,0.159473419
20170613,0.018779343,-0.254388158,-0.035235989,-0.214283016,0.033383775,0.156936646
20170614,-0.4375,-0.125087026,-0.03405689,-0.019274437,0.012747646,0.153892517
20170615,-0.289719626,-0.233246384,-0.036623516,0.070901963,0.009239409,0.152351379
20170616,-0.24137931,-0.253830462,-0.037128333,0.146507177,0.018252786,0.149829865
20170619,0.402877698,-0.124022332,-0.035391078,0.276928813,0.01833298,0.149692535
20170620,-0.183333333,-0.121605646,-0.03499564,0.371377172,0.005999392,0.153079987
20170621,-0.061068702,-0.084425867,-0.034692628,0.471387537,0.033691578,0.142555237
20170622,0.165605096,0.596859791,-0.019883292,0.644571059,0.02656998,0.139305115
20170623,0.282178218,0.214769958,-0.029608593,0.821751612,0.04138406,0.142417908
20170626,0.316546763,0.166520744,-0.030517763,-0.292954734,-0.150029079,0.119606018
20170626,0.218045113,0.744970512,-0.007821685,0.929904076,0.209492243,0.2032547
20170627,-0.007042254,0.045230164,-0.033140676,-0.018407356,-0.146296951,0.114025116
20170627,0.036231884,0.37117853,-0.019574852,1.073606852,0.217458196,0.199337006
20170628,-0.206896552,0.223845204,-0.030282964,0.240447976,-0.167754816,0.119571686
20170628,-0.207048458,0.601929761,-0.012279074,1.359383984,0.231759883,0.203414917
20170629,0.1015625,0.332494659,-0.030197505,0.460644194,-0.156295372,0.111862183
20170629,0.178438662,0.660454113,-0.013085294,1.425599347,0.226824901,0.201473236
20170630,-0.095238095,-0.036328752,-0.034652818,0.653537943,-0.169447153,0.110233307
20170630,-0.068669528,0.28520874,-0.021910308,1.617647163,0.242705438,0.20035553
20170703,-0.681818182,-0.006128632,-0.035788758,0.688792178,-0.214230423,0.1015625
20170703,-0.518072289,0.569448153,-0.022062354,1.735971966,0.295109608,0.203323364
20170704,-0.783783784,-0.136815556,-0.037779399,0.672381088,-0.266510895,0.108512878
20170704,-0.65625,0.299658154,-0.030853961,1.964267987,0.319144146,0.194252014
20170705,0.640776699,0.172469509,-0.035366422,0.835772942,-0.236848101,0.11151123
20170705,0.558558559,0.911603523,-0.019539157,1.921717585,0.285534391,0.209007263
20170705,0.222485207,-0.460583835,-0.036463903,-0.725670334,0.020977918,0.13368988
20170706,0.02,0.307364508,-0.03191801,1.02403521,-0.249280632,0.107589722
20170706,-0.027272727,1.14967241,-0.006558388,1.871997905,0.296922677,0.20715332
20170706,0.014611338,-0.43959416,-0.032783947,-0.712537233,0.021436335,0.124839783
20170707,-0.125,-0.121656346,-0.036360007,1.111420033,-0.259343775,0.108161926
20170707,-0.141304348,0.483799461,-0.021532345,2.043616452,0.334644887,0.206848145
20170707,-0.029714979,-0.455378666,-0.035339302,-0.706531112,0.022822718,0.125808716
20170710,-0.012987013,0.147305558,-0.034445019,1.289340777,-0.281228503,0.101196289
20170710,0.068965517,0.732684285,-0.014930301,2.030060384,0.384195067,0.213180542
20170710,0.057954545,-0.455953262,-0.035198737,-0.695005283,0.030865937,0.132301331
20170711,0.287037037,1.198513121,-0.021104818,1.139801067,-0.24311615,0.084564209
20170711,0.227272727,-0.099804776,-0.033156464,-0.524845969,-0.154005722,0.092708588
20170711,0.322259136,2.334659579,0.041561223,1.432472549,-0.196385628,0.051712036
20170711,0.138969874,-0.43100901,-0.030056076,-0.687222704,0.393976136,0.463687897
20170712,-0.095238095,1.276286459,-0.014108756,1.102326259,-0.273747084,0.096565247
20170712,0.069148936,0.193814082,-0.025599305,-0.233697166,-0.157159918,0.104911804
20170712,-0.140740741,2.554121677,0.065682212,1.412064428,-0.235479496,0.058860779
20170712,-0.05,-0.412030423,-0.025571371,-0.68589036,0.437827809,0.476791382
20170713,0.458333333,1.02677634,-0.016258049,1.089827607,-0.151697931,0.095760345
20170713,0.337979094,0.067149334,-0.026580542,-0.07533861,-0.149079267,0.092370987
20170713,0.403614458,2.0278926,0.053849517,1.273944806,-0.072693574,0.082626343
20170713,0.157021277,-0.420480373,-0.026819286,-0.684579165,0.352305726,0.475107193
20170714,0.164705882,0.03402553,-0.02892967,-0.46258534,-0.31331553,0.044780731
20170714,0.240740741,1.842737298,0.018500721,1.092259663,0.091304047,0.143325806
20170714,0.230769231,0.127228477,-0.020088397,-0.03526256,-0.225698017,0.038082123
20170714,0.238848921,1.262056744,0.052914645,1.013820576,0.886424434,0.394958496
20170714,0.09905482,-0.42595594,-0.026648434,-0.68189333,0.415757905,0.54668808
20170717,0.122257053,0.346555376,-0.013680948,-0.089000419,-0.349199359,0.052940369
20170717,0.181176471,2.428166724,0.081427064,0.826298499,-0.011852776,0.183429718
20170717,0.020408163,0.505836931,0.006757291,0.026680844,-0.253963161,0.049934387
20170717,0.082914573,1.520439311,0.11588891,0.619996721,1.03242594,0.477668762
20170717,0.025799419,-0.341270543,-0.003292179,-0.662521476,0.4051562,0.569103241
20170718,-0.080139373,0.237652422,-0.019231565,0.19330839,-0.394808016,0.044425964
20170718,-0.352542373,1.626790379,0.028810573,0.929438813,0.044090615,0.161437988
20170718,-0.081775701,0.332173561,-0.004602223,0.295729662,-0.278001655,0.04384613
20170718,-0.189892802,0.704005155,0.036825359,0.526161663,1.306084996,0.472633362
20170718,-0.024270004,-0.393643332,-0.017527712,-0.646491056,0.45697752,0.583097458
20170719,0.29925187,0.391492209,-0.010992276,0.323476247,-0.302526908,0.035102844
20170719,0.491525424,2.151228068,0.075170702,0.487058435,0.017043032,0.163887024
20170719,0.305785124,0.366395858,0.003002859,0.385292761,-0.190691312,0.050384521
20170719,0.349112426,0.820698962,0.065691258,0.172752231,1.106955086,0.527900696
20170719,0.132435097,-0.383266794,-0.012994277,-0.63767221,0.351905869,0.559753418
20170720,0.125,0.312806276,-0.016729436,-0.045138821,-0.441320078,0.027854919
20170720,0.08988764,0.130321159,-0.015209896,0.360697275,-0.289039567,0.04901886
20170720,0.040387722,1.024258255,0.041774033,0.391785292,0.020187331,0.125823975
20170720,0.059815951,0.313178074,0.00682253,0.492958814,0.012747771,0.17673111
20170720,0.036144578,-0.03004199,0.003217543,0.009064301,1.868593368,0.708564758
20170720,0.024663677,-0.4327497,-0.025549683,-0.630270301,0.488479854,0.658428192
20170721,-0.735751295,0.306789912,-0.019801771,0.406229589,-0.530171803,0.01789093
20170721,-0.44295302,0.084099933,-0.019665423,0.426278188,-0.357002408,0.042800903
20170721,-0.555263158,0.741370833,0.017116792,0.373788079,-0.152597506,0.092376709
20170721,-0.453333333,0.360683692,0.004136144,0.611389358,0.001499389,0.160015106
20170721,-0.318681319,-0.121402848,-0.007921124,-0.094731612,2.537956129,0.71937561
20170721,-0.097493036,-0.440168756,-0.027732811,-0.624623702,0.55267355,0.676029205
20170724,0.045685279,0.407580914,-0.022312648,0.766469926,-0.499586475,0.015274048
20170724,0.171014493,0.262191076,-0.016023963,0.637993934,-0.344248819,0.030502319
20170724,0.332688588,0.63229888,0.013072931,-0.038794328,-0.027495456,0.167297363
20170724,0.213114754,0.691702028,0.018246659,0.80861851,-0.026544593,0.157779694
20170724,0.246841594,0.090217697,0.013719919,-0.286081533,4.765154717,0
20170724,0.09375,-0.41427811,-0.020378341,-0.618194616,0.474325623,0.677780151
20170725,-0.527131783,0.062535661,-0.030263923,0.911547342,-0.567161783,0.010238647
20170725,-0.491452991,0.242012596,-0.018227583,0.830866534,-0.38698553,0.021751404
20170725,-0.633846154,0.423804817,0.00037084,-0.244186728,0.17650069,0.175109863
20170725,-0.401477833,0.751291074,0.018170113,1.00212556,-0.005077961,0.150379181
20170725,-0.30875,-0.108846222,-0.006416542,-0.487984462,11.67951236,0
20170725,-0.063317275,-0.423285756,-0.022925725,-0.605061514,0.58215145,0.704498291
20170726,0.044117647,0.294216386,-0.030308207,1.192375769,-0.621643774,0.001953125
20170726,-0.020920502,0.415642166,-0.019918748,1.092196218,-0.436502541,0.00390625
20170726,-0.442477876,0.519846948,-0.015713317,-0.676563955,0,0.25
20170726,0.007672634,1.373731281,0.027769602,1.327471182,0.006518096,0.161367416
20170726,-0.053947368,-0.127976909,-0.014336408,-0.676162137,0,0.75
20170726,-0.041237113,-0.402752378,-0.018371952,-0.598632428,0.660762311,0.725093842
20170727,0.037037037,0.375369705,-0.028940049,1.508014317,-0.640249516,0.015705109
20170727,0.042194093,0.513475685,-0.018083239,1.370994407,-0.173299212,0.127918243
20170727,0.020779221,1.0166702,0.013666156,1.515183594,0.179234707,0.211704254
20170727,0.012982456,-0.365826097,-0.009704103,-0.595904295,0.664687541,0.743099213
20170728,-0.046153846,0.126248283,-0.031954666,1.659816896,-0.648926753,0.013969421
20170728,0.05,0.271874719,-0.022997998,1.562978778,-0.191924731,0.124286652
20170728,0,0.412819883,-0.007072898,1.588589383,0.169740336,0.209205627
20170728,-0.009540636,-0.424840547,-0.024493203,-0.601254818,0.687628478,0.740715027
20170731,-0.098360656,0.007357488,-0.033542976,1.826275255,-0.722086248,0.012794495
20170731,-0.056521739,0.235320236,-0.023705505,1.686484917,-0.21943002,0.125621796
20170731,-0.023316062,0.698816886,0.003827271,1.734703067,0.181323863,0.216087341
20170731,0.011732229,-0.430079516,-0.025532951,-0.597828792,0.715523679,0.784194946
20170801,0.396039604,0.51940755,-0.024069831,1.835009508,-0.546151455,0.018249512
20170801,0.360335196,0.567656764,-0.009939584,1.619106397,-0.18260856,0.115867615
20170801,0.346153846,1.362611147,0.046550959,1.410478305,0.125133847,0.210533142
20170801,0.09448575,-0.403293175,-0.016610919,-0.597236639,0.556538674,0.734050751
20170802,-0.152631579,0.570090349,-0.018061259,1.949675652,-0.54034764,0.017745972
20170802,-0.09375,1.368120514,0.027969468,1.884115887,-0.180154295,0.111793518
20170802,-0.021487603,1.152072196,0.058747238,1.343142081,0.13236168,0.210659027
20170802,0.019631172,-0.397699308,-0.013017637,-0.60586515,0.506877434,0.755821228
20170803,-1.113636364,0.707604834,-0.023123983,2.07582533,-0.764895289,0.010253906
20170803,-0.913043478,0.952078783,-0.002284882,2.029425935,-0.241860624,0.1080513
20170803,-0.526315789,-0.185301368,-0.031431673,-0.546797916,-0.237249935,0.095428467
20170803,-0.704545455,1.234121209,0.041064593,1.709451983,0.484510243,0.269508362
20170803,-0.129979743,-0.37708143,-0.008198517,-0.605928595,1.101439435,0.967487335
20170804,-0.535714286,0.411755189,-0.032261198,2.0949857,-0.914577043,0.007926941
20170804,-0.546218487,0.623291234,-0.021265193,2.24577316,-0.285611535,0.103622437
20170804,-0.296774194,-0.299324992,-0.035989275,-0.472651937,-0.244169043,0.095790863
20170804,-0.460580913,1.06552781,0.010038177,1.886590239,0.5821095,0.262619019
20170804,-0.078417266,-0.424468749,-0.023625282,-0.616270119,1.304827795,0
20170807,-0.14,0.140782197,-0.036209022,2.144874567,-1.017078489,0.008529663
20170807,0.034188034,0.358402206,-0.030177186,2.207177492,-0.315461815,0.104698181
20170807,-0.064285714,-0.322494754,-0.037273714,-0.401255237,-0.254874978,0.089214325
20170807,0.063909774,0.878614919,-0.007156013,2.093907136,0.666480608,0.284851074
20170807,0.013413343,-0.452235285,-0.031757952,-0.618977103,1.513551798,0
20170808,-0.181818182,-0.082414779,-0.037609711,2.070326769,-1.054648222,0.007514954
20170808,-0.035087719,0.295990876,-0.031434841,2.141406244,-0.341949866,0.100959778
20170808,-0.111111111,-0.379481216,-0.038110301,-0.356970673,-0.25765378,0.084140778
20170808,-0.073076923,0.807043843,-0.009978069,2.188334347,0.709648427,0.286148071
