,trade_date,price,settle,per,normcjl,normcje,normccl,jc,dt,g_settle,q,iv,normprice,normsettle,normper,normjc,normdt,normgse,normq,normiv
1017,20160205,1.8,0.168,-0.042287076,-0.469540782,-0.037401223,-0.693503753,0.168,19,0.0108,0.123959672,0.34450531,-2.1127092592858916,0.4783616913826769,0.047993102419439326,0.8071317883530293,-0.15504338838031465,-0.8307249248878074,-0.06582850131196201,0.39635410946550664
1018,20160215,2.25,0.0008,-1.0,-0.467394495,-0.039334665,-0.503316988,-0.301,9,0.3099,0.191818569,0.43737793,-1.19466276030825,-0.7793339465659203,-0.06543273254364429,-0.9011965127277864,-0.8605035729704866,0.856588677335219,-0.05267668049576152,0.8422848554497033
1019,20160215,2.15,0.0023,-1.173913043,-0.443109339,-0.039214802,-0.400789974,-0.201,9,0.2129,0.222171563,0.387634277,-1.398673093414393,-0.7680507919192522,-0.08602996123181605,-0.5369474080197235,-0.8605035729704866,0.30938232689846357,-0.04679392737168394,0.6034391731563749
1020,20160215,2.05,0.01,-0.5,-0.381965501,-0.038247505,-0.354538617,-0.101,9,0.12,0.208600526,0.362792969,-1.6026834265205356,-0.7101305980663564,-0.006215699902303629,-0.17269830331166042,-0.8605035729704866,-0.21469468295282085,-0.04942414764941741,0.4841628675276202
1021,20160215,2.0,0.02,-0.375,-0.330133509,-0.036119354,-0.308350705,-0.051,9,0.0816,0.241569364,0.358001709,-1.7046885930736064,-0.6349095670885694,0.008588558258031537,0.00942624904237117,-0.8605035729704866,-0.43132070209479406,-0.04303441440788915,0.4611574850370191
1022,20160215,1.95,0.0369,-0.08401084,-0.176276822,-0.028138132,-0.340771067,-0.001,9,0.0503,0.27875519,0.355682373,-1.8066937596266779,-0.5077860247361095,0.043051587430024144,0.19155080139640268,-0.8605035729704866,-0.6078934729058296,-0.03582738125416122,0.4500211217830482
1023,20160215,1.9,0.0616,0.00974026,-0.34348443,-0.03092877,-0.606182375,0.049,9,0.0254,0.286626161,0.341262817,-1.9086989261797493,-0.32199007822097586,0.05415491132774732,0.3736753537504342,-0.8605035729704866,-0.7483619071932028,-0.034301898158827226,0.3807851794370597
1024,20160215,1.8,0.149,0.133614627,-0.455750464,-0.035869285,-0.687497632,0.149,9,0.0051,0.124568055,0.378295898,-2.1127092592858916,0.33544173252488163,0.06882585619587615,0.7379244584584973,-0.8605035729704866,-0.862880349604194,-0.06571058981387765,0.5586006587077338
1025,20160216,2.25,0.0008,0.0,-0.473647457,-0.039338946,-0.504226365,-0.249,8,0.2601,0.257769723,0.394226074,-1.19466276030825,-0.7793339465659203,0.05300133273903703,-0.7117869782795937,-0.9310495914295038,0.5756518087604724,-0.03989460182404888,0.6350898895202114
1026,20160216,2.15,0.0023,0.0,-0.425854541,-0.039180716,-0.409080112,-0.149,8,0.1645,0.323322736,0.329681396,-1.398673093414393,-0.7680507919192522,0.05300133273903703,-0.3475378735715306,-0.9310495914295038,0.036343281938268066,-0.027189687375792207,0.3251766297257774
1027,20160216,2.05,0.0167,0.377245509,-0.336859669,-0.037087875,-0.336456811,-0.049,8,0.0766,0.26954565,0.332633972,-1.6026834265205356,-0.659732507311239,0.09768005197954138,0.016711231136532414,-0.9310495914295038,-0.4595272150039052,-0.0376122941430287,0.33935351434747785
1028,20160216,2.0,0.0333,0.354354354,-0.184000076,-0.030047111,-0.32958361,0.001,8,0.0445,0.298876072,0.328231812,-1.7046885930736064,-0.5348655958881128,0.0949689594338754,0.19883578349056397,-0.9310495914295038,-0.6406130278803985,-0.03192772702417994,0.3182164074935764
1029,20160216,1.95,0.0622,0.356913183,-0.127300913,-0.019381939,-0.437439998,0.051,8,0.0222,0.270847151,0.335197449,-1.8066937596266779,-0.3174768163623087,0.09527201195470862,0.3809603358445955,-0.9310495914295038,-0.766414075455034,-0.037360048546639095,0.35166212813400954
1030,20160216,1.9,0.1025,0.326829268,-0.297398403,-0.022672615,-0.639575558,0.101,8,0.0105,0.2245009,0.358108521,-1.9086989261797493,-0.014336061521827462,0.09170905160163999,0.5630848881986271,-0.9310495914295038,-0.832417315662354,-0.046342475547399994,0.46167034614549296
1031,20160216,1.8,0.201,0.222164682,-0.445441525,-0.033074223,-0.697120114,0.201,8,0.0022,0.067966298,0.418762207,-2.1127092592858916,0.7265910936093737,0.07931319919053118,0.92733399290669,-0.9310495914295038,-0.8792401270914784,-0.07668064973020848,0.7529008879851784
1032,20160217,2.25,0.0002,-3.0,-0.472785563,-0.039339398,-0.509703778,-0.237,7,0.2463,0.258349663,0.335205078,-1.19466276030825,-0.7838472084245874,-0.30230086310900695,-0.6680770857146261,-1.001595609888521,0.49780183313132564,-0.03978220290067488,0.3516987590125302
1033,20160217,2.15,0.0017,-0.411764706,-0.447790611,-0.03927787,-0.434013972,-0.137,7,0.1485,0.275592401,0.30480957,-1.398673093414393,-0.7725640537779195,0.004234364667528953,-0.3038279810065631,-1.001595609888521,-0.05391755937088755,-0.03644036549125322,0.2057537909798784
1034,20160217,2.05,0.0154,-0.084415584,-0.302535973,-0.036787846,-0.369575067,-0.037,7,0.0611,0.245973813,0.298324585,-1.6026834265205356,-0.6695112413383514,0.04300365195270536,0.0604211237015,-1.001595609888521,-0.5469674050221496,-0.04218078243620984,0.17461593572451548
1035,20160217,2.0,0.0357,0.075630252,-0.228345413,-0.031314773,-0.348934315,0.013,7,0.031,0.235073695,0.301124573,-1.7046885930736064,-0.5168125484534439,0.061958530941750675,0.24254567605553154,-1.001595609888521,-0.7167706127349985,-0.04429334843933014,0.1880601643635569
1036,20160217,1.95,0.068,0.095588235,-0.188934847,-0.021567993,-0.482612791,0.063,7,0.0143,0.260609108,0.318321228,-1.8066937596266779,-0.2738486183951922,0.06432223600328331,0.4246702284095631,-1.001595609888521,-0.8109803658514295,-0.03934429693553578,0.27063043310996315
1037,20160217,1.9,0.113,0.058394161,-0.422525261,-0.033499113,-0.658799374,0.113,7,0.0049,0.145700115,0.330184937,-1.9086989261797493,0.06464602100484886,0.05991719061503844,0.6067947807635946,-1.001595609888521,-0.8640086101205585,-0.06161495786458149,0.32759439734947127
1038,20160217,1.8,0.213,0.037579307,-0.462240025,-0.035734197,-0.699827098,0.213,7,0.0009,0.040923102,0.404296875,-2.1127092592858916,0.8168563307827179,0.05745200283755296,0.9710438854716577,-1.001595609888521,-0.8865738204478473,-0.08192192661228614,0.6834451507650046
1039,20160218,2.25,0.0003,-2.5,-0.479258224,-0.0393439,-0.512051241,-0.239,6,0.247,0.255287334,0.379882813,-1.19466276030825,-0.7830949981148096,-0.24308383046766627,-0.6753620678087874,-1.0721416283475382,0.5017507449386013,-0.04037571685490633,0.5662202799670834
1040,20160218,2.15,0.0016,-0.1875,-0.455564565,-0.039291911,-0.444270903,-0.139,6,0.1491,0.278619722,0.326751709,-1.398673093414393,-0.7733162640876973,0.030794945498534284,-0.3111129631007244,-1.0721416283475382,-0.05053277782179412,-0.03585363648289458,0.31110964734270036
1041,20160218,2.05,0.0121,-0.495867769,-0.313419508,-0.036616263,-0.388714289,-0.039,6,0.0596,0.277645269,0.290237427,-1.6026834265205356,-0.694334181561021,-0.005726302986286512,0.053136141607338726,-1.0721416283475382,-0.555429358894883,-0.036042496482340335,0.13578519745276157
1042,20160218,2.0,0.031,-0.290322581,-0.182174887,-0.028297048,-0.400938013,0.011,6,0.0307,0.344049347,0.301651001,-1.7046885930736064,-0.5521664330130038,0.018617249227846494,0.23526069396137028,-1.0721416283475382,-0.7184630035095452,-0.02317263602290785,0.19058782462281257
1043,20160218,1.95,0.065,-0.184615385,-0.218864569,-0.020840678,-0.545655908,0.061,6,0.0127,0.282748771,0.320159912,-1.8066937596266779,-0.2964149276885283,0.031136582179759686,0.4173852463154018,-1.0721416283475382,-0.8200064499823452,-0.03505338014231021,0.2794589309788636
1044,20160218,1.9,0.111,-0.066298343,-0.431854005,-0.033831373,-0.678953714,0.111,6,0.005,0.169918699,0.353897095,-1.9086989261797493,0.04960181480929147,0.04514935045604144,0.5995097986694333,-1.0721416283475382,-0.8634444798623762,-0.056921122696731635,0.44144905446838456
1045,20160218,1.8,0.211,-0.097703957,-0.464234213,-0.035844623,-0.704500875,0.211,6,0.0006,0.035620755,0.390625,-2.1127092592858916,0.8018121245871604,0.04142985591732275,0.9637589033774965,-1.0721416283475382,-0.888266211222394,-0.08294958135959685,0.61779922177374
1046,20160219,2.25,0.0003,-0.333333333,-0.477264036,-0.039343423,-0.513425881,-0.244,5,0.2443,0.021737639,0.412963867,-1.19466276030825,-0.7830949981148096,0.013523311017621279,-0.6935745230441905,-1.1426876468065554,0.4865192279676812,-0.08564028607297476,0.7250599798502512
1047,20160219,2.15,0.0006,-1.333333333,-0.461158432,-0.03932927,-0.452476447,-0.144,5,0.144,-0.001066059,0.294250488,-1.398673093414393,-0.780838367185476,-0.10491075426506002,-0.32932541833612744,-1.1426876468065554,-0.07930342098908756,-0.09005990035056535,0.15505403347149432
1048,20160219,2.05,0.0078,-0.525641026,-0.334882381,-0.03808868,-0.434669569,-0.044,5,0.0518,0.019805142,0.248687744,-1.6026834265205356,-0.7266792248814694,-0.009252470849502554,0.03492368637193558,-1.1426876468065554,-0.5994315190330963,-0.08601482582229968,-0.0637168854603391
1049,20160219,2.0,0.0247,-0.214574899,-0.206679742,-0.032613025,-0.42576613,0.006,5,0.019,0.030242981,0.232437134,-1.7046885930736064,-0.5995556825290096,0.027588355142846282,0.2170482387259671,-1.1426876468065554,-0.7844662437168652,-0.0839918547115793,-0.14174468999517664
1050,20160219,1.95,0.0602,-0.107973422,-0.295776013,-0.028771852,-0.574882874,0.056,5,0.0046,0.033400453,0.239715576,-1.8066937596266779,-0.33252102255786603,0.04021360142909453,0.39917279107999865,-1.1426876468065554,-0.8657010008951052,-0.08337990096915154,-0.10679702651090413
1051,20160219,1.9,0.1076,-0.022304833,-0.450849493,-0.036374674,-0.694857245,0.106,5,0.0013,0.007436626,0.280731201,-1.9086989261797493,0.024026664276843916,0.05035968069139573,0.5812973434340302,-1.1426876468065554,-0.8843172994151185,-0.08841198394578507,0.09014076046288912
1052,20160219,1.8,0.206,-0.014160156,-0.472041967,-0.037519462,-0.708032643,0.206,5,0.0001,0.021029634,0.350097656,-2.1127092592858916,0.764201609098267,0.05132428789892009,0.9455464481420932,-1.1426876468065554,-0.8910868625133052,-0.0857775054400531,0.4232059310635376
1053,20160222,2.25,0.0001,-1.0,-0.475743045,-0.039344113,-0.517909323,-0.196,2,0.2009,0.448219239,0.479003906,-1.19466276030825,-0.7845994187343653,-0.06543273254364429,-0.5187349527843204,-1.354325702183607,0.24168669591659683,-0.0029833341834311898,1.0421532615526026
1054,20160222,2.15,0.0011,0.454545455,-0.43100901,-0.039280199,-0.446702958,-0.096,2,0.1011,0.376034067,0.380249023,-1.398673093414393,-0.7770773156365867,0.10683499883045311,-0.15448584807625723,-1.354325702183607,-0.3213153017492608,-0.016973635967007374,0.5679786485636287
1055,20160222,2.05,0.0156,0.288461538,-0.223038844,-0.035129728,-0.51393344,0.004,2,0.0171,0.508690226,0.270263672,-1.6026834265205356,-0.6680068207187956,0.0871650053620717,0.20976325663180584,-1.354325702183607,-0.7951847186223273,0.008736626216202036,0.039880597504406846
1056,20160222,2.0,0.054,0.370018975,-0.155912443,-0.025153845,-0.584611097,0.054,2,0.003,0.285606984,0.30368042,-1.7046885930736064,-0.3791580617640939,0.09682418418001787,0.39188780898583736,-1.354325702183607,-0.8747270850260207,-0.034499426174703945,0.20033214247003728
1057,20160222,1.95,0.104,0.203268641,-0.292463633,-0.023965158,-0.658164924,0.104,2,0.0007,0.080573286,0.376831055,-1.8066937596266779,-0.0030529068751594156,0.07707526423715295,0.5740123613398689,-1.354325702183607,-0.8877020809642118,-0.0742372730391905,0.5515671699169606
1058,20160222,1.9,0.154,0.185580774,-0.451626888,-0.035607487,-0.707355897,0.154,2,0.0002,0.035662712,0.445556641,-1.9086989261797493,0.3730522480137751,0.07498041824216356,0.7561369136939005,-1.354325702183607,-0.8905227322551229,-0.08294144961902368,0.8815551882713587
1059,20160222,1.8,0.254,0.108606557,-0.465890404,-0.035918944,-0.716428522,0.254,2,0.0001,0.025834426,0.662109375,-2.1127092592858916,1.1252625577916444,0.06586404880090228,1.1203860184019634,-1.354325702183607,-0.8910868625133052,-0.08484628247244262,1.9213398117431344
1060,20160223,2.25,0.0001,0.0,-0.472785563,-0.039343799,-0.513447029,-0.22,1,0.221,0.183292984,0.73828125,-1.19466276030825,-0.7845994187343653,0.05300133273903703,-0.6061547379142554,-1.4248717206426242,0.35507687781122355,-0.05432903517923488,2.287081416123036
1061,20160223,2.15,0.0001,-7.0,-0.464673611,-0.039339885,-0.445243725,-0.12,1,0.12,0.002491831,0.440917969,-1.398673093414393,-0.7845994187343653,-0.7760371242397323,-0.24190563320619232,-1.4248717206426242,-0.21469468295282085,-0.08937034107635919,0.8592824617634172
1062,20160223,2.05,0.005,-2.46,-0.326398631,-0.038045928,-0.530767496,-0.02,1,0.0225,-0.429734389,0.27520752,-1.6026834265205356,-0.7477411135552497,-0.23834646785635902,0.12234347150187072,-1.4248717206426242,-0.7647216846804874,-0.1731406652168128,0.06361863597766695
1063,20160223,2.0,0.0336,-0.580357143,-0.331874199,-0.034124568,-0.618406099,0.03,1,0.0036,0.019044328,0.325073242,-1.7046885930736064,-0.5326089649587792,-0.015732723022295385,0.30446802385590227,-1.4248717206426242,-0.8713423034769274,-0.08616228017014232,0.30305043633497963
1064,20160223,1.95,0.08,-0.284974093,-0.425432044,-0.034939497,-0.684684907,0.08,1,0.0003,0.072515825,0.375732422,-1.8066937596266779,-0.18358338122184795,0.019250692404802136,0.4865925762099338,-1.4248717206426242,-0.8899586019969407,-0.07579890000323507,0.5462920497227327
1065,20160223,1.9,0.1307,-0.144605968,-0.464149714,-0.037177393,-0.719346989,0.13,1,0.0002,-0.071802776,0.549804688,-1.9086989261797493,0.19778724583553173,0.03587506008465971,0.6687171285639654,-1.4248717206426242,-0.8905227322551229,-0.10376947519246536,1.382105397429942
1066,20160223,1.8,0.23,-0.079199304,-0.472532064,-0.037347335,-0.723174834,0.23,1,0.0001,0.035121433,0.8671875,-2.1127092592858916,0.9447320834449556,0.043621437198758106,1.0329662332720284,-1.4248717206426242,-0.8910868625133052,-0.08304635560385826,2.906028746612101
1067,20160224,2.25,0.0,0.0,-0.479799021,-0.039344602,-0.513616216,-0.211,0,0.211,0.0,0.5,-1.19466276030825,-0.7853516290441432,0.05300133273903703,-0.5733723184905297,-1.4954177391016414,0.2986638519930013,-0.0898532860734795,1.1429666537038559
1068,20160224,2.15,0.0,0.0,-0.473715057,-0.039344039,-0.445814729,-0.111,0,0.111,0.0,0.5,-1.398673093414393,-0.7853516290441432,0.05300133273903703,-0.2091232137824667,-1.4954177391016414,-0.2654664061892208,-0.0898532860734795,1.1429666537038559
1069,20160224,2.05,0.0,-45.0,-0.36023223,-0.039117343,-0.553628821,-0.011,0,0.011,0.0,0.5,-1.6026834265205356,-0.7853516290441432,-5.276531604981622,0.15512589092559637,-1.4954177391016414,-0.8295966643714429,-0.0898532860734795,1.1429666537038559
1070,20160224,2.0,0.039,-0.466666667,-0.228345413,-0.033334339,-0.699382983,0.039,0,0.0,0.0,0.25,-1.7046885930736064,-0.4919896082307743,-0.002267897765692271,0.33725044327962794,-1.4954177391016414,-0.8916509927714873,-0.0898532860734795,-0.05741604785069438
1071,20160224,1.95,0.089,-0.010443864,-0.419094581,-0.035091511,-0.725205071,0.089,0,0.0,0.0,0.25,-1.8066937596266779,-0.11588445334183976,0.05176442346825758,0.5193749956336595,-1.4954177391016414,-0.8916509927714873,-0.0898532860734795,-0.05741604785069438
1072,20160224,1.9,0.139,0.038961039,-0.464606011,-0.037321107,-0.726495118,0.139,0,0.0,0.0,0.75,-1.9086989261797493,0.26022070154709487,0.05761564697544412,0.7014995479876911,-1.4954177391016414,-0.8916509927714873,-0.0898532860734795,2.3433493552584057
1073,20160224,1.8,0.239,0.034913793,-0.473867156,-0.037700624,-0.730555594,0.239,0,0.0,0.0,0.25,-2.1127092592858916,1.012431011324964,0.05713631517846506,1.065748652695754,-1.4954177391016414,-0.8916509927714873,-0.0898532860734795,-0.05741604785069438
