,trade_date,ts_code,price,open,settle,close,high,low,vol,amount,oi
62,20150302,10000049.SH,2.5,0.0434,0.0433,0.0433,0.052,0.0403,1304,58.5622,1920
37,20150302,10000041.SH,2.45,0.064,0.0641,0.0641,0.0798,0.0595,1170,79.173,2152
10,20150302,10000003.SH,2.3,0.1661,0.1597,0.1624,0.1795,0.1534,468,77.3269,927
82,20150303,10000057.SH,2.55,0.0275,0.0108,0.0108,0.0275,0.0106,1308,22.5219,1603
63,20150303,10000049.SH,2.5,0.0415,0.0181,0.0181,0.0415,0.018,749,21.371,2079
38,20150303,10000041.SH,2.45,0.062,0.0301,0.0301,0.0625,0.03,786,32.9001,2111
11,20150303,10000003.SH,2.3,0.1518,0.1028,0.1028,0.1518,0.1028,221,27.9194,860
83,20150304,10000057.SH,2.55,0.011,0.009,0.009,0.0127,0.008,1151,11.8626,1963
64,20150304,10000049.SH,2.5,0.0183,0.016,0.016,0.0214,0.0139,1420,24.1815,2201
39,20150304,10000041.SH,2.45,0.0311,0.0274,0.0274,0.0353,0.0237,1013,29.1432,2143
12,20150304,10000003.SH,2.3,0.1059,0.0992,0.1,0.1157,0.09,493,49.9861,887
84,20150305,10000057.SH,2.55,0.0085,0.0045,0.0045,0.0116,0.0039,1046,5.8899,2116
65,20150305,10000049.SH,2.5,0.0152,0.0084,0.0084,0.0228,0.0073,1376,14.4865,2251
40,20150305,10000041.SH,2.45,0.0259,0.0159,0.0159,0.0389,0.0132,2280,43.194,2509
13,20150305,10000003.SH,2.3,0.0944,0.0743,0.0743,0.0991,0.0509,1760,137.0051,1225
85,20150306,10000057.SH,2.55,0.0044,0.0043,0.0043,0.0068,0.0043,1117,5.9261,2221
66,20150306,10000049.SH,2.5,0.0084,0.0085,0.0085,0.012,0.008,2098,21.1495,2249
41,20150306,10000041.SH,2.45,0.0156,0.016,0.016,0.0216,0.015,1996,35.7457,2346
14,20150306,10000003.SH,2.3,0.0777,0.0779,0.078,0.0897,0.075,986,79.5285,1233
86,20150309,10000057.SH,2.55,0.004,0.0073,0.0073,0.0089,0.0018,1826,8.4587,2293
67,20150309,10000049.SH,2.5,0.0081,0.0148,0.0148,0.0172,0.0037,2369,25.1009,2433
42,20150309,10000041.SH,2.45,0.0152,0.0271,0.0271,0.0307,0.0076,3167,56.7809,2882
15,20150309,10000003.SH,2.3,0.074,0.1133,0.117,0.1197,0.0496,1432,111.1978,1408
87,20150310,10000057.SH,2.55,0.007,0.0032,0.0032,0.007,0.0032,777,3.4797,2297
68,20150310,10000049.SH,2.5,0.0143,0.0073,0.0072,0.0143,0.0072,806,8.0344,2205
43,20150310,10000041.SH,2.45,0.0269,0.0155,0.0158,0.0269,0.015,1279,24.3348,2679
16,20150310,10000003.SH,2.3,0.1105,0.0859,0.0859,0.1105,0.0843,804,76.0243,1253
88,20150311,10000057.SH,2.55,0.0032,0.0025,0.0025,0.007,0.0025,747,3.3967,2290
69,20150311,10000049.SH,2.5,0.0074,0.0063,0.0063,0.0144,0.0062,1013,10.4439,2191
44,20150311,10000041.SH,2.45,0.0155,0.0146,0.0147,0.0278,0.0135,1239,24.6041,2635
17,20150311,10000003.SH,2.3,0.0897,0.0894,0.0881,0.118,0.0866,597,59.9238,1157
89,20150312,10000057.SH,2.55,0.0034,0.0088,0.0088,0.0126,0.0033,1536,13.3476,2039
70,20150312,10000049.SH,2.5,0.008,0.0202,0.0199,0.0261,0.008,1803,30.7074,2460
45,20150312,10000041.SH,2.45,0.0154,0.0386,0.0384,0.0496,0.0154,1763,60.7959,2637
18,20150312,10000003.SH,2.3,0.095,0.149,0.149,0.1721,0.095,848,116.2395,1169
90,20150313,10000057.SH,2.55,0.0094,0.0087,0.0087,0.0179,0.0078,1420,18.715,1983
71,20150313,10000049.SH,2.5,0.0211,0.0205,0.0205,0.036,0.0176,1538,40.8605,2516
46,20150313,10000041.SH,2.45,0.0402,0.0412,0.0411,0.0639,0.0362,1267,64.741,2604
19,20150313,10000003.SH,2.3,0.1553,0.1584,0.1563,0.1941,0.1486,413,70.9101,1077
91,20150316,10000057.SH,2.55,0.009,0.0166,0.0166,0.0175,0.0078,2009,26.5735,2164
72,20150316,10000049.SH,2.5,0.0221,0.0375,0.0375,0.0401,0.0193,1468,42.9959,2786
47,20150316,10000041.SH,2.45,0.043,0.0702,0.0702,0.0728,0.04,1801,100.6451,2538
20,20150316,10000003.SH,2.3,0.1654,0.2127,0.2055,0.206,0.1567,793,150.338,1113
92,20150317,10000057.SH,2.55,0.0197,0.0273,0.0273,0.0315,0.0197,2044,53.8934,2142
99,20150317,10000067.SH,2.6,0.0445,0.0497,0.0491,0.0541,0.0445,628,31.0481,305
73,20150317,10000049.SH,2.5,0.0426,0.0549,0.0548,0.0611,0.0426,1368,72.3217,2597
48,20150317,10000041.SH,2.45,0.0788,0.0948,0.0948,0.1012,0.0788,722,65.4276,2385
21,20150317,10000003.SH,2.3,0.2225,0.2453,0.2331,0.2431,0.2138,403,92.825,1141
125,20150318,10000075.SH,2.65,0.035,0.0569,0.0569,0.0569,0.0348,728,31.8021,379
93,20150318,10000057.SH,2.55,0.0294,0.0694,0.0694,0.0697,0.0294,1448,67.3227,2236
100,20150318,10000067.SH,2.6,0.052,0.0789,0.0789,0.0789,0.052,684,44.254,640
74,20150318,10000049.SH,2.5,0.0582,0.115,0.115,0.115,0.0582,1192,96.5524,2235
49,20150318,10000041.SH,2.45,0.099,0.1612,0.1612,0.1613,0.099,912,115.709,2013
22,20150318,10000003.SH,2.3,0.2513,0.3128,0.3096,0.3096,0.2513,296,81.7774,1057
150,20150319,10000083.SH,2.7,0.0383,0.0373,0.0377,0.041,0.0328,517,18.928,270
94,20150319,10000057.SH,2.55,0.0633,0.0526,0.0526,0.0647,0.048,1578,87.7819,1717
126,20150319,10000075.SH,2.65,0.0543,0.0526,0.0528,0.0568,0.0485,672,35.2819,400
101,20150319,10000067.SH,2.6,0.0769,0.074,0.074,0.0814,0.0688,749,55.0249,755
75,20150319,10000049.SH,2.5,0.1087,0.0902,0.0901,0.1087,0.0863,834,79.7341,1983
50,20150319,10000041.SH,2.45,0.1555,0.1373,0.1355,0.1555,0.1298,447,62.7607,1883
23,20150319,10000003.SH,2.3,0.2925,0.2886,0.2865,0.3006,0.2773,255,74.0801,1004
151,20150320,10000083.SH,2.7,0.0385,0.0551,0.0551,0.0666,0.0357,841,42.7619,513
127,20150320,10000075.SH,2.65,0.0543,0.0754,0.0754,0.0888,0.0502,778,53.9171,510
95,20150320,10000057.SH,2.55,0.0549,0.0877,0.0874,0.1151,0.047,1746,132.7678,1416
102,20150320,10000067.SH,2.6,0.077,0.1014,0.1014,0.1191,0.07,921,86.6117,745
76,20150320,10000049.SH,2.5,0.094,0.1357,0.1328,0.167,0.0855,1659,216.9922,1371
51,20150320,10000041.SH,2.45,0.1434,0.1879,0.1888,0.2149,0.1317,1069,183.2537,1464
24,20150320,10000003.SH,2.3,0.2967,0.3364,0.332,0.3659,0.285,830,264.079,713
174,20150323,10000091.SH,2.75,0.0445,0.0555,0.0553,0.0559,0.042,788,38.8015,432
152,20150323,10000083.SH,2.7,0.0625,0.0741,0.0741,0.0758,0.059,600,40.8165,699
128,20150323,10000075.SH,2.65,0.0872,0.0995,0.0995,0.1005,0.0801,736,67.0198,621
103,20150323,10000067.SH,2.6,0.1129,0.1268,0.1266,0.1309,0.1083,650,78.0006,796
96,20150323,10000057.SH,2.55,0.1094,0.1278,0.124,0.1313,0.1026,723,84.4045,1161
77,20150323,10000049.SH,2.5,0.156,0.1771,0.1771,0.1771,0.1481,469,77.3708,1182
52,20150323,10000041.SH,2.45,0.215,0.2266,0.225,0.23,0.1948,548,116.701,1255
25,20150323,10000003.SH,2.3,0.3532,0.3794,0.3796,0.3821,0.35,88,31.754,674
196,20150324,10000099.SH,2.8,0.0405,0.0316,0.0316,0.0405,0.0252,1015,33.0079,633
175,20150324,10000091.SH,2.75,0.0534,0.0455,0.0455,0.0534,0.0364,756,34.2756,671
153,20150324,10000083.SH,2.7,0.0719,0.0632,0.064,0.0724,0.0508,684,42.1226,829
129,20150324,10000075.SH,2.65,0.0983,0.0851,0.0851,0.0988,0.07,931,78.529,986
97,20150324,10000057.SH,2.55,0.1283,0.091,0.0909,0.1283,0.0664,509,47.8304,1136
104,20150324,10000067.SH,2.6,0.1298,0.1059,0.1059,0.1298,0.0927,900,99.3179,869
78,20150324,10000049.SH,2.5,0.1682,0.1465,0.1465,0.1727,0.1158,262,37.7543,1192
53,20150324,10000041.SH,2.45,0.2266,0.1899,0.1855,0.2266,0.1708,123,23.9205,1225
26,20150324,10000003.SH,2.3,0.3796,0.34,0.3407,0.3796,0.3115,107,36.5176,648
197,20150325,10000099.SH,2.8,0.0302,0.0203,0.0203,0.033,0.0174,1468,35.159,1023
176,20150325,10000091.SH,2.75,0.0435,0.0291,0.0291,0.0454,0.0266,842,29.3239,846
154,20150325,10000083.SH,2.7,0.0605,0.0429,0.0429,0.0636,0.0389,682,34.7015,975
98,20150325,10000057.SH,2.55,0.085,0.054,0.053,0.0961,0.0368,1450,93.0848,698
130,20150325,10000075.SH,2.65,0.0809,0.0636,0.0636,0.0853,0.0554,835,57.7294,1126
105,20150325,10000067.SH,2.6,0.105,0.0824,0.0824,0.1099,0.0765,561,50.633,793
79,20150325,10000049.SH,2.5,0.1395,0.104,0.1039,0.1483,0.0875,942,109.223,1008
54,20150325,10000041.SH,2.45,0.188,0.154,0.1511,0.1946,0.1348,495,78.2733,1249
27,20150325,10000003.SH,2.3,0.338,0.304,0.302,0.341,0.2862,173,52.3425,629
198,20150326,10000099.SH,2.8,0.0197,0.027,0.027,0.0344,0.0158,1166,29.3704,1379
177,20150326,10000091.SH,2.75,0.0282,0.0385,0.0385,0.0504,0.023,834,30.3157,982
155,20150326,10000083.SH,2.7,0.0413,0.0544,0.0533,0.0684,0.034,912,48.5619,1178
131,20150326,10000075.SH,2.65,0.061,0.0752,0.0752,0.0915,0.0522,911,67.4945,1221
106,20150326,10000067.SH,2.6,0.0791,0.1009,0.1002,0.1188,0.0701,851,83.168,903
199,20150327,10000099.SH,2.8,0.0279,0.03,0.0302,0.0355,0.0245,624,18.279,1499
178,20150327,10000091.SH,2.75,0.04,0.0421,0.0421,0.0498,0.0352,209,8.9531,1042
156,20150327,10000083.SH,2.7,0.0566,0.0598,0.061,0.0685,0.0501,427,25.4095,1303
132,20150327,10000075.SH,2.65,0.0784,0.0819,0.0823,0.0927,0.0691,649,52.6726,1306
107,20150327,10000067.SH,2.6,0.1053,0.1095,0.1077,0.124,0.0951,568,61.7966,973
200,20150330,10000099.SH,2.8,0.0323,0.0567,0.0567,0.0636,0.0318,1312,63.9721,1733
179,20150330,10000091.SH,2.75,0.0465,0.0788,0.0788,0.0852,0.0465,558,36.9935,1108
157,20150330,10000083.SH,2.7,0.0629,0.1039,0.104,0.1119,0.0629,689,60.6554,1227
133,20150330,10000075.SH,2.65,0.0877,0.1367,0.1368,0.14,0.0877,827,91.6003,1186
108,20150330,10000067.SH,2.6,0.1145,0.1674,0.1675,0.1765,0.1145,664,98.3224,864
217,20150331,10000117.SH,2.85,0.0524,0.0346,0.0346,0.0692,0.0327,1589,81.9715,843
201,20150331,10000099.SH,2.8,0.0728,0.0469,0.0477,0.0929,0.0448,2081,147.9568,2125
180,20150331,10000091.SH,2.75,0.095,0.0663,0.0663,0.1198,0.0621,935,83.9948,1244
158,20150331,10000083.SH,2.7,0.1236,0.0865,0.0865,0.151,0.0833,832,98.4911,1201
134,20150331,10000075.SH,2.65,0.1572,0.1198,0.1198,0.1889,0.1116,1052,159.9948,1217
109,20150331,10000067.SH,2.6,0.1942,0.1449,0.1496,0.2297,0.145,711,134.5094,881
218,20150401,10000117.SH,2.85,0.034,0.0492,0.0492,0.0577,0.0339,2216,99.8827,1781
202,20150401,10000099.SH,2.8,0.0453,0.0681,0.0681,0.0749,0.045,2231,136.7225,2670
181,20150401,10000091.SH,2.75,0.0638,0.0905,0.0905,0.0974,0.0638,2244,177.0793,2176
159,20150401,10000083.SH,2.7,0.0875,0.1145,0.1137,0.1249,0.0869,1219,123.0753,1615
135,20150401,10000075.SH,2.65,0.117,0.145,0.1418,0.1577,0.1145,1076,148.9896,1305
110,20150401,10000067.SH,2.6,0.1514,0.1801,0.1801,0.1902,0.1476,435,74.0494,875
219,20150402,10000117.SH,2.85,0.0512,0.0522,0.0522,0.0621,0.0451,2296,123.2806,3026
203,20150402,10000099.SH,2.8,0.08,0.068,0.068,0.0833,0.0564,1963,136.0752,3452
182,20150402,10000091.SH,2.75,0.1025,0.088,0.088,0.1049,0.0766,1765,155.9423,2792
160,20150402,10000083.SH,2.7,0.1196,0.1122,0.1122,0.1342,0.096,1180,134.5158,1675
136,20150402,10000075.SH,2.65,0.1515,0.146,0.146,0.1683,0.1275,669,96.5571,1263
111,20150402,10000067.SH,2.6,0.1882,0.178,0.1747,0.2,0.1598,371,67.2247,977
220,20150403,10000117.SH,2.85,0.0502,0.0601,0.0601,0.0651,0.0502,1789,101.9611,3490
204,20150403,10000099.SH,2.8,0.0652,0.078,0.078,0.083,0.0633,1691,125.2977,3512
183,20150403,10000091.SH,2.75,0.0859,0.0997,0.0997,0.1077,0.0794,1131,106.763,2911
161,20150403,10000083.SH,2.7,0.1091,0.1254,0.1254,0.135,0.109,708,85.0871,1799
137,20150403,10000075.SH,2.65,0.1394,0.1595,0.16,0.168,0.1375,447,68.1016,1264
112,20150403,10000067.SH,2.6,0.1699,0.195,0.195,0.1988,0.1672,358,66.5715,922
221,20150407,10000117.SH,2.85,0.063,0.0757,0.0757,0.0788,0.0626,2741,192.9578,3866
205,20150407,10000099.SH,2.8,0.0813,0.1,0.1,0.1,0.08,2440,221.0625,3240
184,20150407,10000091.SH,2.75,0.1041,0.1295,0.1295,0.1329,0.1038,1382,161.9175,3044
162,20150407,10000083.SH,2.7,0.1308,0.1627,0.1627,0.165,0.1305,926,138.7265,1973
138,20150407,10000075.SH,2.65,0.1666,0.205,0.2054,0.2054,0.1666,597,110.3471,1144
113,20150407,10000067.SH,2.6,0.2037,0.244,0.244,0.2446,0.2037,348,79.1688,861
222,20150408,10000117.SH,2.85,0.079,0.1092,0.1092,0.1127,0.0735,3645,331.4332,3607
233,20150408,10000132.SH,2.95,0.1025,0.1316,0.1354,0.1354,0.1002,460,52.7996,355
206,20150408,10000099.SH,2.8,0.1043,0.1399,0.1426,0.1454,0.0981,2170,255.1107,3238
185,20150408,10000091.SH,2.75,0.1352,0.17,0.17,0.1794,0.1259,1258,185.416,2723
163,20150408,10000083.SH,2.7,0.1701,0.2151,0.217,0.22,0.1626,1297,240.6646,1646
139,20150408,10000075.SH,2.65,0.2114,0.2552,0.2583,0.2664,0.2011,553,125.8294,1030
114,20150408,10000067.SH,2.6,0.2549,0.306,0.306,0.3119,0.2413,462,123.5657,905
223,20150409,10000117.SH,2.85,0.1137,0.1057,0.106,0.1567,0.097,2073,250.4901,3465
268,20150409,10000145.SH,3,0.116,0.1231,0.1276,0.148,0.1159,583,75.1164,473
207,20150409,10000099.SH,2.8,0.1457,0.1319,0.1319,0.2,0.1257,2226,341.7454,3055
234,20150409,10000132.SH,2.95,0.1317,0.1407,0.1447,0.1706,0.1306,548,81.6412,610
186,20150409,10000091.SH,2.75,0.1776,0.1653,0.1648,0.235,0.163,833,156.7865,2480
164,20150409,10000083.SH,2.7,0.2249,0.2087,0.2087,0.28,0.1956,806,188.1033,1561
140,20150409,10000075.SH,2.65,0.2669,0.2533,0.2525,0.3236,0.2348,463,127.0397,967
115,20150409,10000067.SH,2.6,0.315,0.3,0.3,0.3699,0.28,275,89.5689,858
224,20150410,10000117.SH,2.85,0.1018,0.1326,0.1326,0.136,0.09,1151,132.7897,3453
269,20150410,10000145.SH,3,0.1192,0.1414,0.1414,0.148,0.119,402,52.8675,749
235,20150410,10000132.SH,2.95,0.1387,0.1595,0.1654,0.1655,0.1386,251,38.133,714
208,20150410,10000099.SH,2.8,0.1333,0.166,0.166,0.17,0.1264,1598,233.6227,3162
187,20150410,10000091.SH,2.75,0.1677,0.2053,0.2053,0.2119,0.1512,416,75.5555,2412
165,20150410,10000083.SH,2.7,0.203,0.2565,0.2565,0.2566,0.2,377,85.0714,1480
141,20150410,10000075.SH,2.65,0.2418,0.2905,0.2905,0.3015,0.2411,387,102.8186,990
116,20150410,10000067.SH,2.6,0.2852,0.3377,0.3377,0.3458,0.2852,244,78.4697,712
302,20150413,10000153.SH,3.1,0.1432,0.1239,0.128,0.144,0.1128,1023,127.7031,734
225,20150413,10000117.SH,2.85,0.1528,0.1583,0.1583,0.1749,0.1454,1646,261.2741,3162
270,20150413,10000145.SH,3,0.154,0.1632,0.1605,0.2002,0.151,933,151.2403,1137
236,20150413,10000132.SH,2.95,0.18,0.1846,0.1846,0.1985,0.1715,616,113.7308,957
209,20150413,10000099.SH,2.8,0.1745,0.2052,0.2052,0.2202,0.1745,1360,269.1233,2940
188,20150413,10000091.SH,2.75,0.215,0.246,0.246,0.269,0.215,925,221.9648,2065
166,20150413,10000083.SH,2.7,0.2643,0.3,0.3006,0.3108,0.2634,593,171.0428,1411
142,20150413,10000075.SH,2.65,0.304,0.344,0.3403,0.3595,0.304,441,145.9286,1028
117,20150413,10000067.SH,2.6,0.3533,0.3964,0.402,0.402,0.3533,254,96.6968,642
334,20150414,10000161.SH,3.2,0.0914,0.103,0.103,0.113,0.0898,1805,179.8022,1402
303,20150414,10000153.SH,3.1,0.1185,0.1292,0.1301,0.1385,0.1185,756,97.0042,1077
226,20150414,10000117.SH,2.85,0.1613,0.1633,0.1641,0.1876,0.1432,1310,206.4343,2890
271,20150414,10000145.SH,3,0.1628,0.1725,0.1725,0.1831,0.1526,1142,190.3658,1447
237,20150414,10000132.SH,2.95,0.1795,0.1961,0.1961,0.2095,0.1772,569,109.2242,1182
210,20150414,10000099.SH,2.8,0.2001,0.209,0.198,0.2274,0.185,1072,215.6386,2781
189,20150414,10000091.SH,2.75,0.248,0.2546,0.2558,0.2754,0.2283,505,125.4669,1959
167,20150414,10000083.SH,2.7,0.2909,0.3035,0.2945,0.3183,0.2689,551,159.039,1309
143,20150414,10000075.SH,2.65,0.3467,0.3522,0.3468,0.3773,0.3212,198,67.7245,1000
118,20150414,10000067.SH,2.6,0.3906,0.4018,0.3961,0.4293,0.3731,118,46.5529,621
335,20150415,10000161.SH,3.2,0.1032,0.11,0.11,0.127,0.0994,2888,319.0588,2748
304,20150415,10000153.SH,3.1,0.133,0.1391,0.1391,0.1641,0.1289,1073,154.1044,1456
227,20150415,10000117.SH,2.85,0.1592,0.1799,0.1799,0.2299,0.1548,1370,255.829,2574
272,20150415,10000145.SH,3,0.1725,0.182,0.182,0.209,0.1576,1949,360.2278,1887
238,20150415,10000132.SH,2.95,0.191,0.2073,0.2074,0.238,0.1885,485,101.7905,1156
211,20150415,10000099.SH,2.8,0.1967,0.22,0.22,0.2799,0.1967,1154,269.0661,2424
190,20150415,10000091.SH,2.75,0.2491,0.2755,0.2755,0.3242,0.2491,552,154.7257,1725
168,20150415,10000083.SH,2.7,0.2917,0.3251,0.337,0.3739,0.2917,420,137.7672,1130
144,20150415,10000075.SH,2.65,0.3326,0.3765,0.3907,0.42,0.3326,236,88.6029,932
119,20150415,10000067.SH,2.6,0.4214,0.4285,0.4285,0.4638,0.4001,153,65.9854,553
336,20150416,10000161.SH,3.2,0.106,0.1626,0.1626,0.1626,0.1001,2643,349.604,3853
305,20150416,10000153.SH,3.1,0.1389,0.2047,0.2047,0.2047,0.1251,1058,175.5963,1783
273,20150416,10000145.SH,3,0.182,0.2607,0.262,0.262,0.17,1183,247.2337,2167
239,20150416,10000132.SH,2.95,0.2076,0.2871,0.2865,0.2865,0.1899,540,128.3791,1173
228,20150416,10000117.SH,2.85,0.1787,0.3003,0.3003,0.3003,0.1573,1197,272.4107,2157
212,20150416,10000099.SH,2.8,0.2201,0.347,0.3399,0.3399,0.2046,1018,285.7266,2343
191,20150416,10000091.SH,2.75,0.2747,0.3971,0.392,0.3925,0.241,365,113.3632,1671
169,20150416,10000083.SH,2.7,0.3256,0.447,0.4399,0.4399,0.2912,440,155.6068,1026
145,20150416,10000075.SH,2.65,0.3619,0.497,0.4827,0.4846,0.3477,247,101.9051,854
120,20150416,10000067.SH,2.6,0.4289,0.5468,0.5333,0.5334,0.3884,188,86.9024,490
365,20150417,10000169.SH,3.3,0.1573,0.1533,0.1533,0.1733,0.1444,3765,589.6354,2626
337,20150417,10000161.SH,3.2,0.1749,0.198,0.198,0.2095,0.1749,2296,449.9032,4222
306,20150417,10000153.SH,3.1,0.2139,0.2303,0.2303,0.27,0.2139,1756,433.752,2010
274,20150417,10000145.SH,3,0.2703,0.29,0.29,0.3272,0.2703,1642,504.0375,2283
240,20150417,10000132.SH,2.95,0.2977,0.3262,0.3329,0.3616,0.2977,579,195.6828,1037
229,20150417,10000117.SH,2.85,0.3114,0.3371,0.3303,0.3794,0.311,677,236.1205,1953
213,20150417,10000099.SH,2.8,0.3599,0.3869,0.376,0.4342,0.3599,475,187.8722,2234
192,20150417,10000091.SH,2.75,0.4119,0.4395,0.4395,0.4892,0.4119,203,90.1783,1604
170,20150417,10000083.SH,2.7,0.47,0.4882,0.4907,0.522,0.4668,124,60.9691,994
146,20150417,10000075.SH,2.65,0.5155,0.5358,0.5315,0.5744,0.5155,176,96.0322,843
121,20150417,10000067.SH,2.6,0.5671,0.5897,0.5978,0.616,0.5669,107,63.0256,446
393,20150420,10000177.SH,3.4,0.135,0.106,0.106,0.1486,0.1,2907,368.2324,2093
366,20150420,10000169.SH,3.3,0.1587,0.1262,0.1262,0.1739,0.124,2510,395.3797,3253
338,20150420,10000161.SH,3.2,0.2036,0.168,0.168,0.2167,0.166,2407,469.4699,5190
307,20150420,10000153.SH,3.1,0.238,0.1924,0.1924,0.27,0.1914,1709,396.9219,2290
275,20150420,10000145.SH,3,0.2977,0.24,0.2398,0.328,0.235,1375,393.3645,2415
230,20150420,10000117.SH,2.85,0.3495,0.2538,0.2456,0.3739,0.2423,794,251.2213,1773
241,20150420,10000132.SH,2.95,0.338,0.2708,0.2708,0.361,0.27,527,167.5441,1169
214,20150420,10000099.SH,2.8,0.3985,0.3037,0.2958,0.4183,0.2865,845,304.7246,2064
193,20150420,10000091.SH,2.75,0.4229,0.3538,0.3443,0.4735,0.3398,518,220.8969,1459
171,20150420,10000083.SH,2.7,0.4893,0.4106,0.4106,0.5394,0.3954,205,96.9736,895
147,20150420,10000075.SH,2.65,0.5451,0.4578,0.4578,0.577,0.4547,287,150.9759,729
122,20150420,10000067.SH,2.6,0.5675,0.5038,0.495,0.6296,0.495,238,135.9014,350
394,20150421,10000177.SH,3.4,0.1048,0.1072,0.1072,0.1177,0.1,1902,204.7357,3206
367,20150421,10000169.SH,3.3,0.1267,0.1361,0.1361,0.175,0.1212,2197,292.53,3980
339,20150421,10000161.SH,3.2,0.168,0.17,0.17,0.1855,0.155,1968,331.0215,5837
308,20150421,10000153.SH,3.1,0.1992,0.2151,0.2151,0.22,0.1854,1417,288.0894,2709
276,20150421,10000145.SH,3,0.2487,0.26,0.2611,0.2705,0.23,1109,283.8932,2616
231,20150421,10000117.SH,2.85,0.263,0.2914,0.2799,0.2935,0.2231,432,111.5714,1730
242,20150421,10000132.SH,2.95,0.2806,0.295,0.295,0.3035,0.2543,389,108.9421,1280
215,20150421,10000099.SH,2.8,0.3147,0.3414,0.3344,0.3356,0.2829,309,94.6813,1959
194,20150421,10000091.SH,2.75,0.3664,0.3914,0.3704,0.3839,0.3382,211,75.6339,1348
172,20150421,10000083.SH,2.7,0.4258,0.4415,0.4296,0.4296,0.387,69,28.2789,857
148,20150421,10000075.SH,2.65,0.4543,0.4914,0.48,0.48,0.4211,125,57.1762,709
123,20150421,10000067.SH,2.6,0.5199,0.5414,0.5288,0.55,0.4727,105,53.2362,339
395,20150422,10000177.SH,3.4,0.1109,0.126,0.126,0.1305,0.108,2271,273.1757,3980
368,20150422,10000169.SH,3.3,0.1498,0.1605,0.1605,0.1644,0.1389,1393,212.6684,4148
340,20150422,10000161.SH,3.2,0.18,0.2105,0.2105,0.2118,0.1754,2040,392.4659,6026
309,20150422,10000153.SH,3.1,0.225,0.261,0.261,0.261,0.2185,1048,250.7151,2874
277,20150422,10000145.SH,3,0.2799,0.3275,0.3275,0.3275,0.2732,1278,381.2357,2709
243,20150422,10000132.SH,2.95,0.3058,0.3578,0.3648,0.3648,0.2999,509,170.02,1196
232,20150422,10000117.SH,2.85,0.302,0.391,0.3743,0.3918,0.2914,272,91.1708,1608
216,20150422,10000099.SH,2.8,0.3538,0.441,0.4367,0.4387,0.3411,333,126.237,1791
195,20150422,10000091.SH,2.75,0.39,0.491,0.4892,0.4892,0.3892,107,46.8159,1284
