,trade_date,ts_code,price,open,settle,close,high,low,vol,amount,oi
636,20150826,10000323.SH,2.3,0.0001,0,0.0001,0.0005,0.0001,58,0.0138,1543
640,20150826,10000329.SH,2.25,0.0005,0,0.0001,0.0005,0.0001,44,0.0085,1405
643,20150826,10000339.SH,2.15,0.08,0.056,0.056,0.12,0.0537,4725,360.7993,4872
663,20150826,10000359.SH,2.05,0.1045,0.0824,0.0824,0.18,0.0808,4094,440.3603,2519
682,20150826,10000388.SH,1.85,0.1699,0.1629,0.1629,0.2942,0.1516,3231,617.5685,1242
644,20150827,10000339.SH,2.15,0.065,0.0884,0.0884,0.0975,0.0621,5698,445.9807,4905
664,20150827,10000359.SH,2.05,0.0948,0.1295,0.1295,0.1424,0.0916,6579,739.1048,3405
683,20150827,10000388.SH,1.85,0.1888,0.337,0.2386,0.2575,0.1719,4520,910.1696,2167
645,20150828,10000339.SH,2.15,0.1,0.1035,0.1035,0.1153,0.09,6480,648.2628,5107
665,20150828,10000359.SH,2.05,0.1559,0.1513,0.1513,0.1621,0.1314,4304,620.2009,3509
684,20150828,10000388.SH,1.85,0.2612,0.387,0.28,0.2871,0.2432,2357,621.5429,1755
646,20150831,10000339.SH,2.15,0.1,0.1014,0.1014,0.1074,0.0794,4623,449.5261,5730
666,20150831,10000359.SH,2.05,0.1436,0.3064,0.1488,0.158,0.1181,5615,780.7071,5168
685,20150831,10000388.SH,1.85,0.28,0.4365,0.284,0.29,0.2302,1828,477.9686,1697
701,20150901,10000423.SH,2.3,0.0822,0.0728,0.0728,0.0859,0.0502,440,33.843,258
647,20150901,10000339.SH,2.15,0.1003,0.0925,0.0925,0.1131,0.076,7207,688.1514,7358
667,20150901,10000359.SH,2.05,0.15,0.3293,0.142,0.1665,0.1117,6334,903.7717,5561
686,20150901,10000388.SH,1.85,0.2822,0.4654,0.282,0.3094,0.2311,2606,703.065,1463
736,20150902,10000425.SH,2.35,0.048,0.0579,0.0579,0.0685,0.0466,1035,62.9314,432
702,20150902,10000423.SH,2.3,0.0693,0.0714,0.0714,0.0852,0.0667,946,73.0896,597
648,20150902,10000339.SH,2.15,0.078,0.2814,0.0736,0.1105,0.0701,5575,517.3753,8075
668,20150902,10000359.SH,2.05,0.12,0.3288,0.1169,0.1729,0.115,4257,607.7484,6027
687,20150902,10000388.SH,1.85,0.2799,0.465,0.2513,0.3203,0.2427,1779,504.2324,1671
737,20150907,10000425.SH,2.35,0.058,0.0602,0.0602,0.0798,0.058,1267,86.8799,1179
703,20150907,10000423.SH,2.3,0.0735,0.0719,0.0719,0.097,0.0719,611,50.5752,803
649,20150907,10000339.SH,2.15,0.0978,0.0765,0.0765,0.137,0.0701,4266,429.5627,8583
669,20150907,10000359.SH,2.05,0.1627,0.1199,0.1199,0.1954,0.1173,2655,407.8933,6508
688,20150907,10000388.SH,1.85,0.296,0.3488,0.2678,0.3518,0.2592,1064,327.335,2025
738,20150908,10000425.SH,2.35,0.0575,0.0606,0.0606,0.065,0.05,1479,88.8,1936
704,20150908,10000423.SH,2.3,0.0706,0.0732,0.074,0.0741,0.0624,363,25.0643,897
650,20150908,10000339.SH,2.15,0.0795,0.085,0.085,0.0883,0.0588,4156,306.6536,8845
670,20150908,10000359.SH,2.05,0.116,0.14,0.14,0.1447,0.1021,2612,322.9332,6532
689,20150908,10000388.SH,1.85,0.2652,0.3434,0.3123,0.322,0.2441,640,181.6871,1974
739,20150909,10000425.SH,2.35,0.0648,0.0641,0.0641,0.0739,0.0614,1426,98.9686,2591
705,20150909,10000423.SH,2.3,0.077,0.0752,0.0752,0.0871,0.0723,918,74.3562,1371
651,20150909,10000339.SH,2.15,0.0958,0.0951,0.0951,0.1064,0.0828,3130,297.4384,8646
671,20150909,10000359.SH,2.05,0.1581,0.161,0.161,0.1738,0.1401,1249,199.0947,6374
690,20150909,10000388.SH,1.85,0.3223,0.3713,0.3439,0.3599,0.3108,560,192.2966,1671
740,20150910,10000425.SH,2.35,0.0567,0.0565,0.0565,0.0623,0.0549,1353,80.274,2719
706,20150910,10000423.SH,2.3,0.068,0.0669,0.0669,0.0742,0.0637,207,14.3443,1380
652,20150910,10000339.SH,2.15,0.08,0.0815,0.0815,0.0946,0.078,1573,137.2116,8577
672,20150910,10000359.SH,2.05,0.1509,0.1787,0.1539,0.1684,0.144,1611,249.2991,6056
691,20150910,10000388.SH,1.85,0.3302,0.3631,0.3446,0.3525,0.3002,763,257.5802,1435
741,20150911,10000425.SH,2.35,0.0548,0.055,0.0549,0.0593,0.0534,1762,97.8039,2771
707,20150911,10000423.SH,2.3,0.0658,0.0664,0.0663,0.0707,0.0642,315,21.2749,1497
653,20150911,10000339.SH,2.15,0.0852,0.086,0.086,0.098,0.079,3535,309.6847,8191
673,20150911,10000359.SH,2.05,0.1635,0.1514,0.1514,0.1729,0.148,713,115.551,5985
692,20150911,10000388.SH,1.85,0.3436,0.3489,0.3354,0.3639,0.3339,426,150.4766,1265
742,20150914,10000425.SH,2.35,0.055,0.0345,0.0345,0.055,0.0283,4935,192.2756,3789
708,20150914,10000423.SH,2.3,0.0679,0.046,0.046,0.0679,0.0365,972,46.5191,1628
654,20150914,10000339.SH,2.15,0.0876,0.1397,0.059,0.091,0.0375,7334,394.611,7476
674,20150914,10000359.SH,2.05,0.1641,0.2027,0.1182,0.1641,0.0876,3839,447.7436,5514
693,20150914,10000388.SH,1.85,0.3531,0.3812,0.3,0.3531,0.2566,428,128.0982,1242
743,20150915,10000425.SH,2.35,0.0354,0.0335,0.0335,0.0378,0.0297,1387,46.7494,4010
709,20150915,10000423.SH,2.3,0.0457,0.0448,0.0448,0.048,0.0402,488,21.3425,1606
655,20150915,10000339.SH,2.15,0.0605,0.0544,0.0544,0.0748,0.0501,3400,202.0677,7924
675,20150915,10000359.SH,2.05,0.1309,0.1171,0.1171,0.1423,0.1097,2065,260.4336,5085
694,20150915,10000388.SH,1.85,0.3204,0.3241,0.2912,0.3204,0.2605,360,107.0746,1273
744,20150916,10000425.SH,2.35,0.0331,0.0466,0.0466,0.0601,0.0296,3844,157.5071,5271
710,20150916,10000423.SH,2.3,0.0446,0.064,0.064,0.0789,0.04,1673,95.0168,2387
656,20150916,10000339.SH,2.15,0.0575,0.095,0.095,0.1254,0.041,3914,261.6439,7951
676,20150916,10000359.SH,2.05,0.1226,0.2006,0.1865,0.2201,0.1067,2057,282.9347,4025
695,20150916,10000388.SH,1.85,0.3111,0.3946,0.3757,0.4089,0.2704,158,55.4502,1254
745,20150917,10000425.SH,2.35,0.046,0.041,0.041,0.0563,0.041,4391,218.5393,5789
711,20150917,10000423.SH,2.3,0.0629,0.057,0.057,0.0751,0.0569,1948,132.52,3147
657,20150917,10000339.SH,2.15,0.0941,0.0719,0.0719,0.114,0.0709,3964,390.0164,5410
677,20150917,10000359.SH,2.05,0.1832,0.15,0.1513,0.2015,0.1513,2079,384.515,2839
696,20150917,10000388.SH,1.85,0.38,0.35,0.3455,0.3974,0.3444,167,62.9152,1182
746,20150918,10000425.SH,2.35,0.045,0.049,0.049,0.052,0.043,6798,323.5909,9225
658,20150918,10000339.SH,2.15,0.08,0.0606,0.0606,0.0846,0.0599,2064,151.7713,4591
712,20150918,10000423.SH,2.3,0.06,0.0618,0.062,0.0698,0.0575,3426,219.6741,4990
678,20150918,10000359.SH,2.05,0.15,0.15,0.1504,0.1718,0.1449,2415,381.3524,1515
697,20150918,10000388.SH,1.85,0.3505,0.349,0.3389,0.3648,0.3361,147,51.2846,1143
747,20150921,10000425.SH,2.35,0.0451,0.05,0.05,0.0522,0.0425,5703,272.1995,12235
713,20150921,10000423.SH,2.3,0.059,0.0625,0.0625,0.0654,0.0548,2958,179.7207,6136
659,20150921,10000339.SH,2.15,0.058,0.0694,0.0596,0.0725,0.054,2983,184.0129,3280
679,20150921,10000359.SH,2.05,0.143,0.1628,0.1524,0.1612,0.1364,619,92.5357,1244
698,20150921,10000388.SH,1.85,0.3318,0.3623,0.3432,0.351,0.3309,53,18.2701,1127
748,20150922,10000425.SH,2.35,0.0494,0.0499,0.0499,0.053,0.0471,5881,293.6685,14676
714,20150922,10000423.SH,2.3,0.0631,0.0626,0.0626,0.0681,0.0602,3609,231.6852,7275
660,20150922,10000339.SH,2.15,0.0651,0.0896,0.0896,0.102,0.0639,2422,212.6675,1930
680,20150922,10000359.SH,2.05,0.1452,0.1874,0.1851,0.1926,0.1452,209,37.7736,1158
699,20150922,10000388.SH,1.85,0.3301,0.3872,0.3842,0.3989,0.3301,70,26.8115,1086
661,20150923,10000339.SH,2.15,0.0656,0.03,0.024,0.1098,0.015,1924,83.5256,1450
749,20150923,10000425.SH,2.35,0.0423,0.0363,0.0363,0.0471,0.0322,5072,199.6726,16426
715,20150923,10000423.SH,2.3,0.0561,0.0488,0.0488,0.0614,0.0447,4506,238.0657,9654
681,20150923,10000359.SH,2.05,0.1324,0.13,0.1225,0.1664,0.115,659,91.4182,859
700,20150923,10000388.SH,1.85,0.3585,0.33,0.3198,0.3585,0.263,113,37.7154,1054
750,20150924,10000425.SH,2.35,0.037,0.0354,0.0354,0.0424,0.0347,5352,205.2702,18810
716,20150924,10000423.SH,2.3,0.05,0.047,0.047,0.0551,0.0468,2471,126.8348,11145
751,20150925,10000425.SH,2.35,0.0354,0.0215,0.0215,0.0355,0.02,5557,147.262,19478
717,20150925,10000423.SH,2.3,0.047,0.0288,0.0288,0.047,0.0273,4134,146.3348,11196
752,20150928,10000425.SH,2.35,0.0217,0.0175,0.0175,0.0219,0.0169,3655,68.2844,20533
718,20150928,10000423.SH,2.3,0.029,0.0259,0.0259,0.0305,0.0248,2538,67.8932,11515
753,20150929,10000425.SH,2.35,0.015,0.0092,0.0092,0.0151,0.0084,4673,53.2132,21809
719,20150929,10000423.SH,2.3,0.0221,0.014,0.014,0.0221,0.0124,2997,48.3549,12155
754,20150930,10000425.SH,2.35,0.013,0.01,0.01,0.013,0.0094,2569,26.7469,22575
720,20150930,10000423.SH,2.3,0.02,0.016,0.016,0.02,0.0137,1646,25.5418,12469
755,20151008,10000425.SH,2.35,0.016,0.0146,0.0146,0.019,0.0146,5524,94.3465,23065
721,20151008,10000423.SH,2.3,0.026,0.0241,0.0241,0.0314,0.0241,4008,113.0771,14190
756,20151009,10000425.SH,2.35,0.0168,0.0161,0.0161,0.0177,0.0144,3351,55.3091,22969
722,20151009,10000423.SH,2.3,0.0266,0.0276,0.0276,0.0292,0.0231,3061,81.5264,14119
757,20151012,10000425.SH,2.35,0.0172,0.033,0.033,0.0433,0.0166,22925,750.0012,19214
723,20151012,10000423.SH,2.3,0.03,0.0526,0.0526,0.0645,0.0281,15959,824.553,13444
758,20151013,10000425.SH,2.35,0.0295,0.0326,0.0326,0.0338,0.0287,9669,304.3876,20035
770,20151013,10000442.SH,2.4,0.037,0.044,0.044,0.0469,0.0355,1212,53.1467,897
724,20151013,10000423.SH,2.3,0.0506,0.0492,0.0492,0.053,0.0451,5791,288.0466,13967
759,20151014,10000425.SH,2.35,0.032,0.0194,0.0194,0.032,0.019,9378,248.4978,18577
725,20151014,10000423.SH,2.3,0.0432,0.0342,0.0342,0.0521,0.0327,8379,357.0916,12951
771,20151014,10000442.SH,2.4,0.0421,0.037,0.037,0.0443,0.0365,1396,56.2855,2056
760,20151015,10000425.SH,2.35,0.018,0.0272,0.0272,0.0287,0.017,8476,187.1877,18245
772,20151015,10000442.SH,2.4,0.037,0.0411,0.0411,0.0424,0.0359,2233,87.7163,3666
726,20151015,10000423.SH,2.3,0.0337,0.0476,0.0476,0.0487,0.031,8890,353.0648,13645
761,20151016,10000425.SH,2.35,0.0307,0.025,0.025,0.0363,0.0244,12329,378.5078,18875
773,20151016,10000442.SH,2.4,0.0431,0.0425,0.0425,0.0486,0.0392,5196,229.3119,6937
727,20151016,10000423.SH,2.3,0.0499,0.047,0.047,0.0623,0.0452,12459,660.3435,12304
762,20151019,10000425.SH,2.35,0.0256,0.0242,0.0242,0.0307,0.0215,8749,225.9806,17890
774,20151019,10000442.SH,2.4,0.0469,0.0363,0.0363,0.0469,0.0334,2161,86.167,7082
728,20151019,10000423.SH,2.3,0.0465,0.046,0.046,0.0546,0.0417,10159,492.172,13905
763,20151020,10000425.SH,2.35,0.024,0.0282,0.0282,0.0282,0.0211,5067,120.5761,18704
775,20151020,10000442.SH,2.4,0.0347,0.0372,0.0372,0.0383,0.0322,3685,127.1085,8683
729,20151020,10000423.SH,2.3,0.0449,0.05,0.05,0.051,0.0402,6626,295.0834,14056
764,20151021,10000425.SH,2.35,0.0298,0.0199,0.0199,0.0373,0.0134,18320,511.2861,14903
802,20151021,10000447.SH,2.45,0.0269,0.0202,0.0202,0.0326,0.017,3691,97.0596,2299
776,20151021,10000442.SH,2.4,0.0424,0.0304,0.0304,0.0471,0.026,4456,173.6322,8712
730,20151021,10000423.SH,2.3,0.056,0.0393,0.0393,0.0657,0.0283,15784,794.9632,11447
765,20151022,10000425.SH,2.35,0.0216,0.0196,0.0196,0.023,0.0162,7989,162.223,14117
803,20151022,10000447.SH,2.45,0.0213,0.0259,0.0259,0.0283,0.0213,2789,67.877,3584
777,20151022,10000442.SH,2.4,0.0342,0.0404,0.0404,0.0428,0.0333,3577,132.2645,9507
731,20151022,10000423.SH,2.3,0.041,0.0433,0.0433,0.0478,0.0351,8049,337.8085,10836
766,20151023,10000425.SH,2.35,0.0235,0.0198,0.0198,0.0236,0.0161,8247,165.6234,13283
804,20151023,10000447.SH,2.45,0.0281,0.027,0.027,0.029,0.0244,2203,59.3286,4710
778,20151023,10000442.SH,2.4,0.0431,0.0421,0.0421,0.0448,0.0387,3386,142.0879,10173
732,20151023,10000423.SH,2.3,0.0464,0.061,0.05,0.0532,0.0411,8726,419.9015,7918
767,20151026,10000425.SH,2.35,0.0317,0.0185,0.0185,0.0371,0.0157,13055,366.2898,12160
805,20151026,10000447.SH,2.45,0.0368,0.0292,0.0292,0.04,0.026,5264,174.1076,6652
779,20151026,10000442.SH,2.4,0.051,0.0459,0.0459,0.0573,0.0401,8544,441.3882,11441
733,20151026,10000423.SH,2.3,0.073,0.0542,0.0542,0.0801,0.0451,7885,521.6457,5520
768,20151027,10000425.SH,2.35,0.0185,0.0106,0.0106,0.0195,0.0026,9287,67.207,8597
806,20151027,10000447.SH,2.45,0.028,0.0255,0.0255,0.028,0.0189,4858,114.0471,7310
780,20151027,10000442.SH,2.4,0.044,0.0406,0.0406,0.044,0.0329,6702,251.7899,13296
734,20151027,10000423.SH,2.3,0.0519,0.0501,0.0479,0.0534,0.0192,8566,290.3627,3593
769,20151028,10000425.SH,2.35,0.0094,0,0.0001,0.0094,0.0001,6090,14.9636,7879
735,20151028,10000423.SH,2.3,0.0407,0.008,0.0021,0.0449,0.0008,5178,135.1311,2307
807,20151028,10000447.SH,2.45,0.0217,0.0199,0.0199,0.026,0.0196,3486,81.6392,8994
781,20151028,10000442.SH,2.4,0.0407,0.0318,0.0318,0.0407,0.0308,3708,135.6637,13665
808,20151029,10000447.SH,2.45,0.0206,0.0182,0.0182,0.0217,0.017,3714,72.1596,10839
782,20151029,10000442.SH,2.4,0.0331,0.0308,0.0308,0.0354,0.0289,3378,107.0798,13868
809,20151030,10000447.SH,2.45,0.0188,0.0144,0.0144,0.0198,0.0138,4412,74.9259,12811
783,20151030,10000442.SH,2.4,0.0309,0.0257,0.0257,0.0335,0.025,3421,99.9297,14794
810,20151102,10000447.SH,2.45,0.0103,0.01,0.01,0.0144,0.01,3730,46.0357,12135
784,20151102,10000442.SH,2.4,0.0226,0.017,0.017,0.0259,0.017,3570,77.3202,15405
811,20151103,10000447.SH,2.45,0.0104,0.0085,0.0085,0.0118,0.0079,4698,48.7305,12565
785,20151103,10000442.SH,2.4,0.0189,0.0151,0.0151,0.0197,0.0143,3949,66.8588,15250
812,20151104,10000447.SH,2.45,0.0093,0.0245,0.0245,0.0245,0.0092,11115,179.2109,13950
786,20151104,10000442.SH,2.4,0.0159,0.042,0.042,0.042,0.0159,12574,390.4856,15199
828,20151105,10000461.SH,2.5,0.0135,0.0353,0.0353,0.0569,0.0108,18982,761.9456,7568
813,20151105,10000447.SH,2.45,0.0298,0.0521,0.0521,0.0777,0.0217,20465,1134.705,12746
787,20151105,10000442.SH,2.4,0.0407,0.0766,0.0766,0.1082,0.0394,21510,1679.2443,10614
843,20151106,10000467.SH,2.55,0.0249,0.0441,0.0441,0.0456,0.0227,16465,582.6087,7091
829,20151106,10000461.SH,2.5,0.0349,0.061,0.061,0.065,0.0348,13651,672.7437,9896
814,20151106,10000447.SH,2.45,0.05,0.0847,0.0847,0.0885,0.05,15623,1055.8333,11566
788,20151106,10000442.SH,2.4,0.0759,0.115,0.115,0.12,0.075,14031,1334.4588,9113
857,20151109,10000471.SH,2.6,0.0331,0.0582,0.0582,0.0758,0.0331,17825,1130.9106,11089
844,20151109,10000467.SH,2.55,0.0465,0.0727,0.0727,0.0982,0.046,16848,1365.2305,9177
830,20151109,10000461.SH,2.5,0.0613,0.0946,0.0946,0.124,0.0613,18893,1995.9395,9349
815,20151109,10000447.SH,2.45,0.0883,0.1256,0.1256,0.1566,0.0876,11220,1516.9556,9511
789,20151109,10000442.SH,2.4,0.111,0.1611,0.1611,0.1954,0.111,7425,1282.0084,6939
870,20151110,10000475.SH,2.65,0.037,0.0363,0.0363,0.0492,0.0345,8046,325.7071,4409
858,20151110,10000471.SH,2.6,0.0543,0.0494,0.0494,0.0652,0.0464,11555,620.8214,14200
845,20151110,10000467.SH,2.55,0.069,0.0648,0.0648,0.0839,0.06,9883,686.1936,10346
831,20151110,10000461.SH,2.5,0.0809,0.084,0.084,0.1093,0.0802,16475,1505.4812,11451
816,20151110,10000447.SH,2.45,0.103,0.1115,0.1115,0.1378,0.103,7159,852.4416,10230
790,20151110,10000442.SH,2.4,0.1472,0.1448,0.1448,0.1736,0.14,4066,616.6392,7162
871,20151111,10000475.SH,2.65,0.0367,0.024,0.024,0.0368,0.0186,7421,199.2122,6757
859,20151111,10000471.SH,2.6,0.0487,0.0347,0.0347,0.0547,0.03,8894,348.6869,17140
846,20151111,10000467.SH,2.55,0.063,0.0483,0.0483,0.0679,0.04,9474,515.7613,12565
832,20151111,10000461.SH,2.5,0.084,0.0662,0.0662,0.0863,0.0555,18027,1264.3272,13682
817,20151111,10000447.SH,2.45,0.11,0.091,0.091,0.115,0.0767,7461,693.9457,10983
791,20151111,10000442.SH,2.4,0.1434,0.1215,0.1213,0.145,0.1045,3361,423.156,7236
872,20151112,10000475.SH,2.65,0.027,0.0123,0.0123,0.0298,0.0116,7737,139.5695,8124
860,20151112,10000471.SH,2.6,0.042,0.0188,0.0188,0.0426,0.0188,7277,199.8712,18477
847,20151112,10000467.SH,2.55,0.0576,0.0275,0.0275,0.0577,0.0275,7074,272.5968,13185
833,20151112,10000461.SH,2.5,0.0718,0.041,0.041,0.0719,0.0404,19211,1028.4961,14494
818,20151112,10000447.SH,2.45,0.0979,0.062,0.062,0.099,0.0613,7834,587.7722,11298
792,20151112,10000442.SH,2.4,0.1311,0.0913,0.0913,0.1331,0.0898,4619,483.6216,7136
873,20151113,10000475.SH,2.65,0.0102,0.0092,0.0092,0.0133,0.0089,5269,57.7162,9052
861,20151113,10000471.SH,2.6,0.0179,0.0141,0.0141,0.0217,0.0136,6578,116.9114,19618
848,20151113,10000467.SH,2.55,0.0262,0.0212,0.0212,0.0301,0.021,7929,197.3908,13372
834,20151113,10000461.SH,2.5,0.0392,0.0323,0.0323,0.0449,0.032,13269,488.8849,16062
819,20151113,10000447.SH,2.45,0.0585,0.0481,0.0481,0.0662,0.0465,10670,584.3983,11768
793,20151113,10000442.SH,2.4,0.086,0.073,0.073,0.0983,0.073,7965,665.944,7738
874,20151116,10000475.SH,2.65,0.0067,0.0064,0.0064,0.0088,0.0037,3300,19.959,9549
862,20151116,10000471.SH,2.6,0.0104,0.015,0.015,0.015,0.0072,8025,86.6275,20078
849,20151116,10000467.SH,2.55,0.015,0.0174,0.0174,0.0186,0.0112,5072,79.2889,12561
835,20151116,10000461.SH,2.5,0.0218,0.029,0.029,0.0291,0.0192,9938,247.6557,16992
820,20151116,10000447.SH,2.45,0.0351,0.046,0.046,0.046,0.03,8706,346.8797,13355
794,20151116,10000442.SH,2.4,0.0552,0.0709,0.0709,0.0715,0.0523,7967,513.1464,9006
875,20151117,10000475.SH,2.65,0.008,0.0059,0.0059,0.0147,0.0057,7609,82.3735,10099
863,20151117,10000471.SH,2.6,0.0149,0.0098,0.0098,0.0265,0.0093,15073,275.3748,22526
850,20151117,10000467.SH,2.55,0.0217,0.0148,0.0148,0.0375,0.0144,10959,294.0634,13306
836,20151117,10000461.SH,2.5,0.0331,0.0247,0.0247,0.056,0.0242,19356,785.7691,17048
821,20151117,10000447.SH,2.45,0.05,0.039,0.039,0.0832,0.039,17480,1051.1111,13582
795,20151117,10000442.SH,2.4,0.0825,0.0658,0.0658,0.1196,0.0645,11277,1067.3677,7779
876,20151118,10000475.SH,2.65,0.006,0.0024,0.0024,0.007,0.0018,3164,13.1607,9663
864,20151118,10000471.SH,2.6,0.01,0.0049,0.0049,0.012,0.0037,7182,63.4799,21812
851,20151118,10000467.SH,2.55,0.0159,0.0092,0.0092,0.0179,0.0082,7666,108.5246,13964
837,20151118,10000461.SH,2.5,0.0257,0.0165,0.0165,0.0289,0.0157,12600,298.273,16603
822,20151118,10000447.SH,2.45,0.0401,0.0293,0.0293,0.0483,0.0288,13739,547.7058,14088
796,20151118,10000442.SH,2.4,0.0702,0.057,0.057,0.0783,0.0536,10106,677.2791,7249
877,20151119,10000475.SH,2.65,0.0027,0.0025,0.0025,0.0041,0.0019,2043,5.6744,9520
865,20151119,10000471.SH,2.6,0.0051,0.0053,0.0053,0.0072,0.0045,6774,37.0013,19944
852,20151119,10000467.SH,2.55,0.0099,0.0098,0.0098,0.0119,0.0076,5248,48.0681,13129
838,20151119,10000461.SH,2.5,0.0187,0.021,0.021,0.0225,0.0139,9189,165.0621,15413
823,20151119,10000447.SH,2.45,0.0323,0.0412,0.0412,0.0428,0.0278,12584,438.6571,13504
797,20151119,10000442.SH,2.4,0.0605,0.079,0.079,0.079,0.054,10220,669.1724,7167
878,20151120,10000475.SH,2.65,0.0025,0.0003,0.0001,0.0025,0.0001,2196,2.3556,9352
866,20151120,10000471.SH,2.6,0.0056,0.0022,0.0022,0.0059,0.0008,6150,17.9621,18638
853,20151120,10000467.SH,2.55,0.0099,0.0036,0.0036,0.0118,0.0028,8020,60.4108,10614
839,20151120,10000461.SH,2.5,0.0212,0.0107,0.0107,0.0254,0.0087,11266,208.2619,14067
824,20151120,10000447.SH,2.45,0.0419,0.031,0.031,0.0496,0.0285,11467,469.7935,12196
798,20151120,10000442.SH,2.4,0.077,0.0672,0.0672,0.0878,0.064,8628,669.9743,5682
879,20151123,10000475.SH,2.65,0.0003,0.0002,0.0002,0.0004,0.0001,1394,0.2577,9180
867,20151123,10000471.SH,2.6,0.0014,0.0006,0.0006,0.0025,0.0003,3808,5.4339,18572
854,20151123,10000467.SH,2.55,0.0036,0.001,0.001,0.005,0.0009,4821,12.7278,10107
840,20151123,10000461.SH,2.5,0.0106,0.0038,0.0038,0.0132,0.0032,11412,98.8185,10882
825,20151123,10000447.SH,2.45,0.0311,0.0198,0.0198,0.039,0.0157,13316,386.9868,9256
799,20151123,10000442.SH,2.4,0.0671,0.0545,0.0497,0.0818,0.0477,5765,375.1018,4280
880,20151124,10000475.SH,2.65,0.0002,0.0002,0.0002,0.0003,0.0001,1366,0.3019,8671
855,20151124,10000467.SH,2.55,0.0008,0.0003,0.0002,0.0011,0.0001,2011,1.2106,9590
868,20151124,10000471.SH,2.6,0.0005,0.0003,0.0004,0.0006,0.0002,2700,1.0074,18384
841,20151124,10000461.SH,2.5,0.0036,0.0008,0.0008,0.0038,0.0008,6689,9.7478,9319
826,20151124,10000447.SH,2.45,0.0158,0.0076,0.0076,0.016,0.0046,13782,117.8055,6628
800,20151124,10000442.SH,2.4,0.0505,0.0454,0.0412,0.0506,0.0257,9702,359.5661,3746
842,20151125,10000461.SH,2.5,0.0004,0,0.0001,0.0007,0.0001,4776,1.5358,7838
856,20151125,10000467.SH,2.55,0.0002,0,0.0001,0.0003,0.0001,1133,0.1403,8969
869,20151125,10000471.SH,2.6,0.0002,0,0.0001,0.0002,0.0001,2483,0.265,17662
881,20151125,10000475.SH,2.65,0.0002,0,0.0002,0.0002,0.0001,1269,0.1342,8657
827,20151125,10000447.SH,2.45,0.0074,0.004,0.0005,0.0094,0.0005,10164,35.9231,2794
801,20151125,10000442.SH,2.4,0.04,0.054,0.043,0.0535,0.0269,7359,276.4187,2092
882,20151222,10000495.SH,2.6,0.0336,0.0352,0.0352,0.0388,0.032,4517,157.3022,2715
883,20151223,10000495.SH,2.6,0.0361,0.0362,0.0362,0.0499,0.0351,10362,424.3736,5922
884,20151224,10000495.SH,2.6,0.0362,0.0339,0.0339,0.0383,0.0296,8005,271.8021,8253
885,20151225,10000495.SH,2.6,0.0342,0.037,0.037,0.0384,0.0325,4879,171.7525,9455
886,20151228,10000495.SH,2.6,0.037,0.0195,0.0195,0.038,0.0195,8203,242.9355,10935
887,20151229,10000495.SH,2.6,0.0195,0.021,0.021,0.0235,0.0188,4064,85.7297,12713
888,20151230,10000495.SH,2.6,0.0216,0.02,0.02,0.0222,0.0163,3812,73.1664,13497
889,20151231,10000495.SH,2.6,0.0195,0.0167,0.0167,0.0223,0.0167,3403,65.72,14392
890,20160104,10000495.SH,2.6,0.0161,0.0087,0.0087,0.0169,0.0085,5259,61.5216,14945
891,20160105,10000495.SH,2.6,0.009,0.011,0.011,0.0145,0.0071,11237,118.4791,18323
908,20160105,10000512.SH,2.25,0.0991,0.1092,0.1092,0.1271,0.0849,1229,132.3581,289
892,20160106,10000495.SH,2.6,0.0111,0.0061,0.0061,0.0119,0.0055,7821,62.7618,18741
909,20160106,10000512.SH,2.25,0.1086,0.1171,0.1171,0.1243,0.1069,261,30.3527,361
893,20160107,10000495.SH,2.6,0.0054,0.0059,0.0059,0.0059,0.0035,812,3.4478,18634
910,20160107,10000512.SH,2.25,0.11,0.06,0.06,0.11,0.06,229,19.3597,450
894,20160108,10000495.SH,2.6,0.0058,0.0037,0.0037,0.0099,0.0036,5960,31.7495,20310
911,20160108,10000512.SH,2.25,0.0838,0.0801,0.0801,0.1679,0.0699,2817,256.8108,1816
940,20160108,10000520.SH,2.15,0.1199,0.1285,0.1285,0.1564,0.1048,845,118.8964,377
895,20160111,10000495.SH,2.6,0.0035,0.0023,0.0023,0.0053,0.0022,2887,8.8751,20263
912,20160111,10000512.SH,2.25,0.0766,0.0501,0.0515,0.0796,0.0496,2366,143.999,2774
941,20160111,10000520.SH,2.15,0.1225,0.0846,0.0867,0.1248,0.084,1544,159.3663,688
896,20160112,10000495.SH,2.6,0.0025,0.0012,0.0012,0.0027,0.0011,2700,4.5013,19377
913,20160112,10000512.SH,2.25,0.0535,0.0528,0.0529,0.0618,0.0517,1525,86.6401,2643
942,20160112,10000520.SH,2.15,0.0888,0.0869,0.0869,0.1022,0.0849,1624,151.3217,1221
969,20160112,10000527.SH,2.05,0.138,0.138,0.1373,0.1826,0.1346,1634,240.2724,769
897,20160113,10000495.SH,2.6,0.0014,0.0011,0.0011,0.0019,0.001,1353,1.6621,18974
914,20160113,10000512.SH,2.25,0.0542,0.0451,0.0451,0.0617,0.0425,2099,111.7227,2774
943,20160113,10000520.SH,2.15,0.0891,0.0766,0.0766,0.1012,0.0756,1293,116.7142,1231
970,20160113,10000527.SH,2.05,0.1417,0.1286,0.1287,0.1587,0.124,871,125.3483,911
898,20160114,10000495.SH,2.6,0.0009,0.0009,0.0009,0.0015,0.0005,1372,1.386,18273
