,Unnamed: 0,trade_date,price,open,settle,close,per,high,low,normcjl,vol,normcje,amount,normccl,oi,jc,ts_code,dt
91,91,20150320,2.55,0.0549,0.0877,0.0874,0.371853547,0.1151,0.047,-0.452201485,1746,-0.037269788,132.7678,-0.706023553,1416,0.085,10000057.SH,5
92,92,20150320,2.6,0.077,0.1014,0.1014,0.240631164,0.1191,0.07,-0.466143902,921,-0.037991149,86.6117,-0.72021407,745,0.035,10000067.SH,33
93,93,20150320,2.5,0.094,0.1357,0.1328,0.292168675,0.167,0.0855,-0.453671776,1659,-0.035953469,216.9922,-0.706975227,1371,0.135,10000049.SH,5
94,94,20150320,2.45,0.1434,0.1879,0.1888,0.240466102,0.2149,0.1317,-0.463642717,1069,-0.036480759,183.2537,-0.705008434,1464,0.185,10000041.SH,5
95,95,20150320,2.3,0.2967,0.3364,0.332,0.106325301,0.3659,0.285,-0.467681793,830,-0.035217563,264.079,-0.720890816,713,0.335,10000003.SH,5
96,96,20150323,2.75,0.0445,0.0555,0.0553,0.195298373,0.0559,0.042,-0.468391589,788,-0.038738361,38.8015,-0.726833491,432,-0.074,10000091.SH,30
97,97,20150323,2.7,0.0625,0.0741,0.0741,0.156545209,0.0758,0.059,-0.47156877,600,-0.038706869,40.8165,-0.721186892,699,-0.024,10000083.SH,30
98,98,20150323,2.65,0.0872,0.0995,0.0995,0.12361809,0.1005,0.0801,-0.469270383,736,-0.038297345,67.0198,-0.722836461,621,0.026,10000075.SH,30
99,99,20150323,2.6,0.1129,0.1268,0.1266,0.10821485,0.1309,0.1083,-0.470723775,650,-0.038125729,78.0006,-0.719135506,796,0.076,10000067.SH,30
100,100,20150323,2.55,0.1094,0.1278,0.124,0.117741935,0.1313,0.1026,-0.469490082,723,-0.038025645,84.4045,-0.711416372,1161,0.126,10000057.SH,2
101,101,20150323,2.5,0.156,0.1771,0.1771,0.119141728,0.1771,0.1481,-0.473782657,469,-0.038135572,77.3708,-0.710972258,1182,0.176,10000049.SH,2
102,102,20150323,2.45,0.215,0.2266,0.225,0.044444444,0.23,0.1948,-0.472447565,548,-0.037520892,116.701,-0.709428431,1255,0.226,10000041.SH,2
103,103,20150323,2.3,0.3532,0.3794,0.3796,0.069546891,0.3821,0.35,-0.480221518,88,-0.038848504,31.754,-0.7217156,674,0.376,10000003.SH,2
104,104,20150324,2.8,0.0405,0.0316,0.0316,-0.28164557,0.0405,0.0252,-0.464555311,1015,-0.038828907,33.0079,-0.722582681,633,-0.162,10000099.SH,29
105,105,20150324,2.75,0.0534,0.0455,0.0455,-0.173626374,0.0534,0.0364,-0.468932385,756,-0.038809095,34.2756,-0.721779045,671,-0.112,10000091.SH,29
106,106,20150324,2.7,0.0719,0.0632,0.064,-0.1234375,0.0724,0.0508,-0.470149178,684,-0.038686456,42.1226,-0.718437612,829,-0.062,10000083.SH,29
107,107,20150324,2.65,0.0983,0.0851,0.0851,-0.155111633,0.0988,0.07,-0.465974903,931,-0.038117471,78.529,-0.715117327,986,-0.012,10000075.SH,29
108,108,20150324,2.55,0.1283,0.091,0.0909,-0.411441144,0.1283,0.0664,-0.473106661,509,-0.038597251,47.8304,-0.71194508,1136,0.088,10000057.SH,1
109,109,20150324,2.6,0.1298,0.1059,0.1059,-0.225684608,0.1298,0.0927,-0.4664988,900,-0.037792567,99.3179,-0.717591679,869,0.038,10000067.SH,29
110,110,20150324,2.5,0.1682,0.1465,0.1465,-0.148122867,0.1727,0.1158,-0.477280936,262,-0.038754727,37.7543,-0.710760775,1192,0.138,10000049.SH,1
111,111,20150324,2.45,0.2266,0.1899,0.1855,-0.221563342,0.2266,0.1708,-0.479630022,123,-0.038970932,23.9205,-0.71006288,1225,0.188,10000041.SH,1
112,112,20150324,2.3,0.3796,0.34,0.3407,-0.114176695,0.3796,0.3115,-0.47990042,107,-0.038774055,36.5176,-0.722265456,648,0.338,10000003.SH,1
113,113,20150325,2.8,0.0302,0.0203,0.0203,-0.487684729,0.033,0.0174,-0.456899657,1468,-0.038795289,35.159,-0.714334839,1023,-0.196,10000099.SH,28
114,114,20150325,2.75,0.0435,0.0291,0.0291,-0.494845361,0.0454,0.0266,-0.467478994,842,-0.038886484,29.3239,-0.71807809,846,-0.146,10000091.SH,28
115,115,20150325,2.7,0.0605,0.0429,0.0429,-0.41025641,0.0636,0.0389,-0.470182978,682,-0.038802439,34.7015,-0.715349958,975,-0.096,10000083.SH,28
116,116,20150325,2.55,0.085,0.054,0.053,-0.603773585,0.0961,0.0368,-0.457203855,1450,-0.037889983,93.0848,-0.721208041,698,0.054,10000057.SH,0
117,117,20150325,2.65,0.0809,0.0636,0.0636,-0.272012579,0.0853,0.0554,-0.467597293,835,-0.038442542,57.7294,-0.712156563,1126,-0.046,10000075.SH,28
118,118,20150325,2.6,0.105,0.0824,0.0824,-0.274271845,0.1099,0.0765,-0.472227866,561,-0.03855345,50.633,-0.719198951,793,0.004,10000067.SH,28
119,119,20150325,2.5,0.1395,0.104,0.1039,-0.342637151,0.1483,0.0875,-0.465789004,942,-0.037637763,109.223,-0.714652064,1008,0.104,10000049.SH,0
120,120,20150325,2.45,0.188,0.154,0.1511,-0.244209133,0.1946,0.1348,-0.473343259,495,-0.038121467,78.2733,-0.709555321,1249,0.154,10000041.SH,0
121,121,20150325,2.3,0.338,0.304,0.302,-0.119205298,0.341,0.2862,-0.478785027,173,-0.038526733,52.3425,-0.722667274,629,0.304,10000003.SH,0
122,122,20150326,2.8,0.0197,0.027,0.027,0.27037037,0.0344,0.0158,-0.462003427,1166,-0.038885757,29.3704,-0.70680604,1379,-0.157,10000099.SH,27
123,123,20150326,2.75,0.0282,0.0385,0.0385,0.267532468,0.0504,0.023,-0.467614193,834,-0.038870983,30.3157,-0.71520192,982,-0.107,10000091.SH,27
124,124,20150326,2.7,0.0413,0.0544,0.0533,0.225140713,0.0684,0.034,-0.466296001,912,-0.038585818,48.5619,-0.711056851,1178,-0.057,10000083.SH,27
125,125,20150326,2.65,0.061,0.0752,0.0752,0.188829787,0.0915,0.0522,-0.466312901,911,-0.038289926,67.4945,-0.710147474,1221,-0.007,10000075.SH,27
126,126,20150326,2.6,0.0791,0.1009,0.1002,0.210578842,0.1188,0.0701,-0.467326895,851,-0.03804497,83.168,-0.716872637,903,0.043,10000067.SH,27
127,127,20150327,2.8,0.0279,0.03,0.0302,0.07615894,0.0355,0.0245,-0.471163172,624,-0.039059101,18.279,-0.704268243,1499,-0.151,10000099.SH,26
128,128,20150327,2.75,0.04,0.0421,0.0421,0.049881235,0.0498,0.0352,-0.478176631,209,-0.039204853,8.9531,-0.713933021,1042,-0.101,10000091.SH,26
129,129,20150327,2.7,0.0566,0.0598,0.061,0.072131148,0.0685,0.0501,-0.474492452,427,-0.038947661,25.4095,-0.708413312,1303,-0.051,10000083.SH,26
130,130,20150327,2.65,0.0784,0.0819,0.0823,0.047387606,0.0927,0.0691,-0.470740675,649,-0.038521573,52.6726,-0.708349867,1306,-0.001,10000075.SH,26
131,131,20150327,2.6,0.1053,0.1095,0.1077,0.022284123,0.124,0.0951,-0.472109567,568,-0.038378977,61.7966,-0.715392255,973,0.049,10000067.SH,26
132,132,20150330,2.8,0.0323,0.0567,0.0567,0.430335097,0.0636,0.0318,-0.459536041,1312,-0.038344977,63.9721,-0.699319538,1733,-0.06,10000099.SH,23
133,133,20150330,2.75,0.0465,0.0788,0.0788,0.409898477,0.0852,0.0465,-0.472278566,558,-0.038766618,36.9935,-0.712537233,1108,-0.01,10000091.SH,23
134,134,20150330,2.7,0.0629,0.1039,0.104,0.395192308,0.1119,0.0629,-0.470064679,689,-0.038396813,60.6554,-0.710020584,1227,0.04,10000083.SH,23
135,135,20150330,2.65,0.0877,0.1367,0.1368,0.358918129,0.14,0.0877,-0.467732493,827,-0.037913184,91.6003,-0.710887665,1186,0.09,10000075.SH,23
136,136,20150330,2.6,0.1145,0.1674,0.1675,0.31641791,0.1765,0.1145,-0.470487176,664,-0.037808126,98.3224,-0.717697421,864,0.14,10000067.SH,23
137,137,20150331,2.85,0.0524,0.0346,0.0346,-0.514450867,0.0692,0.0327,-0.454854769,1589,-0.038063669,81.9715,-0.718141535,843,-0.143,10000117.SH,22
138,138,20150331,2.8,0.0728,0.0469,0.0477,-0.526205451,0.0929,0.0448,-0.446540018,2081,-0.037032404,147.9568,-0.6910294,2125,-0.093,10000099.SH,22
139,139,20150331,2.75,0.095,0.0663,0.0663,-0.432880845,0.1198,0.0621,-0.465907303,935,-0.038032048,83.9948,-0.709661063,1244,-0.043,10000091.SH,22
140,140,20150331,2.7,0.1236,0.0865,0.0865,-0.428901734,0.151,0.0833,-0.467647993,832,-0.037805489,98.4911,-0.71057044,1201,0.007,10000083.SH,22
141,141,20150331,2.65,0.1572,0.1198,0.1198,-0.312186978,0.1889,0.1116,-0.463930015,1052,-0.036844265,159.9948,-0.710232067,1217,0.057,10000075.SH,22
142,142,20150331,2.6,0.1942,0.1449,0.1496,-0.298128342,0.2297,0.145,-0.469692881,711,-0.037242569,134.5094,-0.7173379,881,0.107,10000067.SH,22
143,143,20150401,2.85,0.034,0.0492,0.0492,0.308943089,0.0577,0.0339,-0.444258532,2216,-0.03778374,99.8827,-0.698304419,1781,-0.097,10000117.SH,21
144,144,20150401,2.8,0.0453,0.0681,0.0681,0.334801762,0.0749,0.045,-0.444005033,2231,-0.037207982,136.7225,-0.67950357,2670,-0.047,10000099.SH,21
145,145,20150401,2.75,0.0638,0.0905,0.0905,0.295027624,0.0974,0.0638,-0.443785335,2244,-0.036577257,177.0793,-0.689950836,2176,0.003,10000091.SH,21
146,146,20150401,2.7,0.0875,0.1145,0.1137,0.230430959,0.1249,0.0869,-0.461107732,1219,-0.03742127,123.0753,-0.701815039,1615,0.053,10000083.SH,21
147,147,20150401,2.65,0.117,0.145,0.1418,0.174894217,0.1577,0.1145,-0.463524418,1076,-0.037016263,148.9896,-0.708371016,1305,0.103,10000075.SH,21
148,148,20150401,2.6,0.1514,0.1801,0.1801,0.159355913,0.1902,0.1476,-0.474357253,435,-0.038187482,74.0494,-0.717464789,875,0.153,10000067.SH,21
149,149,20150402,2.85,0.0512,0.0522,0.0522,0.019157088,0.0621,0.0451,-0.44290654,2296,-0.037418061,123.2806,-0.671974772,3026,-0.111,10000117.SH,20
150,150,20150402,2.8,0.08,0.068,0.068,-0.176470588,0.0833,0.0564,-0.448534206,1963,-0.037218098,136.0752,-0.662965591,3452,-0.061,10000099.SH,20
151,151,20150402,2.75,0.1025,0.088,0.088,-0.164772727,0.1049,0.0766,-0.451880387,1765,-0.036907601,155.9423,-0.676923476,2792,-0.011,10000091.SH,20
152,152,20150402,2.7,0.1196,0.1122,0.1122,-0.065953654,0.1342,0.096,-0.461766828,1180,-0.037242469,134.5158,-0.70054614,1675,0.039,10000083.SH,20
153,153,20150402,2.65,0.1515,0.146,0.146,-0.037671233,0.1683,0.1275,-0.470402677,669,-0.037835715,96.5571,-0.709259245,1263,0.089,10000075.SH,20
154,154,20150402,2.6,0.1882,0.178,0.1747,-0.077275329,0.2,0.1598,-0.475438847,371,-0.038294143,67.2247,-0.715307662,977,0.139,10000067.SH,20
155,155,20150403,2.85,0.0502,0.0601,0.0601,0.164725458,0.0651,0.0502,-0.451474789,1789,-0.037751258,101.9611,-0.662161955,3490,-0.077,10000117.SH,19
156,156,20150403,2.8,0.0652,0.078,0.078,0.164102564,0.083,0.0633,-0.453130979,1691,-0.037386537,125.2977,-0.661696692,3512,-0.027,10000099.SH,19
157,157,20150403,2.75,0.0859,0.0997,0.0997,0.138415246,0.1077,0.0794,-0.462594923,1131,-0.03767621,106.763,-0.674406827,2911,0.023,10000091.SH,19
158,158,20150403,2.7,0.1091,0.1254,0.1254,0.129984051,0.135,0.109,-0.469743581,708,-0.038014976,85.0871,-0.69792375,1799,0.073,10000083.SH,19
