,Unnamed: 0,trade_date,price,open,settle,close,per,high,low,normcjl,vol,normcje,amount,normccl,oi,jc,ts_code,dt
1870,1870,20170901,2.85,0.0208,0.0178,0.0178,-0.168539326,0.0248,0.0151,0.623003936,65368,-0.019090973,1295.9355,1.636638347,112189,-0.09,10000981.SH,26
1871,1871,20170904,2.9,0.0094,0.0087,0.0087,-0.08045977,0.0101,0.0072,-0.106835134,22182,-0.036381806,189.5852,0.527092189,59724,-0.136,10001003.SH,23
1872,1872,20170904,2.85,0.0171,0.0178,0.0178,0.039325843,0.0191,0.0148,0.14353688,36997,-0.029797942,610.8523,1.739292251,117043,-0.086,10000981.SH,23
1873,1873,20170905,2.9,0.0089,0.0093,0.0093,0.043010753,0.0122,0.0089,0.122412006,35747,-0.033459967,376.5384,0.691752941,67510,-0.118,10001003.SH,22
1874,1874,20170905,2.85,0.019,0.0203,0.0203,0.064039409,0.0242,0.0174,0.492012813,57617,-0.020573442,1201.08,1.696805293,115034,-0.068,10000981.SH,22
1875,1875,20170906,2.9,0.0094,0.008,0.008,-0.175,0.0102,0.0065,0.01053467,29127,-0.035698368,233.3148,0.691731793,67509,-0.136,10001003.SH,21
1876,1876,20170906,2.85,0.0188,0.016,0.016,-0.175,0.02,0.0145,0.315611659,47179,-0.027003705,789.641,1.797302069,119786,-0.086,10000981.SH,21
1877,1877,20170907,2.9,0.0086,0.0033,0.0033,-1.606060606,0.0092,0.0032,0.031828543,30387,-0.036413529,187.5554,0.646220627,65357,-0.157,10001003.SH,20
1878,1878,20170907,2.85,0.0167,0.008,0.008,-1.0875,0.0225,0.0079,0.340708011,48664,-0.029108589,654.9604,1.813861197,120569,-0.107,10000981.SH,20
1879,1879,20170908,2.9,0.004,0.0037,0.0037,-0.081081081,0.005,0.003,-0.143220618,20029,-0.038174786,74.8617,0.605404386,63427,-0.162,10001003.SH,19
1880,1880,20170908,2.85,0.0087,0.0081,0.0081,-0.074074074,0.0106,0.0069,0.200996539,40397,-0.03385939,350.9814,1.924318827,125792,-0.112,10000981.SH,19
1881,1881,20170911,2.9,0.0033,0.0033,0.0033,0,0.0058,0.003,-0.221619253,15390,-0.038339735,64.3075,0.640996994,65110,-0.17,10001003.SH,16
1882,1882,20170911,2.85,0.008,0.0075,0.0075,-0.066666667,0.012,0.0074,0.155586509,37710,-0.03387114,350.2296,2.015277714,130093,-0.12,10000981.SH,16
1883,1883,20170912,2.9,0.0033,0.004,0.004,0.175,0.0047,0.0031,-0.252968567,13535,-0.038521225,52.6949,0.71355685,68541,-0.154,10001003.SH,15
1884,1884,20170912,2.85,0.008,0.0088,0.0088,0.090909091,0.0105,0.0075,0.028549963,30193,-0.035317543,257.6818,2.03763148,131150,-0.104,10000981.SH,15
1885,1885,20170913,2.9,0.0038,0.0026,0.0026,-0.461538462,0.0042,0.0026,-0.300913582,10698,-0.038781543,36.0385,0.701840686,67987,-0.161,10001003.SH,14
1886,1886,20170913,2.85,0.0088,0.0071,0.0071,-0.23943662,0.0091,0.0063,-7.85E-05,28499,-0.035852958,223.4234,1.999966337,129369,-0.111,10000981.SH,14
1887,1887,20170914,2.9,0.003,0.0015,0.0015,-1,0.0034,0.0012,-0.030312388,26710,-0.038540161,51.4833,0.478387628,57421,-0.178,10001003.SH,13
1888,1888,20170914,2.85,0.0075,0.0028,0.0028,-1.678571429,0.0081,0.0025,0.219147032,41471,-0.036519299,180.7877,1.805719097,120184,-0.128,10000981.SH,13
1889,1889,20170915,2.9,0.0013,0.0011,0.0011,-0.181818182,0.0018,0.0011,-0.364575505,6931,-0.039194658,9.6054,0.447997504,55984,-0.178,10001003.SH,12
1890,1890,20170915,2.85,0.0028,0.002,0.002,-0.4,0.0036,0.0015,-0.032272776,26594,-0.038285855,67.755,1.671258133,113826,-0.128,10000981.SH,12
1891,1891,20170918,2.9,0.0008,0.0007,0.0007,-0.142857143,0.0017,0.0006,-0.357257848,7364,-0.039225241,7.6486,0.416423075,54491,-0.171,10001003.SH,9
1892,1892,20170918,2.85,0.0019,0.0016,0.0016,-0.1875,0.0037,0.0011,0.020945008,29743,-0.038324783,65.2642,1.507358719,106076,-0.121,10000981.SH,9
1893,1893,20170919,2.9,0.0007,0.0006,0.0006,-0.166666667,0.0007,0.0005,-0.413754213,4021,-0.039306029,2.4794,0.374380232,52503,-0.18,10001003.SH,8
1894,1894,20170919,2.85,0.0015,0.0009,0.0009,-0.666666667,0.002,0.0007,-0.147682192,19765,-0.039025459,20.4316,1.318694633,97155,-0.13,10000981.SH,8
1895,1895,20170920,2.9,0.0005,0.0003,0.0003,-0.666666667,0.0006,0.0003,-0.442450243,2323,-0.039327126,1.1295,0.352005319,51445,-0.183,10001003.SH,7
1896,1896,20170920,2.85,0.0008,0.0006,0.0006,-0.333333333,0.0009,0.0005,-0.320551266,9536,-0.039245913,6.3259,1.186771467,90917,-0.133,10000981.SH,7
1897,1897,20170921,2.9,0.0003,0.0003,0.0003,0,0.0005,0.0002,-0.432394802,2918,-0.039330141,0.9366,0.319098546,49889,-0.172,10001003.SH,6
1898,1898,20170921,2.85,0.0006,0.0006,0.0006,0,0.0011,0.0003,-0.347777004,7925,-0.039257222,5.6023,1.117764526,87654,-0.122,10000981.SH,6
1899,1899,20170922,2.9,0.0002,0.0003,0.0003,0.333333333,0.0004,0.0001,-0.379819214,6029,-0.039325169,1.2547,0.223465882,45367,-0.171,10001003.SH,5
1900,1900,20170922,2.85,0.0005,0.0004,0.0005,0,0.0007,0.0002,-0.308146739,10270,-0.039273547,4.5577,0.951369612,79786,-0.121,10000981.SH,5
1901,1901,20170925,2.85,0.0004,0.0002,0.0002,-1,0.0005,0.0001,-0.401231387,4762,-0.039324902,1.2718,0.913408393,77991,-0.121,10000981.SH,2
1902,1902,20170925,2.9,0.0002,0.0002,0.0002,0,0.0002,0.0001,-0.455463165,1553,-0.039341631,0.2014,0.201513935,44329,-0.171,10001003.SH,2
1903,1903,20170926,2.85,0.0002,0.0001,0.0001,-1,0.0003,0.0001,-0.429792218,3072,-0.039337867,0.4422,0.876208514,76232,-0.119,10000981.SH,1
1904,1904,20170926,2.9,0.0002,0.0001,0.0001,-1,0.0002,0.0001,-0.424536349,3383,-0.039338432,0.4061,0.169368501,42809,-0.169,10001003.SH,1
1905,1905,20170927,2.85,0.0001,0,0.0001,0,0.0001,0.0001,-0.428457126,3151,-0.039339854,0.3151,0.822787879,73706,-0.139,10000981.SH,0
1906,1906,20170927,2.9,0.0001,0,0.0001,0,0.0001,0.0001,-0.472481364,546,-0.039343925,0.0546,0.165181136,42611,-0.189,10001003.SH,0
1907,1907,20171009,2.85,0.0324,0.0172,0.0172,-0.88372093,0.048,0.0163,-0.182884683,17682,-0.031578938,496.8957,-0.59309157,6756,-0.1,10001021.SH,44
1908,1908,20171010,2.85,0.0178,0.0189,0.0189,0.058201058,0.0225,0.0164,-0.206037545,16312,-0.034595478,303.883,-0.444228606,13795,-0.104,10001021.SH,43
1909,1909,20171011,2.85,0.0188,0.0202,0.0202,0.069306931,0.0211,0.018,-0.258038537,13235,-0.035361322,254.8806,-0.336541404,18887,-0.088,10001021.SH,42
1910,1910,20171012,2.85,0.0193,0.0201,0.0201,0.039800995,0.0213,0.018,-0.334645782,8702,-0.036700041,169.223,-0.263791213,22327,-0.077,10001021.SH,41
1911,1911,20171013,2.85,0.0195,0.019,0.019,-0.026315789,0.0205,0.0182,-0.344143526,8140,-0.036882675,157.5372,-0.219485501,24422,-0.079,10001021.SH,40
1912,1912,20171016,2.85,0.0174,0.0187,0.0187,0.069518717,0.0224,0.0172,-0.163365299,18837,-0.033440961,377.7545,-0.118079347,29217,-0.069,10001021.SH,37
1913,1913,20171017,2.9,0.0085,0.0068,0.0068,-0.25,0.0091,0.0063,-0.282526492,11786,-0.03800921,85.4561,-0.575496175,7588,-0.121,10001023.SH,36
1914,1914,20171017,2.85,0.0183,0.0158,0.0158,-0.158227848,0.0197,0.0146,-0.192247227,17128,-0.034986747,278.8477,-0.069015265,31537,-0.071,10001021.SH,36
1915,1915,20171018,2.9,0.0063,0.0079,0.0079,0.202531646,0.008,0.006,-0.290435645,11318,-0.038121947,78.2426,-0.497480054,11277,-0.098,10001023.SH,35
1916,1916,20171018,2.85,0.0156,0.0187,0.0187,0.165775401,0.019,0.015,-0.172896842,18273,-0.034593863,303.9863,0.013230518,35426,-0.048,10001021.SH,35
1917,1917,20171019,2.9,0.0078,0.0081,0.0081,0.037037037,0.0091,0.0074,-0.265761791,12778,-0.037723879,103.7129,-0.422847663,14806,-0.094,10001023.SH,34
1918,1918,20171019,2.85,0.0177,0.0188,0.0186,0.048387097,0.0203,0.0174,0.076427379,33026,-0.029643914,620.7078,0.24290118,46286,-0.044,10001021.SH,34
1919,1919,20171020,2.9,0.0076,0.0064,0.0064,-0.1875,0.0085,0.006,-0.222565647,15334,-0.037747272,102.2161,-0.342209152,18619,-0.11,10001023.SH,33
1920,1920,20171020,2.85,0.0186,0.0147,0.0147,-0.265306122,0.0186,0.0142,-0.017299465,27480,-0.032725319,423.5447,0.337286094,50749,-0.06,10001021.SH,33
1921,1921,20171023,2.9,0.0064,0.0049,0.0049,-0.306122449,0.0074,0.0044,-0.279704208,11953,-0.038352969,63.4607,-0.253343947,22821,-0.109,10001023.SH,30
1922,1922,20171023,2.85,0.0148,0.0127,0.0127,-0.165354331,0.017,0.0108,-0.082651377,23613,-0.034623236,302.1069,0.43903062,55560,-0.059,10001021.SH,30
1923,1923,20171024,2.9,0.0047,0.0085,0.0085,0.447058824,0.0091,0.0047,-0.095985398,22824,-0.036652417,172.2702,-0.050235564,32425,-0.094,10001023.SH,29
1924,1924,20171024,2.85,0.0126,0.0191,0.0191,0.340314136,0.0212,0.012,0.574163225,62478,-0.02182396,1121.0659,0.635350395,64843,-0.044,10001021.SH,29
1925,1925,20171025,2.9,0.0082,0.0071,0.0071,-0.154929577,0.0105,0.0068,-0.070686248,24321,-0.036142994,204.8655,0.123645852,40647,-0.098,10001023.SH,28
1926,1926,20171025,2.85,0.0187,0.0174,0.0174,-0.074712644,0.0231,0.0168,0.429195885,53900,-0.022922701,1050.7632,0.87136555,76003,-0.048,10001021.SH,28
1927,1927,20171026,2.9,0.0073,0.012,0.012,0.391666667,0.0142,0.0071,0.582393476,62965,-0.027859368,734.8916,0.367929997,52198,-0.073,10001023.SH,27
1928,1928,20171026,2.85,0.0181,0.0272,0.0272,0.334558824,0.0317,0.018,1.661688672,126829,0.01306042,3353.1356,1.180617308,90626,-0.023,10001021.SH,27
1929,1929,20171027,2.95,0.0045,0.0071,0.0071,0.366197183,0.0071,0.0041,0.233985144,42349,-0.035788393,227.5546,-0.260132555,22500,-0.077,10001035.SH,26
1930,1930,20171027,2.9,0.0122,0.0175,0.0175,0.302857143,0.0183,0.0116,0.939555957,84099,-0.020510774,1205.0898,0.620419687,64137,-0.027,10001023.SH,26
1931,1931,20171027,2.85,0.0279,0.0422,0.0422,0.338862559,0.0422,0.0261,2.121061747,154011,0.042563151,5240.8616,0.941916317,79339,0.023,10001021.SH,26
1932,1932,20171030,2.95,0.0074,0.0058,0.0058,-0.275862069,0.0093,0.004,0.161366275,38052,-0.035629372,237.7295,-0.013374058,34168,-0.089,10001035.SH,23
1933,1933,20171030,2.9,0.0199,0.0152,0.0152,-0.309210526,0.0233,0.0104,1.144348942,96217,-0.014922152,1562.6766,0.690737822,67462,-0.039,10001023.SH,23
1934,1934,20171030,2.85,0.0433,0.0344,0.0344,-0.25872093,0.0505,0.0275,2.327139124,166205,0.056270385,6117.9161,1.08064924,85899,0.011,10001021.SH,23
1935,1935,20171031,2.95,0.0058,0.0045,0.0045,-0.288888889,0.0058,0.004,-0.28269549,11776,-0.038491721,54.5827,0.033300266,36375,-0.099,10001035.SH,22
1936,1936,20171031,2.9,0.0152,0.0119,0.0119,-0.277310924,0.0152,0.0111,0.194912576,40037,-0.031571365,497.3802,0.873987941,76127,-0.049,10001023.SH,22
1937,1937,20171031,2.85,0.0323,0.0308,0.0308,-0.048701299,0.0334,0.0284,0.945487822,84450,0.000886647,2574.1993,1.367801012,99477,0.001,10001021.SH,22
1938,1938,20171101,2.95,0.0045,0.003,0.003,-0.5,0.0068,0.0027,0.0053464,28820,-0.037199608,137.2583,0.137138475,41285,-0.108,10001035.SH,21
1939,1939,20171101,2.9,0.012,0.0087,0.0087,-0.379310345,0.0176,0.0083,0.838612856,78126,-0.023877481,989.6718,1.019065357,82987,-0.058,10001023.SH,21
1940,1940,20171101,2.85,0.0315,0.0243,0.0243,-0.296296296,0.0409,0.0236,2.423198154,171889,0.047269757,5542.0128,1.514654887,106421,-0.008,10001021.SH,21
1941,1941,20171102,2.95,0.003,0.0029,0.0029,-0.034482759,0.0033,0.0022,-0.248033796,13827,-0.038778586,36.2277,0.165604102,42631,-0.103,10001035.SH,20
1942,1942,20171102,2.9,0.0084,0.0087,0.0087,0.034482759,0.0094,0.0063,0.217997839,41403,-0.034387683,317.1787,1.039177401,83938,-0.053,10001023.SH,20
1943,1943,20171102,2.85,0.0235,0.0259,0.0259,0.092664093,0.0268,0.0194,1.486064914,116437,0.001545143,2616.333,1.741914641,117167,-0.003,10001021.SH,20
1944,1944,20171103,2.95,0.0028,0.0029,0.0029,0.034482759,0.0029,0.0018,-0.229528406,14922,-0.038815234,33.8828,0.166323144,42665,-0.099,10001035.SH,19
1945,1945,20171103,2.9,0.0083,0.008,0.008,-0.0375,0.009,0.0052,0.113167761,35200,-0.035479971,247.2889,1.100549801,86840,-0.049,10001023.SH,19
1946,1946,20171103,2.85,0.026,0.0254,0.0254,-0.023622047,0.0271,0.0175,1.411384258,112018,-0.00032242,2496.8374,1.939926281,126530,0.001,10001021.SH,19
1947,1947,20171106,2.95,0.0026,0.0021,0.0021,-0.238095238,0.0026,0.0019,-0.344684323,8108,-0.039072293,17.4349,0.173978833,43027,-0.107,10001035.SH,16
1948,1948,20171106,2.9,0.008,0.0063,0.0063,-0.26984127,0.0081,0.0056,0.014016049,29333,-0.036363443,190.7601,1.17095253,90169,-0.057,10001023.SH,16
1949,1949,20171106,2.85,0.025,0.0219,0.0219,-0.141552511,0.025,0.0184,1.219367597,100656,-0.006489095,2102.264,2.145614758,136256,-0.007,10001021.SH,16
1950,1950,20171107,2.95,0.0022,0.0041,0.0041,0.463414634,0.0044,0.0022,-0.014663081,27636,-0.037855862,95.268,0.338829921,50822,-0.075,10001035.SH,15
1951,1951,20171107,2.9,0.0069,0.0145,0.0145,0.524137931,0.0148,0.0067,1.206557473,99898,-0.020605747,1199.013,1.116157255,87578,-0.025,10001023.SH,15
1952,1952,20171107,2.85,0.024,0.0396,0.0396,0.393939394,0.0421,0.0231,2.961003663,203712,0.074605991,7291.116,1.559658493,108549,0.025,10001021.SH,15
1953,1953,20171108,2.95,0.004,0.0034,0.0034,-0.176470588,0.0076,0.0029,0.223490306,41728,-0.035902932,220.2258,0.453834438,56260,-0.076,10001035.SH,14
1954,1954,20171108,2.946,0.0089,0.0092,0.0092,0.032608696,0.0158,0.0085,-0.020392147,27297,-0.03433629,320.4671,-0.393388065,16199,-0.072,10001045.SH,49
1955,1955,20171108,2.9,0.0143,0.0126,0.0126,-0.134920635,0.0232,0.0111,1.851153448,138040,-0.002427045,2362.1734,1.17670487,90441,-0.026,10001023.SH,14
1956,1956,20171108,2.85,0.0395,0.039,0.039,-0.012820513,0.0568,0.0366,2.751208308,191298,0.098144923,8797.2496,1.461593773,103912,0.024,10001021.SH,14
1957,1957,20171109,2.95,0.0034,0.0043,0.0043,0.209302326,0.0045,0.0028,-0.10073427,22543,-0.038103995,79.3913,0.530729698,59896,-0.065,10001035.SH,13
1958,1958,20171109,2.946,0.0091,0.011,0.011,0.172727273,0.0116,0.0089,-0.141851726,20110,-0.036163344,203.5634,-0.251186819,22923,-0.061,10001045.SH,48
1959,1959,20171109,2.9,0.0125,0.0155,0.0155,0.193548387,0.0155,0.0112,1.05714546,91057,-0.020367801,1214.2379,1.293951109,95985,-0.015,10001023.SH,13
1960,1960,20171109,2.85,0.0396,0.044,0.044,0.1,0.044,0.0355,1.617748933,124229,0.037866486,4940.3465,1.473880942,104493,0.035,10001021.SH,13
1961,1961,20171110,2.95,0.0043,0.0093,0.0093,0.537634409,0.0105,0.0042,0.701875768,70035,-0.031179997,522.4218,0.435287369,55383,-0.032,10001035.SH,12
1962,1962,20171110,2.946,0.0112,0.0203,0.0203,0.448275862,0.0216,0.011,0.328590782,47947,-0.026516239,820.8314,-0.031328974,33319,-0.028,10001045.SH,47
1963,1963,20171110,2.9,0.0161,0.0321,0.0321,0.498442368,0.0342,0.0147,3.124070795,213361,0.040895298,5134.1444,0.970529982,80692,0.018,10001023.SH,12
1964,1964,20171110,2.85,0.0443,0.072,0.072,0.384722222,0.0751,0.0434,2.546111125,179162,0.12168634,10303.5422,0.697336096,67774,0.068,10001021.SH,12
1965,1965,20171113,2.95,0.0105,0.0121,0.0121,0.132231405,0.0173,0.0104,1.308075171,105905,-0.016795743,1442.7953,0.544539546,60549,-0.022,10001035.SH,9
1966,1966,20171113,2.946,0.0206,0.0232,0.0232,0.112068966,0.0293,0.0206,0.252000437,43415,-0.021929208,1114.3316,0.344116998,51072,-0.018,10001045.SH,44
1967,1967,20171113,2.9,0.0373,0.0387,0.0387,0.036175711,0.0473,0.035,2.094359905,152431,0.05734994,6186.9912,0.758475864,70665,0.028,10001023.SH,9
1968,1968,20171113,2.85,0.0748,0.0816,0.0816,0.083333333,0.0906,0.0746,1.159034955,97086,0.087394193,8109.3664,0.472889067,57161,0.078,10001021.SH,9
1969,1969,20171114,3.044,0.0061,0.0059,0.0059,-0.033898305,0.0088,0.0056,-0.054191946,25297,-0.036704356,168.9469,-0.38894692,16409,-0.131,10001053.SH,43
1970,1970,20171114,2.95,0.0123,0.0066,0.0066,-0.863636364,0.0157,0.0058,0.996001622,87439,-0.026919311,795.0409,0.828328737,73968,-0.037,10001035.SH,8
1971,1971,20171114,2.946,0.023,0.0188,0.0188,-0.223404255,0.0256,0.0181,0.08634762,33613,-0.028621271,686.1414,0.448378174,56002,-0.033,10001045.SH,43
1972,1972,20171114,2.9,0.0391,0.0276,0.0276,-0.416666667,0.0438,0.0269,1.974201618,145321,0.033409672,4655.1782,0.899429359,77330,0.013,10001023.SH,8
1973,1973,20171114,2.85,0.0819,0.068,0.068,-0.204411765,0.087,0.0673,0.574906821,62522,0.032831414,4618.1785,0.349065703,51306,0.063,10001021.SH,8
1974,1974,20171115,2.95,0.0052,0.0034,0.0034,-0.529411765,0.0076,0.003,0.225721093,41860,-0.036371112,190.2694,0.80599612,72912,-0.049,10001035.SH,7
1975,1975,20171115,3.044,0.0055,0.0054,0.0054,-0.018518519,0.0074,0.0054,-0.169364763,18482,-0.037528233,116.2313,-0.182856625,26154,-0.143,10001053.SH,42
1976,1976,20171115,2.946,0.0181,0.0157,0.0157,-0.152866242,0.0204,0.0157,-0.113121897,21810,-0.033389066,381.075,0.615132609,63887,-0.045,10001045.SH,42
1977,1977,20171115,2.9,0.0249,0.0172,0.0172,-0.447674419,0.0296,0.0172,2.318046978,165667,0.015575244,3514.0461,1.123199643,87911,0.001,10001023.SH,7
1978,1978,20171115,2.85,0.0632,0.054,0.054,-0.17037037,0.0708,0.0538,0.933911391,83765,0.038717432,4994.7941,0.417903457,54561,0.051,10001021.SH,7
1979,1979,20171116,2.95,0.0033,0.0078,0.0078,0.576923077,0.0078,0.0025,0.670610953,68185,-0.034042504,339.2649,0.672169605,66584,-0.018,10001035.SH,6
1980,1980,20171116,3.044,0.0056,0.008,0.008,0.3,0.0082,0.0051,-0.189695342,17279,-0.037545377,115.1343,-0.031032898,33333,-0.112,10001053.SH,41
1981,1981,20171116,2.946,0.015,0.0225,0.0225,0.333333333,0.0239,0.0144,0.051314128,31540,-0.029527623,628.1486,0.60597539,63454,-0.014,10001045.SH,41
1982,1982,20171116,2.9,0.016,0.0362,0.0362,0.55801105,0.0373,0.015,2.82494257,195661,0.042601413,5243.3098,0.837168731,74386,0.032,10001023.SH,6
1983,1983,20171116,2.85,0.0532,0.0827,0.0827,0.356711004,0.0848,0.0518,0.995798824,87427,0.05742658,6191.895,0.081032005,38632,0.082,10001021.SH,6
1984,1984,20171117,3.044,0.0077,0.0113,0.0113,0.318584071,0.0118,0.0068,0.335384542,48349,-0.032281984,451.9114,0.187957867,43688,-0.054,10001053.SH,40
1985,1985,20171117,2.946,0.0224,0.0381,0.0381,0.412073491,0.039,0.0218,1.000412496,87700,0.001101204,2587.9277,0.695707676,67697,0.044,10001045.SH,40
1986,1986,20171117,2.95,0.0076,0.04,0.0353,0.78470255,0.0357,0.0057,2.27554373,163152,-0.00141229,2427.1023,0.160930325,42410,0.04,10001035.SH,5
1987,1987,20171117,2.9,0.0345,0.09,0.0798,0.567669173,0.081,0.0324,3.751226074,250471,0.146261158,11875.9568,0.076252486,38406,0.09,10001023.SH,5
1988,1988,20171117,2.85,0.081,0.14,0.1245,0.34939759,0.1321,0.0786,1.09588003,93349,0.101349991,9002.3252,-0.200029054,25342,0.14,10001021.SH,5
1989,1989,20171120,3.142,0.004,0.0075,0.0075,0.466666667,0.0077,0.0029,0.212285673,41065,-0.03635503,191.2984,-0.280434934,21540,-0.146,10001061.SH,37
1990,1990,20171120,3.044,0.012,0.02,0.02,0.4,0.02,0.0092,0.743162223,72478,-0.024898778,924.3243,0.470901125,57067,-0.048,10001053.SH,37
1991,1991,20171120,2.95,0.0348,0.046,0.0419,0.169451074,0.0443,0.0174,2.970180308,204255,0.054345742,5994.7682,-0.196010875,25532,0.046,10001035.SH,2
1992,1992,20171120,2.946,0.0379,0.05,0.05,0.242,0.0504,0.03,1.547259451,120058,0.033751045,4677.0209,0.773787241,71389,0.05,10001045.SH,37
1993,1993,20171120,2.9,0.0799,0.096,0.0915,0.126775956,0.0929,0.0557,0.867596184,79841,0.05233876,5866.3519,-0.208763307,24929,0.096,10001023.SH,2
1994,1994,20171120,2.85,0.13,0.146,0.1413,0.079971691,0.1434,0.1032,0.000682028,28544,0.015955618,3538.3842,-0.313214817,19990,0.146,10001021.SH,2
1995,1995,20171121,3.142,0.0075,0.0136,0.0136,0.448529412,0.0189,0.0067,1.570496814,121433,-0.011478348,1783.0277,0.540034955,60336,-0.096,10001061.SH,36
1996,1996,20171121,3.044,0.0192,0.0349,0.0349,0.449856734,0.0466,0.0166,2.615079615,183243,0.06358754,6586.1027,0.854045083,75184,0.002,10001053.SH,36
1997,1997,20171121,2.946,0.048,0.0843,0.0843,0.430604982,0.1036,0.0453,2.105091341,153066,0.1571978,12575.7355,0.766279591,71034,0.1,10001045.SH,36
1998,1998,20171121,2.95,0.0398,0.096,0.0912,0.563596491,0.1198,0.0373,0.986909476,86901,0.06877583,6918.0744,-0.526284054,9915,0.096,10001035.SH,1
1999,1999,20171121,2.9,0.0899,0.146,0.142,0.366901408,0.1691,0.086,0.254417123,43558,0.053618773,5948.2533,-0.505030001,10920,0.146,10001023.SH,1
2000,2000,20171121,2.85,0.1405,0.196,0.1915,0.266318538,0.2174,0.1358,-0.02661131,26929,0.038734067,4995.8585,-0.510866935,10644,0.196,10001021.SH,1
2001,2001,20171122,3.142,0.0163,0.0195,0.0195,0.164102564,0.0321,0.0148,2.307400041,165037,0.023104821,3995.8245,1.421898393,102035,-0.075,10001061.SH,35
2002,2002,20171122,3.044,0.0431,0.0436,0.0436,0.01146789,0.0638,0.037,3.057333091,209412,0.13020175,10848.3989,0.969726347,80654,0.023,10001053.SH,35
2003,2003,20171122,2.946,0.091,0.0993,0.0993,0.083585096,0.1277,0.0881,1.795907676,134771,0.190692228,14718.8694,0.807391908,72978,0.121,10001045.SH,35
2004,2004,20171122,2.95,0.0969,0.117,0.1128,0.140957447,0.1416,0.0958,-0.106311237,22213,0.002437947,2673.4589,-0.68001113,2646,0.117,10001035.SH,0
2005,2005,20171122,2.9,0.1484,0.167,0.1677,0.115086464,0.1917,0.146,-0.188715148,17337,0.007267665,2982.4874,-0.632363984,4899,0.167,10001023.SH,0
2006,2006,20171122,2.85,0.1955,0.217,0.2163,0.096162737,0.2399,0.1948,-0.34676301,7985,-0.012228784,1735.0112,-0.594275875,6700,0.217,10001021.SH,0
2007,2007,20171123,3.24,0.009,0.0051,0.0051,-0.764705882,0.0123,0.0043,0.839390252,78172,-0.028775667,676.2624,0.151773106,41977,-0.249,10001067.SH,34
2008,2008,20171123,3.142,0.0203,0.0104,0.0104,-0.951923077,0.0251,0.007,1.788725219,134346,-0.002549046,2354.3672,1.913406298,125276,-0.151,10001061.SH,34
2009,2009,20171123,3.044,0.044,0.02,0.02,-1.2,0.0514,0.0119,2.912788249,200859,0.071486032,7091.4861,1.470391471,104328,-0.053,10001053.SH,34
2010,2010,20171123,2.946,0.0979,0.0475,0.0475,-1.061052632,0.1107,0.0329,2.096320294,152547,0.145048222,11798.3473,1.060325713,84938,0.045,10001045.SH,34
2011,2011,20171124,3.24,0.005,0.0056,0.0056,0.107142857,0.0069,0.0038,0.218859734,41454,-0.036012968,213.1852,0.279762687,48029,-0.25,10001067.SH,33
2012,2012,20171124,3.142,0.0105,0.0115,0.0115,0.086956522,0.0143,0.0082,0.821949555,77140,-0.026527649,820.1013,1.951473259,127076,-0.152,10001061.SH,33
2013,2013,20171124,3.044,0.02,0.0248,0.0248,0.193548387,0.0256,0.0176,1.583678735,122213,0.002003595,2645.667,1.653937666,113007,-0.054,10001053.SH,33
2014,2014,20171124,2.946,0.049,0.053,0.053,0.075471698,0.0597,0.0421,3.328187784,225439,0.136113487,11226.6602,1.286570348,95636,0.044,10001045.SH,33
2015,2015,20171127,3.24,0.0051,0.0037,0.0037,-0.378378378,0.0056,0.0035,0.019170518,29638,-0.037259636,133.4174,0.364778899,52049,-0.274,10001067.SH,30
2016,2016,20171127,3.142,0.0115,0.0078,0.0078,-0.474358974,0.0115,0.0077,0.476279006,56686,-0.031431892,506.3044,1.889635596,124152,-0.176,10001061.SH,30
2017,2017,20171127,3.044,0.0233,0.0192,0.0192,-0.213541667,0.0238,0.0166,1.240982569,101935,-0.008881695,1949.174,1.810836988,120426,-0.078,10001053.SH,30
2018,2018,20171127,2.946,0.052,0.0444,0.0444,-0.171171171,0.0535,0.0355,3.021184206,207273,0.096963908,8721.6826,1.493760355,105433,0.02,10001045.SH,30
2019,2019,20171128,3.24,0.0035,0.0026,0.0026,-0.346153846,0.0045,0.0026,-0.061729302,24851,-0.037975903,87.587232,0.316433859,49763,-0.344,10001067.SH,29
2020,2020,20171128,3.142,0.0077,0.0068,0.0068,-0.132352941,0.0095,0.0057,0.252253935,43430,-0.034280225,324.054414,1.864553699,122966,-0.246,10001061.SH,29
2021,2021,20171128,3.044,0.0187,0.017,0.017,-0.1,0.0205,0.014,0.556823928,61452,-0.022711905,1064.250918,1.86053552,122776,-0.148,10001053.SH,29
2022,2022,20171128,2.946,0.0438,0.0374,0.0374,-0.171122995,0.044,0.0319,0.741303234,72368,0.004899158,2830.938981,1.498772505,105670,-0.05,10001045.SH,29
2023,2023,20171128,2.9,0.0656,0.055,0.055,-0.192727273,0.0664,0.0473,0.338342025,48524,0.003762496,2758.2099,-0.474216912,12377,-0.004,10001087.SH,29
2024,2024,20171129,3.24,0.0027,0.0034,0.0034,0.205882353,0.0042,0.0025,-0.061442003,24868,-0.038001629,85.941132,0.457006685,56410,-0.35,10001067.SH,28
2025,2025,20171129,3.142,0.0068,0.007,0.007,0.028571429,0.0085,0.0056,0.29698797,46077,-0.034260418,325.321733,1.875762304,123496,-0.252,10001061.SH,28
2026,2026,20171129,3.044,0.0188,0.019,0.019,0.010526316,0.0209,0.0131,0.696231201,69701,-0.021575953,1136.934541,1.88432737,123901,-0.154,10001053.SH,28
