,trade_date,price,open,settle,close,per,high,low,normcjl,vol,normcje,amount,normccl,oi,jc,ts_code,dt,shibor,g_settle,q,iv
2983,20181207,2.45,0.0773,0.0695,0.0695,-0.112230216,0.0805,0.0677,-0.376675833,6215,-0.032230853,455.183,-0.519685781,10227,-0.025,10001565.SH,47,2.416,0.275,0.6270628443472517,0.44997406005859375
2984,20181210,2.7,0.0052,0.0047,0.0047,-0.106382979,0.0058,0.0042,-0.357325448,7360,-0.038791985,35.3704,-0.424899049,14709,-0.292,10001617.SH,44,2.453,0.0811,-0.6860972262296225,0.07505035400390625
2985,20181210,2.45,0.0653,0.0608,0.0608,-0.074013158,0.0653,0.0543,-0.288187958,11451,-0.028811436,673.9737,-0.427796368,14572,-0.042,10001565.SH,44,2.453,0.292,0.7059074122437982,0.462127685546875
2986,20181211,2.7,0.0047,0.0048,0.0048,0.020833333,0.0053,0.0041,-0.433898893,2829,-0.039138872,13.1749,-0.414705563,15191,-0.287,10001617.SH,43,2.463,0.0772,-0.6979004526371011,0.07361984252929688
2987,20181211,2.45,0.062,0.0611,0.0611,-0.014729951,0.062,0.0557,-0.382878096,5848,-0.033952831,345.0026,-0.367523681,17422,-0.037,10001565.SH,43,2.463,0.287,0.7190945640529943,0.462554931640625
2988,20181211,2.2,0.2331,0.2377,0.237,0.016455696,0.2386,0.2294,-0.476773939,292,-0.038277569,68.2852,-0.732268607,175,0.213,10001625.SH,43,2.463,0.0056,-0.044648405519686025,0.2052154541015625
2989,20181212,2.7,0.0055,0.0043,0.0043,-0.279069767,0.0056,0.0043,-0.407112552,4414,-0.039009039,21.4822,-0.44342497,13833,-0.281,10001617.SH,42,2.424,0.0738,-0.7035518402658232,0.06990432739257812
2990,20181212,2.45,0.064,0.0612,0.0612,-0.045751634,0.0658,0.0581,-0.298226498,10857,-0.028796196,674.9488,-0.325628876,19403,-0.031,10001565.SH,42,2.424,0.2817,0.7355830310272424,0.4622154235839844
2991,20181212,2.2,0.247,0.2411,0.2402,-0.028309742,0.2526,0.2375,-0.471078673,629,-0.036950917,153.1707,-0.728038945,375,0.219,10001625.SH,42,2.424,0.005,-0.03932941078942247,0.204681396484375
2992,20181213,2.7,0.0046,0.0054,0.0054,0.148148148,0.0065,0.0042,-0.39575582,5086,-0.038921126,27.1073,-0.404279446,15684,-0.247,10001617.SH,41,2.519,0.0552,-0.6627023222162972,0.06122589111328125
2993,20181213,2.45,0.0618,0.0717,0.0717,0.138075314,0.0783,0.0605,-0.160238817,19022,-0.018009944,1365.1049,-0.342547525,18603,0.003,10001565.SH,41,2.519,0.247,0.6989442372812793,0.45320701599121094
2994,20181213,2.2,0.2375,0.2709,0.2709,0.123292728,0.2791,0.2375,-0.474306554,438,-0.037511257,117.3175,-0.7260933,467,0.253,10001625.SH,41,2.519,0.0032,-0.030736192344160876,0.206329345703125
2995,20181214,2.7,0.0052,0.0039,0.0039,-0.333333333,0.0053,0.0039,-0.398409104,4929,-0.038991187,22.6245,-0.367100714,17442,-0.277,10001617.SH,40,2.655,0.0697,-0.7353902492507791,0.06687164306640625
2996,20181214,2.45,0.0694,0.0596,0.0596,-0.16442953,0.0706,0.059,-0.126641816,21010,-0.018602652,1327.1806,-0.19744896,25464,-0.027,10001565.SH,40,2.655,0.277,0.7759259433650519,0.4638023376464844
2997,20181214,2.2,0.2607,0.2436,0.2436,-0.070197044,0.263,0.2421,-0.474171354,446,-0.037600469,111.6093,-0.722498088,637,0.223,10001625.SH,40,2.655,0.0034,-0.04061311494707623,0.1951446533203125
2998,20181217,2.7,0.0037,0.0039,0.0039,0.051282051,0.0046,0.0033,-0.437363373,2624,-0.039180347,10.5211,-0.3566323,17937,-0.28,10001617.SH,37,2.625,0.0701,-0.8082500542523325,0.06981277465820312
2999,20181217,2.45,0.058,0.059,0.059,0.016949153,0.0621,0.0528,-0.127148813,20980,-0.020452929,1208.791,-0.086674105,30702,-0.03,10001565.SH,37,2.625,0.28,0.8398912266097075,0.48401641845703125
3000,20181217,2.2,0.238,0.2416,0.2416,0.014900662,0.248,0.2296,-0.469980179,694,-0.036765598,165.0283,-0.720150625,748,0.22,10001625.SH,37,2.625,0.0038,-0.048607883844693674,0.2061614990234375
3001,20181218,2.7,0.0038,0.003,0.003,-0.266666667,0.0044,0.003,-0.382066901,5896,-0.03901618,21.0253,-0.342039965,18627,-0.309,10001617.SH,36,2.669,0.0875,-0.8823468845906423,0.0784912109375
3002,20181218,2.45,0.0552,0.0465,0.0465,-0.187096774,0.0601,0.0458,-0.043038013,25957,-0.018369833,1342.0775,0.08196253,38676,-0.059,10001565.SH,36,2.669,0.309,0.9317755118131099,0.485687255859375
3003,20181218,2.2,0.227,0.2131,0.2131,-0.065227593,0.2427,0.2097,-0.453266178,1683,-0.033499402,374.0152,-0.708963168,1277,0.191,10001625.SH,36,2.669,0.0063,-0.04238458510610717,0.21277618408203125
3004,20181219,2.7,0.0032,0.002,0.002,-0.6,0.0032,0.0019,-0.357984544,7321,-0.039064367,17.9421,-0.350203213,18241,-0.335,10001617.SH,35,2.654,0.1051,-0.9478977202118508,0.08390045166015625
3005,20181219,2.45,0.0465,0.036,0.036,-0.291666667,0.0494,0.0333,0.065543843,32382,-0.018052359,1362.391,0.341832981,50964,-0.085,10001565.SH,35,2.654,0.335,1.019334195736521,0.48253631591796875
3006,20181219,2.2,0.2135,0.1888,0.1888,-0.130826271,0.2199,0.1842,-0.445475325,2144,-0.032617447,430.4469,-0.691748443,2091,0.165,10001625.SH,35,2.654,0.0087,-0.04184307304275451,0.21433258056640625
3007,20181220,2.7,0.0022,0.0025,0.0025,0.12,0.0029,0.0016,-0.369865173,6618,-0.039108271,15.1329,-0.334384277,18989,-0.369,10001617.SH,34,2.567,0.1332,-1.0179544925411128,0.10813140869140625
3008,20181220,2.45,0.0349,0.0301,0.0301,-0.159468439,0.0397,0.0256,0.403406638,52374,-0.014554223,1586.2185,0.623126671,64265,-0.119,10001565.SH,34,2.567,0.369,1.0935377914033686,0.5005378723144531
3009,20181220,2.2,0.1888,0.1616,0.1615,-0.169040248,0.192,0.1451,-0.360671628,7162,-0.020966301,1175.943,-0.651714689,3984,0.131,10001625.SH,34,2.567,0.016,-0.042955028587386174,0.23248291015625
3010,20181220,2.15,0.2208,0.2028,0.2028,-0.088757396,0.2387,0.1858,-0.43450729,2793,-0.030457737,568.6355,-0.717105268,892,0.181,10001633.SH,34,2.567,0.0086,-0.03707931217470392,0.2330474853515625
3011,20181221,2.7,0.0024,0.0018,0.0018,-0.333333333,0.0024,0.0018,-0.215670488,15742,-0.038834371,32.6583,-0.194784273,25590,-0.398,10001617.SH,33,2.486,0.1582,-1.0774811946419445,0.1185760498046875
3012,20181221,2.45,0.0286,0.0233,0.0233,-0.227467811,0.029,0.0213,0.324906604,47729,-0.021159239,1163.5979,0.888537979,76815,-0.148,10001565.SH,33,2.486,0.4,1.1867289303990154,0.5051193237304688
3013,20181221,2.2,0.1572,0.1389,0.1389,-0.13174946,0.1572,0.128,-0.373887349,6380,-0.025679856,874.3472,-0.619167438,5523,0.102,10001625.SH,33,2.486,0.0233,-0.041535147072671794,0.242523193359375
3014,20181221,2.15,0.1999,0.1775,0.1775,-0.126197183,0.1999,0.165,-0.324826941,9283,-0.013513335,1652.8195,-0.638793071,4595,0.152,10001633.SH,33,2.486,0.013,-0.03680602444195825,0.24138641357421875
3015,20181224,2.7,0.0015,0.0015,0.0015,0.0,0.0024,0.0011,-0.297516703,10899,-0.039061433,18.1298,-0.171478834,26692,-0.396,10001617.SH,30,2.316,0.1512,-1.211177614649907,0.11568450927734375
3016,20181224,2.45,0.021,0.0183,0.0183,-0.147540984,0.0263,0.0155,0.258574498,43804,-0.025371334,894.0879,1.093697748,86516,-0.146,10001565.SH,30,2.316,0.396,1.3169022268300081,0.49317169189453125
3017,20181224,2.2,0.1275,0.1349,0.1349,0.054855448,0.1467,0.1243,-0.337873663,8511,-0.021409439,1147.5889,-0.553544228,8626,0.104,10001625.SH,30,2.316,0.0184,-0.043835778975044544,0.2301788330078125
3018,20181224,2.15,0.17,0.1761,0.1761,0.034639409,0.1862,0.1619,-0.394285528,5173,-0.025400646,892.2124,-0.635134413,4768,0.154,10001633.SH,30,2.316,0.0093,-0.04591442549986718,0.22930145263671875
3019,20181224,2.1,0.2095,0.2209,0.2209,0.051607062,0.2302,0.2054,-0.436383179,2682,-0.030299146,578.7829,-0.717866607,856,0.204,10001641.SH,30,2.316,0.0049,-0.042205470410150936,0.2361297607421875
3020,20181225,2.7,0.0012,0.0016,0.0016,0.25,0.0019,0.0009,-0.321345561,9489,-0.039164575,11.5303,-0.088217932,30629,-0.408,10001617.SH,29,2.028,0.1623,-1.2680642210753392,0.1263885498046875
3021,20181225,2.45,0.0144,0.0162,0.0162,0.111111111,0.0191,0.0105,0.465192672,56030,-0.027144309,780.6445,1.252119749,94007,-0.158,10001565.SH,29,2.028,0.4119,1.4022493783626022,0.502838134765625
3022,20181225,2.2,0.1255,0.1252,0.1252,-0.002396166,0.1369,0.0947,-0.108051927,22110,-0.000114291,2510.1545,-0.507250574,10815,0.092,10001625.SH,29,2.028,0.0225,-0.03924605150901276,0.23935317993164062
3023,20181225,2.15,0.1624,0.1654,0.1654,0.018137848,0.1782,0.1302,-0.302620472,10597,-0.014204477,1608.5969,-0.609439215,5983,0.142,10001633.SH,29,2.028,0.0125,-0.04078148731724192,0.24258041381835938
3024,20181225,2.1,0.2114,0.2105,0.2105,-0.004275534,0.2226,0.171,-0.308738236,10235,-0.008959891,1944.1706,-0.64744273,4186,0.192,10001641.SH,29,2.028,0.0073,-0.04286401718318863,0.254241943359375
3025,20181226,2.7,0.001,0.0013,0.0013,0.230769231,0.0018,0.001,-0.325012839,9272,-0.03913521,13.4092,0.054025611,37355,-0.425,10001617.SH,28,2.029,0.1753,-1.3425895670294783,0.1324005126953125
3026,20181226,2.45,0.016,0.012,0.012,-0.333333333,0.0182,0.012,0.148556151,37294,-0.030797669,546.885,1.430548052,102444,-0.175,10001565.SH,28,2.029,0.425,1.4648790275494892,0.489501953125
3027,20181226,2.2,0.1257,0.1122,0.1122,-0.120320856,0.132,0.1083,-0.305544155,10424,-0.019783981,1251.5935,-0.492383311,11518,0.075,10001625.SH,28,2.029,0.0252,-0.049061534317762154,0.237335205078125
3028,20181226,2.15,0.1654,0.15,0.15,-0.102666667,0.1713,0.1465,-0.368276583,6712,-0.022829316,1056.7384,-0.577336078,7501,0.125,10001633.SH,28,2.029,0.0141,-0.04322483590416233,0.23969268798828125
3029,20181226,2.1,0.2044,0.195,0.195,-0.048205128,0.2155,0.19,-0.364271306,6949,-0.017321555,1409.1513,-0.599266877,6464,0.175,10001641.SH,28,2.029,0.008,-0.049949330741872015,0.250640869140625
3030,20181227,2.7,0.0012,0.0009,0.0009,-0.333333333,0.0018,0.0009,-0.155861743,19281,-0.038957876,24.7559,0.340352599,50894,-0.425,10001617.SH,27,1.793,0.175,-1.3951053037681092,0.126678466796875
3031,20181227,2.45,0.0173,0.0112,0.0112,-0.544642857,0.0188,0.0104,0.563397989,61841,-0.025706436,872.6465,1.708563754,115590,-0.175,10001565.SH,27,1.793,0.425,1.520709090809676,0.4908905029296875
3032,20181227,2.2,0.1345,0.1105,0.1105,-0.21719457,0.1387,0.105,-0.146701997,19823,-0.001520517,2420.1774,-0.423989672,14752,0.075,10001625.SH,27,1.793,0.0245,-0.04795171201187196,0.23691558837890625
3033,20181227,2.15,0.1682,0.1495,0.1501,-0.120586276,0.1799,0.143,-0.36700909,6787,-0.022216825,1095.9285,-0.561792069,8236,0.125,10001633.SH,27,1.793,0.0131,-0.050712306690120286,0.23812103271484375
3034,20181227,2.1,0.2184,0.1931,0.1931,-0.131020197,0.225,0.1859,-0.340662147,8346,-0.012524231,1716.1071,-0.584674542,7154,0.175,10001641.SH,27,1.793,0.0068,-0.0505126397563885,0.24341583251953125
3035,20181228,2.7,0.0009,0.0006,0.0006,-0.5,0.0011,0.0002,-0.34350133,8178,-0.039245325,6.3635,0.365603683,52088,-0.414,10001617.SH,26,1.47,0.1706,-1.4080326292690788,0.11859130859375
3036,20181228,2.45,0.0115,0.0113,0.0113,-0.017699115,0.0153,0.0104,0.170390821,38586,-0.031806665,482.3246,1.764141516,118218,-0.164,10001565.SH,26,1.47,0.414,1.565778867750963,0.489501953125
3037,20181228,2.2,0.113,0.1119,0.1119,-0.009830206,0.1319,0.1088,-0.14457261,19949,-0.002128754,2381.2595,-0.482210973,11999,0.086,10001625.SH,26,1.47,0.0225,-0.00673840673007407,0.23569488525390625
3038,20181228,2.15,0.1534,0.1505,0.1505,-0.019269103,0.1731,0.1481,-0.349078297,7848,-0.019897133,1244.3535,-0.570589767,7820,0.136,10001633.SH,26,1.47,0.0121,-0.0009202887690139248,0.23796844482421875
3039,20181228,2.1,0.1966,0.1934,0.1934,-0.016546019,0.2184,0.1918,-0.360130831,7194,-0.016464183,1464.0101,-0.576426701,7544,0.186,10001641.SH,26,1.47,0.0065,0.007972179167068936,0.2455596923828125
3040,20190102,2.7,0.0006,0.0004,0.0004,-0.5,0.0015,0.0002,-0.388032565,5543,-0.039310072,2.2207,0.357355841,51698,-0.445,10001617.SH,21,2.3,0.1956,-1.8012303746670526,0.1407470703125
3041,20190102,2.45,0.0113,0.0062,0.0062,-0.822580645,0.0119,0.0059,0.364739668,50086,-0.033673379,362.8833,1.994785001,129124,-0.195,10001565.SH,21,2.3,0.445,2.0167231527896603,0.5123443603515625
3042,20190102,2.2,0.1177,0.0851,0.0851,-0.383078731,0.1213,0.0803,0.026403675,30066,0.003191334,2721.6642,-0.36991344,17309,0.055,10001625.SH,21,2.3,0.0266,-0.004552307450369561,0.23735427856445312
3043,20190102,2.15,0.1566,0.123,0.123,-0.273170732,0.1628,0.1167,-0.287241564,11507,-0.016264157,1476.8087,-0.549335714,8825,0.105,10001633.SH,21,2.3,0.0132,-0.015076065144410473,0.23772430419921875
3044,20190102,2.1,0.1988,0.1661,0.1661,-0.196869356,0.2049,0.1585,-0.298919394,10816,-0.010127985,1869.4304,-0.532395916,9626,0.155,10001641.SH,21,2.3,0.0061,-0.01712535435577292,0.24126434326171875
3045,20190103,2.7,0.0002,0.0004,0.0004,0.5,0.0005,0.0002,-0.429724618,3076,-0.039325849,1.2112,0.33320447,50556,-0.439,10001617.SH,20,1.968,0.1895,-1.8920586262363683,0.14019775390625
3046,20190103,2.45,0.0064,0.0051,0.0051,-0.254901961,0.0083,0.0049,0.088105209,33717,-0.03600273,213.8403,2.09699479,133957,-0.189,10001565.SH,20,1.968,0.439,2.1161391578232758,0.499298095703125
3047,20190103,2.2,0.0841,0.0883,0.0883,0.047565119,0.1072,0.0836,0.033062236,30460,0.004650564,2815.0327,-0.293250811,20934,0.061,10001625.SH,20,1.968,0.0234,-0.012336535291272079,0.2362518310546875
3048,20190103,2.15,0.123,0.1261,0.1261,0.024583664,0.1492,0.1204,-0.293426927,11141,-0.0163067,1474.0866,-0.544936865,9033,0.111,10001633.SH,20,1.968,0.0108,-0.01599732339868997,0.23279571533203125
3049,20190103,2.1,0.1697,0.1698,0.17,0.001764706,0.1945,0.1633,-0.314551801,9891,-0.012143981,1740.4373,-0.533136107,9591,0.161,10001641.SH,20,1.968,0.0049,-0.013205868910018506,0.2383270263671875
3050,20190103,2.05,0.2325,0.232,0.232,-0.002155172,0.2533,0.2264,-0.46477501,1002,-0.035627665,237.8387,-0.728927174,333,0.211,10001667.SH,55,1.968,0.0089,-0.01767470013718242,0.21271133422851562
3051,20190104,2.7,0.0003,0.0005,0.0005,0.4,0.0007,0.0002,-0.359268936,7245,-0.03930086,2.8101,0.344307333,51081,-0.39,10001617.SH,19,1.649,0.1425,-1.9416486744113188,0.11517333984375
3052,20190104,2.45,0.0045,0.0086,0.0086,0.476744186,0.009,0.0043,0.641188228,66444,-0.03213763,461.1479,2.052815967,131868,-0.14,10001565.SH,19,1.649,0.3912,2.151061514181038,0.5131988525390625
3053,20190104,2.2,0.0798,0.1276,0.1276,0.37460815,0.1293,0.0786,0.386625038,51381,0.047872378,5580.5714,-0.322795002,19537,0.11,10001625.SH,19,1.649,0.0111,-0.03831932675704244,0.23731231689453125
3054,20190104,2.15,0.1197,0.171,0.171,0.3,0.171,0.1163,-0.131508988,20722,0.009004983,3093.6493,-0.50266139,11032,0.16,10001633.SH,19,1.649,0.0045,-0.03867538577018625,0.23555755615234375
3055,20190104,2.1,0.1597,0.218,0.218,0.267431193,0.218,0.1578,-0.153529557,19419,0.02003382,3799.3271,-0.535018307,9502,0.21,10001641.SH,19,1.649,0.0021,-0.034051173330083055,0.2476959228515625
3056,20190104,2.05,0.2211,0.2762,0.2762,0.199493121,0.2762,0.2211,-0.45123819,1803,-0.032120715,462.2302,-0.723851579,573,0.26,10001667.SH,54,1.649,0.0053,-0.017256147766986803,0.21573638916015625
3057,20190107,2.7,0.0005,0.0002,0.0002,-1.5,0.0007,0.0002,-0.413771113,4020,-0.039324872,1.2737,0.366280429,52120,-0.393,10001617.SH,16,1.447,0.1472,-2.2960854889725915,0.1141357421875
3058,20190107,2.45,0.01,0.0075,0.0075,-0.333333333,0.0109,0.0074,0.243347688,42903,-0.033517325,372.8684,2.212866388,139436,-0.143,10001565.SH,16,1.447,0.393,2.550727233538803,0.54522705078125
3059,20190107,2.2,0.1402,0.12,0.12,-0.168333333,0.1488,0.1174,-0.057048029,25128,0.009495381,3125.0273,-0.397808062,15990,0.107,10001625.SH,16,1.447,0.0099,-0.01685326336177769,0.23969268798828125
3060,20190107,2.15,0.1818,0.1641,0.1641,-0.10786106,0.1872,0.1602,-0.371977661,6493,-0.022106371,1102.9959,-0.511966647,10592,0.157,10001633.SH,16,1.447,0.0044,-0.013213820601947446,0.24774169921875
3061,20190107,2.1,0.2294,0.2121,0.2121,-0.081565299,0.2329,0.2077,-0.384551186,5749,-0.019645536,1260.4519,-0.529794674,9749,0.207,10001641.SH,16,1.447,0.0016,-0.02143179567344354,0.2518310546875
3062,20190107,2.05,0.2851,0.273,0.273,-0.044322344,0.2916,0.2697,-0.473106661,509,-0.037140553,141.0369,-0.721208041,698,0.257,10001667.SH,51,1.447,0.0048,-0.02186657412134586,0.2154998779296875
3063,20190108,2.7,0.0001,0.0001,0.0001,0.0,0.0003,0.0001,-0.457592553,1427,-0.039339952,0.3088,0.352851251,51485,-0.4,10001617.SH,15,1.414,0.15,-2.4967992113641753,0.11083984375
3064,20190108,2.45,0.0075,0.005,0.005,-0.5,0.0075,0.0048,0.02059011,29722,-0.036747413,166.1919,2.187023151,138214,-0.15,10001565.SH,15,1.414,0.4,2.7576018739470505,0.52752685546875
3065,20190108,2.2,0.1193,0.1135,0.1135,-0.051101322,0.1205,0.11,-0.253002367,13533,-0.015234525,1542.6895,-0.38281391,16699,0.1,10001625.SH,15,1.414,0.0088,-0.036176444103948276,0.2301788330078125
3066,20190108,2.15,0.1681,0.157,0.157,-0.070700637,0.1693,0.1538,-0.395958618,5074,-0.026830754,800.7072,-0.516027123,10400,0.15,10001633.SH,15,1.414,0.0033,-0.025917134205768376,0.2322998046875
3067,20190108,2.1,0.2118,0.2052,0.2052,-0.032163743,0.213,0.2001,-0.423049158,3471,-0.028219392,711.8555,-0.538719261,9327,0.2,10001641.SH,15,1.414,0.0012,-0.029394394969406292,0.24127197265625
3068,20190108,2.05,0.2725,0.2649,0.2649,-0.028690072,0.2725,0.26,-0.472025067,573,-0.036969123,152.0058,-0.722413494,641,0.25,10001667.SH,50,1.414,0.0043,-0.02102233402699443,0.208038330078125
3069,20190109,2.7,0.0001,0.0003,0.0003,0.666666667,0.0005,0.0001,-0.443819134,2242,-0.039336742,0.5142,0.350969051,51396,-0.375,10001617.SH,14,1.567,0.1268,-2.631029671419159,0.11248779296875
3070,20190109,2.45,0.0054,0.0048,0.0048,-0.125,0.0093,0.0048,0.762428108,73618,-0.030860325,542.876,2.00394222,129557,-0.125,10001565.SH,14,1.567,0.375,2.924076706345091,0.5112152099609375
3071,20190109,2.2,0.1228,0.1339,0.1339,0.082897685,0.1588,0.1221,-0.074911223,24071,0.014461208,3442.7647,-0.415297716,15163,0.125,10001625.SH,14,1.567,0.0046,-0.03337368444294706,0.225433349609375
3072,20190109,2.15,0.165,0.18,0.18,0.083333333,0.2059,0.165,-0.33336139,8778,-0.013164869,1675.116,-0.531127018,9686,0.175,10001633.SH,14,1.567,0.0016,-0.023629065272509037,0.23095703125
3073,20190109,2.1,0.2126,0.2299,0.2299,0.075250109,0.2557,0.2126,-0.373346553,6412,-0.015235985,1542.5961,-0.549610642,8812,0.225,10001641.SH,14,1.567,0.0009,-0.030686708263327023,0.261474609375
3074,20190109,2.05,0.2738,0.2869,0.2865,0.044328098,0.3111,0.2738,-0.468307089,793,-0.035632685,237.5175,-0.721927083,664,0.275,10001667.SH,49,1.567,0.0022,-0.01725542509847403,0.1967010498046875
3075,20190110,2.7,0.0001,0.0002,0.0002,0.5,0.0003,0.0001,-0.451846587,1767,-0.039339421,0.3428,0.34447652,51089,-0.372,10001617.SH,13,1.743,0.1232,-2.834813693625601,0.10772705078125
3076,20190110,2.45,0.0045,0.0035,0.0035,-0.285714286,0.005,0.0031,0.092904781,34001,-0.037177157,138.6948,1.94682063,126856,-0.122,10001565.SH,13,1.743,0.372,3.1629069314497027,0.496826171875
3077,20190110,2.55,0.0077,0.0067,0.0067,-0.149253731,0.0081,0.0063,-0.394099629,5184,-0.038761952,37.292,-0.671911327,3029,-0.222,10001673.SH,48,1.743,0.0038,-0.6838494032858168,0.01390838623046875
3078,20190110,2.2,0.1315,0.1335,0.1335,0.014981273,0.1456,0.1231,-0.287021865,11520,-0.015256325,1541.2946,-0.425385461,14686,0.128,10001625.SH,13,1.743,0.0015,-0.03175763088180707,0.18365478515625
3079,20190110,2.15,0.1798,0.1807,0.1807,0.004980631,0.1938,0.1699,-0.395164323,5121,-0.024841446,927.9927,-0.539670935,9282,0.178,10001633.SH,13,1.743,0.0005,-0.01043893561004794,0.19970703125
3080,20190110,2.1,0.2292,0.2305,0.2305,0.005639913,0.2434,0.2187,-0.405169064,4529,-0.023030543,1043.8629,-0.555193796,8548,0.228,10001641.SH,13,1.743,0.002,0.009689463558151083,0.3096923828125
3081,20190110,2.05,0.2811,0.2887,0.2893,0.028344279,0.2981,0.2781,-0.46987878,700,-0.036157102,203.9628,-0.722371198,643,0.278,10001667.SH,48,1.743,0.222,0.7404261699910003,0.8478870391845703
3082,20190111,2.7,0.0001,0.0002,0.0002,0.5,0.0002,0.0001,-0.471112473,627,-0.039342986,0.1147,0.341431163,50945,-0.353,10001617.SH,12,1.708,0.1046,-3.044576327112045,0.0970458984375
3083,20190111,2.45,0.0036,0.0041,0.0041,0.12195122,0.0058,0.0034,0.012545758,29246,-0.037371133,126.2833,1.916430507,125419,-0.103,10001565.SH,12,1.708,0.353,3.3863395307191575,0.507598876953125
3084,20190111,2.55,0.007,0.0074,0.0074,0.054054054,0.0087,0.0062,-0.388843761,5495,-0.038734701,39.0357,-0.606224671,6135,-0.203,10001673.SH,47,1.708,0.0022,-0.6430035691719679,0.011819839477539062
3085,20190111,2.2,0.1351,0.1513,0.1513,0.107072042,0.1597,0.1344,-0.256771044,13310,-0.008801307,1954.3176,-0.457340559,13175,0.147,10001625.SH,12,1.708,0.001,-0.0267498650726059,0.19635009765625
3086,20190111,2.15,0.1828,0.1994,0.1994,0.083249749,0.2078,0.182,-0.398324604,4934,-0.024288721,963.3587,-0.540030457,9265,0.197,10001633.SH,12,1.708,0.0006,-0.0076847165843317265,0.2318115234375
3087,20190111,2.1,0.2353,0.2494,0.2494,0.056535686,0.2573,0.2319,-0.327530924,9123,-0.004381039,2237.1475,-0.586366407,7074,0.247,10001641.SH,12,1.708,0.0018,0.007503239538708945,0.336669921875
3088,20190111,2.05,0.2947,0.3069,0.3044,0.031865966,0.3123,0.2916,-0.469692881,711,-0.035992275,214.5092,-0.722117418,655,0.297,10001667.SH,47,1.708,0.203,0.683022976039387,0.8410911560058594
3089,20190114,2.7,0.0002,0.0002,0.0002,0.0,0.0003,0.0001,-0.471281472,617,-0.039343137,0.105,0.337074611,50739,-0.375,10001617.SH,9,1.878,0.125,-4.125377893042421,0.13116455078125
3090,20190114,2.45,0.0039,0.0022,0.0022,-0.772727273,0.004,0.0022,0.075041587,32944,-0.037916927,91.3608,1.754370997,117756,-0.125,10001565.SH,9,1.878,0.375,4.592730323760439,0.55499267578125
3091,20190114,2.55,0.007,0.005,0.005,-0.4,0.0072,0.0047,-0.412774019,4079,-0.038998023,22.1871,-0.546057725,8980,-0.225,10001673.SH,44,1.878,0.0019,-0.7576000523239668,0.009120941162109375
3092,20190114,2.2,0.1471,0.1296,0.1296,-0.135030864,0.1509,0.1294,-0.335389378,8658,-0.020999651,1173.8091,-0.469289355,12610,0.125,10001625.SH,9,1.878,0.0006,-0.051973472814909855,0.18414306640625
3093,20190114,2.15,0.1965,0.1778,0.1778,-0.105174353,0.1987,0.1778,-0.430992111,3001,-0.030718678,551.9392,-0.541426245,9199,0.175,10001633.SH,9,1.878,0.0003,-0.026237204106745276,0.2215576171875
3094,20190114,2.1,0.2452,0.2283,0.2285,-0.073085339,0.2524,0.2282,-0.439830758,2478,-0.030235767,582.8382,-0.586028034,7090,0.225,10001641.SH,9,1.878,0.0018,-0.009205175958605562,0.362701416015625
3095,20190114,2.05,0.3069,0.287,0.287,-0.069337979,0.3069,0.287,-0.465636905,951,-0.034995223,278.3054,-0.712664123,1102,0.275,10001667.SH,44,1.878,0.225,0.8152941260283569,0.8895301818847656
3096,20190115,2.7,0.0001,0.0002,0.0002,0.5,0.0003,0.0001,-0.459316343,1325,-0.03934067,0.2629,0.325781412,50205,-0.33,10001617.SH,8,2.245,0.0872,-4.430214393011317,0.101318359375
3097,20190115,2.45,0.0024,0.0047,0.0047,0.489361702,0.0054,0.002,0.320377431,47461,-0.036655255,172.0886,1.619783143,111392,-0.08,10001565.SH,8,2.245,0.332,5.05383737501863,0.604461669921875
3098,20190115,2.55,0.005,0.0063,0.0063,0.206349206,0.0064,0.0042,-0.323018651,9390,-0.0385534,50.6362,-0.458101898,13139,-0.18,10001673.SH,43,2.245,0.0009,-0.6169316054702042,0.00806427001953125
3099,20190115,2.2,0.1353,0.17,0.1687,0.197984588,0.1707,0.132,-0.227534218,15040,-0.003088885,2319.8257,-0.500377373,11140,0.17,10001625.SH,8,2.245,0.0003,0.026617615461846274,0.2213134765625
3100,20190115,2.15,0.1801,0.22,0.2179,0.173474071,0.2202,0.1799,-0.337366666,8541,-0.012010849,1748.9557,-0.58846009,6975,0.22,10001633.SH,8,2.245,0.0002,0.024217661151818257,0.266845703125
3101,20190115,2.1,0.234,0.27,0.2671,0.123923624,0.2697,0.2314,-0.394860125,5139,-0.018785694,1315.4687,-0.614662848,5736,0.27,10001641.SH,8,2.245,0.0011,0.04108216240206537,0.405029296875
3102,20190115,2.05,0.2919,0.3223,0.3223,0.09432206,0.3227,0.2911,-0.449007404,1935,-0.030026994,596.1965,-0.716132446,938,0.32,10001667.SH,43,2.245,0.1835,0.6961600607435198,0.8556594848632812
3103,20190116,2.7,0.0001,0.0002,0.0002,0.5,0.0002,0.0001,-0.450883293,1824,-0.03934126,0.2251,0.312584866,49581,-0.326,10001617.SH,7,2.306,0.0833,-5.055657838501531,0.1038818359375
3104,20190116,2.45,0.0043,0.0039,0.0039,-0.102564103,0.005,0.0035,0.047849648,31335,-0.037329614,128.9399,1.675403202,114022,-0.076,10001565.SH,7,2.306,0.3282,5.787068214617039,0.616973876953125
