,trade_date,price,open,settle,close,per,high,low,normcjl,vol,normcje,amount,normccl,oi,jc,ts_code,dt,shibor,g_settle,q,iv
429,20150526,3.3,0.0451,0.0349,0.0349,-0.29226361,0.064,0.0207,-0.402583379,4682,-0.036688744,169.9458,-0.630608674,4982,0.02,10000169.SH,1,1.04,0.0001,-1.6132010182398298,0.0943603515625
430,20150526,3.2,0.1202,0.1223,0.12,-0.001666667,0.1399,0.0744,-0.37719973,6184,-0.028482064,695.0485,-0.675189315,2874,0.12,10000161.SH,1,1.04,0.002,-0.022957252151548032,0.453521728515625
431,20150526,3.1,0.2125,0.2204,0.2092,-0.015774379,0.2377,0.1615,-0.447216014,2041,-0.032715222,424.1908,-0.686820886,2324,0.22,10000153.SH,1,1.04,0.0154,1.6625879212053731,0.0
432,20150526,3.0,0.3161,0.3203,0.3116,-0.014441592,0.3368,0.2552,-0.469540782,720,-0.035925714,218.7681,-0.702491785,1583,0.32,10000145.SH,1,1.04,0.0848,9.419820218540176,0.0
433,20150526,2.95,0.3563,0.3705,0.357,0.001960784,0.3866,0.32,-0.477297836,261,-0.037904683,92.1442,-0.719050913,800,0.37,10000132.SH,1,1.04,0.1834,20.69286119739135,0.0
434,20150527,3.3,0.055,0.0,0.0001,-549.0,0.055,0.0001,-0.389621156,5449,-0.037737628,102.8332,-0.649938231,4068,-0.015,10000169.SH,0,1.04,0.0,0.0,0.5
435,20150527,3.4,0.0063,0.0,0.0001,-62.0,0.0069,0.0001,-0.450190397,1865,-0.039293393,3.2879,-0.603285056,6274,-0.115,10000177.SH,0,1.04,0.0,0.0,0.5
436,20150527,3.5,0.0012,0.0,0.0001,-11.0,0.0012,0.0001,-0.479511723,130,-0.039344302,0.0305,-0.646533353,4229,-0.215,10000193.SH,0,1.04,0.0,0.0,0.5
437,20150527,3.2,0.1306,0.085,0.0814,-0.604422604,0.1439,0.069,-0.42438425,3392,-0.034314406,321.8673,-0.70593896,1420,0.085,10000161.SH,0,1.04,0.0,0.0,0.75
438,20150527,3.1,0.239,0.185,0.18,-0.327777778,0.25,0.1659,-0.453654876,1660,-0.034345282,319.8917,-0.700884513,1659,0.185,10000153.SH,0,1.04,0.015,0.0,0.25
439,20150527,3.0,0.32,0.285,0.2802,-0.142041399,0.3406,0.27,-0.469591482,717,-0.036043896,211.2063,-0.712917902,1090,0.285,10000145.SH,0,1.04,0.115,0.0,0.25
440,20150527,2.95,0.3841,0.335,0.3394,-0.131703005,0.3919,0.3233,-0.479393423,137,-0.038589255,48.342,-0.721736748,673,0.335,10000132.SH,0,1.04,0.215,0.0,0.75
441,20150609,3.6,0.196,0.1688,0.1688,-0.161137441,0.198,0.1538,-0.464099014,1042,-0.036569741,177.5602,-0.72133493,692,-0.239,10000223.SH,43,1.071,0.3582,-0.11304678419604261,0.5271110534667969
442,20150610,3.6,0.1592,0.1535,0.1535,-0.03713355,0.1738,0.15,-0.472633463,537,-0.037992096,86.5511,-0.716111297,939,-0.28,10000223.SH,42,1.083,0.3814,-0.12375622480471213,0.5340156555175781
443,20150611,3.6,0.1548,0.1394,0.139,-0.113669065,0.1588,0.1341,-0.468053591,808,-0.037559009,114.2621,-0.710274364,1215,-0.3,10000223.SH,41,1.09,0.4087,-0.0706549051497526,0.5443859100341797
444,20150612,3.6,0.1474,0.1458,0.146,-0.009589041,0.155,0.1408,-0.46812119,804,-0.037496027,118.292,-0.700524992,1676,-0.287,10000223.SH,40,1.104,0.3984,-0.08238580345495465,0.5513916015625
445,20150615,3.6,0.1531,0.1018,0.1005,-0.523383085,0.156,0.1003,-0.452454983,1731,-0.036058466,210.274,-0.678361562,2724,-0.384,10000223.SH,37,1.121,0.428,-0.1633955590809753,0.5258979797363281
446,20150616,3.6,0.0956,0.0812,0.0812,-0.177339901,0.1066,0.0719,-0.414852706,3956,-0.033457933,376.6686,-0.626971165,5154,-0.452,10000223.SH,36,1.131,0.4867,-0.13592250821686225,0.54010009765625
447,20150617,3.6,0.0803,0.0868,0.0868,0.074884793,0.0922,0.0728,-0.438698465,2545,-0.03605831,210.284,-0.597384677,6553,-0.425,10000223.SH,35,1.151,0.4745,-0.10890108828580554,0.5500373840332031
448,20150618,3.6,0.09,0.0615,0.0615,-0.463414634,0.09,0.06,-0.433510196,2852,-0.036086956,208.4511,-0.573613975,7677,-0.558,10000223.SH,34,1.202,0.5726,-0.15023818483487322,0.5751571655273438
449,20150619,3.6,0.0601,0.045,0.045,-0.335555556,0.0654,0.0425,-0.405523962,4508,-0.035362219,254.8232,-0.542420216,9152,-0.726,10000223.SH,33,1.267,0.7589,-0.03066290249375363,0.6724700927734375
450,20150619,2.9,0.2777,0.2114,0.2114,-0.313623463,0.2886,0.205,-0.461547129,1193,-0.034821025,289.4514,-0.722159715,653,-0.026,10000229.SH,33,1.267,0.1767,-0.21865149227613914,0.5543746948242188
451,20150623,3.6,0.045,0.0551,0.0551,0.183303085,0.0555,0.037,-0.387998766,5545,-0.03521505,264.2398,-0.490797188,11593,-0.624,10000223.SH,29,1.295,0.6685,-0.02913888091265132,0.681884765625
452,20150623,2.9,0.1999,0.259,0.259,0.228185328,0.2643,0.1999,-0.409089841,4297,-0.024260712,965.1508,-0.683669788,2473,0.076,10000229.SH,29,1.295,0.1008,-0.33064893704067966,0.5031185150146484
453,20150623,2.8,0.2502,0.3221,0.3221,0.223222602,0.328,0.2476,-0.46146263,1198,-0.03422236,327.7569,-0.720679333,723,0.176,10000232.SH,29,1.295,0.0659,-0.32283100105631174,0.4961204528808594
454,20150624,3.6,0.0492,0.0459,0.0459,-0.071895425,0.0595,0.0392,-0.41250362,4095,-0.036319494,193.5722,-0.464552133,12834,-0.582,10000223.SH,28,1.338,0.6177,-0.028074781777059056,0.6180305480957031
455,20150624,2.9,0.2495,0.26,0.26,0.040384615,0.2647,0.22,-0.461597829,1190,-0.034766797,292.9212,-0.680666728,2615,0.118,10000229.SH,28,1.338,0.1007,-0.16449549251257958,0.5128746032714844
456,20150624,2.8,0.3115,0.3259,0.3259,0.044185333,0.3259,0.28,-0.467157896,861,-0.035215099,264.2367,-0.717041823,895,0.218,10000232.SH,28,1.338,0.0676,-0.16066732673451298,0.5132408142089844
457,20150625,3.6,0.0498,0.0253,0.0253,-0.968379447,0.0515,0.023,-0.370270771,6594,-0.035934377,218.2138,-0.446406882,13692,-0.681,10000223.SH,27,1.357,0.6965,-0.028628107815842258,0.5965347290039062
458,20150625,2.9,0.28,0.1872,0.1872,-0.495726496,0.28,0.1751,-0.449075003,1931,-0.032368178,446.3963,-0.677938595,2744,0.019,10000229.SH,27,1.357,0.1291,-0.166575127586318,0.493072509765625
459,20150625,2.8,0.3379,0.2404,0.2404,-0.405574043,0.3438,0.2279,-0.447300514,2036,-0.029829215,608.8513,-0.708899723,1280,0.119,10000232.SH,27,1.357,0.084,-0.1592554580078201,0.4791679382324219
460,20150626,3.6,0.0201,0.0257,0.0257,0.217898833,0.0312,0.0184,-0.321768059,9464,-0.035600587,239.5713,-0.405273416,15637,-0.914,10000223.SH,26,1.357,0.9302,-0.03143796220565305,0.7925262451171875
461,20150626,2.9,0.16,0.1193,0.1193,-0.341156748,0.203,0.1104,-0.339563653,8411,-0.017880588,1373.3817,-0.625871453,5206,-0.214,10000229.SH,26,1.357,0.287,-0.22552308255164485,0.6405448913574219
462,20150626,2.8,0.2066,0.1576,0.1576,-0.310913706,0.2563,0.1375,-0.396955713,5015,-0.023528665,1011.9907,-0.684219644,2447,-0.114,10000232.SH,26,1.357,0.2266,-0.21933242771280603,0.64715576171875
463,20150629,3.6,0.0339,0.032,0.032,-0.059375,0.0418,0.025,-0.31654599,9773,-0.034270835,324.6552,-0.336985519,18866,-0.94,10000223.SH,23,1.34,0.9635,-0.03254992848902346,0.9157638549804688
464,20150629,2.9,0.1499,0.1287,0.1287,-0.164724165,0.1762,0.0964,-0.389638056,5448,-0.027032741,787.7831,-0.626886572,5158,-0.24,10000229.SH,23,1.34,0.3358,-0.18064652733496134,0.77606201171875
465,20150629,2.8,0.2001,0.17,0.17,-0.177058824,0.2239,0.118,-0.314636301,9886,-0.011555104,1778.1165,-0.65120713,4008,-0.14,10000232.SH,23,1.34,0.2667,-0.24236832890671173,0.7818489074707031
466,20150629,2.65,0.2611,0.2116,0.2116,-0.233931947,0.2982,0.1611,-0.439374461,2505,-0.030405601,571.9714,-0.72008718,751,0.01,10000256.SH,23,1.34,0.189,-0.06170750721823209,0.7525463104248047
467,20150630,3.6,0.032,0.0341,0.0341,0.061583578,0.042,0.0292,-0.375949137,6258,-0.035937752,217.9979,-0.297713105,20723,-0.749,10000223.SH,22,1.257,0.753,-0.1585356431117327,0.761077880859375
468,20150630,2.9,0.139,0.1746,0.1746,0.203894616,0.1894,0.1158,-0.428778224,3132,-0.031749265,485.9973,-0.6271615,5145,-0.049,10000229.SH,22,1.257,0.2,-0.12408976771835237,0.6625938415527344
469,20150630,2.8,0.171,0.212,0.212,0.193396226,0.2562,0.1455,-0.333665588,8760,-0.012318002,1729.3026,-0.61914629,5524,0.051,10000232.SH,22,1.257,0.1473,-0.06724787869181542,0.641998291015625
470,20150630,2.65,0.2409,0.3,0.3,0.197,0.3194,0.2001,-0.412436021,4099,-0.023007418,1045.3426,-0.699911691,1705,0.201,10000256.SH,22,1.257,0.0801,-0.0980158615808603,0.6213951110839844
471,20150630,2.55,0.2969,0.38,0.38,0.218684211,0.4024,0.2444,-0.457034856,1460,-0.032087915,464.3289,-0.724866698,525,0.301,10000275.SH,22,1.257,0.0511,-0.1504365594956926,0.6274261474609375
472,20150701,3.6,0.0301,0.0176,0.0176,-0.710227273,0.0329,0.0159,-0.38384139,5791,-0.037234425,135.0305,-0.287519618,21205,-0.872,10000223.SH,21,1.163,0.8951,0.05045778642697615,0.782867431640625
473,20150701,2.9,0.1665,0.113,0.113,-0.473451327,0.1799,0.1,-0.4327835,2895,-0.032720937,423.8251,-0.620478633,5461,-0.172,10000229.SH,21,1.163,0.2789,-0.026485708193089902,0.6846961975097656
474,20150701,2.8,0.2044,0.1405,0.1405,-0.45480427,0.2249,0.122,-0.369256777,6654,-0.020310811,1217.8844,-0.595354439,6649,-0.072,10000232.SH,21,1.163,0.1899,-0.13155964527194808,0.6186027526855469
475,20150701,2.65,0.289,0.1991,0.1991,-0.451531894,0.3031,0.18,-0.436873276,2653,-0.028516989,692.8138,-0.699086907,1744,0.078,10000256.SH,21,1.163,0.1098,-0.06059643497998399,0.5836029052734375
476,20150701,2.55,0.366,0.255,0.255,-0.435294118,0.3728,0.2378,-0.457220755,1449,-0.031997106,470.1393,-0.714334839,1023,0.178,10000275.SH,21,1.163,0.0649,-0.06609957172485253,0.553680419921875
477,20150702,3.6,0.0221,0.0173,0.0173,-0.277456647,0.0225,0.0168,-0.412047323,4122,-0.038098132,79.7664,-0.272017906,21938,-0.916,10000223.SH,20,1.1608,0.9265,-0.03064656640892915,0.8259963989257812
478,20150702,2.9,0.14,0.113,0.113,-0.238938053,0.1446,0.0935,-0.425516543,3325,-0.032852357,415.4162,-0.612674906,5830,-0.216,10000229.SH,20,1.1608,0.3069,-0.13721480312373338,0.7458763122558594
479,20150702,2.8,0.1644,0.1336,0.1336,-0.230538922,0.1775,0.1167,-0.329271614,9020,-0.018155291,1355.8049,-0.601275967,6369,-0.116,10000232.SH,20,1.1608,0.2232,-0.16663925454403797,0.6804237365722656
480,20150702,2.65,0.2342,0.1905,0.1905,-0.229396325,0.2585,0.1561,-0.40418887,4587,-0.024820105,929.3582,-0.689210645,2211,0.034,10000256.SH,20,1.1608,0.13,-0.1679556142716787,0.6339149475097656
481,20150702,2.55,0.2996,0.2437,0.2437,-0.229380386,0.3392,0.1955,-0.413551414,4033,-0.023089389,1040.0977,-0.694730355,1950,0.134,10000275.SH,20,1.1608,0.0787,-0.19867581986855165,0.5976791381835938
482,20150703,3.6,0.016,0.0153,0.0153,-0.045751634,0.0208,0.015,-0.408312445,4343,-0.038152373,76.2958,-0.258588728,22573,-1.021,10000223.SH,19,1.159,1.0298,-0.032216865243553106,0.9162826538085938
483,20150703,2.9,0.1071,0.0789,0.0789,-0.357414449,0.1231,0.0752,-0.423657554,3435,-0.034140267,333.0096,-0.604511658,6216,-0.321,10000229.SH,19,1.159,0.38,-0.13472947202817087,0.774566650390625
484,20150703,2.8,0.1242,0.1056,0.1056,-0.176136364,0.1501,0.0957,-0.376033637,6253,-0.027571707,753.2975,-0.600049364,6427,-0.221,10000232.SH,19,1.159,0.294,-0.22888345702448756,0.7515869140625
485,20150703,2.65,0.1742,0.145,0.145,-0.20137931,0.2171,0.1356,-0.36374741,6980,-0.020764699,1188.8425,-0.665630278,3326,-0.071,10000256.SH,19,1.159,0.1833,-0.2302853801077918,0.6836357116699219
486,20150703,2.55,0.2437,0.1906,0.1906,-0.278593914,0.2724,0.17,-0.371487564,6522,-0.017583427,1392.3955,-0.659560713,3613,0.029,10000275.SH,19,1.159,0.12,-0.2961209564056432,0.6499862670898438
487,20150706,3.6,0.0385,0.0129,0.0129,-1.984496124,0.0385,0.0126,-0.40586196,4488,-0.037935926,90.1451,-0.22775449,24031,-0.858,10000223.SH,16,1.167,0.8662,-0.023772253570801174,0.8158645629882812
488,20150706,2.9,0.234,0.1096,0.1096,-1.135036496,0.234,0.09,-0.383537192,5809,-0.027668405,747.1103,-0.578879905,7428,-0.158,10000229.SH,16,1.167,0.2503,-0.13121269652140424,0.7239189147949219
489,20150706,2.8,0.32,0.1383,0.1352,-1.366863905,0.32,0.11,-0.372974755,6434,-0.02330655,1026.2027,-0.573529382,7681,-0.058,10000232.SH,16,1.167,0.1891,-0.047937328149099394,0.7019271850585938
490,20150706,2.65,0.33,0.201,0.201,-0.641791045,0.33,0.1579,-0.443464237,2263,-0.031674615,490.7738,-0.66749133,3238,0.092,10000256.SH,16,1.167,0.1,-0.06351285660788321,0.64337158203125
491,20150706,2.55,0.3689,0.264,0.265,-0.392075472,0.3885,0.2072,-0.417996088,3770,-0.023309224,1026.0316,-0.660279755,3579,0.192,10000275.SH,16,1.167,0.0609,-0.08135289451166947,0.6312675476074219
492,20150706,2.5,0.3545,0.427,0.4306,0.176730144,0.4306,0.3545,-0.479596222,125,-0.038572076,49.4412,-0.734446883,72,0.242,10000283.SH,51,1.167,0.1328,-0.12452559743507316,0.6445598602294922
493,20150707,3.6,0.0128,0.0052,0.0052,-1.461538462,0.0146,0.0031,-0.395096724,5125,-0.038694041,41.6373,-0.242727495,23323,-0.81,10000223.SH,15,1.176,0.8149,0.012557279484445839,0.6737060546875
494,20150707,2.9,0.0972,0.0902,0.0902,-0.077605322,0.1099,0.0729,-0.40239748,4693,-0.0327176,424.0386,-0.573910052,7663,-0.11,10000229.SH,15,1.176,0.2206,0.19088863120246438,0.6387786865234375
495,20150707,2.8,0.128,0.125,0.125,-0.024,0.147,0.0981,-0.380816308,5970,-0.02804778,722.8361,-0.573233306,7695,-0.01,10000232.SH,15,1.176,0.1429,0.08083425074310184,0.5932159423828125
496,20150707,2.65,0.1899,0.1945,0.1945,0.023650386,0.2209,0.1501,-0.435555084,2731,-0.031471396,503.7767,-0.668929415,3170,0.14,10000256.SH,15,1.176,0.0713,0.1582036606897722,0.5625839233398438
497,20150707,2.55,0.247,0.2639,0.2639,0.064039409,0.2888,0.1953,-0.434219991,2810,-0.028467175,696.0012,-0.663452002,3429,0.24,10000275.SH,15,1.176,0.0407,0.15777951215852964,0.5626487731933594
498,20150707,2.5,0.3939,0.4194,0.4194,0.060801144,0.4289,0.3395,-0.479646922,122,-0.038603402,47.4368,-0.733326023,125,0.29,10000283.SH,50,1.176,0.1031,-0.058053023407331324,0.5812034606933594
499,20150708,3.6,0.004,0.0032,0.0031,-0.290322581,0.0059,0.003,-0.39232514,5289,-0.038940751,25.8516,-0.282909287,21423,-0.996,10000223.SH,14,1.187,1.0423,0.45181909688507643,0.829437255859375
500,20150708,2.9,0.0673,0.0308,0.0308,-1.185064935,0.0818,0.0098,-0.404898665,4545,-0.035534893,243.7747,-0.574671391,7627,-0.296,10000229.SH,14,1.187,0.4113,0.873714040624529,0.7120132446289062
501,20150708,2.8,0.0969,0.0347,0.0347,-1.792507205,0.1199,0.0347,-0.393592632,5214,-0.033509581,373.3639,-0.579535502,7397,-0.196,10000232.SH,14,1.187,0.3058,0.7761048686337926,0.609771728515625
502,20150708,2.65,0.1611,0.0818,0.0818,-0.969437653,0.1937,0.0586,-0.412706419,4083,-0.031920501,475.0408,-0.658439852,3666,-0.046,10000256.SH,14,1.187,0.1922,0.6652703891008988,0.6400070190429688
503,20150708,2.55,0.2231,0.1159,0.1159,-0.924935289,0.2404,0.0989,-0.424823647,3366,-0.030472579,567.6858,-0.655056122,3826,0.054,10000275.SH,14,1.187,0.1761,1.1813651752710068,0.7323989868164062
504,20150708,2.5,0.318,0.3114,0.3114,-0.021194605,0.4131,0.25,-0.475286748,380,-0.037334352,128.6367,-0.729773107,293,0.104,10000283.SH,49,1.187,0.1997,-0.010632106800247176,0.6763877868652344
505,20150709,3.6,0.0032,0.0094,0.0099,0.676767677,0.0099,0.0031,-0.42610804,3290,-0.039013559,21.193,-0.269522405,22056,-0.808,10000223.SH,13,1.198,0.8361,0.20423574411840342,0.823272705078125
506,20150709,2.9,0.03,0.0935,0.0935,0.679144385,0.111,0.03,-0.385041283,5720,-0.033182695,394.2796,-0.568369194,7925,-0.108,10000229.SH,13,1.198,0.2203,0.20222391391145345,0.6956024169921875
507,20150709,2.8,0.0479,0.1154,0.1154,0.58492201,0.15,0.0409,-0.362496817,7054,-0.02896335,664.2535,-0.572852636,7713,-0.008,10000232.SH,13,1.198,0.1489,0.2697365270725318,0.6280403137207031
508,20150709,2.65,0.07,0.2084,0.2084,0.664107486,0.24,0.07,-0.367904785,6734,-0.024399914,956.244,-0.66749133,3238,0.142,10000256.SH,13,1.198,0.0804,0.15256891704661144,0.6607398986816406
509,20150709,2.55,0.106,0.2651,0.2651,0.600150886,0.325,0.106,-0.387610068,5568,-0.021528647,1139.9614,-0.658038034,3685,0.242,10000275.SH,13,1.198,0.0555,0.3387961933549325,0.6777114868164062
510,20150709,2.5,0.2438,0.4264,0.4264,0.428236398,0.4818,0.2438,-0.474593852,421,-0.037029106,148.1678,-0.728440763,356,0.292,10000283.SH,48,1.198,0.111,-0.052828629894221726,0.6164932250976562
511,20150710,3.6,0.0045,0.0072,0.0072,0.375,0.0149,0.0045,-0.380850108,5968,-0.038384708,61.4299,-0.295090714,20847,-0.695,10000223.SH,12,1.21,0.7296,0.30339033488344097,0.716827392578125
512,20150710,2.9,0.0891,0.1304,0.1304,0.316717791,0.1899,0.0704,-0.320128768,9561,-0.017790559,1379.1422,-0.578922201,7426,0.005,10000229.SH,12,1.21,0.15,0.2708522833293125,0.6702346801757812
513,20150710,2.8,0.1154,0.1752,0.1752,0.341324201,0.2625,0.1012,-0.30802844,10277,-0.007507134,2037.125,-0.606584193,6118,0.105,10000232.SH,12,1.21,0.0944,0.2662068303676535,0.6375045776367188
514,20150710,2.65,0.2084,0.27,0.27,0.228148148,0.3756,0.1694,-0.408734943,4318,-0.019043458,1298.9757,-0.682633521,2522,0.255,10000256.SH,12,1.21,0.046,0.3374850816808228,0.6417160034179688
515,20150710,2.55,0.2651,0.3858,0.3503,0.243220097,0.4676,0.2384,-0.410965729,4186,-0.014833361,1568.3579,-0.674237641,2919,0.355,10000275.SH,12,1.21,0.0279,-0.019738678213473793,0.70892333984375
516,20150710,2.5,0.3911,0.5,0.5042,0.224315748,0.5867,0.3869,-0.477652734,240,-0.037448533,121.3309,-0.728546505,351,0.405,10000283.SH,47,1.21,0.0801,-0.029371691003332354,0.6014823913574219
517,20150713,3.6,0.007,0.0012,0.0012,-4.833333333,0.007,0.0009,-0.404290269,4581,-0.03912898,13.8078,-0.347475081,18370,-0.738,10000223.SH,9,1.224,0.7473,0.13038313920692704,0.64434814453125
518,20150713,2.9,0.1299,0.0906,0.0906,-0.433774834,0.161,0.09,-0.348841698,7862,-0.025665188,875.2857,-0.561770921,8237,-0.038,10000229.SH,9,1.224,0.1476,0.28261985050781124,0.6503334045410156
519,20150713,2.8,0.1603,0.14,0.14,-0.145,0.1878,0.135,-0.406064758,4476,-0.028423053,698.8243,-0.600408886,6410,0.062,10000232.SH,9,1.224,0.0918,0.20805670388890785,0.6455078125
520,20150713,2.65,0.2442,0.2339,0.2339,-0.044035913,0.2918,0.2292,-0.453266178,1683,-0.032620821,430.231,-0.684409979,2438,0.212,10000256.SH,9,1.224,0.04,0.26870323782943495,0.6460342407226562
521,20150713,2.55,0.3226,0.3345,0.3112,-0.036632391,0.3799,0.303,-0.440641953,2430,-0.02673668,806.7265,-0.678678786,2709,0.312,10000275.SH,9,1.224,0.0203,-0.02026570156508489,0.680755615234375
522,20150713,2.5,0.4624,0.445,0.445,-0.039101124,0.5066,0.42,-0.47658804,303,-0.037145054,140.7489,-0.727806314,386,0.362,10000283.SH,44,1.224,0.0775,-0.005256043868229191,0.57464599609375
523,20150714,3.6,0.0012,0.0007,0.0007,-0.714285714,0.0026,0.0007,-0.449818599,1887,-0.039312785,2.0471,-0.354602062,18033,-0.838,10000223.SH,8,1.238,0.8648,0.44948214782260154,0.74267578125
524,20150714,2.9,0.0892,0.031,0.031,-1.877419355,0.0892,0.0284,-0.367296389,6770,-0.034443285,313.621,-0.556441546,8489,-0.138,10000229.SH,8,1.238,0.2048,0.6084093909689768,0.5617294311523438
525,20150714,2.8,0.115,0.0591,0.0591,-0.945854484,0.1228,0.0571,-0.332550195,8826,-0.028277214,708.1558,-0.536244909,9444,-0.038,10000232.SH,8,1.238,0.1259,0.49092254167052307,0.5420494079589844
526,20150714,2.65,0.208,0.1281,0.1281,-0.62373146,0.2168,0.1149,-0.439729359,2484,-0.033410459,379.7062,-0.6747452,2895,0.112,10000256.SH,8,1.238,0.043,0.4585292200020662,0.492431640625
527,20150714,2.55,0.2787,0.2288,0.2044,-0.363502935,0.3034,0.1801,-0.442771341,2304,-0.030665105,555.3671,-0.678192375,2732,0.212,10000275.SH,8,1.238,0.0149,-0.019953196981749893,0.5126800537109375
528,20150714,2.5,0.4164,0.3455,0.346,-0.203468208,0.4259,0.32,-0.47486425,405,-0.037017766,148.8934,-0.72471866,532,0.262,10000283.SH,43,1.238,0.0892,0.028763799932282074,0.5314064025878906
529,20150715,3.6,0.0018,0.0004,0.001,-0.8,0.0018,0.0004,-0.458724846,1360,-0.039331588,0.844,-0.365556888,17515,-0.851,10000223.SH,7,1.245,0.8931,0.8135793240350431,0.7730712890625
