,trade_date,ts_code,price,open,settle,close,high,low,vol,amount,oi
1934,20171115,10001022.SH,2.85,0.0024,0.0017,0.0017,0.0025,0.0013,24923,49.1234,85103
1961,20171115,10001024.SH,2.9,0.0126,0.0137,0.0137,0.0164,0.0103,114834,1529.9767,80693
1980,20171115,10001036.SH,2.95,0.0435,0.0495,0.0495,0.0524,0.0384,102258,4770.0323,26258
1991,20171115,10001046.SH,2.946,0.0913,0.0999,0.0999,0.1029,0.0903,6170,602.8481,5519
2023,20171115,10001054.SH,3.044,0.1797,0.199,0.1893,0.1919,0.1764,2663,494.4855,2443
1935,20171116,10001022.SH,2.85,0.0015,0.0006,0.0007,0.0024,0.0004,30972,28.0192,69756
1962,20171116,10001024.SH,2.9,0.0152,0.0029,0.0029,0.016,0.0024,108470,784.0656,78956
1981,20171116,10001036.SH,2.95,0.0524,0.0236,0.0236,0.0526,0.0223,90351,3043.8063,30562
1992,20171116,10001046.SH,2.946,0.1007,0.0746,0.0746,0.1018,0.0746,8478,725.1144,7506
2024,20171116,10001054.SH,3.044,0.1925,0.168,0.1595,0.1925,0.1588,2050,352.4515,3458
1936,20171117,10001022.SH,2.85,0.0006,0.0003,0.0003,0.0008,0.0001,13952,5.9313,62635
1963,20171117,10001024.SH,2.9,0.0035,0.0005,0.0005,0.0042,0.0003,53423,106.2046,58489
1982,20171117,10001036.SH,2.95,0.0253,0.004,0.004,0.0277,0.0036,162710,2543.7112,38985
1993,20171117,10001046.SH,2.946,0.0774,0.05,0.05,0.0786,0.0493,37611,2384.1238,14591
2025,20171117,10001054.SH,3.044,0.1635,0.123,0.123,0.1635,0.1212,11012,1574.9706,6477
1937,20171120,10001022.SH,2.85,0.0003,0.0001,0.0001,0.0005,0.0001,13781,2.09,58181
1964,20171120,10001024.SH,2.9,0.0003,0.0003,0.0003,0.0012,0.0002,19848,13.3417,51805
1983,20171120,10001036.SH,2.95,0.0043,0.0012,0.0012,0.0106,0.001,79460,485.2593,35802
1994,20171120,10001046.SH,2.946,0.05,0.0465,0.0465,0.0665,0.0465,69540,3857.2943,20152
2026,20171120,10001054.SH,3.044,0.1287,0.1156,0.1156,0.1458,0.1147,25808,3343.6364,9029
2054,20171120,10001062.SH,3.142,0.2097,0.2071,0.204,0.2387,0.203,8157,1815.0852,3580
1938,20171121,10001022.SH,2.85,0.0001,0.0001,0.0001,0.0002,0.0001,2461,0.2681,56428
1965,20171121,10001024.SH,2.9,0.0003,0.0002,0.0002,0.0004,0.0001,17526,3.8195,45934
1984,20171121,10001036.SH,2.95,0.0014,0.0002,0.0002,0.0016,0.0001,27530,11.0822,25168
1995,20171121,10001046.SH,2.946,0.0485,0.0273,0.0273,0.0506,0.025,129055,4296.7854,58288
2027,20171121,10001054.SH,3.044,0.1166,0.0773,0.0773,0.1217,0.0669,86193,7141.8529,29517
2055,20171121,10001062.SH,3.142,0.2033,0.1559,0.1559,0.2108,0.1386,26454,4312.4168,8701
1939,20171122,10001022.SH,2.85,0.0001,0,0.0001,0.0001,0.0001,237,0.0237,56283
1966,20171122,10001024.SH,2.9,0.0001,0,0.0001,0.0004,0.0001,4466,0.665,45614
1985,20171122,10001036.SH,2.95,0.0001,0,0.0001,0.0003,0.0001,2608,0.2806,23864
1996,20171122,10001046.SH,2.946,0.025,0.0257,0.0257,0.03,0.0208,117173,2905.2836,90587
2028,20171122,10001054.SH,3.044,0.0712,0.0698,0.0698,0.0777,0.0566,119612,7947.3096,46288
2056,20171122,10001062.SH,3.142,0.1522,0.144,0.144,0.1543,0.1202,50840,7038.3226,15837
1997,20171123,10001046.SH,2.946,0.026,0.0528,0.0528,0.06,0.0218,131670,4263.7696,83913
2029,20171123,10001054.SH,3.044,0.0692,0.1247,0.1247,0.14,0.0625,122806,10510.9957,44407
2057,20171123,10001062.SH,3.142,0.1433,0.2138,0.2136,0.2235,0.1342,45996,7500.03,23277
2082,20171123,10001068.SH,3.24,0.226,0.3097,0.3097,0.3295,0.2222,9124,2348.2614,4014
1998,20171124,10001046.SH,2.946,0.0539,0.0518,0.0518,0.0654,0.0438,174837,9512.0011,75151
2030,20171124,10001054.SH,3.044,0.1272,0.123,0.123,0.1407,0.1102,77565,9731.7387,38819
2058,20171124,10001062.SH,3.142,0.2181,0.21,0.2087,0.232,0.1967,25005,5385.3217,23698
2083,20171124,10001068.SH,3.24,0.3094,0.31,0.3008,0.3264,0.2889,7421,2300.3205,5240
1999,20171127,10001046.SH,2.946,0.0531,0.0709,0.0709,0.0824,0.0531,118548,8455.1418,67076
2031,20171127,10001054.SH,3.044,0.1238,0.144,0.144,0.1643,0.1238,42371,6278.4377,35767
2059,20171127,10001062.SH,3.142,0.21,0.234,0.2314,0.2559,0.21,14016,3328.6407,24173
2084,20171127,10001068.SH,3.24,0.3079,0.334,0.3251,0.3517,0.3079,4459,1486.9228,4868
2000,20171128,10001046.SH,2.946,0.0698,0.0753,0.0753,0.0882,0.0678,47574,3661.408706,59079
2032,20171128,10001054.SH,3.044,0.1405,0.1539,0.1539,0.1692,0.1404,18048,2820.677797,33397
2060,20171128,10001062.SH,3.142,0.2283,0.246,0.242,0.259,0.2283,5184,1284.597893,23258
2085,20171128,10001068.SH,3.24,0.3201,0.344,0.3356,0.3537,0.3201,2474,841.584106,4841
2107,20171128,10001092.SH,2.9,0.043,0.048,0.048,0.0587,0.0425,39919,1963.6297,7582
2001,20171129,10001046.SH,2.946,0.0722,0.0807,0.0807,0.1044,0.063,42004,3623.234103,53195
2033,20171129,10001054.SH,3.044,0.1515,0.1591,0.159,0.1885,0.1367,15193,2546.971607,31164
2061,20171129,10001062.SH,3.142,0.24,0.252,0.2484,0.2794,0.2227,4346,1135.815617,22789
2086,20171129,10001068.SH,3.24,0.3292,0.35,0.3426,0.3725,0.3156,1575,554.121138,4763
2108,20171129,10001092.SH,2.9,0.0464,0.0536,0.0536,0.0718,0.0391,61491,3435.4046,12940
2002,20171130,10001046.SH,2.946,0.0808,0.105,0.105,0.1099,0.0753,31381,2958.237222,49926
2034,20171130,10001054.SH,3.044,0.1586,0.1883,0.1883,0.1941,0.153,11664,2067.645035,29218
2062,20171130,10001062.SH,3.142,0.2495,0.284,0.2791,0.2859,0.2419,4637,1251.300684,21948
2087,20171130,10001068.SH,3.24,0.3434,0.382,0.375,0.38,0.3349,1146,417.58113,4733
2109,20171130,10001092.SH,2.9,0.0528,0.072,0.072,0.0765,0.0483,66355,4013.2906,15359
2003,20171201,10001046.SH,2.946,0.1083,0.1249,0.1249,0.1258,0.0959,28149,3276.997575,42500
2035,20171201,10001054.SH,3.044,0.1919,0.2105,0.2105,0.212,0.1814,10291,2101.340376,25946
2063,20171201,10001062.SH,3.142,0.2844,0.3062,0.3062,0.3062,0.2724,2846,837.490652,21291
2088,20171201,10001068.SH,3.24,0.3796,0.402,0.3999,0.4,0.366,709,278.472363,4658
2110,20171201,10001092.SH,2.9,0.074,0.0877,0.0877,0.0909,0.0655,37192,3007.2663,14785
2129,20171201,10001128.SH,2.75,0.03,0.039,0.039,0.039,0.0282,8507,291.9046,4091
2004,20171204,10001046.SH,2.946,0.1277,0.1008,0.1008,0.1368,0.0962,23408,2593.273534,37633
2036,20171204,10001054.SH,3.044,0.2126,0.1861,0.1857,0.2247,0.1805,6823,1363.59754,24098
2064,20171204,10001062.SH,3.142,0.31,0.284,0.28,0.3193,0.2727,3588,1081.010132,20576
2089,20171204,10001068.SH,3.24,0.4,0.382,0.3763,0.4125,0.3679,1159,451.974347,4385
2111,20171204,10001092.SH,2.9,0.0907,0.0679,0.0679,0.0999,0.0636,29327,2215.1665,14492
2130,20171204,10001128.SH,2.75,0.0401,0.0269,0.0269,0.0447,0.0264,9524,324.4422,6661
2005,20171205,10001046.SH,2.946,0.1016,0.065,0.065,0.1102,0.0579,34214,2629.485385,34184
2037,20171205,10001054.SH,3.044,0.1869,0.1414,0.1414,0.198,0.1325,7387,1172.005163,22111
2065,20171205,10001062.SH,3.142,0.2808,0.234,0.2303,0.2959,0.224,5122,1304.364025,18633
2090,20171205,10001068.SH,3.24,0.3771,0.332,0.3254,0.3875,0.3188,1125,396.47231,4323
2112,20171205,10001092.SH,2.9,0.0692,0.0389,0.0389,0.0758,0.0337,77683,3540.5206,22377
2131,20171205,10001128.SH,2.75,0.027,0.0166,0.0164,0.0292,0.0143,13564,232.0936,10522
2006,20171206,10001046.SH,2.946,0.0696,0.0887,0.0887,0.1132,0.069,31353,2772.670494,30214
2038,20171206,10001054.SH,3.044,0.1512,0.173,0.1721,0.2007,0.1471,7627,1319.443121,22078
2066,20171206,10001062.SH,3.142,0.2334,0.271,0.2658,0.2945,0.2334,4376,1170.923006,18938
2091,20171206,10001068.SH,3.24,0.3262,0.369,0.364,0.3913,0.3262,1437,523.854984,4315
2113,20171206,10001092.SH,2.9,0.042,0.0586,0.0586,0.0799,0.0418,96912,5426.3904,22473
2132,20171206,10001128.SH,2.75,0.017,0.0236,0.0236,0.0344,0.017,11529,277.8725,10690
2007,20171207,10001046.SH,2.946,0.0895,0.1133,0.1133,0.127,0.085,24376,2732.472438,25514
2039,20171207,10001054.SH,3.044,0.1751,0.2017,0.2017,0.217,0.169,4629,921.10828,21717
2067,20171207,10001062.SH,3.142,0.2709,0.298,0.2984,0.3126,0.2617,1240,363.813598,18594
2092,20171207,10001068.SH,3.24,0.3653,0.396,0.3976,0.409,0.3554,893,347.408007,4222
2114,20171207,10001092.SH,2.9,0.0601,0.0752,0.0752,0.0883,0.054,47778,3421.7357,20829
2133,20171207,10001128.SH,2.75,0.0244,0.0298,0.0298,0.035,0.0216,10510,309.3721,11486
2008,20171208,10001046.SH,2.946,0.1126,0.09,0.09,0.1211,0.0825,14585,1491.561778,24209
2040,20171208,10001054.SH,3.044,0.2023,0.179,0.1762,0.21,0.1687,4871,938.514241,20046
2068,20171208,10001062.SH,3.142,0.2976,0.277,0.2721,0.3051,0.2638,896,257.031104,18543
2093,20171208,10001068.SH,3.24,0.3968,0.375,0.371,0.4022,0.3602,596,232.223194,4266
2115,20171208,10001092.SH,2.9,0.0765,0.0542,0.0542,0.0831,0.0498,39892,2556.0556,21154
2134,20171208,10001128.SH,2.75,0.0299,0.0201,0.0203,0.033,0.0185,10914,273.0643,13487
2009,20171211,10001046.SH,2.946,0.0882,0.0622,0.0622,0.0944,0.0622,9978,786.752853,24547
2041,20171211,10001054.SH,3.044,0.1768,0.1463,0.1463,0.1826,0.1463,3977,669.585529,19305
2069,20171211,10001062.SH,3.142,0.2727,0.244,0.2429,0.2768,0.2429,583,154.574282,18524
2094,20171211,10001068.SH,3.24,0.3702,0.342,0.3388,0.3739,0.3388,267,97.01294,4217
2116,20171211,10001092.SH,2.9,0.0547,0.0339,0.0339,0.0593,0.0336,40691,1762.8541,24888
2135,20171211,10001128.SH,2.75,0.019,0.0131,0.0131,0.0218,0.0128,8852,137.6161,15024
2010,20171212,10001046.SH,2.946,0.0631,0.1,0.099,0.099,0.058,10470,805.726082,24901
2042,20171212,10001054.SH,3.044,0.1479,0.198,0.1893,0.1908,0.1399,3899,642.442606,19210
2070,20171212,10001062.SH,3.142,0.2435,0.296,0.2929,0.2929,0.2354,991,269.74117,18369
2095,20171212,10001068.SH,3.24,0.3357,0.394,0.3833,0.3846,0.3327,244,89.383967,4213
2117,20171212,10001092.SH,2.9,0.0344,0.0623,0.0623,0.0623,0.0301,72556,3197.8275,28170
2136,20171212,10001128.SH,2.75,0.0135,0.0204,0.0204,0.0208,0.012,15498,256.8009,17499
2011,20171213,10001046.SH,2.946,0.0994,0.0805,0.0805,0.1094,0.0745,19081,1817.405391,21640
2043,20171213,10001054.SH,3.044,0.1933,0.174,0.1689,0.2022,0.1616,2665,490.745383,18510
2071,20171213,10001062.SH,3.142,0.2921,0.272,0.2658,0.2981,0.2588,1112,316.092799,18366
2096,20171213,10001068.SH,3.24,0.3816,0.37,0.363,0.396,0.3559,961,369.658464,4622
2118,20171213,10001092.SH,2.9,0.06,0.0488,0.0488,0.0716,0.0421,54815,3100.8115,25428
2137,20171213,10001128.SH,2.75,0.0206,0.0151,0.0151,0.0233,0.0139,16161,295.8052,20304
2012,20171214,10001046.SH,2.946,0.0797,0.096,0.0956,0.106,0.0748,14386,1350.629082,20229
2044,20171214,10001054.SH,3.044,0.1697,0.194,0.1894,0.1991,0.1615,3637,683.627996,18744
2072,20171214,10001062.SH,3.142,0.2669,0.292,0.2863,0.2961,0.2574,1686,483.931923,18638
2097,20171214,10001068.SH,3.24,0.3643,0.39,0.3841,0.3902,0.3545,519,199.297636,4626
2119,20171214,10001092.SH,2.9,0.0474,0.0587,0.0587,0.0675,0.043,51740,2992.4327,23094
2138,20171214,10001128.SH,2.75,0.0155,0.0181,0.0181,0.0208,0.0143,10912,205.8777,22846
2013,20171215,10001046.SH,2.946,0.0963,0.13,0.1238,0.13,0.0963,15342,1757.111515,17808
2045,20171215,10001054.SH,3.044,0.1911,0.228,0.22,0.2256,0.1901,2033,435.177041,18586
2073,20171215,10001062.SH,3.142,0.2871,0.326,0.3164,0.3223,0.2871,1186,372.272852,18624
2098,20171215,10001068.SH,3.24,0.3849,0.424,0.4149,0.4202,0.3849,608,250.610175,4619
2120,20171215,10001092.SH,2.9,0.062,0.084,0.0836,0.0885,0.0601,53295,3913.0571,19773
2139,20171215,10001128.SH,2.75,0.0184,0.0242,0.0242,0.0272,0.0184,24701,556.8009,32350
2014,20171218,10001046.SH,2.946,0.1251,0.118,0.1156,0.1265,0.1008,8491,977.664261,17247
2046,20171218,10001054.SH,3.044,0.22,0.216,0.2112,0.2228,0.1961,1741,371.459172,18409
2074,20171218,10001062.SH,3.142,0.3156,0.314,0.3084,0.3203,0.2938,1016,315.488727,18384
2099,20171218,10001068.SH,3.24,0.4141,0.412,0.4081,0.4192,0.39,286,117.529095,4586
2121,20171218,10001092.SH,2.9,0.0829,0.072,0.072,0.0843,0.0606,38682,2836.1154,19627
2140,20171218,10001128.SH,2.75,0.025,0.0196,0.0196,0.0255,0.0177,11308,236.3611,32836
2167,20171218,10001136.SH,2.7,0.0127,0.0096,0.0097,0.0131,0.0094,4014,44.0852,1858
2015,20171219,10001046.SH,2.946,0.1156,0.0779,0.0778,0.1158,0.0778,6998,659.183792,16241
2047,20171219,10001054.SH,3.044,0.2113,0.174,0.1724,0.2117,0.172,1058,202.524753,18174
2075,20171219,10001062.SH,3.142,0.3071,0.272,0.2688,0.3085,0.2688,470,137.904798,18308
2100,20171219,10001068.SH,3.24,0.3987,0.37,0.3679,0.3987,0.3677,148,57.480066,4546
2122,20171219,10001092.SH,2.9,0.0725,0.0409,0.0409,0.0738,0.0409,45794,2361.4631,21627
2141,20171219,10001128.SH,2.75,0.0181,0.0114,0.0114,0.0189,0.0106,15957,213.2572,35056
2168,20171219,10001136.SH,2.7,0.0096,0.0057,0.0057,0.0096,0.0052,4360,29.4385,3997
2016,20171220,10001046.SH,2.946,0.0769,0.0746,0.0746,0.0867,0.0654,7569,593.432895,14736
2048,20171220,10001054.SH,3.044,0.1716,0.17,0.17,0.1822,0.1578,2999,513.022931,16438
2076,20171220,10001062.SH,3.142,0.268,0.267,0.267,0.281,0.2548,1026,281.844718,17748
2101,20171220,10001068.SH,3.24,0.3672,0.3666,0.3683,0.3764,0.3555,88,32.77146,4521
2123,20171220,10001092.SH,2.9,0.0406,0.0382,0.0382,0.0477,0.0315,72286,2898.3768,26227
2142,20171220,10001128.SH,2.75,0.0111,0.0113,0.0113,0.0137,0.0098,13803,164.5031,33989
2169,20171220,10001136.SH,2.7,0.005,0.0058,0.0058,0.007,0.0048,3279,19.8709,5258
2017,20171221,10001046.SH,2.946,0.0753,0.056,0.056,0.0875,0.0452,12156,723.417939,13663
2049,20171221,10001054.SH,3.044,0.1695,0.151,0.1497,0.1822,0.1358,3976,591.014976,15244
2077,20171221,10001062.SH,3.142,0.2669,0.249,0.2476,0.2811,0.2328,445,113.104527,17721
2102,20171221,10001068.SH,3.24,0.3691,0.347,0.3457,0.3691,0.3297,250,88.204443,4403
2124,20171221,10001092.SH,2.9,0.0399,0.0226,0.0226,0.0473,0.0181,106547,2788.481,34880
2143,20171221,10001128.SH,2.75,0.0115,0.0068,0.0068,0.0132,0.0066,13704,117.8243,35677
2170,20171221,10001136.SH,2.7,0.006,0.0032,0.0032,0.0065,0.003,3945,16.4041,6368
2018,20171222,10001046.SH,2.946,0.0577,0.068,0.0659,0.0699,0.0502,11129,668.582816,11932
2050,20171222,10001054.SH,3.044,0.1505,0.166,0.1632,0.1659,0.1443,3264,504.816775,12817
2078,20171222,10001062.SH,3.142,0.2483,0.264,0.2605,0.2612,0.2417,357,90.922208,17682
2103,20171222,10001068.SH,3.24,0.3454,0.362,0.3573,0.3573,0.3425,260,91.327673,4388
2125,20171222,10001092.SH,2.9,0.0238,0.0278,0.0278,0.0304,0.0193,65539,1515.2444,34310
2144,20171222,10001128.SH,2.75,0.007,0.0066,0.0066,0.0075,0.0061,6536,43.9334,36661
2171,20171222,10001136.SH,2.7,0.0037,0.0028,0.0028,0.0037,0.0027,2631,8.0385,6974
2019,20171225,10001046.SH,2.946,0.0667,0.07,0.0699,0.079,0.037,10992,659.743764,9961
2051,20171225,10001054.SH,3.044,0.1594,0.168,0.1666,0.1758,0.1303,6845,1049.218266,8708
2079,20171225,10001062.SH,3.142,0.2613,0.266,0.2648,0.2747,0.2294,5626,1453.427407,14073
2104,20171225,10001068.SH,3.24,0.3437,0.364,0.3631,0.3715,0.3264,1157,414.258375,4136
2126,20171225,10001092.SH,2.9,0.0284,0.0276,0.0276,0.0348,0.0079,105736,2002.81,27681
2145,20171225,10001128.SH,2.75,0.0067,0.0069,0.0069,0.0079,0.0036,14150,82.0431,35851
2172,20171225,10001136.SH,2.7,0.003,0.0031,0.0031,0.0037,0.0017,4882,13.2646,8175
2020,20171226,10001046.SH,2.946,0.0707,0.0556,0.0556,0.0778,0.0517,8053,515.717679,7245
2052,20171226,10001054.SH,3.044,0.1674,0.1532,0.1532,0.1739,0.1483,5816,946.228259,4974
2080,20171226,10001062.SH,3.142,0.28,0.251,0.251,0.28,0.2473,4738,1263.03747,10829
2105,20171226,10001068.SH,3.24,0.3581,0.349,0.349,0.3703,0.3452,912,329.950714,3805
2127,20171226,10001092.SH,2.9,0.0278,0.016,0.016,0.0342,0.0141,65303,1502.67,21797
2146,20171226,10001128.SH,2.75,0.0067,0.0044,0.0044,0.0076,0.0041,13727,84.2362,39626
2173,20171226,10001136.SH,2.7,0.0029,0.002,0.002,0.0033,0.0018,4016,11.3189,9358
2021,20171227,10001046.SH,2.946,0.055,0.112,0.12,0.1249,0.0547,9840,906.659635,1923
2053,20171227,10001054.SH,3.044,0.1568,0.21,0.231,0.231,0.1534,5525,1047.459825,2247
2081,20171227,10001062.SH,3.142,0.2505,0.308,0.3125,0.329,0.2505,5458,1621.063137,7720
2106,20171227,10001068.SH,3.24,0.3512,0.406,0.419,0.4287,0.3484,2319,920.793767,2532
2128,20171227,10001092.SH,2.9,0.015,0.066,0.0886,0.0894,0.0148,43854,1592.7881,5815
2147,20171227,10001128.SH,2.75,0.0045,0.0139,0.0139,0.0143,0.0043,18870,162.299,42086
2174,20171227,10001136.SH,2.7,0.0022,0.0066,0.0066,0.007,0.0016,9709,38.6384,12984
2148,20171228,10001128.SH,2.75,0.0143,0.0084,0.0084,0.0154,0.0062,40194,401.7862,52554
2175,20171228,10001136.SH,2.7,0.0067,0.0036,0.0036,0.0073,0.0027,22757,112.0762,21468
2149,20171229,10001128.SH,2.75,0.0085,0.005,0.005,0.0085,0.0044,22920,140.2915,56502
2176,20171229,10001136.SH,2.7,0.0032,0.0021,0.0021,0.0033,0.002,13618,37.0719,25122
2150,20180102,10001128.SH,2.75,0.0049,0.002,0.002,0.0049,0.0019,21194,51.3307,51944
2177,20180102,10001136.SH,2.7,0.0022,0.0009,0.0009,0.0022,0.0009,6607,8.1191,23864
2194,20180102,10001161.SH,3,0.1471,0.1069,0.1068,0.1471,0.1065,2221,261.3559,693
2151,20180103,10001128.SH,2.75,0.0022,0.0018,0.0018,0.0022,0.0012,18087,29.4375,49066
2178,20180103,10001136.SH,2.7,0.0009,0.0009,0.0009,0.001,0.0007,2692,2.4381,23593
2195,20180103,10001161.SH,3,0.1062,0.1023,0.1023,0.1073,0.0854,3179,304.5433,1219
2231,20180103,10001174.SH,3.2,0.2804,0.288,0.2711,0.2804,0.2448,546,142.3605,139
2152,20180104,10001128.SH,2.75,0.0018,0.0015,0.0015,0.0021,0.0013,4191,7.1751,49922
2179,20180104,10001136.SH,2.7,0.001,0.0008,0.0007,0.001,0.0006,2583,1.9918,23682
2196,20180104,10001161.SH,3,0.1012,0.0989,0.0989,0.1051,0.0904,2153,211.9795,1664
2232,20180104,10001174.SH,3.2,0.2703,0.281,0.2667,0.2722,0.255,361,95.712,260
2153,20180105,10001128.SH,2.75,0.0017,0.0012,0.0012,0.0019,0.0012,4700,7.2008,51367
2180,20180105,10001136.SH,2.7,0.0008,0.0007,0.0007,0.0009,0.0007,1363,1.0415,23867
2197,20180105,10001161.SH,3,0.098,0.0891,0.0891,0.1001,0.0868,1800,168.751,1573
2233,20180105,10001174.SH,3.2,0.2659,0.267,0.2549,0.2667,0.25,460,119.0935,312
2154,20180108,10001128.SH,2.75,0.0013,0.0008,0.0008,0.0015,0.0008,6789,7.312,51026
2181,20180108,10001136.SH,2.7,0.0006,0.0006,0.0006,0.0008,0.0005,844,0.5266,23710
2198,20180108,10001161.SH,3,0.0892,0.0832,0.0831,0.0943,0.08,2169,186.1468,1813
2234,20180108,10001174.SH,3.2,0.2556,0.256,0.2462,0.2582,0.24,537,133.4659,329
2267,20180108,10001182.SH,3.3,0.3512,0.356,0.3466,0.3549,0.3362,823,282.8601,557
2155,20180109,10001128.SH,2.75,0.001,0.0007,0.0007,0.001,0.0006,5076,3.6963,48585
2182,20180109,10001136.SH,2.7,0.0005,0.0004,0.0004,0.0006,0.0002,1452,0.6472,23186
2199,20180109,10001161.SH,3,0.08,0.0659,0.0659,0.0806,0.0659,3139,226.8798,2194
2235,20180109,10001174.SH,3.2,0.2393,0.23,0.2228,0.2427,0.2222,272,62.7596,328
2268,20180109,10001182.SH,3.3,0.3458,0.33,0.3174,0.3458,0.3166,476,155.0357,514
2156,20180110,10001128.SH,2.75,0.0008,0.0006,0.0006,0.0008,0.0005,2664,1.5389,47133
2183,20180110,10001136.SH,2.7,0.0004,0.0004,0.0004,0.0006,0.0003,883,0.4003,22944
2200,20180110,10001161.SH,3,0.0666,0.0554,0.0554,0.07,0.0533,8285,484.9916,5256
2236,20180110,10001174.SH,3.2,0.2233,0.206,0.2014,0.2285,0.2001,938,197.5334,632
2269,20180110,10001182.SH,3.3,0.3167,0.306,0.2954,0.3235,0.2941,814,250.8091,737
2157,20180111,10001128.SH,2.75,0.0005,0.0006,0.0006,0.0008,0.0005,3708,2.3824,48086
2184,20180111,10001136.SH,2.7,0.0005,0.0004,0.0004,0.0007,0.0004,1946,1.0055,22411
2201,20180111,10001161.SH,3,0.0546,0.0541,0.0541,0.0606,0.0513,10859,607.1652,7846
2237,20180111,10001174.SH,3.2,0.2022,0.209,0.2012,0.2109,0.1924,880,177.9234,771
2270,20180111,10001182.SH,3.3,0.2962,0.309,0.2961,0.3043,0.2862,532,157.6001,788
2300,20180111,10001190.SH,3.4,0.4017,0.409,0.3909,0.4021,0.3814,808,318.0109,407
2158,20180112,10001128.SH,2.75,0.0007,0.0005,0.0005,0.0008,0.0005,2786,1.6351,47954
2185,20180112,10001136.SH,2.7,0.0005,0.0004,0.0004,0.0007,0.0003,2568,1.1638,22178
2202,20180112,10001161.SH,3,0.0549,0.042,0.042,0.0549,0.0412,15946,739.4661,13567
2238,20180112,10001174.SH,3.2,0.202,0.182,0.1792,0.202,0.1788,1009,191.0975,882
2271,20180112,10001182.SH,3.3,0.2957,0.282,0.2714,0.2957,0.2709,608,171.5519,747
2301,20180112,10001190.SH,3.4,0.3914,0.382,0.3696,0.3914,0.3684,534,202.768,465
2159,20180115,10001128.SH,2.75,0.0004,0.0005,0.0005,0.0007,0.0003,4695,2.0913,45661
2186,20180115,10001136.SH,2.7,0.0007,0.0004,0.0004,0.0007,0.0001,1045,0.4526,22131
2203,20180115,10001161.SH,3,0.0408,0.0356,0.0356,0.0423,0.0302,23331,793.3176,17958
2239,20180115,10001174.SH,3.2,0.1792,0.1575,0.1558,0.1792,0.1437,3866,600.5473,1648
2272,20180115,10001182.SH,3.3,0.2714,0.257,0.2473,0.2714,0.2301,1005,246.6215,789
2302,20180115,10001190.SH,3.4,0.3704,0.357,0.3427,0.3704,0.3247,750,259.0956,424
2160,20180116,10001128.SH,2.75,0.0005,0.0003,0.0003,0.0005,0.0002,900,0.288,45403
2187,20180116,10001136.SH,2.7,0.0004,0.0002,0.0002,0.0004,0.0002,628,0.2466,22017
2204,20180116,10001161.SH,3,0.036,0.0313,0.0313,0.0392,0.0303,26480,909.2714,24783
2240,20180116,10001174.SH,3.2,0.1601,0.1437,0.1437,0.1639,0.1437,9659,1499.8009,6398
2273,20180116,10001182.SH,3.3,0.2522,0.236,0.2299,0.2535,0.2299,1201,292.2695,1253
2303,20180116,10001190.SH,3.4,0.3423,0.336,0.3239,0.3491,0.3239,789,268.1761,698
2161,20180117,10001128.SH,2.75,0.0002,0.0003,0.0003,0.0004,0.0001,5852,1.4727,43398
2188,20180117,10001136.SH,2.7,0.0001,0.0003,0.0004,0.0006,0.0001,2898,1.1982,21622
2205,20180117,10001161.SH,3,0.0305,0.0318,0.0318,0.0347,0.0194,52339,1424.355,34492
2241,20180117,10001174.SH,3.2,0.1437,0.1415,0.1415,0.1495,0.1056,16593,2168.2541,8936
2274,20180117,10001182.SH,3.3,0.2291,0.229,0.2264,0.2339,0.1826,5743,1206.9469,3138
2304,20180117,10001190.SH,3.4,0.3231,0.329,0.3197,0.3286,0.2716,2305,691.6746,911
2330,20180117,10001198.SH,3.5,0.4173,0.429,0.4158,0.424,0.369,730,293.3233,158
2162,20180118,10001128.SH,2.75,0.0003,0.0002,0.0002,0.0005,0.0001,2930,0.759,42446
2189,20180118,10001136.SH,2.7,0.0003,0.0002,0.0002,0.0005,0.0002,1962,0.6674,20944
2206,20180118,10001161.SH,3,0.03,0.027,0.027,0.0304,0.0231,32009,849.6252,39742
2242,20180118,10001174.SH,3.2,0.1416,0.1246,0.1246,0.1416,0.1115,14933,1860.1162,11824
2275,20180118,10001182.SH,3.3,0.2256,0.2022,0.2022,0.2256,0.1874,3502,702.0092,3570
2305,20180118,10001190.SH,3.4,0.3189,0.294,0.2922,0.3189,0.2752,1324,383.2958,1101
2331,20180118,10001198.SH,3.5,0.415,0.394,0.3855,0.415,0.3686,438,169.1509,202
2163,20180119,10001128.SH,2.75,0.0003,0.0001,0.0001,0.0004,0.0001,3728,1.0768,39512
2190,20180119,10001136.SH,2.7,0.0003,0.0001,0.0002,0.0004,0.0001,4991,1.4119,17500
2207,20180119,10001161.SH,3,0.0255,0.0266,0.0266,0.0303,0.0201,43090,1031.0024,51381
2243,20180119,10001174.SH,3.2,0.123,0.119,0.119,0.1282,0.1016,29358,3267.4908,14843
2276,20180119,10001182.SH,3.3,0.2013,0.198,0.198,0.208,0.1755,10950,2045.1689,7388
2306,20180119,10001190.SH,3.4,0.293,0.2894,0.2853,0.2972,0.2618,2191,599.2085,1560
2332,20180119,10001198.SH,3.5,0.3847,0.3887,0.3802,0.3921,0.3561,2169,800.6315,1172
2164,20180122,10001128.SH,2.75,0.0002,0.0001,0.0001,0.0002,0.0001,679,0.0967,39181
2191,20180122,10001136.SH,2.7,0.0002,0.0001,0.0002,0.0002,0.0001,1984,0.344,16906
