index,,,,price,st,ed,type
10003218.SH,华夏上证50ETF期权2109认沽3.80,OP510050.SH,ETF期权,3.8,20210128,20210922,沽
10003219.SH,华夏上证50ETF期权2109认沽3.90,OP510050.SH,ETF期权,3.9,20210128,20210922,沽
10003220.SH,华夏上证50ETF期权2109认沽4.00,OP510050.SH,ETF期权,4,20210128,20210922,沽
10003221.SH,华夏上证50ETF期权2109认沽4.10,OP510050.SH,ETF期权,4.1,20210128,20210922,沽
10003222.SH,华夏上证50ETF期权2109认沽4.20,OP510050.SH,ETF期权,4.2,20210128,20210922,沽
10003241.SH,华夏上证50ETF期权2109认购3.30,OP510050.SH,ETF期权,3.3,20210129,20210922,购
10003242.SH,华夏上证50ETF期权2109认沽3.30,OP510050.SH,ETF期权,3.3,20210129,20210922,沽
10003251.SH,华夏上证50ETF期权2109认购4.30,OP510050.SH,ETF期权,4.3,20210209,20210922,购
10003252.SH,华夏上证50ETF期权2109认沽4.30,OP510050.SH,ETF期权,4.3,20210209,20210922,沽
10003255.SH,华夏上证50ETF期权2102认购4.40,OP510050.SH,ETF期权,4.4,20210218,20210224,购
10003256.SH,华夏上证50ETF期权2102认沽4.40,OP510050.SH,ETF期权,4.4,20210218,20210224,沽
10003257.SH,华夏上证50ETF期权2103认购4.40,OP510050.SH,ETF期权,4.4,20210218,20210324,购
10003258.SH,华夏上证50ETF期权2103认沽4.40,OP510050.SH,ETF期权,4.4,20210218,20210324,沽
10003259.SH,华夏上证50ETF期权2106认购4.40,OP510050.SH,ETF期权,4.4,20210218,20210623,购
10003260.SH,华夏上证50ETF期权2106认沽4.40,OP510050.SH,ETF期权,4.4,20210218,20210623,沽
10003261.SH,华夏上证50ETF期权2109认购4.40,OP510050.SH,ETF期权,4.4,20210218,20210922,购
10003262.SH,华夏上证50ETF期权2109认沽4.40,OP510050.SH,ETF期权,4.4,20210218,20210922,沽
10003263.SH,华夏上证50ETF期权2104认购3.40,OP510050.SH,ETF期权,3.4,20210225,20210428,购
10003264.SH,华夏上证50ETF期权2104认购3.50,OP510050.SH,ETF期权,3.5,20210225,20210428,购
10003265.SH,华夏上证50ETF期权2104认购3.60,OP510050.SH,ETF期权,3.6,20210225,20210428,购
10003266.SH,华夏上证50ETF期权2104认购3.70,OP510050.SH,ETF期权,3.7,20210225,20210428,购
10003267.SH,华夏上证50ETF期权2104认购3.80,OP510050.SH,ETF期权,3.8,20210225,20210428,购
10003268.SH,华夏上证50ETF期权2104认购3.90,OP510050.SH,ETF期权,3.9,20210225,20210428,购
10003269.SH,华夏上证50ETF期权2104认购4.00,OP510050.SH,ETF期权,4,20210225,20210428,购
10003270.SH,华夏上证50ETF期权2104认购4.10,OP510050.SH,ETF期权,4.1,20210225,20210428,购
10003271.SH,华夏上证50ETF期权2104认购4.20,OP510050.SH,ETF期权,4.2,20210225,20210428,购
10003272.SH,华夏上证50ETF期权2104认沽3.40,OP510050.SH,ETF期权,3.4,20210225,20210428,沽
10003273.SH,华夏上证50ETF期权2104认沽3.50,OP510050.SH,ETF期权,3.5,20210225,20210428,沽
10003274.SH,华夏上证50ETF期权2104认沽3.60,OP510050.SH,ETF期权,3.6,20210225,20210428,沽
10003275.SH,华夏上证50ETF期权2104认沽3.70,OP510050.SH,ETF期权,3.7,20210225,20210428,沽
10003276.SH,华夏上证50ETF期权2104认沽3.80,OP510050.SH,ETF期权,3.8,20210225,20210428,沽
10003277.SH,华夏上证50ETF期权2104认沽3.90,OP510050.SH,ETF期权,3.9,20210225,20210428,沽
10003278.SH,华夏上证50ETF期权2104认沽4.00,OP510050.SH,ETF期权,4,20210225,20210428,沽
10003279.SH,华夏上证50ETF期权2104认沽4.10,OP510050.SH,ETF期权,4.1,20210225,20210428,沽
10003280.SH,华夏上证50ETF期权2104认沽4.20,OP510050.SH,ETF期权,4.2,20210225,20210428,沽
10003299.SH,华夏上证50ETF期权2104认购3.30,OP510050.SH,ETF期权,3.3,20210301,20210428,购
10003300.SH,华夏上证50ETF期权2104认沽3.30,OP510050.SH,ETF期权,3.3,20210301,20210428,沽
10003303.SH,华夏上证50ETF期权2104认购3.20,OP510050.SH,ETF期权,3.2,20210309,20210428,购
10003304.SH,华夏上证50ETF期权2104认沽3.20,OP510050.SH,ETF期权,3.2,20210309,20210428,沽
10003305.SH,华夏上证50ETF期权2109认购3.20,OP510050.SH,ETF期权,3.2,20210309,20210922,购
10003306.SH,华夏上证50ETF期权2109认沽3.20,OP510050.SH,ETF期权,3.2,20210309,20210922,沽
10003315.SH,华夏上证50ETF期权2104认购3.10,OP510050.SH,ETF期权,3.1,20210310,20210428,购
10003316.SH,华夏上证50ETF期权2104认沽3.10,OP510050.SH,ETF期权,3.1,20210310,20210428,沽
10003317.SH,华夏上证50ETF期权2109认购3.10,OP510050.SH,ETF期权,3.1,20210310,20210922,购
10003318.SH,华夏上证50ETF期权2109认沽3.10,OP510050.SH,ETF期权,3.1,20210310,20210922,沽
10003325.SH,华夏上证50ETF期权2105认购3.10,OP510050.SH,ETF期权,3.1,20210325,20210526,购
10003326.SH,华夏上证50ETF期权2105认购3.20,OP510050.SH,ETF期权,3.2,20210325,20210526,购
10003327.SH,华夏上证50ETF期权2105认购3.30,OP510050.SH,ETF期权,3.3,20210325,20210526,购
10003328.SH,华夏上证50ETF期权2105认购3.40,OP510050.SH,ETF期权,3.4,20210325,20210526,购
10003329.SH,华夏上证50ETF期权2105认购3.50,OP510050.SH,ETF期权,3.5,20210325,20210526,购
10003330.SH,华夏上证50ETF期权2105认购3.60,OP510050.SH,ETF期权,3.6,20210325,20210526,购
10003331.SH,华夏上证50ETF期权2105认购3.70,OP510050.SH,ETF期权,3.7,20210325,20210526,购
10003332.SH,华夏上证50ETF期权2105认购3.80,OP510050.SH,ETF期权,3.8,20210325,20210526,购
10003333.SH,华夏上证50ETF期权2105认购3.90,OP510050.SH,ETF期权,3.9,20210325,20210526,购
10003334.SH,华夏上证50ETF期权2105认沽3.10,OP510050.SH,ETF期权,3.1,20210325,20210526,沽
10003335.SH,华夏上证50ETF期权2105认沽3.20,OP510050.SH,ETF期权,3.2,20210325,20210526,沽
10003336.SH,华夏上证50ETF期权2105认沽3.30,OP510050.SH,ETF期权,3.3,20210325,20210526,沽
10003337.SH,华夏上证50ETF期权2105认沽3.40,OP510050.SH,ETF期权,3.4,20210325,20210526,沽
10003338.SH,华夏上证50ETF期权2105认沽3.50,OP510050.SH,ETF期权,3.5,20210325,20210526,沽
10003339.SH,华夏上证50ETF期权2105认沽3.60,OP510050.SH,ETF期权,3.6,20210325,20210526,沽
10003340.SH,华夏上证50ETF期权2105认沽3.70,OP510050.SH,ETF期权,3.7,20210325,20210526,沽
10003341.SH,华夏上证50ETF期权2105认沽3.80,OP510050.SH,ETF期权,3.8,20210325,20210526,沽
10003342.SH,华夏上证50ETF期权2105认沽3.90,OP510050.SH,ETF期权,3.9,20210325,20210526,沽
10003363.SH,华夏上证50ETF期权2105认购4.00,OP510050.SH,ETF期权,4,20210331,20210526,购
10003364.SH,华夏上证50ETF期权2105认沽4.00,OP510050.SH,ETF期权,4,20210331,20210526,沽
10003367.SH,华夏上证50ETF期权2104认购3.00,OP510050.SH,ETF期权,3,20210416,20210428,购
10003368.SH,华夏上证50ETF期权2104认沽3.00,OP510050.SH,ETF期权,3,20210416,20210428,沽
10003369.SH,华夏上证50ETF期权2105认购3.00,OP510050.SH,ETF期权,3,20210416,20210526,购
10003370.SH,华夏上证50ETF期权2105认沽3.00,OP510050.SH,ETF期权,3,20210416,20210526,沽
10003371.SH,华夏上证50ETF期权2109认购3.00,OP510050.SH,ETF期权,3,20210416,20210922,购
10003372.SH,华夏上证50ETF期权2109认沽3.00,OP510050.SH,ETF期权,3,20210416,20210922,沽
10003373.SH,华夏上证50ETF期权2112认购3.061,OP510050.SH,ETF期权,3.061,20210429,20211222,购
10003374.SH,华夏上证50ETF期权2112认购3.159,OP510050.SH,ETF期权,3.159,20210429,20211222,购
10003375.SH,华夏上证50ETF期权2112认购3.258,OP510050.SH,ETF期权,3.258,20210429,20211222,购
10003376.SH,华夏上证50ETF期权2112认购3.357,OP510050.SH,ETF期权,3.357,20210429,20211222,购
10003377.SH,华夏上证50ETF期权2112认购3.455,OP510050.SH,ETF期权,3.455,20210429,20211222,购
10003378.SH,华夏上证50ETF期权2112认购3.554,OP510050.SH,ETF期权,3.554,20210429,20211222,购
10003379.SH,华夏上证50ETF期权2112认购3.653,OP510050.SH,ETF期权,3.653,20210429,20211222,购
10003380.SH,华夏上证50ETF期权2112认购3.752,OP510050.SH,ETF期权,3.752,20210429,20211222,购
10003381.SH,华夏上证50ETF期权2112认购3.85,OP510050.SH,ETF期权,3.85,20210429,20211222,购
10003382.SH,华夏上证50ETF期权2112认沽3.061,OP510050.SH,ETF期权,3.061,20210429,20211222,沽
10003383.SH,华夏上证50ETF期权2112认沽3.159,OP510050.SH,ETF期权,3.159,20210429,20211222,沽
10003384.SH,华夏上证50ETF期权2112认沽3.258,OP510050.SH,ETF期权,3.258,20210429,20211222,沽
10003385.SH,华夏上证50ETF期权2112认沽3.357,OP510050.SH,ETF期权,3.357,20210429,20211222,沽
10003386.SH,华夏上证50ETF期权2112认沽3.455,OP510050.SH,ETF期权,3.455,20210429,20211222,沽
10003387.SH,华夏上证50ETF期权2112认沽3.554,OP510050.SH,ETF期权,3.554,20210429,20211222,沽
10003388.SH,华夏上证50ETF期权2112认沽3.653,OP510050.SH,ETF期权,3.653,20210429,20211222,沽
10003389.SH,华夏上证50ETF期权2112认沽3.752,OP510050.SH,ETF期权,3.752,20210429,20211222,沽
10003390.SH,华夏上证50ETF期权2112认沽3.85,OP510050.SH,ETF期权,3.85,20210429,20211222,沽
10003409.SH,华夏上证50ETF期权2112认购2.962,OP510050.SH,ETF期权,2.962,20210507,20211222,购
10003410.SH,华夏上证50ETF期权2112认沽2.962,OP510050.SH,ETF期权,2.962,20210507,20211222,沽
10003413.SH,华夏上证50ETF期权2112认购3.949,OP510050.SH,ETF期权,3.949,20210526,20211222,购
10003414.SH,华夏上证50ETF期权2112认沽3.949,OP510050.SH,ETF期权,3.949,20210526,20211222,沽
10003415.SH,华夏上证50ETF期权2107认购3.20,OP510050.SH,ETF期权,3.2,20210527,20210728,购
10003416.SH,华夏上证50ETF期权2107认购3.30,OP510050.SH,ETF期权,3.3,20210527,20210728,购
10003417.SH,华夏上证50ETF期权2107认购3.40,OP510050.SH,ETF期权,3.4,20210527,20210728,购
10003418.SH,华夏上证50ETF期权2107认购3.50,OP510050.SH,ETF期权,3.5,20210527,20210728,购
10003419.SH,华夏上证50ETF期权2107认购3.60,OP510050.SH,ETF期权,3.6,20210527,20210728,购
10003420.SH,华夏上证50ETF期权2107认购3.70,OP510050.SH,ETF期权,3.7,20210527,20210728,购
10003421.SH,华夏上证50ETF期权2107认购3.80,OP510050.SH,ETF期权,3.8,20210527,20210728,购
10003422.SH,华夏上证50ETF期权2107认购3.90,OP510050.SH,ETF期权,3.9,20210527,20210728,购
10003423.SH,华夏上证50ETF期权2107认购4.00,OP510050.SH,ETF期权,4,20210527,20210728,购
10003424.SH,华夏上证50ETF期权2107认沽3.20,OP510050.SH,ETF期权,3.2,20210527,20210728,沽
10003425.SH,华夏上证50ETF期权2107认沽3.30,OP510050.SH,ETF期权,3.3,20210527,20210728,沽
10003426.SH,华夏上证50ETF期权2107认沽3.40,OP510050.SH,ETF期权,3.4,20210527,20210728,沽
10003427.SH,华夏上证50ETF期权2107认沽3.50,OP510050.SH,ETF期权,3.5,20210527,20210728,沽
10003428.SH,华夏上证50ETF期权2107认沽3.60,OP510050.SH,ETF期权,3.6,20210527,20210728,沽
10003429.SH,华夏上证50ETF期权2107认沽3.70,OP510050.SH,ETF期权,3.7,20210527,20210728,沽
10003430.SH,华夏上证50ETF期权2107认沽3.80,OP510050.SH,ETF期权,3.8,20210527,20210728,沽
10003431.SH,华夏上证50ETF期权2107认沽3.90,OP510050.SH,ETF期权,3.9,20210527,20210728,沽
10003432.SH,华夏上证50ETF期权2107认沽4.00,OP510050.SH,ETF期权,4,20210527,20210728,沽
10003451.SH,华夏上证50ETF期权2107认购4.10,OP510050.SH,ETF期权,4.1,20210528,20210728,购
10003452.SH,华夏上证50ETF期权2107认沽4.10,OP510050.SH,ETF期权,4.1,20210528,20210728,沽
10003453.SH,华夏上证50ETF期权2112认购4.048,OP510050.SH,ETF期权,4.048,20210528,20211222,购
10003454.SH,华夏上证50ETF期权2112认沽4.048,OP510050.SH,ETF期权,4.048,20210528,20211222,沽
10003455.SH,华夏上证50ETF期权2107认购3.10,OP510050.SH,ETF期权,3.1,20210616,20210728,购
10003456.SH,华夏上证50ETF期权2107认沽3.10,OP510050.SH,ETF期权,3.1,20210616,20210728,沽
10003459.SH,华夏上证50ETF期权2107认购3.00,OP510050.SH,ETF期权,3,20210622,20210728,购
10003460.SH,华夏上证50ETF期权2107认沽3.00,OP510050.SH,ETF期权,3,20210622,20210728,沽
10003461.SH,华夏上证50ETF期权2108认购3.10,OP510050.SH,ETF期权,3.1,20210624,20210825,购
10003462.SH,华夏上证50ETF期权2108认购3.20,OP510050.SH,ETF期权,3.2,20210624,20210825,购
10003463.SH,华夏上证50ETF期权2108认购3.30,OP510050.SH,ETF期权,3.3,20210624,20210825,购
10003464.SH,华夏上证50ETF期权2108认购3.40,OP510050.SH,ETF期权,3.4,20210624,20210825,购
10003465.SH,华夏上证50ETF期权2108认购3.50,OP510050.SH,ETF期权,3.5,20210624,20210825,购
10003466.SH,华夏上证50ETF期权2108认购3.60,OP510050.SH,ETF期权,3.6,20210624,20210825,购
10003467.SH,华夏上证50ETF期权2108认购3.70,OP510050.SH,ETF期权,3.7,20210624,20210825,购
10003468.SH,华夏上证50ETF期权2108认购3.80,OP510050.SH,ETF期权,3.8,20210624,20210825,购
10003469.SH,华夏上证50ETF期权2108认购3.90,OP510050.SH,ETF期权,3.9,20210624,20210825,购
10003470.SH,华夏上证50ETF期权2108认沽3.10,OP510050.SH,ETF期权,3.1,20210624,20210825,沽
10003471.SH,华夏上证50ETF期权2108认沽3.20,OP510050.SH,ETF期权,3.2,20210624,20210825,沽
10003472.SH,华夏上证50ETF期权2108认沽3.30,OP510050.SH,ETF期权,3.3,20210624,20210825,沽
10003473.SH,华夏上证50ETF期权2108认沽3.40,OP510050.SH,ETF期权,3.4,20210624,20210825,沽
10003474.SH,华夏上证50ETF期权2108认沽3.50,OP510050.SH,ETF期权,3.5,20210624,20210825,沽
10003475.SH,华夏上证50ETF期权2108认沽3.60,OP510050.SH,ETF期权,3.6,20210624,20210825,沽
10003476.SH,华夏上证50ETF期权2108认沽3.70,OP510050.SH,ETF期权,3.7,20210624,20210825,沽
10003477.SH,华夏上证50ETF期权2108认沽3.80,OP510050.SH,ETF期权,3.8,20210624,20210825,沽
10003478.SH,华夏上证50ETF期权2108认沽3.90,OP510050.SH,ETF期权,3.9,20210624,20210825,沽
10003497.SH,华夏上证50ETF期权2108认购3.00,OP510050.SH,ETF期权,3,20210705,20210825,购
10003498.SH,华夏上证50ETF期权2108认沽3.00,OP510050.SH,ETF期权,3,20210705,20210825,沽
10003501.SH,华夏上证50ETF期权2107认购2.95,OP510050.SH,ETF期权,2.95,20210727,20210728,购
10003502.SH,华夏上证50ETF期权2107认沽2.95,OP510050.SH,ETF期权,2.95,20210727,20210728,沽
10003503.SH,华夏上证50ETF期权2108认购2.95,OP510050.SH,ETF期权,2.95,20210727,20210825,购
10003504.SH,华夏上证50ETF期权2108认沽2.95,OP510050.SH,ETF期权,2.95,20210727,20210825,沽
10003505.SH,华夏上证50ETF期权2109认购2.95,OP510050.SH,ETF期权,2.95,20210727,20210922,购
10003506.SH,华夏上证50ETF期权2109认沽2.95,OP510050.SH,ETF期权,2.95,20210727,20210922,沽
10003507.SH,华夏上证50ETF期权2112认购2.912,OP510050.SH,ETF期权,2.912,20210727,20211222,购
10003508.SH,华夏上证50ETF期权2112认沽2.912,OP510050.SH,ETF期权,2.912,20210727,20211222,沽
10003509.SH,华夏上证50ETF期权2107认购2.90,OP510050.SH,ETF期权,2.9,20210728,20210728,购
10003510.SH,华夏上证50ETF期权2107认沽2.90,OP510050.SH,ETF期权,2.9,20210728,20210728,沽
10003511.SH,华夏上证50ETF期权2108认购2.90,OP510050.SH,ETF期权,2.9,20210728,20210825,购
10003512.SH,华夏上证50ETF期权2108认沽2.90,OP510050.SH,ETF期权,2.9,20210728,20210825,沽
10003513.SH,华夏上证50ETF期权2109认购2.90,OP510050.SH,ETF期权,2.9,20210728,20210922,购
10003514.SH,华夏上证50ETF期权2109认沽2.90,OP510050.SH,ETF期权,2.9,20210728,20210922,沽
10003515.SH,华夏上证50ETF期权2112认购2.863,OP510050.SH,ETF期权,2.863,20210728,20211222,购
10003516.SH,华夏上证50ETF期权2112认沽2.863,OP510050.SH,ETF期权,2.863,20210728,20211222,沽
10003531.SH,华夏上证50ETF期权2203认购2.863,OP510050.SH,ETF期权,2.863,20210729,20220323,购
10003532.SH,华夏上证50ETF期权2203认购2.912,OP510050.SH,ETF期权,2.912,20210729,20220323,购
10003533.SH,华夏上证50ETF期权2203认购2.962,OP510050.SH,ETF期权,2.962,20210729,20220323,购
10003534.SH,华夏上证50ETF期权2203认购3.061,OP510050.SH,ETF期权,3.061,20210729,20220323,购
10003535.SH,华夏上证50ETF期权2203认购3.159,OP510050.SH,ETF期权,3.159,20210729,20220323,购
10003536.SH,华夏上证50ETF期权2203认购3.258,OP510050.SH,ETF期权,3.258,20210729,20220323,购
10003537.SH,华夏上证50ETF期权2203认购3.357,OP510050.SH,ETF期权,3.357,20210729,20220323,购
10003538.SH,华夏上证50ETF期权2203认购3.455,OP510050.SH,ETF期权,3.455,20210729,20220323,购
10003539.SH,华夏上证50ETF期权2203认购3.554,OP510050.SH,ETF期权,3.554,20210729,20220323,购
10003540.SH,华夏上证50ETF期权2203认沽2.863,OP510050.SH,ETF期权,2.863,20210729,20220323,沽
10003541.SH,华夏上证50ETF期权2203认沽2.912,OP510050.SH,ETF期权,2.912,20210729,20220323,沽
10003542.SH,华夏上证50ETF期权2203认沽2.962,OP510050.SH,ETF期权,2.962,20210729,20220323,沽
10003543.SH,华夏上证50ETF期权2203认沽3.061,OP510050.SH,ETF期权,3.061,20210729,20220323,沽
10003544.SH,华夏上证50ETF期权2203认沽3.159,OP510050.SH,ETF期权,3.159,20210729,20220323,沽
10003545.SH,华夏上证50ETF期权2203认沽3.258,OP510050.SH,ETF期权,3.258,20210729,20220323,沽
10003546.SH,华夏上证50ETF期权2203认沽3.357,OP510050.SH,ETF期权,3.357,20210729,20220323,沽
10003547.SH,华夏上证50ETF期权2203认沽3.455,OP510050.SH,ETF期权,3.455,20210729,20220323,沽
10003548.SH,华夏上证50ETF期权2203认沽3.554,OP510050.SH,ETF期权,3.554,20210729,20220323,沽
10003571.SH,华夏上证50ETF期权2203认购3.653,OP510050.SH,ETF期权,3.653,20210804,20220323,购
10003572.SH,华夏上证50ETF期权2203认沽3.653,OP510050.SH,ETF期权,3.653,20210804,20220323,沽
10003573.SH,华夏上证50ETF期权2108认购2.85,OP510050.SH,ETF期权,2.85,20210823,20210825,购
10003574.SH,华夏上证50ETF期权2108认沽2.85,OP510050.SH,ETF期权,2.85,20210823,20210825,沽
10003575.SH,华夏上证50ETF期权2109认购2.85,OP510050.SH,ETF期权,2.85,20210823,20210922,购
10003576.SH,华夏上证50ETF期权2109认沽2.85,OP510050.SH,ETF期权,2.85,20210823,20210922,沽
10003577.SH,华夏上证50ETF期权2112认购2.814,OP510050.SH,ETF期权,2.814,20210823,20211222,购
10003578.SH,华夏上证50ETF期权2112认沽2.814,OP510050.SH,ETF期权,2.814,20210823,20211222,沽
10003579.SH,华夏上证50ETF期权2203认购2.814,OP510050.SH,ETF期权,2.814,20210823,20220323,购
10003580.SH,华夏上证50ETF期权2203认沽2.814,OP510050.SH,ETF期权,2.814,20210823,20220323,沽
10003581.SH,华夏上证50ETF期权2110认购2.90,OP510050.SH,ETF期权,2.9,20210826,20211027,购
10003582.SH,华夏上证50ETF期权2110认购2.95,OP510050.SH,ETF期权,2.95,20210826,20211027,购
10003583.SH,华夏上证50ETF期权2110认购3.00,OP510050.SH,ETF期权,3,20210826,20211027,购
10003584.SH,华夏上证50ETF期权2110认购3.10,OP510050.SH,ETF期权,3.1,20210826,20211027,购
10003585.SH,华夏上证50ETF期权2110认购3.20,OP510050.SH,ETF期权,3.2,20210826,20211027,购
10003586.SH,华夏上证50ETF期权2110认购3.30,OP510050.SH,ETF期权,3.3,20210826,20211027,购
10003587.SH,华夏上证50ETF期权2110认购3.40,OP510050.SH,ETF期权,3.4,20210826,20211027,购
10003588.SH,华夏上证50ETF期权2110认购3.50,OP510050.SH,ETF期权,3.5,20210826,20211027,购
10003589.SH,华夏上证50ETF期权2110认购3.60,OP510050.SH,ETF期权,3.6,20210826,20211027,购
10003590.SH,华夏上证50ETF期权2110认沽2.90,OP510050.SH,ETF期权,2.9,20210826,20211027,沽
10003591.SH,华夏上证50ETF期权2110认沽2.95,OP510050.SH,ETF期权,2.95,20210826,20211027,沽
10003592.SH,华夏上证50ETF期权2110认沽3.00,OP510050.SH,ETF期权,3,20210826,20211027,沽
10003593.SH,华夏上证50ETF期权2110认沽3.10,OP510050.SH,ETF期权,3.1,20210826,20211027,沽
10003594.SH,华夏上证50ETF期权2110认沽3.20,OP510050.SH,ETF期权,3.2,20210826,20211027,沽
10003595.SH,华夏上证50ETF期权2110认沽3.30,OP510050.SH,ETF期权,3.3,20210826,20211027,沽
10003596.SH,华夏上证50ETF期权2110认沽3.40,OP510050.SH,ETF期权,3.4,20210826,20211027,沽
10003597.SH,华夏上证50ETF期权2110认沽3.50,OP510050.SH,ETF期权,3.5,20210826,20211027,沽
10003598.SH,华夏上证50ETF期权2110认沽3.60,OP510050.SH,ETF期权,3.6,20210826,20211027,沽
10003617.SH,华夏上证50ETF期权2110认购2.85,OP510050.SH,ETF期权,2.85,20210827,20211027,购
10003618.SH,华夏上证50ETF期权2110认沽2.85,OP510050.SH,ETF期权,2.85,20210827,20211027,沽
10003621.SH,华夏上证50ETF期权2110认购3.70,OP510050.SH,ETF期权,3.7,20210908,20211027,购
10003622.SH,华夏上证50ETF期权2110认沽3.70,OP510050.SH,ETF期权,3.7,20210908,20211027,沽
10003623.SH,华夏上证50ETF期权2111认购2.90,OP510050.SH,ETF期权,2.9,20210923,20211124,购
10003624.SH,华夏上证50ETF期权2111认购2.95,OP510050.SH,ETF期权,2.95,20210923,20211124,购
10003625.SH,华夏上证50ETF期权2111认购3.00,OP510050.SH,ETF期权,3,20210923,20211124,购
10003626.SH,华夏上证50ETF期权2111认购3.10,OP510050.SH,ETF期权,3.1,20210923,20211124,购
10003627.SH,华夏上证50ETF期权2111认购3.20,OP510050.SH,ETF期权,3.2,20210923,20211124,购
10003628.SH,华夏上证50ETF期权2111认购3.30,OP510050.SH,ETF期权,3.3,20210923,20211124,购
10003629.SH,华夏上证50ETF期权2111认购3.40,OP510050.SH,ETF期权,3.4,20210923,20211124,购
10003630.SH,华夏上证50ETF期权2111认购3.50,OP510050.SH,ETF期权,3.5,20210923,20211124,购
10003631.SH,华夏上证50ETF期权2111认购3.60,OP510050.SH,ETF期权,3.6,20210923,20211124,购
10003632.SH,华夏上证50ETF期权2111认沽2.90,OP510050.SH,ETF期权,2.9,20210923,20211124,沽
10003633.SH,华夏上证50ETF期权2111认沽2.95,OP510050.SH,ETF期权,2.95,20210923,20211124,沽
10003634.SH,华夏上证50ETF期权2111认沽3.00,OP510050.SH,ETF期权,3,20210923,20211124,沽
10003635.SH,华夏上证50ETF期权2111认沽3.10,OP510050.SH,ETF期权,3.1,20210923,20211124,沽
10003636.SH,华夏上证50ETF期权2111认沽3.20,OP510050.SH,ETF期权,3.2,20210923,20211124,沽
10003637.SH,华夏上证50ETF期权2111认沽3.30,OP510050.SH,ETF期权,3.3,20210923,20211124,沽
10003638.SH,华夏上证50ETF期权2111认沽3.40,OP510050.SH,ETF期权,3.4,20210923,20211124,沽
10003639.SH,华夏上证50ETF期权2111认沽3.50,OP510050.SH,ETF期权,3.5,20210923,20211124,沽
10003640.SH,华夏上证50ETF期权2111认沽3.60,OP510050.SH,ETF期权,3.6,20210923,20211124,沽
10003661.SH,华夏上证50ETF期权2111认购3.70,OP510050.SH,ETF期权,3.7,20211011,20211124,购
10003662.SH,华夏上证50ETF期权2111认沽3.70,OP510050.SH,ETF期权,3.7,20211011,20211124,沽
10003663.SH,华夏上证50ETF期权2110认购3.80,OP510050.SH,ETF期权,3.8,20211025,20211027,购
10003664.SH,华夏上证50ETF期权2110认沽3.80,OP510050.SH,ETF期权,3.8,20211025,20211027,沽
10003665.SH,华夏上证50ETF期权2111认购3.80,OP510050.SH,ETF期权,3.8,20211025,20211124,购
10003666.SH,华夏上证50ETF期权2111认沽3.80,OP510050.SH,ETF期权,3.8,20211025,20211124,沽
10003667.SH,华夏上证50ETF期权2203认购3.752,OP510050.SH,ETF期权,3.752,20211025,20220323,购
10003668.SH,华夏上证50ETF期权2203认沽3.752,OP510050.SH,ETF期权,3.752,20211025,20220323,沽
10003669.SH,华夏上证50ETF期权2206认购2.912,OP510050.SH,ETF期权,2.912,20211028,20220622,购
10003670.SH,华夏上证50ETF期权2206认购2.962,OP510050.SH,ETF期权,2.962,20211028,20220622,购
10003671.SH,华夏上证50ETF期权2206认购3.061,OP510050.SH,ETF期权,3.061,20211028,20220622,购
10003672.SH,华夏上证50ETF期权2206认购3.159,OP510050.SH,ETF期权,3.159,20211028,20220622,购
10003673.SH,华夏上证50ETF期权2206认购3.258,OP510050.SH,ETF期权,3.258,20211028,20220622,购
10003674.SH,华夏上证50ETF期权2206认购3.357,OP510050.SH,ETF期权,3.357,20211028,20220622,购
10003675.SH,华夏上证50ETF期权2206认购3.455,OP510050.SH,ETF期权,3.455,20211028,20220622,购
10003676.SH,华夏上证50ETF期权2206认购3.554,OP510050.SH,ETF期权,3.554,20211028,20220622,购
10003677.SH,华夏上证50ETF期权2206认购3.653,OP510050.SH,ETF期权,3.653,20211028,20220622,购
10003678.SH,华夏上证50ETF期权2206认沽2.912,OP510050.SH,ETF期权,2.912,20211028,20220622,沽
10003679.SH,华夏上证50ETF期权2206认沽2.962,OP510050.SH,ETF期权,2.962,20211028,20220622,沽
10003680.SH,华夏上证50ETF期权2206认沽3.061,OP510050.SH,ETF期权,3.061,20211028,20220622,沽
10003681.SH,华夏上证50ETF期权2206认沽3.159,OP510050.SH,ETF期权,3.159,20211028,20220622,沽
10003682.SH,华夏上证50ETF期权2206认沽3.258,OP510050.SH,ETF期权,3.258,20211028,20220622,沽
10003683.SH,华夏上证50ETF期权2206认沽3.357,OP510050.SH,ETF期权,3.357,20211028,20220622,沽
10003684.SH,华夏上证50ETF期权2206认沽3.455,OP510050.SH,ETF期权,3.455,20211028,20220622,沽
10003685.SH,华夏上证50ETF期权2206认沽3.554,OP510050.SH,ETF期权,3.554,20211028,20220622,沽
10003686.SH,华夏上证50ETF期权2206认沽3.653,OP510050.SH,ETF期权,3.653,20211028,20220622,沽
10003707.SH,华夏上证50ETF期权2206认购2.863,OP510050.SH,ETF期权,2.863,20211104,20220622,购
10003708.SH,华夏上证50ETF期权2206认沽2.863,OP510050.SH,ETF期权,2.863,20211104,20220622,沽
10003709.SH,华夏上证50ETF期权2201认购2.912,OP510050.SH,ETF期权,2.912,20211125,20220126,购
10003710.SH,华夏上证50ETF期权2201认购2.962,OP510050.SH,ETF期权,2.962,20211125,20220126,购
10003711.SH,华夏上证50ETF期权2201认购3.061,OP510050.SH,ETF期权,3.061,20211125,20220126,购
10003712.SH,华夏上证50ETF期权2201认购3.159,OP510050.SH,ETF期权,3.159,20211125,20220126,购
