index,,,,price,st,ed,type
10000001.SH,华夏上证50ETF期权1503认购2.20,OP510050.SH,ETF期权,2.2,20150209,20150325,购
10000002.SH,华夏上证50ETF期权1503认购2.25,OP510050.SH,ETF期权,2.25,20150209,20150325,购
10000003.SH,华夏上证50ETF期权1503认购2.30,OP510050.SH,ETF期权,2.3,20150209,20150325,购
10000004.SH,华夏上证50ETF期权1503认购2.35,OP510050.SH,ETF期权,2.35,20150209,20150325,购
10000005.SH,华夏上证50ETF期权1503认购2.40,OP510050.SH,ETF期权,2.4,20150209,20150325,购
10000006.SH,华夏上证50ETF期权1503认沽2.20,OP510050.SH,ETF期权,2.2,20150209,20150325,沽
10000007.SH,华夏上证50ETF期权1503认沽2.25,OP510050.SH,ETF期权,2.25,20150209,20150325,沽
10000008.SH,华夏上证50ETF期权1503认沽2.30,OP510050.SH,ETF期权,2.3,20150209,20150325,沽
10000009.SH,华夏上证50ETF期权1503认沽2.35,OP510050.SH,ETF期权,2.35,20150209,20150325,沽
10000010.SH,华夏上证50ETF期权1503认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150325,沽
10000011.SH,华夏上证50ETF期权1504认购2.20,OP510050.SH,ETF期权,2.2,20150209,20150422,购
10000012.SH,华夏上证50ETF期权1504认购2.25,OP510050.SH,ETF期权,2.25,20150209,20150422,购
10000013.SH,华夏上证50ETF期权1504认购2.30,OP510050.SH,ETF期权,2.3,20150209,20150422,购
10000014.SH,华夏上证50ETF期权1504认购2.35,OP510050.SH,ETF期权,2.35,20150209,20150422,购
10000015.SH,华夏上证50ETF期权1504认购2.40,OP510050.SH,ETF期权,2.4,20150209,20150422,购
10000016.SH,华夏上证50ETF期权1504认沽2.20,OP510050.SH,ETF期权,2.2,20150209,20150422,沽
10000017.SH,华夏上证50ETF期权1504认沽2.25,OP510050.SH,ETF期权,2.25,20150209,20150422,沽
10000018.SH,华夏上证50ETF期权1504认沽2.30,OP510050.SH,ETF期权,2.3,20150209,20150422,沽
10000019.SH,华夏上证50ETF期权1504认沽2.35,OP510050.SH,ETF期权,2.35,20150209,20150422,沽
10000020.SH,华夏上证50ETF期权1504认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150422,沽
10000021.SH,华夏上证50ETF期权1506认购2.20,OP510050.SH,ETF期权,2.2,20150209,20150624,购
10000022.SH,华夏上证50ETF期权1506认购2.25,OP510050.SH,ETF期权,2.25,20150209,20150624,购
10000023.SH,华夏上证50ETF期权1506认购2.30,OP510050.SH,ETF期权,2.3,20150209,20150624,购
10000024.SH,华夏上证50ETF期权1506认购2.35,OP510050.SH,ETF期权,2.35,20150209,20150624,购
10000025.SH,华夏上证50ETF期权1506认购2.40,OP510050.SH,ETF期权,2.4,20150209,20150624,购
10000026.SH,华夏上证50ETF期权1506认沽2.20,OP510050.SH,ETF期权,2.2,20150209,20150624,沽
10000027.SH,华夏上证50ETF期权1506认沽2.25,OP510050.SH,ETF期权,2.25,20150209,20150624,沽
10000028.SH,华夏上证50ETF期权1506认沽2.30,OP510050.SH,ETF期权,2.3,20150209,20150624,沽
10000029.SH,华夏上证50ETF期权1506认沽2.35,OP510050.SH,ETF期权,2.35,20150209,20150624,沽
10000030.SH,华夏上证50ETF期权1506认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150624,沽
10000031.SH,华夏上证50ETF期权1509认购2.20,OP510050.SH,ETF期权,2.2,20150209,20150923,购
10000032.SH,华夏上证50ETF期权1509认购2.25,OP510050.SH,ETF期权,2.25,20150209,20150923,购
10000033.SH,华夏上证50ETF期权1509认购2.30,OP510050.SH,ETF期权,2.3,20150209,20150923,购
10000034.SH,华夏上证50ETF期权1509认购2.35,OP510050.SH,ETF期权,2.35,20150209,20150923,购
10000035.SH,华夏上证50ETF期权1509认购2.40,OP510050.SH,ETF期权,2.4,20150209,20150923,购
10000036.SH,华夏上证50ETF期权1509认沽2.20,OP510050.SH,ETF期权,2.2,20150209,20150923,沽
10000037.SH,华夏上证50ETF期权1509认沽2.25,OP510050.SH,ETF期权,2.25,20150209,20150923,沽
10000038.SH,华夏上证50ETF期权1509认沽2.30,OP510050.SH,ETF期权,2.3,20150209,20150923,沽
10000039.SH,华夏上证50ETF期权1509认沽2.35,OP510050.SH,ETF期权,2.35,20150209,20150923,沽
10000040.SH,华夏上证50ETF期权1509认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150923,沽
10000041.SH,华夏上证50ETF期权1503认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150325,购
10000042.SH,华夏上证50ETF期权1503认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150325,沽
10000043.SH,华夏上证50ETF期权1504认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150422,购
10000044.SH,华夏上证50ETF期权1504认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150422,沽
10000045.SH,华夏上证50ETF期权1506认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150624,购
10000046.SH,华夏上证50ETF期权1506认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150624,沽
10000047.SH,华夏上证50ETF期权1509认购2.45,OP510050.SH,ETF期权,2.45,20150210,20150923,购
10000048.SH,华夏上证50ETF期权1509认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150923,沽
10000049.SH,华夏上证50ETF期权1503认购2.50,OP510050.SH,ETF期权,2.5,20150212,20150325,购
10000050.SH,华夏上证50ETF期权1503认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150325,沽
10000051.SH,华夏上证50ETF期权1504认购2.50,OP510050.SH,ETF期权,2.5,20150212,20150422,购
10000052.SH,华夏上证50ETF期权1504认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150422,沽
10000053.SH,华夏上证50ETF期权1506认购2.50,OP510050.SH,ETF期权,2.5,20150212,20150624,购
10000054.SH,华夏上证50ETF期权1506认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150624,沽
10000055.SH,华夏上证50ETF期权1509认购2.50,OP510050.SH,ETF期权,2.5,20150212,20150923,购
10000056.SH,华夏上证50ETF期权1509认沽2.50,OP510050.SH,ETF期权,2.5,20150212,20150923,沽
10000057.SH,华夏上证50ETF期权1503认购2.55,OP510050.SH,ETF期权,2.55,20150227,20150325,购
10000058.SH,华夏上证50ETF期权1503认沽2.55,OP510050.SH,ETF期权,2.55,20150227,20150325,沽
10000059.SH,华夏上证50ETF期权1504认购2.55,OP510050.SH,ETF期权,2.55,20150227,20150422,购
10000060.SH,华夏上证50ETF期权1504认沽2.55,OP510050.SH,ETF期权,2.55,20150227,20150422,沽
10000061.SH,华夏上证50ETF期权1506认购2.55,OP510050.SH,ETF期权,2.55,20150227,20150624,购
10000062.SH,华夏上证50ETF期权1506认沽2.55,OP510050.SH,ETF期权,2.55,20150227,20150624,沽
10000063.SH,华夏上证50ETF期权1509认购2.55,OP510050.SH,ETF期权,2.55,20150227,20150923,购
10000064.SH,华夏上证50ETF期权1509认沽2.55,OP510050.SH,ETF期权,2.55,20150227,20150923,沽
10000065.SH,华夏上证50ETF期权1503认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150325,购
10000066.SH,华夏上证50ETF期权1503认沽2.60,OP510050.SH,ETF期权,2.6,20150317,20150325,沽
10000067.SH,华夏上证50ETF期权1504认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150422,购
10000068.SH,华夏上证50ETF期权1504认沽2.60,OP510050.SH,ETF期权,2.6,20150317,20150422,沽
10000069.SH,华夏上证50ETF期权1506认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150624,购
10000070.SH,华夏上证50ETF期权1506认沽2.60,OP510050.SH,ETF期权,2.6,20150317,20150624,沽
10000071.SH,华夏上证50ETF期权1509认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150923,购
10000072.SH,华夏上证50ETF期权1509认沽2.60,OP510050.SH,ETF期权,2.6,20150317,20150923,沽
10000073.SH,华夏上证50ETF期权1503认购2.65,OP510050.SH,ETF期权,2.65,20150318,20150325,购
10000074.SH,华夏上证50ETF期权1503认沽2.65,OP510050.SH,ETF期权,2.65,20150318,20150325,沽
10000075.SH,华夏上证50ETF期权1504认购2.65,OP510050.SH,ETF期权,2.65,20150318,20150422,购
10000076.SH,华夏上证50ETF期权1504认沽2.65,OP510050.SH,ETF期权,2.65,20150318,20150422,沽
10000077.SH,华夏上证50ETF期权1506认购2.65,OP510050.SH,ETF期权,2.65,20150318,20150624,购
10000078.SH,华夏上证50ETF期权1506认沽2.65,OP510050.SH,ETF期权,2.65,20150318,20150624,沽
10000079.SH,华夏上证50ETF期权1509认购2.65,OP510050.SH,ETF期权,2.65,20150318,20150923,购
10000080.SH,华夏上证50ETF期权1509认沽2.65,OP510050.SH,ETF期权,2.65,20150318,20150923,沽
10000081.SH,华夏上证50ETF期权1503认购2.70,OP510050.SH,ETF期权,2.7,20150319,20150325,购
10000082.SH,华夏上证50ETF期权1503认沽2.70,OP510050.SH,ETF期权,2.7,20150319,20150325,沽
10000083.SH,华夏上证50ETF期权1504认购2.70,OP510050.SH,ETF期权,2.7,20150319,20150422,购
10000084.SH,华夏上证50ETF期权1504认沽2.70,OP510050.SH,ETF期权,2.7,20150319,20150422,沽
10000085.SH,华夏上证50ETF期权1506认购2.70,OP510050.SH,ETF期权,2.7,20150319,20150624,购
10000086.SH,华夏上证50ETF期权1506认沽2.70,OP510050.SH,ETF期权,2.7,20150319,20150624,沽
10000087.SH,华夏上证50ETF期权1509认购2.70,OP510050.SH,ETF期权,2.7,20150319,20150923,购
10000088.SH,华夏上证50ETF期权1509认沽2.70,OP510050.SH,ETF期权,2.7,20150319,20150923,沽
10000089.SH,华夏上证50ETF期权1503认购2.75,OP510050.SH,ETF期权,2.75,20150323,20150325,购
10000090.SH,华夏上证50ETF期权1503认沽2.75,OP510050.SH,ETF期权,2.75,20150323,20150325,沽
10000091.SH,华夏上证50ETF期权1504认购2.75,OP510050.SH,ETF期权,2.75,20150323,20150422,购
10000092.SH,华夏上证50ETF期权1504认沽2.75,OP510050.SH,ETF期权,2.75,20150323,20150422,沽
10000093.SH,华夏上证50ETF期权1506认购2.75,OP510050.SH,ETF期权,2.75,20150323,20150624,购
10000094.SH,华夏上证50ETF期权1506认沽2.75,OP510050.SH,ETF期权,2.75,20150323,20150624,沽
10000095.SH,华夏上证50ETF期权1509认购2.75,OP510050.SH,ETF期权,2.75,20150323,20150923,购
10000096.SH,华夏上证50ETF期权1509认沽2.75,OP510050.SH,ETF期权,2.75,20150323,20150923,沽
10000097.SH,华夏上证50ETF期权1503认购2.80,OP510050.SH,ETF期权,2.8,20150324,20150325,购
10000098.SH,华夏上证50ETF期权1503认沽2.80,OP510050.SH,ETF期权,2.8,20150324,20150325,沽
10000099.SH,华夏上证50ETF期权1504认购2.80,OP510050.SH,ETF期权,2.8,20150324,20150422,购
10000100.SH,华夏上证50ETF期权1504认沽2.80,OP510050.SH,ETF期权,2.8,20150324,20150422,沽
10000101.SH,华夏上证50ETF期权1506认购2.80,OP510050.SH,ETF期权,2.8,20150324,20150624,购
10000102.SH,华夏上证50ETF期权1506认沽2.80,OP510050.SH,ETF期权,2.8,20150324,20150624,沽
10000103.SH,华夏上证50ETF期权1509认购2.80,OP510050.SH,ETF期权,2.8,20150324,20150923,购
10000104.SH,华夏上证50ETF期权1509认沽2.80,OP510050.SH,ETF期权,2.8,20150324,20150923,沽
10000105.SH,华夏上证50ETF期权1505认购2.50,OP510050.SH,ETF期权,2.5,20150326,20150527,购
10000106.SH,华夏上证50ETF期权1505认购2.55,OP510050.SH,ETF期权,2.55,20150326,20150527,购
10000107.SH,华夏上证50ETF期权1505认购2.60,OP510050.SH,ETF期权,2.6,20150326,20150527,购
10000108.SH,华夏上证50ETF期权1505认购2.65,OP510050.SH,ETF期权,2.65,20150326,20150527,购
10000109.SH,华夏上证50ETF期权1505认购2.70,OP510050.SH,ETF期权,2.7,20150326,20150527,购
10000110.SH,华夏上证50ETF期权1505认沽2.50,OP510050.SH,ETF期权,2.5,20150326,20150527,沽
10000111.SH,华夏上证50ETF期权1505认沽2.55,OP510050.SH,ETF期权,2.55,20150326,20150527,沽
10000112.SH,华夏上证50ETF期权1505认沽2.60,OP510050.SH,ETF期权,2.6,20150326,20150527,沽
10000113.SH,华夏上证50ETF期权1505认沽2.65,OP510050.SH,ETF期权,2.65,20150326,20150527,沽
10000114.SH,华夏上证50ETF期权1505认沽2.70,OP510050.SH,ETF期权,2.7,20150326,20150527,沽
10000115.SH,华夏上证50ETF期权1505认购2.75,OP510050.SH,ETF期权,2.75,20150327,20150527,购
10000116.SH,华夏上证50ETF期权1505认沽2.75,OP510050.SH,ETF期权,2.75,20150327,20150527,沽
10000117.SH,华夏上证50ETF期权1504认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150422,购
10000118.SH,华夏上证50ETF期权1504认沽2.85,OP510050.SH,ETF期权,2.85,20150331,20150422,沽
10000119.SH,华夏上证50ETF期权1505认购2.80,OP510050.SH,ETF期权,2.8,20150331,20150527,购
10000120.SH,华夏上证50ETF期权1505认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150527,购
10000121.SH,华夏上证50ETF期权1505认沽2.80,OP510050.SH,ETF期权,2.8,20150331,20150527,沽
10000122.SH,华夏上证50ETF期权1505认沽2.85,OP510050.SH,ETF期权,2.85,20150331,20150527,沽
10000123.SH,华夏上证50ETF期权1506认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150624,购
10000124.SH,华夏上证50ETF期权1506认沽2.85,OP510050.SH,ETF期权,2.85,20150331,20150624,沽
10000125.SH,华夏上证50ETF期权1509认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150923,购
10000126.SH,华夏上证50ETF期权1509认沽2.85,OP510050.SH,ETF期权,2.85,20150331,20150923,沽
10000127.SH,华夏上证50ETF期权1504认购2.90,OP510050.SH,ETF期权,2.9,20150408,20150422,购
10000128.SH,华夏上证50ETF期权1504认购2.95,OP510050.SH,ETF期权,2.95,20150408,20150422,购
10000129.SH,华夏上证50ETF期权1504认沽2.90,OP510050.SH,ETF期权,2.9,20150408,20150422,沽
10000130.SH,华夏上证50ETF期权1504认沽2.95,OP510050.SH,ETF期权,2.95,20150408,20150422,沽
10000131.SH,华夏上证50ETF期权1505认购2.90,OP510050.SH,ETF期权,2.9,20150408,20150527,购
10000132.SH,华夏上证50ETF期权1505认购2.95,OP510050.SH,ETF期权,2.95,20150408,20150527,购
10000133.SH,华夏上证50ETF期权1505认沽2.90,OP510050.SH,ETF期权,2.9,20150408,20150527,沽
10000134.SH,华夏上证50ETF期权1505认沽2.95,OP510050.SH,ETF期权,2.95,20150408,20150527,沽
10000135.SH,华夏上证50ETF期权1506认购2.90,OP510050.SH,ETF期权,2.9,20150408,20150624,购
10000136.SH,华夏上证50ETF期权1506认购2.95,OP510050.SH,ETF期权,2.95,20150408,20150624,购
10000137.SH,华夏上证50ETF期权1506认沽2.90,OP510050.SH,ETF期权,2.9,20150408,20150624,沽
10000138.SH,华夏上证50ETF期权1506认沽2.95,OP510050.SH,ETF期权,2.95,20150408,20150624,沽
10000139.SH,华夏上证50ETF期权1509认购2.90,OP510050.SH,ETF期权,2.9,20150408,20150923,购
10000140.SH,华夏上证50ETF期权1509认购2.95,OP510050.SH,ETF期权,2.95,20150408,20150923,购
10000141.SH,华夏上证50ETF期权1509认沽2.90,OP510050.SH,ETF期权,2.9,20150408,20150923,沽
10000142.SH,华夏上证50ETF期权1509认沽2.95,OP510050.SH,ETF期权,2.95,20150408,20150923,沽
10000143.SH,华夏上证50ETF期权1504认购3.00,OP510050.SH,ETF期权,3,20150409,20150422,购
10000144.SH,华夏上证50ETF期权1504认沽3.00,OP510050.SH,ETF期权,3,20150409,20150422,沽
10000145.SH,华夏上证50ETF期权1505认购3.00,OP510050.SH,ETF期权,3,20150409,20150527,购
10000146.SH,华夏上证50ETF期权1505认沽3.00,OP510050.SH,ETF期权,3,20150409,20150527,沽
10000147.SH,华夏上证50ETF期权1506认购3.00,OP510050.SH,ETF期权,3,20150409,20150624,购
10000148.SH,华夏上证50ETF期权1506认沽3.00,OP510050.SH,ETF期权,3,20150409,20150624,沽
10000149.SH,华夏上证50ETF期权1509认购3.00,OP510050.SH,ETF期权,3,20150409,20150923,购
10000150.SH,华夏上证50ETF期权1509认沽3.00,OP510050.SH,ETF期权,3,20150409,20150923,沽
10000151.SH,华夏上证50ETF期权1504认购3.10,OP510050.SH,ETF期权,3.1,20150413,20150422,购
10000152.SH,华夏上证50ETF期权1504认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150422,沽
10000153.SH,华夏上证50ETF期权1505认购3.10,OP510050.SH,ETF期权,3.1,20150413,20150527,购
10000154.SH,华夏上证50ETF期权1505认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150527,沽
10000155.SH,华夏上证50ETF期权1506认购3.10,OP510050.SH,ETF期权,3.1,20150413,20150624,购
10000156.SH,华夏上证50ETF期权1506认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150624,沽
10000157.SH,华夏上证50ETF期权1509认购3.10,OP510050.SH,ETF期权,3.1,20150413,20150923,购
10000158.SH,华夏上证50ETF期权1509认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150923,沽
10000159.SH,华夏上证50ETF期权1504认购3.20,OP510050.SH,ETF期权,3.2,20150414,20150422,购
10000160.SH,华夏上证50ETF期权1504认沽3.20,OP510050.SH,ETF期权,3.2,20150414,20150422,沽
10000161.SH,华夏上证50ETF期权1505认购3.20,OP510050.SH,ETF期权,3.2,20150414,20150527,购
10000162.SH,华夏上证50ETF期权1505认沽3.20,OP510050.SH,ETF期权,3.2,20150414,20150527,沽
10000163.SH,华夏上证50ETF期权1506认购3.20,OP510050.SH,ETF期权,3.2,20150414,20150624,购
10000164.SH,华夏上证50ETF期权1506认沽3.20,OP510050.SH,ETF期权,3.2,20150414,20150624,沽
10000165.SH,华夏上证50ETF期权1509认购3.20,OP510050.SH,ETF期权,3.2,20150414,20150923,购
10000166.SH,华夏上证50ETF期权1509认沽3.20,OP510050.SH,ETF期权,3.2,20150414,20150923,沽
10000167.SH,华夏上证50ETF期权1504认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150422,购
10000168.SH,华夏上证50ETF期权1504认沽3.30,OP510050.SH,ETF期权,3.3,20150417,20150422,沽
10000169.SH,华夏上证50ETF期权1505认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150527,购
10000170.SH,华夏上证50ETF期权1505认沽3.30,OP510050.SH,ETF期权,3.3,20150417,20150527,沽
10000171.SH,华夏上证50ETF期权1506认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150624,购
10000172.SH,华夏上证50ETF期权1506认沽3.30,OP510050.SH,ETF期权,3.3,20150417,20150624,沽
10000173.SH,华夏上证50ETF期权1509认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150923,购
10000174.SH,华夏上证50ETF期权1509认沽3.30,OP510050.SH,ETF期权,3.3,20150417,20150923,沽
10000175.SH,华夏上证50ETF期权1504认购3.40,OP510050.SH,ETF期权,3.4,20150420,20150422,购
10000176.SH,华夏上证50ETF期权1504认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150422,沽
10000177.SH,华夏上证50ETF期权1505认购3.40,OP510050.SH,ETF期权,3.4,20150420,20150527,购
10000178.SH,华夏上证50ETF期权1505认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150527,沽
10000179.SH,华夏上证50ETF期权1506认购3.40,OP510050.SH,ETF期权,3.4,20150420,20150624,购
10000180.SH,华夏上证50ETF期权1506认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150624,沽
10000181.SH,华夏上证50ETF期权1509认购3.40,OP510050.SH,ETF期权,3.4,20150420,20150923,购
10000182.SH,华夏上证50ETF期权1509认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150923,沽
10000183.SH,华夏上证50ETF期权1512认购3.00,OP510050.SH,ETF期权,3,20150423,20151223,购
10000184.SH,华夏上证50ETF期权1512认购3.10,OP510050.SH,ETF期权,3.1,20150423,20151223,购
10000185.SH,华夏上证50ETF期权1512认购3.20,OP510050.SH,ETF期权,3.2,20150423,20151223,购
10000186.SH,华夏上证50ETF期权1512认购3.30,OP510050.SH,ETF期权,3.3,20150423,20151223,购
10000187.SH,华夏上证50ETF期权1512认购3.40,OP510050.SH,ETF期权,3.4,20150423,20151223,购
10000188.SH,华夏上证50ETF期权1512认沽3.00,OP510050.SH,ETF期权,3,20150423,20151223,沽
10000189.SH,华夏上证50ETF期权1512认沽3.10,OP510050.SH,ETF期权,3.1,20150423,20151223,沽
10000190.SH,华夏上证50ETF期权1512认沽3.20,OP510050.SH,ETF期权,3.2,20150423,20151223,沽
10000191.SH,华夏上证50ETF期权1512认沽3.30,OP510050.SH,ETF期权,3.3,20150423,20151223,沽
10000192.SH,华夏上证50ETF期权1512认沽3.40,OP510050.SH,ETF期权,3.4,20150423,20151223,沽
10000193.SH,华夏上证50ETF期权1505认购3.50,OP510050.SH,ETF期权,3.5,20150428,20150527,购
10000194.SH,华夏上证50ETF期权1505认沽3.50,OP510050.SH,ETF期权,3.5,20150428,20150527,沽
10000195.SH,华夏上证50ETF期权1506认购3.50,OP510050.SH,ETF期权,3.5,20150428,20150624,购
10000196.SH,华夏上证50ETF期权1506认沽3.50,OP510050.SH,ETF期权,3.5,20150428,20150624,沽
10000197.SH,华夏上证50ETF期权1509认购3.50,OP510050.SH,ETF期权,3.5,20150428,20150923,购
10000198.SH,华夏上证50ETF期权1509认沽3.50,OP510050.SH,ETF期权,3.5,20150428,20150923,沽
10000199.SH,华夏上证50ETF期权1512认购3.50,OP510050.SH,ETF期权,3.5,20150428,20151223,购
10000200.SH,华夏上证50ETF期权1512认沽3.50,OP510050.SH,ETF期权,3.5,20150428,20151223,沽
10000201.SH,华夏上证50ETF期权1512认购2.95,OP510050.SH,ETF期权,2.95,20150506,20151223,购
10000202.SH,华夏上证50ETF期权1512认沽2.95,OP510050.SH,ETF期权,2.95,20150506,20151223,沽
10000203.SH,华夏上证50ETF期权1512认购2.90,OP510050.SH,ETF期权,2.9,20150508,20151223,购
10000204.SH,华夏上证50ETF期权1512认沽2.90,OP510050.SH,ETF期权,2.9,20150508,20151223,沽
10000205.SH,华夏上证50ETF期权1512认购2.85,OP510050.SH,ETF期权,2.85,20150519,20151223,购
10000206.SH,华夏上证50ETF期权1512认沽2.85,OP510050.SH,ETF期权,2.85,20150519,20151223,沽
10000207.SH,华夏上证50ETF期权1507认购3.10,OP510050.SH,ETF期权,3.1,20150528,20150722,购
10000208.SH,华夏上证50ETF期权1507认购3.20,OP510050.SH,ETF期权,3.2,20150528,20150722,购
10000209.SH,华夏上证50ETF期权1507认购3.30,OP510050.SH,ETF期权,3.3,20150528,20150722,购
10000210.SH,华夏上证50ETF期权1507认购3.40,OP510050.SH,ETF期权,3.4,20150528,20150722,购
10000211.SH,华夏上证50ETF期权1507认购3.50,OP510050.SH,ETF期权,3.5,20150528,20150722,购
10000212.SH,华夏上证50ETF期权1507认沽3.10,OP510050.SH,ETF期权,3.1,20150528,20150722,沽
10000213.SH,华夏上证50ETF期权1507认沽3.20,OP510050.SH,ETF期权,3.2,20150528,20150722,沽
10000214.SH,华夏上证50ETF期权1507认沽3.30,OP510050.SH,ETF期权,3.3,20150528,20150722,沽
10000215.SH,华夏上证50ETF期权1507认沽3.40,OP510050.SH,ETF期权,3.4,20150528,20150722,沽
10000216.SH,华夏上证50ETF期权1507认沽3.50,OP510050.SH,ETF期权,3.5,20150528,20150722,沽
10000217.SH,华夏上证50ETF期权1507认购2.95,OP510050.SH,ETF期权,2.95,20150529,20150722,购
10000218.SH,华夏上证50ETF期权1507认购3.00,OP510050.SH,ETF期权,3,20150529,20150722,购
10000219.SH,华夏上证50ETF期权1507认沽2.95,OP510050.SH,ETF期权,2.95,20150529,20150722,沽
10000220.SH,华夏上证50ETF期权1507认沽3.00,OP510050.SH,ETF期权,3,20150529,20150722,沽
10000221.SH,华夏上证50ETF期权1506认购3.60,OP510050.SH,ETF期权,3.6,20150609,20150624,购
10000222.SH,华夏上证50ETF期权1506认沽3.60,OP510050.SH,ETF期权,3.6,20150609,20150624,沽
10000223.SH,华夏上证50ETF期权1507认购3.60,OP510050.SH,ETF期权,3.6,20150609,20150722,购
10000224.SH,华夏上证50ETF期权1507认沽3.60,OP510050.SH,ETF期权,3.6,20150609,20150722,沽
10000225.SH,华夏上证50ETF期权1509认购3.60,OP510050.SH,ETF期权,3.6,20150609,20150923,购
10000226.SH,华夏上证50ETF期权1509认沽3.60,OP510050.SH,ETF期权,3.6,20150609,20150923,沽
10000227.SH,华夏上证50ETF期权1512认购3.60,OP510050.SH,ETF期权,3.6,20150609,20151223,购
10000228.SH,华夏上证50ETF期权1512认沽3.60,OP510050.SH,ETF期权,3.6,20150609,20151223,沽
10000229.SH,华夏上证50ETF期权1507认购2.90,OP510050.SH,ETF期权,2.9,20150619,20150722,购
10000230.SH,华夏上证50ETF期权1507认沽2.90,OP510050.SH,ETF期权,2.9,20150619,20150722,沽
10000231.SH,华夏上证50ETF期权1507认购2.75,OP510050.SH,ETF期权,2.75,20150623,20150722,购
10000232.SH,华夏上证50ETF期权1507认购2.80,OP510050.SH,ETF期权,2.8,20150623,20150722,购
10000233.SH,华夏上证50ETF期权1507认购2.85,OP510050.SH,ETF期权,2.85,20150623,20150722,购
10000234.SH,华夏上证50ETF期权1507认沽2.75,OP510050.SH,ETF期权,2.75,20150623,20150722,沽
10000235.SH,华夏上证50ETF期权1507认沽2.80,OP510050.SH,ETF期权,2.8,20150623,20150722,沽
10000236.SH,华夏上证50ETF期权1507认沽2.85,OP510050.SH,ETF期权,2.85,20150623,20150722,沽
10000237.SH,华夏上证50ETF期权1512认购2.75,OP510050.SH,ETF期权,2.75,20150623,20151223,购
10000238.SH,华夏上证50ETF期权1512认购2.80,OP510050.SH,ETF期权,2.8,20150623,20151223,购
10000239.SH,华夏上证50ETF期权1512认沽2.75,OP510050.SH,ETF期权,2.75,20150623,20151223,沽
10000240.SH,华夏上证50ETF期权1512认沽2.80,OP510050.SH,ETF期权,2.8,20150623,20151223,沽
10000241.SH,华夏上证50ETF期权1508认购2.90,OP510050.SH,ETF期权,2.9,20150625,20150826,购
10000242.SH,华夏上证50ETF期权1508认购2.95,OP510050.SH,ETF期权,2.95,20150625,20150826,购
10000243.SH,华夏上证50ETF期权1508认购3.00,OP510050.SH,ETF期权,3,20150625,20150826,购
10000244.SH,华夏上证50ETF期权1508认购3.10,OP510050.SH,ETF期权,3.1,20150625,20150826,购
10000245.SH,华夏上证50ETF期权1508认购3.20,OP510050.SH,ETF期权,3.2,20150625,20150826,购
10000246.SH,华夏上证50ETF期权1508认沽2.90,OP510050.SH,ETF期权,2.9,20150625,20150826,沽
10000247.SH,华夏上证50ETF期权1508认沽2.95,OP510050.SH,ETF期权,2.95,20150625,20150826,沽
10000248.SH,华夏上证50ETF期权1508认沽3.00,OP510050.SH,ETF期权,3,20150625,20150826,沽
10000249.SH,华夏上证50ETF期权1508认沽3.10,OP510050.SH,ETF期权,3.1,20150625,20150826,沽
10000250.SH,华夏上证50ETF期权1508认沽3.20,OP510050.SH,ETF期权,3.2,20150625,20150826,沽
10000251.SH,华夏上证50ETF期权1508认购2.80,OP510050.SH,ETF期权,2.8,20150626,20150826,购
10000252.SH,华夏上证50ETF期权1508认购2.85,OP510050.SH,ETF期权,2.85,20150626,20150826,购
10000253.SH,华夏上证50ETF期权1508认沽2.80,OP510050.SH,ETF期权,2.8,20150626,20150826,沽
10000254.SH,华夏上证50ETF期权1508认沽2.85,OP510050.SH,ETF期权,2.85,20150626,20150826,沽
