,ts_code,name,opt_code,opt_type,exercise_price,list_date,delist_date
1322,10004095.SH,华泰柏瑞沪深300ETF期权2209认购3.90,OP510300.SH,ETF期权,3.9,20220308,20220928
1323,10004478.SH,华泰柏瑞沪深300ETF期权2210认购4.00,OP510300.SH,ETF期权,4.0,20220825,20221026
1324,10004256.SH,华泰柏瑞沪深300ETF期权2212认购3.60,OP510300.SH,ETF期权,3.6,20220428,20221228
1325,10005252.SH,华泰柏瑞沪深300ETF期权2304认沽3.50,OP510300.SH,ETF期权,3.5,20230317,20230426
1326,10004321.SH,华泰柏瑞沪深300ETF期权2207认购4.60,OP510300.SH,ETF期权,4.6,20220607,20220727
1327,10002215.SH,华泰柏瑞沪深300ETF期权2001认购4.50,OP510300.SH,ETF期权,4.5,20191231,20200122
1328,10002216.SH,华泰柏瑞沪深300ETF期权2001认沽4.50,OP510300.SH,ETF期权,4.5,20191231,20200122
1329,10002217.SH,华泰柏瑞沪深300ETF期权2002认购4.50,OP510300.SH,ETF期权,4.5,20191231,20200226
1330,10002218.SH,华泰柏瑞沪深300ETF期权2002认沽4.50,OP510300.SH,ETF期权,4.5,20191231,20200226
1331,10002219.SH,华泰柏瑞沪深300ETF期权2003认购4.50,OP510300.SH,ETF期权,4.5,20191231,20200325
1332,10002220.SH,华泰柏瑞沪深300ETF期权2003认沽4.50,OP510300.SH,ETF期权,4.5,20191231,20200325
1333,10002221.SH,华泰柏瑞沪深300ETF期权2006认购4.50,OP510300.SH,ETF期权,4.5,20191231,20200624
1334,10002222.SH,华泰柏瑞沪深300ETF期权2006认沽4.50,OP510300.SH,ETF期权,4.5,20191231,20200624
1335,10004027.SH,华泰柏瑞沪深300ETF期权2202认购4.10,OP510300.SH,ETF期权,4.1,20220215,20220223
1336,10004028.SH,华泰柏瑞沪深300ETF期权2202认沽4.10,OP510300.SH,ETF期权,4.1,20220215,20220223
1337,10004029.SH,华泰柏瑞沪深300ETF期权2203认购4.10,OP510300.SH,ETF期权,4.1,20220215,20220323
1338,10004030.SH,华泰柏瑞沪深300ETF期权2203认沽4.10,OP510300.SH,ETF期权,4.1,20220215,20220323
1339,10004031.SH,华泰柏瑞沪深300ETF期权2206认购4.10,OP510300.SH,ETF期权,4.1,20220215,20220622
1340,10004032.SH,华泰柏瑞沪深300ETF期权2206认沽4.10,OP510300.SH,ETF期权,4.1,20220215,20220622
1341,10004033.SH,华泰柏瑞沪深300ETF期权2209认购4.10,OP510300.SH,ETF期权,4.1,20220215,20220928
1342,10004034.SH,华泰柏瑞沪深300ETF期权2209认沽4.10,OP510300.SH,ETF期权,4.1,20220215,20220928
1343,10004005.SH,华泰柏瑞沪深300ETF期权2209认沽4.60,OP510300.SH,ETF期权,4.6,20220127,20220928
1344,10004807.SH,华泰柏瑞沪深300ETF期权2301认沽3.446,OP510300.SH,ETF期权,3.446,20221124,20230130
1345,10005208.SH,华泰柏瑞沪深300ETF期权2304认购4.40,OP510300.SH,ETF期权,4.4,20230223,20230426
1346,10005218.SH,华泰柏瑞沪深300ETF期权2304认沽4.50,OP510300.SH,ETF期权,4.5,20230223,20230426
1347,10004707.SH,华泰柏瑞沪深300ETF期权2306认沽3.347,OP510300.SH,ETF期权,3.347,20221027,20230628
1348,10003885.SH,华泰柏瑞沪深300ETF期权2206认购4.332,OP510300.SH,ETF期权,4.332,20220114,20220622
1349,10004437.SH,华泰柏瑞沪深300ETF期权2303认沽4.332,OP510300.SH,ETF期权,4.332,20220728,20230322
1350,10003445.SH,华泰柏瑞沪深300ETF期权2107认沽5.00,OP510300.SH,ETF期权,5.0,20210527,20210728
1351,10003839.SH,华泰柏瑞沪深300ETF期权2206认购6.154,OP510300.SH,ETF期权,6.154,20211210,20220622
1352,10003706.SH,华泰柏瑞沪深300ETF期权2206认沽4.431,OP510300.SH,ETF期权,4.431,20211029,20220622
1353,10004618.SH,华泰柏瑞沪深300ETF期权2211认购4.00,OP510300.SH,ETF期权,4.0,20220929,20221123
1354,10005005.SH,华泰柏瑞沪深300ETF期权2302认购4.43,OP510300.SH,ETF期权,4.43,20230110,20230222
1355,10004677.SH,华泰柏瑞沪深300ETF期权2303认购3.249,OP510300.SH,ETF期权,3.249,20221025,20230322
1356,10002763.SH,华泰柏瑞沪深300ETF期权2103认购4.145,OP510300.SH,ETF期权,4.145,20200727,20210324
1357,10002764.SH,华泰柏瑞沪深300ETF期权2103认购4.244,OP510300.SH,ETF期权,4.244,20200727,20210324
1358,10002765.SH,华泰柏瑞沪深300ETF期权2103认沽4.145,OP510300.SH,ETF期权,4.145,20200727,20210324
1359,10002766.SH,华泰柏瑞沪深300ETF期权2103认沽4.244,OP510300.SH,ETF期权,4.244,20200727,20210324
1360,10004965.SH,华泰柏瑞沪深300ETF期权2302认购4.234,OP510300.SH,ETF期权,4.234,20221229,20230222
1361,10004110.SH,华泰柏瑞沪深300ETF期权2204认沽3.80,OP510300.SH,ETF期权,3.8,20220310,20220427
1362,10004257.SH,华泰柏瑞沪深300ETF期权2212认购3.70,OP510300.SH,ETF期权,3.7,20220428,20221228
1363,10002813.SH,华泰柏瑞沪深300ETF期权2010认购4.20,OP510300.SH,ETF期权,4.2,20200910,20201028
1364,10002814.SH,华泰柏瑞沪深300ETF期权2010认沽4.20,OP510300.SH,ETF期权,4.2,20200910,20201028
1365,10004432.SH,华泰柏瑞沪深300ETF期权2303认沽3.84,OP510300.SH,ETF期权,3.84,20220728,20230322
1366,10004619.SH,华泰柏瑞沪深300ETF期权2211认购4.10,OP510300.SH,ETF期权,4.1,20220929,20221123
1367,10004360.SH,华泰柏瑞沪深300ETF期权2208认购4.00,OP510300.SH,ETF期权,4.0,20220623,20220824
1368,10003481.SH,华泰柏瑞沪深300ETF期权2108认购4.90,OP510300.SH,ETF期权,4.9,20210624,20210825
1369,10004055.SH,华泰柏瑞沪深300ETF期权2204认购4.40,OP510300.SH,ETF期权,4.4,20220224,20220427
1370,10003734.SH,华泰柏瑞沪深300ETF期权2201认购5.662,OP510300.SH,ETF期权,5.662,20211125,20220126
1371,10003345.SH,华泰柏瑞沪深300ETF期权2105认购4.70,OP510300.SH,ETF期权,4.7,20210325,20210526
1372,10004279.SH,华泰柏瑞沪深300ETF期权2212认购4.50,OP510300.SH,ETF期权,4.5,20220523,20221228
1373,10004280.SH,华泰柏瑞沪深300ETF期权2212认沽4.50,OP510300.SH,ETF期权,4.5,20220523,20221228
1374,10003615.SH,华泰柏瑞沪深300ETF期权2110认沽5.75,OP510300.SH,ETF期权,5.75,20210826,20211027
1375,10004671.SH,华泰柏瑞沪深300ETF期权2210认购3.30,OP510300.SH,ETF期权,3.3,20221025,20221026
1376,10003658.SH,华泰柏瑞沪深300ETF期权2111认沽5.75,OP510300.SH,ETF期权,5.75,20210923,20211124
1377,10004007.SH,华泰柏瑞沪深300ETF期权2209认沽4.80,OP510300.SH,ETF期权,4.8,20220127,20220928
1378,10003556.SH,华泰柏瑞沪深300ETF期权2203认购5.169,OP510300.SH,ETF期权,5.169,20210729,20220323
1379,10003865.SH,华泰柏瑞沪深300ETF期权2202认购5.416,OP510300.SH,ETF期权,5.416,20211223,20220223
1380,10004063.SH,华泰柏瑞沪深300ETF期权2204认沽4.30,OP510300.SH,ETF期权,4.3,20220224,20220427
1381,10005211.SH,华泰柏瑞沪深300ETF期权2304认沽3.80,OP510300.SH,ETF期权,3.8,20230223,20230426
1382,10004369.SH,华泰柏瑞沪深300ETF期权2208认沽4.00,OP510300.SH,ETF期权,4.0,20220623,20220824
1383,10004453.SH,华泰柏瑞沪深300ETF期权2208认购3.70,OP510300.SH,ETF期权,3.7,20220804,20220824
1384,10004960.SH,华泰柏瑞沪深300ETF期权2302认购3.741,OP510300.SH,ETF期权,3.741,20221229,20230222
1385,10003693.SH,华泰柏瑞沪深300ETF期权2206认购5.416,OP510300.SH,ETF期权,5.416,20211028,20220622
1386,10003735.SH,华泰柏瑞沪深300ETF期权2201认购5.908,OP510300.SH,ETF期权,5.908,20211125,20220126
1387,10004708.SH,华泰柏瑞沪深300ETF期权2306认沽3.446,OP510300.SH,ETF期权,3.446,20221027,20230628
1388,10002851.SH,华泰柏瑞沪深300ETF期权2011认购4.20,OP510300.SH,ETF期权,4.2,20200925,20201125
1389,10002852.SH,华泰柏瑞沪深300ETF期权2011认沽4.20,OP510300.SH,ETF期权,4.2,20200925,20201125
1390,10005291.SH,华泰柏瑞沪深300ETF期权2305认沽3.90,OP510300.SH,ETF期权,3.9,20230323,20230524
1391,10002563.SH,华泰柏瑞沪深300ETF期权2007认购4.30,OP510300.SH,ETF期权,4.3,20200529,20200722
1392,10002564.SH,华泰柏瑞沪深300ETF期权2007认沽4.30,OP510300.SH,ETF期权,4.3,20200529,20200722
1393,10003970.SH,华泰柏瑞沪深300ETF期权2202认沽4.30,OP510300.SH,ETF期权,4.3,20220126,20220223
1394,10004093.SH,华泰柏瑞沪深300ETF期权2206认沽3.90,OP510300.SH,ETF期权,3.9,20220308,20220622
1395,10004066.SH,华泰柏瑞沪深300ETF期权2204认沽4.60,OP510300.SH,ETF期权,4.6,20220224,20220427
1396,10003997.SH,华泰柏瑞沪深300ETF期权2209认购4.70,OP510300.SH,ETF期权,4.7,20220127,20220928
1397,10003837.SH,华泰柏瑞沪深300ETF期权2203认购6.154,OP510300.SH,ETF期权,6.154,20211210,20220323
1398,10003553.SH,华泰柏瑞沪深300ETF期权2203认购4.726,OP510300.SH,ETF期权,4.726,20210729,20220323
1399,10004208.SH,华泰柏瑞沪深300ETF期权2205认沽3.60,OP510300.SH,ETF期权,3.6,20220422,20220525
1400,10005281.SH,华泰柏瑞沪深300ETF期权2305认购3.80,OP510300.SH,ETF期权,3.8,20230323,20230524
1401,10003740.SH,华泰柏瑞沪深300ETF期权2201认沽4.923,OP510300.SH,ETF期权,4.923,20211125,20220126
1402,10002425.SH,华泰柏瑞沪深300ETF期权2003认购3.10,OP510300.SH,ETF期权,3.1,20200324,20200325
1403,10002426.SH,华泰柏瑞沪深300ETF期权2003认沽3.10,OP510300.SH,ETF期权,3.1,20200324,20200325
1404,10002427.SH,华泰柏瑞沪深300ETF期权2004认购3.10,OP510300.SH,ETF期权,3.1,20200324,20200422
1405,10002428.SH,华泰柏瑞沪深300ETF期权2004认沽3.10,OP510300.SH,ETF期权,3.1,20200324,20200422
1406,10002429.SH,华泰柏瑞沪深300ETF期权2006认购3.10,OP510300.SH,ETF期权,3.1,20200324,20200624
1407,10002430.SH,华泰柏瑞沪深300ETF期权2006认沽3.10,OP510300.SH,ETF期权,3.1,20200324,20200624
1408,10002431.SH,华泰柏瑞沪深300ETF期权2009认购3.10,OP510300.SH,ETF期权,3.1,20200324,20200923
1409,10002432.SH,华泰柏瑞沪深300ETF期权2009认沽3.10,OP510300.SH,ETF期权,3.1,20200324,20200923
1410,10003651.SH,华泰柏瑞沪深300ETF期权2111认沽4.60,OP510300.SH,ETF期权,4.6,20210923,20211124
1411,10002645.SH,华泰柏瑞沪深300ETF期权2007认购4.80,OP510300.SH,ETF期权,4.8,20200703,20200722
1412,10002646.SH,华泰柏瑞沪深300ETF期权2007认沽4.80,OP510300.SH,ETF期权,4.8,20200703,20200722
1413,10002647.SH,华泰柏瑞沪深300ETF期权2008认购4.80,OP510300.SH,ETF期权,4.8,20200703,20200826
1414,10002648.SH,华泰柏瑞沪深300ETF期权2008认沽4.80,OP510300.SH,ETF期权,4.8,20200703,20200826
1415,10002649.SH,华泰柏瑞沪深300ETF期权2009认购4.80,OP510300.SH,ETF期权,4.8,20200703,20200923
1416,10002650.SH,华泰柏瑞沪深300ETF期权2009认沽4.80,OP510300.SH,ETF期权,4.8,20200703,20200923
1417,10002651.SH,华泰柏瑞沪深300ETF期权2012认购4.80,OP510300.SH,ETF期权,4.8,20200703,20201223
1418,10002652.SH,华泰柏瑞沪深300ETF期权2012认沽4.80,OP510300.SH,ETF期权,4.8,20200703,20201223
1419,10004309.SH,华泰柏瑞沪深300ETF期权2207认沽3.70,OP510300.SH,ETF期权,3.7,20220526,20220727
1420,10004573.SH,华泰柏瑞沪深300ETF期权2210认购3.60,OP510300.SH,ETF期权,3.6,20220919,20221026
1421,10004574.SH,华泰柏瑞沪深300ETF期权2210认沽3.60,OP510300.SH,ETF期权,3.6,20220919,20221026
1422,10004575.SH,华泰柏瑞沪深300ETF期权2303认购3.544,OP510300.SH,ETF期权,3.544,20220919,20230322
1423,10004576.SH,华泰柏瑞沪深300ETF期权2303认沽3.544,OP510300.SH,ETF期权,3.544,20220919,20230322
1424,10003396.SH,华泰柏瑞沪深300ETF期权2112认购5.50,OP510300.SH,ETF期权,5.5,20210429,20211222
1425,10004304.SH,华泰柏瑞沪深300ETF期权2207认购4.10,OP510300.SH,ETF期权,4.1,20220526,20220727
1426,10004186.SH,华泰柏瑞沪深300ETF期权2205认购4.40,OP510300.SH,ETF期权,4.4,20220324,20220525
1427,10003879.SH,华泰柏瑞沪深300ETF期权2202认购4.431,OP510300.SH,ETF期权,4.431,20220106,20220223
1428,10003689.SH,华泰柏瑞沪深300ETF期权2206认购4.726,OP510300.SH,ETF期权,4.726,20211028,20220622
1429,10004430.SH,华泰柏瑞沪深300ETF期权2303认购4.529,OP510300.SH,ETF期权,4.529,20220728,20230322
1430,10004012.SH,华泰柏瑞沪深300ETF期权2202认沽4.20,OP510300.SH,ETF期权,4.2,20220128,20220223
1431,10004799.SH,华泰柏瑞沪深300ETF期权2301认购3.544,OP510300.SH,ETF期权,3.544,20221124,20230130
1432,10004060.SH,华泰柏瑞沪深300ETF期权2204认购4.90,OP510300.SH,ETF期权,4.9,20220224,20220427
1433,10004454.SH,华泰柏瑞沪深300ETF期权2208认沽3.70,OP510300.SH,ETF期权,3.7,20220804,20220824
1434,10005242.SH,华泰柏瑞沪深300ETF期权2304认沽3.60,OP510300.SH,ETF期权,3.6,20230228,20230426
1435,10004230.SH,华泰柏瑞沪深300ETF期权2206认购3.50,OP510300.SH,ETF期权,3.5,20220426,20220622
1436,10004645.SH,华泰柏瑞沪深300ETF期权2303认购3.347,OP510300.SH,ETF期权,3.347,20221011,20230322
1437,10003742.SH,华泰柏瑞沪深300ETF期权2201认沽5.416,OP510300.SH,ETF期权,5.416,20211125,20220126
1438,10004313.SH,华泰柏瑞沪深300ETF期权2207认沽4.10,OP510300.SH,ETF期权,4.1,20220526,20220727
1439,10003993.SH,华泰柏瑞沪深300ETF期权2209认购4.30,OP510300.SH,ETF期权,4.3,20220127,20220928
1440,10003301.SH,华泰柏瑞沪深300ETF期权2104认购4.70,OP510300.SH,ETF期权,4.7,20210301,20210428
1441,10003302.SH,华泰柏瑞沪深300ETF期权2104认沽4.70,OP510300.SH,ETF期权,4.7,20210301,20210428
1442,10004434.SH,华泰柏瑞沪深300ETF期权2303认沽4.037,OP510300.SH,ETF期权,4.037,20220728,20230322
1443,10005256.SH,华泰柏瑞沪深300ETF期权2309认沽3.50,OP510300.SH,ETF期权,3.5,20230317,20230927
1444,10004016.SH,华泰柏瑞沪深300ETF期权2206认沽4.20,OP510300.SH,ETF期权,4.2,20220128,20220622
1445,10003029.SH,华泰柏瑞沪深300ETF期权2012认购6.25,OP510300.SH,ETF期权,6.25,20201202,20201223
1446,10003030.SH,华泰柏瑞沪深300ETF期权2012认沽6.25,OP510300.SH,ETF期权,6.25,20201202,20201223
1447,10003031.SH,华泰柏瑞沪深300ETF期权2101认购6.169,OP510300.SH,ETF期权,6.169,20201202,20210127
1448,10003032.SH,华泰柏瑞沪深300ETF期权2101认沽6.169,OP510300.SH,ETF期权,6.169,20201202,20210127
1449,10003033.SH,华泰柏瑞沪深300ETF期权2103认购6.169,OP510300.SH,ETF期权,6.169,20201202,20210324
1450,10003034.SH,华泰柏瑞沪深300ETF期权2103认沽6.169,OP510300.SH,ETF期权,6.169,20201202,20210324
1451,10003035.SH,华泰柏瑞沪深300ETF期权2106认购6.169,OP510300.SH,ETF期权,6.169,20201202,20210623
1452,10003036.SH,华泰柏瑞沪深300ETF期权2106认沽6.169,OP510300.SH,ETF期权,6.169,20201202,20210623
1453,10003861.SH,华泰柏瑞沪深300ETF期权2202认购4.726,OP510300.SH,ETF期权,4.726,20211223,20220223
1454,10003403.SH,华泰柏瑞沪深300ETF期权2112认沽5.00,OP510300.SH,ETF期权,5.0,20210429,20211222
1455,10004191.SH,华泰柏瑞沪深300ETF期权2205认沽4.00,OP510300.SH,ETF期权,4.0,20220324,20220525
1456,10003296.SH,华泰柏瑞沪深300ETF期权2104认沽6.00,OP510300.SH,ETF期权,6.0,20210225,20210428
1457,10004617.SH,华泰柏瑞沪深300ETF期权2211认购3.90,OP510300.SH,ETF期权,3.9,20220929,20221123
1458,10004641.SH,华泰柏瑞沪深300ETF期权2211认购3.40,OP510300.SH,ETF期权,3.4,20221011,20221123
1459,10004936.SH,华泰柏瑞沪深300ETF期权2306认沽4.43,OP510300.SH,ETF期权,4.43,20221212,20230628
1460,10003836.SH,华泰柏瑞沪深300ETF期权2201认沽6.154,OP510300.SH,ETF期权,6.154,20211210,20220126
1461,10003549.SH,华泰柏瑞沪深300ETF期权2203认购4.332,OP510300.SH,ETF期权,4.332,20210729,20220323
1462,10003297.SH,华泰柏瑞沪深300ETF期权2104认沽6.25,OP510300.SH,ETF期权,6.25,20210225,20210428
1463,10003399.SH,华泰柏瑞沪深300ETF期权2112认购6.25,OP510300.SH,ETF期权,6.25,20210429,20211222
1464,10004323.SH,华泰柏瑞沪深300ETF期权2212认购4.60,OP510300.SH,ETF期权,4.6,20220607,20221228
1465,10003519.SH,华泰柏瑞沪深300ETF期权2107认沽4.40,OP510300.SH,ETF期权,4.4,20210728,20210728
1466,10005254.SH,华泰柏瑞沪深300ETF期权2306认沽3.50,OP510300.SH,ETF期权,3.5,20230317,20230628
1467,10003650.SH,华泰柏瑞沪深300ETF期权2111认沽4.50,OP510300.SH,ETF期权,4.5,20210923,20211124
1468,10003609.SH,华泰柏瑞沪深300ETF期权2110认沽4.70,OP510300.SH,ETF期权,4.7,20210826,20211027
1469,10003358.SH,华泰柏瑞沪深300ETF期权2105认沽5.25,OP510300.SH,ETF期权,5.25,20210325,20210526
1470,10003391.SH,华泰柏瑞沪深300ETF期权2112认购4.70,OP510300.SH,ETF期权,4.7,20210429,20211222
1471,10004380.SH,华泰柏瑞沪深300ETF期权2207认沽4.80,OP510300.SH,ETF期权,4.8,20220624,20220727
1472,10003496.SH,华泰柏瑞沪深300ETF期权2108认沽6.25,OP510300.SH,ETF期权,6.25,20210624,20210825
1473,10004359.SH,华泰柏瑞沪深300ETF期权2208认购3.90,OP510300.SH,ETF期权,3.9,20220623,20220824
1474,10003490.SH,华泰柏瑞沪深300ETF期权2108认沽4.90,OP510300.SH,ETF期权,4.9,20210624,20210825
1475,10003570.SH,华泰柏瑞沪深300ETF期权2203认沽5.908,OP510300.SH,ETF期权,5.908,20210803,20220323
1476,10003876.SH,华泰柏瑞沪深300ETF期权2202认沽5.908,OP510300.SH,ETF期权,5.908,20211223,20220223
1477,10003974.SH,华泰柏瑞沪深300ETF期权2206认沽4.30,OP510300.SH,ETF期权,4.3,20220126,20220622
1478,10004002.SH,华泰柏瑞沪深300ETF期权2209认沽4.30,OP510300.SH,ETF期权,4.3,20220127,20220928
1479,10004065.SH,华泰柏瑞沪深300ETF期权2204认沽4.50,OP510300.SH,ETF期权,4.5,20220224,20220427
1480,10004969.SH,华泰柏瑞沪深300ETF期权2302认沽3.741,OP510300.SH,ETF期权,3.741,20221229,20230222
1481,10004228.SH,华泰柏瑞沪深300ETF期权2205认沽3.50,OP510300.SH,ETF期权,3.5,20220426,20220525
1482,10000579.SH,华夏上证50ETF期权1604认购2.15,OP510050.SH,ETF期权,2.15,20160225,20160427
1483,10004284.SH,华夏上证50ETF期权2207认购2.70,OP510050.SH,ETF期权,2.7,20220526,20220727
1484,10004873.SH,华夏上证50ETF期权2301认沽2.65,OP510050.SH,ETF期权,2.65,20221201,20230130
1485,10003510.SH,华夏上证50ETF期权2107认沽2.90,OP510050.SH,ETF期权,2.9,20210728,20210728
1486,10000108.SH,华夏上证50ETF期权1505认购2.65,OP510050.SH,ETF期权,2.65,20150326,20150527
1487,10003595.SH,华夏上证50ETF期权2110认沽3.30,OP510050.SH,ETF期权,3.3,20210826,20211027
1488,10005265.SH,华夏上证50ETF期权2305认购2.65,OP510050.SH,ETF期权,2.65,20230323,20230524
1489,10000111.SH,华夏上证50ETF期权1505认沽2.55,OP510050.SH,ETF期权,2.55,20150326,20150527
1490,10001067.SH,华夏上证50ETF期权1712认购3.24,OP510050.SH,ETF期权,3.24,20171123,20171227
1491,10001068.SH,华夏上证50ETF期权1712认沽3.24,OP510050.SH,ETF期权,3.24,20171123,20171227
1492,10001069.SH,华夏上证50ETF期权1803认购3.24,OP510050.SH,ETF期权,3.24,20171123,20180328
1493,10001070.SH,华夏上证50ETF期权1803认沽3.24,OP510050.SH,ETF期权,3.24,20171123,20180328
1494,10001071.SH,华夏上证50ETF期权1806认购3.24,OP510050.SH,ETF期权,3.24,20171123,20180627
1495,10001072.SH,华夏上证50ETF期权1806认沽3.24,OP510050.SH,ETF期权,3.24,20171123,20180627
1496,10001073.SH,华夏上证50ETF期权1801认购2.896,OP510050.SH,ETF期权,2.896,20171123,20180124
1497,10001074.SH,华夏上证50ETF期权1801认购2.946,OP510050.SH,ETF期权,2.946,20171123,20180124
1498,10001075.SH,华夏上证50ETF期权1801认购3.044,OP510050.SH,ETF期权,3.044,20171123,20180124
1499,10001076.SH,华夏上证50ETF期权1801认购3.142,OP510050.SH,ETF期权,3.142,20171123,20180124
1500,10001077.SH,华夏上证50ETF期权1801认购3.24,OP510050.SH,ETF期权,3.24,20171123,20180124
1501,10001078.SH,华夏上证50ETF期权1801认沽2.896,OP510050.SH,ETF期权,2.896,20171123,20180124
1502,10001079.SH,华夏上证50ETF期权1801认沽2.946,OP510050.SH,ETF期权,2.946,20171123,20180124
1503,10001080.SH,华夏上证50ETF期权1801认沽3.044,OP510050.SH,ETF期权,3.044,20171123,20180124
1504,10001081.SH,华夏上证50ETF期权1801认沽3.142,OP510050.SH,ETF期权,3.142,20171123,20180124
1505,10001082.SH,华夏上证50ETF期权1801认沽3.24,OP510050.SH,ETF期权,3.24,20171123,20180124
1506,10000030.SH,华夏上证50ETF期权1506认沽2.40,OP510050.SH,ETF期权,2.4,20150209,20150624
1507,10000771.SH,华夏上证50ETF期权1612认购2.50,OP510050.SH,ETF期权,2.5,20161129,20161228
1508,10000301.SH,华夏上证50ETF期权1508认沽2.40,OP510050.SH,ETF期权,2.4,20150728,20150826
1509,10004126.SH,华夏上证50ETF期权2203认沽2.50,OP510050.SH,ETF期权,2.5,20220316,20220323
1510,10000303.SH,华夏上证50ETF期权1512认购2.40,OP510050.SH,ETF期权,2.4,20150728,20151223
1511,10001021.SH,华夏上证50ETF期权1711认购2.85,OP510050.SH,ETF期权,2.85,20171009,20171122
1512,10001022.SH,华夏上证50ETF期权1711认沽2.85,OP510050.SH,ETF期权,2.85,20171009,20171122
1513,10000027.SH,华夏上证50ETF期权1506认沽2.25,OP510050.SH,ETF期权,2.25,20150209,20150624
1514,10000794.SH,华夏上证50ETF期权1703认沽2.40,OP510050.SH,ETF期权,2.4,20161129,20170322
1515,10004608.SH,华夏上证50ETF期权2211认沽2.65,OP510050.SH,ETF期权,2.65,20220929,20221123
1516,10003431.SH,华夏上证50ETF期权2107认沽3.90,OP510050.SH,ETF期权,3.9,20210527,20210728
1517,10003677.SH,华夏上证50ETF期权2206认购3.653,OP510050.SH,ETF期权,3.653,20211028,20220622
1518,10003855.SH,华夏上证50ETF期权2202认沽3.30,OP510050.SH,ETF期权,3.3,20211223,20220223
1519,10004631.SH,华夏上证50ETF期权2210认购2.40,OP510050.SH,ETF期权,2.4,20221011,20221026
1520,10000495.SH,华夏上证50ETF期权1601认购2.60,OP510050.SH,ETF期权,2.6,20151222,20160127
1521,10003037.SH,华夏上证50ETF期权2012认购3.00,OP510050.SH,ETF期权,3.0,20201214,20201223
1522,10003038.SH,华夏上证50ETF期权2012认沽3.00,OP510050.SH,ETF期权,3.0,20201214,20201223
1523,10003039.SH,华夏上证50ETF期权2101认购3.00,OP510050.SH,ETF期权,3.0,20201214,20210127
1524,10003040.SH,华夏上证50ETF期权2101认沽3.00,OP510050.SH,ETF期权,3.0,20201214,20210127
1525,10003041.SH,华夏上证50ETF期权2103认购3.00,OP510050.SH,ETF期权,3.0,20201214,20210324
1526,10003042.SH,华夏上证50ETF期权2103认沽3.00,OP510050.SH,ETF期权,3.0,20201214,20210324
1527,10003043.SH,华夏上证50ETF期权2106认购3.00,OP510050.SH,ETF期权,3.0,20201214,20210623
1528,10003044.SH,华夏上证50ETF期权2106认沽3.00,OP510050.SH,ETF期权,3.0,20201214,20210623
1529,10000095.SH,华夏上证50ETF期权1509认购2.75,OP510050.SH,ETF期权,2.75,20150323,20150923
1530,10000492.SH,华夏上证50ETF期权1601认沽2.20,OP510050.SH,ETF期权,2.2,20151130,20160127
1531,10004917.SH,华夏上证50ETF期权2303认购2.85,OP510050.SH,ETF期权,2.85,20221202,20230322
1532,10000677.SH,华夏上证50ETF期权1703认沽2.104,OP510050.SH,ETF期权,2.104,20160728,20170322
1533,10004739.SH,华夏上证50ETF期权2306认购2.169,OP510050.SH,ETF期权,2.169,20221028,20230628
1534,10000294.SH,华夏上证50ETF期权1603认沽2.75,OP510050.SH,ETF期权,2.75,20150723,20160323
1535,10000128.SH,华夏上证50ETF期权1504认购2.95,OP510050.SH,ETF期权,2.95,20150408,20150422
1536,10004079.SH,华夏上证50ETF期权2206认购2.75,OP510050.SH,ETF期权,2.75,20220308,20220622
1537,10004854.SH,华夏上证50ETF期权2212认沽2.60,OP510050.SH,ETF期权,2.6,20221201,20221228
1538,10004143.SH,华夏上证50ETF期权2209认购2.60,OP510050.SH,ETF期权,2.6,20220316,20220928
1539,10004122.SH,华夏上证50ETF期权2209认沽2.65,OP510050.SH,ETF期权,2.65,20220315,20220928
1540,10000591.SH,华夏上证50ETF期权1609认购2.20,OP510050.SH,ETF期权,2.2,20160307,20160928
1541,10004039.SH,华夏上证50ETF期权2204认购3.10,OP510050.SH,ETF期权,3.1,20220224,20220427
1542,10000682.SH,华夏上证50ETF期权1703认沽2.299,OP510050.SH,ETF期权,2.299,20160815,20170322
1543,10002771.SH,华夏上证50ETF期权2010认购2.95,OP510050.SH,ETF期权,2.95,20200827,20201028
1544,10002772.SH,华夏上证50ETF期权2010认购3.00,OP510050.SH,ETF期权,3.0,20200827,20201028
1545,10002773.SH,华夏上证50ETF期权2010认购3.10,OP510050.SH,ETF期权,3.1,20200827,20201028
1546,10002774.SH,华夏上证50ETF期权2010认购3.20,OP510050.SH,ETF期权,3.2,20200827,20201028
1547,10002775.SH,华夏上证50ETF期权2010认购3.30,OP510050.SH,ETF期权,3.3,20200827,20201028
1548,10002776.SH,华夏上证50ETF期权2010认购3.40,OP510050.SH,ETF期权,3.4,20200827,20201028
1549,10002777.SH,华夏上证50ETF期权2010认购3.50,OP510050.SH,ETF期权,3.5,20200827,20201028
1550,10002778.SH,华夏上证50ETF期权2010认购3.60,OP510050.SH,ETF期权,3.6,20200827,20201028
1551,10002779.SH,华夏上证50ETF期权2010认购3.70,OP510050.SH,ETF期权,3.7,20200827,20201028
1552,10002780.SH,华夏上证50ETF期权2010认沽2.95,OP510050.SH,ETF期权,2.95,20200827,20201028
1553,10002781.SH,华夏上证50ETF期权2010认沽3.00,OP510050.SH,ETF期权,3.0,20200827,20201028
1554,10002782.SH,华夏上证50ETF期权2010认沽3.10,OP510050.SH,ETF期权,3.1,20200827,20201028
1555,10002783.SH,华夏上证50ETF期权2010认沽3.20,OP510050.SH,ETF期权,3.2,20200827,20201028
