,ts_code,name,opt_code,opt_type,exercise_price,list_date,delist_date
3141,10000712.SH,华夏上证50ETF期权1610认沽2.10,OP510050.SH,ETF期权,2.1,20160927,20161026
3142,10004774.SH,华夏上证50ETF期权2306认沽2.761,OP510050.SH,ETF期权,2.761,20221115,20230628
3143,10003747.SH,华夏上证50ETF期权2112认购2.90,OP510050.SH,ETF期权,2.9,20211129,20211222
3144,10003748.SH,华夏上证50ETF期权2112认购2.95,OP510050.SH,ETF期权,2.95,20211129,20211222
3145,10003749.SH,华夏上证50ETF期权2112认购3.00,OP510050.SH,ETF期权,3.0,20211129,20211222
3146,10003750.SH,华夏上证50ETF期权2112认购3.10,OP510050.SH,ETF期权,3.1,20211129,20211222
3147,10003751.SH,华夏上证50ETF期权2112认购3.20,OP510050.SH,ETF期权,3.2,20211129,20211222
3148,10003752.SH,华夏上证50ETF期权2112认购3.30,OP510050.SH,ETF期权,3.3,20211129,20211222
3149,10003753.SH,华夏上证50ETF期权2112认购3.40,OP510050.SH,ETF期权,3.4,20211129,20211222
3150,10003754.SH,华夏上证50ETF期权2112认购3.50,OP510050.SH,ETF期权,3.5,20211129,20211222
3151,10003755.SH,华夏上证50ETF期权2112认购3.60,OP510050.SH,ETF期权,3.6,20211129,20211222
3152,10003765.SH,华夏上证50ETF期权2201认购2.90,OP510050.SH,ETF期权,2.9,20211129,20220126
3153,10003766.SH,华夏上证50ETF期权2201认购2.95,OP510050.SH,ETF期权,2.95,20211129,20220126
3154,10003767.SH,华夏上证50ETF期权2201认购3.00,OP510050.SH,ETF期权,3.0,20211129,20220126
3155,10003768.SH,华夏上证50ETF期权2201认购3.10,OP510050.SH,ETF期权,3.1,20211129,20220126
3156,10003769.SH,华夏上证50ETF期权2201认购3.20,OP510050.SH,ETF期权,3.2,20211129,20220126
3157,10003770.SH,华夏上证50ETF期权2201认购3.30,OP510050.SH,ETF期权,3.3,20211129,20220126
3158,10003771.SH,华夏上证50ETF期权2201认购3.40,OP510050.SH,ETF期权,3.4,20211129,20220126
3159,10003772.SH,华夏上证50ETF期权2201认购3.50,OP510050.SH,ETF期权,3.5,20211129,20220126
3160,10003773.SH,华夏上证50ETF期权2201认购3.60,OP510050.SH,ETF期权,3.6,20211129,20220126
3161,10003783.SH,华夏上证50ETF期权2203认购2.90,OP510050.SH,ETF期权,2.9,20211129,20220323
3162,10003784.SH,华夏上证50ETF期权2203认购2.95,OP510050.SH,ETF期权,2.95,20211129,20220323
3163,10003785.SH,华夏上证50ETF期权2203认购3.00,OP510050.SH,ETF期权,3.0,20211129,20220323
3164,10003786.SH,华夏上证50ETF期权2203认购3.10,OP510050.SH,ETF期权,3.1,20211129,20220323
3165,10003787.SH,华夏上证50ETF期权2203认购3.20,OP510050.SH,ETF期权,3.2,20211129,20220323
3166,10003788.SH,华夏上证50ETF期权2203认购3.30,OP510050.SH,ETF期权,3.3,20211129,20220323
3167,10003789.SH,华夏上证50ETF期权2203认购3.40,OP510050.SH,ETF期权,3.4,20211129,20220323
3168,10003790.SH,华夏上证50ETF期权2203认购3.50,OP510050.SH,ETF期权,3.5,20211129,20220323
3169,10003791.SH,华夏上证50ETF期权2203认购3.60,OP510050.SH,ETF期权,3.6,20211129,20220323
3170,10003801.SH,华夏上证50ETF期权2206认购2.90,OP510050.SH,ETF期权,2.9,20211129,20220622
3171,10003802.SH,华夏上证50ETF期权2206认购2.95,OP510050.SH,ETF期权,2.95,20211129,20220622
3172,10003803.SH,华夏上证50ETF期权2206认购3.00,OP510050.SH,ETF期权,3.0,20211129,20220622
3173,10003804.SH,华夏上证50ETF期权2206认购3.10,OP510050.SH,ETF期权,3.1,20211129,20220622
3174,10003805.SH,华夏上证50ETF期权2206认购3.20,OP510050.SH,ETF期权,3.2,20211129,20220622
3175,10003806.SH,华夏上证50ETF期权2206认购3.30,OP510050.SH,ETF期权,3.3,20211129,20220622
3176,10003807.SH,华夏上证50ETF期权2206认购3.40,OP510050.SH,ETF期权,3.4,20211129,20220622
3177,10003808.SH,华夏上证50ETF期权2206认购3.50,OP510050.SH,ETF期权,3.5,20211129,20220622
3178,10003809.SH,华夏上证50ETF期权2206认购3.60,OP510050.SH,ETF期权,3.6,20211129,20220622
3179,10003756.SH,华夏上证50ETF期权2112认沽2.90,OP510050.SH,ETF期权,2.9,20211129,20211222
3180,10003757.SH,华夏上证50ETF期权2112认沽2.95,OP510050.SH,ETF期权,2.95,20211129,20211222
3181,10003758.SH,华夏上证50ETF期权2112认沽3.00,OP510050.SH,ETF期权,3.0,20211129,20211222
3182,10003759.SH,华夏上证50ETF期权2112认沽3.10,OP510050.SH,ETF期权,3.1,20211129,20211222
3183,10005088.SH,华夏上证50ETF期权2301认沽3.10,OP510050.SH,ETF期权,3.1,20230117,20230130
3184,10000783.SH,华夏上证50ETF期权1701认沽2.35,OP510050.SH,ETF期权,2.35,20161129,20170125
3185,10003374.SH,华夏上证50ETF期权2112认购3.159,OP510050.SH,ETF期权,3.159,20210429,20211222
3186,10003205.SH,华夏上证50ETF期权2109认购3.40,OP510050.SH,ETF期权,3.4,20210128,20210922
3187,10003206.SH,华夏上证50ETF期权2109认购3.50,OP510050.SH,ETF期权,3.5,20210128,20210922
3188,10003207.SH,华夏上证50ETF期权2109认购3.60,OP510050.SH,ETF期权,3.6,20210128,20210922
3189,10003208.SH,华夏上证50ETF期权2109认购3.70,OP510050.SH,ETF期权,3.7,20210128,20210922
3190,10003209.SH,华夏上证50ETF期权2109认购3.80,OP510050.SH,ETF期权,3.8,20210128,20210922
3191,10003210.SH,华夏上证50ETF期权2109认购3.90,OP510050.SH,ETF期权,3.9,20210128,20210922
3192,10003211.SH,华夏上证50ETF期权2109认购4.00,OP510050.SH,ETF期权,4.0,20210128,20210922
3193,10003212.SH,华夏上证50ETF期权2109认购4.10,OP510050.SH,ETF期权,4.1,20210128,20210922
3194,10003213.SH,华夏上证50ETF期权2109认购4.20,OP510050.SH,ETF期权,4.2,20210128,20210922
3195,10003214.SH,华夏上证50ETF期权2109认沽3.40,OP510050.SH,ETF期权,3.4,20210128,20210922
3196,10003215.SH,华夏上证50ETF期权2109认沽3.50,OP510050.SH,ETF期权,3.5,20210128,20210922
3197,10003216.SH,华夏上证50ETF期权2109认沽3.60,OP510050.SH,ETF期权,3.6,20210128,20210922
3198,10003217.SH,华夏上证50ETF期权2109认沽3.70,OP510050.SH,ETF期权,3.7,20210128,20210922
3199,10003218.SH,华夏上证50ETF期权2109认沽3.80,OP510050.SH,ETF期权,3.8,20210128,20210922
3200,10003219.SH,华夏上证50ETF期权2109认沽3.90,OP510050.SH,ETF期权,3.9,20210128,20210922
3201,10003220.SH,华夏上证50ETF期权2109认沽4.00,OP510050.SH,ETF期权,4.0,20210128,20210922
3202,10003221.SH,华夏上证50ETF期权2109认沽4.10,OP510050.SH,ETF期权,4.1,20210128,20210922
3203,10003222.SH,华夏上证50ETF期权2109认沽4.20,OP510050.SH,ETF期权,4.2,20210128,20210922
3204,10004072.SH,华夏上证50ETF期权2204认沽2.80,OP510050.SH,ETF期权,2.8,20220225,20220427
3205,10000358.SH,华夏上证50ETF期权1509认购2.00,OP510050.SH,ETF期权,2.0,20150825,20150923
3206,10000444.SH,华夏上证50ETF期权1511认沽2.40,OP510050.SH,ETF期权,2.4,20151013,20151125
3207,10003370.SH,华夏上证50ETF期权2105认沽3.00,OP510050.SH,ETF期权,3.0,20210416,20210526
3208,10004494.SH,华夏上证50ETF期权2210认沽3.00,OP510050.SH,ETF期权,3.0,20220826,20221026
3209,10000205.SH,华夏上证50ETF期权1512认购2.85,OP510050.SH,ETF期权,2.85,20150519,20151223
3210,10003465.SH,华夏上证50ETF期权2108认购3.50,OP510050.SH,ETF期权,3.5,20210624,20210825
3211,10000175.SH,华夏上证50ETF期权1504认购3.40,OP510050.SH,ETF期权,3.4,20150420,20150422
3212,10004474.SH,华夏上证50ETF期权2210认沽2.95,OP510050.SH,ETF期权,2.95,20220825,20221026
3213,10004283.SH,华夏上证50ETF期权2207认购2.65,OP510050.SH,ETF期权,2.65,20220526,20220727
3214,10000069.SH,华夏上证50ETF期权1506认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150624
3215,10000018.SH,华夏上证50ETF期权1504认沽2.30,OP510050.SH,ETF期权,2.3,20150209,20150422
3216,10003571.SH,华夏上证50ETF期权2203认购3.653,OP510050.SH,ETF期权,3.653,20210804,20220323
3217,10000723.SH,华夏上证50ETF期权1611认购2.35,OP510050.SH,ETF期权,2.35,20160930,20161123
3218,10000706.SH,华夏上证50ETF期权1610认沽2.30,OP510050.SH,ETF期权,2.3,20160825,20161026
3219,10005183.SH,华夏上证50ETF期权2304认购2.60,OP510050.SH,ETF期权,2.6,20230223,20230426
3220,10005319.SH,华夏上证50ETF期权2305认购2.90,OP510050.SH,ETF期权,2.9,20230406,20230524
3221,10000387.SH,华夏上证50ETF期权1509认购1.80,OP510050.SH,ETF期权,1.8,20150826,20150923
3222,10001059.SH,华夏上证50ETF期权1711认购3.20,OP510050.SH,ETF期权,3.2,20171120,20171122
3223,10001060.SH,华夏上证50ETF期权1711认沽3.20,OP510050.SH,ETF期权,3.2,20171120,20171122
3224,10001061.SH,华夏上证50ETF期权1712认购3.142,OP510050.SH,ETF期权,3.142,20171120,20171227
3225,10001062.SH,华夏上证50ETF期权1712认沽3.142,OP510050.SH,ETF期权,3.142,20171120,20171227
3226,10001063.SH,华夏上证50ETF期权1803认购3.142,OP510050.SH,ETF期权,3.142,20171120,20180328
3227,10001064.SH,华夏上证50ETF期权1803认沽3.142,OP510050.SH,ETF期权,3.142,20171120,20180328
3228,10001065.SH,华夏上证50ETF期权1806认购3.142,OP510050.SH,ETF期权,3.142,20171120,20180627
3229,10001066.SH,华夏上证50ETF期权1806认沽3.142,OP510050.SH,ETF期权,3.142,20171120,20180627
3230,10001665.SH,华夏上证50ETF期权1901认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190123
3231,10001666.SH,华夏上证50ETF期权1901认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190123
3232,10001667.SH,华夏上证50ETF期权1902认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190227
3233,10001668.SH,华夏上证50ETF期权1902认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190227
3234,10001669.SH,华夏上证50ETF期权1903认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190327
3235,10001670.SH,华夏上证50ETF期权1903认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190327
3236,10001671.SH,华夏上证50ETF期权1906认购2.05,OP510050.SH,ETF期权,2.05,20190103,20190626
3237,10001672.SH,华夏上证50ETF期权1906认沽2.05,OP510050.SH,ETF期权,2.05,20190103,20190626
3238,10000698.SH,华夏上证50ETF期权1703认沽2.397,OP510050.SH,ETF期权,2.397,20160816,20170322
3239,10000434.SH,华夏上证50ETF期权1511认沽2.20,OP510050.SH,ETF期权,2.2,20150924,20151125
3240,10000079.SH,华夏上证50ETF期权1509认购2.65,OP510050.SH,ETF期权,2.65,20150318,20150923
3241,10000170.SH,华夏上证50ETF期权1505认沽3.30,OP510050.SH,ETF期权,3.3,20150417,20150527
3242,10004349.SH,华夏上证50ETF期权2208认购3.20,OP510050.SH,ETF期权,3.2,20220623,20220824
3243,10000009.SH,华夏上证50ETF期权1503认沽2.35,OP510050.SH,ETF期权,2.35,20150209,20150325
3244,10000656.SH,华夏上证50ETF期权1608认沽2.25,OP510050.SH,ETF期权,2.25,20160630,20160824
3245,10003713.SH,华夏上证50ETF期权2201认购3.258,OP510050.SH,ETF期权,3.258,20211125,20220126
3246,10000369.SH,华夏上证50ETF期权1512认沽1.95,OP510050.SH,ETF期权,1.95,20150825,20151223
3247,10000574.SH,华夏上证50ETF期权1609认沽2.15,OP510050.SH,ETF期权,2.15,20160223,20160928
3248,10000787.SH,华夏上证50ETF期权1703认购2.30,OP510050.SH,ETF期权,2.3,20161129,20170322
3249,10000250.SH,华夏上证50ETF期权1508认沽3.20,OP510050.SH,ETF期权,3.2,20150625,20150826
3250,10003760.SH,华夏上证50ETF期权2112认沽3.20,OP510050.SH,ETF期权,3.2,20211129,20211222
3251,10003761.SH,华夏上证50ETF期权2112认沽3.30,OP510050.SH,ETF期权,3.3,20211129,20211222
3252,10003762.SH,华夏上证50ETF期权2112认沽3.40,OP510050.SH,ETF期权,3.4,20211129,20211222
3253,10003763.SH,华夏上证50ETF期权2112认沽3.50,OP510050.SH,ETF期权,3.5,20211129,20211222
3254,10003764.SH,华夏上证50ETF期权2112认沽3.60,OP510050.SH,ETF期权,3.6,20211129,20211222
3255,10003774.SH,华夏上证50ETF期权2201认沽2.90,OP510050.SH,ETF期权,2.9,20211129,20220126
3256,10003775.SH,华夏上证50ETF期权2201认沽2.95,OP510050.SH,ETF期权,2.95,20211129,20220126
3257,10003776.SH,华夏上证50ETF期权2201认沽3.00,OP510050.SH,ETF期权,3.0,20211129,20220126
3258,10003777.SH,华夏上证50ETF期权2201认沽3.10,OP510050.SH,ETF期权,3.1,20211129,20220126
3259,10003778.SH,华夏上证50ETF期权2201认沽3.20,OP510050.SH,ETF期权,3.2,20211129,20220126
3260,10003779.SH,华夏上证50ETF期权2201认沽3.30,OP510050.SH,ETF期权,3.3,20211129,20220126
3261,10003780.SH,华夏上证50ETF期权2201认沽3.40,OP510050.SH,ETF期权,3.4,20211129,20220126
3262,10003781.SH,华夏上证50ETF期权2201认沽3.50,OP510050.SH,ETF期权,3.5,20211129,20220126
3263,10003782.SH,华夏上证50ETF期权2201认沽3.60,OP510050.SH,ETF期权,3.6,20211129,20220126
3264,10003792.SH,华夏上证50ETF期权2203认沽2.90,OP510050.SH,ETF期权,2.9,20211129,20220323
3265,10003793.SH,华夏上证50ETF期权2203认沽2.95,OP510050.SH,ETF期权,2.95,20211129,20220323
3266,10003794.SH,华夏上证50ETF期权2203认沽3.00,OP510050.SH,ETF期权,3.0,20211129,20220323
3267,10003795.SH,华夏上证50ETF期权2203认沽3.10,OP510050.SH,ETF期权,3.1,20211129,20220323
3268,10003796.SH,华夏上证50ETF期权2203认沽3.20,OP510050.SH,ETF期权,3.2,20211129,20220323
3269,10003797.SH,华夏上证50ETF期权2203认沽3.30,OP510050.SH,ETF期权,3.3,20211129,20220323
3270,10003798.SH,华夏上证50ETF期权2203认沽3.40,OP510050.SH,ETF期权,3.4,20211129,20220323
3271,10003799.SH,华夏上证50ETF期权2203认沽3.50,OP510050.SH,ETF期权,3.5,20211129,20220323
3272,10003800.SH,华夏上证50ETF期权2203认沽3.60,OP510050.SH,ETF期权,3.6,20211129,20220323
3273,10003810.SH,华夏上证50ETF期权2206认沽2.90,OP510050.SH,ETF期权,2.9,20211129,20220622
3274,10003811.SH,华夏上证50ETF期权2206认沽2.95,OP510050.SH,ETF期权,2.95,20211129,20220622
3275,10003812.SH,华夏上证50ETF期权2206认沽3.00,OP510050.SH,ETF期权,3.0,20211129,20220622
3276,10003813.SH,华夏上证50ETF期权2206认沽3.10,OP510050.SH,ETF期权,3.1,20211129,20220622
3277,10003814.SH,华夏上证50ETF期权2206认沽3.20,OP510050.SH,ETF期权,3.2,20211129,20220622
3278,10003815.SH,华夏上证50ETF期权2206认沽3.30,OP510050.SH,ETF期权,3.3,20211129,20220622
3279,10003816.SH,华夏上证50ETF期权2206认沽3.40,OP510050.SH,ETF期权,3.4,20211129,20220622
3280,10003817.SH,华夏上证50ETF期权2206认沽3.50,OP510050.SH,ETF期权,3.5,20211129,20220622
3281,10003818.SH,华夏上证50ETF期权2206认沽3.60,OP510050.SH,ETF期权,3.6,20211129,20220622
3282,10000614.SH,华夏上证50ETF期权1605认沽2.30,OP510050.SH,ETF期权,2.3,20160406,20160525
3283,10000767.SH,华夏上证50ETF期权1612认购2.30,OP510050.SH,ETF期权,2.3,20161129,20161228
3284,10000071.SH,华夏上证50ETF期权1509认购2.60,OP510050.SH,ETF期权,2.6,20150317,20150923
3285,10004582.SH,华夏上证50ETF期权2303认沽2.416,OP510050.SH,ETF期权,2.416,20220923,20230322
3286,10000504.SH,华夏上证50ETF期权1602认沽2.50,OP510050.SH,ETF期权,2.5,20151224,20160224
3287,10000571.SH,华夏上证50ETF期权1609认购2.10,OP510050.SH,ETF期权,2.1,20160201,20160928
3288,10000421.SH,华夏上证50ETF期权1510认购2.25,OP510050.SH,ETF期权,2.25,20150831,20151028
3289,10003670.SH,华夏上证50ETF期权2206认购2.962,OP510050.SH,ETF期权,2.962,20211028,20220622
3290,10000719.SH,华夏上证50ETF期权1611认沽2.15,OP510050.SH,ETF期权,2.15,20160929,20161123
3291,10000437.SH,华夏上证50ETF期权1511认购2.05,OP510050.SH,ETF期权,2.05,20150928,20151125
3292,10001639.SH,华夏上证50ETF期权1812认购2.10,OP510050.SH,ETF期权,2.1,20181224,20181226
3293,10001640.SH,华夏上证50ETF期权1812认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20181226
3294,10001641.SH,华夏上证50ETF期权1901认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190123
3295,10001642.SH,华夏上证50ETF期权1901认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190123
3296,10001643.SH,华夏上证50ETF期权1903认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190327
3297,10001644.SH,华夏上证50ETF期权1903认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190327
3298,10001645.SH,华夏上证50ETF期权1906认购2.10,OP510050.SH,ETF期权,2.1,20181224,20190626
3299,10001646.SH,华夏上证50ETF期权1906认沽2.10,OP510050.SH,ETF期权,2.1,20181224,20190626
3300,10000809.SH,华夏上证50ETF期权1701认购2.55,OP510050.SH,ETF期权,2.55,20161130,20170125
3301,10005189.SH,华夏上证50ETF期权2304认购2.90,OP510050.SH,ETF期权,2.9,20230223,20230426
3302,10001631.SH,华夏上证50ETF期权1812认购2.15,OP510050.SH,ETF期权,2.15,20181220,20181226
3303,10001632.SH,华夏上证50ETF期权1812认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20181226
3304,10001633.SH,华夏上证50ETF期权1901认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190123
3305,10001634.SH,华夏上证50ETF期权1901认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190123
3306,10001635.SH,华夏上证50ETF期权1903认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190327
3307,10001636.SH,华夏上证50ETF期权1903认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190327
3308,10001637.SH,华夏上证50ETF期权1906认购2.15,OP510050.SH,ETF期权,2.15,20181220,20190626
3309,10001638.SH,华夏上证50ETF期权1906认沽2.15,OP510050.SH,ETF期权,2.15,20181220,20190626
3310,10004655.SH,华夏上证50ETF期权2210认购2.25,OP510050.SH,ETF期权,2.25,20221025,20221026
3311,10003673.SH,华夏上证50ETF期权2206认购3.258,OP510050.SH,ETF期权,3.258,20211028,20220622
3312,10000180.SH,华夏上证50ETF期权1506认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150624
3313,10000123.SH,华夏上证50ETF期权1506认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150624
3314,10000513.SH,华夏上证50ETF期权1602认沽2.20,OP510050.SH,ETF期权,2.2,20160105,20160224
3315,10000478.SH,华夏上证50ETF期权1606认沽2.65,OP510050.SH,ETF期权,2.65,20151110,20160622
3316,10000306.SH,华夏上证50ETF期权1512认沽2.45,OP510050.SH,ETF期权,2.45,20150728,20151223
3317,10000774.SH,华夏上证50ETF期权1612认沽2.40,OP510050.SH,ETF期权,2.4,20161129,20161228
3318,10003045.SH,华夏上证50ETF期权2102认购3.10,OP510050.SH,ETF期权,3.1,20201224,20210224
3319,10003046.SH,华夏上证50ETF期权2102认购3.20,OP510050.SH,ETF期权,3.2,20201224,20210224
3320,10003047.SH,华夏上证50ETF期权2102认购3.30,OP510050.SH,ETF期权,3.3,20201224,20210224
3321,10003048.SH,华夏上证50ETF期权2102认购3.40,OP510050.SH,ETF期权,3.4,20201224,20210224
3322,10003049.SH,华夏上证50ETF期权2102认购3.50,OP510050.SH,ETF期权,3.5,20201224,20210224
3323,10003050.SH,华夏上证50ETF期权2102认购3.60,OP510050.SH,ETF期权,3.6,20201224,20210224
3324,10003051.SH,华夏上证50ETF期权2102认购3.70,OP510050.SH,ETF期权,3.7,20201224,20210224
3325,10003052.SH,华夏上证50ETF期权2102认购3.80,OP510050.SH,ETF期权,3.8,20201224,20210224
3326,10003053.SH,华夏上证50ETF期权2102认购3.90,OP510050.SH,ETF期权,3.9,20201224,20210224
3327,10003054.SH,华夏上证50ETF期权2102认沽3.10,OP510050.SH,ETF期权,3.1,20201224,20210224
3328,10003055.SH,华夏上证50ETF期权2102认沽3.20,OP510050.SH,ETF期权,3.2,20201224,20210224
3329,10003056.SH,华夏上证50ETF期权2102认沽3.30,OP510050.SH,ETF期权,3.3,20201224,20210224
3330,10003057.SH,华夏上证50ETF期权2102认沽3.40,OP510050.SH,ETF期权,3.4,20201224,20210224
3331,10003058.SH,华夏上证50ETF期权2102认沽3.50,OP510050.SH,ETF期权,3.5,20201224,20210224
3332,10003059.SH,华夏上证50ETF期权2102认沽3.60,OP510050.SH,ETF期权,3.6,20201224,20210224
3333,10003060.SH,华夏上证50ETF期权2102认沽3.70,OP510050.SH,ETF期权,3.7,20201224,20210224
3334,10003061.SH,华夏上证50ETF期权2102认沽3.80,OP510050.SH,ETF期权,3.8,20201224,20210224
3335,10003062.SH,华夏上证50ETF期权2102认沽3.90,OP510050.SH,ETF期权,3.9,20201224,20210224
3336,10003853.SH,华夏上证50ETF期权2202认沽3.10,OP510050.SH,ETF期权,3.1,20211223,20220223
3337,10000784.SH,华夏上证50ETF期权1701认沽2.40,OP510050.SH,ETF期权,2.4,20161129,20170125
3338,10004669.SH,华夏上证50ETF期权2303认沽2.218,OP510050.SH,ETF期权,2.218,20221025,20230322
3339,10003983.SH,华夏上证50ETF期权2209认购3.50,OP510050.SH,ETF期权,3.5,20220127,20220928
3340,10004385.SH,华夏上证50ETF期权2207认购3.40,OP510050.SH,ETF期权,3.4,20220627,20220727
3341,10004386.SH,华夏上证50ETF期权2207认沽3.40,OP510050.SH,ETF期权,3.4,20220627,20220727
3342,10004387.SH,华夏上证50ETF期权2208认购3.40,OP510050.SH,ETF期权,3.4,20220627,20220824
3343,10004388.SH,华夏上证50ETF期权2208认沽3.40,OP510050.SH,ETF期权,3.4,20220627,20220824
3344,10004389.SH,华夏上证50ETF期权2212认购3.352,OP510050.SH,ETF期权,3.352,20220627,20221228
3345,10004390.SH,华夏上证50ETF期权2212认沽3.352,OP510050.SH,ETF期权,3.352,20220627,20221228
3346,10000517.SH,华夏上证50ETF期权1601认沽2.10,OP510050.SH,ETF期权,2.1,20160108,20160127
3347,10003425.SH,华夏上证50ETF期权2107认沽3.30,OP510050.SH,ETF期权,3.3,20210527,20210728
3348,10000152.SH,华夏上证50ETF期权1504认沽3.10,OP510050.SH,ETF期权,3.1,20150413,20150422
3349,10000337.SH,华夏上证50ETF期权1508认沽2.15,OP510050.SH,ETF期权,2.15,20150824,20150826
3350,10000171.SH,华夏上证50ETF期权1506认购3.30,OP510050.SH,ETF期权,3.3,20150417,20150624
3351,10003472.SH,华夏上证50ETF期权2108认沽3.30,OP510050.SH,ETF期权,3.3,20210624,20210825
3352,10004737.SH,华夏上证50ETF期权2303认购2.169,OP510050.SH,ETF期权,2.169,20221028,20230322
3353,10000042.SH,华夏上证50ETF期权1503认沽2.45,OP510050.SH,ETF期权,2.45,20150210,20150325
3354,10004880.SH,华夏上证50ETF期权2303认购2.55,OP510050.SH,ETF期权,2.55,20221201,20230322
3355,10000412.SH,华夏上证50ETF期权1510认沽1.95,OP510050.SH,ETF期权,1.95,20150827,20151028
3356,10003467.SH,华夏上证50ETF期权2108认购3.70,OP510050.SH,ETF期权,3.7,20210624,20210825
3357,10000414.SH,华夏上证50ETF期权1510认沽2.05,OP510050.SH,ETF期权,2.05,20150827,20151028
3358,10000766.SH,华夏上证50ETF期权1706认沽2.495,OP510050.SH,ETF期权,2.495,20161125,20170628
3359,10000125.SH,华夏上证50ETF期权1509认购2.85,OP510050.SH,ETF期权,2.85,20150331,20150923
3360,10005320.SH,华夏上证50ETF期权2305认沽2.90,OP510050.SH,ETF期权,2.9,20230406,20230524
3361,10000446.SH,华夏上证50ETF期权1510认沽2.45,OP510050.SH,ETF期权,2.45,20151021,20151028
3362,10001751.SH,华夏上证50ETF期权1904认购2.55,OP510050.SH,ETF期权,2.55,20190228,20190424
3363,10001752.SH,华夏上证50ETF期权1904认购2.60,OP510050.SH,ETF期权,2.6,20190228,20190424
3364,10001753.SH,华夏上证50ETF期权1904认购2.65,OP510050.SH,ETF期权,2.65,20190228,20190424
3365,10001754.SH,华夏上证50ETF期权1904认购2.70,OP510050.SH,ETF期权,2.7,20190228,20190424
3366,10001755.SH,华夏上证50ETF期权1904认购2.75,OP510050.SH,ETF期权,2.75,20190228,20190424
3367,10001756.SH,华夏上证50ETF期权1904认购2.80,OP510050.SH,ETF期权,2.8,20190228,20190424
3368,10001757.SH,华夏上证50ETF期权1904认购2.85,OP510050.SH,ETF期权,2.85,20190228,20190424
3369,10001758.SH,华夏上证50ETF期权1904认购2.90,OP510050.SH,ETF期权,2.9,20190228,20190424
3370,10001759.SH,华夏上证50ETF期权1904认购2.95,OP510050.SH,ETF期权,2.95,20190228,20190424
3371,10001760.SH,华夏上证50ETF期权1904认沽2.55,OP510050.SH,ETF期权,2.55,20190228,20190424
3372,10001761.SH,华夏上证50ETF期权1904认沽2.60,OP510050.SH,ETF期权,2.6,20190228,20190424
3373,10001762.SH,华夏上证50ETF期权1904认沽2.65,OP510050.SH,ETF期权,2.65,20190228,20190424
3374,10001763.SH,华夏上证50ETF期权1904认沽2.70,OP510050.SH,ETF期权,2.7,20190228,20190424
3375,10001764.SH,华夏上证50ETF期权1904认沽2.75,OP510050.SH,ETF期权,2.75,20190228,20190424
3376,10001765.SH,华夏上证50ETF期权1904认沽2.80,OP510050.SH,ETF期权,2.8,20190228,20190424
3377,10001766.SH,华夏上证50ETF期权1904认沽2.85,OP510050.SH,ETF期权,2.85,20190228,20190424
3378,10001767.SH,华夏上证50ETF期权1904认沽2.90,OP510050.SH,ETF期权,2.9,20190228,20190424
3379,10001768.SH,华夏上证50ETF期权1904认沽2.95,OP510050.SH,ETF期权,2.95,20190228,20190424
3380,10000178.SH,华夏上证50ETF期权1505认沽3.40,OP510050.SH,ETF期权,3.4,20150420,20150527
3381,10003383.SH,华夏上证50ETF期权2112认沽3.159,OP510050.SH,ETF期权,3.159,20210429,20211222
3382,10004952.SH,华夏上证50ETF期权2302认沽2.65,OP510050.SH,ETF期权,2.65,20221229,20230222
3383,10000373.SH,华夏上证50ETF期权1603认购1.95,OP510050.SH,ETF期权,1.95,20150825,20160323
3384,10004602.SH,华夏上证50ETF期权2211认购2.80,OP510050.SH,ETF期权,2.8,20220929,20221123
3385,10000589.SH,华夏上证50ETF期权1604认购2.20,OP510050.SH,ETF期权,2.2,20160307,20160427
3386,10004292.SH,华夏上证50ETF期权2207认沽2.65,OP510050.SH,ETF期权,2.65,20220526,20220727
3387,10004136.SH,华夏上证50ETF期权2206认购2.55,OP510050.SH,ETF期权,2.55,20220316,20220622
3388,10004790.SH,华夏上证50ETF期权2301认沽2.465,OP510050.SH,ETF期权,2.465,20221124,20230130
3389,10000531.SH,华夏上证50ETF期权1601认购2.00,OP510050.SH,ETF期权,2.0,20160114,20160127
3390,10000801.SH,华夏上证50ETF期权1706认购2.50,OP510050.SH,ETF期权,2.5,20161129,20170628
3391,10000789.SH,华夏上证50ETF期权1703认购2.40,OP510050.SH,ETF期权,2.4,20161129,20170322
