,0,1,2,3,4,5,6,7,8,9,10
0,-0.011485758,0.0011636317,0.013204589,0.012352302,0.013093127,0.0059683286,0.0041441387,0.00620619,0.0045711948,-0.009979608,0.00092754234
1,-0.01337878,0.0027035424,0.011787357,0.014451109,0.011302666,0.0049492763,0.0070491964,0.006302327,0.0062117,-0.0065647,0.0001300457
2,-0.013470795,0.0025278376,0.01174034,0.014381643,0.011611018,0.004507444,0.006997836,0.0054023927,0.00598921,-0.007203739,-0.00032555917
3,-0.014873475,0.003978909,0.010723265,0.016311232,0.010577072,0.0038252915,0.0107094655,0.00516006,0.007975992,-0.004564477,-0.0007775342
4,-0.014733972,0.003572388,0.010760809,0.016026286,0.010771589,0.0033116345,0.010588106,0.0040981118,0.0078038527,-0.0055176457,-0.0012779343
5,-0.015018772,0.0035912641,0.010679284,0.015861021,0.010926194,0.0031908331,0.009789414,0.004106066,0.006921392,-0.005492145,-0.0013976754
6,-0.015407911,0.0038863863,0.0105941305,0.016300805,0.010870502,0.0028255768,0.009785358,0.0037426557,0.0066956766,-0.0052304,-0.001702385
7,-0.014333794,0.0034868126,0.011490917,0.014377903,0.009350473,0.005098264,0.0068630697,0.007186369,0.0057239356,-0.004646225,-0.00045819767
8,-0.016328745,0.004947587,0.010725949,0.016910946,0.008885132,0.0033065677,0.008498908,0.004465224,0.004422942,-0.004073322,-0.0020624748
9,-0.017300706,0.006977047,0.0092237,0.018298142,0.0071224417,0.0035993895,0.0098987715,0.0070194136,0.0062048025,0.0016844142,-0.0016718968
10,-0.017509937,0.0076477183,0.009075834,0.018120864,0.0061093853,0.0044821166,0.00890765,0.008646852,0.0054959143,0.0031164624,-0.00111512
11,-0.014232907,0.0062279887,0.009783973,0.014250441,0.005192749,0.007742126,0.0062799836,0.0139501365,0.007422063,0.0036428329,0.0021308158
12,-0.0141054485,0.005906945,0.009458269,0.014228017,0.004693076,0.00786871,0.0059311,0.01434129,0.006685271,0.0038738232,0.0023351505
13,-0.012753721,0.005283023,0.009428783,0.012684016,0.0044540893,0.008717485,0.0050383275,0.015951963,0.007346546,0.00395569,0.003812524
14,-0.0129609,0.005343231,0.009233365,0.013064863,0.0039505875,0.008823711,0.004936971,0.016310288,0.006626623,0.0047407914,0.0037804798
15,-0.01499424,0.006594496,0.009890334,0.015949676,0.0027364306,0.007975744,0.0061439574,0.01487619,0.0050708703,0.006991783,0.001747882
16,-0.013557881,0.00606176,0.009697279,0.014087994,0.0025158208,0.009214033,0.0054094186,0.017195396,0.0057787346,0.00805356,0.0033552314
17,-0.013750424,0.006151748,0.009873319,0.01490875,0.001974591,0.009016831,0.0059256237,0.016654247,0.0052628997,0.008369667,0.0026604969
