,st,ed,index,price,type
1255,20210113,20210224,10003112.SH,4.3,沽
1256,20210113,20210324,10003113.SH,4.3,购
1257,20210113,20210324,10003114.SH,4.3,沽
1258,20210113,20210623,10003115.SH,4.3,购
1259,20210113,20210623,10003116.SH,4.3,沽
1260,20210128,20210922,10003209.SH,3.8,购
1261,20210128,20210922,10003218.SH,3.8,沽
1262,20210129,20210922,10003241.SH,3.3,购
1263,20210129,20210922,10003242.SH,3.3,沽
1264,20210209,20210922,10003251.SH,4.3,购
1265,20210209,20210922,10003252.SH,4.3,沽
1266,20210218,20210224,10003255.SH,4.4,购
1267,20210218,20210224,10003256.SH,4.4,沽
1268,20210218,20210324,10003257.SH,4.4,购
1269,20210218,20210324,10003258.SH,4.4,沽
1270,20210218,20210623,10003259.SH,4.4,购
1271,20210218,20210623,10003260.SH,4.4,沽
1272,20210218,20210922,10003261.SH,4.4,购
1273,20210218,20210922,10003262.SH,4.4,沽
1274,20210225,20210428,10003267.SH,3.8,购
1275,20210225,20210428,10003276.SH,3.8,沽
1276,20210301,20210428,10003299.SH,3.3,购
1277,20210301,20210428,10003300.SH,3.3,沽
1278,20210309,20210428,10003303.SH,3.2,购
1279,20210309,20210428,10003304.SH,3.2,沽
1280,20210309,20210922,10003305.SH,3.2,购
1281,20210309,20210922,10003306.SH,3.2,沽
1282,20210310,20210428,10003315.SH,3.1,购
1283,20210310,20210428,10003316.SH,3.1,沽
1284,20210310,20210922,10003317.SH,3.1,购
1285,20210310,20210922,10003318.SH,3.1,沽
1286,20210325,20210526,10003329.SH,3.5,购
1287,20210325,20210526,10003338.SH,3.5,沽
1288,20210331,20210526,10003363.SH,4,购
1289,20210331,20210526,10003364.SH,4,沽
1290,20210416,20210428,10003367.SH,3,购
1291,20210416,20210428,10003368.SH,3,沽
1292,20210416,20210526,10003369.SH,3,购
1293,20210416,20210526,10003370.SH,3,沽
1294,20210416,20210922,10003371.SH,3,购
1295,20210416,20210922,10003372.SH,3,沽
1296,20210429,20211222,10003377.SH,3.455,购
1297,20210429,20211222,10003386.SH,3.455,沽
1298,20210507,20211222,10003409.SH,2.962,购
1299,20210507,20211222,10003410.SH,2.962,沽
1300,20210526,20211222,10003413.SH,3.949,购
1301,20210526,20211222,10003414.SH,3.949,沽
1302,20210527,20210728,10003419.SH,3.6,购
1303,20210527,20210728,10003428.SH,3.6,沽
1304,20210528,20210728,10003451.SH,4.1,购
1305,20210528,20210728,10003452.SH,4.1,沽
1306,20210528,20211222,10003453.SH,4.048,购
1307,20210528,20211222,10003454.SH,4.048,沽
1308,20210616,20210728,10003455.SH,3.1,购
1309,20210616,20210728,10003456.SH,3.1,沽
1310,20210622,20210728,10003459.SH,3,购
1311,20210622,20210728,10003460.SH,3,沽
1312,20210624,20210825,10003465.SH,3.5,购
1313,20210624,20210825,10003474.SH,3.5,沽
1314,20210705,20210825,10003497.SH,3,购
1315,20210705,20210825,10003498.SH,3,沽
1316,20210727,20210728,10003501.SH,2.95,购
1317,20210727,20210728,10003502.SH,2.95,沽
1318,20210727,20210825,10003503.SH,2.95,购
1319,20210727,20210825,10003504.SH,2.95,沽
1320,20210727,20210922,10003505.SH,2.95,购
1321,20210727,20210922,10003506.SH,2.95,沽
1322,20210727,20211222,10003507.SH,2.912,购
1323,20210727,20211222,10003508.SH,2.912,沽
1324,20210728,20210728,10003509.SH,2.9,购
1325,20210728,20210728,10003510.SH,2.9,沽
1326,20210728,20210825,10003511.SH,2.9,购
1327,20210728,20210825,10003512.SH,2.9,沽
1328,20210728,20210922,10003513.SH,2.9,购
1329,20210728,20210922,10003514.SH,2.9,沽
1330,20210728,20211222,10003515.SH,2.863,购
1331,20210728,20211222,10003516.SH,2.863,沽
1332,20210729,20220323,10003535.SH,3.159,购
1333,20210729,20220323,10003544.SH,3.159,沽
1334,20210804,20220323,10003571.SH,3.653,购
1335,20210804,20220323,10003572.SH,3.653,沽
1336,20210823,20210825,10003573.SH,2.85,购
1337,20210823,20210825,10003574.SH,2.85,沽
1338,20210823,20210922,10003575.SH,2.85,购
1339,20210823,20210922,10003576.SH,2.85,沽
1340,20210823,20211222,10003577.SH,2.814,购
1341,20210823,20211222,10003578.SH,2.814,沽
1342,20210823,20220323,10003579.SH,2.814,购
1343,20210823,20220323,10003580.SH,2.814,沽
1344,20210826,20211027,10003585.SH,3.2,购
1345,20210826,20211027,10003594.SH,3.2,沽
1346,20210827,20211027,10003617.SH,2.85,购
1347,20210827,20211027,10003618.SH,2.85,沽
1348,20210908,20211027,10003621.SH,3.7,购
1349,20210908,20211027,10003622.SH,3.7,沽
1350,20210923,20211124,10003627.SH,3.2,购
1351,20210923,20211124,10003636.SH,3.2,沽
1352,20211011,20211124,10003661.SH,3.7,购
1353,20211011,20211124,10003662.SH,3.7,沽
1354,20211025,20211027,10003663.SH,3.8,购
1355,20211025,20211027,10003664.SH,3.8,沽
1356,20211025,20211124,10003665.SH,3.8,购
1357,20211025,20211124,10003666.SH,3.8,沽
1358,20211025,20220323,10003667.SH,3.752,购
1359,20211025,20220323,10003668.SH,3.752,沽
1360,20211028,20220622,10003673.SH,3.258,购
1361,20211028,20220622,10003682.SH,3.258,沽
1362,20211104,20220622,10003707.SH,2.863,购
1363,20211104,20220622,10003708.SH,2.863,沽
1364,20211125,20220126,10003713.SH,3.258,购
1365,20211125,20220126,10003722.SH,3.258,沽
1366,20211129,20211222,10003751.SH,3.2,购
1367,20211129,20211222,10003760.SH,3.2,沽
1368,20211129,20220126,10003769.SH,3.2,购
1369,20211129,20220126,10003778.SH,3.2,沽
1370,20211129,20220323,10003787.SH,3.2,购
1371,20211129,20220323,10003796.SH,3.2,沽
1372,20211129,20220622,10003805.SH,3.2,购
1373,20211129,20220622,10003814.SH,3.2,沽
1374,20211208,20211222,10003819.SH,3.7,购
1375,20211208,20211222,10003820.SH,3.7,沽
1376,20211208,20220126,10003821.SH,3.7,购
1377,20211208,20220126,10003822.SH,3.7,沽
1378,20211208,20220323,10003823.SH,3.7,购
1379,20211208,20220323,10003824.SH,3.7,沽
1380,20211208,20220622,10003825.SH,3.7,购
1381,20211208,20220622,10003826.SH,3.7,沽
1382,20211210,20211222,10003827.SH,3.8,购
1383,20211210,20211222,10003828.SH,3.8,沽
1384,20211210,20220126,10003829.SH,3.8,购
1385,20211210,20220126,10003830.SH,3.8,沽
1386,20211210,20220323,10003831.SH,3.8,购
1387,20211210,20220323,10003832.SH,3.8,沽
1388,20211210,20220622,10003833.SH,3.8,购
1389,20211210,20220622,10003834.SH,3.8,沽
1390,20211223,20220223,10003845.SH,3.2,购
1391,20211223,20220223,10003854.SH,3.2,沽
1392,20211224,20220223,10003877.SH,3.7,购
1393,20211224,20220223,10003878.SH,3.7,沽
1394,20220117,20220126,10003887.SH,2.85,购
1395,20220117,20220126,10003888.SH,2.85,沽
1396,20220117,20220223,10003889.SH,2.85,购
1397,20220117,20220223,10003890.SH,2.85,沽
1398,20220117,20220323,10003891.SH,2.85,购
1399,20220117,20220323,10003892.SH,2.85,沽
1400,20220117,20220622,10003893.SH,2.85,购
1401,20220117,20220622,10003894.SH,2.85,沽
1402,20220127,20220928,10003979.SH,3.1,购
1403,20220127,20220928,10003988.SH,3.1,沽
1404,20220207,20220223,10004019.SH,2.8,购
1405,20220207,20220223,10004020.SH,2.8,沽
1406,20220207,20220323,10004021.SH,2.8,购
1407,20220207,20220323,10004022.SH,2.8,沽
1408,20220207,20220622,10004023.SH,2.8,购
1409,20220207,20220622,10004024.SH,2.8,沽
1410,20220207,20220928,10004025.SH,2.8,购
1411,20220207,20220928,10004026.SH,2.8,沽
1412,20220224,20220427,10004039.SH,3.1,购
1413,20220224,20220427,10004048.SH,3.1,沽
1414,20220225,20220427,10004071.SH,2.8,购
1415,20220225,20220427,10004072.SH,2.8,沽
1416,20220308,20220323,10004075.SH,2.75,购
1417,20220308,20220323,10004076.SH,2.75,沽
1418,20220308,20220427,10004077.SH,2.75,购
1419,20220308,20220427,10004078.SH,2.75,沽
1420,20220308,20220622,10004079.SH,2.75,购
1421,20220308,20220622,10004080.SH,2.75,沽
1422,20220308,20220928,10004081.SH,2.75,购
1423,20220308,20220928,10004082.SH,2.75,沽
1424,20220309,20220323,10004099.SH,2.7,购
1425,20220309,20220323,10004100.SH,2.7,沽
1426,20220309,20220427,10004101.SH,2.7,购
1427,20220309,20220427,10004102.SH,2.7,沽
1428,20220309,20220622,10004103.SH,2.7,购
1429,20220309,20220622,10004104.SH,2.7,沽
1430,20220309,20220928,10004105.SH,2.7,购
1431,20220309,20220928,10004106.SH,2.7,沽
1432,20220315,20220323,10004115.SH,2.65,购
1433,20220315,20220323,10004116.SH,2.65,沽
1434,20220315,20220427,10004117.SH,2.65,购
1435,20220315,20220427,10004118.SH,2.65,沽
1436,20220315,20220622,10004119.SH,2.65,购
1437,20220315,20220622,10004120.SH,2.65,沽
1438,20220315,20220928,10004121.SH,2.65,购
1439,20220315,20220928,10004122.SH,2.65,沽
1440,20220316,20220323,10004124.SH,2.55,购
1441,20220316,20220323,10004127.SH,2.55,沽
1442,20220316,20220427,10004130.SH,2.55,购
1443,20220316,20220427,10004133.SH,2.55,沽
1444,20220316,20220622,10004136.SH,2.55,购
1445,20220316,20220622,10004139.SH,2.55,沽
1446,20220316,20220928,10004142.SH,2.55,购
1447,20220316,20220928,10004145.SH,2.55,沽
1448,20220324,20220525,10004167.SH,2.9,购
1449,20220324,20220525,10004176.SH,2.9,沽
1450,20220328,20220525,10004201.SH,2.65,购
1451,20220328,20220525,10004202.SH,2.65,沽
1452,20220330,20220525,10004205.SH,2.6,购
1453,20220330,20220525,10004206.SH,2.6,沽
1454,20220426,20220427,10004209.SH,2.45,购
1455,20220426,20220427,10004210.SH,2.45,沽
1456,20220426,20220525,10004212.SH,2.5,购
1457,20220426,20220525,10004215.SH,2.5,沽
1458,20220426,20220622,10004217.SH,2.45,购
1459,20220426,20220622,10004218.SH,2.45,沽
1460,20220426,20220928,10004219.SH,2.45,购
1461,20220426,20220928,10004220.SH,2.45,沽
1462,20220428,20221228,10004241.SH,2.662,购
1463,20220428,20221228,10004250.SH,2.662,沽
1464,20220429,20221228,10004273.SH,2.909,购
1465,20220429,20221228,10004274.SH,2.909,沽
1466,20220505,20221228,10004275.SH,2.958,购
1467,20220505,20221228,10004276.SH,2.958,沽
1468,20220526,20220727,10004285.SH,2.75,购
1469,20220526,20220727,10004294.SH,2.75,沽
1470,20220601,20220727,10004317.SH,3,购
1471,20220601,20220727,10004318.SH,3,沽
1472,20220608,20220727,10004325.SH,3.1,购
1473,20220608,20220727,10004326.SH,3.1,沽
1474,20220608,20221228,10004327.SH,3.057,购
1475,20220608,20221228,10004328.SH,3.057,沽
1476,20220613,20220727,10004329.SH,3.2,购
1477,20220613,20220727,10004330.SH,3.2,沽
1478,20220613,20221228,10004331.SH,3.155,购
1479,20220613,20221228,10004332.SH,3.155,沽
1480,20220620,20220727,10004337.SH,3.3,购
1481,20220620,20220727,10004338.SH,3.3,沽
1482,20220620,20221228,10004339.SH,3.254,购
1483,20220620,20221228,10004340.SH,3.254,沽
1484,20220623,20220824,10004345.SH,2.9,购
1485,20220623,20220824,10004354.SH,2.9,沽
1486,20220624,20220824,10004377.SH,3.3,购
1487,20220624,20220824,10004378.SH,3.3,沽
1488,20220627,20220727,10004385.SH,3.4,购
1489,20220627,20220727,10004386.SH,3.4,沽
1490,20220627,20220824,10004387.SH,3.4,购
1491,20220627,20220824,10004388.SH,3.4,沽
1492,20220627,20221228,10004389.SH,3.352,购
1493,20220627,20221228,10004390.SH,3.352,沽
1494,20220701,20220727,10004397.SH,3.5,购
1495,20220701,20220727,10004398.SH,3.5,沽
1496,20220701,20220824,10004399.SH,3.5,购
1497,20220701,20220824,10004400.SH,3.5,沽
1498,20220701,20221228,10004401.SH,3.451,购
1499,20220701,20221228,10004402.SH,3.451,沽
1500,20220718,20220824,10004403.SH,2.65,购
1501,20220718,20220824,10004404.SH,2.65,沽
1502,20220728,20230322,10004409.SH,2.81,购
1503,20220728,20230322,10004418.SH,2.81,沽
1504,20220802,20220824,10004445.SH,2.6,购
1505,20220802,20220824,10004446.SH,2.6,沽
1506,20220802,20230322,10004447.SH,2.564,购
1507,20220802,20230322,10004448.SH,2.564,沽
1508,20220803,20220824,10004449.SH,2.55,购
1509,20220803,20220824,10004450.SH,2.55,沽
1510,20220803,20230322,10004451.SH,2.514,购
1511,20220803,20230322,10004452.SH,2.514,沽
1512,20220825,20221026,10004461.SH,2.75,购
1513,20220825,20221026,10004470.SH,2.75,沽
1514,20220826,20221026,10004493.SH,3,购
1515,20220826,20221026,10004494.SH,3,沽
1516,20220919,20221026,10004569.SH,2.5,购
1517,20220919,20221026,10004570.SH,2.5,沽
1518,20220919,20230322,10004571.SH,2.465,购
1519,20220919,20230322,10004572.SH,2.465,沽
1520,20220923,20221026,10004577.SH,2.45,购
1521,20220923,20221026,10004578.SH,2.45,沽
1522,20220923,20221228,10004579.SH,2.416,购
1523,20220923,20221228,10004580.SH,2.416,沽
1524,20220923,20230322,10004581.SH,2.416,购
1525,20220923,20230322,10004582.SH,2.416,沽
1526,20220929,20221123,10004599.SH,2.65,购
1527,20220929,20221123,10004608.SH,2.65,沽
1528,20221011,20221026,10004631.SH,2.4,购
1529,20221011,20221026,10004632.SH,2.4,沽
1530,20221011,20221123,10004633.SH,2.4,购
1531,20221011,20221123,10004634.SH,2.4,沽
1532,20221011,20221228,10004635.SH,2.366,购
1533,20221011,20221228,10004636.SH,2.366,沽
1534,20221011,20230322,10004637.SH,2.366,购
1535,20221011,20230322,10004638.SH,2.366,沽
1536,20221014,20221026,10004647.SH,2.35,购
1537,20221014,20221026,10004648.SH,2.35,沽
1538,20221014,20221123,10004649.SH,2.35,购
1539,20221014,20221123,10004650.SH,2.35,沽
1540,20221014,20221228,10004651.SH,2.317,购
1541,20221014,20221228,10004652.SH,2.317,沽
1542,20221014,20230322,10004653.SH,2.317,购
1543,20221014,20230322,10004654.SH,2.317,沽
1544,20221025,20221026,10004656.SH,2.3,购
1545,20221025,20221026,10004658.SH,2.3,沽
1546,20221025,20221123,10004660.SH,2.3,购
1547,20221025,20221123,10004662.SH,2.3,沽
1548,20221025,20221228,10004664.SH,2.268,购
1549,20221025,20221228,10004666.SH,2.268,沽
1550,20221025,20230322,10004668.SH,2.268,购
1551,20221025,20230322,10004670.SH,2.268,沽
1552,20221027,20230628,10004683.SH,2.416,购
1553,20221027,20230628,10004692.SH,2.416,沽
1554,20221028,20221123,10004733.SH,2.2,购
1555,20221028,20221123,10004734.SH,2.2,沽
1556,20221028,20221228,10004735.SH,2.169,购
1557,20221028,20221228,10004736.SH,2.169,沽
1558,20221028,20230322,10004737.SH,2.169,购
1559,20221028,20230322,10004738.SH,2.169,沽
1560,20221028,20230628,10004739.SH,2.169,购
1561,20221028,20230628,10004740.SH,2.169,沽
1562,20221031,20221123,10004741.SH,2.15,购
1563,20221031,20221123,10004742.SH,2.15,沽
1564,20221031,20221228,10004743.SH,2.12,购
1565,20221031,20221228,10004744.SH,2.12,沽
1566,20221031,20230322,10004745.SH,2.12,购
1567,20221031,20230322,10004746.SH,2.12,沽
1568,20221031,20230628,10004747.SH,2.12,购
1569,20221031,20230628,10004748.SH,2.12,沽
1570,20221107,20230628,10004759.SH,2.662,购
1571,20221107,20230628,10004760.SH,2.662,沽
1572,20221114,20230628,10004771.SH,2.711,购
1573,20221114,20230628,10004772.SH,2.711,沽
1574,20221115,20230628,10004773.SH,2.761,购
1575,20221115,20230628,10004774.SH,2.761,沽
1576,20221116,20230628,10004777.SH,2.81,购
1577,20221116,20230628,10004778.SH,2.81,沽
1578,20221124,20230130,10004783.SH,2.564,购
1579,20221124,20230130,10004792.SH,2.564,沽
1580,20221125,20230130,10004833.SH,2.317,购
1581,20221125,20230130,10004834.SH,2.317,沽
1582,20221130,20230130,10004837.SH,2.81,购
1583,20221130,20230130,10004838.SH,2.81,沽
1584,20221201,20221228,10004845.SH,2.6,购
1585,20221201,20221228,10004854.SH,2.6,沽
1586,20221201,20230130,10004863.SH,2.6,购
1587,20221201,20230130,10004872.SH,2.6,沽
1588,20221201,20230322,10004881.SH,2.6,购
1589,20221201,20230322,10004890.SH,2.6,沽
1590,20221201,20230628,10004899.SH,2.6,购
1591,20221201,20230628,10004908.SH,2.6,沽
1592,20221202,20221228,10004913.SH,2.85,购
1593,20221202,20221228,10004914.SH,2.85,沽
1594,20221202,20230130,10004915.SH,2.85,购
1595,20221202,20230130,10004916.SH,2.85,沽
1596,20221202,20230322,10004917.SH,2.85,购
1597,20221202,20230322,10004918.SH,2.85,沽
1598,20221202,20230628,10004919.SH,2.85,购
1599,20221202,20230628,10004920.SH,2.85,沽
1600,20221206,20221228,10004925.SH,2.9,购
1601,20221206,20221228,10004926.SH,2.9,沽
1602,20221206,20230130,10004927.SH,2.9,购
1603,20221206,20230130,10004928.SH,2.9,沽
1604,20221206,20230322,10004929.SH,2.9,购
1605,20221206,20230322,10004930.SH,2.9,沽
1606,20221206,20230628,10004931.SH,2.9,购
1607,20221206,20230628,10004932.SH,2.9,沽
1608,20221229,20230222,10004943.SH,2.65,购
1609,20221229,20230222,10004952.SH,2.65,沽
1610,20230106,20230222,10004995.SH,2.9,购
1611,20230106,20230222,10004996.SH,2.9,沽
1612,20230109,20230130,10004997.SH,2.95,购
1613,20230109,20230130,10004998.SH,2.95,沽
1614,20230109,20230222,10004999.SH,2.95,购
1615,20230109,20230222,10005000.SH,2.95,沽
1616,20230109,20230322,10005001.SH,2.95,购
1617,20230109,20230322,10005002.SH,2.95,沽
1618,20230109,20230628,10005003.SH,2.95,购
1619,20230109,20230628,10005004.SH,2.95,沽
1620,20230116,20230130,10005007.SH,3,购
1621,20230116,20230130,10005008.SH,3,沽
1622,20230116,20230222,10005009.SH,3,购
1623,20230116,20230222,10005010.SH,3,沽
1624,20230116,20230322,10005011.SH,3,购
1625,20230116,20230322,10005012.SH,3,沽
1626,20230116,20230628,10005013.SH,3,购
1627,20230116,20230628,10005014.SH,3,沽
1628,20230117,20230130,10005087.SH,3.1,购
1629,20230117,20230130,10005088.SH,3.1,沽
1630,20230117,20230222,10005089.SH,3.1,购
1631,20230117,20230222,10005090.SH,3.1,沽
1632,20230117,20230322,10005091.SH,3.1,购
1633,20230117,20230322,10005092.SH,3.1,沽
1634,20230117,20230628,10005093.SH,3.1,购
1635,20230117,20230628,10005094.SH,3.1,沽
1636,20230131,20230927,10005109.SH,2.85,购
1637,20230131,20230927,10005118.SH,2.85,沽
1638,20230201,20230927,10005159.SH,2.6,购
1639,20230201,20230927,10005160.SH,2.6,沽
1640,20230207,20230927,10005171.SH,2.55,购
1641,20230207,20230927,10005172.SH,2.55,沽
1642,20230220,20230927,10005173.SH,2.5,购
1643,20230220,20230927,10005174.SH,2.5,沽
1644,20230223,20230426,10005187.SH,2.8,购
1645,20230223,20230426,10005196.SH,2.8,沽
1646,20230224,20230426,10005237.SH,2.55,购
1647,20230224,20230426,10005238.SH,2.55,沽
1648,20230308,20230426,10005243.SH,2.5,购
1649,20230308,20230426,10005244.SH,2.5,沽
1650,20230313,20230426,10005245.SH,2.45,购
1651,20230313,20230426,10005246.SH,2.45,沽
1652,20230313,20230927,10005247.SH,2.45,购
1653,20230313,20230927,10005248.SH,2.45,沽
1654,20230321,20230426,10005257.SH,2.4,购
1655,20230321,20230426,10005258.SH,2.4,沽
1656,20230321,20230927,10005259.SH,2.4,购
1657,20230321,20230927,10005260.SH,2.4,沽
1658,20230323,20230524,10005265.SH,2.65,购
1659,20230323,20230524,10005274.SH,2.65,沽
1660,20230406,20230524,10005319.SH,2.9,购
1661,20230406,20230524,10005320.SH,2.9,沽
