trade_date,price,open,settle,close,high,low,vol,amount,oi
20150922,2.35,0.0494,0.0499,0.0499,0.053,0.0471,5881,293.6685,14676
20150922,2.3,0.0631,0.0626,0.0626,0.0681,0.0602,3609,231.6852,7275
20150922,2.15,0.0651,0.0896,0.0896,0.102,0.0639,2422,212.6675,1930
20150922,2.05,0.1452,0.1874,0.1851,0.1926,0.1452,209,37.7736,1158
20150922,1.85,0.3301,0.3872,0.3842,0.3989,0.3301,70,26.8115,1086
20150923,2.15,0.0656,0.03,0.024,0.1098,0.015,1924,83.5256,1450
20150923,2.35,0.0423,0.0363,0.0363,0.0471,0.0322,5072,199.6726,16426
20150923,2.3,0.0561,0.0488,0.0488,0.0614,0.0447,4506,238.0657,9654
20150923,2.05,0.1324,0.13,0.1225,0.1664,0.115,659,91.4182,859
20150923,1.85,0.3585,0.33,0.3198,0.3585,0.263,113,37.7154,1054
20150924,2.35,0.037,0.0354,0.0354,0.0424,0.0347,5352,205.2702,18810
20150924,2.3,0.05,0.047,0.047,0.0551,0.0468,2471,126.8348,11145
20150925,2.35,0.0354,0.0215,0.0215,0.0355,0.02,5557,147.262,19478
20150925,2.3,0.047,0.0288,0.0288,0.047,0.0273,4134,146.3348,11196
20150928,2.35,0.0217,0.0175,0.0175,0.0219,0.0169,3655,68.2844,20533
20150928,2.3,0.029,0.0259,0.0259,0.0305,0.0248,2538,67.8932,11515
20150929,2.35,0.015,0.0092,0.0092,0.0151,0.0084,4673,53.2132,21809
20150929,2.3,0.0221,0.014,0.014,0.0221,0.0124,2997,48.3549,12155
20150930,2.35,0.013,0.01,0.01,0.013,0.0094,2569,26.7469,22575
20150930,2.3,0.02,0.016,0.016,0.02,0.0137,1646,25.5418,12469
20151008,2.35,0.016,0.0146,0.0146,0.019,0.0146,5524,94.3465,23065
20151008,2.3,0.026,0.0241,0.0241,0.0314,0.0241,4008,113.0771,14190
20151009,2.35,0.0168,0.0161,0.0161,0.0177,0.0144,3351,55.3091,22969
20151009,2.3,0.0266,0.0276,0.0276,0.0292,0.0231,3061,81.5264,14119
20151012,2.35,0.0172,0.033,0.033,0.0433,0.0166,22925,750.0012,19214
20151012,2.3,0.03,0.0526,0.0526,0.0645,0.0281,15959,824.553,13444
20151013,2.35,0.0295,0.0326,0.0326,0.0338,0.0287,9669,304.3876,20035
20151013,2.4,0.037,0.044,0.044,0.0469,0.0355,1212,53.1467,897
20151013,2.3,0.0506,0.0492,0.0492,0.053,0.0451,5791,288.0466,13967
20151014,2.35,0.032,0.0194,0.0194,0.032,0.019,9378,248.4978,18577
20151014,2.3,0.0432,0.0342,0.0342,0.0521,0.0327,8379,357.0916,12951
20151014,2.4,0.0421,0.037,0.037,0.0443,0.0365,1396,56.2855,2056
20151015,2.35,0.018,0.0272,0.0272,0.0287,0.017,8476,187.1877,18245
20151015,2.4,0.037,0.0411,0.0411,0.0424,0.0359,2233,87.7163,3666
20151015,2.3,0.0337,0.0476,0.0476,0.0487,0.031,8890,353.0648,13645
20151016,2.35,0.0307,0.025,0.025,0.0363,0.0244,12329,378.5078,18875
20151016,2.4,0.0431,0.0425,0.0425,0.0486,0.0392,5196,229.3119,6937
20151016,2.3,0.0499,0.047,0.047,0.0623,0.0452,12459,660.3435,12304
20151019,2.35,0.0256,0.0242,0.0242,0.0307,0.0215,8749,225.9806,17890
20151019,2.4,0.0469,0.0363,0.0363,0.0469,0.0334,2161,86.167,7082
20151019,2.3,0.0465,0.046,0.046,0.0546,0.0417,10159,492.172,13905
20151020,2.35,0.024,0.0282,0.0282,0.0282,0.0211,5067,120.5761,18704
20151020,2.4,0.0347,0.0372,0.0372,0.0383,0.0322,3685,127.1085,8683
20151020,2.3,0.0449,0.05,0.05,0.051,0.0402,6626,295.0834,14056
20151021,2.35,0.0298,0.0199,0.0199,0.0373,0.0134,18320,511.2861,14903
20151021,2.45,0.0269,0.0202,0.0202,0.0326,0.017,3691,97.0596,2299
20151021,2.4,0.0424,0.0304,0.0304,0.0471,0.026,4456,173.6322,8712
20151021,2.3,0.056,0.0393,0.0393,0.0657,0.0283,15784,794.9632,11447
20151022,2.35,0.0216,0.0196,0.0196,0.023,0.0162,7989,162.223,14117
20151022,2.45,0.0213,0.0259,0.0259,0.0283,0.0213,2789,67.877,3584
20151022,2.4,0.0342,0.0404,0.0404,0.0428,0.0333,3577,132.2645,9507
20151022,2.3,0.041,0.0433,0.0433,0.0478,0.0351,8049,337.8085,10836
20151023,2.35,0.0235,0.0198,0.0198,0.0236,0.0161,8247,165.6234,13283
20151023,2.45,0.0281,0.027,0.027,0.029,0.0244,2203,59.3286,4710
20151023,2.4,0.0431,0.0421,0.0421,0.0448,0.0387,3386,142.0879,10173
20151023,2.3,0.0464,0.061,0.05,0.0532,0.0411,8726,419.9015,7918
20151026,2.35,0.0317,0.0185,0.0185,0.0371,0.0157,13055,366.2898,12160
20151026,2.45,0.0368,0.0292,0.0292,0.04,0.026,5264,174.1076,6652
20151026,2.4,0.051,0.0459,0.0459,0.0573,0.0401,8544,441.3882,11441
20151026,2.3,0.073,0.0542,0.0542,0.0801,0.0451,7885,521.6457,5520
20151027,2.35,0.0185,0.0106,0.0106,0.0195,0.0026,9287,67.207,8597
20151027,2.45,0.028,0.0255,0.0255,0.028,0.0189,4858,114.0471,7310
20151027,2.4,0.044,0.0406,0.0406,0.044,0.0329,6702,251.7899,13296
20151027,2.3,0.0519,0.0501,0.0479,0.0534,0.0192,8566,290.3627,3593
20151028,2.35,0.0094,0,0.0001,0.0094,0.0001,6090,14.9636,7879
20151028,2.3,0.0407,0.008,0.0021,0.0449,0.0008,5178,135.1311,2307
20151028,2.45,0.0217,0.0199,0.0199,0.026,0.0196,3486,81.6392,8994
20151028,2.4,0.0407,0.0318,0.0318,0.0407,0.0308,3708,135.6637,13665
20151029,2.45,0.0206,0.0182,0.0182,0.0217,0.017,3714,72.1596,10839
20151029,2.4,0.0331,0.0308,0.0308,0.0354,0.0289,3378,107.0798,13868
20151030,2.45,0.0188,0.0144,0.0144,0.0198,0.0138,4412,74.9259,12811
20151030,2.4,0.0309,0.0257,0.0257,0.0335,0.025,3421,99.9297,14794
20151102,2.45,0.0103,0.01,0.01,0.0144,0.01,3730,46.0357,12135
20151102,2.4,0.0226,0.017,0.017,0.0259,0.017,3570,77.3202,15405
20151103,2.45,0.0104,0.0085,0.0085,0.0118,0.0079,4698,48.7305,12565
20151103,2.4,0.0189,0.0151,0.0151,0.0197,0.0143,3949,66.8588,15250
20151104,2.45,0.0093,0.0245,0.0245,0.0245,0.0092,11115,179.2109,13950
20151104,2.4,0.0159,0.042,0.042,0.042,0.0159,12574,390.4856,15199
20151105,2.5,0.0135,0.0353,0.0353,0.0569,0.0108,18982,761.9456,7568
20151105,2.45,0.0298,0.0521,0.0521,0.0777,0.0217,20465,1134.705,12746
20151105,2.4,0.0407,0.0766,0.0766,0.1082,0.0394,21510,1679.2443,10614
20151106,2.55,0.0249,0.0441,0.0441,0.0456,0.0227,16465,582.6087,7091
20151106,2.5,0.0349,0.061,0.061,0.065,0.0348,13651,672.7437,9896
20151106,2.45,0.05,0.0847,0.0847,0.0885,0.05,15623,1055.8333,11566
20151106,2.4,0.0759,0.115,0.115,0.12,0.075,14031,1334.4588,9113
20151109,2.6,0.0331,0.0582,0.0582,0.0758,0.0331,17825,1130.9106,11089
20151109,2.55,0.0465,0.0727,0.0727,0.0982,0.046,16848,1365.2305,9177
20151109,2.5,0.0613,0.0946,0.0946,0.124,0.0613,18893,1995.9395,9349
20151109,2.45,0.0883,0.1256,0.1256,0.1566,0.0876,11220,1516.9556,9511
20151109,2.4,0.111,0.1611,0.1611,0.1954,0.111,7425,1282.0084,6939
20151110,2.65,0.037,0.0363,0.0363,0.0492,0.0345,8046,325.7071,4409
20151110,2.6,0.0543,0.0494,0.0494,0.0652,0.0464,11555,620.8214,14200
20151110,2.55,0.069,0.0648,0.0648,0.0839,0.06,9883,686.1936,10346
20151110,2.5,0.0809,0.084,0.084,0.1093,0.0802,16475,1505.4812,11451
20151110,2.45,0.103,0.1115,0.1115,0.1378,0.103,7159,852.4416,10230
20151110,2.4,0.1472,0.1448,0.1448,0.1736,0.14,4066,616.6392,7162
20151111,2.65,0.0367,0.024,0.024,0.0368,0.0186,7421,199.2122,6757
20151111,2.6,0.0487,0.0347,0.0347,0.0547,0.03,8894,348.6869,17140
20151111,2.55,0.063,0.0483,0.0483,0.0679,0.04,9474,515.7613,12565
20151111,2.5,0.084,0.0662,0.0662,0.0863,0.0555,18027,1264.3272,13682
20151111,2.45,0.11,0.091,0.091,0.115,0.0767,7461,693.9457,10983
20151111,2.4,0.1434,0.1215,0.1213,0.145,0.1045,3361,423.156,7236
20151112,2.65,0.027,0.0123,0.0123,0.0298,0.0116,7737,139.5695,8124
20151112,2.6,0.042,0.0188,0.0188,0.0426,0.0188,7277,199.8712,18477
20151112,2.55,0.0576,0.0275,0.0275,0.0577,0.0275,7074,272.5968,13185
20151112,2.5,0.0718,0.041,0.041,0.0719,0.0404,19211,1028.4961,14494
20151112,2.45,0.0979,0.062,0.062,0.099,0.0613,7834,587.7722,11298
20151112,2.4,0.1311,0.0913,0.0913,0.1331,0.0898,4619,483.6216,7136
20151113,2.65,0.0102,0.0092,0.0092,0.0133,0.0089,5269,57.7162,9052
20151113,2.6,0.0179,0.0141,0.0141,0.0217,0.0136,6578,116.9114,19618
20151113,2.55,0.0262,0.0212,0.0212,0.0301,0.021,7929,197.3908,13372
20151113,2.5,0.0392,0.0323,0.0323,0.0449,0.032,13269,488.8849,16062
20151113,2.45,0.0585,0.0481,0.0481,0.0662,0.0465,10670,584.3983,11768
20151113,2.4,0.086,0.073,0.073,0.0983,0.073,7965,665.944,7738
20151116,2.65,0.0067,0.0064,0.0064,0.0088,0.0037,3300,19.959,9549
20151116,2.6,0.0104,0.015,0.015,0.015,0.0072,8025,86.6275,20078
20151116,2.55,0.015,0.0174,0.0174,0.0186,0.0112,5072,79.2889,12561
20151116,2.5,0.0218,0.029,0.029,0.0291,0.0192,9938,247.6557,16992
20151116,2.45,0.0351,0.046,0.046,0.046,0.03,8706,346.8797,13355
20151116,2.4,0.0552,0.0709,0.0709,0.0715,0.0523,7967,513.1464,9006
20151117,2.65,0.008,0.0059,0.0059,0.0147,0.0057,7609,82.3735,10099
20151117,2.6,0.0149,0.0098,0.0098,0.0265,0.0093,15073,275.3748,22526
20151117,2.55,0.0217,0.0148,0.0148,0.0375,0.0144,10959,294.0634,13306
20151117,2.5,0.0331,0.0247,0.0247,0.056,0.0242,19356,785.7691,17048
20151117,2.45,0.05,0.039,0.039,0.0832,0.039,17480,1051.1111,13582
20151117,2.4,0.0825,0.0658,0.0658,0.1196,0.0645,11277,1067.3677,7779
20151118,2.65,0.006,0.0024,0.0024,0.007,0.0018,3164,13.1607,9663
20151118,2.6,0.01,0.0049,0.0049,0.012,0.0037,7182,63.4799,21812
20151118,2.55,0.0159,0.0092,0.0092,0.0179,0.0082,7666,108.5246,13964
20151118,2.5,0.0257,0.0165,0.0165,0.0289,0.0157,12600,298.273,16603
20151118,2.45,0.0401,0.0293,0.0293,0.0483,0.0288,13739,547.7058,14088
20151118,2.4,0.0702,0.057,0.057,0.0783,0.0536,10106,677.2791,7249
20151119,2.65,0.0027,0.0025,0.0025,0.0041,0.0019,2043,5.6744,9520
20151119,2.6,0.0051,0.0053,0.0053,0.0072,0.0045,6774,37.0013,19944
20151119,2.55,0.0099,0.0098,0.0098,0.0119,0.0076,5248,48.0681,13129
20151119,2.5,0.0187,0.021,0.021,0.0225,0.0139,9189,165.0621,15413
20151119,2.45,0.0323,0.0412,0.0412,0.0428,0.0278,12584,438.6571,13504
20151119,2.4,0.0605,0.079,0.079,0.079,0.054,10220,669.1724,7167
20151120,2.65,0.0025,0.0003,0.0001,0.0025,0.0001,2196,2.3556,9352
20151120,2.6,0.0056,0.0022,0.0022,0.0059,0.0008,6150,17.9621,18638
20151120,2.55,0.0099,0.0036,0.0036,0.0118,0.0028,8020,60.4108,10614
20151120,2.5,0.0212,0.0107,0.0107,0.0254,0.0087,11266,208.2619,14067
20151120,2.45,0.0419,0.031,0.031,0.0496,0.0285,11467,469.7935,12196
20151120,2.4,0.077,0.0672,0.0672,0.0878,0.064,8628,669.9743,5682
20151123,2.65,0.0003,0.0002,0.0002,0.0004,0.0001,1394,0.2577,9180
20151123,2.6,0.0014,0.0006,0.0006,0.0025,0.0003,3808,5.4339,18572
20151123,2.55,0.0036,0.001,0.001,0.005,0.0009,4821,12.7278,10107
20151123,2.5,0.0106,0.0038,0.0038,0.0132,0.0032,11412,98.8185,10882
20151123,2.45,0.0311,0.0198,0.0198,0.039,0.0157,13316,386.9868,9256
20151123,2.4,0.0671,0.0545,0.0497,0.0818,0.0477,5765,375.1018,4280
20151124,2.65,0.0002,0.0002,0.0002,0.0003,0.0001,1366,0.3019,8671
20151124,2.55,0.0008,0.0003,0.0002,0.0011,0.0001,2011,1.2106,9590
20151124,2.6,0.0005,0.0003,0.0004,0.0006,0.0002,2700,1.0074,18384
20151124,2.5,0.0036,0.0008,0.0008,0.0038,0.0008,6689,9.7478,9319
20151124,2.45,0.0158,0.0076,0.0076,0.016,0.0046,13782,117.8055,6628
20151124,2.4,0.0505,0.0454,0.0412,0.0506,0.0257,9702,359.5661,3746
20151125,2.5,0.0004,0,0.0001,0.0007,0.0001,4776,1.5358,7838
20151125,2.55,0.0002,0,0.0001,0.0003,0.0001,1133,0.1403,8969
20151125,2.6,0.0002,0,0.0001,0.0002,0.0001,2483,0.265,17662
20151125,2.65,0.0002,0,0.0002,0.0002,0.0001,1269,0.1342,8657
20151125,2.45,0.0074,0.004,0.0005,0.0094,0.0005,10164,35.9231,2794
20151125,2.4,0.04,0.054,0.043,0.0535,0.0269,7359,276.4187,2092
20151222,2.6,0.0336,0.0352,0.0352,0.0388,0.032,4517,157.3022,2715
20151223,2.6,0.0361,0.0362,0.0362,0.0499,0.0351,10362,424.3736,5922
20151224,2.6,0.0362,0.0339,0.0339,0.0383,0.0296,8005,271.8021,8253
20151225,2.6,0.0342,0.037,0.037,0.0384,0.0325,4879,171.7525,9455
20151228,2.6,0.037,0.0195,0.0195,0.038,0.0195,8203,242.9355,10935
20151229,2.6,0.0195,0.021,0.021,0.0235,0.0188,4064,85.7297,12713
20151230,2.6,0.0216,0.02,0.02,0.0222,0.0163,3812,73.1664,13497
20151231,2.6,0.0195,0.0167,0.0167,0.0223,0.0167,3403,65.72,14392
20160104,2.6,0.0161,0.0087,0.0087,0.0169,0.0085,5259,61.5216,14945
20160105,2.6,0.009,0.011,0.011,0.0145,0.0071,11237,118.4791,18323
20160105,2.25,0.0991,0.1092,0.1092,0.1271,0.0849,1229,132.3581,289
20160106,2.6,0.0111,0.0061,0.0061,0.0119,0.0055,7821,62.7618,18741
20160106,2.25,0.1086,0.1171,0.1171,0.1243,0.1069,261,30.3527,361
20160107,2.6,0.0054,0.0059,0.0059,0.0059,0.0035,812,3.4478,18634
20160107,2.25,0.11,0.06,0.06,0.11,0.06,229,19.3597,450
20160108,2.6,0.0058,0.0037,0.0037,0.0099,0.0036,5960,31.7495,20310
20160108,2.25,0.0838,0.0801,0.0801,0.1679,0.0699,2817,256.8108,1816
20160108,2.15,0.1199,0.1285,0.1285,0.1564,0.1048,845,118.8964,377
20160111,2.6,0.0035,0.0023,0.0023,0.0053,0.0022,2887,8.8751,20263
20160111,2.25,0.0766,0.0501,0.0515,0.0796,0.0496,2366,143.999,2774
20160111,2.15,0.1225,0.0846,0.0867,0.1248,0.084,1544,159.3663,688
20160112,2.6,0.0025,0.0012,0.0012,0.0027,0.0011,2700,4.5013,19377
20160112,2.25,0.0535,0.0528,0.0529,0.0618,0.0517,1525,86.6401,2643
20160112,2.15,0.0888,0.0869,0.0869,0.1022,0.0849,1624,151.3217,1221
20160112,2.05,0.138,0.138,0.1373,0.1826,0.1346,1634,240.2724,769
20160113,2.6,0.0014,0.0011,0.0011,0.0019,0.001,1353,1.6621,18974
20160113,2.25,0.0542,0.0451,0.0451,0.0617,0.0425,2099,111.7227,2774
20160113,2.15,0.0891,0.0766,0.0766,0.1012,0.0756,1293,116.7142,1231
20160113,2.05,0.1417,0.1286,0.1287,0.1587,0.124,871,125.3483,911
20160114,2.6,0.0009,0.0009,0.0009,0.0015,0.0005,1372,1.386,18273
20160114,2.25,0.0418,0.0515,0.051,0.0568,0.0366,1677,76.5777,3157
20160114,2.15,0.073,0.0885,0.0885,0.0958,0.063,3013,253.1392,2654
20160114,2.05,0.1202,0.1427,0.1427,0.149,0.11,1544,193.389,1469
20160114,2,0.1531,0.1712,0.1712,0.1836,0.1335,875,137.9013,594
20160115,2.6,0.0007,0.0007,0.0007,0.0009,0.0004,2007,1.1735,17328
20160115,2.25,0.0506,0.0305,0.0302,0.0518,0.029,2423,93.0784,3820
20160115,2.15,0.0868,0.057,0.0569,0.0983,0.0535,2157,150.5295,3275
20160115,2.05,0.1394,0.0971,0.0971,0.1428,0.092,1467,163.6676,1788
20160115,2,0.1723,0.124,0.124,0.1731,0.118,921,126.4592,760
20160118,2.6,0.0007,0.0006,0.0005,0.0009,0.0005,1630,1.0041,17264
20160118,2.25,0.0292,0.0297,0.0297,0.0388,0.0289,2011,68.1031,3897
20160118,2.15,0.0544,0.054,0.054,0.0671,0.0514,2122,125.2654,3839
20160118,2.05,0.09,0.0922,0.0909,0.1105,0.0875,2380,238.6593,2336
20160118,2,0.1183,0.1198,0.1198,0.1397,0.1178,1142,145.3339,1159
20160118,1.95,0.1503,0.15,0.1544,0.171,0.1433,598,93.6697,497
20160119,2.6,0.0006,0.0004,0.0004,0.0006,0.0004,4079,1.8295,17005
20160119,2.25,0.0288,0.0387,0.0391,0.042,0.0269,2177,78.2643,4318
20160119,2.15,0.0516,0.0681,0.0681,0.076,0.049,2700,174.5988,4595
20160119,2.05,0.093,0.1172,0.1172,0.1249,0.0872,2015,219.324,2541
20160119,2,0.1144,0.147,0.147,0.157,0.1143,1615,219.9008,1504
20160119,1.95,0.1467,0.1838,0.1838,0.1946,0.1447,633,106.7799,683
20160120,2.6,0.0005,0.0003,0.0003,0.0005,0.0002,1468,0.4901,16317
20160120,2.25,0.0389,0.0276,0.0276,0.0389,0.0253,1483,47.2787,4567
20160120,2.15,0.0686,0.0518,0.0518,0.0689,0.0475,4124,237.466,6167
20160120,2.05,0.1163,0.0906,0.0906,0.117,0.0828,2152,212.4863,3310
20160120,2,0.1451,0.119,0.119,0.1461,0.1103,1228,157.8636,1989
20160120,1.95,0.1809,0.1531,0.1531,0.1844,0.1364,870,136.7493,1027
20160121,2.6,0.0003,0.0002,0.0002,0.0003,0.0001,556,0.1022,16048
20160121,2.25,0.0267,0.0182,0.0182,0.0336,0.018,2575,67.1907,4689
20160121,2.15,0.0489,0.0346,0.0346,0.063,0.034,4111,189.9202,6849
20160121,2.05,0.0887,0.064,0.064,0.1089,0.064,3145,269.5536,3753
20160121,2,0.121,0.0891,0.0891,0.1377,0.086,2061,222.2793,2362
20160121,1.95,0.1467,0.1143,0.1143,0.1719,0.1143,1995,276.8621,1636
20160122,2.6,0.0002,0.0001,0.0001,0.0002,0.0001,96,0.0154,16018
20160122,2.25,0.019,0.0197,0.0197,0.0771,0.017,3664,76.2494,5692
20160122,2.15,0.0366,0.0404,0.0404,0.0525,0.0339,3738,149.3721,7639
20160122,2.05,0.0719,0.0757,0.0757,0.0889,0.0654,5788,436.3716,5279
20160122,2,0.0978,0.1042,0.1042,0.1131,0.0888,3521,354.5449,3186
20160122,1.95,0.1216,0.1336,0.1336,0.1449,0.1166,2529,335.2014,2240
20160125,2.6,0.0001,0.0001,0.0001,0.0002,0.0001,553,0.0563,16109
20160125,2.25,0.02,0.0156,0.0156,0.0213,0.0149,1974,35.0668,6438
20160125,2.15,0.0411,0.035,0.035,0.0425,0.0342,4262,158.8498,9466
20160125,2.05,0.0789,0.0713,0.0713,0.0848,0.0675,4247,318.1059,6422
20160125,2,0.109,0.098,0.0965,0.1111,0.0935,2214,228.0882,3466
20160125,1.95,0.138,0.1278,0.127,0.1984,0.1242,1603,215.0938,2483
20160126,2.6,0.0001,0.0001,0.0001,0.0001,0.0001,54,0.0054,16064
20160126,2.25,0.015,0.0078,0.0078,0.015,0.0065,4874,49.4247,8282
20160126,2.15,0.0341,0.0158,0.0157,0.0341,0.0148,7586,181.6222,12958
20160126,2.05,0.0689,0.0343,0.0343,0.0701,0.0316,10726,554.7598,10495
20160126,2,0.0955,0.0486,0.0486,0.0955,0.0446,8164,574.2936,6434
20160126,1.95,0.126,0.0687,0.0687,0.126,0.0672,6751,631.1378,5323
20160127,2.6,0.0001,0,0.0001,0.0003,0.0001,126,0.0166,15992
20160127,2.25,0.0081,0.0105,0.0105,0.0126,0.0076,3548,32.9715,9935
20160127,2.15,0.0169,0.0208,0.0208,0.0234,0.015,9577,172.121,12609
20160127,2.05,0.038,0.0388,0.0388,0.0448,0.0303,11413,410.4463,11752
20160127,2,0.0511,0.0531,0.0531,0.0614,0.0431,17001,875.4048,9656
20160127,1.95,0.07,0.0718,0.0718,0.0821,0.06,21972,1548.0989,8278
20160127,1.9,0.0943,0.098,0.098,0.1089,0.0825,5132,482.6522,1783
20160128,2.25,0.01,0.0072,0.007,0.0106,0.0067,3423,31.0653,10920
20160128,2.15,0.0189,0.0145,0.0145,0.0221,0.0126,6114,113.371,14533
20160128,2.05,0.0379,0.0284,0.0284,0.0412,0.0273,7528,269.2885,14087
20160128,2,0.0528,0.0405,0.041,0.0569,0.0381,12340,615.9358,12706
20160128,1.95,0.07,0.0576,0.0576,0.0769,0.0538,23190,1583.4689,12132
20160128,1.9,0.0963,0.0786,0.0786,0.1031,0.0748,4707,425.4317,3066
20160129,2.25,0.0072,0.0062,0.0062,0.008,0.0059,3198,22.5001,11759
20160129,2.15,0.0141,0.0146,0.0146,0.0178,0.0135,6524,104.0298,15347
20160129,2.05,0.029,0.034,0.034,0.0404,0.0275,10692,375.5285,14753
20160129,2,0.0405,0.0541,0.0541,0.0599,0.0399,15907,814.912,14311
20160129,1.95,0.0581,0.0769,0.0769,0.087,0.0567,27723,2026.0039,13954
20160129,1.9,0.0786,0.1075,0.1075,0.1171,0.0786,5744,575.5768,3967
20160129,1.8,0.1416,0.1827,0.1827,0.1943,0.1416,1767,299.4177,720
20160201,2.25,0.0064,0.0034,0.0034,0.0064,0.0027,1752,7.3644,11474
20160201,2.15,0.0149,0.0075,0.0075,0.0155,0.0062,5233,51.6679,14440
20160201,2.05,0.0345,0.021,0.021,0.0363,0.0172,9226,244.4908,16048
20160201,2,0.0554,0.0335,0.0335,0.0559,0.0282,13313,543.8696,15931
20160201,1.95,0.0768,0.0525,0.0525,0.0802,0.0444,21204,1260.5618,16099
20160201,1.9,0.1065,0.0784,0.0785,0.11,0.0665,5239,436.5803,4868
20160201,1.8,0.1792,0.1508,0.1508,0.1856,0.1333,1699,263.7618,1345
20160202,2.25,0.0034,0.0031,0.0031,0.0041,0.003,901,3.2582,11602
20160202,2.15,0.0085,0.0082,0.0082,0.0107,0.0074,2808,26.3461,14302
20160202,2.05,0.021,0.025,0.025,0.0299,0.0208,6645,173.9671,16003
20160202,2,0.0335,0.0401,0.0401,0.0473,0.0335,9069,377.6134,16721
20160202,1.95,0.053,0.0638,0.0638,0.0714,0.052,18385,1163.7209,16316
20160202,1.9,0.0798,0.0934,0.0934,0.1029,0.077,3961,370.3948,4873
20160202,1.8,0.1527,0.175,0.1734,0.1845,0.1527,1711,294.1736,1617
20160203,2.25,0.0029,0.0022,0.0022,0.0039,0.0018,1378,3.3184,10999
20160203,2.15,0.0079,0.0061,0.0061,0.0079,0.0048,1902,11.2548,13997
20160203,2.05,0.0241,0.0193,0.0193,0.0241,0.0162,6928,128.2506,16260
20160203,2,0.038,0.0328,0.0328,0.038,0.028,10231,322.3307,17714
20160203,1.95,0.0623,0.0526,0.0526,0.0623,0.045,16300,824.8975,16964
20160203,1.9,0.09,0.0832,0.0832,0.09,0.0696,6375,490.569,5679
20160203,1.8,0.171,0.159,0.16,0.171,0.1409,1829,275.7332,2061
20160204,2.25,0.0018,0.0017,0.0017,0.0029,0.0017,212,0.4709,10907
20160204,2.15,0.0063,0.0063,0.0062,0.009,0.0056,2166,15.7557,14279
20160204,2.05,0.0201,0.0212,0.0212,0.0277,0.0185,6582,151.6434,16124
20160204,2,0.035,0.038,0.038,0.0455,0.0325,12088,475.7873,18412
20160204,1.95,0.0595,0.0615,0.0615,0.0716,0.052,17319,1078.1358,15767
20160204,1.9,0.0854,0.094,0.094,0.1051,0.0817,4483,419.5771,5409
20160204,1.8,0.1602,0.178,0.1757,0.188,0.1602,2079,364.9154,1979
20160205,2.25,0.0019,0.002,0.002,0.0026,0.0017,1020,2.2419,11061
20160205,2.15,0.0067,0.0066,0.0066,0.0087,0.0059,4762,35.8518,16388
20160205,2.05,0.0219,0.0195,0.0195,0.0253,0.0195,6762,149.5148,16510
20160205,2,0.0385,0.0355,0.0355,0.0418,0.035,8370,314.1772,18814
20160205,1.95,0.0611,0.0562,0.0562,0.0666,0.0562,11075,666.7956,16067
20160205,1.9,0.0948,0.0879,0.0879,0.0991,0.086,1975,180.2875,5302
20160205,1.8,0.175,0.168,0.1679,0.182,0.1657,720,124.358,2008
20160215,2.25,0.0016,0.0008,0.0008,0.002,0.0004,847,0.6471,11001
20160215,2.15,0.005,0.0023,0.0023,0.006,0.002,2284,8.3165,15849
20160215,2.05,0.015,0.01,0.01,0.0178,0.0096,5902,70.2088,18036
20160215,2,0.0275,0.02,0.02,0.0275,0.0199,8969,206.3781,20220
20160215,1.95,0.04,0.0369,0.0369,0.0459,0.034,18073,717.0549,18687
20160215,1.9,0.061,0.0616,0.0616,0.0745,0.0585,8179,538.4965,6137
20160215,1.8,0.1232,0.149,0.1422,0.1568,0.1232,1536,222.3787,2292
20160216,2.25,0.0008,0.0008,0.0008,0.0009,0.0006,477,0.3732,10958
20160216,2.15,0.0023,0.0023,0.0023,0.0042,0.0023,3305,10.4975,15457
20160216,2.05,0.0104,0.0167,0.0167,0.0198,0.0104,8571,144.4075,18891
20160216,2,0.0215,0.0333,0.0333,0.0392,0.0215,17616,594.9093,19216
20160216,1.95,0.04,0.0622,0.0622,0.0709,0.04,20971,1277.3181,14116
20160216,1.9,0.069,0.1025,0.1025,0.1093,0.0682,10906,1066.7649,4558
20160216,1.8,0.1502,0.201,0.1931,0.1999,0.1502,2146,401.2202,1837
20160217,2.25,0.0008,0.0002,0.0002,0.0009,0.0002,528,0.3443,10699
20160217,2.15,0.0024,0.0017,0.0017,0.0028,0.001,2007,4.2811,14278
20160217,2.05,0.0167,0.0154,0.0154,0.0198,0.0117,10602,163.6048,17325
20160217,2,0.033,0.0357,0.0357,0.0404,0.028,14992,513.7982,18301
20160217,1.95,0.0615,0.068,0.068,0.074,0.0564,17324,1137.4439,11980
20160217,1.9,0.1032,0.113,0.1096,0.1161,0.0958,3502,374.0337,3649
20160217,1.8,0.1972,0.213,0.2049,0.2098,0.1878,1152,231.0223,1709
20160218,2.25,0.0007,0.0003,0.0002,0.0007,0.0002,145,0.0562,10588
20160218,2.15,0.0019,0.0016,0.0016,0.0032,0.0013,1547,3.3827,13793
20160218,2.05,0.0181,0.0121,0.0121,0.0229,0.012,9958,174.5835,16420
20160218,2,0.04,0.031,0.031,0.0492,0.031,17724,706.8867,15842
20160218,1.95,0.077,0.065,0.065,0.0875,0.0641,15553,1183.981,8999
20160218,1.9,0.1158,0.111,0.1086,0.1391,0.1062,2950,352.7741,2696
20160218,1.8,0.2247,0.211,0.2047,0.2289,0.2033,1034,223.9567,1488
20160219,2.25,0.0004,0.0003,0.0003,0.0005,0.0002,263,0.0867,10523
