trade_date,price,open,settle,close,high,low,vol,amount,oi
20180718,2.25,0.23,0.2136,0.2136,0.256,0.2108,2368,554.1542,2573
20180718,2.2,0.2978,0.2727,0.2718,0.3153,0.2718,1144,340.3883,2478
20180719,2.9,0.0003,0.0002,0.0002,0.0003,0.0001,5421,1.0599,22407
20180719,2.7,0.0061,0.0046,0.0046,0.0065,0.0041,10673,53.1704,33703
20180719,2.35,0.1225,0.1244,0.1244,0.1524,0.1168,10605,1409.6891,11078
20180719,2.3,0.1706,0.1743,0.1743,0.2002,0.164,3313,595.6656,7759
20180719,2.25,0.2168,0.224,0.2212,0.2505,0.2134,1786,413.8919,2254
20180719,2.2,0.2766,0.2836,0.2836,0.3059,0.2747,1637,473.3095,2413
20180720,2.9,0.0003,0.0001,0.0001,0.0004,0.0001,9379,1.9185,24246
20180720,2.7,0.0048,0.0126,0.0126,0.0144,0.0039,38020,353.0331,42668
20180720,2.35,0.1239,0.19,0.1888,0.1987,0.1061,26649,3542.6192,7164
20180720,2.3,0.173,0.24,0.2375,0.2484,0.1539,7466,1433.0284,5198
20180720,2.25,0.2212,0.29,0.2893,0.2979,0.2038,3421,833.8773,1801
20180720,2.2,0.2808,0.3446,0.3446,0.3553,0.2662,3361,1054.9677,2612
20180723,2.9,0.0002,0.0002,0.0002,0.0002,0.0001,1183,0.1728,24032
20180723,2.75,0.0067,0.0101,0.0101,0.0125,0.0055,24571,229.0057,9740
20180723,2.7,0.012,0.0177,0.0177,0.0216,0.0109,45325,742.642,48149
20180723,2.35,0.1839,0.219,0.2181,0.2255,0.1755,6364,1290.4427,5730
20180723,2.3,0.2332,0.269,0.2698,0.2754,0.228,6112,1528.2876,2730
20180723,2.25,0.2791,0.3192,0.3198,0.3254,0.2765,2216,673.2977,1555
20180723,2.2,0.3438,0.3729,0.3729,0.3836,0.325,4267,1554.5563,3247
20180724,2.9,0.0001,0.0001,0.0001,0.0004,0.0001,4496,0.6957,24454
20180724,2.75,0.0104,0.02,0.02,0.0228,0.0104,62361,1177.8153,29658
20180724,2.7,0.0184,0.0324,0.0324,0.0351,0.0184,84741,2641.0432,46996
20180724,2.35,0.2167,0.26,0.2528,0.2682,0.2167,4984,1277.9102,4983
20180724,2.3,0.2673,0.31,0.3034,0.3181,0.2673,1759,541.1571,2309
20180724,2.25,0.3342,0.36,0.3535,0.3677,0.3342,1562,558.2167,1294
20180724,2.2,0.3799,0.41,0.4059,0.4253,0.3799,2661,1094.9807,3322
20180725,2.9,0.0001,0,0.0001,0.0001,0.0001,2217,0.2217,24318
20180725,2.8,0.013,0.013,0.013,0.0161,0.0119,41049,572.3258,18898
20180725,2.75,0.0216,0.0199,0.0199,0.0244,0.0187,34603,730.3551,33924
20180725,2.7,0.033,0.0298,0.0298,0.0395,0.0294,42340,1366.7753,48758
20180725,2.35,0.2551,0.259,0.2504,0.2653,0.2458,5156,1314.9462,2306
20180725,2.3,0.3071,0.309,0.2993,0.3129,0.2972,1768,539.0279,1415
20180725,2.25,0.3592,0.359,0.349,0.3634,0.3458,881,313.3442,976
20180725,2.2,0.4148,0.409,0.4032,0.4148,0.3986,1292,523.273,3540
20180726,2.8,0.0125,0.0077,0.0077,0.0147,0.007,56963,568.0764,42469
20180726,2.75,0.0208,0.0129,0.0129,0.0236,0.0125,60075,964.8481,39373
20180726,2.7,0.0307,0.0217,0.0217,0.0356,0.0208,63670,1640.1769,57109
20180726,2.2,0.4098,0.3784,0.3784,0.4221,0.3751,1804,716.4055,3711
20180727,2.8,0.0078,0.006,0.006,0.0081,0.0055,35047,228.1346,47684
20180727,2.75,0.013,0.0108,0.0108,0.0137,0.0101,50406,585.657,47194
20180727,2.7,0.0217,0.0189,0.0189,0.0232,0.0178,53619,1075.6857,57287
20180727,2.2,0.3749,0.3805,0.3805,0.3931,0.3673,1831,696.7905,3164
20180730,2.8,0.0058,0.006,0.006,0.0083,0.0047,34038,215.4157,55092
20180730,2.75,0.0105,0.0112,0.0112,0.015,0.0088,64131,732.0468,53860
20180730,2.7,0.0189,0.0195,0.0195,0.0261,0.0158,70423,1426.441,64003
20180730,2.2,0.3792,0.389,0.389,0.4115,0.372,1750,678.207,3068
20180731,2.8,0.0058,0.0058,0.0058,0.0071,0.005,20221,115.4413,57521
20180731,2.75,0.0111,0.011,0.011,0.0134,0.0095,44220,483.1067,58784
20180731,2.7,0.0192,0.0204,0.0204,0.024,0.017,53789,1070.6583,66830
20180731,2.2,0.389,0.398,0.398,0.4107,0.3775,1036,407.6012,2960
20180801,2.8,0.0079,0.003,0.003,0.0096,0.003,55583,331.3731,60625
20180801,2.75,0.013,0.0055,0.0055,0.0166,0.0054,82235,875.9179,64150
20180801,2.7,0.0237,0.0108,0.0108,0.029,0.0103,129002,2476.3285,66552
20180801,2.2,0.398,0.3424,0.3424,0.4248,0.3402,2039,798.4466,2974
20180802,2.8,0.0026,0.0022,0.0022,0.0031,0.002,38923,98.4292,50652
20180802,2.75,0.005,0.0038,0.0038,0.0058,0.0032,53995,232.8542,54505
20180802,2.7,0.01,0.0068,0.0068,0.0109,0.0059,87992,709.1945,70964
20180802,2.2,0.334,0.2894,0.2885,0.3406,0.2695,2798,834.2517,3407
20180803,2.8,0.002,0.0016,0.0016,0.0026,0.0016,13742,27.3944,50656
20180803,2.75,0.004,0.0025,0.0025,0.0042,0.0023,18603,62.5167,52438
20180803,2.7,0.0071,0.0045,0.0045,0.008,0.0041,35606,220.8841,72340
20180803,2.2,0.2885,0.2629,0.2629,0.305,0.2629,1633,466.9921,3323
20180806,2.8,0.0016,0.0014,0.0014,0.0019,0.0012,10577,16.1363,48526
20180806,2.75,0.0025,0.002,0.002,0.003,0.0019,17491,42.0215,49052
20180806,2.7,0.0045,0.0038,0.0038,0.0057,0.0035,26777,118.2867,75283
20180806,2.2,0.2687,0.261,0.2609,0.299,0.2454,3580,972.3504,3024
20180807,2.8,0.0015,0.0024,0.0024,0.0025,0.0011,10157,17.277,48971
20180807,2.75,0.0021,0.005,0.005,0.005,0.0018,16930,53.9659,47638
20180807,2.7,0.004,0.0082,0.0082,0.0082,0.0034,42264,242.7101,71646
20180807,2.2,0.2699,0.33,0.3297,0.334,0.2625,3507,1020.8339,2762
20180808,2.8,0.0022,0.0012,0.0012,0.0028,0.0012,12167,23.978,47740
20180808,2.75,0.005,0.002,0.002,0.0055,0.002,26965,99.7305,47238
20180808,2.7,0.0084,0.0041,0.0041,0.0093,0.0039,38626,253.1309,70661
20180808,2.2,0.3282,0.2976,0.2976,0.3339,0.2918,2277,709.4259,2850
20180809,2.8,0.0011,0.0017,0.0017,0.0025,0.001,10385,19.1001,48748
20180809,2.75,0.002,0.0033,0.0033,0.0047,0.0016,32326,117.4471,50872
20180809,2.7,0.0039,0.0083,0.0083,0.0096,0.0035,65983,512.6465,75968
20180809,2.2,0.2997,0.3512,0.3512,0.3619,0.2896,3226,1090.4175,2911
20180810,2.8,0.0017,0.0012,0.0012,0.0023,0.0009,7629,11.1252,48070
20180810,2.75,0.0034,0.0025,0.0025,0.0046,0.002,22551,70.9892,50060
20180810,2.7,0.0087,0.006,0.006,0.0103,0.0049,56679,407.5682,78107
20180810,2.2,0.3554,0.3523,0.3523,0.3679,0.334,1402,491.653,2766
20180813,2.8,0.0013,0.0007,0.0007,0.0013,0.0006,8074,6.1066,46214
20180813,2.75,0.0023,0.0014,0.0014,0.0023,0.0012,14724,24.283,46388
20180813,2.7,0.0044,0.0037,0.0037,0.0048,0.0028,36473,136.2061,75037
20180813,2.2,0.3259,0.3291,0.3291,0.3416,0.2919,3602,1140.4162,2964
20180814,2.8,0.0008,0.0005,0.0005,0.0008,0.0004,4718,2.7148,44509
20180814,2.75,0.0011,0.0008,0.0008,0.0016,0.0008,9624,10.3176,44681
20180814,2.7,0.0031,0.002,0.002,0.0041,0.002,22953,62.8164,73390
20180814,2.2,0.331,0.3184,0.3184,0.3371,0.3039,2619,829.3755,2826
20180815,2.8,0.0005,0.0004,0.0004,0.0007,0.0004,6103,3.1215,42382
20180815,2.75,0.0009,0.0006,0.0006,0.001,0.0004,12608,8.7619,42958
20180815,2.7,0.002,0.001,0.001,0.0023,0.001,28780,43.0976,67471
20180815,2.2,0.3146,0.2569,0.2569,0.3146,0.251,3826,1071.4813,2705
20180816,2.8,0.0005,0.0004,0.0004,0.0006,0.0002,6924,3.1867,39916
20180816,2.75,0.0007,0.0005,0.0005,0.0009,0.0003,10739,5.0964,41532
20180816,2.7,0.001,0.0007,0.0007,0.0016,0.0005,19802,19.9177,61706
20180816,2.2,0.2413,0.2545,0.2545,0.2847,0.2118,5915,1534.1656,2601
20180817,2.8,0.0003,0.0002,0.0002,0.0004,0.0002,3458,1.1998,38500
20180817,2.7,0.0008,0.0003,0.0003,0.0012,0.0003,9996,5.9709,58974
20180817,2.75,0.0006,0.0003,0.0003,0.0007,0.0002,4603,1.6437,38700
20180817,2.2,0.2654,0.22,0.222,0.28,0.2131,2696,660.746,2197
20180820,2.7,0.0004,0.0001,0.0001,0.0005,0.0001,6660,1.438,55558
20180820,2.75,0.0004,0.0001,0.0001,0.0004,0.0001,6504,1.1002,37516
20180820,2.8,0.0002,0.0001,0.0002,0.0003,0.0001,5994,0.8906,37368
20180820,2.2,0.2302,0.258,0.2562,0.2581,0.2179,2815,668.2975,1811
20180821,2.7,0.0001,0.0001,0.0001,0.0002,0.0001,5630,0.6425,51462
20180821,2.75,0.0002,0.0001,0.0001,0.0002,0.0001,4169,0.6161,35944
20180821,2.8,0.0002,0.0001,0.0001,0.0002,0.0001,5222,0.5915,35492
20180821,2.2,0.2597,0.2966,0.2966,0.3088,0.2597,1227,354.4708,1308
20180822,2.7,0.0001,0,0.0001,0.0002,0.0001,6529,0.7384,50386
20180822,2.75,0.0001,0,0.0001,0.0002,0.0001,4527,0.4584,35856
20180822,2.8,0.0001,0,0.0001,0.0001,0.0001,242,0.0242,35454
20180822,2.2,0.2983,0.299,0.2925,0.3031,0.2811,1170,339.8201,916
20180907,2.25,0.2516,0.2583,0.2573,0.2757,0.2388,520,131.5601,205
20180910,2.25,0.2561,0.2423,0.2414,0.2596,0.2375,657,163.0786,370
20180911,2.25,0.2451,0.2256,0.2252,0.2509,0.2201,844,196.1548,703
20180912,2.25,0.2215,0.2136,0.2136,0.2283,0.2061,1359,294.539,1079
20180913,2.25,0.23,0.239,0.2372,0.2454,0.2135,1552,355.2025,1049
20180914,2.25,0.245,0.2438,0.2418,0.255,0.235,1199,294.1215,1165
20180917,2.25,0.24,0.218,0.218,0.24,0.2178,1516,339.8234,1496
20180918,2.25,0.21,0.2747,0.2755,0.2764,0.21,2202,517.7349,1534
20180919,2.25,0.2731,0.2921,0.2921,0.3127,0.27,1590,464.1273,1523
20180920,2.25,0.2921,0.2981,0.2981,0.3113,0.2921,1123,337.5723,1599
20180921,2.25,0.3037,0.3844,0.3844,0.3857,0.3005,3250,1095.6817,1513
20180925,2.85,0.0059,0.004,0.004,0.0063,0.0038,18677,96.8331,9528
20180925,2.25,0.364,0.3595,0.3595,0.3745,0.3511,2177,787.0102,2296
20180926,2.85,0.0042,0.008,0.008,0.0129,0.0042,60682,557.985,23794
20180926,2.25,0.37,0.3943,0.3943,0.4234,0.3698,4026,1615.8202,3220
20180927,2.85,0.0076,0.0067,0.0067,0.008,0.0059,40571,273.0126,35094
20180927,2.25,0.3964,0.3883,0.3883,0.3984,0.3768,1393,538.3023,3004
20180928,2.85,0.0068,0.01,0.01,0.0108,0.0068,63797,577.1705,49248
20180928,2.25,0.3916,0.4178,0.4181,0.4339,0.3916,3988,1639.1771,2767
20181008,2.85,0.0049,0.0024,0.0024,0.006,0.0022,42840,180.5807,59714
20181008,2.25,0.37,0.29,0.29,0.3842,0.29,2495,830.4845,2724
20181009,2.85,0.0025,0.0013,0.0013,0.0025,0.001,24984,37.9025,53812
20181009,2.4,0.184,0.1898,0.1882,0.2008,0.1838,430,82.5534,194
20181009,2.25,0.2887,0.2991,0.2991,0.32,0.2883,1525,461.7179,2624
20181010,2.85,0.0013,0.0011,0.0011,0.0016,0.0009,8115,10.1943,54774
20181010,2.4,0.19,0.1915,0.1855,0.2079,0.1721,1867,352.0387,1212
20181010,2.25,0.2991,0.3031,0.3031,0.3274,0.2791,1173,355.8121,2566
20181011,2.85,0.001,0.0013,0.0013,0.0014,0.0007,25578,28.801,51457
20181011,2.4,0.15,0.1219,0.1219,0.1554,0.1135,8185,1112.5274,2497
20181011,2.25,0.2333,0.198,0.198,0.2536,0.1778,6144,1349.4407,3557
20181012,2.85,0.0012,0.0011,0.0011,0.0018,0.0008,12780,14.6682,50645
20181012,2.4,0.1256,0.1547,0.1547,0.1617,0.1239,5762,809.5551,2604
20181012,2.3,0.1877,0.2295,0.2295,0.2506,0.1877,250,52.7223,166
20181012,2.25,0.2005,0.2495,0.2496,0.2601,0.2005,5211,1179.853,3785
20181015,2.85,0.0011,0.0008,0.0008,0.0011,0.0006,7603,6.3476,49732
20181015,2.4,0.1535,0.1366,0.1366,0.1606,0.1335,3085,451.2394,3060
20181015,2.3,0.228,0.2072,0.2072,0.2354,0.2046,2316,508.0273,1735
20181015,2.25,0.2548,0.2166,0.2166,0.2555,0.1258,4125,965.2845,3687
20181016,2.85,0.0006,0.0006,0.0006,0.0008,0.0004,6296,3.6956,48920
20181016,2.4,0.1377,0.1387,0.1387,0.1647,0.1302,4896,715.8086,3374
20181016,2.3,0.2065,0.2091,0.2086,0.2415,0.2,2801,617.6414,2395
20181016,2.25,0.2203,0.2235,0.2235,0.2659,0.21,5812,1372.05,3324
20181017,2.85,0.0006,0.0003,0.0003,0.0007,0.0003,12061,5.97,46628
20181017,2.4,0.1575,0.1424,0.1424,0.1641,0.1171,8374,1193.736,3967
20181017,2.3,0.2337,0.2157,0.2157,0.248,0.1821,2293,489.9589,2765
20181017,2.25,0.2501,0.2278,0.2278,0.265,0.1852,8756,2018.3357,3325
20181018,2.85,0.0002,0.0004,0.0004,0.0005,0.0002,4871,1.8229,45252
20181018,2.4,0.1363,0.1139,0.1139,0.1372,0.1119,18273,2302.1601,10281
20181018,2.25,0.2189,0.1755,0.1755,0.2192,0.1734,5878,1165.3379,3745
20181018,2.3,0.206,0.1778,0.1782,0.2062,0.1753,2790,535.4219,3362
20181019,2.85,0.0004,0.0002,0.0002,0.0005,0.0002,8175,2.6082,45356
20181019,2.4,0.1015,0.147,0.147,0.1525,0.1015,27646,3513.3894,14024
20181019,2.3,0.1613,0.222,0.222,0.2289,0.1613,6601,1246.7872,3319
20181019,2.25,0.16,0.2425,0.2425,0.2507,0.152,8841,1700.2021,2771
20181019,2.2,0.2289,0.3098,0.3098,0.317,0.2289,2817,764.0519,823
20181022,2.85,0.0003,0.0002,0.0003,0.001,0.0002,10567,5.7448,41464
20181022,2.4,0.1626,0.2255,0.2255,0.2439,0.154,13379,2747.7648,13005
20181022,2.3,0.2412,0.3125,0.3125,0.3324,0.2385,4258,1224.2919,2858
20181022,2.25,0.2634,0.349,0.3427,0.3697,0.2634,4222,1360.7503,2084
20181022,2.2,0.3223,0.4051,0.405,0.428,0.3223,2267,884.4711,1111
20181023,2.85,0.0002,0.0001,0.0001,0.0003,0.0001,5679,0.6732,42162
20181023,2.4,0.2188,0.1614,0.1614,0.2299,0.1514,18229,3448.5272,15244
20181023,2.3,0.319,0.2388,0.2424,0.3267,0.2288,3484,944.8107,3568
20181023,2.25,0.34,0.264,0.2652,0.3485,0.2476,1828,542.7789,1832
20181023,2.2,0.3902,0.3292,0.3292,0.4116,0.3178,1986,712.9961,1260
20181024,2.85,0.0001,0,0.0001,0.0001,0.0001,1223,0.1223,41640
20181024,2.4,0.16,0.1694,0.1694,0.2123,0.1599,26150,4717.2206,14384
20181024,2.3,0.2335,0.2487,0.2487,0.2974,0.2335,5761,1514.4428,3696
20181024,2.25,0.2532,0.275,0.2701,0.3255,0.2532,2081,594.6637,907
20181024,2.2,0.3292,0.34,0.34,0.3902,0.3292,3840,1352.6673,1944
20181025,2.4,0.1339,0.1733,0.1733,0.1815,0.1278,35308,5444.6806,15836
20181025,2.3,0.2062,0.2539,0.2537,0.2603,0.2,5467,1242.3582,3682
20181025,2.2,0.301,0.3428,0.3428,0.3507,0.281,6162,1940.6002,2446
20181026,2.4,0.184,0.1657,0.1657,0.1931,0.1508,21921,3721.8955,16967
20181026,2.3,0.2604,0.2416,0.2416,0.2743,0.225,4447,1097.6014,3644
20181026,2.2,0.35,0.33,0.33,0.3653,0.3128,3610,1219.6177,2731
20181029,2.4,0.165,0.1144,0.1144,0.1705,0.1073,33254,4282.6127,22099
20181029,2.3,0.2411,0.1771,0.1771,0.2479,0.1693,7141,1405.0929,5249
20181029,2.2,0.333,0.2574,0.2574,0.34,0.2482,5863,1653.1836,4161
20181030,2.4,0.1144,0.1298,0.1298,0.1513,0.1113,42886,5699.5817,22787
20181030,2.3,0.1707,0.1994,0.1994,0.225,0.1707,6941,1394.5737,5259
20181030,2.2,0.258,0.2803,0.2803,0.3112,0.2558,5321,1518.0875,4035
20181031,2.4,0.14,0.147,0.147,0.1592,0.13,33321,4838.926,22943
20181031,2.3,0.2083,0.2224,0.2224,0.235,0.199,3962,859.875,5431
20181031,2.2,0.2923,0.308,0.308,0.3222,0.2809,4566,1380.2786,3864
20181101,2.4,0.1602,0.1522,0.1522,0.1829,0.1495,24476,4115.1786,19137
20181101,2.3,0.2369,0.231,0.2315,0.2662,0.2267,6066,1491.4413,5445
20181101,2.2,0.3263,0.3185,0.3185,0.3578,0.3152,4374,1483.5048,3827
20181102,2.4,0.1918,0.2121,0.2121,0.2154,0.1714,19152,3693.6353,17407
20181102,2.3,0.2762,0.3023,0.3023,0.3037,0.2558,6748,1879.05,4420
20181102,2.2,0.3605,0.3949,0.3949,0.3981,0.3477,7614,2861.9809,3937
20181105,2.4,0.1984,0.1859,0.1859,0.1998,0.1731,13440,2512.7131,17175
20181105,2.3,0.2843,0.2711,0.2711,0.2881,0.2576,3031,827.9289,3945
20181105,2.2,0.3819,0.3639,0.3639,0.3819,0.3497,3454,1265.8361,3320
20181106,2.4,0.1861,0.1776,0.1776,0.1878,0.1644,11722,2060.7215,16018
20181106,2.3,0.2711,0.26,0.26,0.2727,0.2466,2269,589.354,4013
20181106,2.2,0.3642,0.3531,0.3531,0.365,0.3383,2321,817.8922,3421
20181107,2.4,0.1814,0.1608,0.1608,0.1978,0.1585,15172,2682.1739,16866
20181107,2.3,0.261,0.242,0.242,0.283,0.24,2080,539.9776,4177
20181107,2.2,0.3603,0.335,0.335,0.3783,0.333,3193,1134.8223,3741
20181108,2.4,0.1785,0.1668,0.1668,0.1869,0.1616,9055,1579.0707,16470
20181108,2.3,0.2558,0.2518,0.2518,0.2722,0.2449,2043,528.5162,4233
20181108,2.2,0.3547,0.3448,0.3448,0.3662,0.3376,3252,1142.1041,4082
20181109,2.4,0.151,0.1269,0.1269,0.154,0.1265,12935,1771.8707,18213
20181109,2.3,0.2376,0.203,0.2035,0.2376,0.2033,2881,619.4535,4793
20181109,2.2,0.3301,0.2938,0.2938,0.3315,0.2937,3209,985.7025,4424
20181112,2.4,0.127,0.1251,0.1251,0.1346,0.11,13542,1706.994,18949
20181112,2.3,0.1993,0.2057,0.2056,0.2126,0.1907,3890,785.0295,5797
20181112,2.2,0.2921,0.2992,0.2992,0.3044,0.281,3689,1087.0926,4953
20181113,2.4,0.1081,0.1376,0.1376,0.1495,0.1068,24385,3115.5242,19159
20181113,2.3,0.183,0.2207,0.2207,0.234,0.181,3345,687.5185,5628
20181113,2.2,0.2744,0.3131,0.3131,0.329,0.266,3540,1053.0124,5090
20181114,2.4,0.138,0.11,0.11,0.1382,0.1065,17979,2204.3748,20385
20181114,2.3,0.2116,0.187,0.187,0.2198,0.1841,3511,701.9786,5766
20181114,2.2,0.313,0.2808,0.2808,0.3132,0.2772,2729,811.5176,4939
20181115,2.4,0.1082,0.128,0.128,0.1311,0.1082,19993,2437.4887,21442
20181115,2.3,0.1896,0.2138,0.2138,0.2168,0.188,3133,640.6555,5354
20181115,2.2,0.2863,0.31,0.31,0.3119,0.282,2701,813.4398,4676
20181116,2.4,0.13,0.1265,0.1265,0.148,0.1156,23796,3174.3397,20561
20181116,2.3,0.2204,0.2124,0.2124,0.2384,0.1998,4141,913.5931,4776
20181116,2.2,0.3122,0.3104,0.3104,0.335,0.295,3565,1133.8062,4279
20181119,2.4,0.1279,0.1471,0.1471,0.1488,0.1279,19007,2677.1266,18884
20181119,2.3,0.2154,0.2404,0.2404,0.2424,0.2154,4440,1034.6582,4109
20181119,2.2,0.3199,0.34,0.3389,0.3408,0.3155,3145,1040.1391,3596
20181120,2.4,0.1352,0.1109,0.1109,0.1417,0.105,16704,2058.6455,18106
20181120,2.3,0.2238,0.2031,0.2031,0.2351,0.1961,2636,567.9913,4220
20181120,2.2,0.3236,0.3017,0.3017,0.3343,0.295,1389,442.0201,3628
20181121,2.4,0.0986,0.1095,0.1095,0.1156,0.0943,18469,2005.8514,17894
20181121,2.3,0.19,0.2002,0.2009,0.2078,0.1866,2086,415.6776,4376
20181121,2.2,0.2881,0.2983,0.2983,0.306,0.2811,926,275.6511,3495
20181122,2.4,0.1125,0.094,0.094,0.1135,0.0843,23691,2248.034,17547
20181122,2.3,0.2014,0.1872,0.1886,0.2055,0.1748,3408,627.7816,5519
20181122,2.2,0.3015,0.2857,0.2857,0.3052,0.2728,690,196.6529,3476
20181123,2.4,0.092,0.06,0.06,0.0979,0.06,35170,2624.8676,18542
20181123,2.3,0.1827,0.1495,0.15,0.1928,0.15,3335,557.0081,6071
20181123,2.2,0.2855,0.2478,0.2478,0.2914,0.2478,966,256.3882,3196
20181126,2.4,0.066,0.0561,0.0561,0.0767,0.0471,68460,4222.5716,20387
20181126,2.3,0.1542,0.1522,0.1522,0.1717,0.0001,3730,580.2885,5369
20181126,2.2,0.2478,0.25,0.2486,0.2698,0.239,1239,314.5926,2747
20181127,2.4,0.0574,0.0427,0.0427,0.0678,0.037,68778,3653.2045,16482
20181127,2.3,0.1549,0.139,0.1386,0.1642,0.1319,3615,538.9439,3817
20181127,2.2,0.2519,0.239,0.238,0.2639,0.2307,1648,406.3397,1878
20181128,2.4,0.0427,0.066,0.063,0.0692,0.0419,56563,3201.8678,3771
20181128,2.3,0.1359,0.166,0.1588,0.1687,0.1359,5595,872.5553,1135
20181128,2.2,0.2379,0.266,0.2617,0.2694,0.235,3786,959.3411,1190
20181203,2.45,0.109,0.1088,0.1085,0.1361,0.103,2330,258.1089,1151
20181204,2.7,0.0188,0.0155,0.0155,0.0188,0.0133,10803,171.9393,7957
20181204,2.45,0.1061,0.1075,0.1075,0.1097,0.099,2927,306.4516,1776
20181205,2.7,0.013,0.0138,0.0138,0.0157,0.0122,7419,105.2309,13008
20181205,2.45,0.092,0.1019,0.1019,0.107,0.0913,2513,256.4398,2575
20181206,2.7,0.0126,0.0093,0.0093,0.0126,0.0088,9216,88.9535,15995
20181206,2.45,0.0951,0.077,0.077,0.0951,0.0767,10563,859.6638,7418
20181207,2.7,0.0093,0.0063,0.0063,0.0096,0.006,4697,34.3781,16638
20181207,2.45,0.0773,0.0695,0.0695,0.0805,0.0677,6215,455.183,10227
20181210,2.7,0.0052,0.0047,0.0047,0.0058,0.0042,7360,35.3704,14709
20181210,2.45,0.0653,0.0608,0.0608,0.0653,0.0543,11451,673.9737,14572
20181211,2.7,0.0047,0.0048,0.0048,0.0053,0.0041,2829,13.1749,15191
20181211,2.45,0.062,0.0611,0.0611,0.062,0.0557,5848,345.0026,17422
20181211,2.2,0.2331,0.2377,0.237,0.2386,0.2294,292,68.2852,175
20181212,2.7,0.0055,0.0043,0.0043,0.0056,0.0043,4414,21.4822,13833
20181212,2.45,0.064,0.0612,0.0612,0.0658,0.0581,10857,674.9488,19403
20181212,2.2,0.247,0.2411,0.2402,0.2526,0.2375,629,153.1707,375
20181213,2.7,0.0046,0.0054,0.0054,0.0065,0.0042,5086,27.1073,15684
20181213,2.45,0.0618,0.0717,0.0717,0.0783,0.0605,19022,1365.1049,18603
20181213,2.2,0.2375,0.2709,0.2709,0.2791,0.2375,438,117.3175,467
20181214,2.7,0.0052,0.0039,0.0039,0.0053,0.0039,4929,22.6245,17442
20181214,2.45,0.0694,0.0596,0.0596,0.0706,0.059,21010,1327.1806,25464
20181214,2.2,0.2607,0.2436,0.2436,0.263,0.2421,446,111.6093,637
20181217,2.7,0.0037,0.0039,0.0039,0.0046,0.0033,2624,10.5211,17937
20181217,2.45,0.058,0.059,0.059,0.0621,0.0528,20980,1208.791,30702
20181217,2.2,0.238,0.2416,0.2416,0.248,0.2296,694,165.0283,748
20181218,2.7,0.0038,0.003,0.003,0.0044,0.003,5896,21.0253,18627
20181218,2.45,0.0552,0.0465,0.0465,0.0601,0.0458,25957,1342.0775,38676
20181218,2.2,0.227,0.2131,0.2131,0.2427,0.2097,1683,374.0152,1277
20181219,2.7,0.0032,0.002,0.002,0.0032,0.0019,7321,17.9421,18241
20181219,2.45,0.0465,0.036,0.036,0.0494,0.0333,32382,1362.391,50964
20181219,2.2,0.2135,0.1888,0.1888,0.2199,0.1842,2144,430.4469,2091
20181220,2.7,0.0022,0.0025,0.0025,0.0029,0.0016,6618,15.1329,18989
20181220,2.45,0.0349,0.0301,0.0301,0.0397,0.0256,52374,1586.2185,64265
20181220,2.2,0.1888,0.1616,0.1615,0.192,0.1451,7162,1175.943,3984
20181220,2.15,0.2208,0.2028,0.2028,0.2387,0.1858,2793,568.6355,892
20181221,2.7,0.0024,0.0018,0.0018,0.0024,0.0018,15742,32.6583,25590
20181221,2.45,0.0286,0.0233,0.0233,0.029,0.0213,47729,1163.5979,76815
20181221,2.2,0.1572,0.1389,0.1389,0.1572,0.128,6380,874.3472,5523
20181221,2.15,0.1999,0.1775,0.1775,0.1999,0.165,9283,1652.8195,4595
20181224,2.7,0.0015,0.0015,0.0015,0.0024,0.0011,10899,18.1298,26692
20181224,2.45,0.021,0.0183,0.0183,0.0263,0.0155,43804,894.0879,86516
20181224,2.2,0.1275,0.1349,0.1349,0.1467,0.1243,8511,1147.5889,8626
20181224,2.15,0.17,0.1761,0.1761,0.1862,0.1619,5173,892.2124,4768
20181224,2.1,0.2095,0.2209,0.2209,0.2302,0.2054,2682,578.7829,856
20181225,2.7,0.0012,0.0016,0.0016,0.0019,0.0009,9489,11.5303,30629
20181225,2.45,0.0144,0.0162,0.0162,0.0191,0.0105,56030,780.6445,94007
20181225,2.2,0.1255,0.1252,0.1252,0.1369,0.0947,22110,2510.1545,10815
20181225,2.15,0.1624,0.1654,0.1654,0.1782,0.1302,10597,1608.5969,5983
20181225,2.1,0.2114,0.2105,0.2105,0.2226,0.171,10235,1944.1706,4186
20181226,2.7,0.001,0.0013,0.0013,0.0018,0.001,9272,13.4092,37355
20181226,2.45,0.016,0.012,0.012,0.0182,0.012,37294,546.885,102444
20181226,2.2,0.1257,0.1122,0.1122,0.132,0.1083,10424,1251.5935,11518
20181226,2.15,0.1654,0.15,0.15,0.1713,0.1465,6712,1056.7384,7501
20181226,2.1,0.2044,0.195,0.195,0.2155,0.19,6949,1409.1513,6464
20181227,2.7,0.0012,0.0009,0.0009,0.0018,0.0009,19281,24.7559,50894
20181227,2.45,0.0173,0.0112,0.0112,0.0188,0.0104,61841,872.6465,115590
20181227,2.2,0.1345,0.1105,0.1105,0.1387,0.105,19823,2420.1774,14752
20181227,2.15,0.1682,0.1495,0.1501,0.1799,0.143,6787,1095.9285,8236
20181227,2.1,0.2184,0.1931,0.1931,0.225,0.1859,8346,1716.1071,7154
20181228,2.7,0.0009,0.0006,0.0006,0.0011,0.0002,8178,6.3635,52088
20181228,2.45,0.0115,0.0113,0.0113,0.0153,0.0104,38586,482.3246,118218
