,Model,tn,fp,fn,tp,auc,log_loss,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1,1351,300,23,65,0.77846415395628,6.415333326500983,0.8142610695802185,0.1780821917808219,0.7386363636363636,0.18170805572380375,0.016739446870451237,0.8182919442761962,0.26136363636363635,0.821917808219178,0.9832605531295487,0.2869757174392936,4.064962121212122,0.319401453468811,3.5191469489414695,0.5569283079125599
1,2,1651,0,0,88,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,19.761363636363637,1.0
2,3,540,1111,21,67,0.5442190683332415,22.483486619772187,0.34905117883841286,0.056876061120543296,0.7613636363636364,0.6729254996971532,0.0374331550802139,0.3270745003028468,0.23863636363636365,0.9431239388794567,0.9625668449197861,0.10584518167456555,1.1314233696096883,0.7296085858585858,1.1239485260070998,0.08843813666648315
3,4,1642,9,36,52,0.7927289246186884,0.8937620092857124,0.9741230592294422,0.8524590163934426,0.5909090909090909,0.005451241671714113,0.021454112038140644,0.9945487583282859,0.40909090909090906,0.14754098360655743,0.9785458879618594,0.697986577181208,108.3989898989899,0.41133318569372157,16.84575260804769,0.5854578492373769
4,6,1639,12,68,20,0.6100022025218875,1.5889083995181241,0.9539965497412306,0.625,0.22727272727272727,0.0072683222289521504,0.03983596953719976,0.9927316777710479,0.7727272727272727,0.375,0.9601640304628002,0.3333333333333333,31.26893939393939,0.778384824449498,12.350852272727273,0.2200044050437751
5,7,1651,0,11,77,0.9375,0.21847414625878042,0.9936745255894192,1.0,0.875,0.0,0.006618531889290012,1.0,0.125,0.0,0.99338146811071,0.9333333333333333,inf,0.125,19.761363636363637,0.875
6,8,1346,305,23,65,0.7769499201585817,6.514642055633648,0.8113858539390454,0.17567567567567569,0.7386363636363636,0.18473652331920049,0.016800584368151936,0.8152634766807996,0.26136363636363635,0.8243243243243243,0.9831994156318481,0.2838427947598254,3.9983233979135617,0.32058793732270696,3.471590909090909,0.5538998403171631
7,9,1651,0,32,56,0.8181818181818181,0.6355611527528139,0.9815986198964922,1.0,0.6363636363636364,0.0,0.019013666072489603,1.0,0.36363636363636365,0.0,0.9809863339275104,0.7777777777777778,inf,0.36363636363636365,19.761363636363637,0.6363636363636364
8,10,1582,69,64,24,0.6154672099553989,2.641582767536403,0.9235192639447959,0.25806451612903225,0.2727272727272727,0.041792852816474865,0.038882138517618466,0.9582071471835252,0.7272727272727273,0.7419354838709677,0.9611178614823815,0.26519337016574585,6.525691699604742,0.7589932191702103,5.099706744868035,0.23093441991079783
9,11,1337,314,20,68,0.7912697538681791,6.6338139100018685,0.8079355951696378,0.17801047120418848,0.7727272727272727,0.1901877649909146,0.014738393515106854,0.8098122350090854,0.2272727272727273,0.8219895287958116,0.9852616064848931,0.2893617021276596,4.062970469021424,0.2806486707010267,3.5177296525464063,0.5825395077363581
