,Model,tn,fp,fn,tp,auc,log_loss,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1,81,0,0,10,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,9.1,1.0
1,2,81,0,0,10,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,9.1,1.0
2,3,81,0,3,7,0.85,1.1386409800520014,0.967032967032967,1.0,0.7,0.0,0.03571428571428571,1.0,0.30000000000000004,0.0,0.9642857142857143,0.8235294117647058,inf,0.30000000000000004,9.1,0.7
3,4,80,1,8,2,0.5938271604938271,3.4159317269409493,0.9010989010989011,0.6666666666666666,0.2,0.012345679012345678,0.09090909090909091,0.9876543209876543,0.8,0.33333333333333337,0.9090909090909091,0.30769230769230765,16.200000000000003,0.81,6.066666666666666,0.18765432098765433
4,6,81,0,0,10,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,9.1,1.0
5,7,81,0,0,10,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,9.1,1.0
6,9,81,0,7,3,0.65,2.6568289534546685,0.9230769230769231,1.0,0.3,0.0,0.07954545454545454,1.0,0.7,0.0,0.9204545454545454,0.4615384615384615,inf,0.7,9.1,0.3
7,11,79,2,0,10,0.9876543209876543,0.7591115602712291,0.978021978021978,0.8333333333333334,1.0,0.024691358024691357,0.0,0.9753086419753086,0.0,0.16666666666666663,1.0,0.9090909090909091,40.5,0.0,7.583333333333334,0.9753086419753086
