,Model,tn,fp,fn,tp,auc,log_loss,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1,1337,314,19,69,0.7969515720499972,6.613952623978343,0.8085106382978723,0.1801566579634465,0.7840909090909091,0.1901877649909146,0.014011799410029498,0.8098122350090854,0.21590909090909094,0.8198433420365535,0.9859882005899705,0.2929936305732484,4.122720034742327,0.26661623716597543,3.5601412295276527,0.5939031440999945
1,2,1651,0,2,86,0.9886363636363636,0.039722572047051805,0.9988499137435307,1.0,0.9772727272727273,0.0,0.0012099213551119178,1.0,0.022727272727272707,0.0,0.9987900786448881,0.9885057471264368,inf,0.022727272727272707,19.761363636363637,0.9772727272727273
2,3,540,1111,21,67,0.5442190683332415,22.483486619772187,0.34905117883841286,0.056876061120543296,0.7613636363636364,0.6729254996971532,0.0374331550802139,0.3270745003028468,0.23863636363636365,0.9431239388794567,0.9625668449197861,0.10584518167456555,1.1314233696096883,0.7296085858585858,1.1239485260070998,0.08843813666648315
3,4,1642,9,36,52,0.7927289246186884,0.8937620092857124,0.9741230592294422,0.8524590163934426,0.5909090909090909,0.005451241671714113,0.021454112038140644,0.9945487583282859,0.40909090909090906,0.14754098360655743,0.9785458879618594,0.697986577181208,108.3989898989899,0.41133318569372157,16.84575260804769,0.5854578492373769
4,6,1639,12,68,20,0.6100022025218875,1.5889083995181241,0.9539965497412306,0.625,0.22727272727272727,0.0072683222289521504,0.03983596953719976,0.9927316777710479,0.7727272727272727,0.375,0.9601640304628002,0.3333333333333333,31.26893939393939,0.778384824449498,12.350852272727273,0.2200044050437751
5,7,1651,0,1,87,0.9943181818181819,0.019861286023526402,0.9994249568717654,1.0,0.9886363636363636,0.0,0.0006053268765133172,1.0,0.011363636363636354,0.0,0.9993946731234867,0.9942857142857142,inf,0.011363636363636354,19.761363636363637,0.9886363636363636
6,8,1348,303,21,67,0.7889192500412973,6.435195991933531,0.8136860264519838,0.1810810810810811,0.7613636363636364,0.1835251362810418,0.015339663988312637,0.8164748637189582,0.23863636363636365,0.8189189189189189,0.9846603360116873,0.29257641921397376,4.148552355235523,0.29227643647154034,3.578409090909091,0.5778385000825945
7,9,1651,0,0,88,1.0,9.992007221626413e-16,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,inf,0.0,19.761363636363637,1.0
8,10,1600,51,63,25,0.6266002698089311,2.264210056635284,0.9344450833812536,0.32894736842105265,0.2840909090909091,0.030890369473046637,0.03788334335538184,0.9691096305269533,0.7159090909090908,0.6710526315789473,0.9621166566446182,0.3048780487804878,9.19674688057041,0.7387286931818181,6.500448564593302,0.2532005396178625
9,11,1337,314,20,68,0.7912697538681791,6.6338139100018685,0.8079355951696378,0.17801047120418848,0.7727272727272727,0.1901877649909146,0.014738393515106854,0.8098122350090854,0.2272727272727273,0.8219895287958116,0.9852616064848931,0.2893617021276596,4.062970469021424,0.2806486707010267,3.5177296525464063,0.5825395077363581
