,Model,tn,fp,fn,tp,auc,log_loss,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1,284,36,0,26,0.94375,3.593713109029688,0.8959537572254336,0.41935483870967744,1.0,0.1125,0.0,0.8875,0.0,0.5806451612903225,1.0,0.5909090909090909,8.88888888888889,0.0,5.580645161290322,0.8875
1,2,320,0,1,25,0.9807692307692308,0.09982305316448276,0.9971098265895953,1.0,0.9615384615384616,0.0,0.003115264797507788,1.0,0.038461538461538436,0.0,0.9968847352024922,0.9803921568627451,inf,0.038461538461538436,13.307692307692307,0.9615384615384616
2,3,288,32,14,12,0.6807692307692309,4.591934396773578,0.8670520231213873,0.2727272727272727,0.46153846153846156,0.1,0.046357615894039736,0.9,0.5384615384615384,0.7272727272727273,0.9536423841059603,0.3428571428571428,4.615384615384615,0.5982905982905983,3.6293706293706287,0.3615384615384616
3,4,318,2,14,12,0.7276442307692308,1.5971734725821722,0.953757225433526,0.8571428571428571,0.46153846153846156,0.00625,0.04216867469879518,0.99375,0.5384615384615384,0.1428571428571429,0.9578313253012049,0.6,73.84615384615384,0.5418480890179003,11.406593406593405,0.4552884615384616
4,6,315,5,13,13,0.7421875,1.796826511836831,0.9479768786127167,0.7222222222222222,0.5,0.015625,0.039634146341463415,0.984375,0.5,0.2777777777777778,0.9603658536585366,0.5909090909090908,32.0,0.5079365079365079,9.61111111111111,0.484375
5,7,320,0,5,21,0.9038461538461539,0.4991152658224096,0.9855491329479769,1.0,0.8076923076923077,0.0,0.015384615384615385,1.0,0.1923076923076923,0.0,0.9846153846153847,0.8936170212765957,inf,0.1923076923076923,13.307692307692307,0.8076923076923077
6,9,320,0,7,19,0.8653846153846154,0.698761372151373,0.9797687861271677,1.0,0.7307692307692307,0.0,0.021406727828746176,1.0,0.2692307692307693,0.0,0.9785932721712538,0.8444444444444443,inf,0.2692307692307693,13.307692307692307,0.7307692307692307
7,11,283,37,3,23,0.8844951923076922,3.9930076326628465,0.884393063583815,0.38333333333333336,0.8846153846153846,0.115625,0.01048951048951049,0.884375,0.11538461538461542,0.6166666666666667,0.9895104895104895,0.5348837209302326,7.65072765072765,0.13047023647730366,5.101282051282051,0.7689903846153846
