,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
125,10001369.SH,20180626,SSE,0.2786,0.2786,0.2713,0.2713,0.241,0.2615,0.2644,1702.0,445.2035,908.0
124,10001369.SH,20180627,SSE,0.2644,0.2615,0.2647,0.2698,0.2235,0.2295,0.23,1017.0,246.5952,1240.0
123,10001369.SH,20180628,SSE,0.23,0.2295,0.2276,0.2395,0.2133,0.2175,0.2175,610.0,136.7911,1273.0
122,10001369.SH,20180629,SSE,0.2175,0.2175,0.2283,0.2469,0.2212,0.2428,0.2428,526.0,124.0726,1331.0
121,10001369.SH,20180702,SSE,0.2428,0.2428,0.234,0.2357,0.1864,0.1939,0.1939,929.0,194.3066,1169.0
120,10001369.SH,20180703,SSE,0.1939,0.1939,0.1959,0.2049,0.1706,0.1929,0.1943,775.0,146.654,1201.0
119,10001369.SH,20180704,SSE,0.1943,0.1929,0.1928,0.2034,0.1841,0.1849,0.1841,420.0,80.9863,1193.0
118,10001369.SH,20180705,SSE,0.1841,0.1849,0.1901,0.1964,0.1784,0.1861,0.1865,554.0,103.9629,1197.0
117,10001369.SH,20180706,SSE,0.1865,0.1861,0.1902,0.2199,0.1828,0.2042,0.2042,761.0,149.8106,1271.0
116,10001369.SH,20180709,SSE,0.2042,0.2042,0.2184,0.2443,0.215,0.2411,0.2411,377.0,86.8994,1258.0
115,10001369.SH,20180710,SSE,0.2411,0.2411,0.2401,0.2443,0.2295,0.242,0.242,337.0,79.9416,1177.0
114,10001369.SH,20180711,SSE,0.242,0.242,0.2206,0.221,0.2081,0.2196,0.2177,453.0,98.4806,1221.0
113,10001369.SH,20180712,SSE,0.2177,0.2196,0.2188,0.26,0.2188,0.2507,0.2501,195.0,48.326,1214.0
112,10001369.SH,20180713,SSE,0.2501,0.2507,0.254,0.2547,0.25,0.2509,0.2512,46.0,11.6733,1208.0
111,10001369.SH,20180716,SSE,0.2512,0.2509,0.2596,0.261,0.2267,0.2329,0.2333,488.0,114.7606,1148.0
110,10001369.SH,20180717,SSE,0.2333,0.2329,0.2326,0.2326,0.2164,0.2225,0.2242,227.0,50.6053,1187.0
109,10001369.SH,20180718,SSE,0.2242,0.2225,0.231,0.2406,0.214,0.2145,0.2125,368.0,85.4469,1227.0
108,10001369.SH,20180719,SSE,0.2125,0.2145,0.2146,0.2338,0.2127,0.2157,0.2176,264.0,57.6605,1228.0
107,10001369.SH,20180720,SSE,0.2176,0.2157,0.2234,0.2695,0.2095,0.266,0.266,497.0,120.3657,1287.0
106,10001369.SH,20180723,SSE,0.266,0.266,0.268,0.2944,0.2607,0.2892,0.2903,123.0,34.2846,1299.0
105,10001369.SH,20180724,SSE,0.2903,0.2892,0.3052,0.3297,0.3052,0.3216,0.3192,265.0,85.2638,1295.0
104,10001369.SH,20180725,SSE,0.3192,0.3216,0.3256,0.3256,0.3145,0.3147,0.3164,22.0,7.0126,1289.0
103,10001369.SH,20180726,SSE,0.3164,0.3147,0.3277,0.3277,0.2931,0.2957,0.2957,183.0,55.6349,1280.0
102,10001369.SH,20180727,SSE,0.2957,0.2957,0.2892,0.2988,0.2854,0.2988,0.2923,144.0,41.7329,1223.0
101,10001369.SH,20180730,SSE,0.2923,0.2988,0.296,0.3143,0.2893,0.2972,0.2972,328.0,97.2525,1227.0
100,10001369.SH,20180731,SSE,0.2972,0.2972,0.2936,0.3137,0.2891,0.3047,0.3062,189.0,57.1035,1220.0
99,10001369.SH,20180801,SSE,0.3062,0.3047,0.3228,0.3256,0.2656,0.2701,0.269,182.0,52.5128,1180.0
98,10001369.SH,20180802,SSE,0.269,0.2701,0.26,0.2654,0.2186,0.2363,0.2313,1629.0,382.7333,1270.0
97,10001369.SH,20180803,SSE,0.2313,0.2363,0.2337,0.2407,0.2165,0.2165,0.2129,289.0,66.211,1340.0
96,10001369.SH,20180806,SSE,0.2129,0.2165,0.2182,0.2326,0.2047,0.2149,0.2143,793.0,170.9046,1406.0
95,10001369.SH,20180807,SSE,0.2143,0.2149,0.2151,0.2629,0.2151,0.2619,0.2619,385.0,92.1215,1430.0
94,10001369.SH,20180808,SSE,0.2619,0.2619,0.2593,0.2639,0.2372,0.2372,0.2392,163.0,40.8699,1439.0
93,10001369.SH,20180809,SSE,0.2392,0.2372,0.2378,0.288,0.2378,0.2811,0.2811,460.0,125.5748,1575.0
92,10001369.SH,20180810,SSE,0.2811,0.2811,0.2785,0.2897,0.2635,0.2748,0.2754,734.0,201.2733,1888.0
91,10001369.SH,20180813,SSE,0.2754,0.2748,0.2698,0.2698,0.235,0.2559,0.2576,808.0,201.7893,2008.0
90,10001369.SH,20180814,SSE,0.2576,0.2559,0.2582,0.2599,0.242,0.2497,0.251,383.0,94.9474,2160.0
89,10001369.SH,20180815,SSE,0.251,0.2497,0.2516,0.2516,0.2096,0.2098,0.2098,419.0,95.5305,2312.0
88,10001369.SH,20180816,SSE,0.2098,0.2098,0.2023,0.2284,0.1902,0.2149,0.2127,1258.0,264.6229,1943.0
87,10001369.SH,20180817,SSE,0.2127,0.2149,0.2158,0.2279,0.1835,0.1875,0.1875,571.0,115.9727,1929.0
86,10001369.SH,20180820,SSE,0.1875,0.1875,0.1923,0.2095,0.1877,0.2095,0.2095,238.0,47.2329,1900.0
85,10001369.SH,20180821,SSE,0.2095,0.2095,0.2155,0.2383,0.2113,0.2302,0.2295,398.0,89.4598,1883.0
