,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
144,10001441.SH,20180820,SSE,0.3194,0.3194,0.3309,0.3461,0.3219,0.3461,0.3461,187.0,62.33,75.0
143,10001441.SH,20180821,SSE,0.3461,0.3461,0.3522,0.3821,0.3522,0.3657,0.3657,213.0,79.9599,131.0
142,10001441.SH,20180822,SSE,0.3657,0.3657,0.3682,0.3721,0.356,0.3657,0.366,77.0,27.9483,175.0
141,10001441.SH,20180823,SSE,0.366,0.3657,0.3523,0.3861,0.3523,0.3732,0.3732,202.0,75.3205,196.0
140,10001441.SH,20180824,SSE,0.3732,0.3732,0.37,0.4,0.3582,0.3839,0.3839,501.0,189.9787,391.0
139,10001441.SH,20180827,SSE,0.3839,0.3839,0.399,0.42,0.39,0.4177,0.4177,661.0,269.2529,828.0
138,10001441.SH,20180828,SSE,0.4177,0.4177,0.4161,0.4275,0.4097,0.4101,0.4133,227.0,95.143,1001.0
137,10001441.SH,20180829,SSE,0.4133,0.4101,0.4107,0.4165,0.4071,0.4102,0.4102,456.0,187.9383,1226.0
136,10001441.SH,20180830,SSE,0.4102,0.4102,0.4189,0.4189,0.3902,0.3945,0.3941,335.0,136.09,1406.0
135,10001441.SH,20180831,SSE,0.3941,0.3945,0.3901,0.403,0.3753,0.3811,0.3829,477.0,184.6278,1482.0
134,10001441.SH,20180903,SSE,0.3829,0.3811,0.3787,0.383,0.3638,0.3787,0.3781,218.0,81.5144,1497.0
133,10001441.SH,20180904,SSE,0.3781,0.3787,0.38,0.413,0.3671,0.407,0.407,411.0,159.1126,1554.0
132,10001441.SH,20180905,SSE,0.407,0.407,0.3985,0.4022,0.3605,0.3623,0.3619,530.0,199.4734,1574.0
131,10001441.SH,20180906,SSE,0.3619,0.3623,0.3564,0.3707,0.34,0.3442,0.3442,450.0,160.4167,1685.0
130,10001441.SH,20180907,SSE,0.3442,0.3442,0.3497,0.3752,0.3465,0.363,0.3641,318.0,115.3658,1728.0
129,10001441.SH,20180910,SSE,0.3641,0.363,0.355,0.3645,0.3455,0.3519,0.3499,181.0,63.761,1751.0
128,10001441.SH,20180911,SSE,0.3499,0.3519,0.363,0.363,0.33,0.3313,0.334,438.0,150.2145,1731.0
127,10001441.SH,20180912,SSE,0.334,0.3313,0.3236,0.3387,0.3201,0.3298,0.3298,310.0,101.1919,1696.0
126,10001441.SH,20180913,SSE,0.3298,0.3298,0.3511,0.355,0.3275,0.349,0.349,451.0,153.4192,1662.0
125,10001441.SH,20180914,SSE,0.349,0.349,0.3521,0.3618,0.349,0.352,0.3525,302.0,107.3073,1809.0
124,10001441.SH,20180917,SSE,0.3525,0.352,0.3378,0.3435,0.3315,0.3348,0.3325,254.0,85.4504,1918.0
123,10001441.SH,20180918,SSE,0.3325,0.3348,0.33,0.3866,0.3293,0.3843,0.3843,679.0,246.4216,1762.0
122,10001441.SH,20180919,SSE,0.3843,0.3843,0.3829,0.413,0.3811,0.398,0.398,669.0,265.7837,1797.0
121,10001441.SH,20180920,SSE,0.398,0.398,0.4,0.41,0.396,0.3986,0.4009,148.0,59.5849,1772.0
120,10001441.SH,20180921,SSE,0.4009,0.3986,0.4081,0.4741,0.4035,0.4741,0.4735,405.0,176.8414,1822.0
119,10001441.SH,20180925,SSE,0.4735,0.4741,0.4503,0.46,0.4485,0.4529,0.4529,152.0,69.162,1819.0
118,10001441.SH,20180926,SSE,0.4529,0.4529,0.473,0.511,0.465,0.4842,0.4855,271.0,132.379,1827.0
117,10001441.SH,20180927,SSE,0.4855,0.4842,0.4792,0.4922,0.4736,0.4832,0.4832,524.0,252.5634,1679.0
116,10001441.SH,20180928,SSE,0.4832,0.4832,0.4898,0.5148,0.487,0.5043,0.5043,584.0,290.4704,1668.0
115,10001441.SH,20181008,SSE,0.5043,0.5043,0.4651,0.4652,0.407,0.4102,0.4061,2896.0,1267.6547,3099.0
114,10001441.SH,20181009,SSE,0.4061,0.4102,0.415,0.4307,0.4057,0.415,0.4156,587.0,244.6313,3157.0
113,10001441.SH,20181010,SSE,0.4156,0.415,0.4258,0.4375,0.3975,0.4187,0.4205,539.0,226.3238,3189.0
112,10001441.SH,20181011,SSE,0.4205,0.4187,0.348,0.378,0.326,0.331,0.3377,578.0,204.439,3312.0
111,10001441.SH,20181012,SSE,0.3377,0.331,0.3453,0.388,0.3401,0.3821,0.3819,515.0,186.6264,3391.0
110,10001441.SH,20181015,SSE,0.3819,0.3821,0.3764,0.3856,0.3539,0.3545,0.3552,257.0,93.8585,3461.0
109,10001441.SH,20181016,SSE,0.3552,0.3545,0.3684,0.3917,0.35,0.3616,0.3616,455.0,167.5055,3403.0
108,10001441.SH,20181017,SSE,0.3616,0.3616,0.38,0.39,0.3341,0.3718,0.3688,1557.0,568.3032,4380.0
107,10001441.SH,20181018,SSE,0.3688,0.3718,0.35,0.3619,0.333,0.3359,0.3359,617.0,214.8546,4623.0
106,10001441.SH,20181019,SSE,0.3359,0.3359,0.3159,0.3862,0.3159,0.3827,0.3824,1166.0,410.5252,5195.0
105,10001441.SH,20181022,SSE,0.3824,0.3827,0.3969,0.4732,0.3969,0.4591,0.4591,742.0,327.7737,4977.0
104,10001441.SH,20181023,SSE,0.4591,0.4591,0.4641,0.4641,0.3855,0.3978,0.3978,960.0,400.3707,5100.0
103,10001441.SH,20181024,SSE,0.3978,0.3978,0.4124,0.4435,0.3991,0.4069,0.4069,387.0,161.4206,5005.0
102,10001441.SH,20181025,SSE,0.4069,0.4069,0.3716,0.4141,0.3603,0.4141,0.4116,615.0,237.6201,5113.0
101,10001441.SH,20181026,SSE,0.4116,0.4141,0.4133,0.4285,0.3847,0.4,0.401,538.0,218.9774,5354.0
100,10001441.SH,20181029,SSE,0.401,0.4,0.3933,0.4237,0.338,0.3456,0.3456,1277.0,462.1696,5832.0
99,10001441.SH,20181030,SSE,0.3456,0.3456,0.339,0.385,0.339,0.3612,0.3616,571.0,206.3503,5909.0
98,10001441.SH,20181031,SSE,0.3616,0.3612,0.373,0.3947,0.3663,0.3837,0.3837,202.0,76.3209,5861.0
97,10001441.SH,20181101,SSE,0.3837,0.3837,0.4002,0.4193,0.389,0.39,0.3926,296.0,120.7299,5733.0
96,10001441.SH,20181102,SSE,0.3926,0.39,0.4238,0.4509,0.3986,0.45,0.4501,649.0,283.1698,5530.0
95,10001441.SH,20181105,SSE,0.4501,0.45,0.4413,0.4416,0.42,0.436,0.436,343.0,147.7058,5730.0
94,10001441.SH,20181106,SSE,0.436,0.436,0.43,0.4308,0.413,0.427,0.4247,267.0,113.2123,5748.0
93,10001441.SH,20181107,SSE,0.4247,0.427,0.4289,0.4464,0.4081,0.4115,0.4115,202.0,86.679,5739.0
92,10001441.SH,20181108,SSE,0.4115,0.4115,0.4258,0.4368,0.4134,0.4188,0.4188,184.0,78.2506,5751.0
91,10001441.SH,20181109,SSE,0.4188,0.4188,0.4011,0.4019,0.3804,0.3804,0.3804,477.0,186.3803,5989.0
90,10001441.SH,20181112,SSE,0.3804,0.3804,0.3761,0.385,0.3707,0.3818,0.3815,203.0,76.8549,6065.0
89,10001441.SH,20181113,SSE,0.3815,0.3818,0.3624,0.4007,0.362,0.387,0.3931,422.0,159.8975,6085.0
88,10001441.SH,20181114,SSE,0.3931,0.387,0.3844,0.3844,0.3599,0.3615,0.3615,368.0,135.8082,5983.0
87,10001441.SH,20181115,SSE,0.3615,0.3615,0.3679,0.3849,0.365,0.3809,0.379,157.0,58.616,6020.0
86,10001441.SH,20181116,SSE,0.379,0.3809,0.3785,0.3998,0.3686,0.3802,0.3812,472.0,180.5475,5985.0
85,10001441.SH,20181119,SSE,0.3812,0.3802,0.3865,0.406,0.3856,0.4045,0.4045,316.0,125.6973,5850.0
84,10001441.SH,20181120,SSE,0.4045,0.4045,0.3951,0.3988,0.3628,0.3686,0.3681,404.0,151.9386,5975.0
83,10001441.SH,20181121,SSE,0.3681,0.3686,0.35,0.3703,0.35,0.3656,0.364,164.0,59.9771,5943.0
82,10001441.SH,20181122,SSE,0.364,0.3656,0.363,0.363,0.34,0.3516,0.3509,434.0,152.3467,6097.0
81,10001441.SH,20181123,SSE,0.3509,0.3516,0.3502,0.3527,0.319,0.3268,0.3268,409.0,134.6634,6096.0
