,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1409,372,13,88,0.7954303931987248,0.19130434782608696,0.8712871287128713,0.20887142055025268,0.009142053445850914,0.7911285794497473,0.12871287128712872,0.808695652173913,0.990857946554149,0.3137254901960784,4.171404237197913,0.16269526171921664,3.5647008179078776,0.6624157081626186
