,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1706,75,83,18,0.9160467587672688,0.1935483870967742,0.1782178217821782,0.04211117349803481,0.046394633873672445,0.9578888265019652,0.8217821782178218,0.8064516129032258,0.9536053661263275,0.18556701030927836,4.232079207920792,0.8579097651851939,3.6065154902587033,0.1361066482841434
