,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1767,14,87,14,0.9463336875664187,0.5,0.13861386138613863,0.007860752386299831,0.04692556634304207,0.9921392476137002,0.8613861386138614,0.5,0.9530744336569579,0.2170542635658915,17.633663366336638,0.8682109297517188,9.316831683168317,0.1307531089998388
