,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1406,375,13,88,0.793836344314559,0.1900647948164147,0.8712871287128713,0.21055586749017405,0.009161381254404511,0.7894441325098259,0.12871287128712872,0.8099352051835853,0.9908386187455955,0.31205673758865243,4.13803300330033,0.16304240665887357,3.5416034044009153,0.6607312612226972
