,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1152,629,50,51,0.6392136025504782,0.075,0.504950495049505,0.3531723750701853,0.04159733777038269,0.6468276249298147,0.49504950495049505,0.925,0.9584026622296173,0.13060179257362356,1.4297564891624297,0.7653499724972497,1.3975247524752474,0.15177811997931967
