,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1781,0,28,73,0.9851222104144527,1.0,0.7227722772277227,0.0,0.015478164731896076,1.0,0.27722772277227725,0.0,0.9845218352681039,0.8390804597701149,inf,0.27722772277227725,18.633663366336634,0.7227722772277227
