,tn,fp,fn,tp,acc,ppv,tpr,fpr,forr,tnr,fnr,fdr,npv,f1,lrp,lrn,lift,youden
0,1408,373,14,87,0.7943676939426142,0.1891304347826087,0.8613861386138614,0.2094329028635598,0.009845288326300985,0.7905670971364402,0.13861386138613863,0.8108695652173913,0.9901547116736991,0.3101604278074866,4.112945610914979,0.1753347209720972,3.524192854068015,0.6519532357503015
