time,normper,normcjl,normcje,normjc,normccl
1708,0.444098845,-0.803032339,-0.614340334,0.420034416,-0.874602823
1709,0.714158364,-0.763766698,-0.576980317,0.575966727,-0.882446622
1710,0.068867103,-0.875794217,-0.661263178,0.309942825,-1.1751859
1711,-0.641653627,-0.809458979,-0.614296607,0.073702937,-0.903118791
1712,-0.253688471,-0.762157713,-0.586550931,0.958788539,-0.903811581
1801,0.33555111,-0.862092526,-0.655684213,0.777303817,-1.092121475
1802,-1.34780697,-0.874438412,-0.672928449,-0.07104125,-1.059178692
1803,0.628726103,-0.752033611,-0.584697066,0.481135347,-0.913487166
1804,-0.437872892,-0.834372928,-0.644098007,0.535268829,-1.046943305
1805,0.013086456,-0.855177094,-0.658332933,0.161447776,-0.840908538
1806,-1.623773835,-0.744812296,-0.599353679,0.277628373,-0.798454562
1807,-0.413817931,-0.755164777,-0.615551485,0.420472544,-0.86812112
1808,-1.03570166,-0.678430556,-0.578579612,0.287905278,-0.576884846
1809,-0.226346822,-0.765152471,-0.633204231,0.846164325,-0.913434326
1810,-1.819675881,-0.788895592,-0.658758813,0.258025116,-1.123901778
1811,0.50080665,-0.575905039,-0.546018679,0.101865546,-0.400270197
1812,-0.573301803,-0.464947076,-0.495784635,0.110767972,-0.491706822
1901,0.263536397,-0.547124151,-0.538870967,0.539004395,-0.760938186
1902,1.298702295,-0.561121391,-0.53471879,0.931725076,-0.525888408
1903,2.811956047,0.437921894,0.131953734,0.486402725,-0.04809183
1904,0.043836209,0.225358129,0.042105685,0.190268125,-0.029680037
1905,-1.760381205,0.616760009,0.155314226,-0.496321124,0.500956506
1906,0.084493885,0.420639514,0.033719867,0.298218238,0.406314258
1907,-0.014416994,0.174735555,-0.096260311,0.206111778,-0.20186787
1908,-0.199718173,0.514617879,0.075049969,0.330840801,1.082401612
1909,0.611836284,0.394197183,0.06582557,0.118779937,0.896880495
1910,-0.04466776,-0.184843144,-0.290931083,0.40869442,-0.531395507
1911,-0.267450014,0.621608665,0.16250207,0.478913018,1.414888287
1912,0.738496781,0.270599853,-0.013600106,0.460871073,0.563507283
2001,0.857314765,0.169505578,-0.021985924,0.288807757,-0.171103268
2002,0.046919711,0.917217551,0.460797593,-0.114889086,0.836913005
2003,-0.629706595,1.554431418,0.826179658,-0.28366589,1.066308907
2004,0.19945273,1.129347292,0.51710237,0.392402805,1.221728858
2005,0.290725539,0.509631782,0.182268641,-0.325219287,1.187940636
2006,0.9723088,0.456823592,0.185862563,0.140781429,0.80263161
2007,2.160557012,1.737452688,1.268831046,-0.064410319,1.329968591
2008,0.454062143,1.100361794,0.845946229,0.290244514,1.262450858
2009,-0.876828267,1.317422862,0.957956797,0.308874272,1.748490471
2010,-0.182411412,0.193646554,0.113546863,0.158361208,0.25679477
2011,0.351664181,0.556348151,0.379934349,0.54807071,1.158074314
2012,-0.012736999,0.847436997,0.591975744,0.42239004,1.515566034
2101,0.178176291,0.349369848,0.255944041,0.275740376,-0.009929632
2102,-0.018892274,0.029701625,0.012755322,0.151012446,0.816428712
2103,-0.385015012,0.447463164,0.289487313,0.419339528,0.494363253
2104,0.432354871,0.339296383,0.225395704,0.542655832,0.970468953
2105,0.449545154,-0.08901398,-0.068107922,0.452384924,0.80289581
2106,0.365429902,0.014061299,0.02713101,0.482494529,0.271830675
2107,0.106904912,0.450202676,0.386523205,0.53600742,1.256262711
2108,0.584103445,0.081484694,0.115182098,-0.169727289,1.255980898
2109,0.43086288,0.522181245,0.539264889,0.539376969,1.725094109
2110,-0.408571808,-0.237901414,-0.133912633,0.553672421,0.023987754
2111,0.276254594,-0.141400548,-0.048940338,0.37489186,1.108310809
2112,0.400379514,0.207298642,0.264329859,0.766692579,1.461187838
2201,-1.122011642,-0.124042731,-0.038757559,0.417854698,0.507220978
2202,-0.028158287,-0.291131226,-0.199286074,0.617786716,0.686524593
2203,-1.118901484,0.353897121,0.248756197,0.005865093,1.179409917
2204,-1.362752183,0.752710459,0.433843178,0.533974109,1.535474958
2205,-0.02731808,0.344569761,0.134349681,0.031241597,1.777617034
2206,1.294864535,0.658394176,0.424858373,0.416186312,1.831766256
2207,0.13989078,0.667529325,0.468584423,0.206062611,0.953342933
2208,-0.007771461,0.142971276,0.078044904,0.310301195,1.426794892
2209,-1.043191402,0.551190511,0.332015389,0.589031923,2.028894553
2210,-0.150626559,-0.030000296,-0.096859298,0.513268429,0.222677765
2211,0.746386765,0.137037563,0.045699607,0.722369466,1.511010054
2212,-0.377277826,0.226540325,0.104999319,0.700432437,1.240733632
2301,0.525399434,-0.497218748,-0.404738612,0.552202887,-0.480240549
2302,0.477784741,-0.167854246,-0.146575218,0.615466054,1.054543208
2303,-0.298291413,-0.339556818,-0.275956409,0.786039077,0.100200597
