time,per,cjl,cje,jc,ccl,price,avgp
220916,-6.3519,272575,3.37E+11,-36.5037,106956,5918,6175.1659
220923,-0.9478,303662,3.59E+11,-16.2019,112885,5873.4,5910.8821
220930,-2.9439,329968,3.84E+11,-3.8629,101694,5710.2,5822.2792
221014,4.4913,331953,3.83E+11,10.3611,87634,5983.8,5769.638
221021,-0.7182,264668,3.17E+11,-13.0811,87409,5943.8,5985.2539
221028,-2.8974,367508,4.35E+11,-10.7972,98258,5771,5922.526
221104,6.2917,326301,3.88E+11,22.7371,83189,6156.2,5942.1285
221111,-0.1464,254278,3.13E+11,0.9789,70103,6139.6,6146.7247
221118,0.5793,235594,2.92E+11,23.9523,175266,6215.6,6202.7167
221125,-2.003,309597,3.80E+11,8.3409,164179,6096.2,6139.2736
221202,1.1365,285311,3.51E+11,7.9873,141046,6176,6149.9205
221209,0.3072,277000,3.44E+11,11.8991,108058,6204.2,6206.4883
221216,-2.5691,233442,2.86E+11,-20.0627,0,6052.8,6128.7504
221223,-4.8059,237444,2.80E+11,28.4542,103465,5791.8,5891.1019
221230,1.6589,179184,2.11E+11,6.3331,94133,5870.8,5874.2606
230106,2.5466,157932,1.89E+11,11.3848,85799,6024.2,5976.7528
230113,0.9461,184952,2.24E+11,24.3098,67777,6082,6044.5563
230120,3.0566,169122,2.08E+11,-7.2337,0,6244.2,6163.18
230203,1.1804,196231,2.49E+11,-0.4861,66562,6343.2,6336.1728
230210,-0.0946,210619,2.66E+11,3.148,55328,6337.4,6309.3564
230217,-1.4724,186817,2.37E+11,-0.8053,153714,6236.6,6346.8983
230224,1.4012,237062,3.00E+11,-1.4435,139385,6339.4,6328.5675
230303,0.7876,216281,2.75E+11,-17.7177,126170,6372.6,6346.1379
230310,-2.6919,239578,3.02E+11,-1.8989,101305,6203,6294.9782
230316,-0.8569,208715,2.59E+11,14.1683,24965,6155,6206.6882
