,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB
,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS
,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅
2016-04-07,2.3431,2.3431,2.3431,2.3431,0,2.3431,0,0,0,0,0,0
2016-04-08,2.365,2.365,2.365,2.365,0,2.365,0,0,0,0,0,0
2016-04-11,2.35,2.35,2.35,2.35,0,2.35,0,0,0,0,0,0
2016-04-12,2.3608,2.3608,2.3608,2.3608,0,2.3608,0,0,0,0,0,0
2016-04-13,2.3985,2.3985,2.3985,2.3985,0,2.3985,0,0,0,0,0,0
2016-04-14,2.4144,2.4144,2.4144,2.4144,0,2.4144,0,0,0,0,0,0
2016-04-15,2.4159,2.4159,2.4159,2.4159,0,2.4159,0,0,0,0,0,0
2016-04-18,2.405,2.405,2.405,2.405,0,2.405,0,0,0,0,0,0
2016-04-19,2.4193,2.4193,2.4193,2.4193,0,2.4193,0,0,0,0,0,0
2016-04-20,2.4786,2.4786,2.4786,2.4786,0,2.4786,0,0,0,0,0,0
2016-04-21,2.5124,2.5124,2.5124,2.5124,0,2.5124,0,0,0,0,0,0
2016-04-22,2.5112,2.5112,2.5112,2.5112,0,2.5112,0,0,0,0,0,0
2016-04-25,2.6231,2.6231,2.6231,2.6231,0,2.6231,0,0,0,0,0,0
2016-04-26,2.6219,2.6219,2.6219,2.6219,0,2.6219,0,0,0,0,0,0
2016-04-27,2.5955,2.5955,2.5955,2.5955,0,2.5955,0,0,0,0,0,0
2016-04-28,2.6466,2.6466,2.6466,2.6466,0,2.6466,0,0,0,0,0,0
2016-04-29,2.6833,2.6833,2.6833,2.6833,0,2.6833,0,0,0,0,0,0
2016-04-30,2.5043,2.5043,2.5043,2.5043,0,2.5043,0,0,0,0,0,0
2016-05-03,2.547,2.547,2.547,2.547,0,2.547,0,0,0,0,0,0
2016-05-04,2.5099,2.5099,2.5099,2.5099,0,2.5099,0,0,0,0,0,0
2016-05-05,2.5135,2.5135,2.5135,2.5135,0,2.5135,0,0,0,0,0,0
2016-05-06,2.5223,2.5223,2.5223,2.5223,0,2.5223,0,0,0,0,0,0
2016-05-09,2.4911,2.4911,2.4911,2.4911,0,2.4911,0,0,0,0,0,0
2016-05-10,2.4937,2.4937,2.4937,2.4937,0,2.4937,0,0,0,0,0,0
2016-05-11,2.5214,2.5214,2.5214,2.5214,0,2.5214,0,0,0,0,0,0
2016-05-12,2.5171,2.5171,2.5171,2.5171,0,2.5171,0,0,0,0,0,0
2016-05-13,2.5363,2.5363,2.5363,2.5363,0,2.5363,0,0,0,0,0,0
2016-05-16,2.5654,2.5654,2.5654,2.5654,0,2.5654,0,0,0,0,0,0
2016-05-17,2.5694,2.5694,2.5694,2.5694,0,2.5694,0,0,0,0,0,0
2016-05-18,2.5936,2.5936,2.5936,2.5936,0,2.5936,0,0,0,0,0,0
2016-05-19,2.6048,2.6048,2.6048,2.6048,0,2.6048,0,0,0,0,0,0
2016-05-20,2.5857,2.5857,2.5857,2.5857,0,2.5857,0,0,0,0,0,0
2016-05-23,2.5885,2.5885,2.5885,2.5885,0,2.5885,0,0,0,0,0,0
2016-05-24,2.5725,2.5725,2.5725,2.5725,0,2.5725,0,0,0,0,0,0
2016-05-25,2.5684,2.5684,2.5684,2.5684,0,2.5684,0,0,0,0,0,0
2016-05-26,2.5946,2.5946,2.5946,2.5946,0,2.5946,0,0,0,0,0,0
2016-05-27,2.5924,2.5924,2.5924,2.5924,0,2.5924,0,0,0,0,0,0
2016-05-30,2.5983,2.5983,2.5983,2.5983,0,2.5983,0,0,0,0,0,0
2016-05-31,2.5994,2.5994,2.5994,2.5994,0,2.5994,0,0,0,0,0,0
2016-06-01,2.5987,2.5987,2.5987,2.5987,0,2.5987,0,0,0,0,0,0
2016-06-02,2.6067,2.6067,2.6067,2.6067,0,2.6067,0,0,0,0,0,0
2016-06-03,2.6071,2.6071,2.6071,2.6071,0,2.6071,0,0,0,0,0,0
2016-06-06,2.5941,2.5941,2.5941,2.5941,0,2.5941,0,0,0,0,0,0
2016-06-07,2.586,2.586,2.586,2.586,0,2.586,0,0,0,0,0,0
2016-06-08,2.5913,2.5913,2.5913,2.5913,0,2.5913,0,0,0,0,0,0
2016-06-12,2.581,2.581,2.581,2.581,0,2.581,0,0,0,0,0,0
2016-06-13,2.5791,2.5791,2.5791,2.5791,0,2.5791,0,0,0,0,0,0
2016-06-14,2.5449,2.5449,2.5449,2.5449,0,2.5449,0,0,0,0,0,0
2016-06-15,2.5278,2.5278,2.5278,2.5278,0,2.5278,0,0,0,0,0,0
2016-06-16,2.5265,2.5265,2.5265,2.5265,0,2.5265,0,0,0,0,0,0
2016-06-17,2.5153,2.5153,2.5153,2.5153,0,2.5153,0,0,0,0,0,0
2016-06-20,2.5272,2.5272,2.5272,2.5272,0,2.5272,0,0,0,0,0,0
2016-06-21,2.5299,2.5299,2.5299,2.5299,0,2.5299,0,0,0,0,0,0
2016-06-22,2.5053,2.5053,2.5053,2.5053,0,2.5053,0,0,0,0,0,0
2016-06-23,2.5052,2.5052,2.5052,2.5052,0,2.5052,0,0,0,0,0,0
2016-06-24,2.4763,2.4763,2.4763,2.4763,0,2.4763,0,0,0,0,0,0
2016-06-27,2.4338,2.4338,2.4338,2.4338,0,2.4338,0,0,0,0,0,0
2016-06-28,2.442,2.442,2.442,2.442,0,2.442,0,0,0,0,0,0
2016-06-29,2.4508,2.4508,2.4508,2.4508,0,2.4508,0,0,0,0,0,0
2016-06-30,2.5264,2.5264,2.5264,2.5264,0,2.5264,0,0,0,0,0,0
2016-07-01,2.4276,2.4276,2.4276,2.4276,0,2.4276,0,0,0,0,0,0
2016-07-04,2.4325,2.4325,2.4325,2.4325,0,2.4325,0,0,0,0,0,0
2016-07-05,2.4419,2.4419,2.4419,2.4419,0,2.4419,0,0,0,0,0,0
2016-07-06,2.4286,2.4286,2.4286,2.4286,0,2.4286,0,0,0,0,0,0
2016-07-07,2.4234,2.4234,2.4234,2.4234,0,2.4234,0,0,0,0,0,0
2016-07-08,2.4177,2.4177,2.4177,2.4177,0,2.4177,0,0,0,0,0,0
2016-07-11,2.4254,2.4254,2.4254,2.4254,0,2.4254,0,0,0,0,0,0
2016-07-12,2.4362,2.4362,2.4362,2.4362,0,2.4362,0,0,0,0,0,0
2016-07-13,2.4457,2.4457,2.4457,2.4457,0,2.4457,0,0,0,0,0,0
2016-07-14,2.4462,2.4462,2.4462,2.4462,0,2.4462,0,0,0,0,0,0
2016-07-15,2.4447,2.4447,2.4447,2.4447,0,2.4447,0,0,0,0,0,0
2016-07-18,2.4342,2.4342,2.4342,2.4342,0,2.4342,0,0,0,0,0,0
2016-07-19,2.4293,2.4293,2.4293,2.4293,0,2.4293,0,0,0,0,0,0
2016-07-20,2.422,2.422,2.422,2.422,0,2.422,0,0,0,0,0,0
2016-07-21,2.4198,2.4198,2.4198,2.4198,0,2.4198,0,0,0,0,0,0
2016-07-22,2.4278,2.4278,2.4278,2.4278,0,2.4278,0,0,0,0,0,0
2016-07-25,2.4407,2.4407,2.4407,2.4407,0,2.4407,0,0,0,0,0,0
2016-07-26,2.4427,2.4427,2.4427,2.4427,0,2.4427,0,0,0,0,0,0
2016-07-27,2.4462,2.4462,2.4462,2.4462,0,2.4462,0,0,0,0,0,0
2016-07-28,2.4436,2.4436,2.4436,2.4436,0,2.4436,0,0,0,0,0,0
2016-07-29,2.441,2.441,2.441,2.441,0,2.441,0,0,0,0,0,0
2016-07-31,2.4347,2.4347,2.4347,2.4347,0,2.4347,0,0,0,0,0,0
2016-08-01,2.438,2.438,2.438,2.438,0,2.438,0,0,0,0,0,0
2016-08-02,2.4373,2.4373,2.4373,2.4373,0,2.4373,0,0,0,0,0,0
2016-08-03,2.4344,2.4344,2.4344,2.4344,0,2.4344,0,0,0,0,0,0
2016-08-04,2.4299,2.4299,2.4299,2.4299,0,2.4299,0,0,0,0,0,0
2016-08-05,2.4236,2.4236,2.4236,2.4236,0,2.4236,0,0,0,0,0,0
2016-08-08,2.43,2.43,2.43,2.43,0,2.43,0,0,0,0,0,0
2016-08-09,2.4269,2.4269,2.4269,2.4269,0,2.4269,0,0,0,0,0,0
2016-08-10,2.428,2.428,2.428,2.428,0,2.428,0,0,0,0,0,0
2016-08-11,2.4325,2.4325,2.4325,2.4325,0,2.4325,0,0,0,0,0,0
2016-08-12,2.43,2.43,2.43,2.43,0,2.43,0,0,0,0,0,0
2016-08-15,2.4175,2.4175,2.4175,2.4175,0,2.4175,0,0,0,0,0,0
2016-08-16,2.4209,2.4209,2.4209,2.4209,0,2.4209,0,0,0,0,0,0
2016-08-17,2.47,2.47,2.47,2.47,0,2.47,0,0,0,0,0,0
2016-08-18,2.4278,2.4278,2.4278,2.4278,0,2.4278,0,0,0,0,0,0
2016-08-19,2.4416,2.4416,2.4416,2.4416,0,2.4416,0,0,0,0,0,0
2016-08-22,2.4445,2.4445,2.4445,2.4445,0,2.4445,0,0,0,0,0,0
2016-08-23,2.4684,2.4684,2.4684,2.4684,0,2.4684,0,0,0,0,0,0
2016-08-24,2.5152,2.5152,2.5152,2.5152,0,2.5152,0,0,0,0,0,0
2016-08-25,2.5261,2.5261,2.5261,2.5261,0,2.5261,0,0,0,0,0,0
2016-08-26,2.5243,2.5243,2.5243,2.5243,0,2.5243,0,0,0,0,0,0
2016-08-29,2.5256,2.5256,2.5256,2.5256,0,2.5256,0,0,0,0,0,0
2016-08-30,2.5307,2.5307,2.5307,2.5307,0,2.5307,0,0,0,0,0,0
2016-08-31,2.5224,2.5224,2.5224,2.5224,0,2.5224,0,0,0,0,0,0
2016-09-01,2.5076,2.5076,2.5076,2.5076,0,2.5076,0,0,0,0,0,0
2016-09-02,2.493,2.493,2.493,2.493,0,2.493,0,0,0,0,0,0
2016-09-05,2.5016,2.5016,2.5016,2.5016,0,2.5016,0,0,0,0,0,0
2016-09-06,2.5035,2.5035,2.5035,2.5035,0,2.5035,0,0,0,0,0,0
2016-09-07,2.5078,2.5078,2.5078,2.5078,0,2.5078,0,0,0,0,0,0
2016-09-08,2.5077,2.5077,2.5077,2.5077,0,2.5077,0,0,0,0,0,0
2016-09-09,2.4967,2.4967,2.4967,2.4967,0,2.4967,0,0,0,0,0,0
2016-09-12,2.5102,2.5102,2.5102,2.5102,0,2.5102,0,0,0,0,0,0
2016-09-13,2.5059,2.5059,2.5059,2.5059,0,2.5059,0,0,0,0,0,0
2016-09-14,2.512,2.512,2.512,2.512,0,2.512,0,0,0,0,0,0
2016-09-18,2.5183,2.5183,2.5183,2.5183,0,2.5183,0,0,0,0,0,0
2016-09-19,2.5223,2.5223,2.5223,2.5223,0,2.5223,0,0,0,0,0,0
2016-09-20,2.5235,2.5235,2.5235,2.5235,0,2.5235,0,0,0,0,0,0
2016-09-21,2.5516,2.5516,2.5516,2.5516,0,2.5516,0,0,0,0,0,0
2016-09-22,2.5376,2.5376,2.5376,2.5376,0,2.5376,0,0,0,0,0,0
2016-09-23,2.5255,2.5255,2.5255,2.5255,0,2.5255,0,0,0,0,0,0
2016-09-26,2.5266,2.5266,2.5266,2.5266,0,2.5266,0,0,0,0,0,0
2016-09-27,2.5308,2.5308,2.5308,2.5308,0,2.5308,0,0,0,0,0,0
2016-09-28,2.5409,2.5409,2.5409,2.5409,0,2.5409,0,0,0,0,0,0
2016-09-29,2.5556,2.5556,2.5556,2.5556,0,2.5556,0,0,0,0,0,0
2016-09-30,2.5256,2.5256,2.5256,2.5256,0,2.5256,0,0,0,0,0,0
2016-10-10,2.5353,2.5353,2.5353,2.5353,0,2.5353,0,0,0,0,0,0
2016-10-11,2.5455,2.5455,2.5455,2.5455,0,2.5455,0,0,0,0,0,0
2016-10-12,2.5541,2.5541,2.5541,2.5541,0,2.5541,0,0,0,0,0,0
2016-10-13,2.5529,2.5529,2.5529,2.5529,0,2.5529,0,0,0,0,0,0
2016-10-14,2.5484,2.5484,2.5484,2.5484,0,2.5484,0,0,0,0,0,0
2016-10-17,2.5572,2.5572,2.5572,2.5572,0,2.5572,0,0,0,0,0,0
2016-10-18,2.57,2.57,2.57,2.57,0,2.57,0,0,0,0,0,0
2016-10-19,2.5787,2.5787,2.5787,2.5787,0,2.5787,0,0,0,0,0,0
2016-10-20,2.5761,2.5761,2.5761,2.5761,0,2.5761,0,0,0,0,0,0
2016-10-21,2.5996,2.5996,2.5996,2.5996,0,2.5996,0,0,0,0,0,0
2016-10-24,2.6444,2.6444,2.6444,2.6444,0,2.6444,0,0,0,0,0,0
2016-10-25,2.6554,2.6554,2.6554,2.6554,0,2.6554,0,0,0,0,0,0
2016-10-26,2.6865,2.6865,2.6865,2.6865,0,2.6865,0,0,0,0,0,0
2016-10-27,2.709,2.709,2.709,2.709,0,2.709,0,0,0,0,0,0
2016-10-28,2.709,2.709,2.709,2.709,0,2.709,0,0,0,0,0,0
2016-10-31,2.7458,2.7458,2.7458,2.7458,0,2.7458,0,0,0,0,0,0
2016-11-01,2.7501,2.7501,2.7501,2.7501,0,2.7501,0,0,0,0,0,0
2016-11-02,2.7143,2.7143,2.7143,2.7143,0,2.7143,0,0,0,0,0,0
2016-11-03,2.692,2.692,2.692,2.692,0,2.692,0,0,0,0,0,0
2016-11-04,2.7186,2.7186,2.7186,2.7186,0,2.7186,0,0,0,0,0,0
2016-11-07,2.7117,2.7117,2.7117,2.7117,0,2.7117,0,0,0,0,0,0
2016-11-08,2.7333,2.7333,2.7333,2.7333,0,2.7333,0,0,0,0,0,0
2016-11-09,2.7266,2.7266,2.7266,2.7266,0,2.7266,0,0,0,0,0,0
2016-11-10,2.7855,2.7855,2.7855,2.7855,0,2.7855,0,0,0,0,0,0
2016-11-11,2.8235,2.8235,2.8235,2.8235,0,2.8235,0,0,0,0,0,0
2016-11-14,2.8646,2.8646,2.8646,2.8646,0,2.8646,0,0,0,0,0,0
2016-11-15,2.9197,2.9197,2.9197,2.9197,0,2.9197,0,0,0,0,0,0
2016-11-16,2.9217,2.9217,2.9217,2.9217,0,2.9217,0,0,0,0,0,0
2016-11-17,3.0028,3.0028,3.0028,3.0028,0,3.0028,0,0,0,0,0,0
2016-11-18,2.9972,2.9972,2.9972,2.9972,0,2.9972,0,0,0,0,0,0
2016-11-21,2.9819,2.9819,2.9819,2.9819,0,2.9819,0,0,0,0,0,0
2016-11-22,2.9475,2.9475,2.9475,2.9475,0,2.9475,0,0,0,0,0,0
2016-11-23,2.9488,2.9488,2.9488,2.9488,0,2.9488,0,0,0,0,0,0
2016-11-24,2.9771,2.9771,2.9771,2.9771,0,2.9771,0,0,0,0,0,0
2016-11-25,3.0255,3.0255,3.0255,3.0255,0,3.0255,0,0,0,0,0,0
2016-11-28,3.0115,3.0115,3.0115,3.0115,0,3.0115,0,0,0,0,0,0
2016-11-29,3.1107,3.1107,3.1107,3.1107,0,3.1107,0,0,0,0,0,0
2016-11-30,3.2049,3.2049,3.2049,3.2049,0,3.2049,0,0,0,0,0,0
2016-12-01,3.26,3.26,3.26,3.26,0,3.26,0,0,0,0,0,0
2016-12-02,3.2635,3.2635,3.2635,3.2635,0,3.2635,0,0,0,0,0,0
2016-12-05,3.2432,3.2432,3.2432,3.2432,0,3.2432,0,0,0,0,0,0
2016-12-06,3.2407,3.2407,3.2407,3.2407,0,3.2407,0,0,0,0,0,0
2016-12-07,3.2022,3.2022,3.2022,3.2022,0,3.2022,0,0,0,0,0,0
2016-12-08,3.1612,3.1612,3.1612,3.1612,0,3.1612,0,0,0,0,0,0
2016-12-09,3.175,3.175,3.175,3.175,0,3.175,0,0,0,0,0,0
2016-12-12,3.2586,3.2586,3.2586,3.2586,0,3.2586,0,0,0,0,0,0
2016-12-13,3.2954,3.2954,3.2954,3.2954,0,3.2954,0,0,0,0,0,0
2016-12-14,3.2998,3.2998,3.2998,3.2998,0,3.2998,0,0,0,0,0,0
2016-12-15,3.4682,3.4682,3.4682,3.4682,0,3.4682,0,0,0,0,0,0
2016-12-16,3.4422,3.4422,3.4422,3.4422,0,3.4422,0,0,0,0,0,0
2016-12-19,3.4955,3.4955,3.4955,3.4955,0,3.4955,0,0,0,0,0,0
2016-12-20,3.5315,3.5315,3.5315,3.5315,0,3.5315,0,0,0,0,0,0
2016-12-21,3.4272,3.4272,3.4272,3.4272,0,3.4272,0,0,0,0,0,0
2016-12-22,3.3422,3.3422,3.3422,3.3422,0,3.3422,0,0,0,0,0,0
2016-12-23,3.3397,3.3397,3.3397,3.3397,0,3.3397,0,0,0,0,0,0
2016-12-26,3.3667,3.3667,3.3667,3.3667,0,3.3667,0,0,0,0,0,0
2016-12-27,3.3907,3.3907,3.3907,3.3907,0,3.3907,0,0,0,0,0,0
2016-12-28,3.3985,3.3985,3.3985,3.3985,0,3.3985,0,0,0,0,0,0
2016-12-29,3.3482,3.3482,3.3482,3.3482,0,3.3482,0,0,0,0,0,0
2016-12-30,3.33,3.33,3.33,3.33,0,3.33,0,0,0,0,0,0
2016-12-31,3.3455,3.3455,3.3455,3.3455,0,3.3455,0,0,0,0,0,0
2017-01-03,3.381,3.381,3.381,3.381,0,3.381,0,0,0,0,0,0
2017-01-04,3.3772,3.3772,3.3772,3.3772,0,3.3772,0,0,0,0,0,0
2017-01-05,3.3934,3.3934,3.3934,3.3934,0,3.3934,0,0,0,0,0,0
2017-01-06,3.325,3.325,3.325,3.325,0,3.325,0,0,0,0,0,0
2017-01-09,3.2713,3.2713,3.2713,3.2713,0,3.2713,0,0,0,0,0,0
2017-01-10,3.1681,3.1681,3.1681,3.1681,0,3.1681,0,0,0,0,0,0
2017-01-11,3.1972,3.1972,3.1972,3.1972,0,3.1972,0,0,0,0,0,0
2017-01-12,3.1694,3.1694,3.1694,3.1694,0,3.1694,0,0,0,0,0,0
2017-01-13,3.142,3.142,3.142,3.142,0,3.142,0,0,0,0,0,0
2017-01-16,3.2086,3.2086,3.2086,3.2086,0,3.2086,0,0,0,0,0,0
2017-01-17,3.2471,3.2471,3.2471,3.2471,0,3.2471,0,0,0,0,0,0
2017-01-18,3.2168,3.2168,3.2168,3.2168,0,3.2168,0,0,0,0,0,0
2017-01-19,3.2047,3.2047,3.2047,3.2047,0,3.2047,0,0,0,0,0,0
2017-01-20,3.137,3.137,3.137,3.137,0,3.137,0,0,0,0,0,0
2017-01-22,3.145,3.145,3.145,3.145,0,3.145,0,0,0,0,0,0
2017-01-23,3.1293,3.1293,3.1293,3.1293,0,3.1293,0,0,0,0,0,0
2017-01-24,3.1577,3.1577,3.1577,3.1577,0,3.1577,0,0,0,0,0,0
2017-01-25,3.2607,3.2607,3.2607,3.2607,0,3.2607,0,0,0,0,0,0
2017-01-26,3.3,3.3,3.3,3.3,0,3.3,0,0,0,0,0,0
2017-01-31,3.2262,3.2262,3.2262,3.2262,0,3.2262,0,0,0,0,0,0
2017-02-03,3.4161,3.4161,3.4161,3.4161,0,3.4161,0,0,0,0,0,0
2017-02-06,3.3935,3.3935,3.3935,3.3935,0,3.3935,0,0,0,0,0,0
2017-02-07,3.3827,3.3827,3.3827,3.3827,0,3.3827,0,0,0,0,0,0
2017-02-08,3.3504,3.3504,3.3504,3.3504,0,3.3504,0,0,0,0,0,0
2017-02-09,3.3606,3.3606,3.3606,3.3606,0,3.3606,0,0,0,0,0,0
2017-02-10,3.3663,3.3663,3.3663,3.3663,0,3.3663,0,0,0,0,0,0
2017-02-13,3.3618,3.3618,3.3618,3.3618,0,3.3618,0,0,0,0,0,0
2017-02-14,3.3587,3.3587,3.3587,3.3587,0,3.3587,0,0,0,0,0,0
2017-02-15,3.3891,3.3891,3.3891,3.3891,0,3.3891,0,0,0,0,0,0
2017-02-16,3.3496,3.3496,3.3496,3.3496,0,3.3496,0,0,0,0,0,0
2017-02-17,3.3472,3.3472,3.3472,3.3472,0,3.3472,0,0,0,0,0,0
2017-02-20,3.3314,3.3314,3.3314,3.3314,0,3.3314,0,0,0,0,0,0
2017-02-21,3.3655,3.3655,3.3655,3.3655,0,3.3655,0,0,0,0,0,0
2017-02-22,3.3845,3.3845,3.3845,3.3845,0,3.3845,0,0,0,0,0,0
2017-02-23,3.3705,3.3705,3.3705,3.3705,0,3.3705,0,0,0,0,0,0
2017-02-24,3.3934,3.3934,3.3934,3.3934,0,3.3934,0,0,0,0,0,0
2017-02-27,3.3702,3.3702,3.3702,3.3702,0,3.3702,0,0,0,0,0,0
2017-02-28,3.371,3.371,3.371,3.371,0,3.371,0,0,0,0,0,0
2017-03-01,3.394,3.394,3.394,3.394,0,3.394,0,0,0,0,0,0
2017-03-02,3.4291,3.4291,3.4291,3.4291,0,3.4291,0,0,0,0,0,0
2017-03-03,3.4277,3.4277,3.4277,3.4277,0,3.4277,0,0,0,0,0,0
2017-03-06,3.4315,3.4315,3.4315,3.4315,0,3.4315,0,0,0,0,0,0
2017-03-07,3.4468,3.4468,3.4468,3.4468,0,3.4468,0,0,0,0,0,0
2017-03-08,3.4964,3.4964,3.4964,3.4964,0,3.4964,0,0,0,0,0,0
2017-03-09,3.5408,3.5408,3.5408,3.5408,0,3.5408,0,0,0,0,0,0
2017-03-10,3.541,3.541,3.541,3.541,0,3.541,0,0,0,0,0,0
2017-03-13,3.5031,3.5031,3.5031,3.5031,0,3.5031,0,0,0,0,0,0
2017-03-14,3.4735,3.4735,3.4735,3.4735,0,3.4735,0,0,0,0,0,0
2017-03-15,3.4577,3.4577,3.4577,3.4577,0,3.4577,0,0,0,0,0,0
2017-03-16,3.5106,3.5106,3.5106,3.5106,0,3.5106,0,0,0,0,0,0
2017-03-17,3.5663,3.5663,3.5663,3.5663,0,3.5663,0,0,0,0,0,0
2017-03-20,3.6015,3.6015,3.6015,3.6015,0,3.6015,0,0,0,0,0,0
2017-03-21,3.6932,3.6932,3.6932,3.6932,0,3.6932,0,0,0,0,0,0
2017-03-22,3.6732,3.6732,3.6732,3.6732,0,3.6732,0,0,0,0,0,0
2017-03-23,3.6375,3.6375,3.6375,3.6375,0,3.6375,0,0,0,0,0,0
2017-03-24,3.5894,3.5894,3.5894,3.5894,0,3.5894,0,0,0,0,0,0
2017-03-27,3.5815,3.5815,3.5815,3.5815,0,3.5815,0,0,0,0,0,0
2017-03-28,3.5376,3.5376,3.5376,3.5376,0,3.5376,0,0,0,0,0,0
2017-03-29,3.5844,3.5844,3.5844,3.5844,0,3.5844,0,0,0,0,0,0
2017-03-30,3.6055,3.6055,3.6055,3.6055,0,3.6055,0,0,0,0,0,0
2017-03-31,3.6087,3.6087,3.6087,3.6087,0,3.6087,0,0,0,0,0,0
2017-04-01,3.6071,3.6071,3.6071,3.6071,0,3.6071,0,0,0,0,0,0
2017-04-05,3.5667,3.5667,3.5667,3.5667,0,3.5667,0,0,0,0,0,0
2017-04-06,3.5808,3.5808,3.5808,3.5808,0,3.5808,0,0,0,0,0,0
2017-04-07,3.5556,3.5556,3.5556,3.5556,0,3.5556,0,0,0,0,0,0
2017-04-10,3.5596,3.5596,3.5596,3.5596,0,3.5596,0,0,0,0,0,0
2017-04-11,3.5681,3.5681,3.5681,3.5681,0,3.5681,0,0,0,0,0,0
2017-04-12,3.5614,3.5614,3.5614,3.5614,0,3.5614,0,0,0,0,0,0
2017-04-13,3.5771,3.5771,3.5771,3.5771,0,3.5771,0,0,0,0,0,0
2017-04-14,3.5846,3.5846,3.5846,3.5846,0,3.5846,0,0,0,0,0,0
2017-04-17,3.618,3.618,3.618,3.618,0,3.618,0,0,0,0,0,0
2017-04-18,3.6391,3.6391,3.6391,3.6391,0,3.6391,0,0,0,0,0,0
2017-04-19,3.6307,3.6307,3.6307,3.6307,0,3.6307,0,0,0,0,0,0
2017-04-20,3.6483,3.6483,3.6483,3.6483,0,3.6483,0,0,0,0,0,0
2017-04-21,3.6436,3.6436,3.6436,3.6436,0,3.6436,0,0,0,0,0,0
2017-04-24,3.6556,3.6556,3.6556,3.6556,0,3.6556,0,0,0,0,0,0
2017-04-25,3.6276,3.6276,3.6276,3.6276,0,3.6276,0,0,0,0,0,0
2017-04-26,3.6173,3.6173,3.6173,3.6173,0,3.6173,0,0,0,0,0,0
2017-04-27,3.6359,3.6359,3.6359,3.6359,0,3.6359,0,0,0,0,0,0
2017-04-28,3.6695,3.6695,3.6695,3.6695,0,3.6695,0,0,0,0,0,0
2017-04-30,3.6081,3.6081,3.6081,3.6081,0,3.6081,0,0,0,0,0,0
2017-05-02,3.6783,3.6783,3.6783,3.6783,0,3.6783,0,0,0,0,0,0
2017-05-03,3.7499,3.7499,3.7499,3.7499,0,3.7499,0,0,0,0,0,0
2017-05-04,3.7688,3.7688,3.7688,3.7688,0,3.7688,0,0,0,0,0,0
2017-05-05,3.7928,3.7928,3.7928,3.7928,0,3.7928,0,0,0,0,0,0
2017-05-08,3.7687,3.7687,3.7687,3.7687,0,3.7687,0,0,0,0,0,0
2017-05-09,3.7898,3.7898,3.7898,3.7898,0,3.7898,0,0,0,0,0,0
2017-05-10,3.8299,3.8299,3.8299,3.8299,0,3.8299,0,0,0,0,0,0
2017-05-11,3.8158,3.8158,3.8158,3.8158,0,3.8158,0,0,0,0,0,0
2017-05-12,3.7981,3.7981,3.7981,3.7981,0,3.7981,0,0,0,0,0,0
2017-05-15,3.7606,3.7606,3.7606,3.7606,0,3.7606,0,0,0,0,0,0
2017-05-16,3.7385,3.7385,3.7385,3.7385,0,3.7385,0,0,0,0,0,0
2017-05-17,3.7429,3.7429,3.7429,3.7429,0,3.7429,0,0,0,0,0,0
2017-05-18,3.702,3.702,3.702,3.702,0,3.702,0,0,0,0,0,0
2017-05-19,3.7165,3.7165,3.7165,3.7165,0,3.7165,0,0,0,0,0,0
2017-05-22,3.7249,3.7249,3.7249,3.7249,0,3.7249,0,0,0,0,0,0
2017-05-23,3.6776,3.6776,3.6776,3.6776,0,3.6776,0,0,0,0,0,0
2017-05-24,3.658,3.658,3.658,3.658,0,3.658,0,0,0,0,0,0
2017-05-25,3.6487,3.6487,3.6487,3.6487,0,3.6487,0,0,0,0,0,0
2017-05-26,3.6607,3.6607,3.6607,3.6607,0,3.6607,0,0,0,0,0,0
2017-05-27,3.6457,3.6457,3.6457,3.6457,0,3.6457,0,0,0,0,0,0
2017-05-31,3.7418,3.7418,3.7418,3.7418,0,3.7418,0,0,0,0,0,0
2017-06-01,3.5915,3.5915,3.5915,3.5915,0,3.5915,0,0,0,0,0,0
2017-06-02,3.5914,3.5914,3.5914,3.5914,0,3.5914,0,0,0,0,0,0
2017-06-05,3.5885,3.5885,3.5885,3.5885,0,3.5885,0,0,0,0,0,0
2017-06-06,3.5966,3.5966,3.5966,3.5966,0,3.5966,0,0,0,0,0,0
2017-06-07,3.6153,3.6153,3.6153,3.6153,0,3.6153,0,0,0,0,0,0
2017-06-08,3.6051,3.6051,3.6051,3.6051,0,3.6051,0,0,0,0,0,0
2017-06-09,3.6095,3.6095,3.6095,3.6095,0,3.6095,0,0,0,0,0,0
2017-06-12,3.5759,3.5759,3.5759,3.5759,0,3.5759,0,0,0,0,0,0
2017-06-13,3.5655,3.5655,3.5655,3.5655,0,3.5655,0,0,0,0,0,0
2017-06-14,3.5669,3.5669,3.5669,3.5669,0,3.5669,0,0,0,0,0,0
2017-06-15,3.5553,3.5553,3.5553,3.5553,0,3.5553,0,0,0,0,0,0
2017-06-16,3.5741,3.5741,3.5741,3.5741,0,3.5741,0,0,0,0,0,0
