,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB,FR007_1Y.IB
,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS,FR0071年IRS
,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅
2017-06-19,3.5349,3.5349,3.5349,3.5349,0,3.5349,0,0,0,0,0,0
2017-06-20,3.5092,3.5092,3.5092,3.5092,0,3.5092,0,0,0,0,0,0
2017-06-21,3.5233,3.5233,3.5233,3.5233,0,3.5233,0,0,0,0,0,0
2017-06-22,3.5268,3.5268,3.5268,3.5268,0,3.5268,0,0,0,0,0,0
2017-06-23,3.496,3.496,3.496,3.496,0,3.496,0,0,0,0,0,0
2017-06-26,3.4366,3.4366,3.4366,3.4366,0,3.4366,0,0,0,0,0,0
2017-06-27,3.3922,3.3922,3.3922,3.3922,0,3.3922,0,0,0,0,0,0
2017-06-28,3.4144,3.4144,3.4144,3.4144,0,3.4144,0,0,0,0,0,0
2017-06-29,3.4425,3.4425,3.4425,3.4425,0,3.4425,0,0,0,0,0,0
2017-06-30,3.5305,3.5305,3.5305,3.5305,0,3.5305,0,0,0,0,0,0
2017-07-03,3.4981,3.4981,3.4981,3.4981,0,3.4981,0,0,0,0,0,0
2017-07-04,3.4893,3.4893,3.4893,3.4893,0,3.4893,0,0,0,0,0,0
2017-07-05,3.4392,3.4392,3.4392,3.4392,0,3.4392,0,0,0,0,0,0
2017-07-06,3.419,3.419,3.419,3.419,0,3.419,0,0,0,0,0,0
2017-07-07,3.44,3.44,3.44,3.44,0,3.44,0,0,0,0,0,0
2017-07-10,3.444,3.444,3.444,3.444,0,3.444,0,0,0,0,0,0
2017-07-11,3.4654,3.4654,3.4654,3.4654,0,3.4654,0,0,0,0,0,0
2017-07-12,3.4364,3.4364,3.4364,3.4364,0,3.4364,0,0,0,0,0,0
2017-07-13,3.4093,3.4093,3.4093,3.4093,0,3.4093,0,0,0,0,0,0
2017-07-14,3.4056,3.4056,3.4056,3.4056,0,3.4056,0,0,0,0,0,0
2017-07-17,3.3804,3.3804,3.3804,3.3804,0,3.3804,0,0,0,0,0,0
2017-07-18,3.4123,3.4123,3.4123,3.4123,0,3.4123,0,0,0,0,0,0
2017-07-19,3.4132,3.4132,3.4132,3.4132,0,3.4132,0,0,0,0,0,0
2017-07-20,3.4005,3.4005,3.4005,3.4005,0,3.4005,0,0,0,0,0,0
2017-07-21,3.3961,3.3961,3.3961,3.3961,0,3.3961,0,0,0,0,0,0
2017-07-24,3.3829,3.3829,3.3829,3.3829,0,3.3829,0,0,0,0,0,0
2017-07-25,3.3874,3.3874,3.3874,3.3874,0,3.3874,0,0,0,0,0,0
2017-07-26,3.4084,3.4084,3.4084,3.4084,0,3.4084,0,0,0,0,0,0
2017-07-27,3.3983,3.3983,3.3983,3.3983,0,3.3983,0,0,0,0,0,0
2017-07-28,3.3921,3.3921,3.3921,3.3921,0,3.3921,0,0,0,0,0,0
2017-07-31,3.4207,3.4207,3.4207,3.4207,0,3.4207,0,0,0,0,0,0
2017-08-01,3.4394,3.4394,3.4394,3.4394,0,3.4394,0,0,0,0,0,0
2017-08-02,3.4381,3.4381,3.4381,3.4381,0,3.4381,0,0,0,0,0,0
2017-08-03,3.4266,3.4266,3.4266,3.4266,0,3.4266,0,0,0,0,0,0
2017-08-04,3.4123,3.4123,3.4123,3.4123,0,3.4123,0,0,0,0,0,0
2017-08-07,3.4365,3.4365,3.4365,3.4365,0,3.4365,0,0,0,0,0,0
2017-08-08,3.4495,3.4495,3.4495,3.4495,0,3.4495,0,0,0,0,0,0
2017-08-09,3.4516,3.4516,3.4516,3.4516,0,3.4516,0,0,0,0,0,0
2017-08-10,3.4398,3.4398,3.4398,3.4398,0,3.4398,0,0,0,0,0,0
2017-08-11,3.4252,3.4252,3.4252,3.4252,0,3.4252,0,0,0,0,0,0
2017-08-14,3.4277,3.4277,3.4277,3.4277,0,3.4277,0,0,0,0,0,0
2017-08-15,3.4354,3.4354,3.4354,3.4354,0,3.4354,0,0,0,0,0,0
2017-08-16,3.4568,3.4568,3.4568,3.4568,0,3.4568,0,0,0,0,0,0
2017-08-17,3.479,3.479,3.479,3.479,0,3.479,0,0,0,0,0,0
2017-08-18,3.4579,3.4579,3.4579,3.4579,0,3.4579,0,0,0,0,0,0
2017-08-21,3.4683,3.4683,3.4683,3.4683,0,3.4683,0,0,0,0,0,0
2017-08-22,3.4869,3.4869,3.4869,3.4869,0,3.4869,0,0,0,0,0,0
2017-08-23,3.4854,3.4854,3.4854,3.4854,0,3.4854,0,0,0,0,0,0
2017-08-24,3.5004,3.5004,3.5004,3.5004,0,3.5004,0,0,0,0,0,0
2017-08-25,3.4963,3.4963,3.4963,3.4963,0,3.4963,0,0,0,0,0,0
2017-08-28,3.5232,3.5232,3.5232,3.5232,0,3.5232,0,0,0,0,0,0
2017-08-29,3.5638,3.5638,3.5638,3.5638,0,3.5638,0,0,0,0,0,0
2017-08-30,3.5619,3.5619,3.5619,3.5619,0,3.5619,0,0,0,0,0,0
2017-08-31,3.5474,3.5474,3.5474,3.5474,0,3.5474,0,0,0,0,0,0
2017-09-01,3.5503,3.5503,3.5503,3.5503,0,3.5503,0,0,0,0,0,0
2017-09-04,3.5828,3.5828,3.5828,3.5828,0,3.5828,0,0,0,0,0,0
2017-09-05,3.5987,3.5987,3.5987,3.5987,0,3.5987,0,0,0,0,0,0
2017-09-06,3.5708,3.5708,3.5708,3.5708,0,3.5708,0,0,0,0,0,0
2017-09-07,3.5263,3.5263,3.5263,3.5263,0,3.5263,0,0,0,0,0,0
2017-09-08,3.4758,3.4758,3.4758,3.4758,0,3.4758,0,0,0,0,0,0
2017-09-11,3.491,3.491,3.491,3.491,0,3.491,0,0,0,0,0,0
2017-09-12,3.4956,3.4956,3.4956,3.4956,0,3.4956,0,0,0,0,0,0
2017-09-13,3.5139,3.5139,3.5139,3.5139,0,3.5139,0,0,0,0,0,0
2017-09-14,3.5125,3.5125,3.5125,3.5125,0,3.5125,0,0,0,0,0,0
2017-09-15,3.4911,3.4911,3.4911,3.4911,0,3.4911,0,0,0,0,0,0
2017-09-18,3.4958,3.4958,3.4958,3.4958,0,3.4958,0,0,0,0,0,0
2017-09-19,3.5009,3.5009,3.5009,3.5009,0,3.5009,0,0,0,0,0,0
2017-09-20,3.5087,3.5087,3.5087,3.5087,0,3.5087,0,0,0,0,0,0
2017-09-21,3.4983,3.4983,3.4983,3.4983,0,3.4983,0,0,0,0,0,0
2017-09-22,3.4913,3.4913,3.4913,3.4913,0,3.4913,0,0,0,0,0,0
2017-09-25,3.4777,3.4777,3.4777,3.4777,0,3.4777,0,0,0,0,0,0
2017-09-26,3.4864,3.4864,3.4864,3.4864,0,3.4864,0,0,0,0,0,0
2017-09-27,3.5053,3.5053,3.5053,3.5053,0,3.5053,0,0,0,0,0,0
2017-09-28,3.4972,3.4972,3.4972,3.4972,0,3.4972,0,0,0,0,0,0
2017-09-29,3.4967,3.4967,3.4967,3.4967,0,3.4967,0,0,0,0,0,0
2017-09-30,3.5177,3.5177,3.5177,3.5177,0,3.5177,0,0,0,0,0,0
2017-10-09,3.5167,3.5167,3.5167,3.5167,0,3.5167,0,0,0,0,0,0
2017-10-10,3.5217,3.5217,3.5217,3.5217,0,3.5217,0,0,0,0,0,0
2017-10-11,3.5123,3.5123,3.5123,3.5123,0,3.5123,0,0,0,0,0,0
2017-10-12,3.5185,3.5185,3.5185,3.5185,0,3.5185,0,0,0,0,0,0
2017-10-13,3.5143,3.5143,3.5143,3.5143,0,3.5143,0,0,0,0,0,0
2017-10-16,3.5407,3.5407,3.5407,3.5407,0,3.5407,0,0,0,0,0,0
2017-10-17,3.5488,3.5488,3.5488,3.5488,0,3.5488,0,0,0,0,0,0
2017-10-18,3.5376,3.5376,3.5376,3.5376,0,3.5376,0,0,0,0,0,0
2017-10-19,3.5284,3.5284,3.5284,3.5284,0,3.5284,0,0,0,0,0,0
2017-10-20,3.5317,3.5317,3.5317,3.5317,0,3.5317,0,0,0,0,0,0
2017-10-23,3.5429,3.5429,3.5429,3.5429,0,3.5429,0,0,0,0,0,0
2017-10-24,3.5427,3.5427,3.5427,3.5427,0,3.5427,0,0,0,0,0,0
2017-10-25,3.591,3.591,3.591,3.591,0,3.591,0,0,0,0,0,0
2017-10-26,3.6025,3.6025,3.6025,3.6025,0,3.6025,0,0,0,0,0,0
2017-10-27,3.5992,3.5992,3.5992,3.5992,0,3.5992,0,0,0,0,0,0
2017-10-30,3.6375,3.6375,3.6375,3.6375,0,3.6375,0,0,0,0,0,0
2017-10-31,3.6096,3.6096,3.6096,3.6096,0,3.6096,0,0,0,0,0,0
2017-11-01,3.589,3.589,3.589,3.589,0,3.589,0,0,0,0,0,0
2017-11-02,3.5903,3.5903,3.5903,3.5903,0,3.5903,0,0,0,0,0,0
2017-11-03,3.5907,3.5907,3.5907,3.5907,0,3.5907,0,0,0,0,0,0
2017-11-06,3.5866,3.5866,3.5866,3.5866,0,3.5866,0,0,0,0,0,0
2017-11-07,3.5828,3.5828,3.5828,3.5828,0,3.5828,0,0,0,0,0,0
2017-11-08,3.5906,3.5906,3.5906,3.5906,0,3.5906,0,0,0,0,0,0
2017-11-09,3.5972,3.5972,3.5972,3.5972,0,3.5972,0,0,0,0,0,0
2017-11-10,3.6214,3.6214,3.6214,3.6214,0,3.6214,0,0,0,0,0,0
2017-11-13,3.6546,3.6546,3.6546,3.6546,0,3.6546,0,0,0,0,0,0
2017-11-14,3.6524,3.6524,3.6524,3.6524,0,3.6524,0,0,0,0,0,0
2017-11-15,3.6273,3.6273,3.6273,3.6273,0,3.6273,0,0,0,0,0,0
2017-11-16,3.6126,3.6126,3.6126,3.6126,0,3.6126,0,0,0,0,0,0
2017-11-17,3.6059,3.6059,3.6059,3.6059,0,3.6059,0,0,0,0,0,0
2017-11-20,3.5978,3.5978,3.5978,3.5978,0,3.5978,0,0,0,0,0,0
2017-11-21,3.5958,3.5958,3.5958,3.5958,0,3.5958,0,0,0,0,0,0
2017-11-22,3.6173,3.6173,3.6173,3.6173,0,3.6173,0,0,0,0,0,0
2017-11-23,3.6203,3.6203,3.6203,3.6203,0,3.6203,0,0,0,0,0,0
2017-11-24,3.6066,3.6066,3.6066,3.6066,0,3.6066,0,0,0,0,0,0
2017-11-27,3.6075,3.6075,3.6075,3.6075,0,3.6075,0,0,0,0,0,0
2017-11-28,3.6183,3.6183,3.6183,3.6183,0,3.6183,0,0,0,0,0,0
2017-11-29,3.6327,3.6327,3.6327,3.6327,0,3.6327,0,0,0,0,0,0
2017-11-30,3.6258,3.6258,3.6258,3.6258,0,3.6258,0,0,0,0,0,0
2017-12-01,3.6175,3.6175,3.6175,3.6175,0,3.6175,0,0,0,0,0,0
2017-12-04,3.6143,3.6143,3.6143,3.6143,0,3.6143,0,0,0,0,0,0
2017-12-05,3.6088,3.6088,3.6088,3.6088,0,3.6088,0,0,0,0,0,0
2017-12-06,3.6268,3.6268,3.6268,3.6268,0,3.6268,0,0,0,0,0,0
2017-12-07,3.6396,3.6396,3.6396,3.6396,0,3.6396,0,0,0,0,0,0
2017-12-08,3.6655,3.6655,3.6655,3.6655,0,3.6655,0,0,0,0,0,0
2017-12-11,3.6949,3.6949,3.6949,3.6949,0,3.6949,0,0,0,0,0,0
2017-12-12,3.7181,3.7181,3.7181,3.7181,0,3.7181,0,0,0,0,0,0
2017-12-13,3.75,3.75,3.75,3.75,0,3.75,0,0,0,0,0,0
2017-12-14,3.6977,3.6977,3.6977,3.6977,0,3.6977,0,0,0,0,0,0
2017-12-15,3.6669,3.6669,3.6669,3.6669,0,3.6669,0,0,0,0,0,0
2017-12-18,3.6597,3.6597,3.6597,3.6597,0,3.6597,0,0,0,0,0,0
2017-12-19,3.6722,3.6722,3.6722,3.6722,0,3.6722,0,0,0,0,0,0
2017-12-20,3.6857,3.6857,3.6857,3.6857,0,3.6857,0,0,0,0,0,0
2017-12-21,3.6989,3.6989,3.6989,3.6989,0,3.6989,0,0,0,0,0,0
2017-12-22,3.6739,3.6739,3.6739,3.6739,0,3.6739,0,0,0,0,0,0
2017-12-25,3.6497,3.6497,3.6497,3.6497,0,3.6497,0,0,0,0,0,0
2017-12-26,3.6508,3.6508,3.6508,3.6508,0,3.6508,0,0,0,0,0,0
2017-12-27,3.672,3.672,3.672,3.672,0,3.672,0,0,0,0,0,0
2017-12-28,3.6811,3.6811,3.6811,3.6811,0,3.6811,0,0,0,0,0,0
2017-12-29,3.711,3.711,3.711,3.711,0,3.711,0,0,0,0,0,0
2017-12-31,3.6708,3.6708,3.6708,3.6708,0,3.6708,0,0,0,0,0,0
2018-01-02,3.6488,3.6488,3.6488,3.6488,0,3.6488,0,0,0,0,0,0
2018-01-03,3.6359,3.6359,3.6359,3.6359,0,3.6359,0,0,0,0,0,0
2018-01-04,3.6238,3.6238,3.6238,3.6238,0,3.6238,0,0,0,0,0,0
2018-01-05,3.5801,3.5801,3.5801,3.5801,0,3.5801,0,0,0,0,0,0
2018-01-08,3.5855,3.5855,3.5855,3.5855,0,3.5855,0,0,0,0,0,0
2018-01-09,3.5942,3.5942,3.5942,3.5942,0,3.5942,0,0,0,0,0,0
2018-01-10,3.631,3.631,3.631,3.631,0,3.631,0,0,0,0,0,0
2018-01-11,3.6549,3.6549,3.6549,3.6549,0,3.6549,0,0,0,0,0,0
2018-01-12,3.6343,3.6343,3.6343,3.6343,0,3.6343,0,0,0,0,0,0
2018-01-15,3.6191,3.6191,3.6191,3.6191,0,3.6191,0,0,0,0,0,0
2018-01-16,3.6009,3.6009,3.6009,3.6009,0,3.6009,0,0,0,0,0,0
2018-01-17,3.6036,3.6036,3.6036,3.6036,0,3.6036,0,0,0,0,0,0
2018-01-18,3.6168,3.6168,3.6168,3.6168,0,3.6168,0,0,0,0,0,0
2018-01-19,3.6191,3.6191,3.6191,3.6191,0,3.6191,0,0,0,0,0,0
2018-01-22,3.5988,3.5988,3.5988,3.5988,0,3.5988,0,0,0,0,0,0
2018-01-23,3.5813,3.5813,3.5813,3.5813,0,3.5813,0,0,0,0,0,0
2018-01-24,3.5804,3.5804,3.5804,3.5804,0,3.5804,0,0,0,0,0,0
2018-01-25,3.5707,3.5707,3.5707,3.5707,0,3.5707,0,0,0,0,0,0
2018-01-26,3.5667,3.5667,3.5667,3.5667,0,3.5667,0,0,0,0,0,0
2018-01-29,3.5794,3.5794,3.5794,3.5794,0,3.5794,0,0,0,0,0,0
2018-01-30,3.5867,3.5867,3.5867,3.5867,0,3.5867,0,0,0,0,0,0
2018-01-31,3.6059,3.6059,3.6059,3.6059,0,3.6059,0,0,0,0,0,0
2018-02-01,3.5629,3.5629,3.5629,3.5629,0,3.5629,0,0,0,0,0,0
2018-02-02,3.561,3.561,3.561,3.561,0,3.561,0,0,0,0,0,0
2018-02-05,3.5521,3.5521,3.5521,3.5521,0,3.5521,0,0,0,0,0,0
2018-02-06,3.55,3.55,3.55,3.55,0,3.55,0,0,0,0,0,0
2018-02-07,3.5458,3.5458,3.5458,3.5458,0,3.5458,0,0,0,0,0,0
2018-02-08,3.5321,3.5321,3.5321,3.5321,0,3.5321,0,0,0,0,0,0
2018-02-09,3.5344,3.5344,3.5344,3.5344,0,3.5344,0,0,0,0,0,0
2018-02-12,3.53,3.53,3.53,3.53,0,3.53,0,0,0,0,0,0
2018-02-13,3.5348,3.5348,3.5348,3.5348,0,3.5348,0,0,0,0,0,0
2018-02-14,3.5371,3.5371,3.5371,3.5371,0,3.5371,0,0,0,0,0,0
2018-02-22,3.5532,3.5532,3.5532,3.5532,0,3.5532,0,0,0,0,0,0
2018-02-23,3.5281,3.5281,3.5281,3.5281,0,3.5281,0,0,0,0,0,0
2018-02-24,3.5175,3.5175,3.5175,3.5175,0,3.5175,0,0,0,0,0,0
2018-02-26,3.4834,3.4834,3.4834,3.4834,0,3.4834,0,0,0,0,0,0
2018-02-27,3.4725,3.4725,3.4725,3.4725,0,3.4725,0,0,0,0,0,0
2018-02-28,3.5235,3.5235,3.5235,3.5235,0,3.5235,0,0,0,0,0,0
2018-03-01,3.507,3.507,3.507,3.507,0,3.507,0,0,0,0,0,0
2018-03-02,3.5245,3.5245,3.5245,3.5245,0,3.5245,0,0,0,0,0,0
2018-03-05,3.5362,3.5362,3.5362,3.5362,0,3.5362,0,0,0,0,0,0
2018-03-06,3.5139,3.5139,3.5139,3.5139,0,3.5139,0,0,0,0,0,0
2018-03-07,3.5051,3.5051,3.5051,3.5051,0,3.5051,0,0,0,0,0,0
2018-03-08,3.4933,3.4933,3.4933,3.4933,0,3.4933,0,0,0,0,0,0
2018-03-09,3.4882,3.4882,3.4882,3.4882,0,3.4882,0,0,0,0,0,0
2018-03-12,3.4909,3.4909,3.4909,3.4909,0,3.4909,0,0,0,0,0,0
2018-03-13,3.5168,3.5168,3.5168,3.5168,0,3.5168,0,0,0,0,0,0
2018-03-14,3.5135,3.5135,3.5135,3.5135,0,3.5135,0,0,0,0,0,0
2018-03-15,3.5066,3.5066,3.5066,3.5066,0,3.5066,0,0,0,0,0,0
2018-03-16,3.4922,3.4922,3.4922,3.4922,0,3.4922,0,0,0,0,0,0
2018-03-19,3.4918,3.4918,3.4918,3.4918,0,3.4918,0,0,0,0,0,0
2018-03-20,3.4787,3.4787,3.4787,3.4787,0,3.4787,0,0,0,0,0,0
2018-03-21,3.468,3.468,3.468,3.468,0,3.468,0,0,0,0,0,0
2018-03-22,3.4436,3.4436,3.4436,3.4436,0,3.4436,0,0,0,0,0,0
2018-03-23,3.3826,3.3826,3.3826,3.3826,0,3.3826,0,0,0,0,0,0
2018-03-26,3.4124,3.4124,3.4124,3.4124,0,3.4124,0,0,0,0,0,0
2018-03-27,3.4187,3.4187,3.4187,3.4187,0,3.4187,0,0,0,0,0,0
2018-03-28,3.3806,3.3806,3.3806,3.3806,0,3.3806,0,0,0,0,0,0
2018-03-29,3.3707,3.3707,3.3707,3.3707,0,3.3707,0,0,0,0,0,0
2018-03-30,3.3557,3.3557,3.3557,3.3557,0,3.3557,0,0,0,0,0,0
2018-03-31,3.4557,3.4557,3.4557,3.4557,0,3.4557,0,0,0,0,0,0
2018-04-02,3.3611,3.3611,3.3611,3.3611,0,3.3611,0,0,0,0,0,0
2018-04-03,3.3428,3.3428,3.3428,3.3428,0,3.3428,0,0,0,0,0,0
2018-04-04,3.3222,3.3222,3.3222,3.3222,0,3.3222,0,0,0,0,0,0
2018-04-08,3.3079,3.3079,3.3079,3.3079,0,3.3079,0,0,0,0,0,0
2018-04-09,3.2725,3.2725,3.2725,3.2725,0,3.2725,0,0,0,0,0,0
2018-04-10,3.2908,3.2908,3.2908,3.2908,0,3.2908,0,0,0,0,0,0
2018-04-11,3.2922,3.2922,3.2922,3.2922,0,3.2922,0,0,0,0,0,0
2018-04-12,3.2759,3.2759,3.2759,3.2759,0,3.2759,0,0,0,0,0,0
2018-04-13,3.3057,3.3057,3.3057,3.3057,0,3.3057,0,0,0,0,0,0
2018-04-16,3.282,3.282,3.282,3.282,0,3.282,0,0,0,0,0,0
2018-04-17,3.3014,3.3014,3.3014,3.3014,0,3.3014,0,0,0,0,0,0
2018-04-18,3.1884,3.1884,3.1884,3.1884,0,3.1884,0,0,0,0,0,0
2018-04-19,3.2165,3.2165,3.2165,3.2165,0,3.2165,0,0,0,0,0,0
2018-04-20,3.2352,3.2352,3.2352,3.2352,0,3.2352,0,0,0,0,0,0
2018-04-23,3.2354,3.2354,3.2354,3.2354,0,3.2354,0,0,0,0,0,0
2018-04-24,3.2322,3.2322,3.2322,3.2322,0,3.2322,0,0,0,0,0,0
2018-04-25,3.2316,3.2316,3.2316,3.2316,0,3.2316,0,0,0,0,0,0
2018-04-26,3.2498,3.2498,3.2498,3.2498,0,3.2498,0,0,0,0,0,0
2018-04-27,3.2745,3.2745,3.2745,3.2745,0,3.2745,0,0,0,0,0,0
2018-04-28,3.2685,3.2685,3.2685,3.2685,0,3.2685,0,0,0,0,0,0
2018-04-30,3.2599,3.2599,3.2599,3.2599,0,3.2599,0,0,0,0,0,0
2018-05-02,3.2797,3.2797,3.2797,3.2797,0,3.2797,0,0,0,0,0,0
2018-05-03,3.242,3.242,3.242,3.242,0,3.242,0,0,0,0,0,0
2018-05-04,3.2093,3.2093,3.2093,3.2093,0,3.2093,0,0,0,0,0,0
2018-05-07,3.1995,3.1995,3.1995,3.1995,0,3.1995,0,0,0,0,0,0
2018-05-08,3.2018,3.2018,3.2018,3.2018,0,3.2018,0,0,0,0,0,0
2018-05-09,3.2201,3.2201,3.2201,3.2201,0,3.2201,0,0,0,0,0,0
2018-05-10,3.2274,3.2274,3.2274,3.2274,0,3.2274,0,0,0,0,0,0
2018-05-11,3.2144,3.2144,3.2144,3.2144,0,3.2144,0,0,0,0,0,0
2018-05-14,3.2202,3.2202,3.2202,3.2202,0,3.2202,0,0,0,0,0,0
2018-05-15,3.239,3.239,3.239,3.239,0,3.239,0,0,0,0,0,0
2018-05-16,3.2493,3.2493,3.2493,3.2493,0,3.2493,0,0,0,0,0,0
2018-05-17,3.2236,3.2236,3.2236,3.2236,0,3.2236,0,0,0,0,0,0
2018-05-18,3.2092,3.2092,3.2092,3.2092,0,3.2092,0,0,0,0,0,0
2018-05-21,3.2016,3.2016,3.2016,3.2016,0,3.2016,0,0,0,0,0,0
2018-05-22,3.1977,3.1977,3.1977,3.1977,0,3.1977,0,0,0,0,0,0
2018-05-23,3.1962,3.1962,3.1962,3.1962,0,3.1962,0,0,0,0,0,0
2018-05-24,3.185,3.185,3.185,3.185,0,3.185,0,0,0,0,0,0
2018-05-25,3.1964,3.1964,3.1964,3.1964,0,3.1964,0,0,0,0,0,0
2018-05-28,3.1943,3.1943,3.1943,3.1943,0,3.1943,0,0,0,0,0,0
2018-05-29,3.2032,3.2032,3.2032,3.2032,0,3.2032,0,0,0,0,0,0
2018-05-30,3.2023,3.2023,3.2023,3.2023,0,3.2023,0,0,0,0,0,0
2018-05-31,3.2145,3.2145,3.2145,3.2145,0,3.2145,0,0,0,0,0,0
2018-06-01,3.1891,3.1891,3.1891,3.1891,0,3.1891,0,0,0,0,0,0
2018-06-04,3.1892,3.1892,3.1892,3.1892,0,3.1892,0,0,0,0,0,0
2018-06-05,3.1791,3.1791,3.1791,3.1791,0,3.1791,0,0,0,0,0,0
2018-06-06,3.1772,3.1772,3.1772,3.1772,0,3.1772,0,0,0,0,0,0
2018-06-07,3.1834,3.1834,3.1834,3.1834,0,3.1834,0,0,0,0,0,0
2018-06-08,3.1781,3.1781,3.1781,3.1781,0,3.1781,0,0,0,0,0,0
2018-06-11,3.1706,3.1706,3.1706,3.1706,0,3.1706,0,0,0,0,0,0
2018-06-12,3.1813,3.1813,3.1813,3.1813,0,3.1813,0,0,0,0,0,0
2018-06-13,3.1775,3.1775,3.1775,3.1775,0,3.1775,0,0,0,0,0,0
2018-06-14,3.1605,3.1605,3.1605,3.1605,0,3.1605,0,0,0,0,0,0
2018-06-15,3.1418,3.1418,3.1418,3.1418,0,3.1418,0,0,0,0,0,0
2018-06-19,3.1019,3.1019,3.1019,3.1019,0,3.1019,0,0,0,0,0,0
2018-06-20,3.1056,3.1056,3.1056,3.1056,0,3.1056,0,0,0,0,0,0
2018-06-21,3.0769,3.0769,3.0769,3.0769,0,3.0769,0,0,0,0,0,0
2018-06-22,3.0669,3.0669,3.0669,3.0669,0,3.0669,0,0,0,0,0,0
2018-06-25,3.0529,3.0529,3.0529,3.0529,0,3.0529,0,0,0,0,0,0
2018-06-26,3.0416,3.0416,3.0416,3.0416,0,3.0416,0,0,0,0,0,0
2018-06-27,3.0455,3.0455,3.0455,3.0455,0,3.0455,0,0,0,0,0,0
2018-06-28,3.039,3.039,3.039,3.039,0,3.039,0,0,0,0,0,0
2018-06-29,3.0034,3.0034,3.0034,3.0034,0,3.0034,0,0,0,0,0,0
2018-06-30,3.117,3.117,3.117,3.117,0,3.117,0,0,0,0,0,0
2018-07-02,2.9753,2.9753,2.9753,2.9753,0,2.9753,0,0,0,0,0,0
2018-07-03,2.9751,2.9751,2.9751,2.9751,0,2.9751,0,0,0,0,0,0
2018-07-04,2.9775,2.9775,2.9775,2.9775,0,2.9775,0,0,0,0,0,0
2018-07-05,2.9026,2.9026,2.9026,2.9026,0,2.9026,0,0,0,0,0,0
2018-07-06,2.8288,2.8288,2.8288,2.8288,0,2.8288,0,0,0,0,0,0
2018-07-09,2.8705,2.8705,2.8705,2.8705,0,2.8705,0,0,0,0,0,0
2018-07-10,2.9149,2.9149,2.9149,2.9149,0,2.9149,0,0,0,0,0,0
2018-07-11,2.9108,2.9108,2.9108,2.9108,0,2.9108,0,0,0,0,0,0
2018-07-12,2.899,2.899,2.899,2.899,0,2.899,0,0,0,0,0,0
2018-07-13,2.8793,2.8793,2.8793,2.8793,0,2.8793,0,0,0,0,0,0
2018-07-16,2.8621,2.8621,2.8621,2.8621,0,2.8621,0,0,0,0,0,0
2018-07-17,2.8725,2.8725,2.8725,2.8725,0,2.8725,0,0,0,0,0,0
2018-07-18,2.8515,2.8515,2.8515,2.8515,0,2.8515,0,0,0,0,0,0
2018-07-19,2.8043,2.8043,2.8043,2.8043,0,2.8043,0,0,0,0,0,0
2018-07-20,2.7926,2.7926,2.7926,2.7926,0,2.7926,0,0,0,0,0,0
2018-07-23,2.7935,2.7935,2.7935,2.7935,0,2.7935,0,0,0,0,0,0
2018-07-24,2.8011,2.8011,2.8011,2.8011,0,2.8011,0,0,0,0,0,0
2018-07-25,2.8122,2.8122,2.8122,2.8122,0,2.8122,0,0,0,0,0,0
2018-07-26,2.8234,2.8234,2.8234,2.8234,0,2.8234,0,0,0,0,0,0
2018-07-30,2.792,2.792,2.792,2.792,0,2.792,0,0,0,0,0,0
2018-07-31,2.8699,2.8699,2.8699,2.8699,0,2.8699,0,0,0,0,0,0
2018-08-01,2.7767,2.7767,2.7767,2.7767,0,2.7767,0,0,0,0,0,0
2018-08-02,2.7661,2.7661,2.7661,2.7661,0,2.7661,0,0,0,0,0,0
2018-08-03,2.6855,2.6855,2.6855,2.6855,0,2.6855,0,0,0,0,0,0
2018-08-06,2.6364,2.6364,2.6364,2.6364,0,2.6364,0,0,0,0,0,0
2018-08-07,2.596,2.596,2.596,2.596,0,2.596,0,0,0,0,0,0
2018-08-08,2.6498,2.6498,2.6498,2.6498,0,2.6498,0,0,0,0,0,0
2018-08-09,2.7043,2.7043,2.7043,2.7043,0,2.7043,0,0,0,0,0,0
2018-08-10,2.763,2.763,2.763,2.763,0,2.763,0,0,0,0,0,0
2018-08-13,2.8267,2.8267,2.8267,2.8267,0,2.8267,0,0,0,0,0,0
2018-08-14,2.8007,2.8007,2.8007,2.8007,0,2.8007,0,0,0,0,0,0
2018-08-15,2.7645,2.7645,2.7645,2.7645,0,2.7645,0,0,0,0,0,0
2018-08-16,2.7631,2.7631,2.7631,2.7631,0,2.7631,0,0,0,0,0,0
2018-08-17,2.8065,2.8065,2.8065,2.8065,0,2.8065,0,0,0,0,0,0
2018-08-20,2.8385,2.8385,2.8385,2.8385,0,2.8385,0,0,0,0,0,0
2018-08-21,2.8671,2.8671,2.8671,2.8671,0,2.8671,0,0,0,0,0,0
2018-08-22,2.8433,2.8433,2.8433,2.8433,0,2.8433,0,0,0,0,0,0
2018-08-23,2.7882,2.7882,2.7882,2.7882,0,2.7882,0,0,0,0,0,0
