time,val,per
160129,2.2994,-0.020197716
160131,2.2974,-0.000869792
160201,2.2958,-0.000696439
160202,2.322,0.011412144
160203,2.3362,0.006115418
160204,2.31,-0.011214793
160205,2.2917,-0.007922078
160214,2.2893,-0.001047257
160215,2.2955,0.002708251
160216,2.3084,0.005619691
160217,2.3263,0.007754289
160218,2.3093,-0.007307742
160219,2.2925,-0.007274932
160222,2.3033,0.004711014
160223,2.3024,-0.000390744
160224,2.3159,0.005863447
160225,2.3228,0.002979403
160226,2.3196,-0.001377648
160229,2.3137,-0.002543542
160301,2.2798,-0.014651856
160302,2.2972,0.007632248
160303,2.3034,0.002698938
160304,2.3014,-0.000868282
160307,2.3099,0.003693404
160308,2.3101,8.66E-05
160309,2.3033,-0.002943596
160310,2.2928,-0.004558677
160311,2.2913,-0.000654222
160314,2.2858,-0.002400384
160315,2.2883,0.001093709
160316,2.2918,0.00152952
160317,2.2762,-0.006806877
160318,2.279,0.00123012
160321,2.2854,0.002808249
160322,2.2907,0.002319069
160323,2.2888,-0.000829441
160324,2.2931,0.001878714
160325,2.2978,0.002049627
160328,2.3136,0.006876142
160329,2.3159,0.000994122
160330,2.3117,-0.00181355
160331,2.3098,-0.000821906
160401,2.3092,-0.000259763
160405,2.3197,0.004547029
160406,2.3244,0.002026124
160407,2.3431,0.008045087
160408,2.365,0.009346592
160411,2.35,-0.006342495
160412,2.3608,0.004595745
160413,2.3985,0.015969163
160414,2.4144,0.006629143
160415,2.4159,0.000621272
160418,2.405,-0.004511776
160419,2.4193,0.005945946
160420,2.4786,0.024511222
160421,2.5124,0.01363673
160422,2.5112,-0.000477631
160425,2.6231,0.04456037
160426,2.6219,-0.000457474
160427,2.5955,-0.010069034
160428,2.6466,0.019687921
160429,2.6833,0.013866848
160430,2.5043,-0.066708903
160503,2.547,0.017050673
160504,2.5099,-0.014566156
160505,2.5135,0.00143432
160506,2.5223,0.003501094
160509,2.4911,-0.012369663
160510,2.4937,0.001043716
160511,2.5214,0.011107992
160512,2.5171,-0.001705402
160513,2.5363,0.007627826
160516,2.5654,0.011473406
160517,2.5694,0.001559211
160518,2.5936,0.009418541
160519,2.6048,0.004318322
160520,2.5857,-0.007332617
160523,2.5885,0.001082879
160524,2.5725,-0.006181186
160525,2.5684,-0.00159378
160526,2.5946,0.010200903
160527,2.5924,-0.000847915
160530,2.5983,0.002275883
160531,2.5994,0.000423354
160601,2.5987,-0.000269293
160602,2.6067,0.003078462
160603,2.6071,0.000153451
160606,2.5941,-0.004986383
160607,2.586,-0.00312247
160608,2.5913,0.002049497
160612,2.581,-0.003974839
160613,2.5791,-0.000736149
160614,2.5449,-0.01326044
160615,2.5278,-0.006719321
160616,2.5265,-0.000514281
160617,2.5153,-0.00443301
160620,2.5272,0.004731046
160621,2.5299,0.001068376
160622,2.5053,-0.009723704
160623,2.5052,-3.99E-05
160624,2.4763,-0.011536005
160627,2.4338,-0.017162702
160628,2.442,0.003369217
160629,2.4508,0.003603604
160630,2.5264,0.03084707
160701,2.4276,-0.03910703
160704,2.4325,0.002018454
160705,2.4419,0.003864337
160706,2.4286,-0.005446578
160707,2.4234,-0.002141151
160708,2.4177,-0.002352067
160711,2.4254,0.003184845
160712,2.4362,0.004452874
160713,2.4457,0.003899516
160714,2.4462,0.00020444
160715,2.4447,-0.000613196
160718,2.4342,-0.004295006
160719,2.4293,-0.002012982
160720,2.422,-0.003004981
160721,2.4198,-0.00090834
160722,2.4278,0.003306058
160725,2.4407,0.005313453
160726,2.4427,0.000819437
160727,2.4462,0.001432841
160728,2.4436,-0.001062873
160729,2.441,-0.001064004
160731,2.4347,-0.002580909
160801,2.438,0.001355403
160802,2.4373,-0.000287121
160803,2.4344,-0.001189841
160804,2.4299,-0.001848505
160805,2.4236,-0.002592699
160808,2.43,0.0026407
160809,2.4269,-0.00127572
160810,2.428,0.000453253
160811,2.4325,0.001853377
160812,2.43,-0.001027749
160815,2.4175,-0.005144033
160816,2.4209,0.001406412
160817,2.47,0.020281713
160818,2.4278,-0.01708502
160819,2.4416,0.005684158
160822,2.4445,0.001187746
160823,2.4684,0.009777051
160824,2.5152,0.01895965
160825,2.5261,0.004333651
160826,2.5243,-0.000712561
160829,2.5256,0.000514994
160830,2.5307,0.002019322
160831,2.5224,-0.003279725
160901,2.5076,-0.005867428
160902,2.493,-0.0058223
160905,2.5016,0.003449659
160906,2.5035,0.000759514
160907,2.5078,0.001717595
160908,2.5077,-3.99E-05
160909,2.4967,-0.00438649
160912,2.5102,0.005407137
160913,2.5059,-0.001713011
160914,2.512,0.002434255
160918,2.5183,0.002507962
160919,2.5223,0.001588373
160920,2.5235,0.000475756
160921,2.5516,0.011135328
160922,2.5376,-0.005486753
160923,2.5255,-0.004768285
160926,2.5266,0.000435557
160927,2.5308,0.001662313
160928,2.5409,0.003990833
160929,2.5556,0.005785352
160930,2.5256,-0.011738926
161010,2.5353,0.003840672
161011,2.5455,0.004023193
161012,2.5541,0.003378511
161013,2.5529,-0.000469833
161014,2.5484,-0.001762701
161017,2.5572,0.003453147
161018,2.57,0.005005475
161019,2.5787,0.003385214
161020,2.5761,-0.00100826
161021,2.5996,0.009122317
161024,2.6444,0.017233421
161025,2.6554,0.004159734
161026,2.6865,0.011711983
161027,2.709,0.008375209
161028,2.709,0
161031,2.7458,0.013584348
161101,2.7501,0.001566028
161102,2.7143,-0.013017708
161103,2.692,-0.008215746
161104,2.7186,0.009881129
161107,2.7117,-0.002538071
161108,2.7333,0.007965483
161109,2.7266,-0.002451249
161110,2.7855,0.021601995
161111,2.8235,0.013642075
161114,2.8646,0.014556402
161115,2.9197,0.019234797
161116,2.9217,0.000685002
161117,3.0028,0.027757812
161118,2.9972,-0.001864926
161121,2.9819,-0.005104764
161122,2.9475,-0.011536269
161123,2.9488,0.000441052
161124,2.9771,0.009597124
161125,3.0255,0.016257432
161128,3.0115,-0.004627334
161129,3.1107,0.032940395
161130,3.2049,0.030282573
161201,3.26,0.017192424
161202,3.2635,0.00107362
161205,3.2432,-0.006220316
161206,3.2407,-0.000770844
161207,3.2022,-0.011880149
161208,3.1612,-0.012803697
161209,3.175,0.004365431
161212,3.2586,0.026330709
161213,3.2954,0.011293193
161214,3.2998,0.001335195
161215,3.4682,0.051033396
161216,3.4422,-0.007496684
161219,3.4955,0.015484283
161220,3.5315,0.010298956
161221,3.4272,-0.029534192
161222,3.3422,-0.024801587
161223,3.3397,-0.00074801
161226,3.3667,0.008084558
161227,3.3907,0.007128642
161228,3.3985,0.00230041
161229,3.3482,-0.014800647
161230,3.33,-0.005435757
161231,3.3455,0.004654655
170103,3.381,0.010611269
170104,3.3772,-0.001123928
170105,3.3934,0.004796873
170106,3.325,-0.020156775
170109,3.2713,-0.016150376
170110,3.1681,-0.031547091
170111,3.1972,0.009185316
170112,3.1694,-0.008695108
170113,3.142,-0.008645169
170116,3.2086,0.02119669
170117,3.2471,0.011999003
170118,3.2168,-0.009331403
170119,3.2047,-0.003761502
170120,3.137,-0.021125222
170122,3.145,0.002550207
170123,3.1293,-0.004992051
170124,3.1577,0.009075512
170125,3.2607,0.032618678
170126,3.3,0.012052627
170131,3.2262,-0.022363636
170203,3.4161,0.058861819
170206,3.3935,-0.006615731
170207,3.3827,-0.003182555
170208,3.3504,-0.009548585
170209,3.3606,0.003044413
170210,3.3663,0.001696126
170213,3.3618,-0.001336779
170214,3.3587,-0.000922125
170215,3.3891,0.009051121
170216,3.3496,-0.011655012
170217,3.3472,-0.000716503
170220,3.3314,-0.004720363
170221,3.3655,0.010235937
170222,3.3845,0.005645521
170223,3.3705,-0.004136505
170224,3.3934,0.006794244
170227,3.3702,-0.006836801
170228,3.371,0.000237375
170301,3.394,0.006822901
170302,3.4291,0.01034178
170303,3.4277,-0.00040827
170306,3.4315,0.001108615
170307,3.4468,0.004458692
170308,3.4964,0.014390159
170309,3.5408,0.012698776
170310,3.541,5.65E-05
170313,3.5031,-0.010703191
170314,3.4735,-0.008449659
170315,3.4577,-0.004548726
170316,3.5106,0.015299187
170317,3.5663,0.015866234
170320,3.6015,0.009870174
170321,3.6932,0.025461613
170322,3.6732,-0.005415358
170323,3.6375,-0.009719046
170324,3.5894,-0.013223368
170327,3.5815,-0.002200925
170328,3.5376,-0.012257434
170329,3.5844,0.013229308
170330,3.6055,0.00588662
170331,3.6087,0.000887533
170401,3.6071,-0.000443373
170405,3.5667,-0.011200133
170406,3.5808,0.003953234
170407,3.5556,-0.007037534
170410,3.5596,0.001124986
170411,3.5681,0.002387909
170412,3.5614,-0.00187775
170413,3.5771,0.004408379
170414,3.5846,0.00209667
170417,3.618,0.009317637
170418,3.6391,0.005831951
170419,3.6307,-0.002308263
170420,3.6483,0.00484755
170421,3.6436,-0.001288271
170424,3.6556,0.003293446
170425,3.6276,-0.007659481
170426,3.6173,-0.002839343
170427,3.6359,0.005141957
170428,3.6695,0.009241178
170430,3.6081,-0.016732525
170502,3.6783,0.019456223
170503,3.7499,0.019465514
170504,3.7688,0.005040134
170505,3.7928,0.006368075
170508,3.7687,-0.006354145
170509,3.7898,0.005598748
170510,3.8299,0.010581033
170511,3.8158,-0.003681558
170512,3.7981,-0.004638608
170515,3.7606,-0.009873358
170516,3.7385,-0.005876722
170517,3.7429,0.001176943
170518,3.702,-0.010927356
170519,3.7165,0.003916802
170522,3.7249,0.002260191
170523,3.6776,-0.012698327
170524,3.658,-0.005329563
170525,3.6487,-0.002542373
170526,3.6607,0.003288843
170527,3.6457,-0.004097577
170531,3.7418,0.026359821
170601,3.5915,-0.040167834
170602,3.5914,-2.78E-05
170605,3.5885,-0.000807485
170606,3.5966,0.002257211
170607,3.6153,0.005199355
170608,3.6051,-0.002821343
170609,3.6095,0.001220493
170612,3.5759,-0.009308769
170613,3.5655,-0.002908359
170614,3.5669,0.000392652
170615,3.5553,-0.003252124
170616,3.5741,0.00528788
170619,3.5349,-0.010967796
170620,3.5092,-0.007270361
170621,3.5233,0.00401801
170622,3.5268,0.000993387
170623,3.496,-0.008733129
170626,3.4366,-0.016990847
170627,3.3922,-0.012919746
170628,3.4144,0.006544425
170629,3.4425,0.00822985
170630,3.5305,0.025562818
170703,3.4981,-0.00917717
170704,3.4893,-0.002515651
170705,3.4392,-0.014358181
170706,3.419,-0.005873459
170707,3.44,0.006142147
170710,3.444,0.001162791
170711,3.4654,0.006213705
170712,3.4364,-0.008368442
170713,3.4093,-0.00788616
170714,3.4056,-0.001085267
170717,3.3804,-0.007399577
170718,3.4123,0.009436753
170719,3.4132,0.000263752
170720,3.4005,-0.003720848
170721,3.3961,-0.001293927
170724,3.3829,-0.003886811
170725,3.3874,0.00133022
170726,3.4084,0.006199445
170727,3.3983,-0.002963267
170728,3.3921,-0.001824442
170731,3.4207,0.008431355
170801,3.4394,0.005466717
170802,3.4381,-0.000377973
170803,3.4266,-0.003344871
170804,3.4123,-0.004173233
170807,3.4365,0.007091991
170808,3.4495,0.003782919
170809,3.4516,0.000608784
170810,3.4398,-0.003418704
170811,3.4252,-0.004244433
170814,3.4277,0.000729884
170815,3.4354,0.002246404
170816,3.4568,0.00622926
170817,3.479,0.006422125
170818,3.4579,-0.006064961
170821,3.4683,0.003007606
170822,3.4869,0.005362858
170823,3.4854,-0.000430182
170824,3.5004,0.004303667
170825,3.4963,-0.001171295
170828,3.5232,0.007693848
170829,3.5638,0.011523615
170830,3.5619,-0.000533139
170831,3.5474,-0.004070861
170901,3.5503,0.0008175
170904,3.5828,0.009154156
170905,3.5987,0.00443787
170906,3.5708,-0.0077528
170907,3.5263,-0.012462193
170908,3.4758,-0.01432096
170911,3.491,0.004373094
170912,3.4956,0.001317674
170913,3.5139,0.005235153
170914,3.5125,-0.000398418
170915,3.4911,-0.006092527
170918,3.4958,0.001346281
170919,3.5009,0.001458894
170920,3.5087,0.002227999
170921,3.4983,-0.002964061
170922,3.4913,-0.002000972
170925,3.4777,-0.003895397
170926,3.4864,0.002501653
170927,3.5053,0.005421065
170928,3.4972,-0.002310787
170929,3.4967,-0.000142972
170930,3.5177,0.006005662
171009,3.5167,-0.000284277
171010,3.5217,0.001421787
171011,3.5123,-0.002669165
171012,3.5185,0.001765225
171013,3.5143,-0.00119369
171016,3.5407,0.007512165
171017,3.5488,0.002287683
171018,3.5376,-0.003155996
171019,3.5284,-0.002600633
171020,3.5317,0.000935268
171023,3.5429,0.003171277
171024,3.5427,-5.65E-05
171025,3.591,0.013633669
171026,3.6025,0.003202451
171027,3.5992,-0.000916031
171030,3.6375,0.010641254
171031,3.6096,-0.007670103
171101,3.589,-0.005707004
171102,3.5903,0.000362218
171103,3.5907,0.000111411
171106,3.5866,-0.001141839
171107,3.5828,-0.001059499
171108,3.5906,0.002177068
171109,3.5972,0.001838133
171110,3.6214,0.006727455
171113,3.6546,0.009167725
171114,3.6524,-0.000601981
171115,3.6273,-0.006872194
171116,3.6126,-0.004052601
171117,3.6059,-0.00185462
171120,3.5978,-0.002246319
171121,3.5958,-0.000555895
171122,3.6173,0.005979198
171123,3.6203,0.000829348
171124,3.6066,-0.003784217
171127,3.6075,0.000249543
171128,3.6183,0.002993763
171129,3.6327,0.00397977
171130,3.6258,-0.001899414
171201,3.6175,-0.00228915
171204,3.6143,-0.000884589
171205,3.6088,-0.001521733
171206,3.6268,0.004987808
171207,3.6396,0.003529282
171208,3.6655,0.007116167
171211,3.6949,0.008020734
171212,3.7181,0.006278925
171213,3.75,0.008579651
171214,3.6977,-0.013946667
171215,3.6669,-0.008329502
171218,3.6597,-0.001963511
171219,3.6722,0.003415581
171220,3.6857,0.00367627
171221,3.6989,0.003581409
171222,3.6739,-0.006758766
171225,3.6497,-0.006587006
171226,3.6508,0.000301395
171227,3.672,0.005806946
171228,3.6811,0.002478214
171229,3.711,0.008122572
171231,3.6708,-0.01083266
180102,3.6488,-0.005993244
180103,3.6359,-0.003535409
180104,3.6238,-0.003327924
180105,3.5801,-0.012059164
180108,3.5855,0.001508338
180109,3.5942,0.00242644
180110,3.631,0.010238718
180111,3.6549,0.006582209
180112,3.6343,-0.005636269
180115,3.6191,-0.004182373
180116,3.6009,-0.005028875
180117,3.6036,0.000749813
180118,3.6168,0.003663004
180119,3.6191,0.000635921
180122,3.5988,-0.005609129
180123,3.5813,-0.004862732
180124,3.5804,-0.000251305
180125,3.5707,-0.002709195
180126,3.5667,-0.001120229
180129,3.5794,0.003560714
180130,3.5867,0.002039448
180131,3.6059,0.00535311
180201,3.5629,-0.011924901
180202,3.561,-0.000533273
180205,3.5521,-0.002499298
180206,3.55,-0.0005912
180207,3.5458,-0.001183099
180208,3.5321,-0.003863726
180209,3.5344,0.000651171
180212,3.53,-0.001244907
180213,3.5348,0.001359773
180214,3.5371,0.000650673
180222,3.5532,0.004551751
180223,3.5281,-0.007064055
180224,3.5175,-0.00300445
180226,3.4834,-0.009694385
180227,3.4725,-0.003129127
180228,3.5235,0.014686825
180301,3.507,-0.004682844
180302,3.5245,0.00499002
180305,3.5362,0.00331962
180306,3.5139,-0.006306204
180307,3.5051,-0.00250434
180308,3.4933,-0.003366523
180309,3.4882,-0.001459938
180312,3.4909,0.000774038
180313,3.5168,0.00741929
180314,3.5135,-0.000938353
180315,3.5066,-0.001963854
180316,3.4922,-0.004106542
180319,3.4918,-0.000114541
180320,3.4787,-0.003751647
180321,3.468,-0.003075862
180322,3.4436,-0.007035755
180323,3.3826,-0.01771402
180326,3.4124,0.008809791
180327,3.4187,0.001846208
180328,3.3806,-0.011144587
180329,3.3707,-0.002928474
180330,3.3557,-0.004450114
180331,3.4557,0.029800042
180402,3.3611,-0.027375061
180403,3.3428,-0.005444646
