,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
69,10004103.SH,20220309,SSE,0.2785,,0.2996,0.3007,0.2217,0.2666,0.2666,770.0,202.3963,577.0
68,10004103.SH,20220310,SSE,0.2666,0.2666,0.3031,0.3085,0.275,0.2754,0.2732,218.0,62.983,566.0
67,10004103.SH,20220311,SSE,0.2732,0.2754,0.252,0.2855,0.2221,0.28,0.28,999.0,246.5472,770.0
66,10004103.SH,20220314,SSE,0.28,0.28,0.2608,0.266,0.225,0.225,0.225,489.0,121.2839,901.0
65,10004103.SH,20220315,SSE,0.225,0.225,0.214,0.214,0.1408,0.1436,0.1436,2486.0,405.2005,2492.0
64,10004103.SH,20220316,SSE,0.1436,0.1436,0.158,0.2118,0.1379,0.2036,0.2036,6535.0,1104.357,3631.0
63,10004103.SH,20220317,SSE,0.2036,0.2036,0.2361,0.255,0.2149,0.2207,0.2207,958.0,225.8969,2753.0
62,10004103.SH,20220318,SSE,0.2207,0.2207,0.2199,0.2688,0.2112,0.2563,0.2563,602.0,144.491,2664.0
61,10004103.SH,20220321,SSE,0.2563,0.2563,0.2427,0.2499,0.213,0.23,0.2289,343.0,80.0715,2654.0
60,10004103.SH,20220322,SSE,0.2289,0.23,0.23,0.246,0.2245,0.2273,0.2273,428.0,100.4073,2988.0
59,10004103.SH,20220323,SSE,0.2273,0.2273,0.2397,0.241,0.2193,0.2295,0.2295,292.0,68.3858,2898.0
58,10004103.SH,20220324,SSE,0.2295,0.2295,0.2155,0.2359,0.2101,0.2226,0.2212,159.0,35.0045,2910.0
57,10004103.SH,20220325,SSE,0.2212,0.2226,0.2181,0.2289,0.193,0.196,0.196,545.0,111.5103,3027.0
56,10004103.SH,20220328,SSE,0.196,0.196,0.1715,0.2033,0.166,0.1996,0.1995,464.0,87.8699,3145.0
55,10004103.SH,20220329,SSE,0.1995,0.1996,0.205,0.2126,0.19,0.193,0.19,402.0,81.6507,3107.0
54,10004103.SH,20220330,SSE,0.19,0.193,0.2031,0.2478,0.2021,0.2478,0.2463,459.0,100.7865,2960.0
