,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
69,10001627.SH,20181211,SSE,0.2738,0.2738,0.2763,0.2763,0.2685,0.2707,0.2707,29.0,7.8598,23.0
68,10001627.SH,20181212,SSE,0.2707,0.2707,0.2842,0.2842,0.272,0.2766,0.2766,28.0,7.7583,43.0
67,10001627.SH,20181213,SSE,0.2766,0.2766,0.2829,0.3099,0.278,0.3042,0.3009,158.0,45.7969,132.0
66,10001627.SH,20181214,SSE,0.3009,0.3042,0.295,0.295,0.2787,0.2788,0.2788,55.0,15.7423,140.0
65,10001627.SH,20181217,SSE,0.2788,0.2788,0.281,0.281,0.2669,0.2778,0.2778,33.0,9.0264,148.0
64,10001627.SH,20181218,SSE,0.2778,0.2778,0.2738,0.2766,0.2472,0.2533,0.2516,105.0,26.9125,172.0
63,10001627.SH,20181219,SSE,0.2516,0.2533,0.2563,0.2569,0.2267,0.2304,0.2304,184.0,43.3827,254.0
62,10001627.SH,20181220,SSE,0.2304,0.2304,0.2312,0.2312,0.1911,0.2054,0.2062,1523.0,319.264,1329.0
61,10001627.SH,20181221,SSE,0.2062,0.2054,0.2009,0.2009,0.1794,0.1878,0.1886,1256.0,235.524,1920.0
60,10001627.SH,20181224,SSE,0.1886,0.1878,0.1767,0.1932,0.1749,0.1828,0.1828,428.0,78.039,1995.0
59,10001627.SH,20181225,SSE,0.1828,0.1828,0.1726,0.1826,0.1446,0.1737,0.1737,782.0,126.3571,2078.0
58,10001627.SH,20181226,SSE,0.1737,0.1737,0.171,0.1752,0.1603,0.1606,0.1606,446.0,74.1517,2090.0
57,10001627.SH,20181227,SSE,0.1606,0.1606,0.1744,0.1814,0.1569,0.1612,0.1612,551.0,93.2632,2070.0
56,10001627.SH,20181228,SSE,0.1612,0.1612,0.1641,0.1784,0.1603,0.1623,0.162,354.0,60.1241,2093.0
55,10001627.SH,20190102,SSE,0.162,0.1623,0.1648,0.1665,0.1349,0.1402,0.1396,812.0,115.5654,2217.0
54,10001627.SH,20190103,SSE,0.1396,0.1402,0.1413,0.1566,0.1379,0.1398,0.1406,583.0,84.0369,2329.0
53,10001627.SH,20190104,SSE,0.1406,0.1398,0.1367,0.1734,0.1354,0.1734,0.1744,1086.0,167.8849,2296.0
52,10001627.SH,20190107,SSE,0.1744,0.1734,0.1871,0.1871,0.1695,0.1723,0.172,466.0,81.0427,2281.0
51,10001627.SH,20190108,SSE,0.172,0.1723,0.159,0.1693,0.159,0.162,0.162,178.0,29.156,2300.0
50,10001627.SH,20190109,SSE,0.162,0.162,0.1712,0.1971,0.1711,0.1771,0.1771,655.0,122.3903,2222.0
49,10001627.SH,20190110,SSE,0.1771,0.1771,0.1732,0.1846,0.1683,0.1765,0.1765,938.0,165.8542,2338.0
48,10001627.SH,20190111,SSE,0.1765,0.1765,0.1807,0.1955,0.1777,0.1872,0.1892,918.0,171.3815,2496.0
47,10001627.SH,20190114,SSE,0.1892,0.1872,0.1868,0.1868,0.1685,0.1727,0.1727,432.0,76.5601,2535.0
46,10001627.SH,20190115,SSE,0.1727,0.1727,0.1746,0.1998,0.1746,0.1998,0.2002,942.0,176.6532,2416.0
45,10001627.SH,20190116,SSE,0.2002,0.1998,0.1895,0.204,0.1895,0.2013,0.2007,408.0,81.3536,2491.0
44,10001627.SH,20190117,SSE,0.2007,0.2013,0.2008,0.2143,0.1902,0.1937,0.1942,868.0,175.4709,2459.0
43,10001627.SH,20190118,SSE,0.1942,0.1937,0.1987,0.2356,0.1987,0.2306,0.2306,1836.0,399.2021,2808.0
42,10001627.SH,20190121,SSE,0.2306,0.2306,0.2366,0.2547,0.2366,0.2446,0.2446,791.0,195.6176,2934.0
41,10001627.SH,20190122,SSE,0.2446,0.2446,0.24,0.24,0.2182,0.2238,0.2238,303.0,69.548,2966.0
40,10001627.SH,20190123,SSE,0.2238,0.2238,0.2188,0.2293,0.2111,0.2121,0.2121,363.0,79.8418,2983.0
39,10001627.SH,20190124,SSE,0.2121,0.2121,0.2196,0.2257,0.2026,0.2229,0.2229,1463.0,315.3963,2478.0
38,10001627.SH,20190125,SSE,0.2229,0.2229,0.2295,0.255,0.2196,0.2463,0.2463,1405.0,345.8728,2415.0
37,10001627.SH,20190128,SSE,0.2463,0.2463,0.2569,0.2756,0.2356,0.2428,0.2442,1031.0,266.7976,2277.0
36,10001627.SH,20190129,SSE,0.2442,0.2428,0.2401,0.2665,0.236,0.2616,0.2616,951.0,235.9556,2350.0
35,10001627.SH,20190130,SSE,0.2616,0.2616,0.2539,0.2669,0.2523,0.254,0.2542,704.0,182.6069,2468.0
34,10001627.SH,20190131,SSE,0.2542,0.254,0.2625,0.2884,0.2625,0.2859,0.2865,642.0,178.2817,2472.0
33,10001627.SH,20190201,SSE,0.2865,0.2859,0.2965,0.3041,0.287,0.3041,0.3045,906.0,270.4272,2147.0
32,10001627.SH,20190211,SSE,0.3045,0.3041,0.2955,0.3223,0.2904,0.3223,0.3227,1195.0,361.5129,2094.0
31,10001627.SH,20190212,SSE,0.3227,0.3223,0.3246,0.3322,0.3169,0.329,0.3288,296.0,96.0178,2120.0
30,10001627.SH,20190213,SSE,0.3288,0.329,0.3395,0.3879,0.3276,0.3788,0.3761,1039.0,362.3385,1584.0
29,10001627.SH,20190214,SSE,0.3761,0.3788,0.3743,0.3888,0.3711,0.3781,0.3781,281.0,106.4893,1572.0
28,10001627.SH,20190215,SSE,0.3781,0.3781,0.3668,0.3685,0.3181,0.3229,0.3229,335.0,114.6673,1503.0
27,10001627.SH,20190218,SSE,0.3229,0.3229,0.3368,0.3803,0.3368,0.3802,0.3803,451.0,166.3417,1578.0
26,10001627.SH,20190219,SSE,0.3803,0.3802,0.377,0.4115,0.3662,0.3768,0.3767,466.0,180.143,1459.0
25,10001627.SH,20190220,SSE,0.3767,0.3768,0.3853,0.3952,0.3711,0.3838,0.3838,246.0,94.8133,1434.0
24,10001627.SH,20190221,SSE,0.3838,0.3838,0.3762,0.41,0.3655,0.3737,0.3737,698.0,269.6282,1349.0
23,10001627.SH,20190222,SSE,0.3737,0.3737,0.3696,0.424,0.3562,0.4234,0.424,542.0,205.4892,1237.0
22,10001627.SH,20190225,SSE,0.424,0.4234,0.4573,0.62,0.4472,0.62,0.6243,900.0,470.8059,1050.0
21,10001627.SH,20190226,SSE,0.6243,0.62,0.6356,0.6369,0.5244,0.5332,0.5371,1023.0,585.7172,948.0
20,10001627.SH,20190227,SSE,0.5371,0.5332,0.5675,0.5859,0.5227,0.5523,0.5523,906.0,506.5562,1167.0
19,10001627.SH,20190228,SSE,0.5523,0.5523,0.5532,0.5656,0.54,0.544,0.5479,539.0,297.1856,1181.0
18,10001627.SH,20190301,SSE,0.5479,0.544,0.5662,0.6159,0.549,0.6157,0.6157,507.0,290.4858,1133.0
17,10001627.SH,20190304,SSE,0.6157,0.6157,0.6336,0.71,0.6111,0.6289,0.6289,397.0,255.9094,1111.0
16,10001627.SH,20190305,SSE,0.6289,0.6289,0.6225,0.635,0.6087,0.6296,0.6256,540.0,334.2752,987.0
15,10001627.SH,20190306,SSE,0.6256,0.6296,0.6256,0.646,0.5867,0.6244,0.6249,273.0,170.9151,928.0
14,10001627.SH,20190307,SSE,0.6249,0.6244,0.6111,0.6131,0.5663,0.579,0.579,690.0,402.9322,814.0
13,10001627.SH,20190308,SSE,0.579,0.579,0.5478,0.5478,0.4824,0.4825,0.4848,987.0,497.3554,962.0
12,10001627.SH,20190311,SSE,0.4848,0.4825,0.4879,0.5096,0.4683,0.5021,0.5,773.0,380.8341,520.0
11,10001627.SH,20190312,SSE,0.5,0.5021,0.5233,0.5493,0.4962,0.5076,0.5074,463.0,243.156,368.0
10,10001627.SH,20190313,SSE,0.5074,0.5076,0.5201,0.5364,0.4857,0.5096,0.5089,303.0,155.2449,354.0
9,10001627.SH,20190314,SSE,0.5089,0.5096,0.512,0.535,0.5067,0.515,0.515,400.0,209.2518,350.0
8,10001627.SH,20190315,SSE,0.515,0.515,0.5261,0.5677,0.5261,0.5404,0.5404,467.0,254.1607,309.0
7,10001627.SH,20190318,SSE,0.5404,0.5404,0.5418,0.6142,0.5382,0.6142,0.6142,291.0,167.9673,289.0
6,10001627.SH,20190319,SSE,0.6142,0.6142,0.6275,0.6284,0.5851,0.5937,0.5937,320.0,194.3813,289.0
5,10001627.SH,20190320,SSE,0.5937,0.5937,0.5961,0.6177,0.5727,0.5944,0.5944,203.0,120.5544,287.0
4,10001627.SH,20190321,SSE,0.5944,0.5944,0.6011,0.6049,0.5858,0.593,0.5849,144.0,85.6843,241.0
3,10001627.SH,20190322,SSE,0.5849,0.593,0.5765,0.5964,0.5586,0.5731,0.5776,162.0,93.2592,205.0
2,10001627.SH,20190325,SSE,0.5776,0.5731,0.5472,0.5486,0.4965,0.4973,0.502,168.0,87.8859,180.0
1,10001627.SH,20190326,SSE,0.502,0.4973,0.5145,0.5145,0.4823,0.489,0.492,122.0,60.3057,178.0
0,10001627.SH,20190327,SSE,0.492,0.489,0.493,0.5288,0.493,0.5139,0.523,463.0,239.7222,230.0
