,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
94,10001047.SH,20171108,SSE,0.0413,0.0413,0.0412,0.0524,0.0397,0.0416,0.0416,7535.0,345.6588,4657.0
93,10001047.SH,20171109,SSE,0.0416,0.0416,0.0413,0.0446,0.0407,0.0446,0.0446,3453.0,146.8039,6088.0
92,10001047.SH,20171110,SSE,0.0446,0.0446,0.0453,0.0636,0.0441,0.0624,0.0624,8966.0,488.0913,9457.0
91,10001047.SH,20171113,SSE,0.0624,0.0624,0.0636,0.0797,0.0636,0.0695,0.0695,7980.0,588.3953,10605.0
90,10001047.SH,20171114,SSE,0.0695,0.0695,0.0692,0.0733,0.0622,0.0641,0.0641,7026.0,471.5133,9813.0
89,10001047.SH,20171115,SSE,0.0641,0.0641,0.0633,0.0643,0.0578,0.0613,0.0613,2877.0,173.9502,10359.0
88,10001047.SH,20171116,SSE,0.0613,0.0613,0.0612,0.0726,0.0581,0.0726,0.0726,2384.0,154.1333,10464.0
87,10001047.SH,20171117,SSE,0.0726,0.0726,0.0716,0.0957,0.0686,0.094,0.094,7930.0,641.9729,11145.0
86,10001047.SH,20171120,SSE,0.094,0.094,0.0938,0.1122,0.0842,0.1122,0.1122,10243.0,1000.666,11665.0
85,10001047.SH,20171121,SSE,0.1122,0.1122,0.1114,0.1722,0.1086,0.1544,0.1544,12873.0,1921.9125,11910.0
84,10001047.SH,20171122,SSE,0.1544,0.1544,0.154,0.1956,0.154,0.1723,0.1723,6639.0,1186.4274,11878.0
83,10001047.SH,20171123,SSE,0.1723,0.1723,0.1679,0.1856,0.1068,0.1197,0.1197,6275.0,951.8959,11523.0
82,10001047.SH,20171124,SSE,0.1197,0.1197,0.1189,0.1318,0.1126,0.1295,0.1295,8124.0,1006.0503,11045.0
81,10001047.SH,20171127,SSE,0.1295,0.1295,0.1249,0.1249,0.1051,0.1193,0.1193,6776.0,776.3765,11290.0
80,10001047.SH,20171128,SSE,0.1171,0.1193,0.1173,0.1179,0.1047,0.1095,0.1095,3467.0,394.303414,11063.0
79,10001047.SH,20171129,SSE,0.1095,0.1095,0.1099,0.1179,0.0905,0.1071,0.1071,3212.0,337.898069,10850.0
78,10001047.SH,20171130,SSE,0.1071,0.1071,0.1054,0.112,0.094,0.095,0.095,2015.0,214.307066,10675.0
77,10001047.SH,20171201,SSE,0.095,0.095,0.0912,0.1007,0.0863,0.0865,0.0865,3188.0,300.173237,9021.0
76,10001047.SH,20171204,SSE,0.0865,0.0865,0.0843,0.0969,0.081,0.0836,0.0836,1497.0,136.198709,8716.0
75,10001047.SH,20171205,SSE,0.0836,0.0836,0.0835,0.1118,0.0787,0.1058,0.1058,3090.0,288.411904,8192.0
74,10001047.SH,20171206,SSE,0.1058,0.1058,0.1013,0.1069,0.0873,0.0908,0.0908,2031.0,200.095936,8266.0
73,10001047.SH,20171207,SSE,0.0908,0.0908,0.0913,0.0937,0.0715,0.0745,0.0757,839.0,68.854776,8354.0
72,10001047.SH,20171208,SSE,0.0757,0.0745,0.0762,0.0877,0.0718,0.0845,0.0847,496.0,40.055059,8262.0
71,10001047.SH,20171211,SSE,0.0847,0.0845,0.0812,0.098,0.0812,0.0974,0.0974,1643.0,151.810073,8365.0
70,10001047.SH,20171212,SSE,0.0974,0.0974,0.0969,0.1,0.078,0.078,0.078,1126.0,103.395574,8673.0
69,10001047.SH,20171213,SSE,0.078,0.078,0.0774,0.0934,0.0742,0.0892,0.0892,1232.0,104.846223,8518.0
68,10001047.SH,20171214,SSE,0.0892,0.0892,0.087,0.0931,0.0753,0.0768,0.0768,780.0,64.392829,8513.0
67,10001047.SH,20171215,SSE,0.0768,0.0768,0.072,0.0765,0.0628,0.0628,0.0628,1552.0,108.744023,8860.0
