time,normper,normcjl,normcje,normjc,normccl
221125,-0.534980633,0.306292833,0.171492339,0.702857786,2.472714234
221202,0.287274234,0.206016505,0.103020852,0.698431531,1.944962798
221209,0.07007533,0.17170058,0.086493252,0.747398232,1.19238145
221216,-0.683245796,-0.008149387,-0.050449721,0.347310318,-1.272831215
221223,-1.269077835,0.008374778,-0.064616236,0.954629847,1.087597706
221230,0.424094092,-0.232179404,-0.227531153,0.677724768,0.874699405
230106,0.656588325,-0.319928417,-0.279475039,0.740960384,0.684569268
230113,0.237407272,-0.208363467,-0.196837038,0.902751531,0.273419121
230120,0.790160544,-0.273725168,-0.23461441,0.507899767,-1.272831215
230203,0.298771921,-0.161792739,-0.137809894,0.592364134,0.245700364
230210,-0.035158627,-0.102385022,-0.097671436,0.637854672,-0.010589768
230217,-0.396013143,-0.200662925,-0.166142923,0.588368487,2.233967907
230224,0.356600835,0.006797509,-0.017394521,0.580379697,1.907069091
230303,0.195895122,-0.079006756,-0.076421665,0.376664302,1.605584838
230310,-0.715407891,0.017186014,-0.012672349,0.574679141,1.038319917
230316,-0.234809808,-0.110246594,-0.114199037,0.775803375,-0.703284914
