time,normper,normcjl,normcje,normjc,normccl,y1,y2,y3,y4
150902,-3.764180698,0.488446769,0.218714054,-8.73415633,-0.942145309,0.9616930842839195,-8.635539632130776,-0.4825441961179513,-3.9826160686825594
150911,5.031602314,-0.7891412,-0.596833797,-0.319336804,-1.069628775,-1.6899947824632913,2.0841734668186414,4.250367893870913,-1.5080930898375013
150918,-2.334774618,-0.82521194,-0.626575454,-1.991228311,-1.104670759,-1.0184309876218116,-3.103415470162371,-1.0120018551610606,-0.09778383099515375
150925,-0.081699378,-0.773661666,-0.589592195,-3.419434186,-1.068100251,-1.0650774566339982,-2.8713020507834806,0.9824249888499418,-1.8545911838808453
150930,0.587130771,-0.865977327,-0.654098218,-1.979286435,-1.072161106,-1.306444487798049,-1.4909955736915592,1.179175527636338,-1.12531603330415
151009,2.137511376,-0.908666817,-0.680155169,-0.193312453,-1.069765658,-1.5819173110341365,0.6100494924436649,1.9890537226136376,-0.4551522658494426
151016,2.39538433,-0.84119108,-0.625185616,-0.24974846,-1.272831215,-1.5860492824218426,0.6129763638562816,2.330792020344461,-0.44140363042526903
151023,-0.276505293,-0.77098196,-0.572057534,-2.283553933,-1.043666681,-1.088328099345822,-2.1689899192367332,0.5980267690456181,-1.0254586565118275
151030,-0.350284301,-0.767265881,-0.566658457,-3.171511316,-1.005179815,-1.0153920493235808,-2.8162709359666667,0.6997202079391661,-1.6259977671395418
151106,1.851902542,-0.766592858,-0.563503268,-1.317347216,-1.010951704,-1.3051706525795128,-0.3201671229706827,2.008615150852746,-1.118470068641514
151113,0.666697908,-0.81367145,-0.591530782,-0.642154267,-1.042389109,-1.299594107269471,-0.5002427730443649,0.9770302249164663,-0.24254323945051892
151120,-0.119021028,-0.830141938,-0.603265338,-3.953803119,-0.978761445,-1.0508805445219225,-3.2246275248705643,1.001077098159413,-2.2678904842947696
151127,-1.218529916,-0.785561377,-0.566812014,-2.950620397,-0.941438082,-0.9439177527576158,-3.1032048376368175,-0.04276042000720148,-1.2171108073687953
151204,0.842044184,-0.758413355,-0.550280938,-1.853452353,-0.920974111,-1.1453911241467738,-1.205746007153144,1.3014931021368468,-1.1862815011848333
151211,-0.226009756,-0.789537582,-0.574397481,-0.193942093,-0.953689088,-1.190171490292199,-0.6315077665686901,0.165821993128326,0.3222745242573998
151218,0.978418801,-0.827569586,-0.602743391,-2.052422292,-1.022198903,-1.2604946676300566,-1.312026938381053,1.480555984160525,-1.3254189235213718
151225,0.488575426,-0.816631927,-0.591573839,-1.859079055,-0.977620755,-1.199352865639177,-1.422971321413191,1.0483706901386975,-1.0486779626904168
151231,-0.762891505,-0.833870404,-0.608242071,-2.764916706,-0.946936206,-1.0548027674849867,-2.7236712900603957,0.2541610150159909,-1.2578523907233539
160108,-3.547296081,-0.812738302,-0.60335913,-1.537464541,-0.945065475,-0.8624008627737747,-3.3725763757993263,-2.1070708517193344,0.538188440408621
160115,-2.090075551,-0.777753482,-0.590850054,1.213299154,-1.272831215,-1.2121786708915172,-0.797812927469579,-1.3586335499284528,2.112254195178847
160122,-0.718026954,-0.716202826,-0.556198835,-1.915242176,-0.898000623,-0.9750894905451633,-2.086147952244812,0.11774654216127456,-0.7019343542423633
160129,-2.019387037,-0.714509946,-0.565435369,-1.145583225,-0.879293314,-0.9029689539370943,-2.242560810738102,-1.0386695173641671,0.25684187281940907
160205,1.194281983,-0.749313091,-0.585351067,0.007650302,-0.950837364,-1.302833297320355,0.28270508576334785,1.2067836026454082,-0.02954320425431521
160219,0.571704489,-0.788666367,-0.604319937,-2.051751344,-0.819521181,-1.133888566833569,-1.4412599958387415,1.0624557171172972,-1.3037123976204577
160226,-1.613327491,-0.688885517,-0.541009855,-2.294859911,-0.791825238,-0.8141517728825697,-2.79271332619079,-0.5397455004589401,-0.7101446821334373
160304,-0.006532267,-0.623850005,-0.510962699,-1.524068109,-0.832205649,-0.9442588276087549,-1.4003368816517456,0.5661465148822847,-0.7017212236286541
160311,-0.245338442,-0.654420948,-0.525267395,-0.600517926,-0.859513757,-1.0124087208139287,-0.8915005657112082,0.2079331378826867,0.019341584993631478
160318,1.811516589,-0.695252399,-0.546652951,-1.2749861,-0.781581846,-1.1698003030826782,-0.21115212324848476,1.8543350809357135,-1.2035366342601546
160325,0.493656408,-0.677621668,-0.526844843,-1.492395849,-0.755847889,-1.0109274941816926,-1.0697046541815058,0.8876256360450413,-0.9073004040930499
160401,0.615992846,-0.639416247,-0.499981256,-0.609856123,-0.796502066,-1.0390879338525578,-0.4041256551132891,0.8378981395380465,-0.31489103125387696
160408,0.554994866,-0.73038999,-0.555815145,-0.084289629,-0.83359729,-1.172235653079401,-0.07858754753289947,0.6828185375891074,0.06528070335321462
160415,0.614421408,-0.705430326,-0.534715327,-1.526423938,-0.82992427,-1.0676632334155591,-1.0604502286391357,1.0223268279049045,-0.9317562326818623
160422,-1.405714358,-0.666940005,-0.518195936,-1.420906068,-0.754912524,-0.837492232047492,-2.051144767770133,-0.5689721431457002,-0.20229107401527335
160429,0.10121599,-0.682989338,-0.533141045,-1.163966705,-0.741908663,-0.9979312222240706,-1.0450247824150942,0.5134741758768979,-0.5589638884991677
160506,0.10040408,-0.736839452,-0.563573434,-0.323967097,-0.743802208,-1.100085487553195,-0.4525161452526416,0.332250542208435,0.002224515098830926
160513,-1.217351338,-0.681354263,-0.537093351,-0.091409692,-0.852829316,-0.97963730193022,-1.056943571057641,-0.6431782862019771,0.6912345516962074
160520,-0.406384633,-0.71638863,-0.56020239,-1.530832669,-0.682387481,-0.9550390079395729,-1.5488427245431307,0.1570108738566437,-0.6787748860723228
160527,0.329807819,-0.665391639,-0.529428285,-0.765850327,-0.645588836,-0.9933846987275645,-0.5980969533551013,0.5571919815309021,-0.42240872053873435
160603,1.688944435,-0.657257555,-0.515667792,0.235398411,-0.712866706,-1.1724002716630892,0.8119610053959776,1.4328293388025366,-0.16481483196375118
160608,-0.013001353,-0.816285093,-0.61918218,0.246982282,-0.785916466,-1.224861130809121,-0.12603829926825633,0.1324577468312407,0.4355729061853088
160617,-0.843899128,-0.693918739,-0.539699031,-1.325174528,-0.804509706,-0.9396863474809911,-1.6991025067947736,-0.14141656050362528,-0.3078658816095139
160624,-0.105978093,-0.649804752,-0.51059576,-0.861366563,-0.726554981,-0.9542080092809646,-0.940232030425917,0.2961541566069157,-0.2829316667092331
160701,1.033026267,-0.690718782,-0.532720669,-0.299551342,-0.725437105,-1.1246861768540748,0.07606940413922814,1.0396300567040475,-0.3023013557547213
160708,0.93022804,-0.703774607,-0.535389535,0.162166168,-0.798281541,-1.1751058828657754,0.31228618487539056,0.9074538816430208,0.08938571611512794
160715,0.668897921,-0.745675462,-0.561116169,0.583228724,-1.272831215,-1.3754765157586408,0.25436690576443666,0.877431172399765,0.7429246459728475
160722,-0.69005536,-0.70904731,-0.536431003,-0.882711729,-0.779574232,-0.9768056838223215,-1.2932431249228427,-0.12774121918807257,-0.07569503334203509
160729,-0.750189049,-0.697110438,-0.530045855,-0.651971892,-0.775216798,-0.9704105969326501,-1.1624474258196182,-0.21909074576377774,0.10192388945720032
160805,0.150794855,-0.746587966,-0.568782991,-0.103633216,-0.786053349,-1.1401342041967166,-0.28881862528147517,0.34764677932900934,0.15824328600007054
160812,0.479722992,-0.734622191,-0.556396567,0.114120769,-0.8423806,-1.1825539751012113,0.016158693567762394,0.5901242418140048,0.23096039569049825
160819,0.513404144,-0.765944609,-0.574344224,-0.828001912,-0.728813547,-1.130353535964101,-0.5744109847598551,0.7328350111949582,-0.49720557492250067
160826,-0.489461316,-0.741484551,-0.559267471,-1.048046634,-0.698151811,-0.9954230579585752,-1.2613259754628692,0.0032654990595533534,-0.3144966957288208
160902,-0.100294726,-0.753318198,-0.567743303,-0.477494065,-0.700547259,-1.0741697364534593,-0.6491910214589669,0.1831886827387772,-0.06179992039764404
160909,0.706036236,-0.750770619,-0.563657415,0.272325598,-0.842631552,-1.2263842124361468,0.250988006187457,0.7271533209119163,0.2576785727323889
160914,-0.753908119,-0.852876084,-0.639902266,0.496329666,-1.134648081,-1.3265380914837208,-0.508582448999584,-0.2963255207084038,1.062992771343551
160923,0.073872971,-0.796899547,-0.600443904,-0.302616925,-0.809779692,-1.1851606060827797,-0.477800305447277,0.328511454893179,0.051972031027921306
160930,0.075287265,-0.789962866,-0.595442367,0.47971118,-0.833756987,-1.2274094550792036,0.061507294563298176,0.18856010059137734,0.6000365520969605
161014,0.618323813,-0.808807516,-0.605645752,0.567261158,-0.894213534,-1.318214818040952,0.39166391516843124,0.6131802003730871,0.5050967446675322
161021,-0.23446933,-0.799323256,-0.598200105,-0.386451652,-0.845597344,-1.1658693284544017,-0.720478281017994,0.1308513859776425,0.12296119440114262
161028,0.073218205,-0.806016328,-0.603108513,0.03721959,-0.826547829,-1.2168328240236737,-0.24649244244322482,0.2676767156910815,0.2920823490280916
161104,-0.007108461,-0.805025373,-0.602923105,0.060278428,-0.863688681,-1.2224862292300216,-0.29073920278962034,0.22278835451667045,0.35800697678688026
161111,0.565497309,-0.79446758,-0.594530413,0.336999497,-0.947187157,-1.301586639475445,0.1760263802112176,0.652882310233201,0.4023765237706903
161118,-0.222788309,-0.832912482,-0.620984669,-0.597322159,-0.723520747,-1.1531599305342264,-0.8047200276372779,0.10447116399719246,-0.10643589324427283
161125,0.207654715,-0.810013177,-0.60445241,-0.503329326,-0.697923673,-1.1607981534635032,-0.4950670692076415,0.4056276927983361,-0.200399999572904
161202,-0.532282998,-0.81181754,-0.605651026,-0.502788562,-0.759931558,-1.1191584629369675,-0.9243671526933295,-0.12344604144439236,0.09178805672503809
161209,-0.030653838,-0.829373949,-0.62019107,-0.126519309,-0.898434085,-1.2494470368029338,-0.4487607573302852,0.2545148884171446,0.2539344020355178
161216,-1.089410105,-0.81161522,-0.61099493,-0.830118653,-0.850296985,-1.0862327965340761,-1.4974288153218365,-0.43284345914514694,0.1144021847010861
161223,0.031025098,-0.839064657,-0.631326521,-0.305285696,-0.82577216,-1.2351920407033599,-0.5070030228409457,0.29291456526521176,0.063864989559002
161230,0.052187128,-0.850332634,-0.639316455,-0.065309056,-0.828692325,-1.2637620017228208,-0.3273242483109951,0.2594061611294026,0.21882389544814687
170106,0.502718366,-0.873760448,-0.654670586,0.190161982,-0.855361647,-1.3510566101737367,0.08641618037070162,0.5594869339274886,0.24805167009912946
170113,-0.66265996,-0.842297646,-0.63213562,0.394942633,-0.899164127,-1.2397600651365321,-0.4245272508168401,-0.3345894330570881,0.8230300640505648
170120,-0.492211332,-0.80874971,-0.612575947,0.107776804,-0.883856073,-1.198544265722798,-0.5290477014696309,-0.1473193276910949,0.5671678793808895
170126,0.41364403,-0.87968553,-0.660938012,0.161505234,-0.89286752,-1.3621669115486896,0.001530942843893407,0.5161150997077721,0.2799754777205992
170203,-0.076487443,-0.950625478,-0.71066012,0.071553111,-0.885202086,-1.3928433608706425,-0.31917124005855824,0.13653293184325296,0.3653676646575823
170210,0.561935384,-0.836541852,-0.629180289,0.061338676,-0.983643596,-1.349360407016773,-0.03270886962800043,0.7122559581331169,0.2265753599278586
170217,-0.343343784,-0.842396741,-0.632306931,-0.580250533,-0.767596992,-1.1718718815805391,-0.8770716488108667,0.030029553611336635,-0.03000025466612155
170224,0.821720254,-0.778504956,-0.585243634,-0.22227964,-0.71403021,-1.200471334423849,0.026523495291565793,0.8339845979675758,-0.2036919205855801
170303,-0.048018227,-0.765791837,-0.575122432,-0.150597087,-0.726920002,-1.118202858063058,-0.40216024815157786,0.1690323003683108,0.1557593626236758
170310,0.021517899,-0.786333496,-0.589133113,0.128829055,-0.848768461,-1.2021523130634921,-0.22167420785703518,0.22809372104641853,0.3905478955442999
170317,-0.006296551,-0.774995326,-0.579813688,-0.318425516,-0.748661545,-1.1291333992453103,-0.5067813092500814,0.24420536742340107,0.03841854146288015
170324,0.373100933,-0.754532117,-0.565596378,0.36292864,-0.736159587,-1.1715126828117064,0.1823178802982458,0.3955451015548631,0.368874183530314
170331,-0.550721202,-0.756563574,-0.567051787,0.329970813,-0.778456357,-1.1060529706079887,-0.3614221133963518,-0.27780039098446363,0.6896060865890933
170407,0.75097936,-0.851013916,-0.635462609,0.313971953,-0.814867168,-1.3380487977228874,0.324652889699979,0.7083966190956748,0.22865239843842505
170414,-0.164540345,-0.769962103,-0.573905317,0.48125336,-0.856502337,-1.1866283232764017,-0.07995211476241704,0.025979813534236784,0.7039200789152362
170421,-1.058609922,-0.758896445,-0.570168389,0.0913223,-0.852487109,-1.0770892257555922,-0.8381458724658142,-0.5763304683701529,0.7459455365956794
170428,-0.359922454,-0.747029766,-0.567561803,0.204612404,-0.850182917,-1.1331088140391714,-0.37854852236637876,-0.06661896129125143,0.5827957782066558
170505,-0.491661329,-0.81032285,-0.61201691,0.199349967,-0.846623965,-1.1920641033306514,-0.4475438616175933,-0.18598906409245908,0.6067543535708924
170512,-1.096062525,-0.702238627,-0.543501375,0.140511815,-0.910274443,-1.0397094750111948,-0.8531817739090413,-0.569322992681205,0.8385213348967526
170519,0.408091616,-0.766663051,-0.586304932,-0.169851798,-0.681817136,-1.1497246468456181,-0.14676262974277746,0.4920346109669635,-0.044061104077766255
170526,-0.46101829,-0.650234166,-0.512623402,0.318881392,-0.663497662,-0.9682588202469671,-0.27468427625671554,-0.2455648474488279,0.6038527878484219
170602,-0.288736318,-0.787208839,-0.604084118,0.356639753,-0.667741027,-1.1388274685360473,-0.14689373580443793,-0.15794395071102107,0.5398468474893099
170609,0.937875704,-0.678170822,-0.528327794,0.537436509,-0.794038176,-1.1727348766976862,0.581113919412668,0.8406496377942074,0.3436062594668552
170616,-0.014782316,-0.726426173,-0.558488761,-0.095026052,-0.780213018,-1.1040401818705816,-0.3711974458157573,0.2215743678560218,0.2217776553119082
170623,-0.052549206,-0.694901436,-0.535830169,-0.116482625,-0.749117821,-1.05336197276255,-0.3950520691733664,0.1890119586198417,0.20931456033845136
170630,0.716276773,-0.722689449,-0.552896529,0.085779466,-0.790867059,-1.1742802361189928,0.1474916579105795,0.7493656137443772,0.10104255741984754
170707,0.333788795,-0.755052368,-0.573411762,0.062556647,-0.816121926,-1.1834890414371753,-0.08573917090998699,0.46826952344826567,0.2246511929835547
170714,-0.403267948,-0.721640689,-0.550621091,0.156077563,-0.879430197,-1.1080888445384078,-0.45121951458674214,-0.06652357507322294,0.5884661783098941
170721,-0.225381181,-0.734985541,-0.564085554,-0.46440682,-0.898570968,-1.1140212538052987,-0.7981569497173271,0.19870692948050633,0.11241827362805001
170728,0.601483237,-0.721574625,-0.55131598,0.219622366,-0.845802669,-1.1877587390540718,0.15423932762510734,0.6663585307267752,0.2652687213299927
170804,0.001482066,-0.74471754,-0.563469428,0.098804123,-0.848996599,-1.154002777692551,-0.25652311601483746,0.23010081185111225,0.3867201078016306
170811,-0.338969949,-0.743008143,-0.561903886,0.323181218,-0.881757204,-1.1452303258423078,-0.29863108424144413,-0.05497307177139715,0.6769166496053631
170818,0.544387661,-0.761617441,-0.574427667,-0.16707913,-0.703535866,-1.1575861397562215,-0.08165304422335207,0.610708568254734,-0.07300648256642434
170825,0.152052005,-0.746600353,-0.563053919,0.356475771,-0.685786736,-1.1285799590464123,0.08021812815632964,0.20217039549526652,0.41150837368939586
170901,0.792570082,-0.756109386,-0.566696937,0.624678552,-0.721741271,-1.218963726844988,0.6006921786108541,0.6538908420558377,0.3934356313167999
170908,0.122168495,-0.769495529,-0.573690249,0.335795295,-0.799513486,-1.184465991514804,-0.0007632611336675366,0.24158552974092162,0.4718854727166778
170915,0.344396001,-0.769152824,-0.571316303,0.688028079,-1.272831215,-1.3756151056337764,0.15307494965772267,0.6043290357374129,0.9214690262748704
170922,-0.393184555,-0.742000673,-0.551604074,0.100124739,-0.801612355,-1.0948988040930985,-0.44939573054039983,-0.09366553853611755,0.4976423869451848
170929,0.224311957,-0.774322302,-0.578001172,0.535125743,-0.827688518,-1.219340116785766,0.18247796456491042,0.29352715884986835,0.5879761332835975
171013,0.566204456,-0.778191154,-0.577746199,0.750959515,-0.875871246,-1.2787331713335452,0.49806402813167305,0.5369228196477485,0.6458711951194183
171020,-0.643462227,-0.782282969,-0.582587898,0.305234606,-1.272831215,-1.2858152758051284,-0.6512277948873753,-0.07501909167823727,0.9974931746406469
171027,0.198095135,-0.754168767,-0.561760459,0.23034502,-0.866540405,-1.1890975855989696,-0.06520571549179466,0.3624327837370255,0.41851375111155076
171103,-0.901937566,-0.746682932,-0.559057983,-0.214949281,-0.859331247,-1.0608215630960554,-0.9725480573824938,-0.38797088576041905,0.4912831623845825
171110,1.086114676,-0.771849045,-0.576411949,0.327861583,-0.925468428,-1.3118698951126742,0.4602746271601763,1.0457685938136732,0.20983120417995293
171117,-1.201165528,-0.780470349,-0.582299191,0.118501961,-0.726942816,-1.0476982349423012,-0.8382788843994216,-0.7655973787042789,0.7329787513695436
171124,-0.538699702,-0.722619256,-0.544912299,-0.04031248,-0.719140499,-1.0303225555328805,-0.5906723564036312,-0.21828686465998146,0.4057358677343171
171201,0.069944376,-0.738685105,-0.559144109,0.130197239,-0.739193822,-1.1188237830840109,-0.148037282358476,0.21654883260012872,0.31969212811519576
171208,-0.451642044,-0.725715989,-0.55220971,0.23364218,-0.821118146,-1.0928272569480046,-0.3963721552186043,-0.15216352671312433,0.6219335662484432
171215,0.211635691,-0.791870453,-0.59692661,0.571400758,-1.272831215,-1.3899165582189785,0.0014172155062510683,0.5177978063599311,0.8801941919483668
171222,0.027122694,-0.768042129,-0.580988752,0.602395811,-0.831201842,-1.204790068504169,0.12122247479302228,0.13204644704441104,0.7037902435060162
171229,0.180311696,-0.780338221,-0.58976635,0.973720576,-0.842061207,-1.2556645461508054,0.4613971999765678,0.17683965092379406,0.907187042070231
180105,0.581264069,-0.836863912,-0.627220155,0.392486662,-0.863004267,-1.3284159279156467,0.2650081566166913,0.5940345942643573,0.37274676507786
180112,-0.034084811,-0.80540111,-0.603617605,0.621310041,-0.925810635,-1.2714604403140013,0.06091507165663157,0.12447314141414989,0.7863838330545073
180119,-0.477256481,-0.80665219,-0.606843907,0.706351474,-1.272831215,-1.3541371968865081,-0.2767092060865838,-0.0374644497812337,1.2056745346633
180126,0.473568194,-0.78300554,-0.588143071,0.765795481,-0.903658443,-1.290653765022615,0.4465122659366144,0.47588522630132246,0.7019992420856024
180202,-1.691506525,-0.765226167,-0.579868769,0.36500157,-0.917437973,-1.0690178612343524,-1.0179280420612962,-1.079499917993328,1.186677196263658
180209,-2.106392314,-0.740790883,-0.573452533,-0.038668907,-0.982411651,-1.0119122223710888,-1.5572928717285348,-1.2738287247963396,1.097935923808369
180214,1.079907497,-0.879371728,-0.665348746,0.287579655,-1.190404987,-1.5264684847702326,0.317564405150616,1.162446124174109,0.3151760566218759
180223,0.45015377,-0.89586286,-0.675126658,-0.206144337,-0.747041766,-1.3179995977349104,-0.16967435521989355,0.5308913566392894,-0.07543824285313036
180302,0.936592363,-0.760201202,-0.580510912,0.333882592,-0.767391668,-1.2424138737024255,0.4549648044034778,0.8432311844385876,0.1702611995954147
180309,0.746919812,-0.762030339,-0.579705412,0.496111858,-0.850525123,-1.2626663670853242,0.428363954065536,0.7127352753020062,0.39615952864063175
180316,-0.099168529,-0.784809903,-0.592553144,0.94761994,-1.272831215,-1.3757479692439545,0.09664760310075393,0.20800213527931882,1.2448387541483297
180323,-2.167756963,-0.734613934,-0.562347924,-0.923105064,-0.839391993,-0.9006829948258034,-2.1485344272210347,-1.2199260310550637,0.43381122440818176
180330,1.911067178,-0.722544935,-0.556608288,0.42647845,-0.813863361,-1.3057616327752695,1.0255494048137006,1.602240645409068,-0.06542504154780737
180404,-0.454994445,-0.841219983,-0.635331696,0.07663279,-0.806311996,-1.2115269643807434,-0.49327123575976606,-0.16527058742092848,0.4782892614858625
180413,0.128061387,-0.757125114,-0.57764384,0.383311195,-0.868662088,-1.2043682172360675,0.004611398706158787,0.27560647161959884,0.5443920871032021
180420,-0.431737164,-0.768694507,-0.587193265,0.938480774,-1.272831215,-1.332130597577204,-0.0910585506247199,-0.03998928783843975,1.3558919629940447
180427,-0.265217131,-0.754127477,-0.57998509,0.488498599,-0.841947138,-1.1668361663085844,-0.12276345559937185,-0.0597157659832937,0.7350710137885281
180504,0.164466364,-0.847636413,-0.642556674,0.244268447,-0.836608711,-1.2930617986071093,-0.05214148699733623,0.2869021378776694,0.39519014800243213
180511,0.48750161,-0.801755224,-0.60880014,0.619198307,-0.880981535,-1.3026856447090067,0.36324115268180135,0.49599178928901333,0.5775531467111863
180518,-0.086439883,-0.779809712,-0.594261989,0.348724817,-0.625763651,-1.1307474423652772,-0.02452023311819973,-0.022580517984626902,0.44223833994999184
180525,-0.385641653,-0.775090292,-0.590646028,0.060215839,-0.64579416,-1.0903131257181153,-0.3991987963601401,-0.17997006639404928,0.36228749681364086
180601,-1.032419291,-0.751369321,-0.580317263,0.334131694,-0.657748587,-1.0303530434569368,-0.5644759439411289,-0.7148606623114779,0.7831658265666337
180608,0.066670547,-0.768050387,-0.592626572,0.464470892,-0.769490537,-1.1881946564514676,0.07457232673645092,0.15258300023207785,0.5566258600346624
180615,-0.71328645,-0.768145353,-0.5945339,0.581617697,-1.272831215,-1.2929558212608647,-0.4942112062903423,-0.1845461389103092,1.2085507384348446
180622,-1.787783286,-0.751439514,-0.596668771,-0.018958552,-0.707619534,-0.9730430310123189,-1.2440949638793313,-1.1951342581237205,0.8297375102850484
180629,0.451175204,-0.696342449,-0.565354913,0.193322699,-0.689322874,-1.1143263524299503,0.12557143853950473,0.46983762089554737,0.2042556765478577
180706,-1.22198708,-0.655601835,-0.542746701,-0.010285044,-0.687839977,-0.9159839157162304,-0.9278148877107577,-0.7530160817647684,0.6498107925892227
180713,1.211593991,-0.69645806,-0.565608587,0.433396978,-0.819087719,-1.235656244441834,0.6484770035996966,1.0725645816748888,0.18408105299442862
180720,-0.252462294,-0.71965878,-0.57702806,0.222272361,-0.791528659,-1.1118684237806282,-0.28103100594445124,-0.020004048610462843,0.5231917579799775
180727,0.385096242,-0.732966472,-0.582245473,0.35697773,-0.796433624,-1.1882336135095506,0.15824485248220443,0.4380372242095531,0.3958329833216148
180803,-1.845690771,-0.69787017,-0.566924642,-0.046837952,-0.809186533,-0.9441212155250751,-1.3444023375046867,-1.163550298300709,0.9036875713552859
180810,0.592526041,-0.684752411,-0.564619027,0.376700603,-0.86843395,-1.1866766761135292,0.249876542334673,0.6419949630439448,0.38988123560643023
180817,-1.430333551,-0.707053014,-0.576173751,-0.215557641,-0.495040627,-0.8804634823826222,-1.0944185991600661,-0.9919753719371212,0.45324093461348514
180824,0.328314953,-0.667472643,-0.55862539,0.061581519,-0.522736569,-1.0182492460407984,0.04059492634772559,0.31504229084623675,0.060627838064779366
180831,-0.156290296,-0.712965709,-0.581270597,0.205096839,-0.540645396,-1.0354964335646486,-0.1271408884236837,-0.08325899376100954,0.32664028705562936
180907,-0.15686649,-0.679966927,-0.565292678,0.263251524,-0.564348925,-1.0136090379642637,-0.09915758357414367,-0.07435218809688016,0.387402841925149
180914,-0.559102204,-0.679595319,-0.568693152,0.402172851,-0.715330596,-1.037672292885376,-0.28797573111666397,-0.3248868286902965,0.7109704389576786
180921,0.650250192,-0.722858737,-0.592430028,0.382955693,-1.272831215,-1.3680874361417512,0.10545097938826506,0.8985599703547268,0.6088814306668355
180928,0.155063928,-0.762170724,-0.61079722,0.844688225,-0.718456085,-1.2075754684796107,0.41421104013182974,0.11179199807117096,0.7508930025690763
181012,-2.932078154,-0.662497227,-0.566806705,0.462816054,-0.755095034,-0.8361117499849857,-1.5521998065988813,-2.1178424014702024,1.595515637784251
181019,-1.0846696,-0.694542215,-0.59442315,0.140484277,-1.272831215,-1.18725299621586,-1.0073247310337934,-0.37004524547700823,1.0437766672338986
181026,0.688069463,-0.61039367,-0.550993105,0.170863459,-0.788038149,-1.0984113823956663,0.19099951900676185,0.7232762374190009,0.17874891927552433
181102,1.495579005,-0.604538781,-0.546475966,0.574094565,-0.744532249,-1.1688357331173598,0.9320973240477979,1.234618187520272,0.15031070203602445
181109,-0.379198758,-0.643206647,-0.559960626,0.600773518,-0.819658064,-1.0677580098450397,-0.09927634175319361,-0.16318033034643653,0.8526883013449831
181116,1.622708329,-0.645902869,-0.555746173,0.457042895,-0.276438878,-1.0544950919768055,1.1321914042174028,1.0869968310299123,-0.26199502076254255
181123,-1.849069363,-0.579488279,-0.522450435,0.015570245,-0.337739535,-0.6840886834151421,-1.0946580720360912,-1.4161920548858071,0.6838156175017562
181130,-0.183502362,-0.587329206,-0.534632224,-0.008046881,-0.371389878,-0.8509870655790093,-0.2210970536277311,-0.12934360525358207,0.11120623797354329
181207,0.356548454,-0.434098752,-0.451834299,0.286016196,-0.381975477,-0.7594111444711069,0.264758128488328,0.2668193768299129,0.16451224526123367
