time,val,ml,mla,theta,cc
2014-12-31,"3,533.71",1,0.996378227,0.009060974,0
2014-12-26,"3,445.84",1,0.996378227,0.009060974,0
2014-12-19,"3,383.17",1,0.996378227,0.009060974,0
2014-12-12,"3,193.23",1,0.995967967,0.008993281,0
2014-12-05,"3,124.89",1,0.99514976,0.009039622,0
2014-11-28,"2,808.82",1,0.994778866,0.008912944,0
2014-11-21,"2,583.46",1,0.994778866,0.008912944,0
2014-11-14,"2,581.09",1,0.993824925,0.008915926,0
2014-11-07,"2,502.15",0.997539394,0.993824925,0.008915926,0
2014-10-31,"2,508.33",1,0.994029976,0.009036596,0
2014-10-24,"2,390.71",0.96915707,0.994029976,0.009036596,1
2014-10-17,"2,441.73",0.989842261,0.99660022,0.004631578,0
2014-10-10,"2,466.79",1,0.997446698,0.004191516,0
2014-09-30,"2,450.99",1,0.996890134,0.004264439,0
2014-09-26,"2,437.20",0.995076878,0.995716419,0.005172318,0
2014-09-19,"2,425.21",0.99018152,0.994411521,0.007000485,0
2014-09-12,"2,438.36",0.995549266,0.99081076,0.015421554,0
2014-09-05,"2,449.26",1,0.986266173,0.020944667,0
2014-08-29,"2,338.29",0.988552713,0.982800817,0.021884812,0
2014-08-22,"2,365.36",1,0.978765399,0.024974334,0
2014-08-15,"2,360.64",1,0.974574191,0.025304806,0
2014-08-08,"2,331.13",1,0.970087548,0.025159462,0
2014-08-01,"2,329.40",1,0.965510551,0.02420071,0
2014-07-25,"2,260.45",1,0.960491649,0.022589289,0
2014-07-18,"2,164.14",0.993321231,0.955521362,0.019449476,0
2014-07-11,"2,148.01",0.985915422,0.951440417,0.015542392,0
2014-07-04,"2,178.70",0.979418102,0.950033224,0.012628608,0
2014-06-27,"2,150.26",0.946972386,0.950844142,0.014810901,0
2014-06-20,"2,136.73",0.941014222,0.951266181,0.014762623,0
2014-06-13,"2,176.24",0.958415725,0.950968372,0.015022007,0
2014-06-06,"2,134.72",0.940127698,0.949468487,0.015109112,0
2014-05-30,"2,156.46",0.949705505,0.947922728,0.016984115,0
2014-05-23,"2,148.41",0.94616029,0.947225676,0.017075697,0
2014-05-16,"2,145.95",0.945076026,0.943828987,0.020926655,0
2014-05-09,"2,133.91",0.939773177,0.942017628,0.021734046,0
2014-04-30,"2,158.66",0.940356556,0.941711161,0.021794417,0
2014-04-25,"2,167.83",0.944349891,0.938532456,0.024609779,0
2014-04-18,"2,224.48",0.96902911,0.934680033,0.027107895,0
2014-04-11,"2,270.67",0.989149124,0.930239977,0.025271606,0
2014-04-04,"2,185.47",0.952036854,0.921840011,0.020142681,0
2014-03-28,"2,151.97",0.937440511,0.917428598,0.018671174,0
2014-03-21,"2,158.80",0.940417107,0.917153543,0.018371474,0
2014-03-14,"2,122.84",0.921578587,0.916547605,0.01763977,0
2014-03-07,"2,168.36",0.941340877,0.916656034,0.017677464,0
2014-02-28,"2,178.97",0.905400021,0.918789967,0.021955998,0
2014-02-21,"2,264.29",0.923339723,0.925447357,0.028625583,0
2014-02-14,"2,295.58",0.936095571,0.930163021,0.032628041,0
2014-02-07,"2,212.48",0.902212098,0.93244354,0.034007598,0
2014-01-30,"2,202.45",0.898120815,0.935966395,0.032757854,0
2014-01-24,"2,245.68",0.915748442,0.938397531,0.030712504,0
2014-01-17,"2,178.49",0.888349528,0.941938312,0.030310584,0
2014-01-10,"2,204.85",0.899099901,0.947213197,0.025216656,0
2014-01-03,"2,290.78",0.934139846,0.953517264,0.021236968,0
2013-12-27,"2,303.48",0.933145852,0.958322779,0.022911938,0
2013-12-20,"2,278.14",0.922879731,0.960748964,0.021501615,0
2013-12-13,"2,406.64",0.966948076,0.967175653,0.020662771,0
2013-12-06,"2,452.29",0.985288694,0.96992998,0.022729239,0
2013-11-29,"2,438.94",0.979927695,0.967609144,0.022438418,0
2013-11-22,"2,397.96",0.9634618,0.962665549,0.025765947,0
2013-11-15,"2,350.73",0.944486364,0.95604576,0.034325543,0
2013-11-08,"2,307.95",0.927294446,0.950427472,0.041215541,0
2013-11-01,"2,384.96",0.958237809,0.945003015,0.048224487,0
2013-10-25,"2,368.56",0.951648156,0.936256429,0.054690663,0
2013-10-18,"2,426.05",0.974748704,0.926986951,0.06091683,0
2013-10-11,"2,468.51",0.991806025,0.918506713,0.060746435,0
2013-09-27,"2,394.97",0.962260065,0.907053609,0.058588104,0
2013-09-13,"2,488.90",1,0.897224676,0.05837775,0
2013-09-06,"2,357.78",1,0.887983669,0.048585387,0
2013-08-30,"2,313.91",0.957438665,0.881569317,0.03586926,0
2013-08-23,"2,286.93",0.92060455,0.880846543,0.034252441,0
2013-08-16,"2,304.14",0.884024331,0.88708466,0.046704634,0
2013-08-09,"2,286.01",0.877066911,0.894513368,0.05285782,0
2013-08-02,"2,247.26",0.86220096,0.902360118,0.056869327,0
2013-07-26,"2,224.01",0.853278781,0.906901575,0.055531036,0
2013-07-19,"2,190.48",0.840414422,0.910745688,0.053021503,0
2013-07-12,"2,275.37",0.872985843,0.914290662,0.049174235,0
2013-07-05,"2,226.85",0.854368779,0.91772265,0.047435836,0
2013-06-28,"2,200.64",0.844312864,0.920549911,0.04421851,0
2013-06-21,"2,317.39",0.88910792,0.925206456,0.037959576,0
2013-06-14,"2,416.77",0.923027772,0.929834902,0.036516586,0
2013-06-07,"2,484.16",0.948765386,0.929278505,0.036680234,0
2013-05-31,"2,606.43",0.995461955,0.92859332,0.036358512,0
2013-05-24,"2,597.23",0.973168827,0.925878079,0.031847626,0
2013-05-17,"2,592.05",0.971227906,0.922848908,0.028492674,0
2013-05-10,"2,540.84",0.916698446,0.925246582,0.033673478,0
2013-05-03,"2,492.91",0.89940813,0.932188378,0.039783134,0
2013-04-26,"2,447.31",0.882954117,0.935168401,0.040295712,0
2013-04-19,"2,533.83",0.914169696,0.940389829,0.038352864,0
2013-04-12,"2,462.11",0.888295917,0.943303178,0.039488283,0
2013-03-29,"2,495.08",0.900191397,0.950179085,0.035997167,0
2013-03-22,"2,618.31",0.944649271,0.957320184,0.032183941,0
2013-03-15,"2,539.87",0.916351009,0.959432002,0.034720385,0
2013-03-08,"2,606.93",0.940543164,0.968048201,0.030823527,0
2013-03-01,"2,668.84",0.962879074,0.97492446,0.030847477,0
2013-02-22,"2,596.60",0.936818768,0.978939589,0.036477701,0
2013-02-08,"2,771.73",1,1,0,0
2013-02-01,"2,743.32",1,1,#DIV/0!,#DIV/0!
