,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅,多头交易保证金,空头交易保证金,涨跌停板幅度,结算价,价差,前结算价,涨跌幅(结算价),涨跌(结算价),持仓量,持仓量变化,对应主力,成交量(单边),成交金额(单边),持仓量(单边),持仓量变化(单边),涨跌(收盘价),涨跌幅(收盘价),持买单量|【排名】第一名,持卖单量|【排名】第一名,成交量|【排名】第一名,持买单量比上交易日增减|【排名】第一名,持卖单量比上交易日增减|【排名】第一名,成交量比上交易日增减|【排名】第一名,成交量进榜会员合计,多单量进榜会员合计,空单量进榜会员合计,注册仓单数量
2015-04-17,7681,7758.2,7918.8,7480.2,7818.6,7733.0759,-60.4,-0.7725,231102,3.57E+11,0,5.6097,10,10,0,7803.4,-222.56,7818.6,-0.1944,-15.2,9144,0,IC1505.CFE,231102,3.57E+11,9144,0,-60.4,-0.7725,1242,866,19143,145,436,3326,145663,7996,6526,0
2015-04-24,7760,8327.2,8378.8,7582,7758.2,8067.4897,523.8,6.7125,611019,9.86E+11,0,10.2109,10,10,0,8307.6,-91.895,7803.4,6.4613,504.2,14603,5459,IC1505.CFE,611019,9.86E+11,14603,5459,569,7.3342,2428,1724,22560,226,943,595,175118,12092,10467,0
2015-04-30,8368,8338.8,8548,8011.6,8327.2,8283.085,31.2,0.3756,543731,9.01E+11,0,6.4567,10,10,0,8355.4,-130.873,8307.6,0.5754,47.8,16354,1751,IC1505.CFE,543731,9.01E+11,16354,1751,11.6,0.1393,2335,1668,23459,-44,-82,-5440,169220,14029,11966,0
2015-05-08,8370.2,8171.2,8527.4,7901,8338.8,8135.243,-184.2,-2.2046,554355,9.02E+11,0,7.4969,10,10,0,8103,-30.093,8355.4,-3.0208,-252.4,16258,-96,IC1505.CFE,554355,9.02E+11,16258,-96,-167.6,-2.0099,2298,2005,33790,-100,1201,7958,172438,13634,12126,0
2015-05-15,8170,8579.8,8813.6,8144,8171.2,8567.7497,476.8,5.8842,761772,1.31E+12,0,8.2636,10,10,0,8651.4,-163.085,8103,6.7679,548.4,28064,11806,IC1506.CFE,761772,1.31E+12,28064,11806,408.6,5.0005,3394,2885,56096,1211,253,22412,249368,23306,20324,0
2015-05-22,8640.6,9741.2,9867.4,8580,8579.8,9279.7847,1089.8,12.5968,1213380,2.25E+12,0,14.8808,10,10,0,9740.2,-36.971,8651.4,12.5852,1088.8,37707,9643,IC1506.CFE,1213380,2.25E+12,37707,9643,1161.4,13.5364,4175,4374,63538,-616,481,-4154,384506,29991,29013,0
2015-05-29,9610,10121,10758.8,9455.4,9741.2,10258.616,380.8,3.9096,1544458,3.17E+12,0,13.3817,10,10,0,10127,154.155,9740.2,3.9712,386.8,40059,2352,IC1506.CFE,1544458,3.17E+12,40059,2352,379.8,3.8989,5535,5403,75490,712,-1408,4432,485235,31941,32405,0
2015-06-05,10170.2,10949,11436,10030,10121,10912.5599,822,8.1169,1586725,3.46E+12,0,13.8837,10,10,0,10939.2,-195.52,10127,8.0201,812.2,33977,-6082,IC1506.CFE,1586725,3.46E+12,33977,-6082,828,8.181,4997,6786,58564,-748,-984,-22964,475554,28443,28123,0
2015-06-12,10840,11427.8,11585,10384.2,10949,10943.8992,488.6,4.4665,1461671,3.20E+12,0,10.977,10,10,0,11461.4,-118.0906,10939.2,4.7737,522.2,29351,-4626,IC1506.CFE,1461671,3.20E+12,29351,-4626,478.8,4.373,5681,5405,55051,481,-476,-16310,356804,25457,24379,0
2015-06-19,11461.4,9990,11560,9950,11427.8,10787.8584,-1471.4,-12.8379,1299605,2.80E+12,0,14.0471,10,10,0,10100.8,2.5926,11461.4,-11.8712,-1360.6,31879,2528,IC1507.CFE,1299605,2.80E+12,31879,2528,-1437.8,-12.5816,3474,4387,103641,273,-872,47898,543113,24997,26488,0
2015-06-26,9977,8629,10214.4,8629,9990,9693.0648,-1471.8,-14.5711,1350723,2.62E+12,0,15.6958,10,10,0,8631.4,-449.0648,10100.8,-14.5474,-1469.4,31210,-669,IC1507.CFE,1350723,2.62E+12,31210,-669,-1361,-13.6236,2791,3552,96255,419,-1438,-4299,419954,22736,25860,0
2015-07-03,8788,7404.8,8800,7072.4,8629,7977.1146,-1226.6,-14.2109,2116670,3.38E+12,0,20.0153,10,10,0,7424.8,49.309,8631.4,-13.9792,-1206.6,24505,-6705,IC1507.CFE,2116670,3.38E+12,24505,-6705,-1224.2,-14.187,3002,2865,77135,631,27,-8423,570851,18358,20059,0
2015-07-10,8167.2,7207.4,8167.2,5900,7404.8,7096.7833,-217.4,-2.928,538023,7.64E+11,0,30.5355,10,30,0,7207.4,-37.3842,7424.8,-2.928,-217.4,11715,-12790,IC1507.CFE,538023,7.64E+11,11715,-12790,-197.4,-2.6658,2326,1273,1930,-28,2,362,14436,9394,9666,0
2015-07-17,7500,7857.6,7970,6989,7207.4,7568.481,650.2,9.0213,493603,7.47E+11,0,13.611,10,30,0,7782.6,-137.0971,7207.4,7.9807,575.2,10762,-953,IC1508.CFE,493603,7.47E+11,10762,-953,650.2,9.0213,1526,1978,24922,-651,237,4380,170216,8535,8634,0
2015-07-24,7920,7980,8538,7402.2,7857.6,7920.4572,197.4,2.5364,884382,1.40E+12,0,14.5941,10,30,0,8157,-445.0739,7782.6,4.8107,374.4,11838,1076,IC1508.CFE,884382,1.40E+12,11838,1076,122.4,1.5577,1066,1724,25714,-55,-175,1772,243219,8618,9519,0
2015-07-31,7978.8,7399,8180,6955.2,7980,7479.8088,-758,-9.2926,841898,1.26E+12,0,15.0153,10,30,0,7358.8,-328.0608,8157,-9.7855,-798.2,10625,-1213,IC1508.CFE,841898,1.26E+12,10625,-1213,-581,-7.2807,1131,1510,27840,-81,-78,-9722,200945,8118,8413,0
2015-08-07,7335,7851.2,7966,6990,7399,7533.5653,492.4,6.6913,602405,9.08E+11,0,13.263,10,30,0,7838.6,-162.1187,7358.8,6.5201,479.8,11483,858,IC1508.CFE,602405,9.08E+11,11483,858,452.2,6.1116,1430,1414,27638,267,120,3220,183635,8746,9533,0
2015-08-14,7855,8397,8527.8,7855,7851.2,8265.3561,558.4,7.1237,555087,9.18E+11,0,8.5832,10,30,0,8414.2,-228.2423,7838.6,7.3431,575.6,10775,-708,IC1508.CFE,555087,9.18E+11,10775,-708,545.8,6.9518,1041,1106,20134,97,-166,-23,155854,7809,8553,0
2015-08-21,8406,7207.4,8761.6,7060,8397,7963.9369,-1206.8,-14.3424,596778,9.51E+11,0,20.223,10,30,0,7248.4,-405.5024,8414.2,-13.8551,-1165.8,13814,3039,IC1509.CFE,596778,9.51E+11,13814,3039,-1189.6,-14.167,1527,2347,29806,-26,19,9055,236794,9292,11785,0
2015-08-28,6953,6402.6,7044.6,5301.2,7207.4,6037.9885,-845.8,-11.6688,683297,8.25E+11,0,24.0522,15,30,0,6276.6,-440.2938,7248.4,-13.4071,-971.8,15107,1293,IC1509.CFE,683297,8.25E+11,15107,1293,-804.8,-11.1663,1687,2248,23105,-390,-282,-7756,173295,11645,12505,0
2015-09-02,6387,5377,6388,5101.8,6402.6,5652.5109,-899.6,-14.3326,353713,4.00E+11,0,20.492,30,30,0,5383.6,-745.5533,6276.6,-14.2274,-893,14495,-612,IC1509.CFE,353713,4.00E+11,14495,-612,-1025.6,-16.0185,1490,1431,19197,455,6,5923,196785,10718,11581,0
2015-09-11,5650,6420,6578,5550,5377,6162.1236,1036.4,19.2511,44293,54587788360,0,19.095,40,40,0,6397.8,-73.3191,5383.6,18.8387,1014.2,8907,-5588,IC1509.CFE,44293,54587788360,8907,-5588,1043,19.3974,633,845,861,-71,-75,85,7644,6494,6779,0
2015-09-18,6498,5830,6500,5590.2,6420,5904.7707,-567.8,-8.8749,35557,41991186600,0,14.2205,40,40,0,5803.2,-206.8814,6397.8,-9.2938,-594.6,7371,-1536,IC1510.CFE,35557,41991186600,7371,-1536,-590,-9.19,0,0,0,0,0,0,0,0,0,0
2015-09-25,5750,5787.4,6190,5713,5830,6000.4634,-15.8,-0.2723,48042,57654852520,0,8.2196,40,40,0,5785.8,-320.9764,5803.2,-0.2998,-17.4,8974,1603,IC1510.CFE,48042,57654852520,8974,1603,-42.6,-0.7307,693,904,1588,90,-184,245,13893,5961,6390,0
2015-09-30,5848,5917.8,6036.6,5770,5787.4,5905.3032,132,2.2814,25684,30334361240,0,4.6078,40,40,0,5921.2,-205.9274,5785.8,2.3402,135.4,8796,-178,IC1510.CFE,25684,30334361240,8796,-178,130.4,2.2532,754,987,1140,21,63,-59,9396,6322,6353,0
2015-10-09,6220,6406.8,6444.6,6191.8,5917.8,6288.1583,485.6,8.201,15345,19298357760,0,4.2694,40,40,0,6392.6,-63.2514,5921.2,7.9612,471.4,8901,105,IC1510.CFE,15345,19298357760,8901,105,489,8.2632,797,1037,1078,59,73,-66,9552,6502,6525,0
2015-10-16,6458.2,6979.8,7099.2,6458.2,6406.8,6718.8169,587.2,9.1856,31687,42579830000,0,10.0272,40,40,0,6978.91,-67.7599,6392.6,9.1717,586.31,0,-8901,IC1510.CFE,31687,42579830000,0,-8901,573,8.9436,0,0,537,-322,-447,-250,5070,0,0,0
2015-10-23,6797.8,6908,6920,6451,6979.8,6683.1013,-70.91,-1.0161,48691,65081377120,0,6.7202,40,40,0,6873,-230.2344,6978.91,-1.5176,-105.91,10045,10045,IC1511.CFE,48691,65081377120,10045,10045,-71.8,-1.0287,848,1502,1518,55,151,115,12844,7225,7466,0
2015-10-30,6944,6783.8,6990,6641.2,6908,6792.3685,-89.2,-1.2978,49591,67368069400,0,5.0749,40,40,0,6809.6,-301.1706,6873,-0.9225,-63.4,11732,1687,IC1511.CFE,49591,67368069400,11732,1687,-124.2,-1.7979,890,1607,1533,-28,60,185,13159,8669,8739,0
2015-11-06,6641,7293.8,7338.8,6582.6,6783.8,6904.4096,484.2,7.1105,49754,68704399440,0,11.1049,40,40,0,7279.8,-153.0471,6809.6,6.905,470.2,11479,-253,IC1511.CFE,49754,68704399440,11479,-253,510,7.5179,946,1500,1426,80,64,-144,11483,8361,9008,0
2015-11-13,7270,7468,7570,7205.2,7293.8,7409.4956,188.2,2.5852,38352,56833795360,0,5.0111,40,40,0,7473.6,-99.108,7279.8,2.6622,193.8,10101,-1378,IC1511.CFE,38352,56833795360,10101,-1378,174.2,2.3883,988,1365,1316,-22,-206,2,10360,7472,7515,0
2015-11-20,7345,7442.6,7788.2,7345,7468,7546.4616,-31,-0.4148,34363,51863812120,0,5.9302,40,40,0,7435.6,-363.6655,7473.6,-0.5085,-38,12890,2789,IC1512.CFE,34363,51863812120,12890,2789,-25.4,-0.3401,1582,1810,1309,137,112,531,11987,9149,9799,0
2015-11-27,7400.2,7092.6,7671,6931,7442.6,7451.6202,-343,-4.6129,45160,67303033200,0,9.9521,40,40,0,7085.2,-283.5243,7435.6,-4.7125,-350.4,14526,1636,IC1512.CFE,45160,67303033200,14526,1636,-350,-4.7027,1471,1986,2049,-374,-229,911,14824,10179,10780,0
2015-12-04,7092.6,7315.8,7407.6,6922,7092.6,7181.2608,230.6,3.2547,51735,74304505240,0,6.8537,40,40,0,7287.4,-195.8749,7085.2,2.8538,202.2,15423,897,IC1512.CFE,51735,74304505240,15423,897,223.2,3.1469,1394,2470,1356,2,23,-107,11244,11303,11611,0
2015-12-11,7346,7227.4,7437,7121,7315.8,7250.5295,-60,-0.8233,44197,64090330160,0,4.3363,40,40,0,7215.2,-63.3017,7287.4,-0.9908,-72.2,13989,-1434,IC1512.CFE,44197,64090330160,13989,-1434,-88.4,-1.2083,1223,2047,1275,30,-144,-20,10950,10455,10640,0
2015-12-18,7167,7487.6,7713.8,7165,7227.4,7443.6739,272.4,3.7754,34986,52084874760,0,7.6062,40,40,0,7453.8,-211.77,7215.2,3.3069,238.6,10986,-3003,IC1601.CFE,34986,52084874760,10986,-3003,260.2,3.6002,975,1933,1279,549,307,303,0,0,0,0
2015-12-25,7468.4,7595.8,7666.8,7405.8,7487.6,7548.2343,142,1.9051,37635,56815559240,0,3.5016,40,40,0,7566.4,-196.3244,7453.8,1.5106,112.6,12940,1954,IC1601.CFE,37635,56815559240,12940,1954,108.2,1.4451,996,2281,1125,-16,74,-31,8664,9001,9872,0
2015-12-31,7546,7349,7619.8,7285,7595.8,7435.146,-217.4,-2.8732,33460,49755997000,0,4.4248,40,40,0,7399,-268.689,7566.4,-2.2124,-167.4,14285,1345,IC1601.CFE,33460,49755997000,14285,1345,-246.8,-3.2492,1245,2244,1383,106,-68,129,11385,10468,11154,0
2016-01-08,7350,6399.8,7364.8,6150,7349,6716.793,-999.2,-13.5045,38578,51824088080,0,16.4184,40,40,0,6455.4,-170.6316,7399,-12.7531,-943.6,14367,82,IC1601.CFE,38578,51824088080,14367,82,-949.2,-12.916,1304,2232,1550,2,15,1258,14169,10400,10657,0
2016-01-15,6248.8,5942.8,6396.8,5723,6399.8,6070.233,-512.6,-7.9406,47051,57122106880,0,10.4378,40,40,0,5940.3,49.1185,6455.4,-7.9794,-515.1,0,-14367,IC1601.CFE,47051,57122106880,0,-14367,-457,-7.1408,0,0,941,-325,-450,-786,7777,0,0,0
2016-01-22,5555.8,5779.8,5990,5543.2,5942.8,5794.0924,-160.5,-2.7019,61958,71798074800,0,7.5215,40,40,0,5772.6,-200.8111,5940.3,-2.8231,-167.7,16430,16430,IC1602.CFE,61958,71798074800,16430,16430,-163,-2.7428,1416,1860,1779,32,226,6,16702,11794,12035,0
2016-01-29,5815.2,5329.8,5912,5112.2,5779.8,5442.3814,-442.8,-7.6707,62368,67886089080,0,13.8551,40,40,0,5370,-139.3254,5772.6,-6.9743,-402.6,17250,820,IC1602.CFE,62368,67886089080,17250,820,-450,-7.7857,1396,1771,1793,-54,81,20,17586,12317,12975,0
2016-02-05,5339,5617,5719.2,5212.6,5329.8,5510.9582,247,4.5996,53939,59451114360,0,9.4339,40,40,0,5642.4,-47.1971,5370,5.0726,272.4,14114,-3136,IC1602.CFE,53939,59451114360,14114,-3136,287.2,5.3886,1361,1546,1418,-42,-241,-128,11065,10341,10865,0
2016-02-19,5531.8,5767.8,6036.4,5461,5617,5789.1769,125.4,2.2225,44408,51417153760,0,10.1978,40,40,0,5771,-211.7164,5642.4,2.2792,128.6,19870,5756,IC1603.CFE,44408,51417153760,19870,5756,150.8,2.6847,1813,2423,1888,218,282,535,15790,13942,15122,0
2016-02-26,5815.2,5417.8,5924.8,5300,5767.8,5704.1389,-353.2,-6.1203,68574,78231123720,0,10.8265,40,40,0,5451.2,-231.1376,5771,-5.5415,-319.8,21084,1214,IC1603.CFE,68574,78231123720,21084,1214,-350,-6.0682,1884,2498,2044,-58,-12,-90,18777,15275,15561,0
2016-03-04,5399.8,5452,5736,5036,5417.8,5393.2472,0.8,0.0147,84325,90957114440,0,12.8412,40,40,0,5462.2,-169.5614,5451.2,0.2018,11,19314,-1770,IC1603.CFE,84325,90957114440,19314,-1770,34.2,0.6313,1928,1622,2554,53,-157,232,22920,13741,14079,0
2016-03-11,5567,5413.2,5717.6,5321,5452,5518.5574,-49,-0.8971,76921,84898590120,0,7.2608,40,40,0,5422.4,-95.7818,5462.2,-0.7286,-39.8,18117,-1197,IC1603.CFE,76921,84898590120,18117,-1197,-38.8,-0.7117,1753,1585,2192,-143,-61,-54,18418,13116,13000,0
2016-03-18,5560,5799.6,5847,5482.8,5413.2,5657.0803,377.2,6.9563,67032,75841080680,0,6.7166,40,40,0,5798.8,-149.663,5422.4,6.9416,376.4,21533,3416,IC1604.CFE,67032,75841080680,21533,3416,386.4,7.1381,2038,2131,2339,489,475,332,21752,14581,16699,0
2016-03-25,5870.4,5910.4,5989.8,5832.2,5799.6,5906.6006,111.6,1.9245,71302,84230487320,0,2.7178,40,40,0,5887.2,-167.0312,5798.8,1.5245,88.4,22661,1128,IC1604.CFE,71302,84230487320,22661,1128,110.8,1.9105,2174,2145,1952,-63,83,-428,17555,15887,16710,0
2016-04-01,5965.6,6028,6085.2,5720,5910.4,5934.3386,140.8,2.3916,80555,95608128800,0,6.2033,40,40,0,5985,-96.5278,5887.2,1.6612,97.8,20879,-1782,IC1604.CFE,80555,95608128800,20879,-1782,117.6,1.9897,2135,1676,2229,-94,-121,332,21079,15071,15445,0
2016-04-08,6006,6114.2,6284.4,5993.6,6028,6148.1648,129.2,2.1587,58522,71960580600,0,4.8588,40,40,0,6069.8,-54.5419,5985,1.4169,84.8,19253,-1626,IC1604.CFE,58522,71960580600,19253,-1626,86.2,1.43,1741,1997,2324,-2,5,32,19667,14092,14358,0
2016-04-15,6170,6214.6,6427.8,6140.8,6114.2,6264.5833,144.8,2.3856,64567,80897070160,0,4.7283,40,40,0,6179.2,-169.7496,6069.8,1.8024,109.4,19414,161,IC1605.CFE,64567,80897070160,19414,161,100.4,1.6421,1963,1892,1980,995,261,930,17646,13985,14516,0
2016-04-22,6152,5850,6174.2,5721.2,6214.6,5947.6778,-329.2,-5.3276,73889,87893593240,0,7.331,40,40,0,5820,-161.3201,6179.2,-5.8131,-359.2,22702,3288,IC1605.CFE,73889,87893593240,22702,3288,-364.6,-5.8668,2163,2215,2114,-41,96,81,18963,16662,16865,0
2016-04-29,5808.8,5844.8,5934.4,5686.6,5850,5825.8215,24.8,0.4261,70002,81563831920,0,4.2577,40,40,0,5863,-140.794,5820,0.7388,43,23272,570,IC1605.CFE,70002,81563831920,23272,570,-5.2,-0.0889,2281,2349,1988,21,17,-286,17048,17194,17894,0
2016-05-06,5863,5887.8,6156.4,5800.6,5844.8,6028.3253,24.8,0.423,56960,68674681800,0,6.0686,40,40,0,5932.6,-73.689,5863,1.1871,69.6,23189,-83,IC1605.CFE,56960,68674681800,23189,-83,43,0.7357,2278,2254,2625,75,-182,444,22455,17431,17734,0
2016-05-13,5830,5659.2,5837,5505.6,5887.8,5674.1595,-273.4,-4.6084,70398,79889895880,0,5.5861,40,40,0,5648.2,-55.1107,5932.6,-4.7939,-284.4,18410,-4779,IC1605.CFE,70398,79889895880,18410,-4779,-228.6,-3.8826,2040,1608,2085,-107,-136,-243,18609,13775,13621,0
2016-05-20,5641,5562.8,5827,5422.6,5659.2,5661.3662,-85.4,-1.512,61913,70102433280,0,7.1598,40,40,0,5558.4,-170.1018,5648.2,-1.5899,-89.8,25881,7471,IC1606.CFE,61913,70102433280,25881,7471,-96.4,-1.7034,2710,2370,2430,389,224,741,20358,18474,19349,0
2016-05-27,5586.6,5630.6,5685,5462.4,5562.8,5597.3494,72.2,1.2989,74264,83136311760,0,4.0047,40,40,0,5637.8,-108.9897,5558.4,1.4285,79.4,27494,1613,IC1606.CFE,74264,83136311760,27494,1613,67.8,1.2188,2814,2388,2129,-27,-58,-262,19199,19663,20444,0
2016-06-03,5589,6003.6,6019.4,5520,5630.6,5834.9521,365.8,6.4883,76234,88964347960,0,8.8581,40,40,0,5996.4,-29.003,5637.8,6.3606,358.6,24545,-2949,IC1606.CFE,76234,88964347960,24545,-2949,373,6.6245,2578,2313,2180,-135,-20,262,20491,17485,18213,0
2016-06-08,6020,5995.8,6037.4,5931.6,6003.6,5981.4005,-0.6,-0.01,37719,45122489280,0,1.7644,40,40,0,6001.6,-28.0776,5996.4,0.0867,5.2,21343,-3202,IC1606.CFE,37719,45122489280,21343,-3202,-7.8,-0.1299,2134,2163,2013,-156,-26,177,17397,15084,15924,0
2016-06-17,5910,5810.6,5977.8,5678.8,5995.8,5848.586,-191,-3.1825,67355,78786302200,0,4.982,40,40,0,5808.2,-153.6724,6001.6,-3.2225,-193.4,20528,-815,IC1607.CFE,67355,78786302200,20528,-815,-185.2,-3.0888,2304,1839,2061,339,283,656,20055,14668,15294,0
2016-06-24,5820,5787,5969.6,5653.6,5810.6,5837.6277,-21.2,-0.365,78039,91112525760,0,5.4406,40,40,0,5808.4,-116.6202,5808.2,0.0034,0.2,23945,3417,IC1607.CFE,78039,91112525760,23945,3417,-23.6,-0.4062,2641,2345,2807,252,238,539,25684,17251,17902,0
2016-07-01,5810.2,6039.8,6107,5806,5787,5998.9634,231.4,3.9839,68130,81741875400,0,5.1821,40,40,0,6047.8,-71.7385,5808.4,4.1216,239.4,23994,49,IC1607.CFE,68130,81741875400,23994,49,252.8,4.3684,2562,2671,2098,-29,137,483,18220,17649,18256,0
2016-07-08,6011,6265,6299,6011,6039.8,6203.9404,217.2,3.5914,64968,80611520120,0,4.7621,40,40,0,6277,-34.8533,6047.8,3.7898,229.2,20801,-3193,IC1607.CFE,64968,80611520120,20801,-3193,225.2,3.7286,2072,2532,1814,-155,-143,-393,16225,15286,15956,0
2016-07-15,6289.6,6439.8,6469.6,6220.2,6265,6358.575,162.8,2.5936,54820,69715416640,0,3.9732,40,40,0,6439.72,-1.2159,6277,2.5923,162.72,0,-20801,IC1607.CFE,54820,69715416640,0,-20801,174.8,2.7901,0,0,1113,-486,-557,-35,7830,0,0,0
2016-07-22,6298.6,6272.6,6378,6218.2,6439.8,6293.7011,-167.12,-2.5951,63691,80170422760,0,2.4815,40,40,0,6280.4,-118.3254,6439.72,-2.474,-159.32,21621,21621,IC1608.CFE,63691,80170422760,21621,21621,-167.2,-2.5964,2302,2199,2146,-13,15,-177,17159,15905,16943,0
2016-07-29,6256,6103,6416.4,6042.2,6272.6,6223.5101,-177.4,-2.8247,66582,82874749800,0,5.9582,40,40,0,6109.6,-99.8923,6280.4,-2.7196,-170.8,21812,191,IC1608.CFE,66582,82874749800,21812,191,-169.6,-2.7038,2417,2049,2083,0,-4,-229,15291,16468,16937,0
2016-08-05,6088,6147.2,6169.6,5960.2,6103,6086.9482,37.6,0.6154,54599,66468257200,0,3.4274,40,40,0,6145.4,-56.0872,6109.6,0.586,35.8,21337,-475,IC1608.CFE,54599,66468257200,21337,-475,44.2,0.7242,2377,2094,1535,26,-26,-10,13776,16150,16456,0
2016-08-12,6144.4,6260.4,6321.4,6088.4,6147.2,6236.354,115,1.8713,57497,71714328680,0,3.7915,40,40,0,6260.4,-38.6915,6145.4,1.8713,115,18868,-2469,IC1608.CFE,57497,71714328680,18868,-2469,113.2,1.8415,2154,2018,1978,-93,31,261,17505,14384,14718,0
2016-08-19,6285.2,6385.6,6520.2,6263,6260.4,6422.7211,125.2,1.9999,49911,64112886320,0,4.1084,40,40,0,6396.2,-113.9548,6260.4,2.1692,135.8,23846,4978,IC1609.CFE,49911,64112886320,23846,4978,125.2,1.9999,2456,2887,1646,359,341,339,14540,17700,19485,0
2016-08-26,6391.2,6279.2,6428,6188,6385.6,6313.1014,-117,-1.8292,55835,70498403080,0,3.7522,40,40,0,6292.6,-131.5335,6396.2,-1.6197,-103.6,25190,1344,IC1609.CFE,55835,70498403080,25190,1344,-106.4,-1.6662,2561,3175,1864,-8,30,-14,16579,18712,20388,0
2016-09-02,6279.2,6271,6377,6251,6279.2,6315.8263,-21.6,-0.3433,52969,66908600280,0,2.0024,40,40,0,6273.4,-85.9538,6292.6,-0.3051,-19.2,25085,-105,IC1609.CFE,52969,66908600280,25085,-105,-8.2,-0.1306,2698,3193,1768,91,31,185,15098,18541,20349,0
2016-09-09,6302.6,6445,6487.2,6251,6271,6404.5751,171.6,2.7354,53586,68639112720,0,3.7651,40,40,0,6453.2,-26.053,6273.4,2.8661,179.8,18857,-6228,IC1609.CFE,53586,68639112720,18857,-6228,174,2.7747,1874,2319,1511,-270,-243,175,13902,13799,14870,0
2016-09-14,6340,6270,6355.2,6252.6,6445,6297.7491,-183.2,-2.8389,28857,36346829240,0,1.5899,40,40,0,6278.4,-8.158,6453.2,-2.7087,-174.8,6057,-12800,IC1609.CFE,28857,36346829240,6057,-12800,-175,-2.7153,535,845,1198,-42,-555,185,10507,4600,4792,0
2016-09-23,6180.2,6298.6,6332.8,6180.2,6270,6254.867,20.2,0.3217,42414,53058785560,0,2.4306,40,40,0,6298,-71.9834,6278.4,0.3122,19.6,20297,14240,IC1610.CFE,42414,53058785560,20297,14240,28.6,0.4561,2164,2086,1356,32,34,-224,9973,15624,16013,0
2016-09-30,6288.6,6318.6,6325.2,6172,6298.6,6256.759,20.6,0.3271,44094,55177106160,0,2.4325,40,40,0,6315.4,-9.4856,6298,0.2763,17.4,19246,-1051,IC1610.CFE,44094,55177106160,19246,-1051,20,0.3175,2106,2009,1321,47,-44,-254,10407,14785,15303,0
2016-10-14,6348.8,6467,6484.4,6168,6318.6,6432.5356,151.6,2.4005,39530,50855626160,0,5.01,40,40,0,6451.8,-2.4915,6315.4,2.1598,136.4,16596,-2650,IC1610.CFE,39530,50855626160,16596,-2650,148.4,2.3486,1962,1813,1708,-63,-72,427,12324,12578,12765,0
2016-10-21,6482,6396.6,6534.4,6342.6,6467,6456.2496,-55.2,-0.8556,41827,54009110640,0,2.9728,40,40,0,6390.6,-78.6807,6451.8,-0.9486,-61.2,18727,2131,IC1611.CFE,41827,54009110640,18727,2131,-70.4,-1.0886,1873,2326,1934,308,396,752,14788,14452,14948,0
2016-10-28,6428.8,6411,6506.6,6395.4,6396.6,6458.0203,20.4,0.3192,40206,51930232920,0,1.7401,40,40,0,6418.8,-44.8349,6390.6,0.4413,28.2,19562,835,IC1611.CFE,40206,51930232920,19562,835,14.4,0.2251,2015,2673,1654,144,-21,216,12556,15136,15785,0
2016-11-04,6403.8,6419.6,6493.4,6360.4,6411,6429.4071,0.8,0.0125,40446,52008759560,0,2.072,40,40,0,6421.8,-42.9928,6418.8,0.0467,3,17934,-1628,IC1611.CFE,40446,52008759560,17934,-1628,8.6,0.1341,1862,2460,1328,-13,-63,-324,10587,13789,14375,0
2016-11-11,6438.8,6563,6573.6,6307.2,6419.6,6460.4039,141.2,2.1988,43003,55563349800,0,4.1484,40,40,0,6560,-20.8864,6421.8,2.152,138.2,14274,-3660,IC1611.CFE,43003,55563349800,14274,-3660,143.4,2.2338,1352,1976,1699,-88,-68,288,12106,10695,11211,0
2016-11-18,6552.6,6506.8,6649.6,6492,6563,6583.0277,-53.2,-0.811,33692,44359073880,0,2.4024,40,40,0,6510.6,-95.5265,6560,-0.753,-49.4,24078,9804,IC1612.CFE,33692,44359073880,24078,9804,-56.2,-0.8563,3449,3501,1848,171,453,587,11074,18660,19873,0
2016-11-25,6511.2,6564.8,6615,6449,6506.8,6544.8095,54.2,0.8325,39238,51361047120,0,2.5497,40,40,0,6563.8,-88.0177,6510.6,0.8171,53.2,25200,1122,IC1612.CFE,39238,51361047120,25200,1122,58,0.8914,3649,3691,1998,45,145,584,13089,19492,20674,0
2016-12-02,6595.8,6433,6617.8,6430.2,6564.8,6553.1033,-130.8,-1.9927,38801,50853392600,0,2.8581,40,40,0,6461,-87.9745,6563.8,-1.5662,-102.8,22482,-2718,IC1612.CFE,38801,50853392600,22482,-2718,-131.8,-2.0077,3410,3298,1590,5,-107,-78,11344,17884,18240,0
2016-12-09,6395,6456,6505,6388,6433,6468.3768,-5,-0.0774,34549,44695189920,0,1.8109,40,40,0,6471,-57.9155,6461,0.1548,10,16411,-6071,IC1612.CFE,34549,44695189920,16411,-6071,23,0.3575,1621,2552,1062,-122,-64,-893,9295,12657,13071,0
2016-12-16,6459.2,6204.4,6492.6,6148.4,6456,6253.548,-266.6,-4.1199,38850,48590067640,0,5.3191,40,40,0,6200,-114.1239,6471,-4.1879,-271,18521,2110,IC1701.CFE,38850,48590067640,18521,2110,-251.6,-3.8971,2058,2478,1571,54,163,26,10180,14406,15251,0
2016-12-23,6204,6209.8,6264,6153.2,6204.4,6207.5257,9.8,0.1581,32202,39978948440,0,1.7871,40,40,0,6195.8,-72.1966,6200,-0.0677,-4.2,19596,1075,IC1701.CFE,32202,39978948440,19596,1075,5.4,0.087,2174,2625,1207,35,52,-32,8352,15340,16093,0
