,开盘价,收盘价,最高价,最低价,前收盘价,均价,涨跌,涨跌幅,成交量,成交金额,换手率,振幅,多头交易保证金,空头交易保证金,涨跌停板幅度,结算价,价差,前结算价,涨跌幅(结算价),涨跌(结算价),持仓量,持仓量变化,对应主力,成交量(单边),成交金额(单边),持仓量(单边),持仓量变化(单边),涨跌(收盘价),涨跌幅(收盘价),持买单量|【排名】第一名,持卖单量|【排名】第一名,成交量|【排名】第一名,持买单量比上交易日增减|【排名】第一名,持卖单量比上交易日增减|【排名】第一名,成交量比上交易日增减|【排名】第一名,成交量进榜会员合计,多单量进榜会员合计,空单量进榜会员合计,注册仓单数量
2019-12-20,5086,5204.6,5282,5081,5093,5210.7024,118.8,2.3359,285982,2.98E+11,0,3.9522,12,12,0,5210,19.9248,5085.8,2.4421,124.2,78685,688,IC2001.CFE,285982,2.98E+11,78685,688,111.6,2.1912,7596,12092,11986,1383,2131,4229,83045,50905,58137,0
2019-12-27,5178,5163.6,5247.6,5068.8,5204.6,5164.548,-46.4,-0.8906,333397,3.44E+11,0,3.4319,12,12,10,5180.8,-15.5929,5210,-0.5605,-29.2,78849,164,IC2001.CFE,333397,3.44E+11,78849,164,-41,-0.7878,8264,10458,13896,410,306,1539,96314,51814,56981,0
2020-01-03,5145.8,5378,5402,5113.8,5163.6,5289.463,197.2,3.8064,259342,2.74E+11,0,5.5628,12,12,10,5385,-2.6372,5180.8,3.9415,204.2,70973,-7876,IC2001.CFE,259342,2.74E+11,70973,-7876,214.4,4.1521,6998,9840,12249,-756,-1107,-622,75403,46605,51173,0
2020-01-10,5360.2,5468,5526,5357.6,5378,5463.3467,83,1.5413,360960,3.94E+11,0,3.1272,12,12,10,5477.4,-12.2279,5385,1.7159,92.4,65628,-5345,IC2001.CFE,360960,3.94E+11,65628,-5345,90,1.6735,7245,8281,13717,920,-385,468,87375,43149,46549,0
2020-01-17,5471.8,5515,5594.6,5436,5468,5530.9435,37.6,0.6865,240218,2.66E+11,0,2.8955,12,12,20,5515.93,4.9547,5477.4,0.7034,38.53,0,-65628,IC2001.CFE,240218,2.66E+11,0,-65628,47,0.8595,0,0,4579,-1716,-930,-4753,25441,0,0,0
2020-01-23,5517,5346.4,5608,5299.8,5515,5499.1909,-169.53,-3.0735,296669,3.26E+11,0,5.5875,12,12,10,5339.2,-31.3411,5515.93,-3.204,-176.73,69629,69629,IC2002.CFE,296669,3.26E+11,69629,69629,-168.6,-3.0571,7407,8910,14926,935,647,1709,115459,47260,49764,0
2020-02-07,4805.4,5300.4,5303.6,4805.4,5346.4,5076.9468,-38.8,-0.7267,385084,3.91E+11,0,9.331,12,12,10,5276.6,-26.6369,5339.2,-1.1725,-62.6,66379,-3250,IC2002.CFE,385084,3.91E+11,66379,-3250,-46,-0.8604,5123,6578,14918,-1161,-623,-1197,107167,45919,45265,0
2020-02-14,5271,5405.6,5462.6,5256,5300.4,5363.8878,129,2.4448,366909,3.94E+11,0,3.9154,12,12,10,5390.8,-15.2025,5276.6,2.1643,114.2,63113,-3266,IC2002.CFE,366909,3.94E+11,63113,-3266,105.2,1.9848,5793,7611,13131,-3,-14,280,95820,44326,44066,0
2020-02-21,5440,5775,5796.8,5435,5405.6,5634.1125,384.2,7.127,398222,4.49E+11,0,6.7114,12,12,10,5752.2,-9.0321,5390.8,6.704,361.4,121546,58433,IC2003.CFE,398222,4.49E+11,121546,58433,369.4,6.8337,9649,15740,18448,851,2349,5082,145247,81916,85210,0
2020-02-28,5759,5383,5868,5368,5775,5693.4049,-369.2,-6.4184,730528,8.32E+11,0,8.6923,12,12,10,5418.6,-68.2897,5752.2,-5.7995,-333.6,126883,5337,IC2003.CFE,730528,8.32E+11,126883,5337,-392,-6.7879,11084,17038,29084,1121,-49,5485,212382,84561,90506,0
2020-03-06,5463,5681,5788,5463,5383,5657.93,262.4,4.8426,633171,7.16E+11,0,5.9979,12,12,10,5700.4,-82.8602,5418.6,5.2006,281.8,111369,-15514,IC2003.CFE,633171,7.16E+11,111369,-15514,298,5.5359,9390,15204,18963,539,948,-2770,143684,74715,80880,0
2020-03-13,5582,5447,5662,5180,5681,5483.9579,-253.4,-4.4453,671067,7.36E+11,0,8.4555,12,12,10,5419.6,-10.2006,5700.4,-4.926,-280.8,104696,-6673,IC2003.CFE,671067,7.36E+11,104696,-6673,-234,-4.119,8018,13168,24602,205,-801,4683,194201,69020,73584,0
2020-03-20,5419,5166.8,5443,5001,5447,5190.8919,-252.8,-4.6646,584185,6.06E+11,0,8.1556,12,12,10,5145.4,-52.4809,5419.6,-5.0594,-274.2,98494,-6202,IC2004.CFE,584185,6.06E+11,98494,-6202,-280.2,-5.1441,8840,11770,18769,1416,2245,3025,157410,65502,71367,0
2020-03-27,5007,5053.6,5181.8,4924.6,5166.8,5076.3329,-91.8,-1.7841,608946,6.18E+11,0,4.9986,12,12,10,5087.8,-83.7371,5145.4,-1.1194,-57.6,102434,3940,IC2004.CFE,608946,6.18E+11,102434,3940,-113.2,-2.1909,8264,12777,21106,-355,173,1159,159766,66912,74875,0
2020-04-03,5001.2,5061.6,5133.6,4909,5053.6,5012.1435,-26.2,-0.515,559910,5.61E+11,0,4.4145,12,12,10,5053.6,-45.4393,5087.8,-0.6722,-34.2,96374,-6060,IC2004.CFE,559910,5.61E+11,96374,-6060,8,0.1583,8486,10784,17594,-81,-1655,-5311,135582,63320,70548,0
2020-04-10,5160,5195.8,5299,5156.2,5061.6,5227.2316,142.2,2.8138,365100,3.82E+11,0,2.8257,12,12,10,5183.6,-12.7102,5053.6,2.5724,130,92119,-4255,IC2004.CFE,365100,3.82E+11,92119,-4255,134.2,2.6513,6876,8818,17086,-592,-244,3013,129102,61031,65444,0
2020-04-17,5160,5251.8,5335,5117.8,5195.8,5242.4246,68.2,1.3157,394026,4.13E+11,0,4.1901,12,12,10,5251.6,-66.6547,5183.6,1.3118,68,85073,-7046,IC2005.CFE,394026,4.13E+11,85073,-7046,56,1.0778,7237,9937,15781,1833,2606,5349,125769,56210,61174,0
2020-04-24,5280,5216.2,5332.8,5176.4,5251.8,5259.6609,-35.4,-0.6741,417194,4.39E+11,0,2.9781,12,12,10,5206.6,-57.3474,5251.6,-0.8569,-45,85546,473,IC2005.CFE,417194,4.39E+11,85546,473,-35.6,-0.6779,6881,9592,13425,27,246,-550,109557,57132,61637,0
2020-04-30,5230,5332,5349.2,5055,5216.2,5216.9187,125.4,2.4085,349789,3.65E+11,0,5.6505,12,12,10,5331.2,-21.8595,5206.6,2.3931,124.6,84353,-1193,IC2005.CFE,349789,3.65E+11,84353,-1193,115.8,2.22,7268,10374,15187,448,589,2414,116861,56743,62705,0
2020-05-08,5305,5479.8,5510,5303.8,5332,5416.7118,148.6,2.7874,239493,2.59E+11,0,3.8678,12,12,10,5479.6,-27.8965,5331.2,2.7836,148.4,77944,-6409,IC2005.CFE,239493,2.59E+11,77944,-6409,147.8,2.7719,5706,9021,14768,-608,-509,1409,111351,51733,56724,0
2020-05-15,5506.8,5404.6,5538,5403.8,5479.8,5470.6977,-75,-1.3687,361779,3.96E+11,0,2.4491,12,12,10,5425,-103.3336,5479.6,-0.9964,-54.6,122218,44274,IC2006.CFE,361779,3.96E+11,122218,44274,-75.2,-1.3723,12660,15800,17858,2400,2538,5658,127769,82473,92366,0
2020-05-22,5434.6,5267.8,5466.8,5251.8,5404.6,5390.7989,-157.2,-2.8977,454690,4.90E+11,0,3.9631,12,12,10,5280.6,-60.4268,5425,-2.6618,-144.4,122558,340,IC2006.CFE,454690,4.90E+11,122558,340,-136.8,-2.5312,11933,14049,17945,-647,379,3531,133005,82229,92094,0
2020-05-29,5266,5318.8,5355,5223.6,5267.8,5295.7476,38.2,0.7234,430364,4.56E+11,0,2.4884,12,12,10,5316.6,-87.5403,5280.6,0.6817,36,114990,-7568,IC2006.CFE,430364,4.56E+11,114990,-7568,51,0.9681,12203,13525,15003,26,7,-955,112727,78132,84770,0
2020-06-05,5386,5541,5569.6,5382,5318.8,5512.5928,224.4,4.2207,402697,4.44E+11,0,3.5286,12,12,10,5529,-44.4231,5316.6,3.995,212.4,105537,-9453,IC2006.CFE,402697,4.44E+11,105537,-9453,222.2,4.1776,12358,12569,14464,592,746,2466,103004,72681,79041,0
2020-06-12,5572,5578.2,5646.6,5480,5541,5555.4146,49.2,0.8899,436977,4.86E+11,0,3.0132,12,12,10,5586.8,-13.2871,5529,1.0454,57.8,88231,-17306,IC2006.CFE,436977,4.86E+11,88231,-17306,37.2,0.6714,10337,10973,17961,-1197,-236,589,131894,60690,64515,0
2020-06-19,5572.2,5713.8,5743.8,5556.2,5578.2,5660.7921,127,2.2732,377391,4.27E+11,0,3.3579,12,12,10,5722.8,-73.3482,5586.8,2.4343,136,92644,4413,IC2007.CFE,377391,4.27E+11,92644,4413,135.6,2.4309,8145,12163,16715,1991,3610,7457,115665,61773,68748,0
2020-06-24,5729.2,5744.2,5764,5677.6,5713.8,5727.5773,21.4,0.3739,218159,2.50E+11,0,1.5098,12,12,10,5730.4,-44.8893,5722.8,0.1328,7.6,85670,-6974,IC2007.CFE,218159,2.50E+11,85670,-6974,30.4,0.532,6952,10436,11788,-863,-621,-1202,91643,58381,64241,0
2020-07-03,5729.4,6034.8,6042.8,5668.8,5744.2,5853.0974,304.4,5.312,444244,5.20E+11,0,6.5266,12,12,10,6019,-16.7099,5730.4,5.0363,288.6,83464,-2206,IC2007.CFE,444244,5.20E+11,83464,-2206,290.6,5.059,7235,10640,17262,-975,-1015,-1545,122289,54435,61892,0
2020-07-10,6088,6689.2,6765.6,6085,6034.8,6500.7705,670.2,11.1347,531060,6.90E+11,0,11.3075,12,12,10,6694.2,12.7627,6019,11.2178,675.2,81989,-1475,IC2007.CFE,531060,6.90E+11,81989,-1475,654.4,10.8438,7272,8338,17371,-722,-950,-1488,141314,52137,57930,0
2020-07-17,6738.8,6301,6909.2,6251,6689.2,6638.4796,-393.2,-5.8737,539188,7.16E+11,0,9.8324,12,12,10,6314.6,-43.5912,6694.2,-5.6706,-379.6,93207,11218,IC2008.CFE,539188,7.16E+11,93207,11218,-388.2,-5.8034,7478,10027,18198,376,1613,2912,160115,59112,65771,0
2020-07-24,6383.2,6204,6678.8,6171,6301,6454.9232,-110.6,-1.7515,600974,7.76E+11,0,8.0417,12,12,10,6219.6,-79.9831,6314.6,-1.5045,-95,99535,6328,IC2008.CFE,600974,7.76E+11,99535,6328,-97,-1.5394,8343,11789,21397,986,1849,1137,180232,65348,71394,0
2020-07-31,6250,6516,6606,6162.2,6204,6379.3223,296.4,4.7656,559011,7.13E+11,0,7.1355,12,12,10,6497.8,-63.6696,6219.6,4.473,278.2,103706,4171,IC2008.CFE,559011,7.13E+11,103706,4171,312,5.029,7943,11643,21567,787,1191,4623,177769,69346,75676,0
2020-08-07,6599,6622.2,6736,6464,6516,6629.3266,124.4,1.9145,556796,7.38E+11,0,4.186,12,12,10,6611.6,-66.6822,6497.8,1.7514,113.8,95135,-8571,IC2008.CFE,556796,7.38E+11,95135,-8571,106.2,1.6298,8122,10231,20983,-188,-125,-495,165740,65412,72204,0
2020-08-14,6612,6630.4,6716.6,6317,6622.2,6538.3322,18.8,0.2843,530104,6.93E+11,0,6.0439,12,12,10,6577.8,6.8367,6611.6,-0.5112,-33.8,86776,-8359,IC2008.CFE,530104,6.93E+11,86776,-8359,8.2,0.1238,8301,9879,21956,899,1330,3807,151261,61716,63752,0
2020-08-21,6657,6522.2,6795,6468.4,6630.4,6647.2947,-55.6,-0.8453,412805,5.49E+11,0,4.9652,12,12,10,6511,-121.7444,6577.8,-1.0155,-66.8,133479,46703,IC2009.CFE,412805,5.49E+11,133479,46703,-108.2,-1.6319,10461,14724,22476,1981,3816,6208,165653,87267,101039,0
2020-08-28,6570,6660,6664.8,6392,6522.2,6525.8499,149,2.2884,558265,7.29E+11,0,4.1898,12,12,10,6639.6,-31.2096,6511,1.9751,128.6,135011,1532,IC2009.CFE,558265,7.29E+11,135011,1532,137.8,2.1128,10718,14827,20947,1356,1311,1556,165395,88107,100748,0
2020-09-04,6705,6578.8,6721.4,6486.4,6660,6608.5465,-60.8,-0.9157,520378,6.88E+11,0,3.5394,12,12,10,6564.8,-39.7762,6639.6,-1.1266,-74.8,122849,-12162,IC2009.CFE,520378,6.88E+11,122849,-12162,-81.2,-1.2192,10104,13774,18279,555,275,-2476,145859,82366,92245,0
2020-09-11,6580.8,6280,6633.2,6193.2,6578.8,6380.1557,-284.8,-4.3383,578848,7.39E+11,0,6.7024,12,12,10,6285.6,-31.967,6564.8,-4.253,-279.2,114709,-8140,IC2009.CFE,578848,7.39E+11,114709,-8140,-298.8,-4.5419,10210,12877,20643,-128,-796,-1204,151894,78099,84770,0
2020-09-18,6329.8,6437.6,6439.6,6262.6,6280,6337.8782,152,2.4182,434819,5.51E+11,0,2.816,12,12,10,6411.8,-31.8692,6285.6,2.0078,126.2,100788,-13921,IC2010.CFE,434819,5.51E+11,100788,-13921,157.6,2.5096,9121,11935,17887,1891,2172,4640,142720,70159,75338,0
2020-09-25,6458.2,6209.6,6467,6140.4,6437.6,6291.1108,-202.2,-3.1536,457200,5.75E+11,0,5.0937,12,12,10,6197.2,-27.2904,6411.8,-3.347,-214.6,103853,3065,IC2010.CFE,457200,5.75E+11,103853,3065,-228,-3.5417,8998,12801,17139,-302,-259,-2324,123097,71174,77597,0
2020-09-30,6231,6163,6280,6103,6209.6,6198.613,-34.2,-0.5519,276773,3.43E+11,0,2.8561,13,13,10,6154.6,-29.5045,6197.2,-0.6874,-42.6,90987,-12866,IC2010.CFE,276773,3.43E+11,90987,-12866,-46.6,-0.7505,8049,12660,17542,397,-2003,-534,129163,63094,68063,0
2020-10-09,6290,6332.6,6372.6,6276.8,6163,6339.9379,178,2.8921,78291,99272015872,0,1.5566,13,13,10,6333.8,-25.3711,6154.6,2.9116,179.2,85688,-5299,IC2010.CFE,78291,99272015872,85688,-5299,169.6,2.7519,7714,13177,16121,244,517,-990,110240,59125,62326,0
2020-10-16,6385,6419.6,6549,6380.8,6332.6,6490.5547,85.8,1.3546,284984,3.70E+11,0,2.6556,13,13,20,6419.3,-9.0822,6333.8,1.3499,85.5,0,-85688,IC2010.CFE,284984,3.70E+11,0,-85688,87,1.3738,0,0,4278,-1831,-2067,-4821,31753,0,0,0
2020-10-23,6409.2,6168.8,6442,6150.2,6419.6,6278.1255,-181.4,-2.8566,404518,5.08E+11,0,4.5951,13,13,10,6175.6,-44.4626,6350.2,-2.7495,-174.6,96750,96750,IC2011.CFE,404518,5.08E+11,96750,96750,-250.8,-3.9068,9627,11429,15210,550,577,1213,113597,63981,71365,0
2020-10-30,6132.2,6068.2,6267.8,6063.4,6168.8,6169.5931,-107.4,-1.7391,412757,5.09E+11,0,3.3098,13,13,10,6082.6,-43.2803,6175.6,-1.5059,-93,96674,-76,IC2011.CFE,412757,5.09E+11,96674,-76,-100.6,-1.6308,10605,9284,19749,911,-853,2977,127135,64341,71084,0
2020-11-06,6094.4,6288.4,6351.4,6077.6,6068.2,6213.0941,205.8,3.3834,431352,5.36E+11,0,4.5014,13,13,10,6265.4,-12.8477,6082.6,3.0053,182.8,85497,-11177,IC2011.CFE,431352,5.36E+11,85497,-11177,220.2,3.6288,7328,7898,16371,-44,-131,-3357,121005,57468,61858,0
2020-11-13,6351,6292.2,6456.6,6210.2,6288.4,6324.8989,26.8,0.4277,385333,4.87E+11,0,3.9327,13,13,10,6268.8,-14.77,6265.4,0.0543,3.4,77356,-8141,IC2011.CFE,385333,4.87E+11,77356,-8141,3.8,0.0604,6738,7274,14784,1768,2129,3046,119958,53532,56718,0
2020-11-20,6322,6379.2,6396,6281.8,6292.2,6338.9816,110.4,1.7611,309478,3.92E+11,0,1.8217,13,13,10,6380,-43.7854,6268.8,1.7739,111.2,136117,58761,IC2012.CFE,309478,3.92E+11,136117,58761,87,1.3827,12744,16637,13367,812,1201,1316,99765,90977,100400,0
2020-11-27,6400.6,6344,6494,6237,6379.2,6363.3303,-36,-0.5643,405370,5.16E+11,0,4.0282,13,13,10,6316,-7.6119,6380,-1.0031,-64,133653,-2464,IC2012.CFE,405370,5.16E+11,133653,-2464,-35.2,-0.5518,12279,14837,15353,245,-71,1246,112690,88386,100284,0
2020-12-04,6343.8,6458.4,6460,6272.4,6344,6384.5827,142.4,2.2546,429534,5.48E+11,0,2.9702,13,13,10,6445,-6.3345,6316,2.0424,129,113529,-20124,IC2012.CFE,429534,5.48E+11,113529,-20124,114.4,1.8033,11301,13696,14330,-350,51,-756,99896,76940,84725,0
2020-12-11,6462.6,6196.4,6466.8,6146.6,6458.4,6339.9456,-248.6,-3.8573,392175,4.97E+11,0,4.9682,13,13,10,6182.8,-13.027,6445,-4.0683,-262.2,106683,-6846,IC2012.CFE,392175,4.97E+11,106683,-6846,-262,-4.0567,10517,12963,15849,809,411,2014,127205,72754,78573,0
2020-12-18,6196,6246.6,6326,6166,6196.4,6243.1264,63.8,1.0319,314899,3.93E+11,0,2.5878,13,13,10,6241.8,-45.318,6182.8,0.9543,59,89727,-16956,IC2101.CFE,314899,3.93E+11,89727,-16956,50.2,0.8101,7683,11394,11968,1262,1519,1681,96527,59993,68427,0
2020-12-25,6249,6262,6384,6165.4,6246.6,6270.1512,20.2,0.3236,386874,4.85E+11,0,3.5022,13,13,10,6263.4,-16.4981,6241.8,0.3461,21.6,92570,2843,IC2101.CFE,386874,4.85E+11,92570,2843,15.4,0.2465,8731,12977,13977,600,-351,-763,101397,61328,69770,0
2020-12-31,6262.2,6348,6364.4,6172,6262,6254.225,84.6,1.3507,289735,3.62E+11,0,3.0718,14,14,10,6343.8,-19.1149,6263.4,1.2836,80.4,91004,-1566,IC2101.CFE,289735,3.62E+11,91004,-1566,86,1.3734,7636,13320,13095,-659,486,-688,101327,60586,68050,0
2021-01-08,6384,6550.6,6598,6334,6348,6474.1914,206.8,3.2599,384565,4.98E+11,0,4.1615,14,14,10,6525,-6.9964,6343.8,2.8563,181.2,82709,-8295,IC2101.CFE,384565,4.98E+11,82709,-8295,202.6,3.1916,7132,10164,17426,67,-988,1011,121672,54973,61116,0
2021-01-15,6557,6390.2,6560,6345.6,6550.6,6478.7264,-134.8,-2.0659,293165,3.80E+11,0,3.2858,14,14,20,6391.5,-27.3011,6525,-2.046,-133.5,0,-82709,IC2101.CFE,293165,3.80E+11,0,-82709,-160.4,-2.4486,0,0,3879,-2167,-1312,-5717,31507,0,0,0
2021-01-22,6354,6566.6,6604.8,6336.4,6390.2,6483.1182,202,3.1738,319122,4.14E+11,0,4.2171,14,14,10,6560.4,-71.2052,6364.6,3.0764,195.8,72891,72891,IC2102.CFE,319122,4.14E+11,72891,72891,176.4,2.7605,6729,7985,14603,406,-997,1648,97757,48560,55274,0
2021-01-29,6564,6313.6,6619,6211,6566.6,6459.604,-246.8,-3.762,334390,4.32E+11,0,6.2191,14,14,10,6281.4,-32.5371,6560.4,-4.2528,-279,78082,5191,IC2102.CFE,334390,4.32E+11,78082,5191,-253,-3.8528,7513,9307,16332,288,109,2264,105814,55285,56616,0
2021-02-05,6322,6231.2,6432.4,6216,6313.6,6341.2624,-50.2,-0.7992,301853,3.83E+11,0,3.4451,14,14,10,6243.4,-8.6709,6281.4,-0.605,-38,62476,-15606,IC2102.CFE,301853,3.83E+11,62476,-15606,-82.4,-1.3051,6286,6915,13903,-1724,-1053,-1437,93358,44751,44403,0
2021-02-10,6245.2,6492,6519.2,6214,6231.2,6377.1803,248.6,3.9818,164079,2.09E+11,0,4.8884,14,14,10,6500.6,-33.1658,6243.4,4.1196,257.2,35304,-27172,IC2102.CFE,164079,2.09E+11,35304,-27172,260.8,4.1854,2957,4797,10996,-983,-945,-2056,68285,24501,26977,0
2021-02-19,6622.4,6630,6685.8,6480.4,6492,6573.0116,129.4,1.9906,124302,1.63E+11,0,3.1597,14,14,10,6612.6,-73.4821,6500.6,1.7229,112,138714,103410,IC2103.CFE,124302,1.63E+11,138714,103410,138,2.1257,10542,18805,17857,1291,1855,3602,117039,91590,105003,0
2021-02-26,6660,6320.4,6744,6296,6630,6524.9727,-292.2,-4.4188,431668,5.63E+11,0,6.7749,14,14,10,6335,-43.9529,6612.6,-4.198,-277.6,137938,-776,IC2103.CFE,431668,5.63E+11,137938,-776,-309.6,-4.6697,11430,18385,18572,1448,441,518,120329,95802,102855,0
2021-03-05,6372.2,6399,6481.2,6302.6,6320.4,6390.6453,64,1.0103,382430,4.89E+11,0,2.8193,14,14,10,6396.2,-4.4964,6335,0.9661,61.2,125358,-12580,IC2103.CFE,382430,4.89E+11,125358,-12580,78.6,1.2436,10282,15048,18407,-341,-6,2690,116211,87109,92550,0
2021-03-12,6430.8,6215.2,6478.2,6027.2,6399,6186.212,-181,-2.8298,426555,5.28E+11,0,7.0511,14,14,10,6196.8,-7.1802,6396.2,-3.1175,-199.4,98369,-26989,IC2103.CFE,426555,5.28E+11,98369,-26989,-183.8,-2.8723,8986,10617,17593,-734,-1337,-1321,104494,71112,72350,0
2021-03-19,6197.2,6196.8,6308,6106.8,6215.2,6194.6136,0,0,280428,3.47E+11,0,3.2468,14,14,20,6196.1,-9.8023,6196.8,-0.0113,-0.7,0,-98369,IC2103.CFE,280428,3.47E+11,0,-98369,-18.4,-0.296,0,0,4744,-2855,-2792,-4685,34802,0,0,0
2021-03-26,6174,6232.4,6268.8,6081.6,6196.8,6181.6156,90.4,1.4718,336753,4.16E+11,0,3.0479,14,14,10,6236.6,-19.3941,6142,1.5402,94.6,95849,95849,IC2104.CFE,336753,4.16E+11,95849,95849,35.6,0.5745,10594,12767,15183,-1109,-428,-731,91786,68414,69224,0
2021-04-02,6233.6,6296.4,6317.2,6168.2,6232.4,6238.6839,59.8,0.9589,276239,3.45E+11,0,2.3891,14,14,10,6297.2,-30.2059,6236.6,0.9717,60.6,86343,-9506,IC2104.CFE,276239,3.45E+11,86343,-9506,64,1.0269,8808,12330,10500,-167,37,-1583,66025,61965,64190,0
2021-04-09,6319.8,6326.8,6360.8,6255.2,6296.4,6313.9173,29.6,0.4701,224299,2.83E+11,0,1.6769,14,14,10,6321,-8.4393,6297.2,0.3779,23.8,80033,-6310,IC2104.CFE,224299,2.83E+11,80033,-6310,30.4,0.4828,8662,10949,13909,-167,-276,-1403,79832,58227,57549,0
2021-04-16,6311,6325.4,6329.8,6200,6326.8,6257.2064,4.4,0.0696,286203,3.58E+11,0,2.0535,14,14,10,6311.6,-14.1906,6321,-0.1487,-9.4,82867,2834,IC2105.CFE,286203,3.58E+11,82867,2834,-1.4,-0.0221,10154,11603,14995,-95,3123,5417,92177,58663,60733,0
2021-04-23,6311.8,6443,6445,6284,6325.4,6391.5544,131.4,2.0819,262564,3.36E+11,0,2.5509,14,14,10,6431.6,-19.7558,6311.6,1.9013,120,74759,-8108,IC2105.CFE,262564,3.36E+11,74759,-8108,117.6,1.8592,7215,10749,12252,252,-603,1312,73281,51166,53559,0
2021-04-30,6454.2,6477.6,6527.6,6373.6,6443,6445.6932,46,0.7152,272189,3.51E+11,0,2.3944,14,14,10,6463.6,-8.1075,6431.6,0.4975,32,76667,1908,IC2105.CFE,272189,3.51E+11,76667,1908,34.6,0.537,8437,10829,14024,1311,139,2698,80674,53513,56169,0
2021-05-07,6494.8,6430.2,6535,6412.4,6477.6,6473.3375,-33.4,-0.5167,119670,1.55E+11,0,1.8968,14,14,10,6435.6,-14.2429,6463.6,-0.4332,-28,73969,-2698,IC2105.CFE,119670,1.55E+11,73969,-2698,-47.4,-0.7318,8432,10573,12714,647,-47,204,83093,52424,54914,0
2021-05-14,6445,6545.2,6546,6332,6430.2,6443.5881,109.6,1.703,286205,3.69E+11,0,3.3253,14,14,10,6526.4,19.3964,6435.6,1.4109,90.8,60860,-13109,IC2105.CFE,286205,3.69E+11,60860,-13109,115,1.7884,5803,8869,10738,-511,307,-100,75726,43483,44822,0
2021-05-21,6525,6495.2,6615.2,6471,6545.2,6552.6631,-31.2,-0.4781,222117,2.91E+11,0,2.2095,14,14,10,6497.6,-32.664,6526.4,-0.4413,-28.8,125308,64448,IC2106.CFE,222117,2.91E+11,125308,64448,-50,-0.7639,13107,17040,12856,2613,1565,2264,89938,82469,98249,0
2021-05-28,6488.2,6651.8,6685.8,6456,6495.2,6587.0942,154.2,2.3732,279030,3.68E+11,0,3.5367,14,14,10,6633.8,-16.3696,6497.6,2.0962,136.2,111990,-13318,IC2106.CFE,279030,3.68E+11,111990,-13318,156.6,2.411,9328,14616,9279,-170,-615,-2086,68484,70707,85500,0
2021-06-04,6655.2,6669,6699.2,6578.6,6651.8,6651.8186,35.2,0.5306,301496,4.01E+11,0,1.818,14,14,10,6642.6,-24.0574,6633.8,0.1327,8.8,106383,-5607,IC2106.CFE,301496,4.01E+11,106383,-5607,17.2,0.2586,7789,13774,13328,-609,-255,1207,97744,67763,79544,0
2021-06-11,6680.4,6726,6766,6613,6669,6687.2302,83.4,1.2555,271679,3.63E+11,0,2.3033,14,14,10,6723.4,0.0848,6642.6,1.2164,80.8,79104,-27279,IC2106.CFE,271679,3.63E+11,79104,-27279,57,0.8547,6222,10558,10070,-486,-1377,-1220,73504,51027,58759,0
2021-06-18,6733,6648.6,6741.4,6552,6726,6624.0676,-74.8,-1.1125,182261,2.41E+11,0,2.817,14,14,20,6649.2,-9.1635,6723.4,-1.1036,-74.2,0,-79104,IC2106.CFE,182261,2.41E+11,0,-79104,-77.4,-1.1508,0,0,4914,-1386,-2595,-3733,30246,0,0,0
2021-06-25,6605,6799.8,6815.8,6589.4,6648.6,6703.4805,187.6,2.8372,251331,3.37E+11,0,3.424,14,14,10,6800.8,-13.6138,6612.2,2.8523,188.6,96186,96186,IC2107.CFE,251331,3.37E+11,96186,96186,151.2,2.2742,9714,13194,8850,-323,213,486,68062,63974,72888,0
2021-07-02,6793.8,6639,6830,6621.2,6799.8,6737.3265,-161.8,-2.3791,252774,3.41E+11,0,3.0702,14,14,10,6641.6,-19.0451,6800.8,-2.3409,-159.2,96509,323,IC2107.CFE,252774,3.41E+11,96509,323,-160.8,-2.3648,12891,12485,12024,1103,-124,115,79023,69522,72240,0
2021-07-09,6653.8,6784.2,6790.6,6614.2,6639,6702.7276,142.6,2.1471,274319,3.68E+11,0,2.656,14,14,10,6780.8,-20.3389,6641.6,2.0959,139.2,84885,-11624,IC2107.CFE,274319,3.68E+11,84885,-11624,145.2,2.1871,9255,11372,13207,-688,147,3133,81889,59229,64613,0
2021-07-16,6807.6,6886.6,6959,6807.6,6784.2,6894.8748,105.8,1.5603,272399,3.76E+11,0,2.2328,14,14,10,6881.8,-38.5232,6780.8,1.4895,101,88600,3715,IC2108.CFE,272399,3.76E+11,88600,3715,102.4,1.5094,9577,11478,13089,1143,1625,4075,80709,61084,67210,0
2021-07-23,6884.4,6947,6998.6,6804.4,6886.6,6906.2625,65.2,0.9474,257027,3.55E+11,0,2.8219,14,14,10,6942.6,-38.7499,6881.8,0.8835,60.8,87385,-1215,IC2108.CFE,257027,3.55E+11,87385,-1215,60.4,0.8771,8043,10381,12863,759,287,2899,77523,59594,66451,0
2021-07-30,6939.8,6758.6,6964,6562.8,6947,6747.7303,-184,-2.6503,372298,5.02E+11,0,5.7788,14,14,10,6735.2,-8.716,6942.6,-2.9874,-207.4,91968,4583,IC2108.CFE,372298,5.02E+11,91968,4583,-188.4,-2.712,10833,10334,14114,-470,-809,-2295,88043,65090,67653,0
2021-08-06,6755.6,6898.2,6899.8,6718.2,6758.6,6834.2809,163,2.4201,267978,3.66E+11,0,2.6963,14,14,10,6879.6,-40.6679,6735.2,2.144,144.4,79136,-12832,IC2108.CFE,267978,3.66E+11,79136,-12832,139.6,2.0655,6647,9131,10534,-54,-267,179,68620,53140,59241,0
