0,1,2,3,4
-0.086410663,0.675518217,0.65303474,-0.053994496,0.326861682
0.542941137,-0.018855784,-0.077065813,0.702911956,0.452587034
0.760847356,0.120243128,0.238382701,-0.199917088,-0.556650462
-0.344349012,0.101625845,0.207913868,0.68043473,-0.604049954
0.016827906,0.720092616,-0.683777742,0.006411846,-0.116577584
