,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
28,10003103.SH,20210108,SSE,0.0297,0.0297,0.038,0.05,0.0245,0.0328,0.0328,18341.0,671.2204,8715.0
27,10003103.SH,20210111,SSE,0.0328,0.0328,0.0322,0.0402,0.0182,0.019,0.019,20467.0,560.1683,14385.0
26,10003103.SH,20210112,SSE,0.019,0.019,0.018,0.0432,0.0157,0.0432,0.0432,21355.0,591.0538,18539.0
25,10003103.SH,20210113,SSE,0.0432,0.0432,0.0459,0.0589,0.0298,0.0345,0.0345,27980.0,1140.1245,23353.0
24,10003103.SH,20210114,SSE,0.0345,0.0345,0.0334,0.0334,0.0234,0.0242,0.0242,16327.0,458.2828,25342.0
23,10003103.SH,20210115,SSE,0.0242,0.0242,0.0244,0.0303,0.018,0.0188,0.0188,25998.0,617.6626,29296.0
22,10003103.SH,20210118,SSE,0.0188,0.0188,0.0189,0.0265,0.016,0.0204,0.0204,23076.0,468.4748,32371.0
21,10003103.SH,20210119,SSE,0.0204,0.0204,0.021,0.0223,0.015,0.0153,0.0153,22314.0,403.3342,34890.0
20,10003103.SH,20210120,SSE,0.0153,0.0153,0.0153,0.0175,0.0125,0.0139,0.0139,13988.0,210.3106,38378.0
19,10003103.SH,20210121,SSE,0.0139,0.0139,0.0148,0.0267,0.014,0.021,0.021,35509.0,742.5774,45895.0
18,10003103.SH,20210122,SSE,0.021,0.021,0.0195,0.022,0.0155,0.0175,0.0175,19818.0,365.674,48658.0
17,10003103.SH,20210125,SSE,0.0175,0.0175,0.0158,0.0216,0.0147,0.021,0.021,30006.0,551.8097,54302.0
16,10003103.SH,20210126,SSE,0.021,0.021,0.0195,0.0195,0.0108,0.0109,0.0109,37701.0,565.3154,57540.0
15,10003103.SH,20210127,SSE,0.0109,0.0109,0.0109,0.013,0.0082,0.0088,0.0088,24436.0,243.6354,64015.0
14,10003103.SH,20210128,SSE,0.0088,0.0088,0.0069,0.0083,0.006,0.0072,0.0072,36465.0,256.1113,65177.0
13,10003103.SH,20210129,SSE,0.0072,0.0072,0.0085,0.0085,0.0055,0.0062,0.0062,24264.0,151.1896,66234.0
12,10003103.SH,20210201,SSE,0.0062,0.0062,0.0059,0.0065,0.005,0.0052,0.0052,18872.0,106.9449,64274.0
11,10003103.SH,20210202,SSE,0.0052,0.0052,0.0054,0.0057,0.003,0.0031,0.0031,13115.0,53.7096,62610.0
10,10003103.SH,20210203,SSE,0.0031,0.0031,0.0027,0.0033,0.0018,0.0019,0.0019,10774.0,26.4609,57640.0
9,10003103.SH,20210204,SSE,0.0019,0.0019,0.0016,0.0029,0.0016,0.0024,0.0024,5665.0,13.5377,57530.0
8,10003103.SH,20210205,SSE,0.0024,0.0024,0.0023,0.0053,0.0023,0.0037,0.0037,17218.0,71.2389,57223.0
7,10003103.SH,20210208,SSE,0.0037,0.0037,0.0035,0.0046,0.0028,0.0032,0.0032,18470.0,67.52,56124.0
6,10003103.SH,20210209,SSE,0.0032,0.0032,0.0032,0.0057,0.0027,0.005,0.005,24123.0,103.9475,54932.0
5,10003103.SH,20210210,SSE,0.005,0.005,0.0065,0.0158,0.0063,0.014,0.014,142665.0,1724.6106,83774.0
4,10003103.SH,20210218,SSE,0.014,0.014,0.024,0.0253,0.0026,0.0048,0.0048,171586.0,1437.7354,99897.0
3,10003103.SH,20210219,SSE,0.0048,0.0048,0.0043,0.0046,0.0009,0.001,0.001,71060.0,125.5641,79191.0
2,10003103.SH,20210222,SSE,0.001,0.001,0.0011,0.0012,0.0002,0.0003,0.0003,28837.0,13.3426,67693.0
1,10003103.SH,20210223,SSE,0.0003,0.0003,0.0002,0.0003,0.0001,0.0001,0.0001,9771.0,1.2899,60830.0
0,10003103.SH,20210224,SSE,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,5589.0,0.6358,58118.0
