,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
17,10001277.SH,20180329,SSE,0.1978,0.1978,0.1851,0.2585,0.1728,0.2424,0.2424,5964.0,1222.0133,1717.0
16,10001277.SH,20180330,SSE,0.2424,0.2424,0.2488,0.2502,0.2235,0.2305,0.2305,3442.0,812.184,2214.0
15,10001277.SH,20180402,SSE,0.2305,0.2305,0.2275,0.26,0.2087,0.2087,0.2087,2920.0,683.1572,2740.0
14,10001277.SH,20180403,SSE,0.2087,0.2087,0.1998,0.22,0.1909,0.2075,0.2075,2908.0,590.6614,3163.0
13,10001277.SH,20180404,SSE,0.2075,0.2075,0.2147,0.2354,0.2057,0.2083,0.2083,2548.0,569.6499,3083.0
12,10001277.SH,20180409,SSE,0.2083,0.2083,0.2066,0.2276,0.199,0.2187,0.2205,2277.0,490.123,3252.0
11,10001277.SH,20180410,SSE,0.2205,0.2187,0.2228,0.2826,0.2174,0.2802,0.282,4345.0,1063.3809,3358.0
10,10001277.SH,20180411,SSE,0.282,0.2802,0.282,0.2981,0.27,0.281,0.2806,2987.0,852.1527,2330.0
9,10001277.SH,20180412,SSE,0.2806,0.281,0.2797,0.2803,0.2473,0.2489,0.2489,1199.0,316.5037,2434.0
8,10001277.SH,20180413,SSE,0.2489,0.2489,0.2563,0.27,0.2212,0.2271,0.2271,2044.0,497.8334,2114.0
7,10001277.SH,20180416,SSE,0.2271,0.2271,0.2233,0.2256,0.1624,0.1657,0.1657,4273.0,787.4881,3272.0
6,10001277.SH,20180417,SSE,0.1657,0.1657,0.1623,0.187,0.1313,0.1355,0.1355,5985.0,981.1211,3813.0
5,10001277.SH,20180418,SSE,0.1355,0.1355,0.1589,0.1656,0.1301,0.1492,0.1492,10904.0,1613.6198,5771.0
4,10001277.SH,20180419,SSE,0.1492,0.1492,0.1497,0.1922,0.1497,0.1755,0.176,8293.0,1441.0336,5148.0
3,10001277.SH,20180420,SSE,0.176,0.1755,0.1726,0.1745,0.128,0.1359,0.137,6122.0,869.805,4538.0
2,10001277.SH,20180423,SSE,0.137,0.1359,0.1318,0.1648,0.1318,0.1543,0.158,4701.0,701.5853,3413.0
1,10001277.SH,20180424,SSE,0.158,0.1543,0.1564,0.2276,0.1564,0.2183,0.218,5517.0,1134.231,1548.0
0,10001277.SH,20180425,SSE,0.218,0.2183,0.2088,0.2111,0.1875,0.194,0.193,1348.0,268.3177,1084.0
