,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
32,10004329.SH,20220613,SSE,0.0096,,0.0037,0.009,0.0037,0.0074,0.0074,14868.0,107.606,10204.0
31,10004329.SH,20220614,SSE,0.0074,0.0074,0.0064,0.012,0.0059,0.011,0.011,12934.0,96.809,16293.0
30,10004329.SH,20220615,SSE,0.011,0.011,0.0119,0.0288,0.0096,0.0151,0.0151,76168.0,1458.6855,37853.0
29,10004329.SH,20220616,SSE,0.0151,0.0151,0.0179,0.0188,0.0101,0.0101,0.0101,39884.0,593.9506,50805.0
28,10004329.SH,20220617,SSE,0.0101,0.0101,0.0093,0.0175,0.009,0.0162,0.0162,49912.0,691.3567,58961.0
27,10004329.SH,20220620,SSE,0.0162,0.0162,0.0157,0.0202,0.0127,0.0127,0.0127,45093.0,679.4319,66014.0
26,10004329.SH,20220621,SSE,0.0127,0.0127,0.0126,0.0152,0.009,0.013,0.013,35102.0,415.9865,69563.0
25,10004329.SH,20220622,SSE,0.013,0.013,0.012,0.0122,0.0063,0.0065,0.0065,40289.0,347.6594,85000.0
24,10004329.SH,20220623,SSE,0.0065,0.0065,0.0066,0.0111,0.0062,0.0103,0.0103,60727.0,530.4357,98842.0
23,10004329.SH,20220624,SSE,0.0103,0.0103,0.0128,0.0153,0.0108,0.0117,0.0117,90945.0,1162.7996,105580.0
22,10004329.SH,20220627,SSE,0.0117,0.0117,0.0134,0.0265,0.0133,0.0187,0.0187,190463.0,4039.3652,121177.0
21,10004329.SH,20220628,SSE,0.0187,0.0187,0.0186,0.0261,0.0158,0.0237,0.0237,111846.0,2319.256,126566.0
20,10004329.SH,20220629,SSE,0.0237,0.0237,0.02,0.0284,0.0162,0.017,0.017,135423.0,2949.2435,142581.0
19,10004329.SH,20220630,SSE,0.017,0.017,0.0175,0.039,0.0175,0.0297,0.0297,299128.0,9020.2599,149016.0
18,10004329.SH,20220701,SSE,0.0297,0.0297,0.0339,0.036,0.0226,0.0249,0.0249,169937.0,4765.33,175089.0
17,10004329.SH,20220704,SSE,0.0249,0.0249,0.0245,0.0273,0.0164,0.025,0.025,148572.0,3468.7045,183235.0
16,10004329.SH,20220705,SSE,0.025,0.025,0.0289,0.0338,0.0161,0.0233,0.0233,243195.0,5429.8187,189969.0
15,10004329.SH,20220706,SSE,0.0233,0.0233,0.0215,0.022,0.0113,0.0125,0.0125,185153.0,2874.8934,213758.0
14,10004329.SH,20220707,SSE,0.0125,0.0125,0.0118,0.0128,0.0081,0.0081,0.0081,90488.0,964.6116,218497.0
13,10004329.SH,20220708,SSE,0.0081,0.0081,0.0107,0.0125,0.007,0.0071,0.0071,102502.0,960.7444,206870.0
12,10004329.SH,20220711,SSE,0.0071,0.0071,0.006,0.0065,0.0038,0.0038,0.0038,93835.0,446.6938,215881.0
11,10004329.SH,20220712,SSE,0.0038,0.0038,0.0038,0.0045,0.0023,0.0023,0.0023,57705.0,169.2309,201118.0
10,10004329.SH,20220713,SSE,0.0023,0.0023,0.0024,0.0029,0.0017,0.0019,0.0019,36385.0,79.6003,197262.0
9,10004329.SH,20220714,SSE,0.0019,0.0019,0.0017,0.002,0.0014,0.0015,0.0015,31382.0,53.7607,188967.0
8,10004329.SH,20220715,SSE,0.0015,0.0015,0.0013,0.0019,0.001,0.0012,0.0012,29976.0,41.4994,179426.0
7,10004329.SH,20220718,SSE,0.0012,0.0012,0.0012,0.0014,0.0007,0.0007,0.0007,36173.0,36.2346,154285.0
6,10004329.SH,20220719,SSE,0.0007,0.0007,0.0007,0.0008,0.0004,0.0005,0.0005,29913.0,15.9053,129893.0
5,10004329.SH,20220720,SSE,0.0005,0.0005,0.0005,0.0007,0.0003,0.0004,0.0004,14695.0,6.4544,121783.0
4,10004329.SH,20220721,SSE,0.0004,0.0004,0.0003,0.0005,0.0003,0.0003,0.0003,9983.0,3.7694,114657.0
3,10004329.SH,20220722,SSE,0.0003,0.0003,0.0002,0.0004,0.0001,0.0003,0.0003,9524.0,2.5525,111558.0
2,10004329.SH,20220725,SSE,0.0003,0.0003,0.0002,0.0002,0.0001,0.0002,0.0002,3244.0,0.5118,109234.0
1,10004329.SH,20220726,SSE,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,3940.0,0.394,108812.0
0,10004329.SH,20220727,SSE,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,3690.0,0.37,106496.0
