,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
86,10001064.SH,20171120,SSE,0.2103,0.2103,0.2061,0.2287,0.2031,0.2038,0.2071,1846.0,397.2169,1071.0
85,10001064.SH,20171121,SSE,0.2071,0.2038,0.2106,0.2107,0.1631,0.1688,0.1681,3095.0,556.934,2118.0
84,10001064.SH,20171122,SSE,0.1681,0.1688,0.168,0.1697,0.1497,0.1616,0.1616,4888.0,773.1504,4151.0
83,10001064.SH,20171123,SSE,0.1616,0.1616,0.1609,0.2276,0.1562,0.2156,0.2156,4756.0,835.5238,5448.0
82,10001064.SH,20171124,SSE,0.2156,0.2156,0.2086,0.2345,0.2028,0.214,0.214,1393.0,310.0257,5348.0
81,10001064.SH,20171127,SSE,0.214,0.214,0.2162,0.2538,0.2162,0.246,0.246,2607.0,639.4341,6432.0
80,10001064.SH,20171128,SSE,0.2415,0.246,0.241,0.2569,0.2408,0.2512,0.2486,580.0,145.626047,6439.0
79,10001064.SH,20171129,SSE,0.2486,0.2512,0.248,0.281,0.2362,0.2544,0.2544,621.0,162.178505,6550.0
78,10001064.SH,20171130,SSE,0.2544,0.2544,0.2554,0.2906,0.2491,0.2896,0.2902,459.0,122.894858,6614.0
77,10001064.SH,20171201,SSE,0.2902,0.2896,0.291,0.3074,0.2853,0.3073,0.3086,734.0,220.887086,6537.0
76,10001064.SH,20171204,SSE,0.3086,0.3073,0.3155,0.3213,0.2794,0.281,0.284,1748.0,531.702629,5837.0
75,10001064.SH,20171205,SSE,0.284,0.281,0.2864,0.2864,0.2392,0.245,0.2457,762.0,198.965808,5959.0
74,10001064.SH,20171206,SSE,0.2457,0.245,0.2573,0.3033,0.2546,0.2772,0.2772,755.0,208.799018,5970.0
73,10001064.SH,20171207,SSE,0.2772,0.2772,0.2748,0.3098,0.2711,0.306,0.3021,270.0,78.060896,5887.0
72,10001064.SH,20171208,SSE,0.3021,0.306,0.2907,0.2971,0.2721,0.2784,0.277,112.0,32.306413,5877.0
71,10001064.SH,20171211,SSE,0.277,0.2784,0.2782,0.2787,0.2497,0.25,0.2498,356.0,94.217259,5838.0
70,10001064.SH,20171212,SSE,0.2498,0.25,0.2494,0.2861,0.2473,0.2859,0.296,309.0,82.447269,5761.0
69,10001064.SH,20171213,SSE,0.296,0.2859,0.2797,0.2942,0.2597,0.2612,0.272,158.0,44.41597,5747.0
68,10001064.SH,20171214,SSE,0.272,0.2612,0.2626,0.2868,0.26,0.2827,0.292,90.0,25.454352,5734.0
67,10001064.SH,20171215,SSE,0.292,0.2827,0.2876,0.3094,0.2876,0.3094,0.326,476.0,145.435485,5440.0
66,10001064.SH,20171218,SSE,0.326,0.3094,0.3121,0.3121,0.2905,0.299,0.314,160.0,49.396435,5367.0
65,10001064.SH,20171219,SSE,0.314,0.299,0.2949,0.2953,0.2654,0.266,0.272,479.0,136.663654,5098.0
64,10001064.SH,20171220,SSE,0.272,0.266,0.2597,0.2678,0.2528,0.2624,0.267,387.0,102.909138,4964.0
63,10001064.SH,20171221,SSE,0.267,0.2624,0.2598,0.2681,0.2317,0.2408,0.249,569.0,143.143249,4706.0
62,10001064.SH,20171222,SSE,0.249,0.2408,0.2398,0.2535,0.2379,0.2521,0.264,508.0,125.747778,4443.0
61,10001064.SH,20171225,SSE,0.264,0.2521,0.2501,0.2539,0.2247,0.2488,0.266,520.0,128.607625,4384.0
60,10001064.SH,20171226,SSE,0.266,0.2488,0.2486,0.2529,0.2313,0.2325,0.251,737.0,183.559264,4209.0
59,10001064.SH,20171227,SSE,0.251,0.2325,0.2331,0.2878,0.2331,0.2878,0.308,588.0,153.904313,3998.0
58,10001064.SH,20171228,SSE,0.308,0.2878,0.2826,0.2881,0.2592,0.2692,0.287,644.0,177.694945,3848.0
57,10001064.SH,20171229,SSE,0.287,0.2692,0.2678,0.2741,0.2566,0.2677,0.284,244.0,66.715009,3866.0
56,10001064.SH,20180102,SSE,0.284,0.2677,0.2671,0.2671,0.2242,0.2243,0.235,696.0,167.422965,3545.0
55,10001064.SH,20180103,SSE,0.235,0.2243,0.2244,0.2244,0.1986,0.2202,0.23,586.0,125.952191,3365.0
54,10001064.SH,20180104,SSE,0.23,0.2202,0.2185,0.2202,0.2015,0.215,0.223,118.0,25.736884,3355.0
53,10001064.SH,20180105,SSE,0.223,0.215,0.2067,0.214,0.2017,0.2038,0.209,281.0,59.17923,3232.0
52,10001064.SH,20180108,SSE,0.209,0.2038,0.2034,0.2066,0.1915,0.1953,0.198,238.0,47.786289,3148.0
51,10001064.SH,20180109,SSE,0.198,0.1953,0.1929,0.1929,0.1732,0.1739,0.1739,216.0,39.90208,3142.0
50,10001064.SH,20180110,SSE,0.1739,0.1739,0.1735,0.1774,0.1547,0.156,0.156,177.0,28.986816,3159.0
49,10001064.SH,20180111,SSE,0.156,0.156,0.157,0.1616,0.1504,0.1538,0.1539,164.0,26.042841,3119.0
48,10001064.SH,20180112,SSE,0.1539,0.1538,0.155,0.155,0.1357,0.1365,0.1365,329.0,49.078256,3050.0
47,10001064.SH,20180115,SSE,0.1365,0.1365,0.1352,0.1352,0.1093,0.1205,0.1205,1397.0,169.008872,2469.0
46,10001064.SH,20180116,SSE,0.1205,0.1205,0.125,0.127,0.1113,0.1113,0.1113,1039.0,126.401859,2245.0
45,10001064.SH,20180117,SSE,0.1113,0.1113,0.109,0.1165,0.0875,0.1099,0.1112,3097.0,313.106761,1781.0
44,10001064.SH,20180118,SSE,0.1112,0.1099,0.1101,0.1101,0.0913,0.1019,0.1019,1547.0,156.381407,2226.0
43,10001064.SH,20180119,SSE,0.1019,0.1019,0.0938,0.104,0.0849,0.0982,0.0977,2696.0,256.853784,2718.0
42,10001064.SH,20180122,SSE,0.0977,0.0982,0.0996,0.1013,0.0885,0.0899,0.0899,2528.0,241.069682,3318.0
41,10001064.SH,20180123,SSE,0.0899,0.0899,0.0901,0.0901,0.0692,0.0695,0.0695,4239.0,326.32903,3616.0
40,10001064.SH,20180124,SSE,0.0695,0.0695,0.065,0.08,0.0636,0.076,0.0752,3761.0,272.871529,3999.0
39,10001064.SH,20180125,SSE,0.0752,0.076,0.0752,0.0918,0.0703,0.0776,0.0776,6264.0,512.642725,6729.0
