,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
83,10000326.SH,20150819,SSE,0.1711,0.1711,0.1715,0.1998,0.1715,0.175,0.1703,217.0,40.4097,198.0
82,10000326.SH,20150820,SSE,0.1703,0.175,0.1099,0.1975,0.1099,0.1883,0.1957,169.0,29.7199,284.0
81,10000326.SH,20150821,SSE,0.1957,0.1883,0.2151,0.2878,0.2132,0.2475,0.2481,127.0,30.544,311.0
80,10000326.SH,20150824,SSE,0.2481,0.2475,0.2582,0.434,0.2582,0.4088,0.4088,247.0,91.8878,313.0
79,10000326.SH,20150825,SSE,0.4088,0.4088,0.4591,0.5894,0.41,0.5389,0.5389,59.0,29.7383,323.0
78,10000326.SH,20150826,SSE,0.5389,0.5389,0.5073,0.5516,0.3673,0.5112,0.5275,128.0,60.929,313.0
77,10000326.SH,20150827,SSE,0.5275,0.5112,0.4926,0.4926,0.482,0.482,0.4448,7.0,3.4058,313.0
76,10000326.SH,20150828,SSE,0.4448,0.482,0.3972,0.4192,0.3972,0.4192,0.4002,2.0,0.8164,312.0
75,10000326.SH,20150831,SSE,0.4002,0.4192,0.4008,0.4229,0.392,0.392,0.392,24.0,9.885,312.0
74,10000326.SH,20150901,SSE,0.392,0.392,0.4485,0.4485,0.3744,0.4265,0.4414,41.0,17.2317,329.0
73,10000326.SH,20150902,SSE,0.4414,0.4265,0.4628,0.4628,0.4227,0.4404,0.4202,78.0,33.6373,335.0
72,10000326.SH,20150907,SSE,0.4202,0.4404,0.2102,0.43,0.2102,0.4273,0.4291,133.0,53.7199,348.0
71,10000326.SH,20150908,SSE,0.4291,0.4273,0.2151,0.4541,0.2151,0.35,0.3588,86.0,32.8047,340.0
70,10000326.SH,20150909,SSE,0.3588,0.35,0.3529,0.3529,0.2872,0.298,0.2946,106.0,33.1882,321.0
69,10000326.SH,20150910,SSE,0.2946,0.298,,,,0.298,0.2986,0.0,0.0,321.0
68,10000326.SH,20150911,SSE,0.2986,0.298,0.2801,0.2801,0.2801,0.2801,0.2897,10.0,2.801,315.0
67,10000326.SH,20150914,SSE,0.2897,0.2801,0.2906,0.3276,0.2906,0.3135,0.317,23.0,7.0248,321.0
66,10000326.SH,20150915,SSE,0.317,0.3135,0.3247,0.3339,0.32,0.3315,0.3295,50.0,16.3031,303.0
65,10000326.SH,20150916,SSE,0.3295,0.3315,0.3097,0.3097,0.2551,0.2555,0.2629,37.0,9.6944,329.0
64,10000326.SH,20150917,SSE,0.2629,0.2555,0.2678,0.2678,0.2678,0.2678,0.2768,20.0,5.356,311.0
63,10000326.SH,20150918,SSE,0.2768,0.2678,0.2587,0.2754,0.2503,0.2526,0.2618,201.0,51.0509,419.0
62,10000326.SH,20150921,SSE,0.2618,0.2526,0.2806,0.2806,0.2806,0.2806,0.2625,5.0,1.403,419.0
61,10000326.SH,20150922,SSE,0.2625,0.2806,0.242,0.242,0.2252,0.2335,0.2335,89.0,20.5963,474.0
60,10000326.SH,20150923,SSE,0.2335,0.2335,0.2458,0.2728,0.2456,0.2728,0.2724,331.0,85.7395,447.0
59,10000326.SH,20150924,SSE,0.2724,0.2728,0.2539,0.27,0.2539,0.2657,0.268,73.0,19.2986,444.0
58,10000326.SH,20150925,SSE,0.268,0.2657,0.2688,0.2762,0.2688,0.2762,0.2702,56.0,15.3383,472.0
57,10000326.SH,20150928,SSE,0.2702,0.2762,0.266,0.266,0.264,0.2647,0.2593,108.0,28.6104,533.0
56,10000326.SH,20150929,SSE,0.2593,0.2647,0.2728,0.2918,0.2728,0.2917,0.2908,44.0,12.5043,561.0
55,10000326.SH,20150930,SSE,0.2908,0.2917,0.2714,0.2715,0.2638,0.2638,0.2624,6.0,1.6208,557.0
54,10000326.SH,20151008,SSE,0.2624,0.2638,0.2079,0.22,0.2079,0.22,0.22,70.0,15.0503,607.0
53,10000326.SH,20151009,SSE,0.22,0.22,0.22,0.22,0.1954,0.1986,0.1981,64.0,13.0948,647.0
52,10000326.SH,20151012,SSE,0.1981,0.1986,0.1871,0.1871,0.1352,0.1469,0.1469,558.0,81.2602,821.0
51,10000326.SH,20151013,SSE,0.1469,0.1469,0.155,0.155,0.1429,0.1528,0.1528,170.0,25.746,928.0
50,10000326.SH,20151014,SSE,0.1528,0.1528,0.1523,0.1614,0.1497,0.16,0.16,110.0,16.9381,953.0
49,10000326.SH,20151015,SSE,0.16,0.16,0.1582,0.16,0.1286,0.131,0.1311,233.0,33.3446,923.0
48,10000326.SH,20151016,SSE,0.1311,0.131,0.1179,0.1297,0.1165,0.1272,0.1266,125.0,15.1897,979.0
47,10000326.SH,20151019,SSE,0.1266,0.1272,0.124,0.1416,0.1225,0.139,0.139,795.0,107.9646,1386.0
46,10000326.SH,20151020,SSE,0.139,0.139,0.1383,0.1496,0.1383,0.1449,0.1409,376.0,54.9489,1480.0
45,10000326.SH,20151021,SSE,0.1409,0.1449,0.1312,0.167,0.1312,0.1616,0.1572,461.0,66.7878,1522.0
44,10000326.SH,20151022,SSE,0.1572,0.1616,0.1435,0.1541,0.1356,0.1403,0.1403,451.0,66.926,1502.0
43,10000326.SH,20151023,SSE,0.1403,0.1403,0.1345,0.1375,0.122,0.1235,0.124,138.0,17.9905,1541.0
42,10000326.SH,20151026,SSE,0.124,0.1235,0.1123,0.1171,0.1039,0.1171,0.1161,217.0,23.8054,1570.0
41,10000326.SH,20151027,SSE,0.1161,0.1171,0.1192,0.134,0.1126,0.1126,0.1126,170.0,21.216,1588.0
40,10000326.SH,20151028,SSE,0.1126,0.1126,0.121,0.1258,0.1135,0.1258,0.1248,353.0,41.1281,1636.0
39,10000326.SH,20151029,SSE,0.1248,0.1258,0.1295,0.1295,0.1138,0.1185,0.1185,286.0,34.3726,1643.0
38,10000326.SH,20151030,SSE,0.1185,0.1185,0.122,0.123,0.1038,0.109,0.109,1007.0,110.6539,2411.0
37,10000326.SH,20151102,SSE,0.109,0.109,0.1193,0.122,0.1079,0.1183,0.1183,457.0,51.9532,2537.0
36,10000326.SH,20151103,SSE,0.1183,0.1183,0.1162,0.1237,0.1118,0.1198,0.1198,530.0,61.2922,2664.0
