,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
68,10000070.SH,20150317,SSE,0.1833,0.1833,0.1679,0.1706,0.158,0.1585,0.1634,99.0,16.1044,64.0
67,10000070.SH,20150318,SSE,0.1634,0.1585,0.147,0.147,0.1451,0.1451,0.1362,29.0,4.2422,64.0
66,10000070.SH,20150319,SSE,0.1362,0.1451,0.1339,0.1339,0.1333,0.1333,0.1341,6.0,0.8028,65.0
65,10000070.SH,20150320,SSE,0.1341,0.1333,0.1351,0.1444,0.1109,0.122,0.1187,72.0,9.0099,100.0
64,10000070.SH,20150323,SSE,0.1187,0.122,0.1028,0.106,0.0963,0.1039,0.1043,41.0,4.1726,82.0
63,10000070.SH,20150324,SSE,0.1043,0.1039,0.1108,0.1178,0.1108,0.1152,0.1154,33.0,3.7749,105.0
62,10000070.SH,20150325,SSE,0.1154,0.1152,0.1245,0.1379,0.1245,0.129,0.1301,36.0,4.7775,98.0
61,10000070.SH,20150326,SSE,0.1301,0.129,0.117,0.117,0.1132,0.1132,0.1167,20.0,2.302,118.0
60,10000070.SH,20150327,SSE,0.1167,0.1132,0.1218,0.1218,0.105,0.1095,0.1101,55.0,6.0177,143.0
59,10000070.SH,20150330,SSE,0.1101,0.1095,0.1005,0.1051,0.0807,0.0807,0.0787,50.0,4.8534,193.0
58,10000070.SH,20150331,SSE,0.0787,0.0807,0.0674,0.0808,0.0621,0.0808,0.0848,91.0,5.9728,155.0
57,10000070.SH,20150401,SSE,0.0848,0.0808,0.0758,0.0758,0.0737,0.0737,0.0745,52.0,3.8891,143.0
56,10000070.SH,20150402,SSE,0.0745,0.0737,0.0708,0.0899,0.0706,0.0899,0.0872,18.0,1.4623,148.0
55,10000070.SH,20150403,SSE,0.0872,0.0899,,,,0.0899,0.0835,0.0,0.0,148.0
54,10000070.SH,20150407,SSE,0.0835,0.0899,0.0764,0.0764,0.0649,0.0669,0.0684,28.0,1.9942,151.0
53,10000070.SH,20150408,SSE,0.0684,0.0669,0.0601,0.0638,0.0599,0.0638,0.0616,20.0,1.224,151.0
52,10000070.SH,20150409,SSE,0.0616,0.0638,0.057,0.068,0.0526,0.0638,0.0659,40.0,2.3459,167.0
51,10000070.SH,20150410,SSE,0.0659,0.0638,0.0687,0.0687,0.0596,0.0596,0.0596,17.0,1.1011,159.0
50,10000070.SH,20150413,SSE,0.0596,0.0596,0.0548,0.0548,0.0486,0.0486,0.0494,42.0,2.1489,189.0
49,10000070.SH,20150414,SSE,0.0494,0.0486,0.0532,0.0532,0.0444,0.051,0.0508,57.0,2.8664,215.0
48,10000070.SH,20150415,SSE,0.0508,0.051,0.0473,0.0493,0.0407,0.0441,0.0441,95.0,4.3447,238.0
47,10000070.SH,20150416,SSE,0.0441,0.0441,0.0417,0.0448,0.0318,0.0318,0.0313,40.0,1.4423,242.0
46,10000070.SH,20150417,SSE,0.0313,0.0318,0.0294,0.0294,0.0247,0.0275,0.0271,115.0,3.0756,299.0
45,10000070.SH,20150420,SSE,0.0271,0.0275,0.029,0.0407,0.0179,0.0405,0.0389,88.0,2.3888,303.0
44,10000070.SH,20150421,SSE,0.0389,0.0405,0.0392,0.0392,0.0368,0.0374,0.0346,17.0,0.635,315.0
43,10000070.SH,20150422,SSE,0.0346,0.0374,0.0325,0.0325,0.0241,0.0256,0.0256,29.0,0.8698,331.0
42,10000070.SH,20150423,SSE,0.0256,0.0256,0.025,0.028,0.023,0.028,0.0261,149.0,3.7511,331.0
41,10000070.SH,20150424,SSE,0.0261,0.028,0.0267,0.0342,0.0267,0.0271,0.0283,113.0,3.3456,307.0
40,10000070.SH,20150427,SSE,0.0283,0.0271,0.0276,0.0276,0.0222,0.0222,0.0215,157.0,3.9161,294.0
39,10000070.SH,20150428,SSE,0.0215,0.0222,0.0214,0.0237,0.0196,0.0223,0.0219,181.0,3.9353,444.0
38,10000070.SH,20150429,SSE,0.0219,0.0223,0.0215,0.0243,0.0205,0.0214,0.0223,50.0,1.0999,467.0
37,10000070.SH,20150430,SSE,0.0223,0.0214,0.0219,0.0226,0.0205,0.0226,0.0239,59.0,1.2693,456.0
36,10000070.SH,20150504,SSE,0.0239,0.0226,0.0235,0.0262,0.0214,0.0215,0.0217,97.0,2.2897,531.0
35,10000070.SH,20150505,SSE,0.0217,0.0215,0.0222,0.0285,0.021,0.0285,0.0279,112.0,2.8128,580.0
34,10000070.SH,20150506,SSE,0.0279,0.0285,0.0268,0.0301,0.0202,0.0301,0.0284,101.0,2.6145,643.0
33,10000070.SH,20150507,SSE,0.0284,0.0301,0.0286,0.03,0.0272,0.0297,0.03,53.0,1.519,636.0
32,10000070.SH,20150508,SSE,0.03,0.0297,0.0292,0.0365,0.0292,0.0295,0.0295,71.0,2.224,656.0
31,10000070.SH,20150511,SSE,0.0295,0.0295,0.029,0.0315,0.0223,0.0226,0.0224,94.0,2.6501,675.0
30,10000070.SH,20150512,SSE,0.0224,0.0226,0.0228,0.0242,0.0216,0.0218,0.0215,127.0,3.0062,753.0
29,10000070.SH,20150513,SSE,0.0215,0.0218,0.0209,0.025,0.0208,0.0241,0.0239,37.0,0.8162,752.0
28,10000070.SH,20150514,SSE,0.0239,0.0241,0.0234,0.0253,0.0234,0.0239,0.024,64.0,1.548,802.0
27,10000070.SH,20150515,SSE,0.024,0.0239,0.0235,0.0262,0.0199,0.0213,0.0213,131.0,3.1504,818.0
26,10000070.SH,20150518,SSE,0.0213,0.0213,0.0217,0.0217,0.014,0.0152,0.0152,302.0,5.0979,891.0
25,10000070.SH,20150519,SSE,0.0152,0.0152,0.0151,0.0157,0.006,0.0086,0.0088,46.0,0.4604,899.0
24,10000070.SH,20150520,SSE,0.0088,0.0086,0.0083,0.0099,0.007,0.0099,0.0089,24.0,0.2026,886.0
23,10000070.SH,20150521,SSE,0.0089,0.0099,0.0083,0.0112,0.0067,0.0092,0.0094,376.0,3.4822,969.0
22,10000070.SH,20150522,SSE,0.0094,0.0092,0.0088,0.009,0.0068,0.009,0.009,119.0,1.0379,997.0
21,10000070.SH,20150525,SSE,0.009,0.009,0.0072,0.0082,0.0068,0.0082,0.0082,118.0,0.8777,994.0
20,10000070.SH,20150526,SSE,0.0082,0.0082,0.0077,0.0089,0.0054,0.0068,0.0068,51.0,0.3806,1013.0
19,10000070.SH,20150527,SSE,0.0068,0.0068,0.0068,0.0097,0.0068,0.0072,0.0072,98.0,0.7769,968.0
18,10000070.SH,20150528,SSE,0.0072,0.0072,0.0087,0.0115,0.0062,0.0114,0.0114,212.0,1.8485,1080.0
17,10000070.SH,20150529,SSE,0.0114,0.0114,0.0114,0.017,0.0092,0.0124,0.0125,1051.0,13.8439,1239.0
16,10000070.SH,20150601,SSE,0.0125,0.0124,0.0125,0.0136,0.004,0.004,0.0037,399.0,4.0417,1254.0
15,10000070.SH,20150602,SSE,0.0037,0.004,0.0051,0.0056,0.004,0.0056,0.0049,26.0,0.1266,1264.0
14,10000070.SH,20150603,SSE,0.0049,0.0056,0.005,0.006,0.0043,0.0043,0.0047,23.0,0.1242,1264.0
