per,normcjl,normcje,jc,normccl,normper,normjc,time
-0.000596046,-0.714646906,-0.55,-71.7385,-0.746194539,-0.018001261,-0.239803999,160701
0.018150529,-0.680159514,-0.52,-72.2811,-0.735066131,0.915023492,-0.245978612,160704
0.003031085,-0.745012919,-0.57,-67.1046,-0.755532724,0.162522542,-0.187071715,160705
0.003661709,-0.730588091,-0.56,-70.7969,-0.765814405,0.193908958,-0.229088896,160706
0.008918049,-0.694623223,-0.53,-40.3926,-0.790925898,0.455519163,0.116902214,160707
-0.000478851,-0.741552516,-0.56,-34.8533,-0.823440201,-0.012168418,0.179937658,160708
-0.004641485,-0.706812397,-0.54,-64.4988,-0.856704462,-0.219344425,-0.157418553,160711
0.012624439,-0.680976014,-0.52,-26.5448,-0.935958076,0.639987719,0.274485703,160712
0.011377096,-0.723667284,-0.54,-30.1634,-1.026678788,0.577906944,0.233307204,160713
0.00416007,-0.813909942,-0.61,-13.3827,-1.16036483,0.21871259,0.424266148,160714
-0.027724226,-0.739025255,-0.56,-146.0731,-0.85435782,-1.368181945,-1.085707727,160718
-0.002997067,-0.719487583,-0.55,-159.1383,-0.834447647,-0.137501064,-1.234385482,160719
-0.001372618,-0.722384213,-0.55,-152.5223,-0.828786675,-0.056651569,-1.15909754,160720
0.003708399,-0.70278822,-0.53,-132.7093,-0.79956251,0.196232738,-0.933632002,160721
-0.007174059,-0.733076471,-0.55,-118.3254,-0.803602605,-0.345391675,-0.769947868,160722
0.001589724,-0.74835668,-0.57,-118.3831,-0.799852816,0.090785411,-0.770604475,160725
0.017893453,-0.735662053,-0.55,-101.0743,-0.782071556,0.902228714,-0.573635924,160726
-0.045050949,-0.619097,-0.47,-125.0885,-0.787006763,-2.23054008,-0.84690976,160727
-9.79E-05,-0.700824733,-0.54,-117.6883,-0.793320925,0.00679167,-0.762697876,160728
-0.003604785,-0.756618879,-0.58,-99.8923,-0.798981897,-0.167747439,-0.560185146,160729
-0.013503202,-0.720751214,-0.55,-81.0782,-0.786232613,-0.660395728,-0.346086767,160801
0.008055236,-0.761187389,-0.58,-85.5088,-0.789982402,0.412576605,-0.396505564,160802
0.003768885,-0.762412139,-0.58,-95.7885,-0.79228066,0.199243151,-0.513485228,160803
0.009440696,-0.771335314,-0.59,-73.4309,-0.800820503,0.481531519,-0.259062965,160804
-0.000715773,-0.777828431,-0.59,-56.0872,-0.810473187,-0.023960123,-0.061697263,160805
0.016452738,-0.722617499,-0.55,-42.5562,-0.799707663,0.830523736,0.092281145,160808
0.011084291,-0.76948847,-0.58,-44.3497,-0.810932839,0.563333919,0.071871694,160809
-0.000254526,-0.788034677,-0.59,-32.0681,-0.823077318,-0.00100367,0.211632334,160810
-0.014428664,-0.730452008,-0.55,-30.3129,-0.836116908,-0.706456352,0.231605943,160811
0.005846272,-0.726583354,-0.55,-38.6915,-0.870203704,0.302635557,0.136260182,160812
0.022606632,-0.699716626,-0.53,-37.3272,-0.93820795,1.136805573,0.151785475,160815
0.003902016,-0.773454326,-0.58,-10.6946,-1.015066537,0.205869136,0.454855857,160816
0.001329047,-0.798590852,-0.6,-17.5648,-1.110940186,0.07781141,0.376675201,160817
0.001387904,-0.84116548,-0.63,-5.808,-1.219780848,0.080740747,0.510463786,160818
-0.01462666,-0.771724124,-0.58,-113.9548,-0.749774983,-0.716310695,-0.720211852,160819
-0.01196089,-0.765289328,-0.58,-99.7544,-0.727518168,-0.583634225,-0.558615889,160822
-0.004057953,-0.755860701,-0.57,-120.0978,-0.72720367,-0.190301797,-0.790117207,160823
0.002787368,-0.764550591,-0.58,-120.8586,-0.729042276,0.150392646,-0.798774865,160824
-0.005987261,-0.74464355,-0.56,-102.5704,-0.724034493,-0.286324251,-0.590661059,160825
0.002834756,-0.739141897,-0.56,-131.5335,-0.717260679,0.152751167,-0.920251778,160826
0.005468454,-0.771121469,-0.58,-100.3291,-0.719825052,0.2838314,-0.565155789,160829
0.002432859,-0.760818021,-0.57,-95.7543,-0.713994734,0.132748587,-0.513096043,160830
0.003626044,-0.758251879,-0.57,-91.2103,-0.723018421,0.192133896,-0.461386791,160831
-0.008281573,-0.77817836,-0.59,-102.4755,-0.72875197,-0.400513103,-0.589581127,160901
-0.005868283,-0.756832724,-0.57,-85.9538,-0.719800859,-0.280402667,-0.40156952,160902
0.005674253,-0.768866375,-0.58,-82.5923,-0.747210611,0.294074101,-0.363316736,160905
0.020633591,-0.702885422,-0.53,-47.1722,-0.750549133,1.03860651,0.039752556,160906
-0.000995489,-0.767797149,-0.58,-65.3159,-0.802272035,-0.037881704,-0.166716887,160907
0.005156549,-0.793594652,-0.59,-40.7835,-0.826899684,0.26830776,0.112453898,160908
-0.001427463,-0.780064085,-0.58,-26.053,-0.870469818,-0.059381227,0.280082228,160909
-0.031521739,-0.733581923,-0.55,-35.6364,-0.934579121,-1.55718573,0.171026233,160912
0.003114968,-0.79062026,-0.6,-27.8315,-1.051475783,0.166697433,0.259843473,160913
-0.003125997,-0.827770996,-0.62,-8.158,-1.180129849,-0.143917964,0.483721546,160914
-0.008772775,-0.789453832,-0.6,-120.381,-0.861131633,-0.424960429,-0.793339931,160919
-0.000257334,-0.823610736,-0.62,-124.4328,-0.845164787,-0.001143425,-0.839448106,160920
0.005121475,-0.801662446,-0.6,-95.5541,-0.838511935,0.266562112,-0.510817832,160921
0.007659061,-0.782669108,-0.59,-92.4353,-0.833213846,0.392858812,-0.475326896,160922
0.00092084,-0.833000483,-0.63,-71.9834,-0.835633065,0.057494779,-0.242590882,160923
-0.015609882,-0.77362929,-0.58,-40.3157,-0.82254509,-0.765246058,0.117777311,160926
0.003586525,-0.780025204,-0.59,-41.3093,-0.819666219,0.190167019,0.106470464,160927
0.003365277,-0.822308225,-0.62,-41.0838,-0.834302494,0.179155415,0.109036581,160928
0.009270136,-0.791281236,-0.6,1.0089,-0.838511935,0.473042678,0.588037905,160929
0.003513437,-0.830492662,-0.62,-9.4856,-0.861059056,0.186529399,0.468613887,160930
0.020047792,-0.7781978,-0.59,-3.0934,-0.859873639,1.009451053,0.541355057,161010
0.003904071,-0.828295889,-0.62,-31.6254,-0.877146862,0.205971414,0.216670117,161011
-0.000372197,-0.84365386,-0.63,-34.5379,-0.88629151,-0.006860204,0.183526808,161012
0.001949861,-0.833097685,-0.62,-22.831,-0.899524638,0.108709578,0.316747547,161013
0.000402041,-0.803217684,-0.6,-2.4915,-0.925168359,0.03167394,0.548204485,161014
-0.005266438,-0.798999102,-0.6,4.8513,-0.975609075,-0.250448593,0.631763176,161017
0.013527224,-0.782649667,-0.59,-3.8821,-1.029630235,0.6849197,0.532379906,161018
-0.001663791,-0.823474653,-0.62,-4.0574,-1.112028834,-0.071143369,0.530385049,161019
0.001230959,-0.86315265,-0.65,0.7625,-1.210950699,0.07292953,0.585233953,161020
-0.016758903,-0.773532087,-0.58,-78.6807,-0.873614803,-0.822433306,-0.318803992,161021
0.012485706,-0.788248523,-0.59,-68.0661,-0.853801399,0.63308292,-0.198013274,161024
-0.000184985,-0.849622084,-0.64,-76.3539,-0.863139585,0.002457414,-0.29232576,161025
-0.002318034,-0.814415394,-0.61,-59.3898,-0.857188306,-0.103705313,-0.099279784,161026
-0.000216779,-0.823396891,-0.62,-59.1594,-0.861421939,0.000875014,-0.096657906,161027
-0.005740134,-0.797638269,-0.6,-44.8349,-0.853414324,-0.274024638,0.066350275,161028
-0.001747924,-0.823882903,-0.62,-44.6058,-0.867711908,-0.075330703,0.068957359,161031
0.009095128,-0.811129955,-0.61,-42.95,-0.86386535,0.464332458,0.087799828,161101
-0.0093125,-0.821025154,-0.62,-55.1295,-0.879299967,-0.451822764,-0.050798946,161102
0.002983683,-0.785526857,-0.59,-48.7322,-0.87226004,0.160163325,0.02200026,161103
-0.004392797,-0.82709058,-0.62,-42.9928,-0.892799209,-0.206967121,0.087312778,161104
-0.001997191,-0.829540079,-0.62,-59.8171,-0.905524301,-0.087736824,-0.10414232,161107
0.007605503,-0.81466812,-0.61,-34.1781,-0.924611939,0.390193208,0.187621216,161108
-0.008087432,-0.75292519,-0.57,-48.5718,-0.936006461,-0.390850626,0.023825561,161109
0.013202031,-0.813346168,-0.61,-37.9651,-0.967311154,0.66873471,0.144526379,161110
0.010208746,-0.80846661,-0.6,-20.8864,-0.981342624,0.519757684,0.338876467,161111
0.004038502,-0.814512596,-0.61,-28.4071,-1.021187161,0.2126621,0.253293331,161114
0.00457451,-0.839163111,-0.63,-38.6616,-1.074458363,0.239339439,0.136600434,161115
0.004315418,-0.850399702,-0.63,-16.7878,-1.143454489,0.226444324,0.38551721,161116
0.001748146,-0.871706457,-0.65,-0.869,-1.226264355,0.09867014,0.56666801,161117
-0.01828856,-0.82417451,-0.62,-95.5265,-0.744162395,-0.898564965,-0.510503753,161118
0.001931567,-0.807261301,-0.6,-88.3399,-0.719244439,0.107799078,-0.428722567,161121
0.011829653,-0.825826949,-0.62,-67.646,-0.716583298,0.600430892,-0.193232672,161122
-0.001463013,-0.823027522,-0.61,-69.3733,-0.710583635,-0.061150565,-0.212888788,161123
-0.002077097,-0.846336644,-0.63,-75.4489,-0.71759937,-0.091713779,-0.282027152,161124
0.00298562,-0.789687117,-0.59,-88.0177,-0.717018758,0.16025973,-0.425056035,161125
0.00494209,-0.827284985,-0.62,-74.4035,-0.729913195,0.257634047,-0.270130838,161128
-0.006405564,-0.81964488,-0.61,-63.9949,-0.73792081,-0.307143363,-0.151684334,161129
-0.004164625,-0.808622134,-0.6,-54.3776,-0.75195228,-0.195610907,-0.042242567,161130
0.005295192,-0.833622578,-0.62,-52.4657,-0.772854332,0.275208079,-0.020485763,161201
-0.020394839,-0.811460443,-0.61,-87.9745,-0.78277313,-1.003395337,-0.424564433,161202
-0.004821151,-0.831328602,-0.62,-56.0173,-0.801014041,-0.228286476,-0.060901824,161205
-0.00205243,-0.838754861,-0.63,-59.4897,-0.82718999,-0.090486092,-0.100416613,161206
0.00702771,-0.827868199,-0.62,-69.4247,-0.86330893,0.361436213,-0.213473703,161207
-0.000184934,-0.843731622,-0.63,-38.6338,-0.903564734,0.002459952,0.136916789,161208
-0.005080545,-0.84161261,-0.63,-57.9155,-0.929643915,-0.241196622,-0.082502726,161209
-0.04800311,-0.783252322,-0.59,-74.4784,-0.981947429,-2.377470348,-0.270983176,161212
0.001861659,-0.813035121,-0.61,-47.1793,-1.042766595,0.104319728,0.039671761,161213
-0.002570694,-0.822813677,-0.62,-15.4989,-1.125697421,-0.116280305,0.400184476,161214
0.001468992,-0.853335213,-0.64,-17.5981,-1.217603551,0.08477653,0.376296258,161215
-0.007736445,-0.827246104,-0.62,-114.1239,-0.878598394,-0.373381858,-0.722136155,161216
-0.000322685,-0.851585571,-0.64,-122.7324,-0.867905446,-0.004395972,-0.820098104,161219
-0.002037582,-0.842934562,-0.64,-116.8383,-0.860333291,-0.089747101,-0.75302515,161220
0.012115206,-0.836460886,-0.63,-91.0058,-0.857188306,0.614642983,-0.459059648,161221
-0.000513232,-0.844723085,-0.64,-106.7879,-0.852954673,-0.013879574,-0.638654846,161222
-0.003124094,-0.85321857,-0.64,-72.1966,-0.85259179,-0.143823251,-0.245017029,161223
0.003858645,-0.83080371,-0.63,-74.9546,-0.84221334,0.203710543,-0.276402178,161226
0.000933076,-0.87433092,-0.66,-72.8594,-0.849398421,0.05810377,-0.252559479,161227
-0.000450306,-0.872017504,-0.66,-52.2395,-0.851237027,-0.010747721,-0.01791168,161228
0.000225232,-0.848902786,-0.64,-36.8076,-0.845551862,0.022874083,0.157698355,161229
-0.002028789,-0.855920796,-0.64,-53.0256,-0.85568839,-0.08930947,-0.026857244,161230
0.009337455,-0.847678037,-0.64,-44.9626,-0.856196426,0.476393172,0.06489709,170103
0.014575153,-0.83620816,-0.63,-27.6694,-0.863937927,0.737075557,0.261688118,170104
-0.000314515,-0.872056385,-0.65,-40.2841,-0.876130791,-0.003989347,0.118136909,170105
-0.003249724,-0.865349423,-0.65,-32.6168,-0.88396906,-0.150075907,0.205388305,170106
0.00589915,-0.861383568,-0.65,-41.6176,-0.884622249,0.305267317,0.102962109,170109
-0.003814267,-0.867429553,-0.65,-49.3283,-0.896815113,-0.178173445,0.015216835,170110
-0.009654472,-0.843090086,-0.63,-34.3638,-0.898919833,-0.468842851,0.18550801,170111
-0.01157348,-0.850049774,-0.64,-34.451,-0.913483532,-0.564352669,0.184515702,170112
-0.012559886,-0.822191582,-0.62,-16.2575,-0.930418065,-0.613446502,0.391551853,170113
-0.030841401,-0.794313949,-0.6,-19.8414,-0.972270553,-1.523325028,0.350768229,170116
0.013289365,-0.813773859,-0.62,-17.0657,-1.029194776,0.673081359,0.382354798,170117
0.00273305,-0.825729747,-0.62,5.207,-1.108400006,0.147689217,0.635810927,170118
-0.005324955,-0.853315773,-0.64,3.325,-1.20654772,-0.253361008,0.614394375,170119
0.004175709,-0.799057423,-0.61,-39.1983,-0.914185105,0.219490949,0.130492962,170120
0.003925289,-0.845714549,-0.64,-57.9671,-0.912080385,0.207027443,-0.083089917,170123
0.00166585,-0.861189163,-0.65,-42.2642,-0.92064442,0.094574234,0.09560401,170124
0.006498781,-0.861461329,-0.65,-24.5681,-0.917983279,0.335111199,0.29697991,170125
0.007012668,-0.880824037,-0.66,-34.9061,-0.92374102,0.360687566,0.179336811,170126
-0.002530414,-0.870228981,-0.65,-42.0921,-0.915612444,-0.114275553,0.097562453,170203
0.006452029,-0.850632988,-0.64,-59.6471,-0.926668275,0.332784333,-0.102207775,170206
-0.000678799,-0.849330477,-0.64,-68.527,-0.944014075,-0.022119912,-0.203258167,170207
0.009989434,-0.83579991,-0.63,-44.9977,-0.961843719,0.508842435,0.064497664,170208
0.006332739,-0.846725454,-0.64,-46.3771,-0.982721579,0.32684722,0.048800537,170209
0.001429888,-0.83455572,-0.63,-42.9081,-1.020001744,0.082830308,0.088276636,170210
0.005876592,-0.848261251,-0.64,-39.4526,-1.054185308,0.304144596,0.12759911,170213
-0.000726469,-0.868051648,-0.65,-42.8852,-1.09519107,-0.024492467,0.088537231,170214
-0.007313661,-0.857592676,-0.64,-22.0959,-1.15020411,-0.352339724,0.325112747,170215
0.006713948,-0.87390323,-0.66,-14.3361,-1.231852751,0.345820149,0.413416764,170216
-0.019797199,-0.796802329,-0.6,-94.1627,-0.790901706,-0.973650549,-0.494984149,170217
0.015933352,-0.774679075,-0.59,-71.2625,-0.74532362,0.804673681,-0.234387273,170220
0.007380539,-0.789998165,-0.59,-93.4383,-0.739082035,0.378996657,-0.486740712,170221
0.006573181,-0.795344294,-0.6,-84.625,-0.741356101,0.338814117,-0.386448205,170222
0.002407153,-0.776914729,-0.58,-76.393,-0.726332751,0.131469189,-0.292770705,170223
0.004991732,-0.806853052,-0.61,-65.5655,-0.734098444,0.26010475,-0.169557254,170224
-0.008538122,-0.788831737,-0.59,-76.2549,-0.732332414,-0.413281652,-0.291199172,170227
0.004642118,-0.788501249,-0.59,-74.5701,-0.743847896,0.242704317,-0.272026692,170228
0.004095158,-0.760409771,-0.57,-69.8385,-0.742904401,0.215481893,-0.218182613,170301
-0.002629108,-0.777653467,-0.58,-44.6262,-0.749678214,-0.119187594,0.068725214,170302
0.001220084,-0.768535887,-0.58,-59.839,-0.747767031,0.072388276,-0.104391535,170303
0.008854763,-0.784574274,-0.59,-57.5235,-0.763104879,0.452369393,-0.078041893,170306
0.000185615,-0.811324359,-0.61,-58.1868,-0.796852984,0.020902329,-0.085590032,170307
-0.001519474,-0.815154132,-0.61,-47.4878,-0.814997127,-0.063960653,0.03616113,170308
-0.007635977,-0.763461924,-0.57,-48.5822,-0.831375239,-0.368381524,0.023707212,170309
0.002995133,-0.806133754,-0.6,-37.5165,-0.876977517,0.160733196,0.149631302,170310
0.011658391,-0.768069316,-0.58,-23.2964,-0.921104072,0.591907112,0.311451445,170313
-0.002009274,-0.811654847,-0.61,-23.4846,-0.983132846,-0.0883382,0.30930979,170314
-0.000587653,-0.798707495,-0.6,-19.6616,-1.060112395,-0.017583538,0.352814295,170315
0.010552072,-0.819158869,-0.61,-4.3407,-1.193991974,0.53684516,0.527161186,170316
-0.01975039,-0.729674389,-0.55,-73.2463,-0.770822188,-0.971320846,-0.256962276,170317
-0.001026918,-0.786829368,-0.59,-71.3416,-0.765233792,-0.039445938,-0.235287406,170320
0.004592708,-0.804850683,-0.6,-70.9458,-0.760637276,0.240245161,-0.23078333,170321
0.00046665,-0.770907624,-0.58,-70.9928,-0.747452532,0.034889556,-0.231318174,170322
0.004,-0.726466712,-0.55,-62.1874,-0.741936713,0.21074584,-0.131115568,170323
0.014001654,-0.741863563,-0.56,-18.815,-0.757564868,0.708532276,0.362448329,170324
-0.005246428,-0.772443421,-0.58,-35.4326,-0.766588555,-0.249452687,0.173345411,170327
-0.002288471,-0.797560507,-0.6,-31.4902,-0.773652674,-0.10223395,0.218208649,170328
-0.004469551,-0.751175548,-0.56,-36.943,-0.764677372,-0.210787199,0.156157547,170329
-0.013728324,-0.727283211,-0.55,-9.3437,-0.779628145,-0.671600142,0.470228663,170330
0.000564246,-0.792019974,-0.6,-21.4479,-0.802417188,0.039746949,0.332486778,170331
0.025662986,-0.740599933,-0.55,-1.3665,-0.819883949,1.288921569,0.561006621,170405
0.000581395,-0.802828874,-0.6,-23.6526,-0.837229749,0.040600462,0.307398004,170406
0.003386211,-0.799776721,-0.6,-22.726,-0.841027923,0.180197309,0.317942413,170407
-0.001741522,-0.829695603,-0.62,-20.5441,-0.84983388,-0.075012073,0.34277173,170410
0.008209385,-0.751797643,-0.56,-26.9661,-0.837447479,0.420248664,0.269691445,170411
-0.005125233,-0.779189264,-0.58,-20.6761,-0.862897663,-0.243420762,0.341269613,170412
0.005900151,-0.789725998,-0.59,-5.7042,-0.872090695,0.305317137,0.511644997,170413
-0.013161932,-0.753158476,-0.56,-9.3624,-0.88517867,-0.643410579,0.470015863,170414
-0.012105786,-0.755063642,-0.57,-13.398,-0.927200503,-0.590845758,0.424092039,170417
-0.003114198,-0.779733597,-0.58,3.9886,-0.989180894,-0.143330723,0.621945929,170418
-0.014653515,-0.744254741,-0.56,-4.0465,-1.067950664,-0.717647279,0.530509087,170419
0.00031507,-0.82172501,-0.62,0.0268,-1.202289895,0.027345357,0.576861925,170420
-0.01239577,-0.750689536,-0.57,-40.5128,-0.880920844,-0.605278381,0.115534376,170421
-0.025473119,-0.745712776,-0.57,-30.1049,-0.845164787,-1.256143423,0.233972915,170424
-0.002513055,-0.761984449,-0.58,-32.4612,-0.856341579,-0.113411588,0.207158983,170425
0.001302507,-0.786615523,-0.6,-34.3981,-0.866695836,0.076490503,0.185117687,170426
0.001233766,-0.715385644,-0.55,-32.3044,-0.844511598,0.073069235,0.208943316,170427
0.002556469,-0.785896226,-0.6,-31.4624,-0.878477433,0.138900708,0.218525004,170428
0.000777202,-0.827557151,-0.62,-40.115,-0.889775186,0.050345857,0.120061212,170502
-0.001851792,-0.797482745,-0.6,-41.2779,-0.883702946,-0.080500256,0.106827786,170503
-0.00558495,-0.754927558,-0.57,-52.7053,-0.876058214,-0.266301066,-0.023212334,170504
-0.014724818,-0.742641182,-0.57,-31.8828,-0.874703451,-0.721196059,0.213740988,170505
-0.021508267,-0.741396992,-0.57,-24.3395,-0.866792605,-1.058811107,0.299581304,170508
-0.000567897,-0.717932346,-0.55,-25.0016,-0.886339895,-0.016600274,0.29204682,170509
-0.023005032,-0.714646906,-0.55,-43.641,-0.893742705,-1.133305717,0.079936471,170510
-0.01029654,-0.678895884,-0.53,-45.4391,-0.901605166,-0.50079884,0.059474674,170511
0.000652114,-0.731832281,-0.57,-36.5832,-0.942199661,0.044120176,0.160251955,170512
0.009563027,-0.762528782,-0.59,-16.7075,-0.989108317,0.487619983,0.386430998,170515
0.022163799,-0.727788663,-0.56,-4.9344,-1.048911411,1.114765592,0.520405072,170516
0.004784053,-0.807844515,-0.61,-7.6504,-1.130826166,0.24976848,0.48949787,170517
-0.010268112,-0.842604074,-0.64,-16.0998,-1.217337437,-0.499383967,0.393346428,170518
-0.009537338,-0.747268014,-0.57,-61.3772,-0.699939072,-0.463013044,-0.121895754,170519
-0.015063652,-0.703293672,-0.55,-60.2127,-0.670690714,-0.738059966,-0.10864412,170522
-0.01973408,-0.686147179,-0.54,-48.8759,-0.66744896,-0.97050909,0.020365001,170523
0.003646466,-0.621818666,-0.5,-40.2499,-0.643934152,0.193150307,0.118526094,170524
0.011186452,-0.618299941,-0.49,-40.2006,-0.647853287,0.568418514,0.119087112,170525
-0.000481546,-0.710292241,-0.55,-22.3338,-0.680512743,-0.012302549,0.322405522,170526
-0.007345044,-0.68744969,-0.54,-51.5042,-0.689802544,-0.353901669,-0.009544204,170531
-0.021139933,-0.699599983,-0.55,-42.9994,-0.693794255,-1.040478973,0.087237672,170601
0.010185636,-0.655742285,-0.52,-19.3174,-0.68501249,0.51860749,0.35673118,170602
0.003290043,-0.699580543,-0.55,-40.8022,-0.710873941,0.175410988,0.112241098,170605
0.00182532,-0.702924303,-0.55,-34.3232,-0.720841124,0.102511121,0.185970024,170606
0.026310484,-0.635621399,-0.5,-3.0153,-0.758750285,1.321147811,0.54224381,170607
-0.000841751,-0.732512697,-0.56,-18.977,-0.798739975,-0.0302301,0.360604822,170608
0.005163973,-0.700746971,-0.54,-4.8741,-0.818940454,0.268677255,0.521091266,170609
-0.012988338,-0.700533126,-0.54,-20.6551,-0.886073781,-0.634770734,0.341508586,170612
0.010309971,-0.690715689,-0.54,-24.6566,-0.942828658,0.524795694,0.295972809,170613
-0.001846691,-0.752983511,-0.58,-9.8314,-1.045451928,-0.080246377,0.464678794,170614
0.007955529,-0.78360225,-0.6,-12.7651,-1.187024623,0.407614146,0.431294236,170615
-0.009030482,-0.7707521,-0.59,-55.3996,-0.804279987,-0.437786612,-0.053872597,170616
0.007192807,-0.71604662,-0.55,-51.4115,-0.765499906,0.369653158,-0.008489308,170619
0.005506352,-0.745557252,-0.57,-37.5046,-0.769443233,0.285717599,0.14976672,170620
0.002154458,-0.720031916,-0.55,-44.1925,-0.773870404,0.118892455,0.07366058,170621
-0.01110214,-0.705918136,-0.54,-47.5352,-0.780982908,-0.540893884,0.035621734,170622
-0.004535376,-0.66260477,-0.52,-57.1137,-0.771306032,-0.214063337,-0.073378501,170623
0.025173354,-0.673958004,-0.52,-25.8406,-0.77747504,1.264552383,0.282499271,170626
-0.001352912,-0.745187883,-0.57,-52.1658,-0.789135676,-0.055670793,-0.017072998,170627
-0.00327381,-0.764297865,-0.58,-38.2112,-0.795377261,-0.151274677,0.141725841,170628
0.005432635,-0.736264708,-0.56,-42.5932,-0.789595327,0.282048674,0.091860097,170629
0.004100243,-0.761284592,-0.58,-40.9556,-0.815577739,0.215734975,0.110495456,170630
0.00699642,-0.766494638,-0.58,-31.3953,-0.819206568,0.359878897,0.21928858,170703
-0.003595359,-0.765308769,-0.58,-27.8527,-0.826899684,-0.167278304,0.259602224,170704
0.007757977,-0.769605113,-0.58,-32.5641,-0.825883612,0.397781902,0.205988014,170705
-0.001854744,-0.742232932,-0.56,-55.2535,-0.830988164,-0.080647179,-0.052210026,170706
0.004560745,-0.789725998,-0.6,-42.8108,-0.842358493,0.238654349,0.089383879,170707
-0.003438767,-0.766280792,-0.58,-41.5568,-0.847874313,-0.159484655,0.103653994,170710
-0.011164953,-0.739938957,-0.56,-20.5942,-0.859897831,-0.544020112,0.342201608,170711
-0.005258488,-0.683775441,-0.53,-47.5922,-0.850317724,-0.250052918,0.034973092,170712
0.005271602,-0.71602718,-0.55,-41.7337,-0.888347846,0.274033995,0.101640929,170713
-0.002034989,-0.770032803,-0.59,-35.3397,-0.90949182,-0.089618046,0.174402583,170714
-0.04559187,-0.697480972,-0.54,-50.8592,-0.924660323,-2.257461941,-0.002204312,170717
0.004543143,-0.712819502,-0.55,-39.4342,-0.990100197,0.237778291,0.127808496,170718
0.023735331,-0.736925684,-0.57,-26.1582,-1.074361595,1.192981387,0.278885086,170719
0.007869608,-0.820072571,-0.62,-25.2835,-1.200281943,0.403337823,0.288838889,170720
-0.005296961,-0.77158804,-0.59,-84.9083,-0.929789068,-0.251967735,-0.389672068,170721
0.006541964,-0.733659685,-0.56,-83.3282,-0.884065829,0.337260434,-0.37169104,170724
-0.001545748,-0.735428768,-0.56,-72.3984,-0.886315702,-0.065268321,-0.247313448,170725
0.002240527,-0.749989679,-0.57,-76.7028,-0.881114382,0.123176145,-0.296296129,170726
0.01115933,-0.707570576,-0.54,-54.6207,-0.863623428,0.567068641,-0.045008967,170727
0.008019142,-0.749095418,-0.57,-30.2633,-0.873832532,0.410780192,0.232170375,170728
0.013278856,-0.764161781,-0.58,-32.4004,-0.870082743,0.672558322,0.207850867,170731
-0.002400922,-0.778975419,-0.59,-38.9362,-0.879372544,-0.107830682,0.133475575,170801
-0.002570116,-0.748745489,-0.57,-26.4627,-0.866720029,-0.116251537,0.275419974,170802
0.001122911,-0.748434442,-0.57,-28.1676,-0.875646947,0.067551936,0.256018763,170803
-0.009312553,-0.744390824,-0.56,-39.9151,-0.877219439,-0.451825402,0.122336009,170804
0.01,-0.767699947,-0.58,-23.4209,-0.894420086,0.509368309,0.310034676,170807
0.000350754,-0.770402172,-0.58,-31.516,-0.897081227,0.029121365,0.217915053,170808
0.008452845,-0.793769616,-0.6,-22.622,-0.911838463,0.432365768,0.319125899,170809
-0.01081427,-0.744002015,-0.56,-38.2174,-0.911886847,-0.526566475,0.141655287,170810
-0.018471462,-0.700785852,-0.53,-21.9903,-0.911959424,-0.907668073,0.326314441,170811
0.020711377,-0.747462418,-0.57,-6.2418,-0.972391514,1.042477951,0.505527282,170814
0.00228833,-0.779558633,-0.59,-21.9608,-1.021985503,0.12555532,0.326650142,170815
0.003613541,-0.780005764,-0.59,-9.1986,-1.094320151,0.191511616,0.471879854,170816
0.008702755,-0.813462811,-0.61,-0.234,-1.21141035,0.444803892,0.573894105,170817
-0.01221646,-0.74378817,-0.56,-61.1557,-0.722970036,-0.596354049,-0.119375155,170818
0.011102724,-0.780200168,-0.59,-44.9803,-0.711381977,0.564251337,0.06469567,170821
-0.004229798,-0.779966883,-0.59,-39.9814,-0.710680404,-0.198854594,0.121581537,170822
-0.007223318,-0.743943693,-0.56,-37.5819,-0.69418133,-0.347843316,0.148887071,170823
-0.006689498,-0.760040402,-0.57,-29.99,-0.697882735,-0.321274875,0.23528044,170824
0.011663927,-0.729421663,-0.55,-19.3305,-0.704148513,0.592182641,0.356582106,170825
0.012995107,-0.723978332,-0.54,-6.7841,-0.695681246,0.658436018,0.499356084,170828
-0.004976682,-0.78649888,-0.59,-18.3567,-0.732017915,-0.236027318,0.367663635,170829
0.006714748,-0.785857345,-0.59,-19.8636,-0.732598528,0.345859965,0.3505156,170830
0.003186783,-0.788190201,-0.59,-6.2259,-0.745299428,0.170271695,0.505708219,170831
0.009925558,-0.753819452,-0.56,2.0954,-0.742275404,0.5056633,0.600401924,170901
0.004336805,-0.788229082,-0.59,-16.0804,-0.771233455,0.227508763,0.393567194,170904
0.004475431,-0.78399106,-0.59,-2.6591,-0.77725731,0.234408237,0.546297251,170905
0.00409488,-0.784924202,-0.59,-13.5176,-0.793949921,0.215468057,0.422731029,170906
-0.00760375,-0.785837904,-0.59,-9.1963,-0.801497885,-0.366777573,0.471906027,170907
-0.001251297,-0.758387962,-0.57,-20.9826,-0.824746579,-0.050613373,0.337781742,170908
0.018193281,-0.743438241,-0.55,12.1724,-0.878622586,0.917151277,0.715074928,170911
0.000902717,-0.725494688,-0.54,2.5882,-0.951320117,0.05659279,0.606009829,170912
0.003801485,-0.762489901,-0.57,-2.7798,-1.048887219,0.200865667,0.544923724,170913
0.000119735,-0.803936981,-0.6,9.2151,-1.173162498,0.017623454,0.68142181,170914
