0,1,2,3,4
-0.119782108,0.54533284,0.749831078,-0.354986436,-0.001535577
0.667805151,0.04742441,0.12492957,0.108271734,0.724194062
0.64578823,-0.008569703,0.234664865,0.267528404,-0.675422048
-0.164079803,0.680213118,-0.196106086,0.68591783,0.03804031
0.309359015,0.487441994,-0.573252143,-0.56586532,-0.133700115
