0,1,2,3,4
-0.119782105,0.66780515,0.645820606,-0.164079803,0.309359015
0.545332823,0.04742441,-0.008570133,0.680213119,0.487441995
0.749831053,0.124929569,0.23467663,-0.196106085,-0.573252143
-0.354986424,0.108271735,0.267541817,0.68591783,-0.565865321
-0.001535577,0.724194063,-0.675455912,0.038040311,-0.133700115
