time,收盘价,涨跌,ln,dln,per,涨跌幅,成交量,lncjl,成交金额,lncjje,振幅,jc,持仓量,lnccl,持仓量变化
170526,5814.6,-2.8,8.668127275,0.00068816,-0.000481546,-0.0481,13410,9.503755976,15636830440,23.47289489,1.1483,-22.3338,26709,10.19275587,-1350
170531,5772.6,-42.4,8.660877865,-0.00724941,-0.007345044,-0.7291,14585,9.587748882,17032592680,23.55839456,2.7859,-51.5042,26325,10.17827434,-384
170601,5667,-119.8,8.642415156,-0.018462708,-0.021139933,-2.0702,13960,9.543951376,16031999120,23.49785251,2.3813,-42.9994,26160,10.17198681,-165
170602,5753.2,58.6,8.657511501,0.015096345,0.010185636,1.029,16216,9.693753688,18452439280,23.63846241,2.8202,-19.3174,26523,10.18576756,363
170605,5775,19,8.661293535,0.003782035,0.003290043,0.3301,13961,9.544023007,16182055120,23.50716876,1.0945,-40.8022,25454,10.14462818,-1069
170606,5807.2,10.6,8.666853806,0.005560271,0.00182532,0.1829,13789,9.531626452,15991102400,23.4952983,1.1662,-34.3232,25042,10.12830969,-412
170607,5952,156.6,8.691482577,0.024628771,0.026310484,2.7021,17251,9.755625392,20360014040,23.73683872,2.5227,-3.0153,23475,10.0636913,-1567
170608,5940,-5,8.689464412,-0.002018164,-0.000841751,-0.0841,12267,9.414668009,14578605800,23.40282093,0.73,-18.977,21822,9.990673914,-1653
170609,5964.4,30.8,8.693563743,0.00409933,0.005163973,0.5191,13901,9.539716059,16490629640,23.52605816,1.2505,-4.8741,20987,9.951658477,-835
170612,5882.2,-76.4,8.679686121,-0.013877622,-0.012988338,-1.2822,13912,9.540507056,16437666320,23.52284127,1.0304,-20.6551,18212,9.809835996,-2775
170613,5955.4,61.4,8.69205365,0.012367529,0.010309971,1.0417,14417,9.576163345,17155383440,23.56557786,1.8935,-24.6566,15866,9.671933734,-2346
170614,5956.6,-11,8.692255127,0.000201478,-0.001846691,-0.1843,11214,9.324918277,13381935280,23.31717152,0.6636,-9.8314,11624,9.360827205,-4242
170615,6008.4,47.8,8.700913769,0.008658642,0.007955529,0.8019,9639,9.173572648,11574104800,23.17203609,1.2415,-12.7651,5772,8.66077392,-5852
170616,5957.6,-53.8,8.692422994,-0.008490775,-0.009030482,-0.895,10300,9.239899174,12279123480,23.23116638,0.5756,-55.3996,21593,9.980124467,15821
170619,6006,43.2,8.700514249,0.008091254,0.007192807,0.7245,13114,9.481435641,15704688480,23.47722513,1.2108,-51.4115,23196,10.05173513,1603
170620,6029.4,33.2,8.704402782,0.003888534,0.005506352,0.5537,11596,9.35841549,13988294000,23.36148667,0.9306,-37.5046,23033,10.04468325,-163
170621,6034,13,8.70516542,0.000762637,0.002154458,0.2159,12909,9.465680022,15510941720,23.46481153,1.0164,-44.1925,22850,10.0367064,-183
170622,5944.8,-66,8.690272167,-0.014893253,-0.01110214,-1.098,13635,9.520395295,16410855440,23.52120887,2.1794,-47.5352,22556,10.02375638,-294
170623,5953.2,-27,8.691684169,0.001412002,-0.004535376,-0.4515,15863,9.671744632,18810116880,23.65766069,1.9163,-57.1137,22956,10.04133462,400
170626,6085.8,153.2,8.713713468,0.022029299,0.025173354,2.5823,15279,9.634234616,18425464360,23.63699948,2.2857,-25.8406,22701,10.03016426,-255
170627,6061,-8.2,8.709630082,-0.004083386,-0.001352912,-0.1351,11615,9.360052645,14109057200,23.37008278,0.9293,-52.1658,22219,10.00870306,-482
170628,6048,-19.8,8.707482918,-0.002147164,-0.00327381,-0.3263,10632,9.2716236,12864400200,23.27772966,0.8603,-38.2112,21961,9.997023432,-258
170629,6074.4,33,8.711838498,0.00435558,0.005432635,0.5462,12074,9.398809659,14681949920,23.40988468,0.9501,-42.5932,22200,10.00784757,239
170630,6097.2,25,8.715584928,0.00374643,0.004100243,0.4117,10787,9.286096984,13115841680,23.29708663,1.1956,-40.9556,21126,9.958259788,-1074
170703,6146,43,8.723556743,0.007971814,0.00699642,0.7046,10519,9.260938425,12879177240,23.27887768,1.088,-31.3953,20976,9.951134206,-150
170704,6119,-22,8.719153963,-0.004402779,-0.003595359,-0.3582,10580,9.266720705,12942526720,23.28378437,0.9249,-27.8527,20658,9.935857933,-318
170705,6161.4,47.8,8.726059303,0.00690534,0.007757977,0.7819,10359,9.245610986,12709574960,23.26562148,1.145,-32.5641,20700,9.937888979,42
170706,6146.4,-11.4,8.723621824,-0.00243748,-0.001854744,-0.1851,11767,9.373054282,14477061160,23.39583124,1.3089,-55.2535,20489,9.927643436,-211
170707,6183.2,28.2,8.729591216,0.005969392,0.004560745,0.4582,9324,9.140347,11499475400,23.16556725,1.212,-42.8108,20019,9.904437102,-470
170710,6165,-21.2,8.726643416,-0.0029478,-0.003438767,-0.3427,10530,9.261983605,13008020960,23.288832,1.0572,-41.5568,19791,9.892982568,-228
170711,6108.4,-68.2,8.717420152,-0.009223264,-0.011164953,-1.1042,11885,9.38303238,14590995120,23.4036704,1.3082,-20.5942,19294,9.867549446,-497
170712,6085.4,-32,8.713647739,-0.003772413,-0.005258488,-0.5231,14774,9.600624158,17923129040,23.60935784,1.7981,-47.5922,19690,9.887866172,396
170713,6108.2,32.2,8.71738741,0.003739671,0.005271602,0.53,13115,9.481511892,16034977840,23.49803829,1.1883,-41.7337,18118,9.804661198,-1572
170714,6093.4,-12.4,8.714961497,-0.002425913,-0.002034989,-0.2031,10337,9.243484971,12603315760,23.25722577,0.9761,-35.3397,17244,9.755219536,-874
170717,5825.6,-265.6,8.670017277,-0.04494422,-0.04559187,-4.3604,14069,9.551729074,16697108560,23.5385014,4.4129,-50.8592,16617,9.718181547,-627
170718,5899,26.8,8.682538124,0.012520847,0.004543143,0.4564,13280,9.494014423,15579468280,23.46921975,1.4577,-39.4342,13912,9.540507056,-2705
170719,6033.2,143.2,8.705032829,0.022494705,0.023735331,2.4312,12040,9.395989719,14354701680,23.38734337,2.7504,-26.1582,10429,9.252345666,-3483
170720,6074,47.8,8.711772646,0.006739817,0.007869608,0.7932,7763,8.957124136,9434240080,22.96761147,1.0919,-25.2835,5224,8.561018671,-5205
170721,6041.2,-32,8.706357947,-0.005414699,-0.005296961,-0.5269,10257,9.235715678,12392262680,23.24033814,1.0011,-84.9083,16405,9.705341445,11181
170724,6083.8,39.8,8.71338478,0.007026833,0.006541964,0.6585,12208,9.409846754,14829466280,23.419882,1.4262,-83.3282,18295,9.814383077,1890
170725,6081.2,-9.4,8.712957324,-0.000427456,-0.001545748,-0.1543,12117,9.402364704,14685895200,23.41015336,1.2084,-72.3984,18202,9.809286757,-93
170726,6070,13.6,8.711113884,-0.00184344,0.002240527,0.2246,11368,9.33855767,13780793920,23.34654171,1.0964,-76.7028,18417,9.82102943,215
170727,6129.4,68.4,8.720852145,0.009738261,0.01115933,1.1285,13550,9.514141826,16519049120,23.52778004,2.2109,-54.6207,19140,9.859535665,723
170728,6185.2,49.6,8.729914621,0.009062476,0.008019142,0.8084,11414,9.342595951,14050925040,23.36595407,1.3006,-30.2633,18718,9.837240907,-422
170731,6265.6,83.2,8.742829633,0.012915012,0.013278856,1.3458,10639,9.272281774,13237004400,23.30628211,1.9669,-32.4004,18873,9.845487608,155
170801,6247.6,-15,8.739952669,-0.002876964,-0.002400922,-0.2395,9877,9.197964101,12337757240,23.23593009,0.776,-38.9362,18489,9.82493124,-384
170802,6225.4,-16,8.736392976,-0.003559693,-0.002570116,-0.2564,11432,9.34417172,14283798760,23.38239178,1.3426,-26.4627,19012,9.852825638,523
170803,6233.8,7,8.737741378,0.001348401,0.001122911,0.1124,11448,9.345570321,14302444560,23.38369631,1.1563,-28.1676,18643,9.833226019,-369
170804,6185.2,-57.6,8.729914621,-0.007826757,-0.009312553,-0.9227,11656,9.363576348,14557726640,23.40138773,1.5922,-39.9151,18578,9.829733364,-65
170807,6280,62.8,8.745125259,0.015210639,0.01,1.0101,10457,9.25502689,13045766080,23.29172948,1.483,-23.4209,17867,9.790710715,-711
170808,6272.2,2.2,8.743882449,-0.00124281,0.000350754,0.0351,10318,9.241645222,12960864440,23.28520023,0.8453,-31.516,17757,9.784535083,-110
170809,6317.4,53.4,8.75106301,0.007180561,0.008452845,0.8525,9116,9.11778639,11476503160,23.16356758,1.0856,-22.622,17147,9.74957851,-610
170810,6251,-67.6,8.74049673,-0.01056628,-0.01081427,-1.0699,11676,9.365290732,14650310000,23.40772733,1.7346,-38.2174,17145,9.749461865,-2
170811,6139.2,-113.4,8.722449719,-0.01804701,-0.018471462,-1.8136,13899,9.539572174,17248348400,23.57098223,2.399,-21.9903,17142,9.749286871,-3
170814,6286.4,130.2,8.746143849,0.023694129,0.020711377,2.1149,11498,9.349928386,14346195760,23.38675064,2.1637,-6.2418,14644,9.591785974,-2498
170815,6292.8,14.4,8.747161402,0.001017553,0.00228833,0.2294,9847,9.194922119,12385306560,23.23977665,0.7327,-21.9608,12594,9.440975789,-2050
170816,6309.6,22.8,8.749827562,0.00266616,0.003613541,0.3627,9824,9.19258365,12372141800,23.23871315,1.0657,-9.1986,9604,9.169934957,-2990
170817,6365.8,55.4,8.75869519,0.008867628,0.008702755,0.8779,8103,8.999989642,10269352200,23.05242978,1.2424,-0.234,4764,8.46884293,-4840
170818,6286.6,-76.8,8.746175663,-0.012519527,-0.01221646,-1.2069,11687,9.366232392,14704549120,23.41142275,0.7103,-61.1557,24954,10.12478941,20190
170821,6358.8,70.6,8.757594959,0.011419296,0.011102724,1.1227,9814,9.191565217,12459752120,23.24576946,1.1068,-44.9803,25433,10.14380282,479
170822,6336,-26.8,8.754002933,-0.003592026,-0.004229798,-0.4212,9826,9.192787213,12443182600,23.24443873,0.789,-39.9814,25462,10.14494242,29
170823,6285.2,-45.4,8.745952942,-0.008049991,-0.007223318,-0.7172,11679,9.365547636,14708282240,23.41167659,1.5354,-37.5819,26144,10.171375,682
170824,6248.6,-41.8,8.740112718,-0.005840225,-0.006689498,-0.6645,10851,9.292012521,13611848200,23.33420644,1.081,-29.99,25991,10.1655056,-153
170825,6327.2,73.8,8.752613079,0.012500362,0.011663927,1.1802,12426,9.427546331,15671648560,23.47511909,1.5959,-19.3305,25732,10.15549063,-259
170828,6417.8,83.4,8.766830659,0.01421758,0.012995107,1.3166,12706,9.449829602,16287414360,23.51365852,1.9544,-6.7841,26082,10.1690007,350
170829,6389.8,-31.8,8.762458248,-0.004372411,-0.004976682,-0.4952,9490,9.157993892,12162452240,23.22161936,1.0527,-18.3567,24580,10.10968838,-1502
170830,6433.6,43.2,8.769289536,0.006831288,0.006714748,0.676,9523,9.161465204,12243239920,23.22823978,1.1549,-19.8636,24556,10.1087115,-24
170831,6464.2,20.6,8.77403454,0.004745004,0.003186783,0.3197,9403,9.148784066,12126583160,23.21866584,0.8008,-6.2259,24031,10.08709994,-525
170901,6528.6,64.8,8.783947804,0.009913264,0.009925558,1.0025,11171,9.321076414,14532082240,23.39962461,1.5966,2.0954,24156,10.09228808,125
170904,6548.6,28.4,8.787006565,0.003058761,0.004336805,0.4356,9401,9.148571346,12296724560,23.23259877,0.7699,-16.0804,22959,10.0414653,-1197
170905,6569.2,29.4,8.790147338,0.003140773,0.004475431,0.4496,9619,9.171495588,12598924400,23.25687728,0.9113,-2.6591,22710,10.03056064,-249
170906,6593.6,27,8.793854761,0.003707422,0.00409488,0.4112,9571,9.166492972,12597356960,23.25675286,1.0355,-13.5176,22020,9.99970641,-690
170907,6549.4,-49.8,8.787128721,-0.006726039,-0.00760375,-0.7546,9524,9.161570208,12536953120,23.25194637,1.2153,-9.1963,21708,9.985436135,-312
170908,6553.2,-8.2,8.787708759,0.000580038,-0.001251297,-0.125,10936,9.299815378,14359907760,23.38770598,1.3899,-20.9826,20747,9.940156937,-961
170911,6661.8,121.2,8.804144997,0.016436238,0.018193281,1.853,11705,9.36777138,15479924440,23.46280982,1.6206,12.1724,18520,9.826606508,-2227
170912,6646.6,6,8.801860725,-0.002284273,0.000902717,0.0904,12628,9.44367185,16864436560,23.5484729,1.6715,2.5882,15515,9.649562577,-3005
170913,6681.6,25.4,8.807112759,0.005252034,0.003801485,0.3816,10725,9.280332744,14284081520,23.38241157,1.0246,-2.7798,11482,9.348535871,-4033
170914,6681.4,0.8,8.807082825,-2.99E-05,0.000119735,0.012,8593,9.058703197,11484851000,23.1642947,0.9221,9.2151,6345,8.75542238,-5137
170915,6629.2,-40.8,8.799239412,-0.007843413,-0.006154589,-0.6117,5483,8.609407675,7282020000,22.70867413,1.0555,7.1562,0,#NUM!,-6345
170918,6678.4,49.31,8.806633717,0.007394305,0.007383505,0.7438,11344,9.336444249,15058587520,23.43521426,1.5326,8.9452,20556,9.930908148,20556
170919,6600.6,-53.8,8.794915833,-0.011717884,-0.008150774,-0.8085,11034,9.308736694,14653854080,23.40796921,1.7492,-35.4201,20572,9.931686207,16
170920,6668.6,55,8.805165222,0.010249389,0.008247608,0.8316,10902,9.296701538,14493065000,23.3969361,1.4727,-23.8724,20749,9.940253332,177
170921,6594.6,-78.6,8.794006411,-0.011158811,-0.011918843,-1.1778,11326,9.334856247,15012007880,23.43211624,1.5585,-17.4456,20548,9.930518892,-201
170922,6532.2,-61,8.784499072,-0.009507339,-0.009338355,-0.9252,11104,9.315060683,14526597560,23.39924712,1.4075,-39.8096,20655,9.9357127,107
170925,6440.8,-98.8,8.770408035,-0.014091037,-0.015339709,-1.5108,10909,9.297343416,14180514440,23.37513464,1.8594,-49.0441,20679,9.936873972,24
170926,6485,19.6,8.777247097,0.006839062,0.003022359,0.3032,9697,9.179571838,12560345040,23.25381047,0.7703,-35.7175,20018,9.904387148,-661
170927,6560,86.2,8.788745882,0.011498785,0.013140244,1.3315,9570,9.166388484,12538299760,23.25205378,1.3717,-23.1401,20085,9.907728547,67
170928,6552,-17.8,8.787525626,-0.001220256,-0.002716728,-0.2709,8530,9.05134464,11191577280,23.1384273,1.2542,-15.7915,19448,9.875499516,-637
170929,6598.2,31.8,8.794552164,0.007026538,0.004819496,0.4843,9176,9.124346659,12093308080,23.21591809,1.1178,-5.0587,19512,9.87878494,64
171009,6684.2,107,8.807501811,0.012949648,0.016007899,1.6268,9761,9.186150133,13045082920,23.29167711,1.0734,5.829,19455,9.875859385,-57
171010,6717,43,8.812396905,0.004895094,0.006401667,0.6443,9048,9.110299018,12093669560,23.21594798,0.935,11.5188,18930,9.848503244,-525
171011,6660.8,-36,8.803994876,-0.008402029,-0.005404756,-0.5376,9397,9.148145768,12548870640,23.25289651,1.2364,-5.6696,18424,9.821409442,-506
171012,6650.2,-10,8.802402208,-0.001592668,-0.001503714,-0.1501,9198,9.126741348,12219853240,23.22632778,1.069,-8.8957,18128,9.805212983,-296
171013,6722,91.8,8.813141008,0.0107388,0.01365665,1.3846,9541,9.163353581,12764558000,23.26993826,1.0135,12.1836,17400,9.764225485,-728
171016,6606.6,-103.6,8.795824428,-0.01731658,-0.015681288,-1.5439,11680,9.365633256,15544021200,23.46694191,1.9075,-12.6056,15880,9.672815735,-1520
171017,6591.8,-35.8,8.793581731,-0.002242697,-0.00543099,-0.5402,10644,9.272751632,14079640560,23.36799566,1.029,-21.1428,13681,9.523763288,-2199
171018,6542.8,-61.4,8.786120487,-0.007461244,-0.009384361,-0.9297,10362,9.245900547,13660213600,23.33775333,1.4627,-20.6369,10700,9.27799902,-2981
171019,6497,-62.8,8.779095811,-0.007024677,-0.009666,-0.9573,8358,9.030974443,10917051920,23.1135918,1.2043,-4.3999,5446,8.602636673,-5254
171020,6548,39,8.786914938,0.007819128,0.005956017,0.5992,4910,8.499029221,6420483200,22.58275922,0.9218,-23.424,0,#NUM!,-5446
171023,6576.2,26.93,8.79121235,0.004297411,0.00409507,0.4112,8413,9.037533408,11020362880,23.12301057,0.9833,-36.5637,17738,9.78346451,17738
171024,6560.8,-5.2,8.788867826,-0.002344524,-0.000792586,-0.0792,10951,9.301186055,14311330120,23.38431738,1.194,-42.2042,18301,9.814710982,563
171025,6599.8,62.2,8.794794625,0.005926799,0.009424528,0.9514,12020,9.394327208,15821798960,23.48465451,1.4103,-48.092,18635,9.832796812,334
171026,6622.6,24.2,8.798243321,0.003448697,0.003654154,0.3668,11669,9.364691032,15465571040,23.46188217,1.5337,-49.3288,18351,9.817439348,-284
171027,6601.4,-35.8,8.795037027,-0.003206294,-0.005423092,-0.5394,9710,9.180911561,12823474920,23.27454331,1.0968,-29.4067,17809,9.787459226,-542
171030,6468.2,-118,8.774653142,-0.020383885,-0.018243097,-1.7916,12708,9.449986995,16475687200,23.52515163,3.0063,-43.5616,18411,9.820703591,602
171031,6507.6,41,8.780726004,0.006072862,0.006300326,0.634,9877,9.197964101,12806081160,23.27318599,1.2093,-52.6054,17511,9.770584534,-900
171101,6481,-21.6,8.776630098,-0.004095905,-0.003332819,-0.3322,10581,9.266815219,13806708080,23.3484204,1.341,-71.9545,17793,9.786560401,282
171102,6440,-59.4,8.770283819,-0.006346279,-0.009223602,-0.9139,10208,9.230927006,13172682280,23.301411,1.3447,-44.9258,17612,9.776335767,-181
171103,6362,-64,8.758098072,-0.012185747,-0.01005973,-0.996,11202,9.323847613,14325969640,23.38533979,2.2253,-64.9799,18125,9.80504748,513
171106,6475,121.4,8.775703887,0.017605814,0.018749035,1.9107,10490,9.258177701,13468340720,23.32360764,1.9516,-36.0958,17055,9.744198695,-1070
171107,6514.4,45.4,8.78177039,0.006066504,0.006969176,0.7018,10105,9.22078563,13108304680,23.29651181,1.0388,-37.5363,16881,9.733944008,-174
171108,6541,36,8.785845338,0.004074948,0.005503746,0.5534,10231,9.233177606,13406964360,23.31904014,1.2821,-20.6897,16758,9.726631035,-123
171109,6600.4,52,8.794885532,0.009040194,0.00787831,0.7941,8469,9.044167717,11118287520,23.13185711,1.0079,-10.9517,15954,9.67746486,-804
171110,6619.6,39.6,8.797790224,0.002904692,0.005982235,0.6018,9186,9.125435865,12135237120,23.21937922,1.0973,-21.6164,15226,9.630759772,-728
171113,6654,29.2,8.802973457,0.005183232,0.004388338,0.4408,8177,9.009080614,10858545800,23.10821824,0.9872,-17.2054,13646,9.521201717,-1580
171114,6591.2,-62.8,8.793490705,-0.009482752,-0.009527855,-0.9438,9516,9.160729871,12604627000,23.25732981,1.2444,-23.3136,11870,9.381769488,-1776
171115,6527,-66.8,8.783702699,-0.009788006,-0.010234411,-1.0131,9863,9.196545661,12908401480,23.28114421,1.4559,-10.6563,8324,9.026898188,-3546
171116,6556,27.6,8.78813594,0.004433241,0.004209884,0.4228,6801,8.824824939,8911601840,22.91061984,0.9374,-2.3085,4054,8.307459327,-4270
171117,6323.6,-237.2,8.752043945,-0.036091995,-0.037510279,-3.6154,12036,9.395657438,15460511480,23.46155496,3.274,-38.3415,23928,10.0828046,19874
171120,6389.6,34.4,8.762426948,0.010383002,0.005383749,0.5413,12786,9.456106101,16126216520,23.50371214,2.9079,-43.5702,24732,10.11585323,804
171121,6418,41.2,8.766861822,0.004434874,0.006419445,0.6461,11744,9.371097751,15040302560,23.43399927,1.5149,-38.352,24505,10.10663246,-227
171122,6375.2,-37.6,8.760170742,-0.00669108,-0.005897854,-0.5863,11872,9.381937965,15229702120,23.44651344,2.1208,-64.2419,24910,10.12302461,405
171123,6208.2,-171.2,8.733626278,-0.026544464,-0.027576431,-2.6836,12836,9.460009002,16234442360,23.51040089,3.0128,-66.3116,24955,10.12482948,45
171124,6227,-42.4,8.736649955,0.003023677,-0.006809057,-0.6763,11166,9.320628726,13947642400,23.35857633,1.4228,-51.0287,24270,10.0969963,-685
171127,6136,-123.8,8.721928343,-0.014721612,-0.02017601,-1.9777,11442,9.345046075,14213294160,23.37744357,2.1055,-58.5522,24612,10.11098941,342
171128,6262.4,94,8.742318777,0.020390434,0.01501022,1.5239,11769,9.373224235,14653705400,23.40795907,2.0978,-36.9122,24393,10.10205148,-219
171129,6273.2,9.8,8.74404187,0.001723093,0.001562201,0.1565,11922,9.386140712,14901519840,23.42472905,2.2863,-45.1684,24267,10.09687268,-126
171130,6200,-89.4,8.732304571,-0.011737299,-0.014419355,-1.4214,10720,9.279866435,13396899200,23.31828911,1.59,-63.421,23386,10.05989283,-881
171201,6279,66,8.744966011,0.01266144,0.010511228,1.0623,10660,9.274253698,13385232360,23.31741787,1.7576,-37.4072,23391,10.06010661,5
171204,6233.8,-46,8.737741378,-0.007224633,-0.007379127,-0.7325,10948,9.30091207,13722745520,23.34232055,1.7739,-45.8206,22880,10.03801845,-511
171205,6098,-143.6,8.715716128,-0.02202525,-0.023548704,-2.3007,11557,9.355046593,14230961200,23.37868579,2.9864,-34.912,22980,10.04237955,100
171206,6132,39.2,8.72127624,0.005560112,0.006392694,0.6434,13550,9.514141826,16505667920,23.52696967,1.8776,-40.8031,22733,10.03157289,-247
171207,6085.6,-11.8,8.713680604,-0.007595636,-0.001939004,-0.1935,11733,9.370160663,14385564480,23.38949107,1.4334,-49.8702,21110,9.957502141,-1623
171208,6174,67.6,8.728102205,0.014421601,0.010949142,1.107,11866,9.381432447,14642665480,23.4072054,2.0667,-29.1433,19800,9.893437217,-1310
171211,6270.6,89.4,8.743627323,0.015525118,0.014257009,1.4463,10107,9.220983532,12619978200,23.25854697,1.2101,-15.5656,17109,9.74735992,-2691
171212,6226.8,-32.2,8.736617836,-0.007009487,-0.005171195,-0.5145,10533,9.262268465,13174890400,23.30157861,1.0321,-6.4115,14433,9.57727253,-2676
171213,6273.8,34.8,8.744137511,0.007519674,0.005546877,0.5578,10388,9.248406573,12968929800,23.28582232,1.1701,-3.641,10703,9.278279355,-3730
171214,6284,22.2,8.745761999,0.001624489,0.003532782,0.3545,8162,9.007244516,10230147680,23.04860485,0.955,-0.0807,5326,8.580355766,-5377
171215,6233.6,-46,8.737709294,-0.008052705,-0.007379363,-0.7325,4442,8.398860004,5554532640,22.43788012,1.395,-2.1608,0,#NUM!,-5326
171218,6161.8,-72.47,8.726124222,-0.011585072,-0.011761174,-1.1624,9672,9.176990392,11954089600,23.20433928,1.4821,-38.1889,19486,9.877451538,19486
171219,6234,73.4,8.73777346,0.011649239,0.011774142,1.1914,9895,9.199784858,12311106440,23.23376765,1.2336,-17.2416,19860,9.896462938,374
171220,6158.4,-72.2,8.725572283,-0.012201178,-0.011723824,-1.1588,9779,9.187992508,12092909600,23.21588513,1.422,-40.9628,19815,9.894194506,-45
171221,6227,65.2,8.736649955,0.011077672,0.010470532,1.0581,12255,9.413689296,15191594120,23.44400809,2.6259,-11.4987,20457,9.926080401,642
171222,6243.2,-1,8.73924815,0.002598196,-0.000160174,-0.016,7802,8.96213539,9749003080,23.00043087,0.8552,0.3153,19358,9.87086105,-1099
171225,6162,-73.4,8.726156679,-0.013091471,-0.011911717,-1.1771,9515,9.16062478,11778046000,23.18950313,1.9726,-23.5907,19496,9.877964595,138
171226,6219.4,63.2,8.735428718,0.009272039,0.010161752,1.0266,9924,9.202711345,12274172520,23.2307631,1.6634,-0.7473,19747,9.89075686,251
171227,6156.2,-57.4,8.725214983,-0.010213735,-0.009323934,-0.9238,9052,9.110741007,11212462640,23.14029173,1.3841,-16.9528,19243,9.864902637,-504
171228,6206,41.8,8.733271845,0.008056862,0.006735417,0.6781,9604,9.169934957,11921988840,23.20165033,1.5866,1.7298,19531,9.879758226,288
171229,6280.8,65.6,8.74525264,0.011980795,0.010444529,1.0555,8330,9.027618735,10394422200,23.06453517,1.6057,29.9793,18882,9.845964366,-649
180102,6345,85.6,8.75542238,0.01016974,0.013490938,1.3675,8880,9.091556836,11217410360,23.1407329,1.4123,12.7731,18840,9.843737548,-42
180103,6388.2,44.2,8.762207818,0.006785437,0.006919007,0.6967,8896,9.093357016,11348790760,23.15237703,1.1822,-0.0533,18664,9.834351814,-176
180104,6406.8,14.2,8.765115205,0.002907388,0.002216395,0.2221,7374,8.905715579,9435132840,22.9677061,0.6226,-10.735,18100,9.803667217,-564
180105,6400.8,-3.6,8.764178262,-0.000936944,-0.00056243,-0.0562,7585,8.933927892,9716800000,22.99712218,0.712,-16.4537,17964,9.796125034,-136
180108,6433,26,8.769196271,0.00501801,0.00404166,0.4058,7945,8.980298079,10195577680,23.0452199,1.0145,-13.1818,17838,9.789086292,-126
180109,6435,4.4,8.76950712,0.000310849,0.000683761,0.0684,7365,8.904494329,9457612320,22.97008579,0.5505,-10.7462,17130,9.748586591,-708
180110,6406.6,-16.4,8.765083988,-0.004423132,-0.00255986,-0.2553,8377,9.033245134,10709147680,23.09436414,1.1864,0.6605,17019,9.742085646,-111
180111,6423.2,28,8.767671715,0.002587727,0.004359198,0.4378,8463,9.043459,10846720440,23.10712861,1.1071,-2.7401,16480,9.709902803,-539
180112,6401.2,-27.6,8.764240752,-0.003430963,-0.004311692,-0.4293,8205,9.012499004,10505557040,23.0751702,0.8617,1.8263,15211,9.629774129,-1269
180115,6273,-122,8.744009988,-0.020230764,-0.01944843,-1.9077,9382,9.146548239,11850684400,23.19565146,2.405,19.6241,14451,9.578518895,-760
180116,6285.6,17.4,8.746016582,0.002006594,0.002768232,0.2776,9437,9.152393412,11871699680,23.19742323,0.903,-15.5327,11651,9.363147292,-2800
180117,6250,-30,8.740336743,-0.005679839,-0.0048,-0.4777,10326,9.242420265,12904266760,23.28082385,1.6879,-17.4599,8817,9.084436955,-2834
180118,6285.6,14.6,8.746016582,0.005679839,0.00232277,0.2328,6976,8.850230966,8771201520,22.89473964,1.1258,-1.2007,4475,8.406261631,-4342
180119,6281,-4.8,8.745284482,-0.000732099,-0.00076421,-0.0764,3931,8.276649125,4950314320,22.32271691,1.0341,8.62,0,#NUM!,-4475
180122,6348.6,67.66,8.755989595,0.010705113,0.010657468,1.0772,10788,9.286189684,13577432440,23.33167487,2.5315,0.9617,16348,9.701860845,16348
180123,6345.8,-4,8.755548456,-0.000441139,-0.000630338,-0.063,8050,8.99342737,10218044240,23.04742104,0.841,-9.1978,16189,9.692087278,-159
180124,6409.6,68.4,8.765552145,0.01000369,0.010671493,1.0787,10524,9.261413642,13430338000,23.32078201,1.6306,15.3001,17308,9.758924101,1119
180125,6387,-29.4,8.762019954,-0.003532192,-0.0046031,-0.4582,9106,9.116688816,11691447240,23.18212341,1.0536,4.2835,16545,9.71383922,-763
180126,6397,-5.2,8.763584409,0.001564456,-0.000812881,-0.0812,7311,8.897135342,9351343880,22.9587859,0.5748,13.3688,16182,9.691654792,-363
180129,6312.2,-84.6,8.750239548,-0.013344862,-0.013402617,-1.3225,9592,9.168684697,12188254920,23.22373861,2.2386,2.3164,16111,9.687257547,-71
180130,6302.8,-4.6,8.748749258,-0.00149029,-0.000729834,-0.0729,7853,8.968650903,9932585160,23.01908662,0.8656,-10.642,15163,9.626613529,-948
180131,6186.6,-120.4,8.730140942,-0.018608316,-0.019461417,-1.909,9923,9.202610574,12323464400,23.23477096,2.0358,-2.7413,15486,9.647691669,323
180201,5970,-207,8.694502206,-0.035638735,-0.034673367,-3.3511,11166,9.320628726,13572511200,23.33131235,4.057,-14.7428,16135,9.688746104,649
180202,5986.2,-6,8.697212099,0.002709893,-0.001002305,-0.1001,11551,9.354527292,13756238000,23.34475823,3.104,-18.6494,15578,9.653614941,-557
180205,5979.8,-3,8.696142402,-0.001069698,-0.000501689,-0.0501,8507,9.048644633,10150531560,23.04079191,1.6614,-18.4236,14444,9.578034382,-1134
180206,5686.8,-292.4,8.645902979,-0.050239423,-0.051417317,-4.8903,12013,9.393744676,13985899360,23.36131547,4.7063,-17.4641,15116,9.623509064,672
180207,5663,-70.4,8.641709066,-0.004193913,-0.012431573,-1.2279,12850,9.46109909,14729347080,23.41310774,4.0151,-48.3322,14954,9.612734102,-162
180208,5747,58,8.656433259,0.014724192,0.010092222,1.0195,10648,9.27312736,12260628520,23.22965903,2.1937,-19.4797,13568,9.515469358,-1386
