ln,dln,per,lncjl,lncjje,jc,lnccl
8.633552993,-0.013790883,-0.010218978,9.027618735,22.96827591,-47.1971,9.554922492
8.639658581,0.006105589,0.001592526,9.167328481,23.09088357,-16.6398,9.501516334
8.679482094,0.039823513,0.040979425,9.117676687,23.08482266,-21.5341,9.345046075
8.69064217,0.011160075,0.011804271,8.985194818,22.96594452,-24.4123,9.058237594
8.691180111,0.000537942,0.004235152,8.695841343,22.69044866,-6.9305,8.578664514
8.660046004,-0.031134107,-0.035403447,9.371778718,23.33103387,-211.7164,9.896966336
8.677473617,0.017427613,0.016731411,9.403849118,23.3786237,-234.5225,9.931345881
8.673341874,-0.004131743,-0.004003422,9.362288628,23.33041207,-225.4998,9.938468521
8.679618116,0.006276243,0.013907307,9.552084403,23.51942519,-229.2427,9.945876319
8.586905804,-0.092712313,-0.087819437,9.698245312,23.63370911,-265.0522,9.949750717
8.597445108,0.010539304,-0.002510244,9.577411092,23.47655713,-231.1376,9.956269738
8.532121212,-0.065323896,-0.07408575,9.722265391,23.57208525,-275.2337,9.945924243
8.561669302,0.02954809,0.023835941,9.737787097,23.58728581,-246.2349,9.93484086
8.628340929,0.066671627,0.061598482,9.743494841,23.64061451,-165.3482,9.93484086
8.631200218,0.002859289,0.004818159,9.662689066,23.60242786,-173.177,9.906233778
8.603737793,-0.027462425,-0.033749083,9.794286337,23.7122918,-169.5614,9.868585501
8.629628621,0.025890828,0.023735478,9.660523874,23.59486343,-157.5482,9.835155177
8.641355834,0.011727213,0.015226992,9.765144603,23.6795957,-103.3253,9.85298342
8.612503371,-0.028852463,-0.025927273,9.572758791,23.49028852,-117.0376,9.823957214
8.593413217,-0.019090154,-0.023906597,9.626415659,23.53549946,-125.948,9.823090615
8.596595694,0.003182477,-0.005763689,9.567385247,23.46073545,-95.7818,9.804606003
8.635793671,0.039197976,0.036805457,9.65886497,23.59575238,-60.9904,9.711842668
8.631949429,-0.003844242,-0.007382311,9.40516675,23.3383255,-31.8012,9.558388209
8.624324139,-0.00762529,-0.008373163,9.457122322,23.38277213,2.5963,9.359105145
8.658692754,0.034368615,0.035798611,9.210840247,23.15151764,14.025,8.750841375
8.665544229,0.006851475,0.009310987,9.706072662,23.66051304,-149.663,9.977341921
8.687745765,0.022201536,0.022091807,9.576648765,23.55772699,-169.6805,10.01355199
8.686361962,-0.001383803,0.002161578,9.450616322,23.43576063,-153.8922,10.02255865
8.691012036,0.004650074,0.001580044,9.490620115,23.47640983,-169.7664,10.04411868
8.673068098,-0.017943938,-0.016154978,9.753362094,23.73340176,-175.0242,10.0364
8.68446879,0.011400692,0.003586898,9.526245403,23.50582944,-167.0312,10.02840066
8.675392806,-0.009075984,-0.005156223,9.653679133,23.64655447,-180.7782,10.0384991
8.663680295,-0.011712511,-0.017343836,9.730323934,23.69376973,-133.0672,10.00996245
8.70297542,0.039295125,0.041788467,9.71986515,23.70283178,-116.7034,10.00333289
8.702842538,-0.000132882,0.004916944,9.605351022,23.61124383,-135.8138,9.980355997
8.70417056,0.001328021,-0.001592568,9.721185996,23.7123654,-96.5278,9.946499148
8.730754984,0.026584424,0.033180408,9.685455913,23.70317506,-96.1826,9.959678832
8.73607166,0.005316676,0.002378121,9.424160596,23.45511468,-100.0342,9.932123599
8.725182495,-0.010889165,-0.009129305,9.61580548,23.64598854,-72.9737,9.907778334
8.718369214,-0.006813281,-0.011154362,9.619531862,23.6313384,-54.5419,9.865422172
8.738254577,0.019885363,0.02680776,9.581421053,23.62071296,-67.3004,9.774403399
8.73870341,0.000448833,-0.001730825,9.560151816,23.59024243,-12.9729,9.644781588
8.74925684,0.010553431,0.019156359,9.564371825,23.62080924,-38.2255,9.354786976
8.761111446,0.011854606,0.003980443,9.042040057,23.09762299,-20.6545,8.702842538
8.734656641,-0.026454805,-0.024168893,9.486986775,23.51515641,-169.7496,9.873749734
8.714928674,-0.019727967,-0.014114094,9.552013347,23.56312062,-188.0024,9.931734815
8.716470189,0.001541515,0.001179825,9.488805095,23.50331987,-205.629,9.961190263
8.664094803,-0.052375386,-0.051906341,9.770870028,23.75879702,-231.0126,10.01592298
8.663611194,-0.000483609,-0.002073112,9.61226589,23.58292241,-182.282,10.02499697
8.67419694,0.010585746,0.004,9.556904372,23.5201117,-161.3201,10.03020831
8.66826485,-0.00593209,-0.000791003,9.553291575,23.51148913,-162.6772,10.02658975
8.68016202,0.011897169,0.013457944,9.570808114,23.54058408,-161.7734,10.04407524
8.676894154,-0.003267866,0.001909373,9.499646126,23.47689518,-150.899,10.04529089
8.671286727,-0.005607427,-0.003600206,9.626151772,23.5910426,-157.3285,10.08247021
8.673307656,0.002020929,0.004619491,9.477309403,23.44997,-140.794,10.0550062
8.713582005,0.040274349,0.036483155,9.662816284,23.65609146,-82.4537,10.08776553
8.709927019,-0.003654987,0.003595698,9.3899917,23.39905988,-106.9826,10.06074768
8.721406695,0.011479676,0.009750848,9.42238253,23.43362417,-71.0166,10.07204819
8.680637692,-0.040769002,-0.03688984,9.735542162,23.73563492,-73.689,10.05143331
8.639906277,-0.040731416,-0.049497594,9.641213284,23.59252317,-90.8473,10.00775747
8.639410824,-0.000495452,-0.006336283,9.413607693,23.35525627,-88.8961,9.960434833
8.637710264,-0.00170056,-0.004361393,9.570389617,23.51397679,-83.0104,9.918376165
8.642944397,0.005234133,-0.001269841,9.613402595,23.54297988,-56.4555,9.886544832
8.641037818,-0.001906578,0.000918858,9.507477603,23.45111254,-55.1107,9.820649274
8.660808569,0.019770751,0.021482277,9.493713173,23.44160428,-40.3423,9.692025506
8.662020544,0.001211974,0.004671927,9.493261127,23.45135946,-11.1416,9.507106063
8.636361933,-0.025658611,-0.028405056,9.361944956,23.29945415,1.6073,9.222367752
8.637852088,0.001490155,0.006594342,9.044049632,22.9880823,-25.5331,8.536014946
8.623856858,-0.01399523,-0.017293449,9.633121358,23.5486451,-170.1018,10.16126439
8.636787918,0.012931061,0.01362862,9.535896097,23.47307433,-174.2761,10.17446843
8.630271845,-0.006516073,-0.007644768,9.585414999,23.51190763,-144.5782,10.19496242
8.622633704,-0.007638142,-0.005471562,9.564582359,23.49582492,-159.1834,10.20325876
8.635473881,0.012840177,0.009879527,9.744784861,23.66208967,-116.5876,10.24103064
8.635971287,0.000497406,0.007530281,9.585277542,23.51716442,-108.9897,10.22172308
8.632484236,-0.003487052,-0.004776332,9.664913054,23.59531124,-100.3152,10.22292262
8.686632122,0.054147887,0.050040519,9.848239078,23.81158501,-24.1224,10.2126253
8.682673731,-0.003958391,0.001694973,9.542804587,23.52877009,-73.9799,10.1646973
8.689093973,0.006420242,0.002425141,9.427787731,23.41249205,-76.0942,10.12783038
8.700114568,0.011020595,0.012858951,9.627799925,23.61892115,-29.003,10.10826345
8.695171999,-0.00494257,-0.003749582,9.436359784,23.43261258,-77.8595,10.05302762
8.702277595,0.007105596,0.006382342,9.395906659,23.39052785,-28.7571,10.0233573
8.698814503,-0.003463092,-0.000166783,9.48372066,23.47708842,-28.0776,9.968479096
8.653819789,-0.044994714,-0.047034194,9.670798588,23.65020865,-14.4438,9.864486815
8.652318313,-0.001501476,-0.015375476,9.527192822,23.47895965,-39.3612,9.703388916
8.686091728,0.033773414,0.033378378,9.531118672,23.50516449,-32.846,9.460009002
8.684874771,-0.001216956,-0.003145718,9.127067453,23.11259084,-17.7454,8.79209393
8.667439115,-0.017435657,-0.018001583,9.602112153,23.5755954,-153.6724,9.929545087
8.673889201,0.006450086,0.006839711,9.566825298,23.53168462,-137.3691,9.953610162
8.661743651,-0.01214555,-0.011423428,9.687133401,23.66162226,-139.2032,9.999842641
8.686429509,0.024685858,0.022559946,9.611998242,23.58240637,-86.8857,10.02273618
8.68067166,-0.005757848,0.000815217,9.527848201,23.50447503,-90.1737,10.0233573
8.663369302,-0.017302359,-0.016312424,9.850455906,23.81698738,-116.6202,10.08351481
8.693697863,0.030328561,0.026285791,9.636392114,23.61765462,-79.0191,10.08522561
8.705662479,0.011964616,0.01239026,9.619930295,23.61406049,-70.5105,10.09995853
8.707879665,0.002217186,0.005321962,9.470548467,23.47511579,-69.8021,10.08422452
8.708077979,0.000198314,0.001454161,9.358587948,23.36322252,-71.8939,10.06594648
8.706126178,-0.001951801,-0.000596046,9.48691094,23.49445461,-71.7385,10.08555908
8.725767119,0.019640942,0.018150529,9.613135252,23.63293599,-72.2811,10.10454908
8.732691593,0.006924474,0.003031085,9.360827205,23.39009139,-67.1046,10.06934092
8.736585716,0.003894124,0.003661709,9.42270605,23.45446887,-70.7969,10.05117453
8.745029713,0.008443997,0.008918049,9.56212337,23.59830702,-40.3926,10.00536702
8.742733867,-0.002295846,-0.000478851,9.376024288,23.41715452,-34.8533,9.942756341
8.740016692,-0.002717176,-0.004641485,9.517015921,23.56404405,-64.4988,9.874367654
8.759134944,0.019118253,0.012624439,9.610323817,23.65637492,-26.5448,9.689675329
8.766612492,0.007477548,0.011377096,9.451088057,23.51574684,-30.1634,9.425451752
8.770625376,0.004012884,0.00416007,8.997147152,23.06364747,-13.3827,8.835501457
8.770252763,-0.000372613,0.00149073,8.614501374,22.68247529,-1.2159,#NUM!
8.742893472,-0.027359291,-0.027724226,9.386979146,23.43215982,-146.0731,9.879348537
8.743978105,0.001084633,-0.002997067,9.467846702,23.50921869,-159.1383,9.920639611
8.742797712,-0.001180393,-0.001372618,9.45626251,23.5023364,-152.5223,9.932075009
8.749890956,0.007093243,0.003708399,9.532133974,23.58235776,-132.7093,9.989114639
8.743946221,-0.005944735,-0.007174059,9.412301144,23.4571641,-118.3254,9.981420344
8.746779941,0.00283372,0.001589724,9.345919666,23.39066264,-118.3831,9.988563725
8.763021487,0.016241547,0.017893453,9.401373869,23.45624297,-101.0743,10.02175936
8.716732338,-0.046289149,-0.045050949,9.803722464,23.84033443,-125.0885,10.01265581
8.72023199,0.003499652,-9.79E-05,9.539428268,23.55709082,-117.6883,10.00088646
8.716535733,-0.003696257,-0.003604785,9.30810209,23.3261945,-99.8923,9.990215556
8.704203738,-0.012331995,-0.013503202,9.462809689,23.46287302,-81.0782,10.01408931
8.713253274,0.009049537,0.008055236,9.286560398,23.29467336,-85.5088,10.00712659
8.716470189,0.003216915,0.003768885,9.280705635,23.29528077,-95.7885,10.00283503
8.726610974,0.010140785,0.009440696,9.236982303,23.25640967,-73.4309,9.986725151
8.723751973,-0.002859001,-0.000715773,9.203919804,23.22616912,-56.0872,9.968197934
8.740048701,0.016296729,0.016452738,9.45532369,23.48164984,-42.5562,9.98883922
8.747860369,0.007811668,0.011084291,9.246190025,23.28829859,-44.3497,9.967307065
8.746112034,-0.001748336,-0.000254526,9.149634497,23.19564741,-32.0681,9.943477201
