time,收盘价,涨跌,ln,dln,per,涨跌幅,normcjl,成交量,lncjl,normcje,成交金额,lncjje,振幅,jc,normccl,持仓量,lnccl,持仓量变化,junzhi,biaozhuncha,jianyan,1-jy,zjianyan
161020,6499,8,8.779403598,0.001200905,0.001230959,0.1232,-0.86315265,5547,8.62101252,(0.65),7209868680,22.69871657,0.4683,0.7625,-1.210950699,4783,8.472823244,-4089,,,,,
161021,6396.6,-107.2,8.763521878,-0.01588172,-0.016758903,-1.6483,-0.773532087,10157,9.225918402,(0.58),12988112440,23.28730035,1.3746,-78.6807,-0.873614803,18727,9.837721612,13944,,,,,
161024,6471.4,80.8,8.775147747,0.011625869,0.012485706,1.2644,-0.788248523,9400,9.148464968,(0.59),12148181240,23.2204453,1.6493,-68.0661,-0.853801399,19546,9.880525941,819,,,,,
161025,6487,-1.2,8.777555453,0.002407706,-0.000184985,-0.0185,-0.849622084,6243,8.739216115,(0.64),8098430160,22.81493607,0.3144,-76.3539,-0.863139585,19160,9.860580052,-386,,,,,
161026,6471,-15,8.775085935,-0.002469518,-0.002318034,-0.2313,-0.814415394,8054,8.993924141,(0.61),10410387000,23.06606989,0.7586,-59.3898,-0.857188306,19406,9.873337576,246,,,,,
161027,6458.2,-1.4,8.77310592,-0.001980015,-0.000216779,-0.0217,-0.823396891,7592,8.93485034,(0.62),9789968000,23.00462402,0.7833,-59.1594,-0.861421939,19231,9.864278839,-175,,,,,
161028,6411,-36.8,8.765770544,-0.007335376,-0.005740134,-0.5707,-0.797638269,8917,9.095714846,(0.60),11483266520,23.16415673,1.3896,-44.8349,-0.853414324,19562,9.881344188,331,,,,,
161031,6407.6,-11.2,8.765240065,-0.000530479,-0.001747924,-0.1745,-0.823882903,7567,8.931551967,(0.62),9671240680,22.99242244,0.8195,-44.6058,-0.867711908,18971,9.850666776,-591,,,,,
161101,6465,58.8,8.774158291,0.008918226,0.009095128,0.9179,-0.811129955,8223,9.014690385,(0.61),10586874160,23.08288078,1.0896,-42.95,-0.86386535,19130,9.859013062,159,,,,,
161102,6400,-59.6,8.764053269,-0.010105022,-0.0093125,-0.9227,-0.821025154,7714,8.950792139,(0.62),9921807080,23.01800091,0.9846,-55.1295,-0.879299967,18492,9.825093485,-638,,,,,
161103,6435,19.2,8.76950712,0.005453851,0.002983683,0.2993,-0.785526857,9540,9.163248764,(0.59),12294295520,23.23240121,1.5742,-48.7322,-0.87226004,18783,9.840707484,291,,,,,
161104,6419.6,-28.2,8.767111089,-0.002396031,-0.004392797,-0.4374,-0.82709058,7402,8.909505513,(0.62),9534542120,22.97818705,1.1074,-42.9928,-0.892799209,17934,9.794453632,-849,,,,,
161107,6409,-12.8,8.765458532,-0.001652558,-0.001997191,-0.1993,-0.829540079,7276,8.89233654,(0.62),9350222840,22.95866601,0.872,-59.8171,-0.905524301,17408,9.76468515,-526,,,,,
161108,6469,49.2,8.774776816,0.009318285,0.007605503,0.7664,-0.81466812,8041,8.992308733,(0.61),10376542280,23.06281355,0.9813,-34.1781,-0.924611939,16619,9.718301898,-789,,,,,
161109,6405,-51.8,8.764834214,-0.009942602,-0.008087432,-0.8023,-0.75292519,11217,9.325185764,(0.57),14384448560,23.3894135,2.6112,-48.5718,-0.936006461,16148,9.689551482,-471,,,,,
161110,6499,85.8,8.779403598,0.014569384,0.013202031,1.3379,-0.813346168,8109,9.000729835,(0.61),10536243640,23.07808693,0.711,-37.9651,-0.967311154,14854,9.606024468,-1294,,,,,
161111,6563,67,8.789203094,0.009799497,0.010208746,1.0314,-0.80846661,8360,9.031213706,(0.60),10915892480,23.11348559,1.3639,-20.8864,-0.981342624,14274,9.56619498,-580,,,,,
161114,6586.6,26.6,8.792792561,0.003589467,0.004038502,0.4055,-0.814512596,8049,8.993303139,(0.61),10602101280,23.08431805,1.0793,-28.4071,-1.021187161,12627,9.443592657,-1647,,,,,
161115,6601.8,30.2,8.795097618,0.002305057,0.00457451,0.4596,-0.839163111,6781,8.821879863,(0.63),8940667040,22.91387604,0.5022,-38.6616,-1.074458363,10425,9.251962047,-2202,,,,,
161116,6627.4,28.6,8.798967849,0.003870231,0.004315418,0.4334,-0.850399702,6203,8.732788325,(0.63),8215212800,22.82925349,0.4668,-16.7878,-1.143454489,7573,8.932344569,-2852,,,,,
161117,6635.6,11.6,8.800204372,0.001236523,0.001748146,0.1751,-0.871706457,5107,8.538367427,(0.65),6747199400,22.63239335,1.0477,-0.869,-1.226264355,4150,8.330863613,-3423,,,,,
161118,6506.8,-119,8.780603063,-0.019601309,-0.01828856,-1.796,-0.82417451,7552,8.929567708,(0.62),9853893360,23.01113248,0.8723,-95.5265,-0.744162395,24078,10.08905384,19928,,,,,
161121,6523.2,12.6,8.783120332,0.002517269,0.001931567,0.1935,-0.807261301,8422,9.038602609,(0.60),10998126440,23.12099077,1.0936,-88.3399,-0.719244439,25108,10.1309418,1030,,,,,
161122,6593.6,78,8.793854761,0.010734429,0.011829653,1.1971,-0.825826949,7467,8.918248591,(0.62),9792887480,23.00492219,0.9608,-67.646,-0.716583298,25218,10.1353133,110,,,,,
161123,6561.8,-9.6,8.789020235,-0.004834526,-0.001463013,-0.1461,-0.823027522,7611,8.937349848,(0.61),10011125880,23.0269629,0.9861,-69.3733,-0.710583635,25466,10.14509951,248,,,,,
161124,6547.6,-13.6,8.786853849,-0.002166385,-0.002077097,-0.2073,-0.846336644,6412,8.765926514,(0.63),8407621560,22.85240446,0.6523,-75.4489,-0.71759937,25176,10.13364644,-290,,,,,
161125,6564.8,19.6,8.789477322,0.002623472,0.00298562,0.2995,-0.789687117,9326,9.140561477,(0.59),12151285760,23.22070083,2.1023,-88.0177,-0.717018758,25200,10.13459927,24,,,,,
161128,6596.4,32.6,8.794279325,0.004802003,0.00494209,0.4967,-0.827284985,7392,8.908153613,(0.62),9733475720,22.99883689,0.9842,-74.4035,-0.729913195,24667,10.1132216,-533,,,,,
161129,6556.8,-42,8.788257958,-0.006021367,-0.006405564,-0.6365,-0.81964488,7785,8.959954084,(0.61),10231331600,23.04872057,1.1911,-63.9949,-0.73792081,24336,10.09971201,-331,,,,,
161130,6531.2,-27.2,8.784345973,-0.003911985,-0.004164625,-0.4147,-0.808622134,8352,9.03025631,(0.60),10937486240,23.11546183,1.2595,-54.3776,-0.75195228,23756,10.07559041,-580,,,,,
161201,6572,34.8,8.790573479,0.006227507,0.005295192,0.5323,-0.833622578,7066,8.863049828,(0.62),9273508160,22.95042759,0.9056,-52.4657,-0.772854332,22892,10.03854278,-864,,,,,
161202,6433,-131.2,8.769196271,-0.021377208,-0.020394839,-1.9987,-0.811460443,8206,9.012620873,(0.61),10677590880,23.09141307,2.0231,-87.9745,-0.78277313,22482,10.02047027,-410,,,,,
161205,6430,-31,8.768729817,-0.000466454,-0.004821151,-0.4798,-0.831328602,7184,8.87961161,(0.62),9270356800,22.95008771,1.6097,-56.0173,-0.801014041,21728,9.98635703,-754,,,,,
161206,6431.4,-13.2,8.768947523,0.000217706,-0.00205243,-0.2048,-0.838754861,6802,8.824971966,(0.63),8780438840,22.89579223,0.9031,-59.4897,-0.82718999,20646,9.935276875,-1082,,,,,
161207,6488.6,45.6,8.77780207,0.008854547,0.00702771,0.7077,-0.827868199,7362,8.904086914,(0.62),9520615600,22.97672535,1.2727,-69.4247,-0.86330893,19153,9.86021464,-1493,,,,,
161208,6488.8,-1.2,8.777832893,3.08E-05,-0.000184934,-0.0185,-0.843731622,6546,8.786609455,(0.63),8498686480,22.86317746,0.4622,-38.6338,-0.903564734,17489,9.769327391,-1664,,,,,
161209,6456,-32.8,8.77276521,-0.005067683,-0.005080545,-0.5055,-0.84161261,6655,8.803123731,(0.63),8625092200,22.87794149,0.675,-57.9155,-0.929643915,16411,9.705707121,-1078,,,,,
161212,6174.6,-296.4,8.728199382,-0.044565828,-0.04800311,-4.5804,-0.783252322,9657,9.17543832,(0.59),12242988880,23.22821927,5.1924,-74.4784,-0.981947429,14249,9.564442008,-2162,,,,,
161213,6231,11.6,8.737292113,0.00909273,0.001861659,0.1865,-0.813035121,8125,9.002701007,(0.61),10098176080,23.03562066,1.4728,-47.1793,-1.042766595,11735,9.370331108,-2514,,,,,
161214,6224,-16,8.736168066,-0.001124047,-0.002570694,-0.2564,-0.822813677,7622,8.938794081,(0.62),9520384800,22.97670111,1.5224,-15.4989,-1.125697421,8307,9.024853812,-3428,,,,,
161215,6262.8,9.2,8.742382648,0.006214583,0.001468992,0.1471,-0.853335213,6052,8.708144075,(0.64),7569182040,22.74735085,1.6694,-17.5981,-1.217603551,4508,8.413608875,-3799,,,,,
161216,6204.4,-48,8.733013997,-0.009368652,-0.007736445,-0.7677,-0.827246104,7394,8.908424139,(0.62),9159335840,22.93803951,1.1612,-114.1239,-0.878598394,18521,9.826660502,14013,,,,,
161219,6198,-2,8.731981938,-0.001032058,-0.000322685,-0.0323,-0.851585571,6142,8.722905701,(0.64),7603759000,22.75190857,0.9065,-122.7324,-0.867905446,18963,9.850244991,442,,,,,
161220,6183.8,-12.6,8.729688248,-0.00229369,-0.002037582,-0.2033,-0.842934562,6587,8.792853289,(0.64),8149638320,22.82123939,0.8424,-116.8383,-0.860333291,19276,9.866616078,313,,,,,
161221,6256.6,75.8,8.741392186,0.011703937,0.012115206,1.2264,-0.836460886,6920,8.842171049,(0.63),8632224640,22.87876809,1.029,-91.0058,-0.857188306,19406,9.873337576,130,,,,,
161222,6235,-3.2,8.737933858,-0.003458327,-0.000513232,-0.0513,-0.844723085,6495,8.778787929,(0.64),8080210160,22.81268372,1.0708,-106.7879,-0.852954673,19581,9.882314987,175,,,,,
161223,6209.8,-19.4,8.733883968,-0.00404989,-0.003124094,-0.3114,-0.85321857,6058,8.709134992,(0.64),7513116320,22.73991617,1.0403,-72.1966,-0.85259179,19596,9.883080743,15,,,,,
161226,6219.8,24,8.735493031,0.001609063,0.003858645,0.3874,-0.83080371,7211,8.883362917,(0.63),8900345120,22.90935589,1.8109,-74.9546,-0.84221334,20025,9.904736772,429,,,,,
161227,6216,5.8,8.734881892,-0.000611139,0.000933076,0.0934,-0.87433092,4972,8.511577453,(0.66),6189154760,22.54606437,0.4122,-72.8594,-0.849398421,19728,9.889794225,-297,,,,,
161228,6218,-2.8,8.735203591,0.000321699,-0.000450306,-0.045,-0.872017504,5091,8.535229554,(0.66),6333199120,22.56907134,0.7427,-52.2395,-0.851237027,19652,9.885934393,-76,,,,,
161229,6215.8,1.4,8.734849716,-0.000353874,0.000225232,0.0225,-0.848902786,6280,8.745125259,(0.64),7811686880,22.77888677,1.0685,-36.8076,-0.845551862,19887,9.897821531,235,,,,,
161230,6210.6,-12.6,8.734012789,-0.000836928,-0.002028789,-0.2025,-0.855920796,5919,8.685922795,(0.64),7360554240,22.71940107,0.8966,-53.0256,-0.85568839,19468,9.876527371,-419,,,,,
170103,6275.8,58.6,8.744456246,0.010443457,0.009337455,0.9425,-0.847678037,6343,8.755107122,(0.64),7956803000,22.79729312,1.1549,-44.9626,-0.856196426,19447,9.875448096,-21,,,,,
170104,6367,92.8,8.75888368,0.014427434,0.014575153,1.4791,-0.83620816,6933,8.844047899,(0.63),8771195160,22.89473891,1.6735,-27.6694,-0.863937927,19127,9.858856228,-320,,,,,
170105,6359,-2,8.757626411,-0.001257269,-0.000314515,-0.0314,-0.872056385,5089,8.534836627,(0.65),6473341240,22.59095823,0.3899,-40.2841,-0.876130791,18623,9.832152655,-504,,,,,
170106,6339,-20.6,8.754476306,-0.003150105,-0.003249724,-0.3239,-0.865349423,5434,8.60043079,(0.65),6890604720,22.65342469,0.7044,-32.6168,-0.88396906,18299,9.814601693,-324,,,,,
170109,6373.8,37.6,8.759951117,0.005474811,0.00589915,0.5934,-0.861383568,5638,8.637284672,(0.65),7169432840,22.69309239,0.8617,-41.6176,-0.884622249,18272,9.813125112,-27,,,,,
170110,6344.6,-24.2,8.755359336,-0.004591781,-0.003814267,-0.38,-0.867429553,5327,8.580543507,(0.65),6784404480,22.63789236,0.7129,-49.3283,-0.896815113,17768,9.785154366,-504,,,,,
170111,6297.6,-60.8,8.747923887,-0.007435449,-0.009654472,-0.9562,-0.843090086,6579,8.791638037,(0.63),8335130680,22.84374503,1.3714,-34.3638,-0.898919833,17681,9.780245896,-87,,,,,
170112,6238.4,-72.2,8.738479018,-0.009444869,-0.01157348,-1.1441,-0.850049774,6221,8.735685945,(0.64),7817887160,22.77968017,1.3976,-34.451,-0.913483532,17079,9.745604918,-602,,,,,
170113,6178.4,-77.6,8.728814617,-0.009664401,-0.012559886,-1.2404,-0.822191582,7654,8.942983666,(0.62),9529412200,22.97764887,1.5441,-16.2575,-0.930418065,16379,9.703755305,-700,,,,,
170116,6011.4,-185.4,8.701412945,-0.027401672,-0.030841401,-2.9919,-0.794313949,9088,9.114710141,(0.60),11027497120,23.12365773,5.0865,-19.8414,-0.972270553,14649,9.592127353,-1730,,,,,
170117,6065,80.6,8.710289821,0.008876876,0.013289365,1.3468,-0.813773859,8087,8.998013113,(0.62),9742689760,22.99978307,1.8916,-17.0657,-1.029194776,12296,9.417029285,-2353,,,,,
170118,6073.8,16.6,8.711739718,0.001449896,0.00273305,0.2741,-0.825729747,7472,8.91891798,(0.62),9077618880,22.92907776,1.1061,5.207,-1.108400006,9022,9.107421318,-3274,,,,,
170119,6047,-32.2,8.70731756,-0.004422158,-0.005324955,-0.5297,-0.853315773,6053,8.708309296,(0.64),7337618560,22.71628018,1.0988,3.325,-1.20654772,4965,8.510168576,-4057,,,,,
170120,6082.8,25.4,8.713220395,0.005902835,0.004175709,0.4193,-0.799057423,8844,9.087494542,(0.61),10735028800,23.09677795,2.0636,-39.1983,-0.914185105,17050,9.743905483,12085,,,,,
170123,6114.2,24,8.718369214,0.005148818,0.003925289,0.3941,-0.845714549,6444,8.770904744,(0.64),7892439720,22.78917114,1.0279,-57.9671,-0.912080385,17137,9.748995148,87,,,,,
170124,6123,10.2,8.719807451,0.001438238,0.00166585,0.1669,-0.861189163,5648,8.639056779,(0.65),6902507040,22.65515052,0.6413,-42.2642,-0.92064442,16783,9.728121748,-354,,,,,
170125,6155,40,8.725020039,0.005212587,0.006498781,0.6541,-0.861461329,5634,8.636574948,(0.65),6914524600,22.65689005,1.0859,-24.5681,-0.917983279,16893,9.734654614,110,,,,,
170126,6188.8,43.4,8.730496486,0.005476447,0.007012668,0.7062,-0.880824037,4638,8.442038518,(0.66),5728004760,22.4686331,0.7323,-34.9061,-0.92374102,16655,9.720465751,-238,,,,,
170203,6165,-15.6,8.726643416,-0.00385307,-0.002530414,-0.2524,-0.870228981,5183,8.553139318,(0.65),6378474920,22.57619486,1.9448,-42.0921,-0.915612444,16991,9.740439071,336,,,,,
170206,6199.6,40,8.732240053,0.005596637,0.006452029,0.6494,-0.850632988,6191,8.730851904,(0.64),7654544440,22.75856535,0.9643,-59.6471,-0.926668275,16534,9.713174146,-457,,,,,
170207,6187.4,-4.2,8.730270245,-0.001969808,-0.000678799,-0.0678,-0.849330477,6258,8.741615924,(0.64),7746606720,22.77052074,0.898,-68.527,-0.944014075,15817,9.66884059,-717,,,,,
170208,6246.6,62.4,8.739792595,0.00952235,0.009989434,1.009,-0.83579991,6954,8.847072313,(0.63),8631748600,22.87871294,1.5491,-44.9977,-0.961843719,15080,9.621124642,-737,,,,,
170209,6284.8,39.8,8.745889299,0.006096704,0.006332739,0.6373,-0.846725454,6392,8.762802487,(0.64),8029932440,22.80644195,0.8711,-46.3771,-0.982721579,14217,9.562193711,-863,,,,,
170210,6294.2,9,8.747383853,0.001494555,0.001429888,0.1432,-0.83455572,7018,8.856233556,(0.63),8825118160,22.90086783,0.6014,-42.9081,-1.020001744,12676,9.447465721,-1541,,,,,
170213,6330.2,37.2,8.75308711,0.005703257,0.005876592,0.5911,-0.848261251,6313,8.750366278,(0.64),7982487080,22.80051586,1.0202,-39.4526,-1.054185308,11263,9.329278296,-1413,,,,,
170214,6332,-4.6,8.753371421,0.000284311,-0.000726469,-0.0726,-0.868051648,5295,8.574518258,(0.65),6702203080,22.62570213,0.5555,-42.8852,-1.09519107,9568,9.166179476,-1695,,,,,
170215,6289.6,-46,8.746652755,-0.006718666,-0.007313661,-0.7261,-0.857592676,5833,8.671286727,(0.64),7375410480,22.7214174,1.0259,-22.0959,-1.15020411,7294,8.894807371,-2274,,,,,
170216,6345,42.6,8.75542238,0.008769625,0.006713948,0.6759,-0.87390323,4994,8.515992471,(0.66),6316409920,22.56641683,0.9393,-14.3361,-1.231852751,3919,8.273591798,-3375,,,,,
170217,6213,-123,8.73439915,-0.02102323,-0.019797199,-1.9413,-0.796802329,8960,9.100525506,(0.60),11187200800,23.13803618,1.512,-94.1627,-0.790901706,22146,10.00541217,18227,,,,,
170220,6313.8,100.6,8.750492993,0.016093843,0.015933352,1.6191,-0.774679075,10098,9.220092663,(0.59),12654832000,23.26130496,1.5548,-71.2625,-0.74532362,24030,10.08705833,1884,,,,,
170221,6341,46.8,8.754791764,0.004298771,0.007380539,0.7435,-0.789998165,9310,9.13884437,(0.59),11801363560,23.19148092,0.9374,-93.4383,-0.739082035,24288,10.09773768,258,,,,,
170222,6389.6,42,8.762426948,0.007635184,0.006573181,0.6617,-0.795344294,9035,9.108861203,(0.60),11508845760,23.16638177,0.9011,-84.625,-0.741356101,24194,10.09385995,-94,,,,,
170223,6397.6,15.4,8.763678199,0.001251251,0.002407153,0.2413,-0.776914729,9983,9.208638925,(0.58),12737246600,23.26779634,0.9182,-76.393,-0.726332751,24815,10.11920359,621,,,,,
170224,6410.6,32,8.765708149,0.00202995,0.004991732,0.5017,-0.806853052,8443,9.041092975,(0.61),10794328240,23.10228667,0.5895,-65.5655,-0.734098444,24494,10.10618347,-321,,,,,
170227,6348,-54.2,8.755895082,-0.009813068,-0.008538122,-0.8466,-0.788831737,9370,9.145268375,(0.59),11941464440,23.20328259,1.2152,-76.2549,-0.732332414,24567,10.10915936,73,,,,,
170228,6376.4,29.6,8.760358954,0.004463872,0.004642118,0.4664,-0.788501249,9387,9.147081032,(0.59),11953565840,23.20429547,0.6397,-74.5701,-0.743847896,24091,10.08959361,-476,,,,,
170301,6397.8,26.2,8.76370946,0.003350506,0.004095158,0.4112,-0.760409771,10832,9.290259995,(0.57),13883088720,23.3539373,1.2618,-69.8385,-0.742904401,24130,10.09121116,39,,,,,
170302,6390,-16.8,8.762489547,-0.001219913,-0.002629108,-0.2622,-0.777653467,9945,9.204825191,(0.58),12705381360,23.26529147,0.9615,-44.6262,-0.749678214,23850,10.0795395,-280,,,,,
170303,6393,7.8,8.762958921,0.000469373,0.001220084,0.1222,-0.768535887,10414,9.250906334,(0.58),13299788440,23.31101397,1.1245,-59.839,-0.747767031,23929,10.08284639,79,,,,,
170306,6459.8,57.2,8.773353637,0.010394716,0.008854763,0.8934,-0.784574274,9589,9.168371887,(0.59),12382561120,23.23955496,1.1933,-57.5235,-0.763104879,23295,10.05599402,-634,,,,,
170307,6465,1.2,8.774158291,0.000804655,0.000185615,0.0186,-0.811324359,8213,9.013473544,(0.61),10602934600,23.08439665,0.5569,-58.1868,-0.796852984,21900,9.994241916,-1395,,,,,
170308,6449.6,-9.8,8.771773392,-0.002384899,-0.001519474,-0.1517,-0.815154132,8016,8.989194823,(0.61),10337579880,23.05905162,0.5976,-47.4878,-0.814997127,21150,9.959395184,-750,,,,,
170309,6390.8,-48.8,8.762614735,-0.009158657,-0.007635977,-0.7578,-0.763461924,10675,9.275659838,(0.57),13651988680,23.33715104,1.2609,-48.5822,-0.831375239,20473,9.926862224,-677,,,,,
170310,6410.4,19.2,8.76567695,0.003062215,0.002995133,0.3004,-0.806133754,8480,9.045465729,(0.60),10874225280,23.10966117,0.5852,-37.5165,-0.876977517,18588,9.83027149,-1885,,,,,
170313,6484.6,75.6,8.777185414,0.011508464,0.011658391,1.1796,-0.768069316,10438,9.253208272,(0.58),13459005560,23.32291428,1.941,-23.2964,-0.921104072,16764,9.726989009,-1824,,,,,
170314,6470,-13,8.774931387,-0.002254027,-0.002009274,-0.2005,-0.811654847,8196,9.011401509,(0.61),10625713880,23.08654274,0.6602,-23.4846,-0.983132846,14200,9.560997244,-2564,,,,,
170315,6466.4,-3.8,8.774374818,-0.000556569,-0.000587653,-0.0587,-0.798707495,8862,9.089527752,(0.60),11469930280,23.16299469,0.4729,-19.6616,-1.060112395,11018,9.307285578,-3182,,,,,
170316,6539,69,8.785539528,0.011164709,0.010552072,1.0665,-0.819158869,7810,8.963160243,(0.61),10189498800,23.0446235,0.8408,-4.3407,-1.193991974,5484,8.609590041,-5534,,,,,
170317,6410,-126.6,8.76561455,-0.019924978,-0.01975039,-1.9368,-0.729674389,12413,9.42649959,(0.55),16052234080,23.49911387,2.4478,-73.2463,-0.770822188,22976,10.04220547,17492,,,,,
170320,6427,-6.6,8.768263145,0.002648595,-0.001026918,-0.1026,-0.786829368,9473,9.156200926,(0.59),12147463880,23.22038625,0.7678,-71.3416,-0.765233792,23207,10.05220924,231,,,,,
170321,6445,29.6,8.771059915,0.00279677,0.004592708,0.4614,-0.804850683,8546,9.053218616,(0.60),10977695560,23.11913137,0.6484,-70.9458,-0.760637276,23397,10.06036309,190,,,,,
170322,6428.8,3,8.768543175,-0.002516741,0.00046665,0.0467,-0.770907624,10292,9.239122173,(0.58),13202263280,23.30365411,1.0831,-70.9928,-0.747452532,23942,10.08338952,545,,,,,
170323,6450,25.8,8.77183541,0.003292235,0.004,0.4016,-0.726466712,12578,9.439704535,(0.55),16199815120,23.50826567,1.485,-62.1874,-0.741936713,24170,10.09286747,228,,,,,
170324,6527.8,91.4,8.783825259,0.011989849,0.014001654,1.42,-0.741863563,11786,9.374667665,(0.56),15290658480,23.45050792,1.3859,-18.815,-0.757564868,23524,10.06577646,-646,,,,,
170327,6480.6,-34,8.776568378,-0.007256881,-0.005246428,-0.5219,-0.772443421,10213,9.231416698,(0.58),13264625680,23.30836661,1.0377,-35.4326,-0.766588555,23151,10.04979326,-373,,,,,
170328,6467.2,-14.8,8.774498527,-0.00206985,-0.002288471,-0.2283,-0.797560507,8921,9.096163327,(0.60),11551657640,23.17009478,0.6603,-31.4902,-0.773652674,22859,10.03710019,-292,,,,,
170329,6443.6,-28.8,8.770842669,-0.003655858,-0.004469551,-0.445,-0.751175548,11307,9.333177282,(0.56),14596863040,23.40407248,1.3194,-36.943,-0.764677372,23230,10.05319983,371,,,,,
170330,6366.4,-87.4,8.75878944,-0.012053229,-0.013728324,-1.3542,-0.727283211,12536,9.436359784,(0.55),16046840520,23.49877781,1.5588,-9.3437,-0.779628145,22612,10.02623602,-618,,,,,
170331,6380.2,3.6,8.760954724,0.002165284,0.000564246,0.0565,-0.792019974,9206,9.127610724,(0.60),11741494280,23.18639492,0.6524,-21.4479,-0.802417188,21670,9.983684095,-942,,,,,
170405,6538.6,167.8,8.785478354,0.02452363,0.025662986,2.6339,-0.740599933,11851,9.380167531,(0.55),15405613600,23.4579978,1.9935,-1.3665,-0.819883949,20948,9.949798455,-722,,,,,
170406,6536,3.8,8.785080637,-0.000397718,0.000581395,0.0582,-0.802828874,8650,9.0653146,(0.60),11298274240,23.14791583,0.5266,-23.6526,-0.837229749,20231,9.91497136,-717,,,,,
170407,6556,22.2,8.78813594,0.003055303,0.003386211,0.3398,-0.799776721,8807,9.083302139,(0.60),11523286720,23.16763576,1.0377,-22.726,-0.841027923,20074,9.907180724,-157,,,,,
170410,6546,-11.4,8.786609455,-0.001526485,-0.001741522,-0.1738,-0.829695603,7268,8.89123643,(0.62),9522853400,22.97696037,0.488,-20.5441,-0.84983388,19710,9.8888814,-364,,,,,
170411,6602.2,54.2,8.795158206,0.008548751,0.008209385,0.8277,-0.751797643,11275,9.330343164,(0.56),14813209160,23.41878513,1.6707,-26.9661,-0.837447479,20222,9.9145264,512,,,,,
170412,6555.8,-33.6,8.788105433,-0.007052773,-0.005125233,-0.5099,-0.779189264,9866,9.196849782,(0.58),12984394240,23.28701403,0.9409,-20.6761,-0.862897663,19170,9.861101836,-1052,,,,,
170413,6610,39,8.796338933,0.0082335,0.005900151,0.5935,-0.789725998,9324,9.140347,(0.59),12305871480,23.23334234,1.1809,-5.7042,-0.872090695,18790,9.841080092,-380,,,,,
170414,6518.8,-85.8,8.782445589,-0.013893344,-0.013161932,-1.2991,-0.753158476,11205,9.324115386,(0.56),14672450160,23.40923743,1.5928,-9.3624,-0.88517867,18249,9.811865563,-541,,,,,
170417,6443.2,-78,8.77078059,-0.011664999,-0.012105786,-1.1961,-0.755063642,11107,9.315330819,(0.57),14363283080,23.387941,1.3893,-13.398,-0.927200503,16512,9.711842668,-1737,,,,,
170418,6422.2,-20,8.767516017,-0.003264573,-0.003114198,-0.3105,-0.779733597,9838,9.194007717,(0.58),12706907960,23.26541162,1.0338,3.9886,-0.989180894,13950,9.543234787,-2562,,,,,
170419,6346.6,-93,8.755674515,-0.011841502,-0.014653515,-1.4442,-0.744254741,11663,9.364176717,(0.56),14784944200,23.41687522,1.9349,-4.0465,-1.067950664,10694,9.277438116,-3256,,,,,
170420,6347.8,2,8.755863575,0.00018906,0.00031507,0.0315,-0.82172501,7678,8.946114376,(0.62),9756001760,23.0011485,1.122,0.0268,-1.202289895,5141,8.545002892,-5553,,,,,
170421,6260.2,-77.6,8.741967412,-0.013896163,-0.01239577,-1.2244,-0.750689536,11332,9.335385861,(0.57),14270357080,23.38145029,1.398,-40.5128,-0.880920844,18425,9.821463717,13284,,,,,
170424,6108.4,-155.6,8.717420152,-0.02454726,-0.025473119,-2.484,-0.745712776,11588,9.357725359,(0.57),14280933440,23.38219116,2.4106,-30.1049,-0.845164787,19903,9.898625753,1478,,,,,
170425,6128,-15.4,8.720623711,0.003203559,-0.002513055,-0.2507,-0.761984449,10751,9.282754052,(0.58),13223176320,23.30523691,1.0873,-32.4612,-0.856341579,19441,9.875139517,-462,,,,,
170426,6142,8,8.722905701,0.00228199,0.001302507,0.1304,-0.786615523,9484,9.157361447,(0.60),11681045200,23.1812333,0.7825,-34.3981,-0.866695836,19013,9.852878235,-428,,,,,
170427,6160,7.6,8.725832057,0.002926356,0.001233766,0.1235,-0.715385644,13148,9.484024935,(0.55),16055217040,23.49929968,2.5096,-32.3044,-0.844511598,19930,9.899981413,917,,,,,
170428,6180.4,15.8,8.729138273,0.003306217,0.002556469,0.2563,-0.785896226,9521,9.161255164,(0.60),11745099680,23.18670194,0.6424,-31.4624,-0.878477433,18526,9.82693043,-1404,,,,,
170502,6176,4.8,8.728426092,-0.000712182,0.000777202,0.0778,-0.827557151,7378,8.906257878,(0.62),9105226080,22.93211438,0.5574,-40.115,-0.889775186,18059,9.801399454,-467,,,,,
170503,6156.2,-11.4,8.725214983,-0.003211109,-0.001851792,-0.1848,-0.797482745,8925,9.096611607,(0.60),11012286920,23.12227748,1.1609,-41.2779,-0.883702946,18310,9.815202638,251,,,,,
170504,6123.6,-34.2,8.719905438,-0.005309545,-0.00558495,-0.5554,-0.754927558,11114,9.315960854,(0.57),13696374720,23.34039702,1.5655,-52.7053,-0.876058214,18626,9.832313733,316,,,,,
170505,6057.8,-89.2,8.709101977,-0.010803461,-0.014724818,-1.4511,-0.742641182,11746,9.371268036,(0.57),14343336440,23.38655131,1.5292,-31.8828,-0.874703451,18682,9.835315772,56,,,,,
170508,5951.2,-128,8.691348159,-0.017753818,-0.021508267,-2.1055,-0.741396992,11810,9.376701909,(0.57),14212153760,23.37736333,2.0496,-24.3395,-0.866792605,19009,9.85266783,327,,,,,
170509,5987,-3.4,8.697345731,0.005997572,-0.000567897,-0.0568,-0.717932346,13017,9.474011474,(0.55),15508158960,23.46463211,1.5124,-25.0016,-0.886339895,18201,9.809231817,-808,,,,,
