time,收盘价,涨跌,ln,dln,per,涨跌幅,normcjl,成交量,lncjl,normcje,成交金额,lncjje,振幅,jc,normccl,持仓量,lnccl,持仓量变化,junzhi,biaozhuncha,jianyan,1-jy,zjianyan
181113,4571,89.6,8.427487278,0.0185031,0.019601838,1.9994,-0.627806331,17653,9.77866102,(0.55),15987720880,23.49508682,3.7265,7.4649,-0.901072938,17592,9.775199532,-1499,,,,,
181114,4552.6,-32.4,8.423453777,-0.004033501,-0.007116812,-0.7067,-0.671508505,15405,9.642447411,(0.57),14069354480,23.36726483,1.7317,7.0911,-1.011365132,13033,9.475239882,-4559,,,,,
181115,4620,71,8.438149984,0.014696207,0.015367965,1.5608,-0.748065073,11467,9.347228624,(0.61),10516379640,23.07619984,1.8729,0.1859,-1.16854179,6536,8.785080637,-6497,,,,,
181116,4647.8,33.4,8.444149268,0.005999284,0.007186196,0.7238,-0.589877975,19604,9.883488906,(0.52),18238894840,23.62682223,2.3362,-11.2965,-0.270068049,43675,10.68453114,37139,,,,,
181119,4659.4,4.4,8.446641963,0.002492695,0.000944328,0.0945,-0.6257262,17760,9.784704017,(0.54),16452722600,23.52375681,1.9119,-11.337,-0.267842368,43767,10.68663539,92,,,,,
181120,4520,-126.8,8.416267273,-0.030374691,-0.028053097,-2.7288,-0.554282476,21435,9.972780379,(0.51),19610916640,23.69935222,2.6384,-17.4493,-0.31625094,41766,10.63983789,-2001,,,,,
181121,4536.2,13,8.419844936,0.003577663,0.002865835,0.2874,-0.599034436,19133,9.859169872,(0.53),17226532400,23.56971661,2.3833,-18.4747,-0.310057739,42022,10.64594857,256,,,,,
181122,4523,-4.2,8.416930769,-0.002914167,-0.000928587,-0.0928,-0.636107411,17226,9.754175149,(0.55),15608683600,23.47109324,1.9968,-28.3264,-0.328105113,41276,10.6280365,-746,,,,,
181123,4328.2,-207,8.37290703,-0.044023739,-0.047825886,-4.5643,-0.591608177,19515,9.87893868,(0.53),17192813000,23.56775728,4.2644,-46.5644,-0.335072463,40988,10.62103462,-288,,,,,
181126,4315.8,-41.2,8.370037986,-0.002869044,-0.009546318,-0.9456,-0.62158538,17973,9.796625911,(0.55),15575464400,23.46896272,2.0197,-51.6619,-0.355393903,40148,10.6003279,-840,,,,,
181127,4344.2,30,8.376596901,0.006558915,0.006905759,0.6954,-0.647927216,16618,9.718241724,(0.57),14432462720,23.39274586,1.6596,-43.4515,-0.351886035,40293,10.60393304,145,,,,,
181128,4398,72.6,8.388905171,0.01230827,0.016507503,1.6785,-0.571876101,20530,9.92964251,(0.53),17896776600,23.60788646,3.3893,-43.8569,-0.363740209,39803,10.59169757,-490,,,,,
181129,4312.2,-90.8,8.369203494,-0.019701677,-0.021056537,-2.0622,-0.612817729,18424,9.821409442,(0.55),16133050520,23.50413583,3.4159,-33.503,-0.385053528,38922,10.56931492,-881,,,,,
181130,4328.2,9.4,8.37290703,0.003703536,0.002171804,0.2177,-0.589469725,19625,9.884559543,(0.54),16894512840,23.55025472,2.8249,-48.4511,-0.370755944,39513,10.58438501,591,,,,,
181203,4472,146.6,8.405591015,0.032683985,0.032781753,3.3893,-0.50595347,23921,10.08251201,(0.49),21448577520,23.78892416,2.4275,-43.1735,-0.366304581,39697,10.5890309,184,,,,,
181204,4514.6,40.8,8.415071868,0.009480854,0.009037346,0.912,-0.493453248,24564,10.10903724,(0.48),22056444000,23.81687064,1.6943,-21.6104,-0.302896851,42318,10.65296781,2621,,,,,
181205,4470,-38.8,8.405143688,-0.009928181,-0.008680089,-0.8605,-0.37335003,30742,10.33338508,(0.42),27510678040,24.03784006,2.1513,-32.7021,-0.267624638,43776,10.686841,1458,,,,,
181206,4388.2,-92.2,8.386674399,-0.018469288,-0.021010893,-2.0579,-0.38744437,30017,10.30951917,(0.43),26478022720,23.99958089,1.9641,-22.8884,-0.318137931,41688,10.6379686,-2088,,,,,
181207,4386,-3,8.386172929,-0.00050147,-0.000683995,-0.0684,-0.562019783,21037,9.954038071,(0.52),18501172240,23.64109993,0.8658,-24.9593,-0.38198112,39049,10.57257255,-2639,,,,,
181210,4336.6,-55.2,8.37484591,-0.011327019,-0.012728866,-1.2569,-0.538127446,22266,10.01081613,(0.51),19367563000,23.68686549,1.3571,-22.7122,-0.379731246,39142,10.57495134,93,,,,,
181211,4387.2,44.2,8.386446489,0.011600579,0.010074763,1.0177,-0.512777075,23570,10.06773,(0.50),20566017680,23.74690592,1.1743,-8.3702,-0.400125262,38299,10.55317907,-843,,,,,
181212,4371.8,13,8.382930103,-0.003516387,0.002973604,0.2982,-0.491995213,24639,10.11208583,(0.49),21593044160,23.79563707,1.0966,-21.524,-0.427147938,37182,10.52358005,-1117,,,,,
181213,4430.2,49.8,8.396200009,0.013269906,0.011241027,1.1369,-0.377626933,30522,10.32620301,(0.43),27005180240,24.01929455,2.7029,-12.9572,-0.440356874,36636,10.50878664,-546,,,,,
181214,4329.6,-106.8,8.373230438,-0.022969571,-0.024667406,-2.4074,-0.449167859,26842,10.1977231,(0.46),23501554880,23.88033242,2.6012,-7.5025,-0.504224255,33996,10.43399815,-2640,,,,,
181217,4321.2,-15,8.37128842,-0.001942018,-0.003471258,-0.3459,-0.439389303,27345,10.21628898,(0.46),23589595800,23.8840716,1.6051,-9.4465,-0.581107035,30818,10.33585421,-3178,,,,,
181218,4295.2,-22.4,8.365253399,-0.006035021,-0.005215124,-0.5188,-0.348816158,32004,10.37361617,(0.42),27476819720,24.03660857,2.381,-12.0675,-0.651965959,27889,10.23598762,-2929,,,,,
181219,4236.2,-64.2,8.35142192,-0.013831479,-0.015155092,-1.4929,-0.481652883,25171,10.13344782,(0.49),21486837120,23.79070636,1.6603,-11.6991,-0.826440032,20677,9.93677725,-7212,,,,,
181220,4264,17.6,8.357962966,0.006541046,0.00412758,0.4145,-0.566355008,20814,9.943381116,(0.53),17694246680,23.59650538,1.3894,4.2386,-1.081062831,10152,9.225426009,-10525,,,,,
181221,4206,-54,8.344267356,-0.01369561,-0.012838802,-1.2676,-0.377043719,30552,10.32718543,(0.44),25635671640,23.96725064,1.8404,-25.144,-0.39424656,38542,10.55950383,28390,,,,,
181224,4255,77,8.355850041,0.011582685,0.018096357,1.843,-0.421251346,28278,10.2498394,(0.46),23951967800,23.89931632,1.9914,-19.7218,-0.403657322,38153,10.54935967,-389,,,,,
181225,4195.2,-53.4,8.341696294,-0.014153747,-0.012728833,-1.2569,-0.239327435,37636,10.53571632,(0.38),31292883360,24.16665654,3.5165,-30.3124,-0.301469512,42377,10.65436104,4224,,,,,
181226,4189,-16,8.340217321,-0.001478973,-0.003819527,-0.3805,-0.460618296,26253,10.17553555,(0.48),22005992320,23.81458063,1.6885,-19.4053,-0.378618405,39188,10.57612586,-3189,,,,,
181227,4131,-57.2,8.326274787,-0.013942534,-0.013846526,-1.3657,-0.421115262,28285,10.25008691,(0.46),23724366080,23.88976846,3.1613,-30.2702,-0.350894156,40334,10.60495006,1146,,,,,
181228,4120.4,-32.2,8.323705525,-0.002569262,-0.007814775,-0.7754,-0.411550552,28777,10.26733174,(0.46),23841416840,23.89469011,1.4979,-47.6363,-0.358103428,40036,10.59753433,-298,,,,,
190102,4096.8,-34.2,8.31796146,-0.005744065,-0.008347979,-0.8279,-0.490128928,24735,10.11597452,(0.50),20354995120,23.73659218,1.4766,-35.1567,-0.365723968,39721,10.58963529,-315,,,,,
190103,4086.6,-15.4,8.315468607,-0.002492853,-0.003768414,-0.3754,-0.410909016,28810,10.26847783,(0.46),23679788520,23.88788772,2.2282,-26.207,-0.338120679,40862,10.61795581,1141,,,,,
190104,4207.8,116.4,8.344695225,0.029226617,0.027662912,2.845,-0.316408896,33671,10.42439221,(0.42),27867078280,24.05071184,3.6858,-3.0786,-0.340418937,40767,10.61562821,-95,,,,,
190107,4268.6,83.4,8.359041184,0.014345959,0.019538022,1.9927,-0.375177434,30648,10.33032269,(0.44),26048744640,23.98323541,2.3225,-19.7234,-0.382344003,39034,10.57218834,-1733,,,,,
190108,4270.8,-6.4,8.359556442,0.000515259,-0.001498548,-0.1496,-0.522205702,23085,10.04693833,(0.51),19708438440,23.70431273,0.8697,-6.4967,-0.400802643,38271,10.55244771,-763,,,,,
190109,4273.8,-0.4,8.36025864,0.000702198,-9.36E-05,-0.0094,-0.326362416,33159,10.40906945,(0.41),28616226560,24.07723976,2.3069,-14.9717,-0.376513685,39275,10.57834346,1004,,,,,
190110,4277.4,-12.4,8.361100627,0.000841987,-0.002898957,-0.2891,-0.442363695,27192,10.21067809,(0.47),23346955480,23.87373243,1.5012,-4.4606,-0.435542628,36835,10.51420376,-2440,,,,,
190111,4312,26.4,8.369157113,0.008056485,0.006122449,0.616,-0.405640649,29081,10.27784032,(0.45),24966370840,23.94079559,1.568,-2.8757,-0.458525209,35885,10.48807466,-950,,,,,
190114,4290.2,-18,8.364088631,-0.005068482,-0.004195609,-0.4178,-0.516606847,23373,10.05933679,(0.50),20080745080,23.72302724,1.3323,3.6526,-0.575567023,31047,10.34325746,-4838,,,,,
190115,4351.4,65.8,8.378252911,0.014164281,0.01512157,1.5354,-0.356320179,31618,10.36148186,(0.42),27269586520,24.02903787,2.2681,4.0445,-0.602880006,29918,10.30621558,-1129,,,,,
190116,4341,-5.8,8.375860015,-0.002392896,-0.001336098,-0.1334,-0.50597291,23920,10.08247021,(0.49),20797820920,23.75811405,1.0352,4.1221,-0.803021993,21645,9.98252976,-8273,,,,,
190117,4307.4,-35.4,8.368089753,-0.007770262,-0.008218415,-0.8151,-0.546409086,21840,9.99149843,(0.52),18882008800,23.66147539,1.3448,3.6692,-1.070394075,10593,9.267948685,-11052,,,,,
190121,4360,25.44,8.380227336,0.006904515,0.005834862,0.5869,-0.475937385,25465,10.14506024,(0.48),22246482400,23.82544974,1.4857,-13.6333,-0.614274527,29447,10.29034732,29447,,,,,
190122,4294.2,-62.2,8.365020554,-0.015206782,-0.014484654,-1.4278,-0.526754772,22851,10.03675016,(0.51),19724305560,23.7051175,1.9098,-14.0518,-0.647151713,28088,10.24309772,-1359,,,,,
190123,4302.6,12.6,8.36697477,0.001954216,0.002928462,0.2937,-0.544153992,21956,9.99679573,(0.52),18870280280,23.66085405,0.979,-13.0846,-0.66147349,27496,10.22179582,-592,,,,,
190124,4330.8,29.8,8.373507561,0.006532791,0.006880946,0.6929,-0.4417416,27224,10.21185422,(0.46),23542695640,23.88208145,2.1948,-7.37,-0.586501893,30595,10.32859188,3099,,,,,
190125,4310,-24.8,8.368693183,-0.004814378,-0.00575406,-0.5721,-0.471952089,25670,10.15307827,(0.48),22254842480,23.82582546,1.3103,-8.4417,-0.622330526,29114,10.27897444,-1481,,,,,
190128,4291.6,-36.4,8.364414903,-0.00427828,-0.008481685,-0.841,-0.498177282,24321,10.09909545,(0.49),21062371800,23.77075396,2.1442,-15.6196,-0.622451487,29109,10.27880268,-5,,,,,
190129,4242.4,-54.8,8.352884426,-0.011530477,-0.012917217,-1.2752,-0.399711306,29386,10.28827365,(0.45),24897371520,23.93802807,2.6669,-11.8875,-0.616234094,29366,10.28759282,257,,,,,
190130,4201.8,-46.6,8.343268284,-0.009616142,-0.011090485,-1.0969,-0.510988551,23662,10.07162566,(0.50),20047391720,23.72136489,1.5912,-9.8235,-0.666602234,27284,10.21405573,-2082,,,,,
190131,4183.6,-33.2,8.338927399,-0.004340885,-0.007935749,-0.7873,-0.452414418,26675,10.19148208,(0.48),22400608000,23.83235394,2.5944,7.1261,-0.650853118,27935,10.23763566,651,,,,,
190201,4313.2,145.8,8.369435367,0.030507968,0.033803209,3.4986,-0.410734052,28819,10.26879017,(0.45),24517213280,23.92264129,2.7787,18.9304,-0.698826231,25952,10.16400396,-1983,,,,,
190211,4406.8,108.6,8.390904081,0.021468714,0.024643732,2.5266,-0.538866184,22228,10.00910803,(0.51),19399986320,23.6885382,2.294,3.9332,-0.769419041,23034,10.04472666,-2918,,,,,
190212,4433.4,35,8.396922063,0.006017982,0.007894618,0.7957,-0.530584544,22654,10.02809172,(0.50),20077118080,23.7228466,1.4596,-6.085,-0.827456104,20635,9.934743942,-2399,,,,,
190213,4512,84.8,8.414495793,0.01757373,0.018794326,1.9154,-0.496136033,24426,10.10340342,(0.48),21874904680,23.80860591,2.5117,-0.4088,-0.924321633,16631,9.719023703,-4004,,,,,
190214,4533.8,16,8.419315719,0.004819926,0.003529048,0.3542,-0.662002116,15894,9.673696959,(0.57),14368797680,23.38832486,1.4476,1.6301,-1.14047885,7696,8.948455992,-8935,,,,,
190215,4502.6,-37.2,8.412410287,-0.006905432,-0.008261893,-0.8194,-0.380543003,30372,10.32127641,(0.42),27498744880,24.0374062,1.423,-0.1348,0.102612636,59080,10.98664774,51384,,,,,
190218,4677,169.8,8.450412158,0.038001871,0.036305324,3.7673,-0.309488089,34027,10.43490961,(0.38),31405412200,24.17024608,3.2792,16.001,0.142723287,60738,11.01432481,1658,,,,,
190219,4659,-13.8,8.446556112,-0.003856046,-0.002962009,-0.2953,-0.136137425,42944,10.66765222,(0.28),40112151240,24.41494515,2.2256,-8.2836,0.169479849,61844,11.03237036,1106,,,,,
190220,4652,0.8,8.445052514,-0.001503598,0.000171969,0.0172,-0.285304145,35271,10.47081638,(0.36),32838504840,24.21486759,1.3932,-15.6243,0.126417751,60064,11.00316594,-1780,,,,,
190221,4662,3.2,8.44719982,0.002147306,0.000686401,0.0687,-0.083201028,45667,10.72913122,(0.25),42832660160,24.48056674,2.7089,2.8569,0.193599462,62841,11.04836301,2777,,,,,
190222,4804.8,141.2,8.477370697,0.030170878,0.029387279,3.0277,-0.119068693,43822,10.68789125,(0.27),41286151800,24.44379297,3.3622,27.5023,0.143473245,60769,11.01483507,-2072,,,,,
190225,5123,350.6,8.541495484,0.064124787,0.068436463,7.3464,0.146040985,57459,10.95882693,(0.09),56975727720,24.76589118,6.2861,78.6534,0.149376139,61013,11.01884224,244,,,,,
190226,5063.2,-4.4,8.529753973,-0.01174151,-0.000869016,-0.0868,0.12844736,56554,10.94295121,(0.09),57590205440,24.77661835,2.9008,24.6565,0.129103084,60175,11.00501226,-838,,,,,
190227,5017.4,-86.6,8.52066715,-0.009086823,-0.017259935,-1.6967,-0.003572866,49763,10.81502701,(0.17),50374260080,24.64274617,2.6881,-0.4842,0.109846101,59379,10.99169591,-796,,,,,
190228,5034.6,18.6,8.524089358,0.003422208,0.003694435,0.3708,-0.132754783,43118,10.67169582,(0.24),43483693800,24.49565185,1.6507,9.3087,0.024713785,55860,10.93060384,-3519,,,,,
190301,5081.2,57.6,8.533302733,0.009213375,0.011335905,1.1466,0.003406263,50122,10.82221531,(0.16),50423020880,24.64371367,2.126,13.975,0.014915948,55455,10.92332716,-405,,,,,
190304,5144.4,89.6,8.545664023,0.01236129,0.017416997,1.7726,0.135348727,56909,10.94920878,(0.07),58936868240,24.79973268,3.197,-13.8467,0.010972621,55292,10.92038351,-163,,,,,
190305,5298.8,150.2,8.575235659,0.029571635,0.028346041,2.9173,0.044581176,52240,10.86360376,(0.12),54507513320,24.72160439,3.3563,3.5122,-0.054926904,52568,10.86986285,-2724,,,,,
190306,5400,131.8,8.594154233,0.018918574,0.024407407,2.5018,0.221625529,61347,11.02430155,0.00 ,65313393760,24.90246296,3.2801,9.9706,-0.013655029,54274,10.90180057,1706,,,,,
190307,5442.4,92.4,8.601975419,0.007821186,0.016977804,1.7271,0.254168874,63021,11.05122328,0.03 ,68329360640,24.94760539,3.372,-16.2153,-0.021831989,53936,10.89555344,-338,,,,,
190308,5296.4,-173.8,8.574782623,-0.027192796,-0.032814742,-3.1772,0.507206021,76037,11.23897534,0.18 ,81627993840,25.1254381,3.9048,50.7001,-0.033492624,53454,10.88657675,-482,,,,,
190311,5448.8,124,8.60315068,0.028368056,0.022757304,2.3287,0.180800544,59247,10.98947042,(0.02),63734238464,24.87798775,3.2339,-7.581,-0.113254274,50157,10.82291336,-3297,,,,,
190312,5546.2,117.6,8.620868288,0.017717608,0.021203707,2.1663,0.232570513,61910,11.033437,0.04 ,68470018560,24.9496618,2.531,-4.8029,-0.258068723,44171,10.69582374,-5986,,,,,
190313,5403.6,-102.4,8.594820677,-0.02604761,-0.018950329,-1.8598,0.251058399,62861,11.04868122,0.04 ,68815765504,24.95469871,3.3418,-21.2642,-0.508167582,33833,10.42919194,-10338,,,,,
190314,5289.6,-116,8.573497908,-0.021322769,-0.021929825,-2.1459,-0.191251155,40109,10.59935603,(0.25),42713918208,24.47779066,3.0598,-8.9024,-0.915539868,16994,9.74061562,-16839,,,,,
190318,5513.8,162.65,8.61500932,0.029933206,0.029498712,3.0395,0.188012958,59618,10.99571282,(0.01),64395633408,24.88831166,3.9506,12.617,0.065622778,57551,10.96042679,57551,,,,,
190319,5487.4,9.4,8.610209834,-0.004799486,0.001713015,0.1716,0.049441294,52490,10.86837795,(0.08),57679718912,24.77817146,1.4969,-34.7801,0.039737135,56481,10.94165958,-1070,,,,,
190320,5470,-15.6,8.607033895,-0.003175939,-0.00285192,-0.2844,0.212391306,60872,11.01652858,0.01 ,66217588480,24.91621195,2.7563,-45.7856,0.093274451,58694,10.98009279,2213,,,,,
190321,5541.4,90.8,8.620002455,0.01296856,0.016385751,1.6659,0.370150713,68987,11.14167336,0.13 ,76795277312,25.06440898,2.6236,-48.078,0.150101905,61043,11.01933381,2349,,,,,
190322,5611.2,31.6,8.632519879,0.012517424,0.005631594,0.5663,0.227924241,61671,11.02956908,0.04 ,68462692096,24.94955479,2.5808,-10.9402,0.110886365,59422,10.99241981,-1621,,,,,
190325,5518.6,-75.8,8.615879484,-0.016640395,-0.013735368,-1.3549,0.199929965,60231,11.00594245,0.02 ,66910809600,24.92662637,1.6159,-31.0711,0.158327249,61383,11.0248882,1961,,,,,
190326,5358,-175.6,8.58634605,-0.029533434,-0.032773423,-3.1733,0.227088301,61628,11.02887159,0.02 ,67045405696,24.92863592,3.8745,-36.8787,0.144271587,60802,11.01537796,-581,,,,,
190327,5391.6,23.2,8.592597466,0.006251416,0.00430299,0.4322,0.145068961,57409,10.95795636,(0.04),61671072256,24.84508081,1.8963,-56.2795,0.144973161,60831,11.01585481,29,,,,,
190328,5318.6,-74.8,8.57896539,-0.013632076,-0.014063851,-1.3869,0.193786777,59915,11.00068217,(0.01),64486699264,24.88972483,2.529,-51.5234,0.142263635,60719,11.01401194,-112,,,,,
190329,5534.4,196,8.618738438,0.039773048,0.03541486,3.6715,0.307999533,65790,11.09422313,0.07 ,71589416960,24.99421309,4.3609,-13.2561,0.097072625,58851,10.9827641,-1868,,,,,
190401,5766,234.6,8.659733878,0.04099544,0.040686785,4.2412,0.216901495,61104,11.02033261,0.05 ,69788782592,24.96873913,3.4819,8.1621,0.094024409,58725,10.98062081,-126,,,,,
190402,5746.6,1.2,8.656363655,-0.003370224,0.000208819,0.0209,0.058092302,52935,10.87682002,(0.04),61244329984,24.83813711,1.7927,-28.9497,0.076485071,58000,10.96819829,-725,,,,,
190403,5828.6,67,8.670532113,0.014168459,0.011495042,1.1629,0.055895529,52822,10.87468305,(0.05),61071987968,24.83531914,2.4229,-7.4369,0.063929324,57481,10.95920974,-519,,,,,
190404,5882.6,64,8.67975412,0.009222007,0.010879543,1.0999,0.108870808,55547,10.92498479,(0.00),64991343000,24.89751991,1.8149,11.0425,0.06917903,57698,10.96297779,217,,,,,
190408,5800.8,-62.2,8.665751118,-0.014003002,-0.010722659,-1.0609,0.183794376,59401,10.99206634,0.05 ,69308817000,24.96183796,3.3703,-46.8296,0.032092403,56165,10.93604907,-1533,,,,,
190409,5836.8,31.6,8.67193798,0.006186862,0.005413925,0.5443,0.056478743,52852,10.87525083,(0.04),61525059840,24.84271041,1.5297,-21.2464,0.005650339,55072,10.9163967,-1093,,,,,
190410,5818.8,2.8,8.668849334,-0.003088647,0.000481199,0.0481,0.207745034,60633,11.01259458,0.06 ,70475018240,24.97852413,2.6479,-31.9609,0.012666074,55362,10.92164872,290,,,,,
190411,5721.2,-126,8.651933853,-0.016915481,-0.022023352,-2.1549,0.089955231,54574,10.90731286,(0.03),62950700288,24.86561772,2.1686,-5.9749,-0.078441713,51596,10.85119943,-3766,,,,,
190412,5701.2,-37.2,8.648431958,-0.003501895,-0.006524942,-0.6483,-0.041481781,47813,10.77505285,(0.12),54517465088,24.72178695,1.4534,-13.1676,-0.117100833,49998,10.81973828,-1598,,,,,
190415,5609,-85.2,8.63212773,-0.016304228,-0.015189873,-1.4963,0.158755052,58113,10.97014467,0.01 ,66469730048,24.92001249,3.8144,-46.9825,-0.246359703,44655,10.70672156,-5343,,,,,
190416,5759.2,122.4,8.658553855,0.026426126,0.021252952,2.1714,0.093921087,54778,10.91104393,(0.04),61958944256,24.84973781,3.7149,-17.8111,-0.368457686,39608,10.5867864,-5047,,,,,
190417,5772.4,25.6,8.660843218,0.002289362,0.004434897,0.4455,-0.062905178,46711,10.75173496,(0.13),53968982016,24.71167531,1.7123,-35.3288,-0.586114818,30611,10.3291147,-8997,,,,,
190418,5765.2,-18.4,8.659595124,-0.001248093,-0.003191563,-0.3181,-0.399905711,29376,10.28793329,(0.35),33929459200,24.24754948,1.1342,-9.971,-0.934845235,16196,9.692519577,-14415,,,,,
190422,5677,-102.8,8.644178203,-0.018188349,-0.018108156,-1.7786,0.162293217,58295,10.97327161,0.01 ,66346200832,24.91815234,2.7198,-46.0417,-0.135244975,49248,10.80462404,49248,,,,,
190423,5552.8,-108.8,8.622057584,-0.022120619,-0.019593718,-1.9217,0.290678075,64899,11.08058749,0.08 ,72744140800,25.0102142,2.2502,-75.2624,0.039543597,56473,10.94151793,7225,,,,,
190424,5627,48.6,8.635331719,0.013274135,0.008636929,0.8712,0.408020747,70935,11.16951924,0.16 ,79318872064,25.09674192,2.6674,-52.7256,0.025318589,55885,10.93105129,-588,,,,,
190425,5411.2,-220.2,8.596226159,-0.039105561,-0.040693377,-3.9102,0.423923051,71753,11.18098494,0.16 ,79314419712,25.09668579,4.0239,-47.2194,0.114999037,59592,10.99527662,3707,,,,,
190426,5375.2,-74.6,8.589551062,-0.006675097,-0.013878553,-1.3689,0.521591968,76777,11.2486604,0.20 ,83216105472,25.14470674,1.912,-32.8306,0.143787743,60782,11.01504897,1190,,,,,
190429,5258.8,-136.6,8.567658143,-0.021892919,-0.025975508,-2.5318,0.705343283,86229,11.36476183,0.29 ,91534782464,25.23998487,3.1286,-6.8011,0.279530121,66393,11.10334691,5611,,,,,
190430,5267.2,-3.6,8.569254191,0.001596048,-0.000683475,-0.0683,0.58836998,80212,11.29242841,0.22 ,84798574592,25.16354457,2.2691,-40.36,0.16938308,61840,11.03230568,-4553,,,,,
190506,4810,-440,8.478452363,-0.090801828,-0.091476091,-8.381,0.83784952,93045,11.44083853,0.30 ,91819347968,25.24308887,7.0629,-98.7984,0.239274317,64729,11.0779646,2889,,,,,
190507,4906,105.8,8.498214225,0.019761862,0.02156543,2.2041,0.837888401,93047,11.44086002,0.29 ,91112439808,25.23536018,2.6082,-67.4043,0.217090079,63812,11.06369654,-917,,,,,
190508,4873.2,-28,8.491506084,-0.00670814,-0.005745711,-0.5713,0.685047433,85185,11.35258064,0.21 ,83796250624,25.1516541,3.9337,-74.5419,0.142529749,60730,11.01419309,-3082,,,,,
190509,4842.8,-60,8.485248345,-0.00625774,-0.012389527,-1.2238,0.64682747,83219,11.32923097,0.18 ,81129882000,25.11931719,2.3782,-45.6128,0.185567655,62509,11.04306583,1779,,,,,
190510,5018,171.8,8.520786727,0.035538382,0.034236748,3.545,1.111007553,107096,11.58148091,0.45 ,1.06E+11,25.38745822,5.6869,-46.323,0.249338268,65145,11.08437083,2636,,,,,
190513,4938.4,-72.4,8.504796671,-0.015990056,-0.014660619,-1.4449,0.219001066,61212,11.02209853,(0.05),60685857024,24.82897651,1.8919,-67.5044,-0.039927747,53188,10.88158809,-11957,,,,,
190514,4938.8,8.6,8.504877666,8.10E-05,0.001741314,0.1744,0.535569665,77496,11.2579816,0.13 ,76719529984,25.06342214,1.9472,-26.8124,0.004368153,55019,10.91543386,1831,,,,,
190515,5046.2,100,8.526390764,0.021513098,0.019816892,2.0218,0.220381339,61283,11.02325776,(0.04),61431292160,24.84118519,2.3169,-30.355,-0.378860327,39178,10.57587064,-15841,,,,,
190516,5091.4,36.4,8.535308121,0.008917357,0.007149311,0.7201,-0.226652249,38288,10.55289181,(0.29),38762068480,24.38070799,1.4481,-16.9588,-0.794603111,21993,9.9984795,-17185,,,,,
190517,4824.8,-262.4,8.481524562,-0.053783559,-0.054385674,-5.158,0.695467524,85721,11.35885312,0.21 ,83945562112,25.15343436,4.4504,-117.7792,0.774574903,86856,11.37200685,64863,,,,,
190520,4825,4.4,8.481566014,4.15E-05,0.000911917,0.0913,0.693387394,85614,11.3576041,0.19 ,82085023744,25.13102142,2.6055,-98.5589,0.709643065,84172,11.3406176,-2684,,,,,
190521,4903.6,91,8.497724908,0.016158894,0.018557794,1.8909,0.740588853,88042,11.38556925,0.23 ,86329679872,25.18143929,2.9215,-106.2725,0.712836434,84304,11.34218459,132,,,,,
190522,4889.8,-29.8,8.494906682,-0.002818226,-0.006094319,-0.6057,0.536716653,77555,11.25874264,0.12 ,75701706752,25.05006654,1.9676,-86.5929,0.693482682,83504,11.33264981,-800,,,,,
190523,4788.2,-71.2,8.473909837,-0.020996845,-0.014869888,-1.4652,0.570037617,79269,11.28060241,0.12 ,76312739840,25.05810573,2.3295,-84.7202,0.752487433,85943,11.36143956,2439,,,,,
190524,4772.6,-11.2,8.470646509,-0.003263328,-0.002346729,-0.2341,0.527968442,77105,11.25292341,0.09 ,73754759168,25.02401136,1.3838,-69.1573,0.763349727,86392,11.36665036,449,,,,,
190527,4903,127.6,8.497602542,0.026956033,0.026024883,2.672,0.708745365,86404,11.36678925,0.21 ,83769786368,25.15133823,3.8824,-59.947,0.762551384,86359,11.36626831,-33,,,,,
190528,4888.8,-24,8.494702154,-0.002900388,-0.00490918,-0.4885,0.393051586,70165,11.15860489,0.04 ,68897996800,24.95589294,1.4859,-66.6855,0.668685687,82479,11.32029899,-3880,,,,,
190529,4866,-23,8.490027523,-0.00467463,-0.004726675,-0.4704,0.430007918,72066,11.18533764,0.06 ,70485938176,24.97867907,1.5259,-90.8638,0.709376951,84161,11.34048691,1682,,,,,
190530,4868.6,-15.4,8.4905617,0.000534177,-0.003163127,-0.3153,0.68077053,84965,11.34999469,0.18 ,81783963648,25.12734702,2.1663,-57.803,0.763083612,86381,11.36652302,2220,,,,,
190531,4808.8,-25.6,8.478202852,-0.012358849,-0.005323573,-0.5295,0.646769149,83216,11.32919492,0.17 ,80813187072,25.115406,2.656,-103.2005,0.664500439,82306,11.31819929,-4075,,,,,
190603,4788,-24.4,8.473868067,-0.004334785,-0.005096074,-0.507,0.72721381,87354,11.37772411,0.21 ,83897724928,25.15286433,3.0712,-65.8153,0.795380186,87716,11.3818596,5410,,,,,
190604,4746.8,-36,8.465225986,-0.008642081,-0.007584057,-0.7527,0.410373044,71056,11.17122358,0.03 ,67569985536,24.93642972,1.7228,-48.6129,0.693748796,83515,11.33278154,-4201,,,,,
190605,4721.8,-15,8.459945362,-0.005280624,-0.003176755,-0.3167,0.45040097,73115,11.19978882,0.05 ,69584515072,24.96580789,1.6002,-62.0245,0.694111679,83530,11.33296113,15,,,,,
190606,4611.8,-131.2,8.436373515,-0.023571846,-0.028448762,-2.7662,0.651609826,83465,11.33218266,0.14 ,77770534912,25.07702847,2.4879,-66.9844,0.743221825,85560,11.35697316,2030,,,,,
190610,4658,26.8,8.44634145,0.009967935,0.005753542,0.5787,0.671128057,84469,11.34413988,0.15 ,78796955648,25.0901402,2.5048,-67.2643,0.634260201,81056,11.30289555,-4504,,,,,
