,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
44,10000243.SH,20150625,SSE,0.298,0.298,0.3087,0.3087,0.2188,0.2257,0.2258,100.0,26.5709,82.0
43,10000243.SH,20150626,SSE,0.2258,0.2257,0.2068,0.2303,0.1384,0.1518,0.1518,531.0,96.7624,417.0
42,10000243.SH,20150629,SSE,0.1518,0.1518,0.1732,0.2083,0.1208,0.1649,0.1649,387.0,65.7659,437.0
41,10000243.SH,20150630,SSE,0.1649,0.1649,0.1742,0.2285,0.1644,0.226,0.2285,317.0,59.0537,558.0
40,10000243.SH,20150701,SSE,0.2285,0.226,0.2202,0.2373,0.1824,0.1824,0.1809,274.0,58.648,609.0
39,10000243.SH,20150702,SSE,0.1809,0.1824,0.1998,0.2082,0.148,0.1757,0.1757,202.0,36.9847,652.0
38,10000243.SH,20150703,SSE,0.1757,0.1757,0.1704,0.185,0.1409,0.1449,0.1449,211.0,33.6943,718.0
37,10000243.SH,20150706,SSE,0.1449,0.1449,0.2361,0.2374,0.1832,0.1901,0.1918,392.0,80.3757,866.0
36,10000243.SH,20150707,SSE,0.1918,0.1901,0.19,0.2049,0.154,0.186,0.186,339.0,62.7735,944.0
35,10000243.SH,20150708,SSE,0.186,0.186,0.17,0.18,0.0867,0.0966,0.0966,482.0,60.0546,1096.0
34,10000243.SH,20150709,SSE,0.0966,0.0966,0.0927,0.1801,0.0912,0.1438,0.1441,667.0,96.039,1255.0
33,10000243.SH,20150710,SSE,0.1441,0.1438,0.1441,0.245,0.13,0.199,0.1934,574.0,118.1755,1334.0
32,10000243.SH,20150713,SSE,0.1934,0.199,0.177,0.211,0.1501,0.1746,0.1746,978.0,174.6479,1748.0
31,10000243.SH,20150714,SSE,0.1746,0.1746,0.1524,0.17,0.1023,0.1148,0.1148,1640.0,223.3815,2410.0
30,10000243.SH,20150715,SSE,0.1148,0.1148,0.113,0.1187,0.0776,0.085,0.085,1601.0,149.102,2882.0
29,10000243.SH,20150716,SSE,0.085,0.085,0.0851,0.0894,0.0614,0.0654,0.0654,1368.0,102.0504,3268.0
28,10000243.SH,20150717,SSE,0.0654,0.0654,0.0684,0.076,0.0621,0.0652,0.0652,1763.0,121.7678,3905.0
27,10000243.SH,20150720,SSE,0.0652,0.0652,0.0664,0.0664,0.0424,0.0433,0.0433,1928.0,101.6592,4431.0
26,10000243.SH,20150721,SSE,0.0433,0.0433,0.0406,0.0485,0.0301,0.0395,0.0395,1484.0,61.8069,4843.0
25,10000243.SH,20150722,SSE,0.0395,0.0395,0.0387,0.04,0.022,0.0256,0.0256,2165.0,60.8126,5508.0
24,10000243.SH,20150723,SSE,0.0256,0.0256,0.0263,0.031,0.0245,0.0275,0.0275,2916.0,81.217,6630.0
23,10000243.SH,20150724,SSE,0.0275,0.0275,0.0284,0.03,0.0201,0.0214,0.0214,1694.0,44.2278,6576.0
22,10000243.SH,20150727,SSE,0.0214,0.0214,0.0195,0.0205,0.0067,0.0067,0.0067,2326.0,28.9219,6514.0
21,10000243.SH,20150728,SSE,0.0067,0.0067,0.0086,0.0169,0.0061,0.0096,0.0096,3434.0,40.1199,6451.0
20,10000243.SH,20150729,SSE,0.0096,0.0096,0.01,0.0141,0.0091,0.0111,0.011,1225.0,13.5837,6953.0
19,10000243.SH,20150730,SSE,0.011,0.0111,0.0107,0.0118,0.0071,0.0071,0.0067,1282.0,13.3718,6530.0
18,10000243.SH,20150731,SSE,0.0067,0.0071,0.0075,0.0093,0.0061,0.007,0.007,637.0,4.8282,6660.0
17,10000243.SH,20150803,SSE,0.007,0.007,0.0069,0.0074,0.006,0.0073,0.0071,890.0,6.1021,6557.0
16,10000243.SH,20150804,SSE,0.0071,0.0073,0.0074,0.008,0.006,0.0062,0.0062,776.0,5.5376,6607.0
15,10000243.SH,20150805,SSE,0.0062,0.0062,0.0057,0.0057,0.0031,0.0031,0.0031,599.0,2.4572,6389.0
14,10000243.SH,20150806,SSE,0.0031,0.0031,0.0033,0.004,0.0019,0.0035,0.0035,421.0,1.3014,6465.0
13,10000243.SH,20150807,SSE,0.0035,0.0035,0.0025,0.011,0.0014,0.0029,0.0029,289.0,0.8673,6370.0
12,10000243.SH,20150810,SSE,0.0029,0.0029,0.0027,0.0033,0.0014,0.0026,0.0027,1034.0,2.3035,6453.0
11,10000243.SH,20150811,SSE,0.0027,0.0026,0.0011,0.003,0.001,0.002,0.002,434.0,0.7027,6411.0
10,10000243.SH,20150812,SSE,0.002,0.002,0.001,0.0021,0.0009,0.0009,0.0009,500.0,0.7972,6311.0
9,10000243.SH,20150813,SSE,0.0009,0.0009,0.0005,0.0015,0.0004,0.0011,0.001,227.0,0.1595,6280.0
8,10000243.SH,20150814,SSE,0.001,0.0011,0.0013,0.0013,0.0004,0.0005,0.0003,248.0,0.1379,6148.0
7,10000243.SH,20150817,SSE,0.0003,0.0005,0.0003,0.0008,0.0002,0.0002,0.0002,206.0,0.0727,6066.0
6,10000243.SH,20150818,SSE,0.0002,0.0002,0.0006,0.0006,0.0001,0.0003,0.0002,363.0,0.0736,5877.0
5,10000243.SH,20150819,SSE,0.0002,0.0003,0.0005,0.0014,0.0001,0.0005,0.0003,322.0,0.1495,5807.0
4,10000243.SH,20150820,SSE,0.0003,0.0005,0.0001,0.0003,0.0001,0.0002,0.0001,51.0,0.0079,5776.0
3,10000243.SH,20150821,SSE,0.0001,0.0002,0.0001,0.0003,0.0001,0.0002,0.0002,146.0,0.0214,5763.0
2,10000243.SH,20150824,SSE,0.0002,0.0002,0.0002,0.0006,0.0001,0.0001,0.0001,77.0,0.0126,5761.0
1,10000243.SH,20150825,SSE,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,150.0,0.0161,5732.0
0,10000243.SH,20150826,SSE,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,57.0,0.0057,5719.0
