,ts_code,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi
35,10001461.SH,20180828,SSE,0.0226,0.0226,0.0227,0.026,0.0209,0.0217,0.0217,2015.0,45.6727,1142.0
34,10001461.SH,20180829,SSE,0.0217,0.0217,0.0216,0.023,0.0203,0.0218,0.0216,2476.0,53.3239,2607.0
33,10001461.SH,20180830,SSE,0.0216,0.0218,0.0219,0.0239,0.0172,0.018,0.0179,2265.0,44.0094,3712.0
32,10001461.SH,20180831,SSE,0.0179,0.018,0.0157,0.0203,0.0154,0.0161,0.0161,3017.0,52.816,4762.0
31,10001461.SH,20180903,SSE,0.0161,0.0161,0.0156,0.0167,0.0124,0.015,0.015,3004.0,43.8422,5636.0
30,10001461.SH,20180904,SSE,0.015,0.015,0.0152,0.021,0.0125,0.0195,0.0195,5812.0,100.8742,8021.0
29,10001461.SH,20180905,SSE,0.0195,0.0195,0.0185,0.0189,0.0121,0.0122,0.0122,7882.0,119.7232,10881.0
28,10001461.SH,20180906,SSE,0.0122,0.0122,0.0122,0.0141,0.0102,0.0103,0.0103,8247.0,101.1457,13060.0
27,10001461.SH,20180907,SSE,0.0103,0.0103,0.0107,0.0145,0.0096,0.012,0.012,6827.0,84.2232,14335.0
26,10001461.SH,20180910,SSE,0.012,0.012,0.012,0.0124,0.0098,0.01,0.01,5402.0,56.9118,16165.0
25,10001461.SH,20180911,SSE,0.01,0.01,0.0104,0.0111,0.0084,0.0087,0.0087,7535.0,72.0957,18451.0
24,10001461.SH,20180912,SSE,0.0087,0.0087,0.0085,0.01,0.0076,0.0079,0.0079,7903.0,67.6961,19638.0
23,10001461.SH,20180913,SSE,0.0079,0.0079,0.009,0.0106,0.0074,0.0085,0.0085,9089.0,77.1615,21068.0
22,10001461.SH,20180914,SSE,0.0085,0.0085,0.0086,0.0092,0.0069,0.0069,0.0069,8483.0,68.1268,22081.0
21,10001461.SH,20180917,SSE,0.0069,0.0069,0.0061,0.0066,0.0036,0.0036,0.0036,7991.0,36.9956,21976.0
20,10001461.SH,20180918,SSE,0.0036,0.0036,0.0035,0.0066,0.0031,0.0064,0.0064,14230.0,65.1635,24126.0
19,10001461.SH,20180919,SSE,0.0064,0.0064,0.0061,0.0074,0.0054,0.0058,0.0058,18497.0,116.6175,29516.0
18,10001461.SH,20180920,SSE,0.0058,0.0058,0.0059,0.0065,0.0046,0.005,0.005,12595.0,67.6449,33154.0
17,10001461.SH,20180921,SSE,0.005,0.005,0.0051,0.021,0.0051,0.0205,0.0205,55104.0,712.6044,37336.0
16,10001461.SH,20180925,SSE,0.0205,0.0205,0.0178,0.0191,0.0134,0.0142,0.0142,55238.0,887.3328,42802.0
15,10001461.SH,20180926,SSE,0.0142,0.0142,0.016,0.0342,0.016,0.0235,0.0235,135652.0,3638.9299,59348.0
14,10001461.SH,20180927,SSE,0.0235,0.0235,0.0255,0.0255,0.0193,0.0213,0.0213,87364.0,1876.8885,74678.0
13,10001461.SH,20180928,SSE,0.0213,0.0213,0.0231,0.0338,0.023,0.0291,0.0291,136122.0,3804.0927,82887.0
12,10001461.SH,20181008,SSE,0.0291,0.0291,0.016,0.018,0.006,0.0072,0.0072,121324.0,1528.26,91167.0
11,10001461.SH,20181009,SSE,0.0072,0.0072,0.0074,0.0076,0.0037,0.0048,0.0048,53988.0,292.4095,93758.0
10,10001461.SH,20181010,SSE,0.0048,0.0048,0.0046,0.006,0.0028,0.0048,0.0048,40363.0,180.7397,100424.0
9,10001461.SH,20181011,SSE,0.0048,0.0048,0.0019,0.0029,0.0017,0.0023,0.0023,51675.0,124.2839,91796.0
8,10001461.SH,20181012,SSE,0.0023,0.0023,0.0022,0.0042,0.0016,0.0029,0.0029,29910.0,77.4634,89679.0
7,10001461.SH,20181015,SSE,0.0029,0.0029,0.0028,0.0032,0.0017,0.0017,0.0017,18232.0,43.1895,91300.0
6,10001461.SH,20181016,SSE,0.0017,0.0017,0.0018,0.0025,0.001,0.0011,0.0011,27362.0,39.6784,88582.0
5,10001461.SH,20181017,SSE,0.0011,0.0011,0.0014,0.002,0.0009,0.001,0.001,20495.0,30.7764,88147.0
4,10001461.SH,20181018,SSE,0.001,0.001,0.0009,0.0012,0.0007,0.0008,0.0008,20075.0,19.9154,85214.0
3,10001461.SH,20181019,SSE,0.0008,0.0008,0.0008,0.001,0.0002,0.0005,0.0005,19694.0,10.9082,78463.0
2,10001461.SH,20181022,SSE,0.0005,0.0005,0.0012,0.0043,0.0002,0.0005,0.0005,50174.0,97.9733,75503.0
1,10001461.SH,20181023,SSE,0.0005,0.0005,0.0005,0.0011,0.0001,0.0001,0.0001,19266.0,8.3444,69138.0
0,10001461.SH,20181024,SSE,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,7879.0,0.8125,65851.0
