,time,normper,normcjl,normcje,normjc,normccl,val,cmax,avg,std,rc,rc2,rc3
380,161206,0.361436213,-0.827868199,-0.62,-0.213473703,-0.86330893,3459.15,0.940536432,0.958820332,0.014589064,0,0,1.253260665
381,161207,0.002459952,-0.843731622,-0.63,0.136916789,-0.903564734,3475.75,0.951072078,0.957389474,0.013817517,0,0,0.457201943
382,161208,-0.241196622,-0.84161261,-0.63,-0.082502726,-0.929643915,3470.14,0.95853623,0.956566208,0.013189163,0,0,-0.149366718
383,161209,-2.377470348,-0.783252322,-0.59,-0.270983176,-0.981947429,3493.7,0.962191168,0.956714558,0.013237232,0,0,-0.41372773
384,161212,0.104319728,-0.813035121,-0.61,0.039671761,-1.042766595,3409.18,0.962084577,0.956406426,0.013024669,0,0,-0.435953583
385,161213,-0.116280305,-0.822813677,-0.62,0.400184476,-1.125697421,3405.04,0.962006036,0.95616856,0.012868067,0,0,-0.453640498
386,161214,0.08477653,-0.853335213,-0.64,0.376296258,-1.217603551,3378.95,0.963955524,0.955993769,0.012729742,0,0,-0.625445127
387,161215,-0.373381858,-0.827246104,-0.62,-0.722136155,-0.878598394,3340.43,0.95860355,0.955506934,0.012415007,0,0,-0.249425269
388,161216,-0.004395972,-0.851585571,-0.64,-0.820098104,-0.867905446,3346.03,0.965237417,0.954772139,0.011275851,0,0,-0.928114168
389,161219,-0.089747101,-0.842934562,-0.64,-0.75302515,-0.860333291,3328.98,0.97288109,0.954486488,0.010698173,0,0,-1.719415236
390,161220,0.614642983,-0.836460886,-0.63,-0.459059648,-0.857188306,3309.06,0.974667886,0.954856967,0.011276412,0,0,-1.756845995
391,161221,-0.013879574,-0.844723085,-0.64,-0.638654846,-0.852954673,3338.54,0.978597716,0.955643544,0.012361003,0,0,-1.856982984
392,161222,-0.143823251,-0.85321857,-0.64,-0.245017029,-0.85259179,3335.67,0.987730853,0.957159939,0.01429686,0,0,-2.138295636
393,161223,0.203710543,-0.83080371,-0.63,-0.276402178,-0.84221334,3307.6,0.991596167,0.959366902,0.016022838,0,0,-2.011457988
394,161226,0.05810377,-0.87433092,-0.66,-0.252559479,-0.849398421,3322.4,0.999719498,0.961842636,0.018208873,0,0,-2.080132111
395,161227,-0.010747721,-0.872017504,-0.66,-0.01791168,-0.851237027,3316.39,0.992415232,0.964699753,0.018303247,0,0,-1.514238372
396,161228,0.022874083,-0.848902786,-0.64,0.157698355,-0.845551862,3301.89,1.0,0.967490828,0.019241338,0,0,-1.689548449
397,161229,-0.08930947,-0.855920796,-0.64,-0.026857244,-0.85568839,3297.76,1.0,0.970448298,0.019475442,0,0,-1.517382856
398,161230,0.476393172,-0.847678037,-0.64,0.06489709,-0.856196426,3310.08,0.993047485,0.973024202,0.018846024,0,0,-1.062467287
399,170103,0.737075557,-0.83620816,-0.63,0.261688118,-0.863937927,3342.23,0.990110771,0.975249485,0.018048743,0,0,-0.823397246
400,170104,-0.003989347,-0.872056385,-0.65,0.118136909,-0.876130791,3368.31,0.99486218,0.977965773,0.016577542,0,0,-1.019234823
401,170105,-0.150075907,-0.865349423,-0.65,0.205388305,-0.88396906,3367.79,0.993256433,0.980074991,0.015632356,0,0,-0.843215365
402,170106,0.305267317,-0.861383568,-0.65,0.102962109,-0.884622249,3347.67,1.0,0.982148179,0.01537285,0,0,-1.161256428
403,170109,-0.178173445,-0.867429553,-0.65,0.015216835,-0.896815113,3363.9,1.0,0.984038621,0.01511203,0,0,-1.05620351
404,170110,-0.468842851,-0.843090086,-0.63,0.18550801,-0.898919833,3358.27,1.0,0.985934392,0.014581896,0,0,-0.964593897
405,170111,-0.564352669,-0.850049774,-0.64,0.184515702,-0.913483532,3334.5,1.0,0.98783409,0.013751747,0,0,-0.884681051
406,170112,-0.613446502,-0.822191582,-0.62,0.391551853,-0.930418065,3317.62,0.991722852,0.989222457,0.01256454,0,0,-0.199004149
407,170113,-1.523325028,-0.794313949,-0.6,0.350768229,-0.972270553,3319.91,0.993385407,0.990961549,0.010307916,0,0,-0.23514526
