,y1,y2,y3,y4
0,-0.41666666666666646,-0.15333333333333332,0.29499999999999976,-0.0149999999999999
1,-0.2583333333333332,0.13833333333333328,-0.06500000000000009,-0.10500000000000001
2,-0.2816666666666665,-0.11166666666666668,-0.0450000000000001,0.14833333333333282
3,-0.12999999999999967,0.0166666666666669,-0.09833333333333329,-0.07833333333333328
4,-0.5883333333333329,-0.050000000000000114,0.3016666666666665,0.046666666666666794
5,-0.2449999999999995,0.3699999999999998,0.6366666666666665,-0.05166666666666673
6,-0.03666666666666654,-0.2099999999999997,0.16833333333333317,-0.21166666666666656
7,0.08333333333333368,0.17999999999999985,0.56,-0.11333333333333323
8,-0.12333333333333281,0.2466666666666664,-0.2416666666666668,-0.1716666666666668
9,-0.33666666666666656,0.006666666666666696,0.16666666666666644,-0.12666666666666668
10,-0.405,0.043333333333333626,0.08166666666666669,-0.010000000000000302
11,-0.49333333333333307,0.44833333333333325,-0.24833333333333352,0.0033333333333330026
12,0.07333333333333328,0.11500000000000009,0.43999999999999984,0.08166666666666661
13,-1.1449999999999998,-0.09666666666666646,0.7783333333333332,0.17333333333333314
14,-0.4083333333333332,0.09500000000000001,0.2183333333333332,-0.1950000000000001
15,-0.41166666666666657,0.0483333333333337,0.18333333333333307,-0.11000000000000001
16,-0.6299999999999999,0.163333333333333,0.1066666666666664,0.0699999999999999
17,-0.7283333333333333,0.1849999999999999,0.23499999999999982,0.018333333333333292
18,-0.5316666666666665,0.13833333333333347,0.4066666666666667,-0.3033333333333337
19,-0.4016666666666665,-0.0866666666666666,0.0766666666666666,0.12166666666666703
20,-0.24999999999999986,-0.1450000000000002,0.2933333333333331,-0.1883333333333334
21,-0.6433333333333333,0.2716666666666667,0.258333333333333,-0.17666666666666653
22,-0.15499999999999964,-0.0666666666666669,0.0799999999999997,-0.14833333333333348
23,-0.5399999999999997,-0.008333333333333203,0.23666666666666644,0.021666666666666605
24,-0.054999999999999674,-0.038333333333333094,0.04666666666666622,-0.24333333333333373
25,-0.10833333333333298,0.07833333333333337,-0.07166666666666706,-0.18833333333333357
26,-0.25499999999999984,-0.021666666666666497,-0.08166666666666672,0.06833333333333332
27,-0.23666666666666664,-0.1666666666666665,0.06666666666666671,0.046666666666666606
28,-0.11833333333333323,-0.4716666666666668,0.2566666666666665,0.04333333333333309
29,-0.31500000000000006,-0.24166666666666659,0.1516666666666666,0.115
30,-0.07833333333333305,-0.27499999999999974,0.048333333333333534,0.015000000000000341
31,-0.3949999999999999,-0.15666666666666632,0.16333333333333316,0.09833333333333308
32,-0.18833333333333308,-0.1350000000000001,0.09333333333333359,-0.0600000000000001
33,-0.3116666666666666,-0.03666666666666665,0.1599999999999999,-0.10166666666666638
34,0.11666666666666661,-0.32499999999999973,0.018333333333333583,-0.10000000000000002
35,-0.12999999999999978,0.07333333333333308,-0.19500000000000028,-0.03833333333333299
36,-0.18333333333333313,-0.5249999999999999,0.3683333333333331,0.05
37,-0.10999999999999979,0.2066666666666666,-0.42333333333333345,0.0366666666666667
38,0.0733333333333337,-0.4200000000000002,0.055000000000000014,0.001666666666666405
39,-0.16500000000000029,0.14666666666666678,-0.1183333333333328,-0.1533333333333334
40,-0.2433333333333333,-0.11166666666666672,0.0799999999999999,-0.014999999999999908
41,-0.535,0.05499999999999992,0.1933333333333336,-0.0033333333333336393
42,-0.22499999999999992,-0.3466666666666664,0.22166666666666657,0.06000000000000031
43,-0.5000000000000001,-0.08499999999999977,0.2566666666666667,0.03833333333333321
44,-0.008333333333333106,-0.2150000000000001,-0.058333333333333105,-0.008333333333333404
