,y1,y2,y3,y4,y5,feature_0,feature_1,feature_2,feature_3
0,-0.41666666666666646,-0.15333333333333332,0.29499999999999976,-0.0149999999999999,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
1,-0.2583333333333332,0.13833333333333328,-0.06500000000000009,-0.10500000000000001,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
2,-0.2816666666666665,-0.11166666666666668,-0.0450000000000001,0.14833333333333282,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
3,-0.12999999999999967,0.0166666666666669,-0.09833333333333329,-0.07833333333333328,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
4,-0.5883333333333329,-0.050000000000000114,0.3016666666666665,0.046666666666666794,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
5,-0.2449999999999995,0.3699999999999998,0.6366666666666665,-0.05166666666666673,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
6,-0.03666666666666654,-0.2099999999999997,0.16833333333333317,-0.21166666666666656,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
7,0.08333333333333368,0.17999999999999985,0.56,-0.11333333333333323,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
8,-0.12333333333333281,0.2466666666666664,-0.2416666666666668,-0.1716666666666668,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
9,-0.33666666666666656,0.006666666666666696,0.16666666666666644,-0.12666666666666668,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
10,-0.405,0.043333333333333626,0.08166666666666669,-0.010000000000000302,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
11,-0.49333333333333307,0.44833333333333325,-0.24833333333333352,0.0033333333333330026,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
12,0.07333333333333328,0.11500000000000009,0.43999999999999984,0.08166666666666661,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
13,-1.1449999999999998,-0.09666666666666646,0.7783333333333332,0.17333333333333314,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
14,-0.4083333333333332,0.09500000000000001,0.2183333333333332,-0.1950000000000001,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
15,-0.41166666666666657,0.0483333333333337,0.18333333333333307,-0.11000000000000001,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
16,-0.6299999999999999,0.163333333333333,0.1066666666666664,0.0699999999999999,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
17,-0.7283333333333333,0.1849999999999999,0.23499999999999982,0.018333333333333292,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
18,-0.5316666666666665,0.13833333333333347,0.4066666666666667,-0.3033333333333337,0.0,-0.2495941731130973,-0.20806133408295735,57.28889382124665,-0.279300459252787
